EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,PenaltyOffPossPct,Minutes,PlusMinus,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,SecondChanceOffPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,FG2M,FG2A,FG3M,Points,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,LongMidRangeAssists,Steals,LostBallSteals,LostBallTurnovers,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,FtPoints,PenaltyFtPoints,Fg2aBlocked,DefTwoPtRebounds,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PtsAssisted2s,BadPassSteals,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ThreePtAssists,Corner3Assists,AtRimAssists,FTOffRebounds,OffRebounds,DeadBallTurnovers,OffFTReboundPct,LongMidRangePctAssisted,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsPutbacks,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,SelfOReb,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,LongMidRangePctBlocked,SelfORebPct,Travels,OffensiveGoaltends,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations
109,1610612759,Robert Horry,Robert Horry,109,SAS,18.0,1,1,1.0,1,2,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,18.0,1,1,1.0,1,2,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,18.0,1,1,1.0,1,2,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1610612759,Hedo Turkoglu,Hedo Turkoglu,2045,SAS,384.0,15,13,1.0,13,28,,,,,1.0,6.666666666666667,,0.06666666666666667,6.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.3333333333333333,1.0,1.0,0.5106,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,1610612759,Charlie Ward,Charlie Ward,369,SAS,771.0,30,27,11.0,27,57,2.0,,2.0,,11.0,25.806451612903228,1.0,0.36666666666666664,13.0,1.0,1.0,3.0,27.0,1.0,1.0,1.0,,2.0,,,,1.0,2.0,0.5,,,,0.16666666666666666,0.5,0.471425,23.53333333333333,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,11.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,6.0,3.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.9166666666666666,1.5,0.8333333333333334,0.9166666666666666,1.5,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.66255,0.46681666666666666,0.2727272727272727,0.45454545454545453,18.533333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,26.0,2,1,,1,3,,,,,,,,,,-2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,1610612759,Devin Brown,Devin Brown,2484,SAS,510.0,21,19,10.0,19,40,,,,,10.0,13.636363636363637,,0.47619047619047616,8.0,-3.0,,,21.0,,1.0,1.0,1.0,2.0,2.0,3.0,3.0,,,,0.6666666666666666,0.6,0.5,,,0.4013,,1.0,1.0,,,,,,,,,,,1.0,,2.0,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,0.3333333333333333,,0.5,1.0,,,,,,,,,,,,,,,,,,,1.0,12.2,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1610612759,Kevin Willis,Kevin Willis,788,SAS,686.0,27,24,10.0,24,51,,,,,10.0,14.285714285714285,,0.37037037037037035,11.0,,,,25.0,,,,,,1.0,1.0,1.0,1.0,1.0,,0.3333333333333333,0.14285714285714285,0.5,,0.25,0.46125,,1.0,2.0,,1.0,,,,,,,,3.0,4.0,,6.0,,,,1.0,1.0,,,2.0,,,,,,1.0,,,2.0,,,,,,,0.75,1.0,0.75,,1.0,0.75,,1.0,0.5,0.25,,,,,,,,,,,,,,,,0.7216,,0.3333333333333333,7.625,,,,,1.0,1.0,,,,,,,0.25,0.25,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,753.0,29,26,10.0,26,55,,,1.0,,10.0,23.333333333333336,,0.3448275862068966,13.0,1.0,,1.0,27.0,,1.0,3.0,,8.0,,,1.0,,,0.2,,,,,0.4,0.43940999999999997,22.9,1.0,1.0,1.0,2.0,,1.0,,,,1.0,,2.0,4.0,,5.0,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,0.5,,0.4,,,0.4166666666666667,,,0.2,0.4,0.5,0.5,0.2,,,,,,,,,1.0,,,,0.58545,,,11.275,1.0,,,,2.0,1.0,,,,,,,0.16666666666666666,0.2,,1.0,,,1.0,2.0,,,0.5,0.5,0.2,,,,1.0,1.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,67.0,2,2,,2,4,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
