EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,Steals,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShortMidRangeFGM,FTOffRebounds,StepOutOfBoundsTurnovers,AtRimPctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,DefensiveGoaltends,PtsUnassisted3s,BlockedLongMidRange,LostBallOutOfBoundsTurnovers,ShortMidRangePctAssisted,Travels,on,HeaveAttempts,SecondChanceAtRimPctAssisted,OffCorner3ReboundPct,ShortMidRangePctBlocked,Arc3PctBlocked,3SecondViolations,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
120,1610612740,Steven Smith,Steven Smith,120,NOH,570.0,10,3.0,22,23,22,19,2.0,45,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,2.0,3.0,8.0,22,1.0,1.0,1.0,2.0,3.0,8.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,22,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.75,20.833333333333336,1.0,0.3333333333333333,0.125,0.5,0.25,1.0,1.0,0.5,0.5,0.5,1.0,0.25,1.0,1.0,1.0,1.0,0.5,0.5,0.25,1.0,0.75,1.0,0.480825,0.480825,1.0,20.3,24.03333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
133,1610612740,David Wesley,David Wesley,133,NOH,7897.0,132,-8.0,245,250,62,46,36.0,495,5.0,25.0,1.0,4.0,,,1.0,7.0,11.0,,,7.0,28,8.0,15.0,44.0,235,3.0,,3.0,,1.0,2.0,2.0,24.0,11.0,7.0,2.0,8.0,8.0,9.0,7.0,10.0,1.0,2.0,62,1.0,0.5333333333333333,,0.5333333333333333,0.25,,0.4418604651162791,,0.4574468085106383,0.16666666666666666,0.3488372093023256,19.93006993006993,0.9,0.08333333333333333,0.07017543859649122,0.058823529411764705,0.5813953488372093,0.2,0.20833333333333334,0.09302325581395349,0.25,0.3333333333333333,1.0,0.2558139534883721,0.6363636363636364,0.6363636363636364,1.0,,0.25,,,,0.4186046511627907,0.6363636363636364,0.49103604651162785,0.4591125,0.045454545454545456,18.20714285714286,24.28666666666667,0.2530612244897959,2.0,3.0,3.0,3.0,6.0,1.0,3.0,4.0,13.0,2.0,12.0,1.0,1.0,9.0,2.0,11.0,1.0,1.0,2.0,2.0,5.0,24.0,6.0,2.0,2.0,1.0,2.0,4.0,11.0,1.0,10.0,2.0,2.0,2.0,2.0,0.8571428571428571,0.8571428571428571,1.0,1.125,1.0833333333333333,0.06666666666666667,0.03571428571428571,0.04,0.25,0.06666666666666667,0.05,0.06666666666666667,0.07272727272727272,0.14285714285714285,0.06976744186046512,0.6666666666666666,0.6666666666666666,1.0,0.8,0.75,1.0,1.0,0.5374875,0.044444444444444446,0.06666666666666667,0.29545454545454547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,7294.0,122,5.0,228,232,53,42,36.0,460,7.0,21.0,,,,,,,,,,12.0,32,,,32.0,215,,1.0,5.0,,,6.0,6.0,,,,2.0,22.0,31.0,6.0,4.0,9.0,2.0,6.0,53,,,,,0.375,0.2,0.375,0.2,0.4444444444444444,0.42857142857142855,,16.791044776119403,0.6666666666666666,0.10526315789473684,0.18181818181818182,0.08333333333333333,0.65625,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,0.21875,,0.455375,0.4239,0.1875,11.731250000000001,,0.2324561403508772,5.0,7.0,,,8.0,5.0,,2.0,6.0,4.0,18.0,,,7.0,4.0,11.0,4.0,,3.0,,4.0,26.0,18.0,3.0,1.0,3.0,2.0,6.0,10.0,,9.0,,3.0,2.0,,0.75,0.9,,0.4,0.5,,,,,0.1978021978021978,,0.4666666666666667,0.20754716981132076,0.14285714285714285,0.21875,0.7142857142857143,0.7142857142857143,0.4,1.0,,,,0.50426,0.08823529411764706,0.08823529411764706,0.1875,2.0,3.0,4.0,2.0,4.0,3.0,6.0,2.0,9.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,5.0,3.0,0.4,0.2857142857142857,0.06666666666666667,0.11538461538461539,0.07758620689655173,0.125,0.06,0.15,0.05,0.6,0.125,0.6,0.6666666666666666,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1742,1610612740,Shammond Williams,Shammond Williams,1742,NOH,593.0,10,3.0,22,23,22,19,2.0,45,,,,,,,,,1.0,,1.0,2.0,3,,1.0,6.0,22,,2.0,3.0,,1.0,6.0,4.0,,1.0,,,,,2.0,,3.0,3.0,6.0,22,,,,,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6,0.6,0.25,33.333333333333336,0.6666666666666666,,,,,,,,,,,0.25,,,,,,,0.25,,1.0,,0.5630875,0.5630875,1.0,,24.4,1.0,2.0,3.0,,,2.0,,,,,2.0,,,,2.0,2.0,4.0,1.0,1.0,1.0,,1.0,10.0,,1.0,1.0,1.0,2.0,1.0,4.0,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,0.75,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.75,0.6666666666666666,,,,,,,,,,,,,,,True,,,,,,,,,
248,1610612740,George Lynch,George Lynch,248,NOH,8882.0,148,4.0,274,280,67,55,40.0,554,12.0,21.0,1.0,4.0,,,,2.0,8.0,,1.0,22.0,45,3.0,12.0,58.0,258,,6.0,13.0,,1.0,15.0,10.0,9.0,8.0,2.0,3.0,24.0,37.0,5.0,5.0,7.0,1.0,15.0,67,1.0,0.25,,0.25,0.4888888888888889,0.46153846153846156,0.4649122807017544,0.42857142857142855,0.47540983606557374,0.46875,0.21052631578947367,21.316614420062695,0.7142857142857143,0.10344827586206896,0.15555555555555556,0.05,0.3684210526315789,0.5714285714285714,0.5714285714285714,0.07017543859649122,0.25,0.25,1.0,0.14035087719298245,0.25,0.25,1.0,,,,0.07142857142857142,,0.5087719298245614,0.25,0.486461403508772,0.4870678571428571,0.25862068965517243,10.346666666666666,24.208333333333332,0.24452554744525548,8.0,17.0,,,5.0,8.0,,3.0,7.0,3.0,34.0,3.0,,10.0,2.0,12.0,2.0,,7.0,1.0,2.0,26.0,18.0,3.0,,2.0,,11.0,15.0,,8.0,,3.0,1.0,,0.7727272727272727,0.85,,0.25,0.35,,0.06666666666666667,,,0.16981132075471697,0.2,0.058823529411764705,0.1875,0.2222222222222222,0.2982456140350877,0.47058823529411764,0.5714285714285714,0.625,1.0,,,,0.5081857142857142,0.05,0.0625,0.1206896551724138,2.0,5.0,7.0,2.0,4.0,3.0,9.0,3.0,13.0,,3.0,1.0,1.0,,,3.0,3.0,,3.0,,0.25,0.3333333333333333,0.08490566037735849,0.1,0.08823529411764706,0.06896551724137931,0.07017543859649122,0.13636363636363635,,,0.12280701754385964,0.625,0.4,4.0,7.0,0.5,0.5714285714285714,2.0,1.0,1.0,0.17647058823529413,0.16666666666666666,0.15,0.2857142857142857,0.2857142857142857,,,,,,,True,,,,,,,,,
1714,1610612740,Robert Traylor,Robert Traylor,1714,NOH,229.0,4,-4.0,8,8,7,7,1.0,16,1.0,1.0,,,,,,,,,,1.0,1,,,2.0,8,,1.0,1.0,,,2.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,7,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,22.22222222222222,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.3187,0.3187,1.0,16.4,,0.875,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,
2466,1610612740,Maurice Carter,Maurice Carter,2466,NOH,124.0,2,-2.0,4,5,4,5,,9,,,,,,,,,,,,,1,,,,4,,,1.0,,,,,,,,,,,,,,,,4,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.5798,0.5798,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,
1884,1610612740,Baron Davis,Baron Davis,1884,NOH,6880.0,115,6.0,212,214,35,31,33.0,426,6.0,14.0,1.0,2.0,,,,4.0,12.0,,1.0,14.0,32,5.0,14.0,51.0,197,,4.0,7.0,,1.0,9.0,14.0,12.0,12.0,4.0,2.0,7.0,8.0,1.0,,8.0,1.0,9.0,35,0.8,0.35714285714285715,,0.35714285714285715,0.4375,0.5714285714285714,0.4673913043478261,0.5,0.49038461538461536,0.5,0.30434782608695654,24.096385542168672,0.125,0.09523809523809523,0.06542056074766354,0.14285714285714285,0.30434782608695654,0.42857142857142855,0.46153846153846156,0.043478260869565216,0.5,0.5,1.0,0.2608695652173913,0.3333333333333333,0.3333333333333333,0.75,,,,0.125,,0.6521739130434783,0.3333333333333333,0.5369934782608696,0.57220625,0.17647058823529413,8.215625,24.328571428571433,0.1650943396226415,8.0,16.0,,,8.0,3.0,,,4.0,1.0,14.0,2.0,,21.0,4.0,25.0,4.0,,4.0,1.0,16.0,54.0,5.0,5.0,3.0,7.0,1.0,,9.0,,13.0,,6.0,1.0,4.0,0.5,0.5,,0.6666666666666666,0.6666666666666666,,0.0625,0.07142857142857142,,0.05813953488372093,0.043478260869565216,0.07142857142857142,0.061224489795918366,,0.34782608695652173,0.5,0.5333333333333333,0.5,0.5,,,,0.3926,0.11764705882352941,0.16216216216216217,0.0784313725490196,,1.0,2.0,2.0,,1.0,,,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,,2.0,,0.6666666666666666,,,0.041666666666666664,0.009009009009009009,,,0.05555555555555555,0.04,,0.043478260869565216,0.3333333333333333,,4.0,4.0,0.5,1.0,,,,0.0625,,,,,,3.0,1.0,,,,True,,,,,,,,,
2048,1610612740,Jamaal Magloire,Jamaal Magloire,2048,NOH,7391.0,123,4.0,225,227,32,24,35.0,452,3.0,7.0,,,,,,,1.0,,1.0,18.0,37,,1.0,43.0,209,,2.0,5.0,,1.0,7.0,12.0,,1.0,,5.0,22.0,28.0,3.0,1.0,7.0,,7.0,32,,,,,0.4864864864864865,0.4,0.47368421052631576,0.3333333333333333,0.5119047619047619,0.4375,0.02631578947368421,18.250950570342205,0.42857142857142855,0.23809523809523808,0.16964285714285715,0.26666666666666666,0.18421052631578946,0.42857142857142855,0.42857142857142855,,,,,0.02631578947368421,,,,,,,0.16666666666666666,,0.5263157894736842,,0.47146052631578944,0.4449166666666667,0.16279069767441862,5.543243243243243,24.9,0.14222222222222222,12.0,19.0,,,7.0,6.0,,6.0,14.0,3.0,24.0,2.0,,3.0,1.0,4.0,,1.0,1.0,,2.0,9.0,14.0,1.0,1.0,4.0,2.0,4.0,10.0,3.0,9.0,,2.0,3.0,,0.6666666666666666,0.8,,0.6666666666666666,0.7777777777777778,,0.05405405405405406,,,0.15384615384615385,0.16666666666666666,0.06666666666666667,0.17307692307692307,0.16666666666666666,0.5,0.631578947368421,0.7058823529411765,0.5,1.0,,,,0.48085,0.05128205128205128,0.05263157894736842,0.32558139534883723,3.0,3.0,11.0,4.0,6.0,1.0,5.0,3.0,6.0,2.0,,,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,0.6666666666666666,0.6,0.056179775280898875,0.04,0.05263157894736842,0.125,0.022222222222222223,0.05555555555555555,0.11764705882352941,0.6666666666666666,0.2894736842105263,0.5,1.0,1.0,2.0,0.3333333333333333,0.5,3.0,,,0.10526315789473684,,0.05,0.2727272727272727,0.2727272727272727,,,,1.0,1.0,,True,,,,,,,,,
2561,1610612740,David West,David West,2561,NOH,1497.0,25,,43,45,10,8,4.0,88,1.0,1.0,,,,,,,,,,4.0,4,,,12.0,42,,1.0,1.0,,,2.0,4.0,,,,1.0,7.0,8.0,,,2.0,,2.0,10,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,16.3265306122449,,0.1111111111111111,0.3333333333333333,0.14285714285714285,0.25,1.0,1.0,,,,,,,,,,,,,,0.5,,0.465325,0.5159,0.16666666666666666,5.625,,0.23255813953488372,2.0,2.0,,,4.0,,,,,,4.0,,,1.0,1.0,2.0,,1.0,1.0,,,5.0,6.0,,,2.0,,,,,4.0,,2.0,,,0.5,0.5,,,,,,,,0.5,,1.0,0.4444444444444444,,0.5,1.0,1.0,0.5,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,0.06666666666666667,,0.05,0.25,,,,,0.25,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,1.0,True,,,,,,,,,
