EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFtPoints,OffThreePtRebounds,LostBallSteals,Blocked2s,BlockedShortMidRange,Blocks,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PtsPutbacks,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceFG3M,Loose Ball Fouls,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,2pt And 1 Free Throw Trips,SecondChanceArc3FGA,SecondChanceArc3Frequency,on,FTOffRebounds,OffFTReboundPct,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,Defensive 3 Seconds Violations,HeaveAttempts,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,7475.0,125,-30,228,227,48.0,72.0,19.0,455,4.0,10.0,1.0,2.0,5.0,3.0,10.0,1.0,1.0,6.0,20.0,1.0,9.0,25.0,6.0,21.0,7.0,43.0,261,1.0,1.0,2.0,4.0,1.0,4.0,2.0,16.0,15.0,3.0,20.0,6.0,1.0,15.0,2.0,17.0,1.0,1.0,7.0,5.0,3.0,36.0,1.0,2.0,4.0,2.0,8.0,1.0,9.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,7.0,2.0,1.0,10.0,1.0,7.0,3.0,2.0,4.0,48.0,2.0,0.1111111111111111,0.1111111111111111,0.8333333333333334,0.2857142857142857,0.2857142857142857,0.36,0.5,0.391304347826087,0.4,0.4166666666666667,0.4,0.45652173913043476,0.04,0.1,22.0,0.5714285714285714,0.16666666666666666,0.057971014492753624,0.011764705882352941,0.09523809523809523,0.06666666666666667,0.009259259259259259,0.03333333333333333,0.06896551724137931,0.09523809523809523,0.2222222222222222,0.03333333333333333,0.21739130434782608,0.4,0.4444444444444444,0.10869565217391304,0.4,0.4,0.21739130434782608,0.3,0.3,0.3333333333333333,0.021739130434782608,0.43478260869565216,0.3,0.3,0.8333333333333334,0.5,0.5,0.2,0.6739130434782609,0.3,0.5124380434782608,0.606025,0.37851999999999997,0.041666666666666664,0.07407407407407407,0.09302325581395349,9.863999999999999,25.01904761904762,0.21052631578947367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,3698.0,62,-10,116,114,45.0,61.0,9.0,230,5.0,7.0,1.0,4.0,5.0,4.0,13.0,1.0,,,,,13.0,25.0,,1.0,4.0,30.0,132,2.0,,4.0,9.0,1.0,10.0,10.0,16.0,,,,,1.0,2.0,1.0,3.0,,1.0,2.0,,,7.0,,2.0,3.0,,5.0,1.0,6.0,,2.0,1.0,1.0,1.0,,3.0,1.0,4.0,3.0,3.0,7.0,2.0,6.0,,3.0,10.0,45.0,1.0,0.38461538461538464,0.38461538461538464,,,,0.52,0.4444444444444444,0.5,0.4,0.5172413793103449,0.45454545454545453,0.038461538461538464,0.04,,26.19047619047619,0.25,,0.07894736842105263,,0.125,0.09259259259259259,0.019230769230769232,,0.11764705882352941,0.09090909090909091,,,0.2692307692307692,0.7142857142857143,0.7142857142857143,0.19230769230769232,0.8,0.8,0.5,0.3076923076923077,0.3333333333333333,0.5,0.038461538461538464,,,,,0.5,,,0.3076923076923077,,0.4555519230769231,0.5143,0.404725,0.10344827586206896,0.10714285714285714,0.3333333333333333,11.092,23.2,0.3879310344827586,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.07692307692307693,0.08333333333333333,0.125,0.2,0.4,0.25,1.0,1.0,0.1,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1899,1610612763,James Posey,James Posey,1899,MEM,5991.0,100,-30,182,184,31.0,51.0,16.0,366,10.0,15.0,2.0,,4.0,,2.0,1.0,,,2.0,,10.0,21.0,,3.0,17.0,37.0,205,2.0,,1.0,3.0,1.0,4.0,10.0,10.0,,,2.0,,5.0,,3.0,3.0,3.0,,,,,9.0,4.0,1.0,11.0,2.0,14.0,6.0,20.0,1.0,7.0,2.0,1.0,,1.0,3.0,,4.0,,4.0,11.0,2.0,19.0,,7.0,4.0,31.0,1.0,0.5,0.5555555555555556,,,,0.47619047619047616,0.3333333333333333,0.4166666666666667,0.25,0.5606060606060606,0.4,0.125,0.23809523809523808,0.13333333333333333,18.40796019900498,0.25,0.2222222222222222,0.2,0.05714285714285714,0.08333333333333333,0.1791044776119403,0.06666666666666667,0.043478260869565216,0.21052631578947367,0.17647058823529413,,0.1111111111111111,0.625,0.6666666666666666,0.7692307692307693,0.16666666666666666,,,0.08333333333333333,,,,0.041666666666666664,0.08333333333333333,,,,1.0,,,0.75,,0.5760270833333333,0.5276,0.580375,0.25,0.25,0.10810810810810811,3.4761904761904763,24.166666666666668,0.17032967032967034,2.0,1.0,2.0,8.0,2.0,2.0,5.0,2.0,1.0,2.0,,1.0,1.0,1.0,,0.1,0.0625,0.125,0.5,,1.0,,0.25,0.21621621621621623,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.75,0.08333333333333333,0.043478260869565216,0.25,0.21052631578947367,1.0,0.5,0.5,0.25,,,,,,,,,,,,,,True,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,2758.0,46,-16,86,84,26.0,44.0,6.0,170,3.0,8.0,4.0,,2.0,,,,,,,,3.0,10.0,,,2.0,8.0,108,5.0,,1.0,3.0,,4.0,2.0,4.0,,,,,2.0,3.0,,3.0,,,2.0,,1.0,6.0,4.0,,7.0,1.0,8.0,5.0,13.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,,3.0,6.0,,2.0,,,4.0,26.0,,0.3333333333333333,1.0,,,,0.3,0.3333333333333333,0.3,0.3333333333333333,0.36363636363636365,0.5,,0.2,0.25,14.130434782608695,0.5,0.16666666666666666,0.2692307692307692,0.14285714285714285,,0.18421052631578946,0.1388888888888889,0.25,0.13333333333333333,0.4444444444444444,,0.6,0.8,0.375,0.5,0.2,,,,,,,,,,,,0.8,,,0.8,,0.57421,0.561925,0.6003333333333333,,,0.5,1.49,,0.3023255813953488,2.0,,2.0,4.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,0.4,0.4,0.4,,0.125,0.2,,0.3333333333333333,,0.5,,,0.5,1.0,3.0,,4.0,,,1.0,3.0,2.0,,0.25,,,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,True,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,8056.0,134,-39,245,245,48.0,81.0,20.0,490,15.0,24.0,1.0,11.0,21.0,2.0,4.0,,,,,,28.0,49.0,,,18.0,74.0,278,1.0,,5.0,7.0,,22.0,20.0,36.0,,,,,5.0,4.0,6.0,10.0,5.0,1.0,3.0,,1.0,26.0,3.0,2.0,11.0,3.0,16.0,4.0,20.0,,4.0,3.0,4.0,,3.0,1.0,1.0,5.0,,3.0,10.0,,20.0,,5.0,22.0,48.0,,0.35714285714285715,0.37037037037037035,,,,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.6271186440677966,0.8461538461538461,,0.10204081632653061,0.125,23.88059701492537,0.8,0.23076923076923078,0.14666666666666667,0.03260869565217391,0.09090909090909091,0.13402061855670103,0.03361344537815126,0.030303030303030304,0.10344827586206896,0.12,0.1111111111111111,,0.4897959183673469,0.625,0.7142857142857143,0.42857142857142855,0.5238095238095238,0.5789473684210527,0.08163265306122448,0.5,0.5,0.5,,,,,,1.0,,,0.4897959183673469,,0.4532918367346939,0.5679,0.4957000000000001,0.09259259259259259,0.09259259259259259,0.2972972972972973,4.26530612244898,,0.19591836734693877,1.0,,1.0,3.0,12.0,1.0,1.0,6.0,,6.0,,1.0,1.0,0.75,,0.037037037037037035,0.05,0.07692307692307693,0.4,0.2727272727272727,1.0,,,0.04054054054054054,4.0,5.0,1.0,2.0,,,5.0,6.0,3.0,0.09523809523809523,0.07142857142857142,,,0.23809523809523808,0.5,0.7142857142857143,0.8,,,,,,,,,,,,,,,True,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,2514.0,42,-16,78,78,31.0,41.0,5.0,156,,1.0,,1.0,2.0,,,5.0,1.0,,,,1.0,3.0,3.0,5.0,2.0,13.0,90,1.0,1.0,1.0,2.0,1.0,4.0,,2.0,9.0,,,,1.0,1.0,,1.0,,,,1.0,,2.0,1.0,,3.0,,3.0,1.0,4.0,,,,,,,2.0,,2.0,,7.0,13.0,2.0,2.0,,1.0,4.0,31.0,4.0,,,1.0,0.6,0.6,0.3333333333333333,0.5,0.6875,0.3333333333333333,0.7222222222222222,0.5,0.625,0.3333333333333333,1.0,13.095238095238095,,,0.11538461538461539,0.03333333333333333,,0.07894736842105263,0.02631578947368421,0.07692307692307693,0.25,,,,0.125,,,0.25,0.5,0.5,,,,,0.625,,,,,,0.5,,0.75,,0.54758125,0.6159,0.5044,0.1111111111111111,0.25,0.3076923076923077,6.766666666666667,22.880000000000003,0.3974358974358974,,1.0,,3.0,2.0,,,,,,,,0.75,0.75,,,,,,,,,0.3333333333333333,0.23076923076923078,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,0.6,0.6,1.0,1.0,1.0,,,,True,,,,,,,,,
448,1610612763,Bo Outlaw,Bo Outlaw,448,MEM,401.0,7,-3,12,12,3.0,9.0,1.0,24,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,4384.0,73,-15,130,130,3.0,15.0,12.0,260,3.0,5.0,3.0,2.0,7.0,1.0,6.0,,,,,,6.0,18.0,,,,12.0,139,5.0,,,1.0,,,8.0,4.0,,,,,1.0,2.0,,2.0,,,1.0,,1.0,4.0,3.0,2.0,5.0,2.0,9.0,5.0,14.0,,3.0,1.0,1.0,,1.0,3.0,,4.0,1.0,3.0,11.0,2.0,4.0,,1.0,,3.0,2.0,0.6666666666666666,1.0,,,,0.3333333333333333,,0.3333333333333333,,0.3,,,0.05555555555555555,,16.666666666666668,0.25,0.3333333333333333,0.13157894736842105,0.05660377358490566,0.2857142857142857,0.15555555555555556,0.07575757575757576,0.125,0.08333333333333333,0.15384615384615385,,,0.2777777777777778,0.6,0.6,0.3888888888888889,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,,,,,,0.6,,,0.2777777777777778,,0.4495388888888889,0.5462,0.2935,0.05263157894736842,0.05263157894736842,,9.516666666666667,,0.023076923076923078,2.0,,2.0,4.0,,2.0,2.0,2.0,1.0,2.0,,0.4,0.4,0.4,,0.15384615384615385,0.18181818181818182,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,,,0.3333333333333333,,,,4.0,,,1.0,1.0,2.0,0.14285714285714285,,0.05555555555555555,,0.15384615384615385,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,
2415,1610612763,Ryan Humphrey,Ryan Humphrey,2415,MEM,64.0,1,2,2,2,2.0,2.0,,4,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,4358.0,73,-29,129,131,3.0,20.0,11.0,260,3.0,6.0,,,2.0,2.0,8.0,2.0,1.0,4.0,8.0,1.0,5.0,16.0,4.0,10.0,,22.0,146,,1.0,,,1.0,,4.0,6.0,12.0,,8.0,4.0,1.0,1.0,,1.0,,,,,1.0,2.0,,,8.0,,8.0,,8.0,,1.0,1.0,1.0,,1.0,1.0,,2.0,,3.0,3.0,,1.0,,1.0,,3.0,,0.4,0.4,1.0,0.4,0.4,0.3125,,0.4230769230769231,,0.4230769230769231,,0.38461538461538464,0.0625,0.16666666666666666,19.71830985915493,0.5,,0.21621621621621623,,,0.18604651162790697,,,0.16666666666666666,0.2857142857142857,,,0.23076923076923078,0.5,0.6,0.07692307692307693,,,0.3076923076923077,0.25,0.25,1.0,0.07692307692307693,0.3076923076923077,0.5,0.5,1.0,,1.0,1.0,0.6153846153846154,0.5,0.4855846153846154,,0.22095,0.038461538461538464,0.0625,,11.16875,24.68,0.023255813953488372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.18181818181818182,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,
