EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,ShortMidRangeAssists,SelfOReb,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,ShortMidRangePctBlocked,LongMidRangePctBlocked,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,OffensiveGoaltends,OffFTReboundPct,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,3SecondViolations,on
109,1610612759,Robert Horry,Robert Horry,109,SAS,9239.0,154.0,80.0,286,277,145.0,78,39.0,563,6.0,7.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,12.0,1.0,2.0,4.0,9.0,7.0,10.0,5.0,14.0,9.0,38.0,237.0,4.0,4.0,1.0,3.0,2.0,13.0,3.0,4.0,4.0,11.0,9.0,27.0,8.0,6.0,15.0,4.0,12.0,5.0,1.0,4.0,4.0,8.0,1.0,3.0,2.0,2.0,20.0,5.0,12.0,2.0,22.0,4.0,28.0,17.0,45.0,6.0,5.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,9.0,1.0,6.0,9.0,26.0,4.0,10.0,2.0,3.0,1.0,1.0,1.0,1.0,27.0,145.0,6.0,0.5714285714285714,0.8,1.0,0.35714285714285715,0.3333333333333333,0.36363636363636365,0.35714285714285715,0.7,1.0,0.75,0.6041666666666666,0.7857142857142857,0.6,0.6551724137931034,0.8125,0.675,0.5833333333333334,0.1,0.14285714285714285,11.343283582089551,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.1348314606741573,0.07142857142857142,0.125,0.1889763779527559,0.13178294573643412,0.15384615384615385,0.16666666666666666,0.09090909090909091,0.18181818181818182,0.05555555555555555,0.18518518518518517,0.30303030303030304,0.1794871794871795,0.05555555555555555,0.1,1.0,0.2916666666666667,0.8571428571428571,1.0,0.6666666666666666,0.041666666666666664,0.08333333333333333,0.5,0.5,0.08333333333333333,0.5,0.4166666666666667,0.4166666666666667,1.0,0.5714285714285714,1.0,0.5,0.14285714285714285,0.2857142857142857,0.5,1.0,0.2,0.6666666666666666,0.13333333333333333,0.6,0.4444444444444444,0.875,0.4166666666666667,0.5427375,0.6008125,0.5447966666666666,0.07692307692307693,0.16666666666666666,0.34210526315789475,0.7105263157894737,5.11,24.978571428571428,0.506993006993007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,15948.0,266.0,-10.0,464,469,129.0,60,55.0,933,3.0,11.0,1.0,5.0,1.0,3.0,5.0,5.0,14.0,21.0,2.0,4.0,3.0,7.0,,,3.0,5.0,10.0,30.0,10.0,28.0,2.0,52.0,473.0,2.0,7.0,1.0,2.0,,7.0,3.0,10.0,4.0,9.0,1.0,19.0,14.0,6.0,30.0,,7.0,3.0,5.0,6.0,4.0,10.0,3.0,1.0,2.0,3.0,24.0,1.0,4.0,6.0,13.0,1.0,20.0,5.0,25.0,4.0,3.0,1.0,2.0,,2.0,1.0,,,3.0,,,8.0,20.0,1.0,7.0,2.0,2.0,2.0,,2.0,2.0,19.0,129.0,,0.7,0.7,1.0,0.35714285714285715,0.5,0.4444444444444444,0.35714285714285715,0.3333333333333333,0.2857142857142857,0.3,0.43103448275862066,0.3888888888888889,0.47368421052631576,0.4262295081967213,0.3888888888888889,0.4523809523809524,0.4827586206896552,0.16666666666666666,0.2727272727272727,12.052730696798495,0.6666666666666666,0.05555555555555555,0.07428571428571429,0.024390243902439025,0.13333333333333333,0.018867924528301886,0.08636363636363636,0.02304147465437788,0.021739130434782608,0.017241379310344827,0.03333333333333333,,0.05263157894736842,0.057692307692307696,0.03571428571428571,0.11940298507462686,0.11764705882352941,0.18181818181818182,1.0,0.1896551724137931,0.2727272727272727,0.375,0.6666666666666666,0.08620689655172414,0.2413793103448276,0.35714285714285715,0.38461538461538464,0.3620689655172414,0.1206896551724138,0.42857142857142855,0.42857142857142855,1.0,0.5555555555555556,0.2,,0.2222222222222222,,,,0.15789473684210525,0.3333333333333333,0.21052631578947367,0.2631578947368421,0.6,0.6724137931034483,0.42857142857142855,0.522296551724138,0.5278888888888889,0.5083184210526316,0.03389830508474576,0.06451612903225806,0.1346153846153846,0.36538461538461536,9.7,23.557142857142857,0.27801724137931033,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.07142857142857142,0.03125,0.4,0.5,0.5,0.8,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.25,,,,,,,,,,,True
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,24230.0,404.0,25.0,727,725,218.0,145,90.0,1452,35.0,50.0,5.0,7.0,10.0,14.0,72.0,18.0,36.0,,,,,1.0,,,,1.0,83.0,158.0,,1.0,55.0,221.0,709.0,12.0,19.0,,,11.0,35.0,26.0,46.0,,1.0,21.0,73.0,82.0,84.0,,10.0,1.0,,11.0,25.0,7.0,32.0,6.0,1.0,15.0,9.0,71.0,9.0,23.0,16.0,50.0,14.0,80.0,33.0,113.0,8.0,6.0,2.0,24.0,2.0,11.0,18.0,13.0,1.0,42.0,4.0,10.0,20.0,34.0,3.0,87.0,38.0,9.0,20.0,13.0,20.0,12.0,73.0,218.0,4.0,0.4939759036144578,0.5256410256410257,,,,,,0.5253164556962026,0.631578947368421,0.5652173913043478,0.5220125786163522,0.631578947368421,0.5531914893617021,0.5525,0.6481481481481481,0.5887096774193549,0.006289308176100629,0.06962025316455696,0.14,28.69047619047619,0.5714285714285714,0.4,0.199203187250996,0.09274193548387097,0.25806451612903225,0.09473684210526316,0.2108626198083067,0.09329446064139942,0.10606060606060606,0.07865168539325842,0.0967741935483871,0.05084745762711865,0.16666666666666666,0.19444444444444445,0.19767441860465115,0.20430107526881722,0.25,0.2777777777777778,0.6,0.31446540880503143,0.7,0.813953488372093,0.6,0.4528301886792453,0.22641509433962265,0.5,0.5,,0.006289308176100629,,,,0.3684210526315789,0.7142857142857143,,,,,,0.2978723404255319,0.7142857142857143,,0.02127659574468085,,0.32075471698113206,,0.43792264150943394,0.4541214285714286,0.4352340425531915,0.19895287958115182,0.2,0.1583710407239819,0.33031674208144796,8.30759493670886,24.4,0.2998624484181568,30.0,,,,1.0,3.0,5.0,6.0,,7.0,0.05555555555555555,,0.046153846153846156,0.4166666666666667,0.4411764705882353,0.3,0.6111111111111112,,,,,,,1.0,5.0,3.0,1.0,0.030303030303030304,,,,,,True
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,13669.0,228.0,55.0,422,418,162.0,118,54.0,840,20.0,26.0,3.0,4.0,7.0,10.0,11.0,2.0,8.0,9.0,,3.0,4.0,16.0,,1.0,1.0,3.0,26.0,45.0,7.0,25.0,30.0,103.0,387.0,3.0,6.0,,1.0,2.0,8.0,10.0,17.0,2.0,6.0,22.0,48.0,26.0,26.0,21.0,2.0,16.0,4.0,4.0,21.0,4.0,25.0,3.0,1.0,10.0,5.0,54.0,4.0,5.0,9.0,20.0,,29.0,10.0,39.0,13.0,8.0,5.0,13.0,2.0,10.0,5.0,3.0,,18.0,1.0,3.0,7.0,23.0,2.0,38.0,7.0,7.0,1.0,1.0,1.0,1.0,48.0,162.0,6.0,0.5,0.52,1.0,0.28,,0.3333333333333333,0.28,0.5777777777777777,0.5,0.5882352941176471,0.5214285714285715,0.42857142857142855,0.5652173913043478,0.5773809523809523,0.5,0.6571428571428571,0.35714285714285715,0.08888888888888889,0.11538461538461539,20.858895705521473,0.7222222222222222,,0.15503875968992248,0.038461538461538464,0.2727272727272727,0.06557377049180328,0.17901234567901234,0.04712041884816754,0.029411764705882353,0.02127659574468085,0.061224489795918366,0.07894736842105263,0.043478260869565216,0.16666666666666666,0.1702127659574468,0.1346153846153846,0.2857142857142857,0.25,1.0,0.37142857142857144,0.7692307692307693,0.8695652173913043,0.65,0.15714285714285714,0.11428571428571428,0.25,0.25,0.12857142857142856,0.22857142857142856,0.25,0.25,1.0,0.5714285714285714,0.75,0.6666666666666666,,0.14285714285714285,,,0.43478260869565216,0.7,0.13043478260869565,0.13043478260869565,0.3333333333333333,0.7285714285714285,0.25,0.5050557142857143,0.4947916666666667,0.49227391304347834,0.11688311688311688,0.14,0.07766990291262135,0.46601941747572817,5.475555555555554,24.396000000000004,0.38388625592417064,4.0,3.0,,1.0,6.0,1.0,1.0,2.0,,,0.09090909090909091,,0.03125,0.36363636363636365,0.4,,,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,1.0,,,,0.05263157894736842,6.0,2.0,0.07407407407407407,,,True
2078,1610612759,Jason Hart,Jason Hart,2078,SAS,3057.0,51.0,-8.0,88,87,,5,6.0,175,2.0,2.0,,,,,4.0,4.0,9.0,,,,,,,,,,8.0,15.0,,,,16.0,88.0,,,,,,,,,,,,,12.0,4.0,,,,,1.0,1.0,,1.0,,,,,2.0,,,1.0,2.0,,3.0,,3.0,5.0,3.0,2.0,,,,1.0,,,1.0,,,1.0,5.0,,,,,,,,,,,,0.75,0.75,,,,,,0.5333333333333333,,,0.5333333333333333,,,0.5333333333333333,,,,0.06666666666666667,,16.666666666666668,,,0.058823529411764705,,0.14285714285714285,,0.07317073170731707,,,,,,,,0.07142857142857142,0.1111111111111111,0.3333333333333333,,,0.13333333333333333,1.0,1.0,0.5,0.26666666666666666,0.6,0.4444444444444444,0.4444444444444444,,,,,,,,,,,,,,,,,,0.13333333333333333,,0.40345333333333333,,,,,,,12.639999999999999,,,2.0,,,,1.0,,,,,,0.25,,,0.5,0.6666666666666666,0.5,1.0,,,,,,,,1.0,,,,,,,,,True
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,19542.0,326.0,26.0,588,585,200.0,125,75.0,1173,28.0,43.0,2.0,4.0,10.0,17.0,23.0,14.0,42.0,2.0,,2.0,12.0,30.0,1.0,4.0,1.0,6.0,48.0,108.0,12.0,32.0,17.0,149.0,569.0,4.0,12.0,1.0,4.0,2.0,13.0,14.0,39.0,1.0,8.0,7.0,38.0,24.0,72.0,12.0,,30.0,12.0,11.0,40.0,17.0,57.0,8.0,9.0,18.0,13.0,131.0,1.0,3.0,,9.0,1.0,10.0,4.0,14.0,11.0,8.0,3.0,15.0,6.0,7.0,11.0,8.0,,26.0,2.0,11.0,,12.0,2.0,26.0,10.0,3.0,1.0,,1.0,1.0,38.0,200.0,5.0,0.25,0.25,0.3333333333333333,0.375,0.25,0.125,0.375,0.4444444444444444,0.3333333333333333,0.358974358974359,0.4714285714285714,0.34375,0.32978723404255317,0.4869281045751634,0.3611111111111111,0.36538461538461536,0.22857142857142856,0.10185185185185185,0.11627906976744186,26.401179941002948,0.5769230769230769,0.03225806451612903,0.04477611940298507,0.014492753623188406,,0.012987012987012988,0.03557312252964427,0.014084507042253521,0.017857142857142856,0.013157894736842105,0.013333333333333334,0.020833333333333332,,0.01694915254237288,0.06153846153846154,0.05194805194805195,,,1.0,0.30714285714285716,0.6511627906976745,0.7368421052631579,0.25,0.16428571428571428,0.3,0.3333333333333333,0.3333333333333333,0.014285714285714285,0.21428571428571427,0.4,0.4,0.3333333333333333,0.25,0.5,0.5,,0.25,0.25,1.0,0.3617021276595745,0.5882352941176471,0.0425531914893617,0.1276595744680851,0.16666666666666666,0.5357142857142857,0.4,0.4869546428571429,0.466675,0.47324893617021285,0.06666666666666667,0.0847457627118644,0.087248322147651,0.2550335570469799,9.139814814814814,25.175,0.3401360544217687,6.0,,,,9.0,,3.0,,,1.0,0.2608695652173913,,,0.2608695652173913,0.35294117647058826,,0.35714285714285715,,,,,,,,1.0,1.0,,,,,,24.0,,True
2484,1610612759,Devin Brown,Devin Brown,2484,SAS,6352.0,106.0,10.0,191,191,73.0,70,31.0,382,5.0,12.0,1.0,3.0,3.0,6.0,2.0,3.0,7.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,10.0,21.0,5.0,9.0,6.0,41.0,186.0,2.0,5.0,1.0,2.0,1.0,8.0,5.0,9.0,2.0,3.0,2.0,18.0,16.0,4.0,15.0,,4.0,4.0,4.0,6.0,,6.0,,,3.0,2.0,12.0,1.0,3.0,,8.0,1.0,9.0,4.0,13.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,,1.0,6.0,2.0,2.0,4.0,14.0,2.0,9.0,4.0,1.0,1.0,,1.0,,18.0,73.0,4.0,0.8,0.8,1.0,0.5555555555555556,0.5,0.6666666666666666,0.5555555555555556,0.47619047619047616,0.4,0.5555555555555556,0.5833333333333334,0.5,0.6666666666666666,0.609375,0.5714285714285714,0.6923076923076923,0.3,0.19047619047619047,0.3333333333333333,16.30901287553648,0.3333333333333333,0.07692307692307693,0.13114754098360656,0.04285714285714286,,0.03125,0.10256410256410256,0.0392156862745098,,0.03571428571428571,0.06896551724137931,0.05263157894736842,,0.05263157894736842,0.17391304347826086,0.15789473684210525,,,,0.4,0.4166666666666667,0.625,0.6,0.06666666666666667,0.23333333333333334,0.42857142857142855,0.42857142857142855,0.16666666666666666,0.13333333333333333,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,,0.14285714285714285,0.14285714285714285,1.0,1.0,0.5,0.5,0.08333333333333333,0.16666666666666666,1.0,0.7,1.0,0.5142216666666667,0.46362,0.5390791666666667,0.12903225806451613,0.18181818181818182,0.1951219512195122,0.43902439024390244,6.857142857142857,23.66666666666667,0.38219895287958117,2.0,1.0,,,1.0,,1.0,3.0,,1.0,,,,1.0,1.0,1.0,1.0,0.2,0.2,1.0,,,,,,,,,2.0,,,,,True
2045,1610612759,Hedo Turkoglu,Hedo Turkoglu,2045,SAS,14288.0,238.0,-3.0,436,436,99.0,69,49.0,872,3.0,7.0,,,1.0,1.0,9.0,8.0,20.0,13.0,1.0,2.0,6.0,23.0,1.0,4.0,1.0,5.0,12.0,36.0,12.0,36.0,10.0,70.0,434.0,,4.0,1.0,5.0,,3.0,3.0,4.0,1.0,7.0,2.0,11.0,14.0,10.0,36.0,,23.0,6.0,2.0,7.0,5.0,12.0,4.0,1.0,3.0,3.0,29.0,2.0,2.0,2.0,24.0,8.0,34.0,5.0,39.0,8.0,5.0,3.0,6.0,4.0,2.0,8.0,4.0,,14.0,,,7.0,16.0,1.0,16.0,6.0,1.0,1.0,,1.0,,11.0,99.0,3.0,0.5833333333333334,0.5833333333333334,1.0,0.3333333333333333,0.2,0.14285714285714285,0.3333333333333333,0.3333333333333333,,0.75,0.4166666666666667,0.16666666666666666,0.4090909090909091,0.43670886075949367,0.16666666666666666,0.4583333333333333,0.5,0.05555555555555555,0.14285714285714285,18.562874251497007,0.42857142857142855,0.42105263157894735,0.15483870967741936,0.013157894736842105,0.06060606060606061,0.034482758620689655,0.13829787234042554,0.01904761904761905,,0.04,,0.029411764705882353,0.041666666666666664,0.044444444444444446,0.16666666666666666,0.23214285714285715,0.08,,,0.09722222222222222,0.42857142857142855,0.5,0.6666666666666666,0.125,0.2777777777777778,0.4,0.4,0.18055555555555555,0.3194444444444444,0.2608695652173913,0.2608695652173913,1.0,,,,0.1111111111111111,0.4444444444444444,0.25,1.0,0.09090909090909091,1.0,0.18181818181818182,0.45454545454545453,0.2,0.5972222222222222,0.2608695652173913,0.4989520833333333,0.48549166666666665,0.5126363636363636,0.07692307692307693,0.14285714285714285,0.04285714285714286,0.15714285714285714,12.494444444444444,24.40555555555556,0.22706422018348624,1.0,6.0,,,1.0,1.0,2.0,,,1.0,0.1111111111111111,,0.021739130434782608,0.1111111111111111,0.125,1.0,0.5,0.46153846153846156,0.46153846153846156,1.0,,,,1.0,2.0,,,0.05,2.0,,,,,True
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,12395.0,207.0,-58.0,353,357,42.0,27,43.0,710,6.0,14.0,3.0,10.0,1.0,3.0,14.0,8.0,17.0,1.0,,,,,,,,,19.0,45.0,,1.0,1.0,39.0,391.0,4.0,12.0,,,,8.0,2.0,4.0,,,,4.0,34.0,4.0,,4.0,,,2.0,5.0,2.0,7.0,1.0,1.0,3.0,2.0,16.0,1.0,13.0,3.0,24.0,3.0,30.0,15.0,45.0,2.0,1.0,1.0,,3.0,,5.0,,,5.0,1.0,,23.0,29.0,,4.0,2.0,,6.0,3.0,6.0,6.0,4.0,42.0,,0.8947368421052632,1.0,,,,,,0.4222222222222222,0.3333333333333333,0.5,0.41304347826086957,0.3333333333333333,0.5,0.40625,0.3333333333333333,0.5,0.021739130434782608,0.044444444444444446,0.07142857142857142,13.086419753086421,,0.23076923076923078,0.18604651162790697,0.09923664122137404,0.1,0.023809523809523808,0.16981132075471697,0.08092485549132948,0.125,0.15384615384615385,0.02127659574468085,0.03571428571428571,,0.1794871794871795,0.15217391304347827,0.22727272727272727,0.08695652173913043,0.14285714285714285,1.0,0.30434782608695654,0.42857142857142855,0.46153846153846156,0.6666666666666666,0.30434782608695654,0.3695652173913043,0.47058823529411764,0.47058823529411764,0.021739130434782608,,,,,0.8333333333333334,0.3,0.3333333333333333,,,,,0.75,0.3333333333333333,,,,0.32608695652173914,,0.4670456521739131,0.5678499999999999,0.5756749999999999,0.041666666666666664,0.0425531914893617,0.20512820512820512,0.10256410256410256,9.064444444444446,22.7,0.11898016997167139,5.0,,,,,1.0,,,,3.0,0.07142857142857142,,0.04,0.35714285714285715,0.38461538461538464,1.0,1.0,,,,,,,1.0,,,,0.0625,,,,,1.0,True
369,1610612759,Charlie Ward,Charlie Ward,369,SAS,18.0,,,1,1,1.0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
