EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,PenaltyOffPossExcludingTakeFouls,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,PenaltyOffPossPct,LongMidRangeFGA,FG2A,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,ThreePtAssists,Arc3Assists,PenaltyAtRimFGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,NonShootingFoulsDrawn,FG3APct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFGM,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,Defensive 3 Seconds Violations,on,PenaltyCorner3FGM,FTOffRebounds,Travels,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,3SecondViolations,ShortMidRangePctBlocked,OffCorner3ReboundPct,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveAttempts,Technical Free Throw Trips,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1904,1610612747,Devean George,Devean George,1904,LAL,132.0,2,-10.0,4,6,1,6.0,1.0,10,10,1.0,1.0,1.0,1.0,1.0,1,0.3333333333333333,0.3333333333333333,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,666.0,11,-6.0,17,18,7,15.0,2.0,35,22,,,2.0,,,7,,,,0.4117647058823529,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,10.526315789473685,0.2,0.5,0.2857142857142857,0.5,1.0,1.0,0.4121,0.5,0.5,1.0,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,1610612747,Brian Cook,Brian Cook,2567,LAL,2463.0,41,-8.0,85,84,61,65.0,9.0,169,87,3.0,3.0,12.0,1.0,,61,0.12,0.08333333333333333,0.25,0.7176470588235294,6.0,15.0,2.0,12.0,2.0,10.0,1.0,8.0,9.0,4.0,7.0,2.0,1.0,10.0,0.375,0.4166666666666667,20.0,0.3333333333333333,0.09090909090909091,0.2571428571428571,,,0.4,0.4390866666666667,0.0625,0.0625,0.8333333333333334,9.673333333333334,1.0,5.0,1.0,3.0,3.0,4.0,1.0,5.0,1.0,2.0,2.0,4.0,4.0,11.0,2.0,8.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.2,0.25,0.3333333333333333,0.5,0.36363636363636365,0.3333333333333333,0.5,0.36363636363636365,0.6666666666666666,0.13333333333333333,0.4,0.6666666666666666,0.07142857142857142,0.42857142857142855,0.5555555555555556,0.14285714285714285,0.125,0.3333333333333333,0.2,0.3333333333333333,1.0,0.26666666666666666,0.75,0.75,0.16666666666666666,0.16666666666666666,0.5,0.2727272727272727,0.3333333333333333,0.50175,0.4281181818181819,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1610612747,Gary Payton,Gary Payton,56,LAL,953.0,16,-9.0,29,33,23,28.0,4.0,62,36,1.0,1.0,3.0,,,23,0.1,0.07692307692307693,,0.7931034482758621,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,0.25,0.25,9.09090909090909,0.09090909090909091,0.2,0.125,,,,0.5765,0.5,0.5,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,3.0,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,0.2,,0.25,0.3333333333333333,,1.0,,,,,,,,,1.0,1.0,1.0,0.5765,0.5765,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,1765.0,29,-8.0,58,59,39,44.0,9.0,117,65,,,,1.0,,39,,,,0.6724137931034483,6.0,10.0,6.0,12.0,4.0,8.0,,,,,3.0,8.0,2.0,8.0,0.35294117647058826,0.36363636363636365,27.941176470588232,,,,,,0.46153846153846156,0.4517807692307692,0.13333333333333333,0.16666666666666666,0.6666666666666666,12.69,2.0,3.0,,1.0,,1.0,1.0,3.0,,,,,2.0,6.0,2.0,4.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,,2.0,0.3333333333333333,0.3333333333333333,0.3,,0.3333333333333333,0.23076923076923078,,0.25,,,,0.5,,,,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.07692307692307693,,,0.16666666666666666,0.16666666666666666,,0.125,0.46153846153846156,,0.4235375,,,,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,0.23076923076923078,0.23076923076923078,1.0,1.0,0.25,26.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,1610612747,Kareem Rush,Kareem Rush,2416,LAL,1556.0,26,-4.0,58,53,47,40.0,6.0,111,57,,,,1.0,,47,,,,0.8103448275862069,3.0,5.0,2.0,14.0,2.0,12.0,,,,2.0,2.0,3.0,,12.0,0.5,0.6,21.538461538461537,,,,,,0.23076923076923078,0.43039230769230774,0.07142857142857142,,0.8571428571428571,13.76,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,,,,,2.0,3.0,6.0,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,0.6,,0.6666666666666666,0.46153846153846156,,0.5555555555555556,,,,,,,,,,0.07692307692307693,1.0,1.0,1.0,0.07692307692307693,1.0,1.0,0.3333333333333333,0.3333333333333333,,0.1111111111111111,0.6923076923076923,,0.4206944444444444,,,,1.0,7.0,,6.0,8.0,,6.0,7.0,,0.6153846153846154,0.5384615384615384,,1.0,0.6666666666666666,25.4375,1.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.25,0.125,0.14285714285714285,1.0,1.0,0.07692307692307693,0.2857142857142857,0.3333333333333333,1.0,0.3333333333333333,0.2857142857142857,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,1839.0,31,1.0,66,65,45,46.0,6.0,131,62,2.0,2.0,5.0,3.0,,45,0.125,0.08333333333333333,0.25,0.6818181818181818,2.0,6.0,2.0,21.0,2.0,16.0,3.0,,3.0,2.0,4.0,4.0,,16.0,0.7,0.7272727272727273,23.28767123287671,,0.3333333333333333,0.11538461538461539,,0.6666666666666666,0.15384615384615385,0.47748846153846153,,,0.7619047619047619,8.15,1.0,3.0,,1.0,,1.0,1.0,2.0,,,,3.0,1.0,3.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,1.0,1.0,,2.0,1.0,1.0,,2.0,0.5,0.5,0.3333333333333333,,0.3333333333333333,0.7307692307692307,1.5,0.7777777777777778,1.5,,,0.5,0.1111111111111111,,,0.16666666666666666,0.16666666666666666,0.23076923076923078,0.3333333333333333,0.3333333333333333,,0.07692307692307693,,,0.5,0.5,,0.1111111111111111,0.7692307692307693,,0.4358944444444444,0.14285714285714285,,,,5.0,1.0,5.0,7.0,1.0,6.0,5.0,2.0,0.5384615384615384,0.38461538461538464,1.0,,0.5555555555555556,25.3,2.0,4.0,4.0,5.0,4.0,6.0,4.0,,,0.4,0.7142857142857143,0.6666666666666666,0.7142857142857143,,,,1.0,0.15384615384615385,0.8,0.8,0.25,0.8,0.8,,1.0,1.0,1.0,1.0,9.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.1111111111111111,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,1459.0,24,9.0,56,51,40,41.0,7.0,107,45,,2.0,6.0,2.0,1.0,40,,0.07692307692307693,,0.7142857142857143,,2.0,1.0,5.0,1.0,3.0,,1.0,4.0,,2.0,2.0,,3.0,0.8333333333333334,0.75,7.8125,0.0625,,0.045454545454545456,0.2,,,0.54715,,,0.6,,2.0,2.0,,1.0,,,,2.0,,,,,1.0,1.0,2.0,2.0,,,4.0,7.0,2.0,17.0,,1.0,1.0,,1.0,1.0,,2.0,,1.0,,1.0,0.5,0.5,1.0,,1.0,1.0,,1.0,,,,0.5,,,,,,1.0,1.0,1.0,0.5,,,,,,,1.0,1.0,,0.5852,,3.0,2.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,3.0,0.75,0.2,0.25,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,338.0,6,7.0,13,13,13,13.0,,26,9,,,,,,13,,,,1.0,2.0,4.0,,8.0,,8.0,,,,,,,,8.0,1.0,1.0,38.46153846153846,,,,,,0.5,0.5791000000000001,,,1.0,9.55,2.0,2.0,,2.0,,,2.0,4.0,,,,,4.0,4.0,6.0,2.0,,,1.0,1.0,,2.0,,,1.0,,1.0,,,1.0,,1.0,,,0.75,0.75,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,0.5,1.0,1.0,1.0,,,,1.0,1.0,,0.5,0.5,,0.5791000000000001,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1610612747,Karl Malone,Karl Malone,252,LAL,171.0,3,1.0,5,6,3,,1.0,11,3,1.0,1.0,1.0,,,3,0.5,0.5,,0.6,,1.0,,2.0,,2.0,,,,1.0,1.0,,,2.0,1.0,1.0,33.333333333333336,,,,,,,0.5904,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,0.5904,0.5904,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
