EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceFtPoints,OffThreePtRebounds,BadPassSteals,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsAssisted3s,Fg3aBlocked,Arc3Assists,LostBallOutOfBoundsTurnovers,Assisted3sPct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,NonShootingFoulsDrawn,3SecondViolations,OffCorner3ReboundPct,OffensiveGoaltends,DefCorner3ReboundPct,HeaveAttempts,DefensiveGoaltends,on,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,Technical Free Throw Trips,ShortMidRangePctAssisted,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct
1720,1610612743,Michael Doleac,Michael Doleac,1720,DEN,1504.0,25,-1,49,47,9,14,8.0,96,1.0,1.0,1.0,1.0,2.0,2.0,49.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,2.0,3.0,9,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,4.918032786885246,1.0,0.3076923076923077,1.0,0.35714285714285715,0.6,0.3333333333333333,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.493,9.85,0.1836734693877551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,3822.0,64,18,122,120,45,55,26.0,242,9.0,8.0,15.0,18.0,35.0,44.0,109.0,2.0,4.0,7.0,8.0,3.0,4.0,17.0,,1.0,2.0,6.0,3.0,3.0,4.0,,3.0,45,,0.05555555555555555,0.058823529411764705,0.5142857142857142,0.5121951219512195,0.5238095238095238,0.11428571428571428,0.2222222222222222,29.87012987012987,0.75,0.023255813953488372,,0.02,,,,0.21951219512195122,0.36585365853658536,0.5333333333333333,0.5333333333333333,,0.36585365853658536,0.4814012195121951,11.14285714285714,0.36885245901639346,5.0,1.0,2.0,4.0,5.0,11.0,2.0,6.0,2.0,4.0,2.0,6.0,2.0,2.0,3.0,4.0,4.0,11.0,2.0,4.0,2.0,16.0,34.0,6.0,2.0,6.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,16.0,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.36363636363636365,0.6666666666666666,0.4666666666666667,0.6666666666666666,0.5,0.14634146341463414,0.18181818181818182,0.1111111111111111,0.07142857142857142,0.05555555555555555,0.10526315789473684,0.07692307692307693,0.041666666666666664,0.047619047619047616,0.058823529411764705,0.5555555555555556,0.7142857142857143,0.2,0.2682926829268293,0.45454545454545453,0.5555555555555556,0.14634146341463414,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.5,0.26666666666666666,0.5,0.3333333333333333,0.4614333333333333,0.5065200000000001,0.047619047619047616,0.05555555555555555,0.09090909090909091,0.36363636363636365,24.816666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,2945.0,49,-25,92,90,10,10,17.0,182,13.0,2.0,5.0,10.0,24.0,21.0,101.0,8.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,10.0,1.0,,4.0,,4.0,10,1.0,0.4,0.4444444444444444,0.4166666666666667,0.4166666666666667,0.4375,,,24.778761061946906,0.25,0.02702702702702703,,0.023255813953488372,,,,0.5416666666666666,0.20833333333333334,0.4,0.4,,0.5416666666666666,0.5130541666666667,6.0249999999999995,0.10869565217391304,6.0,7.0,1.0,1.0,2.0,6.0,,,,,,,1.0,2.0,8.0,5.0,1.0,1.0,,,,2.0,12.0,,2.0,,,,,7.0,,9.0,2.0,3.0,,1.0,3.0,,1.0,1.0,1.0,,,,2.0,,,,0.25,1.0,0.25,1.0,0.3125,1.0,,,,0.15555555555555556,0.16666666666666666,0.2,,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.46153846153846156,0.46153846153846156,0.6666666666666666,0.25,0.3333333333333333,0.3333333333333333,,,,0.875,1.0,1.0,,,,0.5657500000000001,0.8617,0.041666666666666664,0.041666666666666664,0.23809523809523808,0.09523809523809523,,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.2222222222222222,0.25,0.2857142857142857,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2206,1610612743,Rodney White,Rodney White,2206,DEN,855.0,14,-1,28,25,5,4,5.0,53,2.0,1.0,5.0,3.0,8.0,6.0,27.0,4.0,1.0,,,,,,1.0,,4.0,5.0,,,1.0,,1.0,5,,0.6666666666666666,0.6666666666666666,0.375,0.2727272727272727,0.2727272727272727,0.125,0.5,35.29411764705882,,,1.0,0.16666666666666666,,,1.0,0.18181818181818182,0.45454545454545453,0.2,0.2,1.0,0.45454545454545453,0.4325409090909091,11.787500000000001,0.17857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,,2.0,,3.0,,,1.0,,1.0,2.0,,2.0,,2.0,2.0,,,3.0,,,,,3.0,1.0,,2.0,,1.0,1.0,,,,,,,,2.0,,,,,0.5,,0.25,,0.25,0.2727272727272727,,0.75,,0.058823529411764705,,,,,,0.5,1.0,1.0,0.09090909090909091,1.0,1.0,0.2727272727272727,,,1.0,0.25,1.0,0.5,,,,0.39706250000000004,,,,0.3333333333333333,24.933333333333337,,,1.0,2.0,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
468,1610612743,Jon Barry,Jon Barry,468,DEN,5989.0,100,-10,190,190,52,61,35.0,380,3.0,3.0,9.0,5.0,15.0,21.0,190.0,4.0,2.0,9.0,10.0,8.0,1.0,21.0,2.0,12.0,14.0,18.0,1.0,,4.0,1.0,4.0,52,1.0,0.4,0.4,0.3333333333333333,0.3958333333333333,0.42,0.13333333333333333,0.3333333333333333,12.446351931330472,0.25,0.1643835616438356,0.16666666666666666,0.16470588235294117,,0.11764705882352941,0.2222222222222222,0.125,0.375,0.3333333333333333,0.375,0.3333333333333333,0.5,0.49830208333333337,13.22,0.2736842105263158,1.0,,,,1.0,3.0,2.0,6.0,1.0,1.0,3.0,9.0,2.0,2.0,5.0,4.0,,,2.0,2.0,,6.0,6.0,,,6.0,2.0,1.0,,3.0,,4.0,1.0,3.0,2.0,2.0,3.0,,3.0,1.0,2.0,,,,6.0,0.3333333333333333,1.0,0.3333333333333333,0.4,,0.4,1.5,0.4,1.5,0.375,,,0.03529411764705882,0.037383177570093455,0.037037037037037035,0.09523809523809523,,0.2777777777777778,0.07692307692307693,0.3333333333333333,0.5,1.0,0.125,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.4,,,,0.5,1.0,0.3333333333333333,0.405575,0.53415,0.08,0.125,0.19047619047619047,0.2857142857142857,24.766666666666666,,,1.0,1.0,1.0,,,,,0.045454545454545456,0.05263157894736842,,,1.0,3.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.125,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,1.0,,,,,,,,,,,True,,,,,,,,,,,,,
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,1065.0,18,20,33,31,8,10,7.0,64,4.0,,1.0,3.0,5.0,6.0,18.0,4.0,,,1.0,,,3.0,1.0,1.0,2.0,5.0,,,1.0,1.0,1.0,8,,0.6666666666666666,1.0,0.6,0.6,0.6,,,14.634146341463415,,0.05555555555555555,0.3333333333333333,0.09523809523809523,,,0.3333333333333333,0.8,0.2,,,,0.8,0.5142599999999999,3.7,0.24242424242424243,3.0,2.0,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,2.0,,2.0,,,1.0,,3.0,,3.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,0.5,,0.5,,0.5,,,,,0.21428571428571427,0.15789473684210525,0.2,0.3333333333333333,0.16666666666666666,0.1,,0.75,0.75,0.6666666666666666,,,,,,,1.0,,,,,,0.5674,,,,0.3333333333333333,,,1.0,,,1.0,,,,,,,,0.5,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,2772.0,46,-19,86,86,30,28,16.0,172,3.0,,2.0,2.0,8.0,9.0,97.0,,,4.0,5.0,3.0,1.0,11.0,1.0,5.0,6.0,12.0,1.0,,3.0,2.0,6.0,30,,,,0.25,0.25,0.34615384615384615,,,15.384615384615383,0.3333333333333333,0.1282051282051282,0.125,0.1276595744680851,0.21428571428571427,0.1111111111111111,0.16666666666666666,0.375,0.25,,,,0.375,0.4551375,7.6,0.3488372093023256,2.0,,1.0,2.0,,3.0,,,,,,,5.0,,,,1.0,3.0,,,3.0,5.0,4.0,,,,,1.0,,5.0,,6.0,1.0,1.0,,,2.0,1.0,10.0,,2.0,3.0,2.0,3.0,5.0,,,,,0.3333333333333333,,0.3333333333333333,,0.35714285714285715,,,,0.1388888888888889,0.125,0.2222222222222222,0.1,0.11764705882352941,0.0625,0.16666666666666666,0.6666666666666666,0.6666666666666666,,0.375,,,,,,,0.6666666666666666,0.5,,,,,0.5019,0.2,0.2,,0.5555555555555556,,,,1.0,1.0,1.0,,2.0,,1.0,0.08333333333333333,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,3.0,1.0,1.0,,,,,True,,,,,,,,,,,,,
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,1680.0,28,5,55,55,13,17,7.0,110,2.0,3.0,3.0,4.0,7.0,8.0,44.0,8.0,1.0,1.0,1.0,,1.0,2.0,,3.0,5.0,6.0,,,1.0,5.0,9.0,13,2.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.5,12.5,,0.15,,0.13043478260869565,,0.14285714285714285,,0.2857142857142857,0.42857142857142855,1.0,1.0,1.0,0.2857142857142857,0.46135714285714285,9.014285714285714,0.23636363636363636,1.0,1.0,,,,2.0,,,,,,,,,1.0,,1.0,1.0,,,,2.0,,,,,,,,1.0,2.0,1.0,,1.0,,,1.0,,,,,,,,2.0,,,,,1.0,,1.0,,1.0,,,0.3333333333333333,0.04,0.03571428571428571,0.14285714285714285,,,0.18181818181818182,,0.5,1.0,1.0,0.2857142857142857,,,,,,1.0,,,,,,0.589,0.4127,,,,0.25,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,2339.0,39,-19,73,76,30,32,15.0,149,4.0,2.0,8.0,3.0,14.0,10.0,82.0,2.0,3.0,,,,,,1.0,1.0,2.0,5.0,4.0,2.0,8.0,1.0,5.0,30,2.0,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.15789473684210525,0.22727272727272727,0.21428571428571427,0.5,32.608695652173914,0.5,0.038461538461538464,0.2,0.06451612903225806,,0.125,0.3333333333333333,0.21052631578947367,0.42105263157894735,0.25,0.2857142857142857,0.5,0.47368421052631576,0.46805,11.364285714285714,0.410958904109589,,3.0,,1.0,1.0,2.0,,5.0,,,,5.0,4.0,,4.0,,,5.0,,,2.0,2.0,4.0,,,5.0,,,,3.0,,3.0,,1.0,,1.0,4.0,2.0,6.0,,2.0,,,,2.0,,,,,,,,,0.16666666666666666,0.2631578947368421,,,0.08333333333333333,0.06521739130434782,0.16666666666666666,,0.07142857142857142,,,,,,0.10526315789473684,0.5,0.5,0.2631578947368421,,,0.75,0.2,,,,,0.5184,0.39566,0.09523809523809523,0.125,,0.2,24.56,,,,1.0,2.0,,3.0,,1.0,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,1.0,1.0,,1.0,,,,True,,,,,,,,,,,,,
702,1610612743,Voshon Lenard,Voshon Lenard,702,DEN,2713.0,45,5,87,89,21,28,12.0,176,6.0,4.0,6.0,8.0,14.0,25.0,83.0,6.0,1.0,4.0,4.0,2.0,2.0,8.0,2.0,2.0,4.0,6.0,3.0,,5.0,1.0,3.0,21,,0.375,0.5,0.5714285714285714,0.55,0.5952380952380952,0.07142857142857142,0.16666666666666666,25.742574257425744,0.6,0.047619047619047616,0.3333333333333333,0.08333333333333333,0.11764705882352941,,0.2,0.3,0.3,0.6666666666666666,0.6666666666666666,0.5,0.6,0.516125,10.150000000000002,0.2413793103448276,4.0,3.0,2.0,2.0,,2.0,2.0,5.0,2.0,3.0,2.0,6.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,12.0,10.0,,4.0,5.0,2.0,,,,,2.0,,,,,2.0,,3.0,1.0,2.0,,,,12.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.5,0.8333333333333334,0.5,0.8571428571428571,0.3,,,,0.05263157894736842,,,,,,0.6666666666666666,0.8,0.25,0.1,,,0.25,0.4,0.4,0.75,0.3333333333333333,1.0,0.5,0.6666666666666666,0.4,0.3595,0.550275,0.09523809523809523,0.13333333333333333,0.16,0.48,24.45,2.0,,2.0,,3.0,,1.0,,2.0,0.25,0.2857142857142857,0.6666666666666666,,,1.0,,,6.0,,,,1.0,,,,0.05,,,,1.0,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,
