EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted2s,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,LostBallSteals,Travels,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,NonShootingPenaltyNonTakeFouls,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,BadPassSteals,NonShootingFoulsDrawn,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChancePointsPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,Corner3Assists,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,DefArc3ReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceShotQualityAvg,SecondChanceAtRimFGA,BlockedShortMidRange,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,PtsPutbacks,SelfOReb,2pt And 1 Free Throw Trips,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,on,PenaltyCorner3FGM,SecondChanceArc3FGA,PtsUnassisted3s,HeaveAttempts,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations
1747,1610612748,Rafer Alston,Rafer Alston,1747,MIA,2653.0,44,-1,83,80,39,46,16.0,163,3.0,5.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,1.0,4.0,4.0,6.0,1.0,10.0,2.0,13.0,81,1.0,2.0,4.0,1.0,5.0,7.0,8.0,3.0,6.0,1.0,1.0,6.0,6.0,3.0,1.0,2.0,12.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,7.0,39,1.0,0.1,0.2,0.1,0.6666666666666666,0.5,0.34375,0.3888888888888889,0.35294117647058826,0.3888888888888889,0.625,0.16666666666666666,0.2,20.388349514563107,0.75,0.03571428571428571,0.2,0.06060606060606061,0.09090909090909091,1.0,0.3125,0.6,0.75,0.0625,1.0,1.0,0.25,0.375,0.16666666666666666,0.16666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.25,0.9375,0.16666666666666666,0.5244468750000001,0.5024888888888889,0.058823529411764705,0.14285714285714285,0.5384615384615384,2.733333333333333,24.190000000000005,0.46987951807228917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1885,1610612748,Lamar Odom,Lamar Odom,1885,MIA,1671.0,28,-3,51,53,23,22,13.0,104,3.0,6.0,1.0,2.0,1.0,4.0,,,,,,,,5.0,11.0,,,1.0,11.0,57,,2.0,4.0,,,4.0,4.0,,,,2.0,2.0,4.0,1.0,,1.0,10.0,,4.0,5.0,7.0,1.0,,3.0,1.0,,4.0,1.0,2.0,,1.0,4.0,23,,,,,0.45454545454545453,0.5,0.45454545454545453,0.5,0.4583333333333333,0.5,,0.18181818181818182,,25.0,0.25,0.2,,0.17391304347826086,0.1111111111111111,,0.5454545454545454,0.5,0.5,0.36363636363636365,0.25,0.5,,,,,,,0.5,0.5,,,,0.5454545454545454,,0.4767454545454546,0.458225,0.08333333333333333,0.08333333333333333,0.36363636363636365,4.872727272727272,,0.45098039215686275,1.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,0.6,0.6,0.5,0.3333333333333333,0.045454545454545456,0.125,0.06666666666666667,0.16666666666666666,0.3333333333333333,0.2857142857142857,0.25,0.6666666666666666,1.0,0.09090909090909091,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1917,1610612748,Wang Zhi-zhi,Wang Zhi-zhi,1917,MIA,383.0,6,6,14,12,14,12,1.0,26,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,,,,,1.0,,,1.0,,1.0,1.0,,,,,14,,,,,,,,,,,,,,6.666666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,1757.0,29,10,57,59,40,35,10.0,116,2.0,2.0,2.0,2.0,,,1.0,,1.0,,2.0,,2.0,2.0,3.0,,3.0,4.0,8.0,48,,2.0,2.0,,3.0,6.0,2.0,,2.0,,,4.0,5.0,2.0,1.0,1.0,11.0,,2.0,2.0,2.0,,,,,,,,6.0,2.0,1.0,6.0,40,,,,,0.6666666666666666,1.0,0.3333333333333333,0.4,0.4375,0.5,0.5,,,11.940298507462686,,0.08333333333333333,,0.07407407407407407,,,0.3333333333333333,1.0,1.0,,,,0.16666666666666666,0.3333333333333333,,,,,0.4,1.0,0.2,0.4,,0.8333333333333334,,0.46794166666666664,0.4807499999999999,0.14285714285714285,0.25,0.75,6.133333333333333,24.433333333333334,0.7017543859649122,,1.0,2.0,1.0,1.0,,,,,1.0,,,,,1.0,,2.0,1.0,2.0,,0.5,0.5,,,,,,,,,0.16666666666666666,0.5,,0.16666666666666666,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2446,1610612748,Rasual Butler,Rasual Butler,2446,MIA,3465.0,58,15,109,107,61,56,21.0,216,1.0,1.0,1.0,1.0,,,3.0,1.0,1.0,2.0,6.0,1.0,3.0,6.0,13.0,3.0,9.0,,21.0,100,1.0,5.0,8.0,1.0,4.0,13.0,2.0,9.0,6.0,2.0,1.0,1.0,2.0,,,1.0,5.0,1.0,10.0,11.0,11.0,,,1.0,,1.0,1.0,,,,,13.0,61,1.0,0.3333333333333333,0.25,0.3333333333333333,0.46153846153846156,0.625,0.4772727272727273,0.5416666666666666,0.4772727272727273,0.5416666666666666,0.4090909090909091,0.07692307692307693,,17.293233082706767,,0.23809523809523808,0.14285714285714285,0.22448979591836735,0.26666666666666666,,0.045454545454545456,1.0,1.0,,,,0.13636363636363635,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.5,0.08333333333333333,1.0,0.08333333333333333,0.25,0.3333333333333333,0.45454545454545453,0.3333333333333333,0.4689068181818183,0.46588333333333337,,,0.6190476190476191,17.153846153846153,24.366666666666664,0.5596330275229358,5.0,12.0,10.0,1.0,,,,,,1.0,1.0,,,6.0,12.0,,,,,,0.8333333333333334,0.8333333333333334,,,,,,,,0.16666666666666666,0.26666666666666666,1.0,,0.5454545454545454,0.4166666666666667,0.45454545454545453,3.0,,5.0,,,,,,,0.23809523809523808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,0.08333333333333333,0.2,0.8,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.503675,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2124,1610612748,Malik Allen,Malik Allen,2124,MIA,1244.0,21,22,41,39,32,28,3.0,80,1.0,3.0,1.0,2.0,2.0,4.0,,,,,,,,4.0,9.0,,,3.0,11.0,21,,4.0,6.0,,,11.0,,,,,2.0,,,,,,,2.0,3.0,5.0,7.0,1.0,1.0,,,,1.0,1.0,4.0,,1.0,11.0,32,,,,,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.5,0.6875,,0.2222222222222222,0.3333333333333333,26.08695652173913,1.0,0.1875,0.4,0.23809523809523808,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.4444444444444444,0.5,0.6666666666666666,,,,,,,0.3333333333333333,0.5,,,,0.3333333333333333,,0.4304555555555556,0.40968333333333334,0.1,0.1,1.0,7.199999999999999,,0.7804878048780488,1.0,2.0,8.0,,,,2.0,,2.0,,,,,1.0,3.0,,2.0,1.0,2.0,,1.0,1.0,0.25,,0.15384615384615385,,0.11764705882352941,,,,0.25,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,,2.0,3.0,,1.0,,2.0,1.0,0.18181818181818182,,,1.0,3.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,1.0,,,,,,0.46846666666666664,1.0,1.0,0.16666666666666666,0.25,0.3333333333333333,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,2396.0,40,19,73,71,38,27,16.0,144,6.0,12.0,5.0,6.0,,2.0,1.0,1.0,,,,,,9.0,19.0,1.0,1.0,9.0,30.0,69,1.0,6.0,8.0,,,16.0,14.0,3.0,,,2.0,7.0,8.0,4.0,1.0,2.0,17.0,,1.0,1.0,6.0,1.0,,1.0,1.0,,2.0,2.0,13.0,,4.0,16.0,38,1.0,1.0,,1.0,0.47368421052631576,0.75,0.525,0.75,0.5769230769230769,0.7272727272727273,0.05,0.10526315789473684,0.08333333333333333,30.769230769230766,0.5,0.03333333333333333,,0.027777777777777776,,,0.6,0.5,0.5454545454545454,0.1,,,0.05,,,,,0.25,0.75,0.8333333333333334,,,,0.65,,0.522295,0.5377875,0.17391304347826086,0.18181818181818182,0.5333333333333333,6.436842105263159,23.0,0.5205479452054794,3.0,5.0,4.0,1.0,,1.0,4.0,,5.0,2.0,,,,,1.0,1.0,1.0,,1.0,,0.2222222222222222,0.25,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.15384615384615385,,,0.09090909090909091,0.16666666666666666,,0.25,0.6,0.75,,2.0,7.0,4.0,2.0,3.0,,1.0,1.0,0.23333333333333334,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.625,0.7,0.2,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.5790000000000001,3.0,1.0,,0.4,0.75,1.0,2.0,1.0,1.0,0.25,0.125,0.3333333333333333,,True,,,,,,,,,,,,,,,,,,,,,
258,1610612748,Brian Grant,Brian Grant,258,MIA,1482.0,25,-9,45,47,21,23,10.0,92,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,3.0,8.0,,,,6.0,50,,2.0,2.0,,,4.0,,,,,1.0,,,,,,,,5.0,6.0,10.0,1.0,1.0,1.0,,,2.0,1.0,,,,4.0,21,,,,,0.375,1.0,0.375,1.0,0.375,1.0,,0.125,0.5,17.24137931034483,0.5,0.2631578947368421,,0.23809523809523808,,,0.25,0.5,1.0,0.125,1.0,1.0,,,,,,,0.5,1.0,,,,0.25,,0.4454625,0.4877,,,0.6666666666666666,11.95,,0.4666666666666667,1.0,5.0,6.0,,,2.0,2.0,1.0,4.0,1.0,1.0,,1.0,1.0,7.0,1.0,,,,,1.0,1.0,,0.5,0.125,0.2,0.15384615384615385,0.1,0.3333333333333333,0.6666666666666666,0.14285714285714285,1.0,1.0,0.625,0.2,0.2,4.0,,2.0,,,,,,,0.3333333333333333,,,1.0,2.0,,,,0.5,0.5,0.5,,,1.0,,,,,,0.5604,2.0,,,0.5,1.0,1.0,,,,0.14285714285714285,,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,1872.0,31,13,56,54,24,18,13.0,110,2.0,3.0,,,,,,,,,,,,2.0,4.0,,,7.0,11.0,57,,,,,,4.0,,,,,,,,,,,,,2.0,3.0,8.0,,,,,,,,10.0,,3.0,4.0,24,,,,,0.5,,0.5,,0.6111111111111112,0.6666666666666666,,,,12.857142857142858,,0.1,,0.08333333333333333,,,0.75,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,0.75,,0.519475,,0.42857142857142855,0.42857142857142855,0.36363636363636365,4.425,,0.42857142857142855,,1.0,4.0,,,1.0,4.0,1.0,5.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,0.18181818181818182,0.16666666666666666,0.17857142857142858,0.08333333333333333,0.3333333333333333,0.2,0.125,1.0,,0.25,,,,3.0,5.0,4.0,1.0,2.0,,,,0.45454545454545453,,,1.0,2.0,,,,0.5,0.5,0.625,,,,,,,,,0.55555,2.0,,0.375,,1.0,1.0,,,,,,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,
2254,1610612748,Loren Woods,Loren Woods,2254,MIA,124.0,2,2,5,4,5,4,,9,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
