EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FTA,Technical Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,ShootingFouls,Offensive Fouls,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,DefensiveGoaltends,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ThreePtShootingFoulsDrawn,RecoveredBlocks,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ThreePtShootingFoulsDrawnPct,PtsPutbacks,SelfOReb,LostBallOutOfBoundsTurnovers,BlockedAtRim,BlockedLongMidRange,AtRimPctBlocked,SelfORebPct,Arc3Assists,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,FTOffRebounds,Loose Ball Fouls,SecondChanceFg3Pct,OffFTReboundPct,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,HeaveAttempts,2pt And 1 Free Throw Trips,OffCorner3ReboundPct,on,StepOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,3938.0,66.0,-12,122.0,122.0,53.0,61.0,10.0,244.0,1.0,1.0,3.0,2.0,4.0,3.0,11.0,1.0,3.0,8.0,3.0,11.0,2.0,17.0,140,2.0,4.0,1.0,4.0,6.0,6.0,3.0,11.0,3.0,8.0,1.0,9.0,1.0,5.0,2.0,1.0,19.0,2.0,3.0,1.0,6.0,6.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,53.0,1.0,0.6666666666666666,0.2727272727272727,0.2727272727272727,0.375,0.5,0.39473684210526316,0.4,0.39473684210526316,0.4,0.5789473684210527,16.417910447761194,1.0,0.16666666666666666,0.06976744186046512,0.125,0.0847457627118644,0.10526315789473684,0.07142857142857142,0.3333333333333333,0.05263157894736842,0.15789473684210525,0.3333333333333333,0.3333333333333333,0.21052631578947367,0.5,0.5,0.5789473684210527,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.2,0.631578947368421,0.2727272727272727,0.48901052631578945,0.37851999999999997,0.23529411764705882,12.0,25.09090909090909,0.4344262295081967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,5657.0,94.0,-29,178.0,180.0,81.0,102.0,18.0,358.0,10.0,5.0,8.0,6.0,18.0,,,,19.0,36.0,,1.0,9.0,47.0,207,9.0,18.0,1.0,24.0,22.0,,,,,3.0,1.0,4.0,1.0,2.0,,1.0,9.0,3.0,7.0,,10.0,12.0,4.0,3.0,4.0,3.0,1.0,9.0,5.0,8.0,14.0,,24.0,81.0,1.0,,,,0.5277777777777778,0.5,0.5135135135135135,0.47368421052631576,0.5340909090909091,0.5217391304347826,0.02702702702702703,26.633165829145728,0.4444444444444444,,0.11475409836065574,0.13636363636363635,0.12048192771084337,0.125,0.16666666666666666,0.125,0.2702702702702703,0.21621621621621623,0.625,0.625,0.4864864864864865,0.3333333333333333,0.35294117647058826,,,,,,0.2972972972972973,,0.4641851351351351,0.42856052631578945,0.5106382978723404,10.816666666666666,23.2,0.4550561797752809,8.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,16.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0.42105263157894735,0.42105263157894735,0.5,0.5,0.5,0.027777777777777776,0.05555555555555555,0.015625,0.07142857142857142,0.02564102564102564,0.047619047619047616,0.125,0.14285714285714285,0.8,0.8,0.375,0.2,0.6666666666666666,0.02702702702702703,0.5,1.0,1.0,0.10526315789473684,1.0,0.05263157894736842,0.5143,0.11904761904761904,0.12195121951219512,0.06382978723404255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1899,1610612763,James Posey,James Posey,1899,MEM,1876.0,31.0,-1,61.0,60.0,30.0,34.0,5.0,121.0,5.0,,2.0,,2.0,,,,4.0,9.0,,1.0,6.0,14.0,65,1.0,3.0,1.0,4.0,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,,2.0,,3.0,7.0,,4.0,30.0,,,,,0.4444444444444444,0.3333333333333333,0.4,0.25,0.5384615384615384,0.4,0.1,22.388059701492537,0.5,1.0,0.047619047619047616,,0.034482758620689655,,,,0.5,0.2,,,0.2,,,,,,,,0.6,,0.53108,0.580375,0.2857142857142857,6.522222222222222,23.9,0.4918032786885246,4.0,,,1.0,2.0,1.0,1.0,,,2.0,2.0,2.0,8.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,0.1111111111111111,,0.05,,0.038461538461538464,,,,0.8,0.8,1.0,,,0.1,,,,0.5,0.5,0.25,,0.16666666666666666,0.1,0.14285714285714285,1.0,1.0,0.5,0.14285714285714285,0.1111111111111111,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,4407.0,73.0,-32,139.0,140.0,55.0,85.0,14.0,279.0,10.0,3.0,8.0,2.0,8.0,,,,9.0,26.0,,,6.0,24.0,172,5.0,8.0,,15.0,10.0,,,,,3.0,,3.0,,2.0,,1.0,6.0,,11.0,2.0,13.0,19.0,3.0,2.0,1.0,1.0,,3.0,1.0,6.0,8.0,,15.0,55.0,,,,,0.34615384615384615,0.625,0.34615384615384615,0.625,0.4,0.6818181818181818,,21.428571428571427,0.3333333333333333,0.2,0.24444444444444444,,0.1774193548387097,0.13636363636363635,0.3684210526315789,,0.38461538461538464,0.3076923076923077,0.375,0.375,0.3076923076923077,0.25,0.2857142857142857,,,,,,0.38461538461538464,,0.4835153846153846,0.4919375,0.625,7.065384615384615,,0.39568345323741005,4.0,2.0,4.0,1.0,3.0,,,4.0,8.0,,8.0,5.0,8.0,3.0,1.0,5.0,6.0,1.0,1.0,2.0,3.0,,2.0,2.0,6.0,1.0,6.0,1.0,0.4444444444444444,0.6666666666666666,0.5,0.5,0.5,0.11538461538461539,0.125,0.1,0.1111111111111111,0.1016949152542373,0.16666666666666666,0.2,,0.4,0.5,0.25,0.3333333333333333,1.0,,0.5,0.5,,0.375,0.3333333333333333,,0.5092428571428572,0.07142857142857142,0.07142857142857142,0.3333333333333333,,2.0,,0.18181818181818182,0.25,0.3333333333333333,,6.0,3.0,1.0,4.0,1.0,0.2,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,3698.0,62.0,-10,116.0,114.0,45.0,61.0,9.0,230.0,14.0,6.0,8.0,,1.0,,,,15.0,23.0,,,12.0,42.0,132,4.0,6.0,,20.0,18.0,,,,,3.0,3.0,6.0,1.0,2.0,,1.0,15.0,1.0,6.0,1.0,8.0,10.0,1.0,1.0,1.0,1.0,,2.0,,2.0,12.0,,20.0,45.0,,,,,0.6521739130434783,0.6666666666666666,0.6521739130434783,0.6666666666666666,0.7241379310344828,0.8333333333333334,,24.603174603174605,0.5,0.16666666666666666,0.15789473684210525,0.0625,0.12962962962962962,0.058823529411764705,0.18181818181818182,,0.6086956521739131,0.34782608695652173,0.75,0.8571428571428571,0.043478260869565216,,,,,,,,0.6086956521739131,,0.4785,0.4820666666666667,0.47619047619047616,3.2304347826086954,,0.3879310344827586,9.0,1.0,1.0,3.0,4.0,,,1.0,1.0,,2.0,12.0,12.0,2.0,,2.0,2.0,,,1.0,1.0,,2.0,4.0,3.0,,3.0,,0.4,0.42857142857142855,1.0,1.0,1.0,0.08695652173913043,,0.05,,0.038461538461538464,,,0.1,0.6428571428571429,0.6923076923076923,0.4444444444444444,0.3333333333333333,,,1.0,1.0,,0.6666666666666666,0.75,,0.5679,0.08,0.08,0.047619047619047616,,1.0,0.125,0.18181818181818182,0.3,0.3333333333333333,,2.0,,,3.0,,0.07142857142857142,,2.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,4267.0,71.0,-34,132.0,138.0,65.0,78.0,14.0,270.0,4.0,2.0,3.0,,1.0,,,,3.0,8.0,3.0,7.0,4.0,19.0,158,2.0,4.0,3.0,6.0,4.0,9.0,,,,1.0,,1.0,,,1.0,,2.0,,6.0,,6.0,12.0,,,1.0,1.0,,4.0,1.0,17.0,6.0,,6.0,65.0,5.0,1.0,0.42857142857142855,0.42857142857142855,0.375,0.5,0.5,0.2857142857142857,0.5277777777777778,0.3333333333333333,0.4666666666666667,14.76510067114094,0.25,,0.1276595744680851,,0.09523809523809523,0.21052631578947367,0.05,,0.26666666666666666,0.2,0.6666666666666666,0.6666666666666666,0.06666666666666667,,,,,,,,0.7333333333333333,,0.5192,0.48193571428571425,0.3157894736842105,6.237500000000001,22.97142857142857,0.49242424242424243,1.0,1.0,3.0,,,7.0,3.0,1.0,5.0,,5.0,2.0,2.0,1.0,,5.0,6.0,,,3.0,9.0,3.0,3.0,,1.0,,1.0,,0.3333333333333333,0.5,0.2,0.4166666666666667,0.4166666666666667,0.125,,0.09615384615384616,,0.08064516129032258,0.1111111111111111,,,0.25,0.3333333333333333,,0.5,,0.4666666666666667,0.5,0.3333333333333333,,,,0.42857142857142855,0.50838,0.16666666666666666,0.2727272727272727,0.2631578947368421,,1.0,,0.06666666666666667,0.125,1.0,,2.0,,,1.0,,0.25,,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2,0.10526315789473684,0.42857142857142855,0.42857142857142855,1.0,0.16666666666666666,1.0,1.0,,,,,True,,,,,,
448,1610612763,Bo Outlaw,Bo Outlaw,448,MEM,1806.0,30.0,-16,58.0,60.0,32.0,43.0,8.0,118.0,1.0,,2.0,,,,,,,3.0,,,2.0,2.0,70,,2.0,,2.0,,,,,,1.0,,1.0,,1.0,,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,2.0,4.0,,2.0,32.0,1.0,,,,,,,,0.2,0.25,,7.462686567164178,,0.25,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,,,,,,0.3333333333333333,,0.4703333333333333,0.475,1.0,3.1333333333333333,,0.5517241379310345,,,,,1.0,,,,1.0,,,2.0,,2.0,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,0.5,,,0.461,0.25,0.25,,,1.0,0.5,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,455.0,8.0,8,14.0,12.0,2.0,3.0,2.0,26.0,1.0,,1.0,,1.0,,,,1.0,3.0,,,,2.0,8,,1.0,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,,,1.0,,1.0,1.0,,1.0,2.0,,,2.0,,,,,0.3333333333333333,,0.3333333333333333,,0.25,,,31.25,1.0,,0.3333333333333333,,0.2222222222222222,,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,,,,,,,0.3333333333333333,,0.40663333333333335,0.2935,,8.6,,0.14285714285714285,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2415,1610612763,Ryan Humphrey,Ryan Humphrey,2415,MEM,286.0,5.0,1,9.0,10.0,9.0,2.0,1.0,19.0,1.0,,,,,,,,1.0,1.0,,,,2.0,9,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,2.0,9.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,9.090909090909092,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,1.0,,,,,,,,,,,,1.0,,0.6102,0.6102,1.0,1.4,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,0.5,,0.3333333333333333,,,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,0.6102,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,True,,,,,,
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,176.0,3.0,-3,5.0,6.0,5.0,,1.0,11.0,,,,,,,,,,,,,2.0,2.0,7,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,3.0,3.0,,2.0,,2.0,5.0,,,,,,,,,1.0,1.0,,57.14285714285714,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
