EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Corner3FGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffThreePtRebounds,LostBallSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShortMidRangeAssists,FTDefRebounds,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,BlocksRecoveredPct,PtsPutbacks,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,LongMidRangePctBlocked,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGA,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,2pt And 1 Free Throw Trips,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,PtsUnassisted3s,Corner3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,SelfORebPct,BlockedShortMidRange,DefensiveGoaltends,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3FGM,SecondChanceCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,140.0,2,4,4,4.0,4.0,8,1.0,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,25.0,1.0,1.0,1.0,0.525,0.525,24.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,1806.0,30,58,60,32.0,43.0,118,,,,70,,,1.0,1.0,,2.0,32.0,,28.35820895522388,,,0.3333333333333333,0.5111666666666667,0.48077142857142857,,0.5517241379310345,-16.0,8.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,9.0,7.0,17.0,1.0,1.0,4.0,7.0,6.0,14.0,4.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,10.0,3.0,2.0,14.0,0.4,0.4,0.5555555555555556,0.5714285714285714,0.5555555555555556,0.5714285714285714,0.6071428571428571,0.5,0.6363636363636364,0.6,0.09523809523809523,0.045454545454545456,0.16666666666666666,0.1111111111111111,0.041666666666666664,0.16666666666666666,0.14285714285714285,0.1,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,1.0,0.25,0.25,0.058823529411764705,0.8235294117647058,8.555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1899,1610612763,James Posey,James Posey,1899,MEM,2074.0,35,60,57,3.0,12.0,117,1.0,,3.0,53,,1.0,1.0,2.0,,5.0,3.0,0.21428571428571427,25.37313432835821,0.07142857142857142,,0.5714285714285714,0.462925,,23.066666666666666,0.05,-1.0,4.0,3.0,5.0,,,1.0,4.0,,2.0,4.0,11.0,2.0,13.0,,2.0,,,,,2.0,6.0,1.0,2.0,1.0,2.0,3.0,3.0,6.0,2.0,1.0,2.0,2.0,,2.0,,,2.0,2.0,1.0,,,0.25,0.25,0.36363636363636365,,0.39285714285714285,,0.43333333333333335,1.0,,1.0,0.11764705882352941,0.10526315789473684,0.14285714285714285,0.125,0.10714285714285714,,,0.1111111111111111,,0.35714285714285715,0.6,0.75,0.3333333333333333,0.2857142857142857,0.25,0.3333333333333333,0.14285714285714285,,,,,,0.06666666666666667,0.08333333333333333,0.15384615384615385,,7.281818181818181,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.18181818181818182,0.2,0.25,0.1111111111111111,0.14285714285714285,0.2,0.2,0.16666666666666666,0.16666666666666666,0.14285714285714285,1.0,1.0,1.0,1.0,0.3784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,401.0,7,12,12,3.0,9.0,24,,,,12,,,,,,,3.0,,30.769230769230766,,,0.5,0.46345,0.5749,,0.25,-3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,2.0,4.0,,4.0,,,1.0,1.0,,2.0,2.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,2.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,,1.0,,0.2,,,0.16666666666666666,,,,,,0.5,0.5,0.5,1.0,0.5,0.5,0.5,,,,,1.0,1.0,,,,0.5,3.25,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
448,1610612763,Bo Outlaw,Bo Outlaw,448,MEM,3643.0,61,109,110,32.0,50.0,219,,,,117,,,5.0,6.0,3.0,13.0,32.0,,9.6,,,0.42857142857142855,0.46418571428571426,0.475,,0.29357798165137616,-19.0,12.0,,3.0,,1.0,,4.0,,,,7.0,2.0,2.0,,,,2.0,2.0,2.0,,,1.0,1.0,,1.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,,2.0,9.0,4.0,1.0,1.0,2.0,,,,,,,0.1111111111111111,,0.25,0.6666666666666666,0.02857142857142857,0.02564102564102564,,0.02127659574468085,0.02040816326530612,,,0.05555555555555555,,0.42857142857142855,,,,0.5714285714285714,,,,,,,0.5,,0.125,0.125,,1.0,3.585714285714286,,,,,1.0,,,5.0,1.0,1.0,,,,,,,,0.7142857142857143,1.0,0.5,,,0.07692307692307693,,,,,,,,,0.461,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,1678.0,28,53,56,29.0,41.0,109,,,,66,,,,,,,29.0,,32.25806451612903,,,0.125,0.42683125,0.4269,,0.5471698113207547,-18.0,8.0,1.0,2.0,,,3.0,6.0,2.0,8.0,6.0,16.0,4.0,16.0,,4.0,4.0,5.0,3.0,11.0,6.0,6.0,,1.0,,4.0,5.0,1.0,6.0,1.0,1.0,,,1.0,1.0,1.0,,,6.0,2.0,1.0,11.0,0.5,0.6,0.375,0.8,0.375,0.8,0.42105263157894735,0.6666666666666666,0.7857142857142857,,0.21052631578947367,0.045454545454545456,,0.16,0.043478260869565216,,0.14285714285714285,0.3,,0.125,0.5,0.5,,0.375,0.5,0.5,0.5,0.25,0.2857142857142857,1.0,,,0.1111111111111111,0.1111111111111111,0.25,0.6875,10.549999999999999,,,,2.0,3.0,,,1.0,,,,,,,,0.6666666666666666,0.6666666666666666,0.0625,,,,0.14285714285714285,,,,,,,,,,0.439,,1.0,,,,2.0,1.0,2.0,,,,0.25,,2.0,1.0,1.0,0.125,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,1569.0,26,49,53,29.0,38.0,102,,,1.0,64,1.0,,,,,,29.0,0.2,15.517241379310345,,,0.8,0.51015,0.501875,22.8,0.5918367346938775,-18.0,8.0,1.0,3.0,,,1.0,1.0,,,2.0,4.0,2.0,6.0,,2.0,1.0,1.0,,2.0,2.0,2.0,,3.0,,3.0,3.0,4.0,7.0,,,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,,2.0,0.5,1.0,0.5,1.0,0.4,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.15,,0.13043478260869565,0.14285714285714285,0.2,0.14285714285714285,0.1111111111111111,,0.6,0.3333333333333333,0.3333333333333333,,0.2,1.0,1.0,,,,,,,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.25,1.0,,,1.0,3.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,0.14285714285714285,0.125,,0.5,,0.2,,,,,0.5156666666666666,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,,,,1.0,1.0,3.0,1.0,1.0,0.2,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2248,1610612763,Earl Watson,Earl Watson,2248,MEM,3503.0,58,105,106,28.0,46.0,211,3.0,2.0,3.0,111,2.0,2.0,7.0,7.0,1.0,14.0,28.0,0.21428571428571427,17.355371900826448,0.21428571428571427,0.5,0.7857142857142857,0.4782692307692307,0.4227,37.13333333333333,0.26666666666666666,-19.0,12.0,5.0,8.0,1.0,1.0,,,3.0,3.0,8.0,11.0,3.0,19.0,1.0,5.0,2.0,2.0,1.0,5.0,6.0,10.0,4.0,2.0,3.0,1.0,5.0,4.0,9.0,5.0,1.0,6.0,4.0,,6.0,,,8.0,3.0,2.0,,5.0,0.375,0.5,0.7272727272727273,1.0,0.5714285714285714,0.5,0.6333333333333333,0.625,0.625,1.0,0.03125,0.05128205128205128,0.25,0.09090909090909091,0.08333333333333333,0.08333333333333333,,0.05555555555555555,,0.5714285714285714,0.625,0.7142857142857143,0.2,,,,0.21428571428571427,1.0,1.0,0.6666666666666666,0.25,1.0,0.13333333333333333,0.16666666666666666,0.2631578947368421,0.2631578947368421,5.281818181818181,,,,2.0,3.0,,,1.0,,,2.0,4.0,,,,0.6666666666666666,0.5,0.09090909090909091,0.125,,0.2222222222222222,0.07142857142857142,,,,0.3333333333333333,,,,,,0.4613,2.0,1.0,2.0,3.0,,,,,,,4.0,0.2,,4.0,,,,,2.0,3.0,,,,0.75,0.6666666666666666,,1.0,1.0,1.0,1.0,0.4,0.25,,,,,,,,,True,,,,,,,,,,,,,,,,,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,1564.0,26,44,42,,,86,,,,39,,,,,,,,,14.0,,,,0.40490000000000004,,,,2.0,3.0,,,,,2.0,3.0,2.0,2.0,4.0,5.0,2.0,10.0,,,,,,,6.0,2.0,,,,3.0,3.0,,3.0,1.0,,1.0,,,1.0,,2.0,4.0,2.0,1.0,,,0.75,0.75,0.8,,0.8,,0.8333333333333334,,,1.0,0.2727272727272727,,,0.1875,,,,0.2,,,,,,0.6,0.6666666666666666,0.6666666666666666,0.4,1.0,1.0,1.0,,,0.16666666666666666,0.16666666666666666,,,12.22,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,1837.0,31,51,50,,7.0,101,5.0,,7.0,47,,5.0,1.0,2.0,,5.0,,0.5833333333333334,27.586206896551726,0.4166666666666667,,0.6666666666666666,0.52035,,24.485714285714288,,-3.0,4.0,1.0,1.0,,,,,1.0,4.0,2.0,5.0,1.0,11.0,,3.0,,,,,4.0,,1.0,,2.0,3.0,5.0,,5.0,4.0,3.0,1.0,1.0,2.0,3.0,,,1.0,2.0,1.0,,,1.0,1.0,0.4,,0.4166666666666667,,0.4230769230769231,0.75,,0.3333333333333333,0.21428571428571427,,0.3333333333333333,0.25,,,,0.25,,0.08333333333333333,1.0,1.0,1.0,,,,0.3333333333333333,0.25,0.25,1.0,,,0.07692307692307693,0.16666666666666666,0.2727272727272727,,16.259999999999998,2.0,2.0,2.0,,,6.0,2.0,,1.0,1.0,,1.0,1.0,0.2857142857142857,0.2857142857142857,,0.75,,,,,,,,0.25,0.4,0.16666666666666666,0.4,0.4,1.0,0.4,0.5814,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,True,,,,,,,,,,,,,,,,,,
