EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,SecondChanceFtPoints,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangePctAssisted,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceFG3M,LostBallSteals,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3Assists,BlockedShortMidRange,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,3SecondViolations,SecondChanceArc3FGM,HeaveAttempts,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,PenaltyCorner3FGM,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1747,1610612748,Rafer Alston,Rafer Alston,1747,MIA,8989.0,150,-12.0,262,269,75,109,33.0,531,3.0,10.0,,1.0,4.0,3.0,5.0,2.0,6.0,2.0,5.0,,1.0,6.0,19.0,,1.0,5.0,8.0,21.0,8.0,24.0,11.0,51.0,255,,2.0,,,1.0,5.0,2.0,6.0,8.0,16.0,4.0,12.0,21.0,3.0,,17.0,6.0,4.0,10.0,3.0,13.0,3.0,4.0,1.0,5.0,29.0,1.0,3.0,11.0,15.0,2.0,17.0,4.0,,3.0,1.0,,5.0,2.0,9.0,14.0,2.0,2.0,4.0,16.0,75,3.0,0.25,0.25,0.875,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.38095238095238093,,0.2,0.4444444444444444,,0.36363636363636365,0.4803921568627451,,0.5,0.5333333333333333,0.19047619047619047,0.4,18.18181818181818,0.8,0.12222222222222222,0.009345794392523364,0.08333333333333333,0.1111111111111111,0.014598540145985401,,,0.20689655172413793,0.09090909090909091,0.037037037037037035,0.2222222222222222,0.2222222222222222,0.3,0.5,0.1111111111111111,0.6,0.6,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.4,0.4,1.0,0.4222222222222222,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.5,,,,0.36363636363636365,0.09090909090909091,0.45454545454545453,0.2,0.7555555555555555,0.35294117647058826,0.49770232558139543,0.317,0.492445,0.0425531914893617,0.08695652173913043,,0.3137254901960784,7.6952380952380945,28.14583333333333,0.2862595419847328,1.0,,1.0,,1.0,2.0,5.0,4.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,0.1111111111111111,,0.03333333333333333,0.02127659574468085,0.038461538461538464,,0.07142857142857142,0.09523809523809523,,,0.5,0.25,,,1.0,,,,1.0,,,,,,,,,,2.0,,,False,1.0,1.0,,
1885,1610612748,Lamar Odom,Lamar Odom,1885,MIA,11540.0,192,-3.0,333,345,82,123,43.0,678,14.0,31.0,1.0,7.0,6.0,7.0,17.0,4.0,10.0,,,,,2.0,7.0,,,2.0,25.0,58.0,2.0,7.0,16.0,72.0,337,1.0,8.0,,4.0,6.0,15.0,,2.0,4.0,16.0,26.0,24.0,6.0,,2.0,7.0,2.0,4.0,7.0,7.0,14.0,4.0,3.0,,4.0,35.0,11.0,9.0,18.0,34.0,13.0,47.0,8.0,,2.0,6.0,,14.0,9.0,18.0,23.0,,12.0,,16.0,82,,0.52,0.5416666666666666,1.0,0.2857142857142857,,0.2857142857142857,0.43103448275862066,0.125,0.4,0.4307692307692308,0.125,0.35294117647058826,0.47368421052631576,0.2,0.42105263157894735,0.1076923076923077,0.06896551724137931,0.06451612903225806,23.076923076923077,0.5714285714285714,0.16071428571428573,0.08029197080291971,0.15517241379310345,0.1588235294117647,0.0718562874251497,0.058823529411764705,0.08163265306122448,0.13157894736842105,0.21621621621621623,0.17391304347826086,0.08333333333333333,0.47692307692307695,0.45161290322580644,0.4827586206896552,0.26153846153846155,0.4117647058823529,0.4666666666666667,0.2857142857142857,0.15384615384615385,0.4,0.4,,,,,0.1076923076923077,0.2857142857142857,0.2857142857142857,1.0,0.875,0.14285714285714285,,,0.35294117647058826,,0.11764705882352941,,0.5846153846153846,0.2857142857142857,0.471953125,0.5240625,0.426746875,0.15789473684210525,0.17391304347826086,0.05555555555555555,0.2222222222222222,6.117241379310345,26.685714285714287,0.24624624624624625,4.0,2.0,1.0,1.0,7.0,5.0,6.0,2.0,,6.0,1.0,5.0,3.0,3.0,5.0,1.0,5.0,4.0,5.0,3.0,1.0,3.0,0.11764705882352941,0.3888888888888889,0.07692307692307693,0.03333333333333333,0.09259259259259259,,0.2,0.13513513513513514,0.15151515151515152,0.6,0.5714285714285714,0.75,0.6666666666666666,,,4.0,,,,,,,,3.0,1.0,,,,,,,,False,,,,
1917,1610612748,Wang Zhi-zhi,Wang Zhi-zhi,1917,MIA,153.0,3,3.0,7,6,7,6,,13,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,8205.0,137,-4.0,244,259,82,116,25.0,503,5.0,6.0,,,,1.0,1.0,,5.0,2.0,4.0,,2.0,8.0,19.0,,1.0,6.0,6.0,12.0,10.0,23.0,18.0,60.0,251,,1.0,,1.0,,1.0,1.0,8.0,11.0,14.0,6.0,6.0,30.0,,,18.0,8.0,1.0,7.0,,7.0,,5.0,,2.0,14.0,,7.0,5.0,12.0,2.0,14.0,3.0,,2.0,5.0,,8.0,1.0,9.0,22.0,3.0,2.0,6.0,14.0,82,,0.5,0.5,1.0,0.43478260869565216,0.125,0.45454545454545453,0.5,,,0.6,,0.16666666666666666,0.6590909090909091,,0.4666666666666667,0.6571428571428571,0.08333333333333333,0.16666666666666666,19.047619047619047,0.375,0.0641025641025641,,0.14583333333333334,0.09523809523809523,0.020202020202020204,,,,0.09090909090909091,0.1282051282051282,0.2222222222222222,0.17142857142857143,0.8333333333333334,1.0,0.02857142857142857,1.0,1.0,,0.14285714285714285,,,0.11428571428571428,0.5,0.5,1.0,0.5428571428571428,0.42105263157894735,0.42105263157894735,1.0,,,,,,0.2222222222222222,0.6666666666666666,0.16666666666666666,0.8285714285714286,0.4444444444444444,0.5279073529411765,0.3901,0.49718750000000006,0.07894736842105263,0.14285714285714285,0.016666666666666666,0.23333333333333334,8.416666666666666,26.22608695652174,0.3360655737704918,,1.0,2.0,,,,4.0,3.0,,1.0,1.0,,1.0,2.0,4.0,,4.0,2.0,5.0,4.0,,,,,,0.09090909090909091,,0.11764705882352941,,0.08333333333333333,,0.8,0.6,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,1.0,,,False,,,1.0,0.041666666666666664
2446,1610612748,Rasual Butler,Rasual Butler,2446,MIA,1983.0,33,24.0,64,60,40,33,11.0,124,1.0,1.0,,,1.0,,,5.0,8.0,1.0,2.0,1.0,,1.0,1.0,,1.0,1.0,6.0,9.0,2.0,3.0,,18.0,50,1.0,1.0,1.0,5.0,5.0,7.0,1.0,1.0,,13.0,10.0,2.0,6.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,2.0,,,7.0,7.0,,7.0,,,,,,,4.0,6.0,,,,,13.0,40,2.0,0.8333333333333334,0.8333333333333334,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.7142857142857143,0.75,1.25,0.8125,0.75,1.25,0.8125,0.25,,,16.0,,0.30434782608695654,,,0.25,,,,0.3333333333333333,0.25,,,0.08333333333333333,1.0,1.0,,,,,0.6666666666666666,0.625,0.625,0.16666666666666666,0.5,0.5,1.0,0.08333333333333333,1.0,1.0,1.0,,,0.5,,0.125,,0.125,1.0,0.3333333333333333,1.0,0.4837375,0.503675,0.47314375,,,0.2777777777777778,0.7222222222222222,16.48888888888889,23.400000000000002,0.625,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,1.0,0.8,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,False,,,,
2124,1610612748,Malik Allen,Malik Allen,2124,MIA,6003.0,100,36.0,171,179,78,84,14.0,350,4.0,5.0,2.0,2.0,3.0,6.0,13.0,5.0,14.0,,,,,,,,,,15.0,32.0,,,5.0,35.0,160,3.0,7.0,,7.0,6.0,11.0,,,4.0,16.0,18.0,12.0,,,4.0,,,2.0,4.0,,4.0,,3.0,,1.0,8.0,3.0,4.0,7.0,12.0,6.0,18.0,1.0,,1.0,1.0,,2.0,6.0,14.0,7.0,,3.0,1.0,16.0,78,3.0,0.6,0.6923076923076923,,,,,0.46875,0.42857142857142855,0.5454545454545454,0.46875,0.42857142857142855,0.5454545454545454,0.5,0.5,0.6153846153846154,,0.0625,0.2,19.473684210526315,0.5,0.1111111111111111,0.05,0.16,0.125,0.0684931506849315,0.05555555555555555,0.038461538461538464,0.15,0.09523809523809523,0.17647058823529413,0.125,0.15625,0.8,1.0,0.40625,0.46153846153846156,0.5,0.5,0.4375,0.35714285714285715,0.35714285714285715,,,,,,,,,0.2857142857142857,1.0,,,0.2727272727272727,,,,0.15625,,0.39834062499999995,0.4110666666666667,0.4083272727272727,0.08823529411764706,0.08823529411764706,0.2,0.45714285714285713,12.003124999999997,,0.45614035087719296,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,1.0,,1.0,1.0,7.0,6.0,7.0,5.0,,,0.07692307692307693,0.1,0.2,0.15384615384615385,0.0625,0.16666666666666666,,0.09090909090909091,0.06666666666666667,0.7142857142857143,0.25,1.0,0.6666666666666666,,,2.0,,,,,,,,,1.0,,,,,,,,False,,,,
2406,1610612748,Caron Butler,Caron Butler,2406,MIA,10110.0,168,-4.0,291,311,64,110,30.0,602,8.0,16.0,2.0,5.0,3.0,,3.0,3.0,16.0,,,,,2.0,6.0,,2.0,3.0,11.0,35.0,2.0,6.0,12.0,40.0,296,2.0,7.0,,5.0,5.0,7.0,2.0,3.0,5.0,21.0,16.0,6.0,6.0,,2.0,5.0,2.0,3.0,7.0,4.0,11.0,2.0,5.0,1.0,1.0,26.0,4.0,9.0,20.0,32.0,5.0,37.0,4.0,1.0,3.0,9.0,1.0,13.0,5.0,12.0,16.0,,3.0,5.0,21.0,64,3.0,0.7272727272727273,0.8,1.0,0.3333333333333333,0.6666666666666666,0.4,0.3142857142857143,0.2857142857142857,0.7142857142857143,0.34146341463414637,0.2857142857142857,0.8,0.40816326530612246,0.3125,0.75,0.14634146341463414,0.08571428571428572,0.125,18.61861861861862,0.3076923076923077,0.19801980198019803,0.036036036036036036,0.16363636363636364,0.1858974358974359,0.03816793893129771,0.08333333333333333,0.022727272727272728,0.18181818181818182,0.1891891891891892,0.18181818181818182,0.09090909090909091,0.3902439024390244,0.5,0.5714285714285714,0.07317073170731707,,,,0.3902439024390244,0.1875,0.1875,,,,,0.14634146341463414,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.4,,,0.3,,0.3,0.6666666666666666,0.5365853658536586,0.4,0.47154743589743586,0.5074666666666667,0.4930111111111111,0.06818181818181818,0.07894736842105263,0.125,0.525,9.40857142857143,29.883333333333336,0.21993127147766323,3.0,1.0,1.0,,3.0,1.0,11.0,8.0,,1.0,2.0,,1.0,,4.0,,3.0,2.0,4.0,2.0,1.0,,0.3333333333333333,0.25,,0.05,0.023255813953488372,0.05555555555555555,,0.22580645161290322,0.043478260869565216,0.5,0.625,1.0,1.0,,,3.0,1.0,1.0,,,,,,2.0,1.0,,,,,1.0,,,False,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,10556.0,176,4.0,306,315,81,99,38.0,621,16.0,33.0,3.0,7.0,11.0,5.0,16.0,8.0,18.0,1.0,1.0,,1.0,,2.0,1.0,,1.0,29.0,67.0,1.0,3.0,20.0,81.0,315,3.0,8.0,1.0,8.0,11.0,17.0,1.0,2.0,12.0,37.0,16.0,42.0,3.0,,2.0,2.0,,4.0,17.0,9.0,26.0,8.0,8.0,4.0,5.0,61.0,7.0,2.0,15.0,17.0,8.0,25.0,10.0,2.0,5.0,8.0,,18.0,2.0,12.0,27.0,,9.0,6.0,37.0,81,2.0,0.27586206896551724,0.2857142857142857,1.0,0.3333333333333333,0.5,0.3333333333333333,0.43283582089552236,0.375,0.6470588235294118,0.4357142857142857,0.3333333333333333,0.6578947368421053,0.49390243902439024,0.4,0.6851851851851852,0.04285714285714286,0.05970149253731343,0.09090909090909091,28.011204481792717,0.5555555555555556,0.14018691588785046,0.05511811023622047,0.03773584905660377,0.10625,0.053691275167785234,0.09375,0.0425531914893617,0.08823529411764706,0.1282051282051282,0.023809523809523808,0.09090909090909091,0.4714285714285714,0.48484848484848486,0.5333333333333333,0.22857142857142856,0.3125,0.3333333333333333,,0.2571428571428571,0.4444444444444444,0.4444444444444444,0.014285714285714285,1.0,1.0,1.0,0.02857142857142857,,,,0.7777777777777778,0.42857142857142855,,0.1111111111111111,0.5789473684210527,0.05263157894736842,0.05263157894736842,,0.5142857142857142,,0.48011999999999994,0.5715083333333334,0.4931605263157895,0.11842105263157894,0.1232876712328767,0.09876543209876543,0.4567901234567901,7.264179104477611,23.900000000000002,0.2647058823529412,8.0,2.0,1.0,,,2.0,3.0,3.0,,5.0,,2.0,3.0,,6.0,3.0,1.0,,2.0,2.0,,,0.0625,,,0.045454545454545456,0.041666666666666664,0.05555555555555555,,0.20588235294117646,0.05714285714285714,1.0,0.375,0.25,0.7272727272727273,,,,1.0,,1.0,,,,,1.0,1.0,,0.3333333333333333,,,,,,False,1.0,1.0,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,8855.0,148,-22.0,263,272,60,95,35.0,535,7.0,16.0,3.0,5.0,2.0,1.0,2.0,3.0,10.0,,,,,,,,,,11.0,28.0,,,16.0,38.0,271,3.0,5.0,,10.0,2.0,3.0,,,3.0,7.0,16.0,6.0,,,4.0,,,3.0,2.0,1.0,3.0,1.0,1.0,,1.0,7.0,12.0,4.0,11.0,18.0,13.0,31.0,,1.0,,3.0,,3.0,11.0,20.0,21.0,,10.0,1.0,7.0,60,4.0,0.7272727272727273,0.8888888888888888,,,,,0.39285714285714285,0.6,0.6666666666666666,0.39285714285714285,0.6,0.6666666666666666,0.5,0.7142857142857143,0.7,,0.10714285714285714,0.1875,13.355048859934854,,0.12643678160919541,0.11538461538461539,0.0851063829787234,0.11194029850746269,0.10317460317460317,0.11764705882352941,0.05555555555555555,0.16666666666666666,0.15789473684210525,0.07692307692307693,0.125,0.5714285714285714,0.4375,0.5384615384615384,0.07142857142857142,0.5,0.5,1.0,0.35714285714285715,0.3,0.3,,,,,,,,,1.0,0.6,,,0.6666666666666666,,,,0.5714285714285714,,0.4688571428571429,0.54386,0.4854,0.2702702702702703,0.2702702702702703,0.2631578947368421,0.18421052631578946,7.242857142857143,,0.22813688212927757,1.0,4.0,1.0,,3.0,,5.0,3.0,,,,,,2.0,2.0,1.0,3.0,3.0,3.0,3.0,,,,0.25,,0.045454545454545456,0.1568627450980392,,0.2,0.04,,1.0,0.7142857142857143,0.6666666666666666,0.5,,,2.0,,,,,,,,,,,0.3333333333333333,,,,,,False,,,,
2254,1610612748,Loren Woods,Loren Woods,2254,MIA,124.0,2,2.0,5,4,5,4,,9,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,
955,1610612748,Samaki Walker,Samaki Walker,955,MIA,597.0,10,-14.0,19,20,6,11,1.0,39,,1.0,,,,,,,1.0,,,,,,,,,,,2.0,,,,,24,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,2.0,,,,,,6,,,,,,,,,,,,,,,,,,0.5,1.0,10.0,,0.2,,,0.125,,,,,,,,0.5,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,,0.44815,,,,,,,7.3,,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,
