EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,SecondChancePointsPct,LostBallSteals,ShootingFouls,NonShootingFoulsDrawn,AtRimFGA,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,LiveBallTurnovers,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,BlocksRecoveredPct,AtRimFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,BadPassTurnovers,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceFG2A,Loose Ball Fouls,SecondChanceShotQualityAvg,on,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,SecondChanceTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,Assisted3sPct,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,FTDefRebounds,DefFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,SelfOReb,Travels,DefensiveGoaltends,OffFTReboundPct,SelfORebPct,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,HeaveAttempts,OffensiveGoaltends,3SecondViolations,Arc3PctBlocked,SecondChanceAtRimPctAssisted
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,922.0,15.0,-14,30.0,30,22.0,12.0,2.0,60,1.0,1.0,1.0,1.0,4.0,6.0,31,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.625,0.1875,0.17647058823529413,0.16666666666666666,0.5,1.0,1.0,1.0,1.0,0.3267,0.3267,0.6666666666666666,0.6666666666666666,0.3333333333333333,12.6,0.7333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,1610612754,Scot Pollard,Scot Pollard,1513,IND,527.0,9.0,-7,20.0,19,18.0,12.0,2.0,39,,,,2.0,1.0,1.0,22,,2.0,1.0,,2.0,2.0,3.0,,,,,,,2.0,1.0,1.0,18.0,,,,,,,0.16666666666666666,0.16666666666666666,13.636363636363637,0.3333333333333333,0.2857142857142857,,,,,,,0.3646,0.3646,0.3333333333333333,0.3333333333333333,1.0,16.7,0.9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.125,0.1111111111111111,0.5,0.4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,1610612754,Anthony Johnson,Anthony Johnson,1533,IND,238.0,4.0,-11,9.0,10,9.0,10.0,,19,,,,,1.0,1.0,12,,,1.0,,1.0,1.0,1.0,,,,,1.0,,2.0,,1.0,9.0,,,,,,,0.5,0.5,11.11111111111111,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,811.0,14.0,-14,27.0,27,22.0,12.0,2.0,54,,1.0,,3.0,2.0,5.0,31,,2.0,5.0,,3.0,3.0,3.0,,,1.0,1.0,,,2.0,1.0,5.0,22.0,,,,,0.25,0.375,0.35714285714285715,0.5,27.586206896551726,0.21428571428571427,0.2,,,0.16666666666666666,,,,0.5110916666666667,0.5394749999999999,0.14285714285714285,0.25,1.0,9.966666666666667,0.8148148148148148,1.0,2.0,2.0,2.0,,,1.0,,1.0,,,,0.5,0.16666666666666666,0.4,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,0.25,0.25,0.25,1.0,0.6666666666666666,0.5,24.733333333333334,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1610612754,Kenny Anderson,Kenny Anderson,72,IND,1163.0,19.0,-24,36.0,38,24.0,15.0,3.0,74,1.0,3.0,2.0,7.0,,4.0,41,2.0,5.0,4.0,,,1.0,1.0,,,5.0,4.0,3.0,,,,4.0,24.0,,,0.2857142857142857,0.4,0.2857142857142857,0.4,0.2857142857142857,0.4,30.769230769230766,,0.043478260869565216,,,0.42857142857142855,0.3333333333333333,0.5,,0.44478571428571423,0.4710599999999999,,,1.0,9.12857142857143,0.6666666666666666,2.0,,,,,,1.0,1.0,,,,,,0.2857142857142857,,,1.0,,2.0,2.0,,,,,,,,,,,,,,3.0,5.0,1.0,,,,,,,,,,0.42857142857142855,1.0,1.0,,0.2857142857142857,,,,,0.4,,,,0.2857142857142857,,,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.3333333333333333,0.2,0.2,0.5,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,1610612754,Fred Jones,Fred Jones,2410,IND,772.0,13.0,-6,23.0,23,11.0,5.0,3.0,46,,1.0,,2.0,,,22,,1.0,,,1.0,2.0,2.0,,,,,1.0,,,,,11.0,,,,,,,,,11.538461538461538,0.08333333333333333,0.125,,,0.3333333333333333,,,,0.36179999999999995,0.337,,,,14.7,0.4782608695652174,1.0,,,,,,,,,,,,0.25,0.3333333333333333,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,23.3,,,,,,,1.0,,,,0.25,0.25,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,395.0,7.0,-13,9.0,12,2.0,3.0,1.0,21,,,,1.0,,,15,,,,,1.0,1.0,1.0,,,,,3.0,,,,,2.0,,,,,,,,,10.0,0.125,0.08333333333333333,0.16666666666666666,,,,,,0.3776,,,,,17.9,0.2222222222222222,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3776,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,482.0,8.0,-14,13.0,15,6.0,3.0,1.0,28,,,,3.0,,,14,,1.0,,,,,,,,,,,,,,,6.0,,,,,,,,,21.428571428571427,,,,,,,,,0.39419999999999994,0.5056,,,,12.233333333333334,0.46153846153846156,2.0,,,,,,,,,,,,,0.6666666666666666,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,482.0,8.0,-14,13.0,15,6.0,3.0,1.0,28,,1.0,,2.0,,,14,,2.0,,,1.0,1.0,1.0,,,,,,,,,,6.0,,,,,,,,,14.285714285714285,0.16666666666666666,0.1,0.25,,0.5,,,,0.48464999999999997,0.48464999999999997,,,,6.65,0.46153846153846156,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,0.5,,,,,0.5,,,,0.5,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,23.0,,-3,,1,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
