EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,FTOffRebounds,SelfOReb,BadPassTurnovers,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,LongMidRangePctBlocked,OffFTReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Travels,OffensiveGoaltends,PtsUnassisted3s,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,on
109,1610612759,Robert Horry,Robert Horry,109,SAS,10976.0,183,91,349,342,197,126,53,691,8.0,11.0,5.0,6.0,6.0,8.0,3.0,2.0,4.0,3.0,2.0,2.0,7.0,17.0,2.0,4.0,5.0,13.0,10.0,18,7.0,20.0,10.0,51.0,294,5.0,6.0,2.0,6.0,4.0,20.0,7.0,13.0,5.0,15.0,8.0,37.0,12.0,8.0,21.0,6.0,17.0,7.0,2.0,5.0,3.0,8.0,1.0,2.0,2.0,1.0,2.0,19.0,6.0,17.0,3.0,26.0,6.0,35.0,23.0,58.0,7.0,6.0,1.0,1.0,1.0,7.0,1.0,2.0,8.0,1.0,5.0,8.0,27,2.0,4.0,10.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,37.0,197,7.0,0.6,0.8571428571428571,1.0,0.35,0.3333333333333333,0.3333333333333333,0.35,0.5555555555555556,0.8333333333333334,0.5384615384615384,0.5394736842105263,0.6666666666666666,0.5178571428571429,0.5930232558139535,0.7142857142857143,0.578125,0.5263157894736842,0.1111111111111111,0.09090909090909091,0.3333333333333333,12.289156626506022,0.125,0.2857142857142857,0.21666666666666667,0.14912280701754385,0.09090909090909091,0.12,0.1895424836601307,0.1402439024390244,0.12121212121212122,0.1891891891891892,0.13636363636363635,0.15151515151515152,0.058823529411764705,0.2647058823529412,0.23684210526315788,0.16666666666666666,0.09090909090909091,0.09090909090909091,1.0,0.2894736842105263,0.7272727272727273,0.8,0.625,0.07894736842105263,0.10526315789473684,0.5,0.5,0.5,0.07894736842105263,0.4473684210526316,0.4117647058823529,0.4117647058823529,1.0,0.5,0.8333333333333334,0.4,0.16666666666666666,0.3333333333333333,0.5,1.0,0.2857142857142857,0.75,0.07142857142857142,0.4642857142857143,0.38461538461538464,0.8157894736842105,0.4117647058823529,0.5256815789473684,0.5520833333333335,0.5083696428571429,0.05,0.1,0.39215686274509803,0.7254901960784313,5.661111111111111,24.84,0.5644699140401146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,16127.0,269,-18,477,485,155,85,61,962,3.0,11.0,2.0,6.0,2.0,4.0,6.0,4.0,14.0,21.0,2.0,5.0,3.0,7.0,,,3.0,5.0,9.0,31,11.0,28.0,3.0,54.0,492,4.0,9.0,1.0,2.0,,11.0,4.0,12.0,5.0,10.0,1.0,24.0,16.0,2.0,33.0,,7.0,3.0,5.0,4.0,4.0,8.0,3.0,1.0,2.0,,2.0,20.0,1.0,4.0,7.0,13.0,2.0,22.0,6.0,28.0,4.0,3.0,1.0,2.0,,2.0,,,4.0,,,9.0,22,1.0,1.0,13.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,24.0,155,2.0,0.8888888888888888,0.8888888888888888,1.0,0.39285714285714285,0.5,0.5,0.39285714285714285,0.2903225806451613,0.4444444444444444,0.3333333333333333,0.4322033898305085,0.5,0.5227272727272727,0.4153846153846154,0.5,0.48,0.4745762711864407,0.16129032258064516,0.2727272727272727,0.16666666666666666,12.341197822141561,0.5,0.08333333333333333,0.07303370786516854,0.023255813953488372,0.1590909090909091,0.017857142857142856,0.09009009009009009,0.021929824561403508,0.02040816326530612,0.016666666666666666,0.031746031746031744,,0.05263157894736842,0.05263157894736842,0.05454545454545454,0.10606060606060606,0.14285714285714285,0.2222222222222222,1.0,0.1864406779661017,0.2727272727272727,0.375,0.6666666666666666,0.1016949152542373,0.23728813559322035,0.2857142857142857,0.3076923076923077,1.0,0.3559322033898305,0.11864406779661017,0.42857142857142855,0.42857142857142855,1.0,0.5454545454545454,0.3333333333333333,0.5,0.18181818181818182,,,,0.18181818181818182,0.5,0.22727272727272727,0.22727272727272727,0.6,0.6610169491525424,0.42857142857142855,0.5196161016949152,0.5533300000000001,0.5198772727272728,0.04918032786885246,0.09090909090909091,0.2037037037037037,0.4444444444444444,9.703225806451613,23.575,0.3249475890985325,2.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.07142857142857142,0.041666666666666664,0.030303030303030304,0.3333333333333333,0.4,1.0,0.38095238095238093,0.38095238095238093,1.0,0.5,1.0,0.4,,,,,,,,True
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,19542.0,326,26,588,585,200,125,75,1173,30.0,44.0,4.0,6.0,9.0,13.0,59.0,18.0,33.0,,,,,1.0,,,,1.0,69.0,136,,1.0,46.0,184.0,569,8.0,15.0,,,9.0,25.0,25.0,44.0,,1.0,19.0,69.0,68.0,70.0,,8.0,1.0,,10.0,18.0,5.0,23.0,5.0,,11.0,1.0,6.0,51.0,8.0,16.0,14.0,40.0,12.0,66.0,25.0,91.0,6.0,4.0,2.0,18.0,2.0,17.0,9.0,1.0,35.0,3.0,10.0,15.0,28,5.0,3.0,74.0,32.0,8.0,16.0,10.0,6.0,16.0,12.0,69.0,200,3.0,0.4927536231884058,0.5230769230769231,,,,,,0.5073529411764706,0.5333333333333333,0.5681818181818182,0.5036496350364964,0.5333333333333333,0.5555555555555556,0.5348837209302325,0.5681818181818182,0.5847457627118644,0.0072992700729927005,0.07352941176470588,0.13636363636363635,0.06779661016949153,30.3834808259587,0.5142857142857142,0.3870967741935484,0.19900497512437812,0.07729468599033816,0.2692307692307692,0.1038961038961039,0.2134387351778656,0.08450704225352113,0.10714285714285714,0.06578947368421052,0.06666666666666667,0.0625,0.1724137931034483,0.2033898305084746,0.18461538461538463,0.2077922077922078,0.2564102564102564,0.3076923076923077,0.75,0.32116788321167883,0.6818181818181818,0.7894736842105263,0.6,0.4306569343065693,0.24087591240875914,0.5454545454545454,0.5454545454545454,0.6111111111111112,,0.0072992700729927005,,,,0.4,0.6666666666666666,,,,,,0.28888888888888886,0.6923076923076923,,0.022222222222222223,,0.3284671532846715,,0.44014160583941603,0.45740000000000003,0.43254,0.1951219512195122,0.19631901840490798,0.1358695652173913,0.375,8.545588235294117,24.4,0.3401360544217687,21.0,,,,1.0,2.0,9.0,4.0,5.0,,,0.037037037037037035,0.034482758620689655,0.3559322033898305,0.38181818181818183,0.23809523809523808,,,,,,,3.0,1.0,,,,,,True
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,12343.0,206,58,386,385,200,150,56,771,19.0,27.0,3.0,4.0,11.0,16.0,11.0,2.0,6.0,9.0,,3.0,4.0,13.0,,,1.0,4.0,24.0,44,7.0,22.0,24.0,93.0,362,3.0,7.0,,,3.0,9.0,14.0,24.0,2.0,7.0,20.0,54.0,24.0,24.0,18.0,4.0,13.0,4.0,7.0,14.0,6.0,20.0,4.0,2.0,7.0,3.0,4.0,46.0,6.0,6.0,9.0,21.0,1.0,31.0,13.0,44.0,13.0,6.0,7.0,7.0,1.0,5.0,,,12.0,,4.0,8.0,24,1.0,2.0,31.0,8.0,4.0,1.0,1.0,,1.0,1.0,54.0,200,6.0,0.5,0.5454545454545454,0.8571428571428571,0.3181818181818182,,0.2857142857142857,0.3181818181818182,0.5454545454545454,0.42857142857142855,0.5833333333333334,0.5227272727272727,0.42857142857142855,0.5483870967741935,0.564935064935065,0.5,0.6190476190476191,0.3333333333333333,0.1590909090909091,0.18518518518518517,0.18181818181818182,19.64679911699779,0.5833333333333334,0.03225806451612903,0.17647058823529413,0.049586776859504134,0.2903225806451613,0.09836065573770492,0.2,0.06593406593406594,0.027777777777777776,0.06976744186046512,0.047619047619047616,0.12195121951219512,0.05,0.16129032258064516,0.23076923076923078,0.14285714285714285,0.2631578947368421,0.3333333333333333,1.0,0.4090909090909091,0.7037037037037037,0.8636363636363636,0.631578947368421,0.16666666666666666,0.09090909090909091,0.3333333333333333,0.3333333333333333,,0.13636363636363635,0.19696969696969696,0.3076923076923077,0.3076923076923077,0.75,0.5714285714285714,0.75,0.3333333333333333,,,,,0.5161290322580645,0.6875,0.0967741935483871,0.12903225806451613,0.25,0.7424242424242424,0.3076923076923077,0.5183833333333334,0.45899999999999996,0.5261048387096774,0.1232876712328767,0.16,0.0967741935483871,0.5806451612903226,4.943181818181818,24.190909090909088,0.5181347150259067,3.0,3.0,,1.0,1.0,,7.0,1.0,2.0,,,0.05,,0.2727272727272727,0.3333333333333333,,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,,,3.0,6.0,1.0,0.043478260869565216,,True
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,23190.0,386,34,704,704,264,184,96,1408,32.0,50.0,2.0,4.0,12.0,21.0,24.0,16.0,51.0,3.0,,3.0,17.0,40.0,1.0,5.0,4.0,10.0,55.0,125,17.0,43.0,23.0,184.0,687,5.0,14.0,1.0,5.0,4.0,17.0,17.0,49.0,4.0,13.0,11.0,57.0,26.0,84.0,21.0,,40.0,17.0,12.0,48.0,22.0,70.0,12.0,10.0,24.0,11.0,13.0,162.0,1.0,4.0,1.0,14.0,1.0,16.0,5.0,21.0,13.0,9.0,4.0,20.0,6.0,11.0,11.0,,31.0,3.0,14.0,,15,3.0,2.0,35.0,12.0,6.0,1.0,,1.0,1.0,1.0,57.0,264,7.0,0.23636363636363636,0.23636363636363636,0.4117647058823529,0.3953488372093023,0.2,0.3076923076923077,0.3953488372093023,0.44,0.35714285714285715,0.3469387755102041,0.4791666666666667,0.34210526315789475,0.3709677419354839,0.4972972972972973,0.38636363636363635,0.40714285714285714,0.25595238095238093,0.096,0.12,0.25,26.309378806333736,0.6451612903225806,0.023255813953488372,0.05761316872427984,0.015873015873015872,0.016129032258064516,0.010638297872340425,0.04918032786885246,0.014450867052023121,0.014285714285714285,0.02247191011235955,0.010752688172043012,0.016129032258064516,,0.04054054054054054,0.06493506493506493,0.06521739130434782,0.022222222222222223,,1.0,0.2976190476190476,0.64,0.7272727272727273,0.21875,0.14285714285714285,0.30357142857142855,0.3137254901960784,0.3137254901960784,0.3125,0.017857142857142856,0.23809523809523808,0.425,0.425,0.4117647058823529,0.21052631578947367,0.5,0.5,,0.2631578947368421,0.2,1.0,0.3387096774193548,0.5714285714285714,0.04838709677419355,0.16129032258064516,0.4,0.5535714285714286,0.425,0.48797261904761896,0.45792666666666665,0.47356935483870966,0.0670391061452514,0.08823529411764706,0.09239130434782608,0.30978260869565216,9.491200000000003,25.17674418604652,0.375,7.0,,,,,,9.0,1.0,1.0,,,,,0.2916666666666667,0.3888888888888889,0.14285714285714285,,,,,,,1.0,,30.0,,,,,True
2045,1610612759,Hedo Turkoglu,Hedo Turkoglu,2045,SAS,13115.0,219,17,401,398,118,76,50,799,3.0,8.0,,,1.0,2.0,9.0,7.0,17.0,10.0,1.0,1.0,6.0,23.0,,4.0,2.0,8.0,11.0,34,12.0,33.0,11.0,69.0,390,,2.0,,5.0,,,3.0,6.0,3.0,9.0,3.0,18.0,12.0,10.0,36.0,,23.0,6.0,2.0,8.0,4.0,12.0,3.0,1.0,3.0,1.0,4.0,28.0,1.0,2.0,2.0,25.0,9.0,36.0,4.0,40.0,7.0,4.0,3.0,5.0,3.0,6.0,2.0,,11.0,,1.0,7.0,16,2.0,1.0,14.0,5.0,1.0,,,,,,18.0,118,4.0,0.5454545454545454,0.5454545454545454,1.0,0.36363636363636365,,0.3333333333333333,0.36363636363636365,0.3235294117647059,,0.5,0.43283582089552236,,0.5,0.4657534246575342,,0.5294117647058824,0.4925373134328358,0.058823529411764705,0.125,0.1111111111111111,18.10344827586207,0.45454545454545453,0.42857142857142855,0.16891891891891891,0.013245033112582781,0.0625,0.018867924528301886,0.15,0.014705882352941176,,0.04081632653061224,,,0.05263157894736842,0.08695652173913043,0.1702127659574468,0.23636363636363636,0.08,,,0.11940298507462686,0.375,0.42857142857142855,0.6666666666666666,0.13432835820895522,0.2537313432835821,0.4117647058823529,0.4117647058823529,0.42857142857142855,0.14925373134328357,0.34328358208955223,0.2608695652173913,0.2608695652173913,1.0,,,,0.14285714285714285,0.5714285714285714,,,0.13333333333333333,0.5,0.06666666666666667,0.5333333333333333,0.25,0.6119402985074627,0.2608695652173913,0.5029798507462686,0.49156999999999995,0.5190433333333333,0.06944444444444445,0.1282051282051282,,0.2608695652173913,11.600000000000001,24.39090909090909,0.2942643391521197,1.0,6.0,,1.0,1.0,1.0,3.0,1.0,,,,0.05555555555555555,0.023809523809523808,0.1111111111111111,0.125,1.0,0.6,0.6,1.0,,,1.0,,,,2.0,,,,True
2484,1610612759,Devin Brown,Devin Brown,2484,SAS,4979.0,83,4,153,153,65,70,25,306,3.0,7.0,1.0,2.0,2.0,4.0,4.0,2.0,7.0,3.0,,1.0,4.0,4.0,1.0,1.0,2.0,2.0,8.0,18,5.0,7.0,4.0,35.0,142,1.0,3.0,1.0,1.0,1.0,6.0,5.0,9.0,2.0,3.0,1.0,17.0,12.0,4.0,15.0,,4.0,4.0,4.0,5.0,,5.0,,,3.0,,2.0,10.0,,2.0,,6.0,2.0,8.0,2.0,10.0,1.0,1.0,,2.0,,2.0,1.0,1.0,4.0,1.0,2.0,3.0,11,1.0,1.0,6.0,4.0,,1.0,,1.0,1.0,,17.0,65,5.0,0.75,0.75,1.0,0.7142857142857143,1.0,0.6666666666666666,0.7142857142857143,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.62,0.625,0.6666666666666666,0.6538461538461539,0.75,0.7083333333333334,0.28,0.2222222222222222,0.5714285714285714,,16.39344262295082,0.5,0.14285714285714285,0.13953488372093023,0.031746031746031744,,,0.09836065573770492,0.023809523809523808,,,0.07142857142857142,,,0.07142857142857142,0.14285714285714285,0.2,,,,0.28,0.42857142857142855,1.0,0.6666666666666666,0.16,0.28,0.2857142857142857,0.2857142857142857,0.5,0.12,0.16,1.0,1.0,1.0,0.5,0.5,,,0.25,1.0,1.0,0.3333333333333333,0.5,0.08333333333333333,0.16666666666666666,1.0,0.56,1.0,0.47498799999999997,0.4678,0.4904374999999999,0.15384615384615385,0.21052631578947367,0.17142857142857143,0.4857142857142857,8.88888888888889,23.685714285714287,0.42483660130718953,3.0,1.0,,,,,1.0,,3.0,,,,,0.75,0.75,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,1.0,,,,True
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,13766.0,229,-35,402,409,91,72,54,811,9.0,18.0,5.0,12.0,5.0,8.0,16.0,9.0,20.0,1.0,,,,,,,,,25.0,54,,1.0,1.0,51.0,438,8.0,17.0,,,,16.0,10.0,17.0,,,,20.0,38.0,12.0,,10.0,,,4.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,,13.0,2.0,17.0,2.0,27.0,3.0,32.0,20.0,52.0,2.0,1.0,1.0,1.0,5.0,6.0,,,7.0,1.0,,27.0,36,,,6.0,2.0,1.0,10.0,7.0,2.0,10.0,9.0,20.0,91,1.0,0.76,0.95,,,,,,0.46296296296296297,0.47058823529411764,0.5882352941176471,0.45454545454545453,0.47058823529411764,0.5882352941176471,0.4396551724137931,0.47058823529411764,0.5555555555555556,0.01818181818181818,0.07407407407407407,0.1111111111111111,0.0625,13.948497854077253,0.14285714285714285,0.17647058823529413,0.18243243243243243,0.1118421052631579,0.06060606060606061,0.04,0.16022099447513813,0.09405940594059406,0.14285714285714285,0.16071428571428573,0.037037037037037035,0.02857142857142857,0.06666666666666667,0.16,0.17391304347826086,0.21153846153846154,0.07692307692307693,,0.9,0.32727272727272727,0.5,0.5625,0.5555555555555556,0.2909090909090909,0.36363636363636365,0.45,0.47368421052631576,0.8888888888888888,0.01818181818181818,,,,,0.7058823529411765,0.4166666666666667,0.2,,,,,0.47058823529411764,0.625,,,,0.34545454545454546,,0.46174909090909094,0.53973125,0.4682529411764706,0.03508771929824561,0.03571428571428571,0.3137254901960784,0.39215686274509803,9.024074074074074,22.7,0.2263681592039801,7.0,,,,1.0,3.0,1.0,,,1.0,0.05,0.058823529411764705,0.12,0.4375,0.4666666666666667,0.8571428571428571,,,,,,,,,,,,,1.0,True
788,1610612759,Kevin Willis,Kevin Willis,788,SAS,687.0,11,-1,20,20,4,5,2,40,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,3,,1.0,,,14,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,3.0,5.0,,5.0,,,,,,,,,,,,1.0,3,1.0,,,,,,,,,,,4,1.0,,,,,,,,,,,,,,,,,0.25,,,,17.391304347826086,,0.42857142857142855,0.25,,,,0.2222222222222222,,,,,,,,0.5,0.2,,,,0.25,,,,0.25,0.25,,,,,0.25,,,,,,,,,,,,,,,,0.5,,0.44157500000000005,,,,,,,8.0,26.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
990,1610612759,Malik Rose,Malik Rose,990,SAS,1225.0,20,-6,40,39,26,27,8,79,,1.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,4,,,,,47,,3.0,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,3.0,,2.0,1.0,,2.0,3.0,3.0,6.0,2.0,2.0,,,1.0,1.0,,,1.0,,1.0,,1,,,,,,1.0,1.0,,1.0,1.0,,26,1.0,,,,,,,,,,,,,,,,,,,,,9.803921568627452,,0.3333333333333333,,0.1,0.25,,0.09090909090909091,0.08333333333333333,0.16666666666666666,0.16666666666666666,,,,,,,,0.3333333333333333,1.0,0.25,,,,0.25,0.5,,,,,,,,,0.3333333333333333,,,,,,,0.5,,,,,0.25,,0.399875,0.42103333333333337,0.39495,,,,,11.125,,0.65,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,True
