EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsAssisted2s,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,LongMidRangeFGA,FtPoints,PenaltyFG2M,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,Steals,BadPassSteals,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,OffThreePtRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,AtRimAssists,FTOffRebounds,LostBallSteals,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,PtsUnassisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,FTDefRebounds,BlockedShortMidRange,RecoveredBlocks,DefFTReboundPct,BlocksRecoveredPct,SelfOReb,SelfORebPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,Offensive Fouls,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangePctBlocked,on,BlockedLongMidRange,SecondChanceAtRimPctAssisted,HeaveAttempts,LostBallOutOfBoundsTurnovers,Travels,DefensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Clear Path Fouls,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,1213.0,20,-15.0,39,37,25,28,4.0,76,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,34,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,25,1.0,1.0,1.0,0.5,0.5,0.5,11.11111111111111,0.6666666666666666,0.1111111111111111,0.058823529411764705,0.09523809523809523,0.047619047619047616,0.14285714285714285,0.125,0.2,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.4758,0.5706,0.5706,2.85,0.6410256410256411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2030,1610612751,Kenyon Martin,Kenyon Martin,2030,NJN,879.0,15,-6.0,27,29,7,7,4.0,56,3.0,1.0,,1.0,3.0,3.0,7.0,7.0,26,2.0,1.0,4.0,,1.0,2.0,,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,7,,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.3888888888888889,32.35294117647059,0.5,0.14285714285714285,,0.16666666666666666,,,0.3333333333333333,,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.5,,0.42857142857142855,0.5220714285714286,0.38239999999999996,0.5959,5.5857142857142845,0.25925925925925924,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.2,1.0,0.6666666666666666,1.0,1.0,0.14285714285714285,0.2222222222222222,0.2222222222222222,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2243,1610612751,Brian Scalabrine,Brian Scalabrine,2243,NJN,4326.0,72,-26.0,141,140,70,71,18.0,281,4.0,2.0,2.0,2.0,2.0,6.0,11.0,30.0,145,2.0,6.0,6.0,4.0,5.0,5.0,7.0,12.0,3.0,,2.0,1.0,1.0,4.0,3.0,4.0,15.0,4.0,,,,70,2.0,0.5,0.5,0.5454545454545454,0.7941176470588235,0.75,14.814814814814813,0.75,0.1,0.08888888888888889,0.07352941176470588,0.109375,0.15789473684210525,,0.14285714285714285,0.23529411764705882,0.11764705882352941,1.0,1.0,0.5,1.0,0.2,0.5882352941176471,0.44993823529411764,0.56255,0.42124500000000004,10.881818181818181,0.49645390070921985,2.0,5.0,3.0,3.0,17.0,6.0,,1.0,1.0,,2.0,,3.0,3.0,6.0,2.0,17.0,0.5,0.75,0.7083333333333334,,,,,0.5,0.5,1.0,0.29411764705882354,0.10526315789473684,0.15384615384615385,0.5666666666666667,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,6.0,3.0,4.0,2.0,15.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.75,0.8333333333333334,0.35294117647058826,0.15789473684210525,0.0625,0.18181818181818182,0.125,0.1875,0.4,0.4,0.17647058823529413,1.0,1.0,1.0,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,0.5,0.2,1.0,0.2,0.5,0.6666666666666666,24.233333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
446,1610612751,Lucious Harris,Lucious Harris,446,NJN,1996.0,33,-16.0,66,67,25,26,14.0,133,5.0,2.0,,,1.0,7.0,11.0,16.0,67,2.0,,12.0,3.0,2.0,4.0,5.0,9.0,3.0,,2.0,,1.0,3.0,2.0,,2.0,,,,,25,,0.8571428571428571,1.0,0.6363636363636364,0.5833333333333334,0.625,18.072289156626507,1.0,0.1,0.1111111111111111,0.12903225806451613,0.10810810810810811,0.1,,0.5,0.4166666666666667,0.08333333333333333,,,,1.0,,0.5,0.5582833333333334,0.53985,,10.799999999999999,0.3787878787878788,3.0,5.0,2.0,,,2.0,1.0,2.0,2.0,,4.0,2.0,3.0,,2.0,1.0,,,,,0.09090909090909091,0.2,0.18181818181818182,,0.6,0.75,0.6666666666666666,0.4166666666666667,0.08333333333333333,0.09090909090909091,,,4.0,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,0.08333333333333333,0.1,0.1,0.2,,,0.8,0.8,0.08333333333333333,,,,,,,,,,,,,,23.9,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,0.5,0.5,0.5,0.2,0.14285714285714285,0.2,1.0,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,3199.0,53,-15.0,102,102,48,47,12.0,204,2.0,,,,1.0,1.0,4.0,5.0,113,,1.0,,1.0,4.0,7.0,1.0,8.0,2.0,1.0,2.0,1.0,,3.0,1.0,,,,1.0,,1.0,48,,,,0.25,0.17857142857142858,0.17857142857142858,14.655172413793105,0.6666666666666666,0.1111111111111111,0.034482758620689655,0.0784313725490196,0.023255813953488372,,0.05555555555555555,0.09090909090909091,0.14285714285714285,0.07142857142857142,,,,,,0.8571428571428571,0.49513076923076926,,0.4084375,8.825,0.47058823529411764,1.0,1.0,,,,2.0,1.0,10.0,15.0,,35.0,,3.0,3.0,,,,,,,0.25,0.5,,,0.5,1.0,,0.07142857142857142,,,,,,1.0,3.0,,,,7.0,,4.0,1.0,10.0,,4.0,,,7.0,,6.0,,,1.0,,,0.1,,0.1,0.7142857142857143,,0.1111111111111111,,,0.2857142857142857,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,,0.5,,,,,,,0.8,,,26.04,,,,,4.0,,,,,,,,,,,,,,3.0,5.0,4.0,1.0,3.0,1.0,1.0,0.75,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
954,1610612751,Kerry Kittles,Kerry Kittles,954,NJN,2621.0,44,-9.0,89,85,49,49,8.0,174,3.0,1.0,2.0,,4.0,2.0,12.0,13.0,95,3.0,9.0,4.0,3.0,,1.0,3.0,4.0,3.0,,1.0,,2.0,3.0,,1.0,2.0,,,,,49,,1.0,1.0,0.16666666666666666,0.21875,0.325,23.232323232323232,1.0,,0.14285714285714285,0.02127659574468085,0.09375,,,,0.1875,0.25,,,,0.3333333333333333,0.16666666666666666,0.4375,0.42856562500000006,0.39189999999999997,0.42062499999999997,10.566666666666668,0.550561797752809,1.0,5.0,6.0,1.0,6.0,,,1.0,3.0,,8.0,1.0,2.0,1.0,8.0,4.0,6.0,0.1111111111111111,0.08333333333333333,0.21428571428571427,,,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3125,0.2,0.25,0.46153846153846156,1.0,1.0,,3.0,,3.0,1.0,1.0,,,1.0,4.0,,3.0,4.0,3.0,1.0,1.0,,,,,,1.0,0.25,,0.25,0.25,,0.25,,,,0.2,0.2,0.1875,,,,0.0625,1.0,1.0,1.0,0.5,0.25,,,,1.0,24.775,,,,,1.0,,1.0,,,,,,,0.14285714285714285,,1.0,,,,2.0,1.0,1.0,,,,,,1.0,0.09090909090909091,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,2980.0,50,-21.0,94,94,45,46,11.0,188,7.0,,3.0,,1.0,8.0,16.0,33.0,110,1.0,9.0,10.0,,1.0,5.0,,5.0,2.0,,1.0,2.0,1.0,4.0,,2.0,4.0,,1.0,,1.0,45,,0.625,0.625,0.5,0.5434782608695652,0.5689655172413793,31.73076923076923,0.5,0.027777777777777776,,0.08,,,0.0625,,0.30434782608695654,0.043478260869565216,,,,,0.25,0.6086956521739131,0.4811195652173913,0.5403,0.4661,10.7375,0.4787234042553192,5.0,8.0,8.0,3.0,12.0,6.0,,2.0,3.0,,7.0,3.0,4.0,3.0,13.0,4.0,12.0,0.3333333333333333,0.25,0.375,,,0.21428571428571427,0.3333333333333333,0.7142857142857143,0.7142857142857143,0.4,0.34782608695652173,0.15384615384615385,0.21052631578947367,0.36363636363636365,1.0,3.0,1.0,3.0,,1.0,2.0,4.0,,2.0,3.0,7.0,,3.0,6.0,9.0,4.0,2.0,,,,1.0,3.0,1.0,0.42857142857142855,,0.42857142857142855,0.30434782608695654,,,,,,0.375,0.375,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.17391304347826086,0.5,0.5,1.0,0.3333333333333333,0.08333333333333333,,0.16666666666666666,,0.5,25.599999999999998,,,4.0,,2.0,,1.0,1.0,,,0.75,0.6666666666666666,,,0.18181818181818182,1.0,,0.12121212121212122,,1.0,,1.0,1.0,1.0,,0.5,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,
2220,1610612751,Brandon Armstrong,Brandon Armstrong,2220,NJN,795.0,13,-3.0,27,27,18,17,4.0,54,1.0,,,,,1.0,3.0,2.0,20,1.0,1.0,2.0,,1.0,1.0,,1.0,,,,,,,,1.0,2.0,,,,,18,1.0,1.0,1.0,0.3333333333333333,0.25,0.25,12.903225806451614,,0.1,,0.08333333333333333,,,,,0.25,,,,,,,0.5,0.4973875,,0.460925,11.733333333333334,0.6666666666666666,,2.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,0.5,,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,0.25,,,,,0.16666666666666666,0.5,0.5,0.25,,,,,,,,,0.5,,,,,23.3,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2447,1610612751,Tamar Slay,Tamar Slay,2447,NJN,675.0,11,-5.0,23,23,17,17,3.0,46,1.0,,,,,1.0,4.0,4.0,18,1.0,2.0,2.0,,1.0,2.0,,2.0,,,,,,,,,,,,,,17,,1.0,1.0,0.25,0.2,0.3333333333333333,23.076923076923077,,0.1111111111111111,,0.09090909090909091,,,,,0.2,,,,,,,0.4,0.39744,,0.37146666666666667,13.275,0.7391304347826086,,3.0,2.0,1.0,4.0,,,,,,,,1.0,1.0,2.0,,4.0,0.5,0.3333333333333333,0.5,,,,,,,,0.6,,,1.0,,1.0,,,,,,1.0,,1.0,,1.0,,1.0,2.0,,1.0,,,,,,1.0,,,,,0.2,,,,,0.2,0.3333333333333333,0.3333333333333333,,,,,0.2,,,,,,,0.3333333333333333,,,26.7,,1.0,2.0,,,,,,,1.0,1.0,1.0,,,,1.0,,0.5,,,,,1.0,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2565,1610612751,Zoran Planinic,Zoran Planinic,2565,NJN,745.0,12,-10.0,25,25,19,19,3.0,50,,,,,,,1.0,1.0,23,,1.0,,,,1.0,,1.0,2.0,,1.0,,1.0,2.0,2.0,1.0,1.0,,,,,19,,,,,,0.16666666666666666,17.857142857142854,1.0,,,0.09090909090909091,,,,,,,,,,,,0.5,0.44005,,0.4253,22.7,0.76,,1.0,1.0,,1.0,,,2.0,2.0,,4.0,1.0,,,2.0,1.0,1.0,,,0.25,,,0.5,,,,,0.5,0.3333333333333333,0.5,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,2.0,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,24.3,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
