EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,DefThreePtRebounds,FTDefRebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFtPoints,SelfOReb,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SelfORebPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,Corner3Assists,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,BlocksRecoveredPct,ThreePtShootingFoulsDrawn,OffensiveGoaltends,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,3SecondViolations,OffCorner3ReboundPct,on,LongMidRangePctBlocked
1720,1610612743,Michael Doleac,Michael Doleac,1720,DEN,1638.0,27.0,9,53,52,14,23,11.0,105,2.0,1.0,3.0,5.0,3.0,7.0,6.0,47.0,2.0,2.0,4.0,1.0,3.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,6.0,2.0,14,1.0,1.0,1.0,0.42857142857142855,1.0,0.3333333333333333,0.42857142857142855,1.0,0.3333333333333333,0.42857142857142855,1.0,0.3333333333333333,0.14285714285714285,0.5,12.307692307692307,1.0,0.13333333333333333,0.043478260869565216,0.2,0.13333333333333333,0.07142857142857142,0.1,0.2,0.5,0.2857142857142857,0.7142857142857143,0.6,0.6,1.0,0.3333333333333333,0.2857142857142857,0.4134857142857143,0.38029999999999997,0.41039999999999993,0.6666666666666666,0.3333333333333333,13.728571428571428,0.2641509433962264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,4970.0,83.0,5,155,158,55,66,34.0,313,6.0,2.0,7.0,13.0,9.0,23.0,37.0,158.0,2.0,2.0,7.0,1.0,5.0,18.0,2.0,5.0,13.0,14.0,4.0,7.0,29.0,,3.0,2.0,5.0,3.0,8.0,5.0,5.0,6.0,1.0,5.0,18.0,55,1.0,0.1111111111111111,0.125,0.391304347826087,1.0,0.2,0.4714285714285714,1.1666666666666667,0.5833333333333334,0.5,1.1666666666666667,0.6428571428571429,0.21739130434782608,0.5,22.27979274611399,0.8333333333333334,0.04,0.04,,0.06557377049180328,0.03225806451612903,0.04,,,0.17142857142857143,0.37142857142857144,0.5384615384615384,0.5384615384615384,0.14285714285714285,0.16666666666666666,0.5142857142857142,0.4858528571428572,0.41505,0.48980833333333335,0.1891891891891892,0.4864864864864865,11.63478260869565,0.3548387096774194,1.0,1.0,4.0,5.0,12.0,1.0,1.0,4.0,7.0,5.0,12.0,4.0,1.0,1.0,4.0,7.0,4.0,16.0,3.0,12.0,2.0,12.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.2,0.4166666666666667,1.0,0.5714285714285714,0.4166666666666667,0.34285714285714286,0.5,0.125,0.18181818181818182,0.06060606060606061,0.09090909090909091,0.034482758620689655,0.2857142857142857,0.16666666666666666,0.3333333333333333,0.11428571428571428,0.25,0.5,0.34285714285714286,0.4166666666666667,0.4166666666666667,0.2,0.3333333333333333,1.0,0.5833333333333334,0.5714285714285714,0.4166666666666667,0.027777777777777776,0.041666666666666664,24.79166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,9339.0,156.0,-25,295,297,54,61,47.0,592,32.0,4.0,5.0,15.0,31.0,64.0,71.0,316.0,7.0,14.0,15.0,2.0,6.0,4.0,26.0,2.0,11.0,15.0,6.0,4.0,34.0,3.0,10.0,2.0,6.0,13.0,19.0,3.0,1.0,10.0,4.0,13.0,4.0,54,1.0,0.41935483870967744,0.4482758620689655,0.484375,0.5,0.3333333333333333,0.4696969696969697,0.5,0.2857142857142857,0.5072463768115942,0.5357142857142857,0.2857142857142857,0.03125,0.03125,22.76657060518732,0.3,0.01834862385321101,0.07194244604316546,0.14285714285714285,0.03787878787878788,0.08125,0.10256410256410256,0.1875,,0.48484848484848486,0.22727272727272727,0.3333333333333333,0.3333333333333333,0.4,0.5714285714285714,0.5151515151515151,0.5099325757575758,0.5412555555555556,0.5487785714285714,0.2112676056338028,0.056338028169014086,6.4671875,0.18305084745762712,20.0,6.0,17.0,,2.0,,,,1.0,,2.0,9.0,,,,1.0,,36.0,,,4.0,2.0,,4.0,4.0,1.0,3.0,1.0,8.0,1.0,4.0,7.0,3.0,11.0,7.0,,,,,,,,,,0.030303030303030304,0.058823529411764705,0.125,0.13043478260869565,0.08108108108108109,,0.031746031746031744,0.17647058823529413,0.625,0.6451612903225806,0.25757575757575757,0.35294117647058826,0.375,0.030303030303030304,,,,,,0.14285714285714285,,,0.10144927536231885,0.1044776119402985,26.700000000000003,6.0,12.0,2.0,1.0,3.0,7.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,0.09375,0.5,0.16666666666666666,0.8571428571428571,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
702,1610612743,Voshon Lenard,Voshon Lenard,702,DEN,8578.0,143.0,2,271,274,59,79,39.0,545,13.0,2.0,11.0,26.0,19.0,46.0,80.0,291.0,2.0,9.0,4.0,1.0,7.0,22.0,20.0,5.0,9.0,10.0,4.0,3.0,21.0,1.0,2.0,5.0,7.0,3.0,10.0,5.0,2.0,5.0,8.0,11.0,22.0,59,1.0,0.5263157894736842,0.5555555555555556,0.41304347826086957,0.2222222222222222,0.14285714285714285,0.5298507462686567,0.2222222222222222,0.6071428571428571,0.5486111111111112,0.2222222222222222,0.6470588235294118,0.10869565217391304,0.3076923076923077,24.600638977635782,1.0,0.04807692307692308,0.017543859649122806,0.05555555555555555,0.05785123966942149,0.022727272727272728,,0.07692307692307693,0.08333333333333333,0.19402985074626866,0.3880597014925373,0.4230769230769231,0.4230769230769231,0.5454545454545454,0.14285714285714285,0.5074626865671642,0.49357313432835825,0.42334285714285713,0.49748928571428574,0.05,0.275,12.48695652173913,0.2177121771217712,5.0,3.0,7.0,10.0,15.0,,,4.0,5.0,11.0,21.0,9.0,,,5.0,7.0,5.0,18.0,27.0,6.0,2.0,15.0,10.0,1.0,1.0,2.0,2.0,,4.0,2.0,,,,13.0,6.0,,,,,0.8181818181818182,0.5238095238095238,,0.7142857142857143,0.5238095238095238,0.31343283582089554,0.14285714285714285,,0.11764705882352941,0.015873015873015872,0.037037037037037035,0.03773584905660377,0.07692307692307693,0.38461538461538464,0.5555555555555556,0.1044776119402985,0.42857142857142855,0.5,0.22388059701492538,0.6666666666666666,0.7692307692307693,0.8,,,0.35714285714285715,0.8,0.6666666666666666,0.08333333333333333,0.11764705882352941,24.48095238095238,1.0,4.0,1.0,,,2.0,,3.0,,1.0,,,1.0,2.0,,0.6,0.3333333333333333,0.4444444444444444,0.25,,0.5,1.0,6.0,1.0,2.0,2.0,0.09523809523809523,0.13333333333333333,0.05,0.25,0.08955223880597014,0.16666666666666666,0.16666666666666666,1.0,0.14285714285714285,0.5,,,,,,,,,,,,,True,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,11687.0,195.0,-30,368,374,88,102,62.0,742,25.0,5.0,6.0,22.0,26.0,53.0,63.0,400.0,6.0,11.0,12.0,7.0,15.0,20.0,34.0,2.0,10.0,12.0,6.0,3.0,26.0,1.0,13.0,33.0,43.0,14.0,57.0,6.0,4.0,6.0,10.0,21.0,20.0,88,3.0,0.6538461538461539,0.8095238095238095,0.49056603773584906,0.5454545454545454,0.4666666666666667,0.5,0.5454545454545454,0.53125,0.5338983050847458,0.5,0.5263157894736842,0.03773584905660377,0.08,14.840182648401827,1.0,0.24812030075187969,0.0755813953488372,0.03333333333333333,0.22012578616352202,0.06930693069306931,0.058823529411764705,0.041666666666666664,0.17857142857142858,0.45454545454545453,0.4,0.2727272727272727,0.2727272727272727,1.0,0.3125,0.4909090909090909,0.5043166666666666,0.5047400000000001,0.5001937500000001,0.19047619047619047,0.31746031746031744,8.777358490566037,0.2391304347826087,18.0,2.0,6.0,1.0,2.0,,,1.0,1.0,1.0,2.0,8.0,,,1.0,1.0,3.0,18.0,3.0,,10.0,1.0,1.0,2.0,1.0,1.0,2.0,8.0,4.0,2.0,,,1.0,14.0,9.0,1.0,7.0,1.0,7.0,1.0,0.5,,1.0,1.0,0.03636363636363636,,0.6666666666666666,0.07692307692307693,0.09195402298850575,0.18181818181818182,0.3055555555555556,0.10526315789473684,0.72,0.782608695652174,0.10909090909090909,0.3333333333333333,0.3333333333333333,0.03636363636363636,0.5,0.5,1.0,,,0.0625,1.0,1.0,0.15517241379310345,0.16071428571428573,40.25,4.0,6.0,4.0,,1.0,2.0,,2.0,,,3.0,,6.0,,0.04,0.6111111111111112,,0.5454545454545454,0.6666666666666666,,0.8,,,,,,,,0.058823529411764705,,,,,,,,1.0,1.0,6.0,4.0,1.0,0.5714285714285714,,,,,,,True,
2206,1610612743,Rodney White,Rodney White,2206,DEN,630.0,10.0,-22,21,21,2,2,3.0,42,1.0,,,5.0,,6.0,,35.0,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,2,1.0,,,,,,,,,,,,0.16666666666666666,1.0,28.0,,,,0.3333333333333333,,0.058823529411764705,,0.5,,0.14285714285714285,0.7142857142857143,,,,,0.2857142857142857,0.4603857142857143,,0.4069,,,14.966666666666667,0.09523809523809523,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,24.5,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
468,1610612743,Jon Barry,Jon Barry,468,DEN,4214.0,70.0,-26,133,138,35,43,27.0,271,3.0,,2.0,7.0,4.0,13.0,13.0,150.0,2.0,5.0,4.0,,,,4.0,1.0,6.0,7.0,5.0,1.0,15.0,1.0,3.0,8.0,10.0,4.0,14.0,1.0,,3.0,1.0,4.0,,35,1.0,0.5,0.5,0.3076923076923077,0.4,,0.3055555555555556,0.4,,0.34210526315789475,0.4,,0.07692307692307693,0.3333333333333333,13.253012048192772,0.3333333333333333,0.16326530612244897,0.046875,0.07142857142857142,0.17543859649122806,0.05128205128205128,0.043478260869565216,0.08333333333333333,,0.16666666666666666,0.3888888888888889,0.2857142857142857,0.2857142857142857,0.5,,0.4444444444444444,0.4998833333333334,0.405575,,0.3076923076923077,,12.115384615384615,0.2631578947368421,1.0,1.0,3.0,1.0,4.0,,,,,1.0,5.0,2.0,,,,,,4.0,3.0,,,4.0,1.0,1.0,1.0,,2.0,,3.0,2.0,2.0,2.0,,3.0,2.0,,,,,1.0,0.2,,,0.2,0.2777777777777778,,,0.25,,0.2222222222222222,0.23076923076923078,0.4,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.25,0.3333333333333333,1.0,,,,,0.25,0.10526315789473684,0.14285714285714285,24.740000000000002,,,,,1.0,1.0,,1.0,,,,,1.0,,0.09090909090909091,1.0,,,,,,,1.0,,,1.0,0.2,0.25,0.14285714285714285,,0.05555555555555555,,,,,,,,,,,,,,,,,,True,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,7696.0,128.0,-34,239,246,63,61,39.0,485,17.0,3.0,4.0,22.0,16.0,46.0,54.0,269.0,4.0,10.0,10.0,5.0,11.0,19.0,18.0,3.0,8.0,9.0,6.0,1.0,19.0,,6.0,20.0,25.0,6.0,31.0,4.0,2.0,13.0,3.0,9.0,19.0,63,2.0,0.5625,0.6,0.34782608695652173,0.4,0.45454545454545453,0.34545454545454546,0.36363636363636365,0.45454545454545453,0.421875,0.4166666666666667,0.59375,0.06521739130434782,0.17647058823529413,27.112676056338028,0.3076923076923077,0.2222222222222222,0.05128205128205128,,0.22727272727272727,0.045112781954887216,0.030303030303030304,,0.16666666666666666,0.3090909090909091,0.4,0.18181818181818182,0.18181818181818182,0.25,0.2727272727272727,0.4727272727272727,0.4943172727272728,0.5865636363636364,0.4510363636363637,0.18518518518518517,0.35185185185185186,10.15,0.26359832635983266,9.0,3.0,7.0,2.0,9.0,,1.0,,,2.0,9.0,16.0,,1.0,,,9.0,14.0,3.0,3.0,2.0,9.0,2.0,1.0,1.0,1.0,5.0,,3.0,2.0,2.0,9.0,5.0,20.0,6.0,3.0,,,,0.5,0.2222222222222222,,,0.2222222222222222,0.16363636363636364,,,0.25,0.06779661016949153,0.2692307692307692,0.21739130434782608,0.2,0.5294117647058824,0.6428571428571429,0.12727272727272726,0.42857142857142855,0.42857142857142855,0.16363636363636364,0.2222222222222222,0.2222222222222222,0.5,0.09090909090909091,,,,0.2222222222222222,0.11475409836065574,0.11764705882352941,24.844444444444445,4.0,8.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,,0.029411764705882353,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.5,0.75,0.6666666666666666,,,,,,,,0.04,0.4,,,,,,,,,,,,,1.0,1.0,1.0,0.1,,,True,
1763,1610612743,Ryan Bowen,Ryan Bowen,1763,DEN,20.0,,3,1,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2403,1610612743,Nene,Nene,2403,DEN,7407.0,123.0,-24,233,231,42,43,36.0,464,16.0,3.0,2.0,10.0,16.0,35.0,39.0,254.0,1.0,2.0,4.0,2.0,5.0,7.0,26.0,,12.0,14.0,8.0,4.0,30.0,3.0,9.0,6.0,10.0,12.0,22.0,4.0,1.0,8.0,6.0,21.0,7.0,42,1.0,0.8125,0.8125,0.45714285714285713,0.5,0.4,0.45714285714285713,0.5,0.4,0.47560975609756095,0.6666666666666666,0.3888888888888889,,,17.883211678832115,0.5,0.06896551724137931,0.08411214953271028,0.14285714285714285,0.08256880733944955,0.09375,0.18518518518518517,0.058823529411764705,0.22727272727272727,0.45714285714285713,0.2857142857142857,0.2,0.2,1.0,0.6,0.45714285714285713,0.4756085714285713,0.3961,0.53246,0.10256410256410256,0.1794871794871795,7.537142857142857,0.18025751072961374,11.0,3.0,9.0,,,,,,,,,7.0,,,,,3.0,6.0,,,,,,2.0,2.0,,3.0,1.0,5.0,3.0,,4.0,2.0,13.0,4.0,3.0,1.0,,1.0,,,,,,,,0.14285714285714285,0.13636363636363635,0.037037037037037035,,0.023809523809523808,0.125,0.6875,0.6875,0.2571428571428571,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.10526315789473684,0.10526315789473684,,,,2.0,2.0,2.0,2.0,,3.0,1.0,3.0,,2.0,1.0,,0.10526315789473684,0.7272727272727273,1.0,,,,0.6666666666666666,,,,,,,,0.07692307692307693,0.16666666666666666,,,,,,,,,1.0,,,,,,,,1.0,0.5,True,
