EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Corner3Assists,AssistPoints,Steals,BadPassSteals,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyFG2M,PenaltyFG2A,TwoPtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,PenaltyFg2Pct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,FTOffRebounds,Travels,SecondChanceFg3Pct,OffFTReboundPct,OffAtRimReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,ShortMidRangePctAssisted,PtsUnassisted3s,SecondChanceAtRimPctAssisted,on,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Clear Path Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Charge Fouls Drawn,Offensive Fouls Drawn,OffLongMidRangeReboundPct,Charge Fouls,Blocked3s,BlockedArc3,DefensiveGoaltends,LongMidRangeAssists,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked
1629643,1610612739,Chuma Okeke,Chuma Okeke,1629643,CLE,685.0,11,10.0,22,23,10.0,4.0,45,1.0,4.0,1.0,1.0,1.0,4.0,3.0,20.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,10.0,1.0,0.25,1.0,0.25,0.375,1.5,0.375,1.5,1.0,15.384615384615383,1.0,0.25,0.25,1.0,1.0,1.0,1.0,0.25,0.5072625,0.492,1.0,28.049999999999997,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629750,1610612739,Javonte Green,Javonte Green,1629750,CLE,1280.0,21,15.0,44,44,1.0,5.0,88,,1.0,,,1.0,3.0,11.0,35.0,,,,3.0,1.0,,1.0,1.0,1.0,3.0,2.0,1.0,,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.6428571428571429,,0.6875,,0.42857142857142855,18.367346938775512,0.14285714285714285,,,,,,0.8571428571428571,,0.613592857142857,,,24.3,0.022727272727272728,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.5,0.75,1.0,1.0,1.0,0.25,1.0,1.0,0.09090909090909091,0.11764705882352941,0.09090909090909091,0.10714285714285714,0.0625,0.1,0.2,0.08333333333333333,0.2,0.42857142857142855,1.0,1.0,0.3333333333333333,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,0.125,0.2,0.18181818181818182,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641854,1610612739,Craig Porter Jr.,Craig Porter Jr.,1641854,CLE,1633.0,27,29.0,55,56,11.0,8.0,111,,2.0,,,,2.0,8.0,43.0,,,2.0,,2.0,,6.0,9.0,4.0,24.0,2.0,1.0,2.0,11.0,,,,,0.5,0.5,0.5,0.5,0.25,15.873015873015873,0.25,,,,,,0.5,,0.4819,0.4839,0.25,27.25,0.2,2.0,2.0,2.0,1.0,1.0,4.0,,,4.0,6.0,,1.0,1.0,2.0,2.0,6.0,,,,1.0,1.0,,2.0,2.0,4.0,1.0,,,2.0,,2.0,,,,,0.25,0.25,0.6666666666666666,1.0,1.0,1.0,,,,0.1,0.047619047619047616,,0.06451612903225806,0.09090909090909091,,0.25,0.07142857142857142,,0.25,1.0,1.0,0.5,0.5,,,,,1.0,1.0,,,0.25,5.633333333333333,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.2,0.3333333333333333,0.25,0.5,0.5,0.5,1.0,0.5415,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642281,1610612739,Jaylon Tyson,Jaylon Tyson,1642281,CLE,1756.0,29,27.0,60,60,11.0,8.0,120,1.0,4.0,1.0,1.0,5.0,8.0,24.0,48.0,2.0,2.0,8.0,15.0,4.0,1.0,1.0,7.0,1.0,15.0,2.0,2.0,8.0,11.0,1.0,0.625,1.0,0.625,0.6785714285714286,0.6,0.7058823529411765,0.6666666666666666,0.5714285714285714,27.941176470588232,0.2857142857142857,0.25,0.25,1.0,0.2,1.0,0.9285714285714286,0.25,0.5537642857142858,0.49651000000000006,0.3333333333333333,24.7125,0.18333333333333332,2.0,2.0,5.0,,1.0,1.0,4.0,4.0,2.0,6.0,5.0,,1.0,3.0,4.0,,,1.0,1.0,3.0,,,3.0,3.0,6.0,,,1.0,2.0,,3.0,4.0,6.0,3.0,,1.0,1.0,0.3333333333333333,,0.75,0.75,0.16666666666666666,1.0,,,0.13636363636363635,0.08333333333333333,0.09090909090909091,0.09090909090909091,0.09090909090909091,,0.06666666666666667,0.2857142857142857,0.35714285714285715,0.4,0.4,1.0,0.07142857142857142,0.2857142857142857,1.0,1.0,1.0,0.5,,0.17647058823529413,0.3333333333333333,0.125,3.25,,2.0,,,3.0,6.0,,4.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.5,0.1,,0.16666666666666666,,,0.4,,0.54425,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.25,0.5,1.0,1.0,0.2,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,1756.0,29,27.0,60,60,11.0,8.0,120,,,,,,,7.0,48.0,,,1.0,,,,1.0,1.0,,3.0,1.0,1.0,1.0,11.0,,,,,0.5,,0.5,0.25,,13.235294117647058,,,,,,,0.3333333333333333,,0.48615,0.4686,0.14285714285714285,,0.18333333333333332,2.0,1.0,2.0,1.0,1.0,4.0,,,3.0,6.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,,1.0,10.0,2.0,1.0,13.0,2.0,15.0,,,2.0,2.0,,2.0,3.0,3.0,1.0,,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,,,0.5,0.18181818181818182,0.45454545454545453,0.08333333333333333,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.4,0.5333333333333333,0.2857142857142857,0.3333333333333333,0.5,0.5,,0.6666666666666666,,,,,1.0,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857,4.883333333333334,,,2.0,,1.0,,1.0,,,1.0,1.0,,,,,2.0,1.0,2.0,,,0.1,,0.3333333333333333,0.5,0.5,,,0.7868,,,,,,,1.0,,,,,0.25,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630171,1610612739,Isaac Okoro,Isaac Okoro,1630171,CLE,1547.0,26,29.0,54,53,11.0,7.0,107,2.0,4.0,,,4.0,6.0,22.0,41.0,,,4.0,9.0,4.0,2.0,,1.0,,2.0,1.0,1.0,4.0,11.0,0.75,0.6666666666666666,,0.6666666666666666,1.0,1.0,1.0,1.0,0.5454545454545454,21.311475409836067,0.36363636363636365,0.5,0.5,0.5,,,0.7272727272727273,0.5,0.546790909090909,0.4303,0.18181818181818182,24.933333333333334,0.2037037037037037,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,5.0,,2.0,2.0,4.0,8.0,2.0,,,,2.0,1.0,,3.0,,3.0,,,2.0,2.0,,3.0,,,,,0.8,0.8,1.0,1.0,1.0,1.0,,,,0.14285714285714285,0.1,,0.1111111111111111,,,0.2,,0.2857142857142857,0.18181818181818182,1.0,1.0,1.0,0.2727272727272727,0.18181818181818182,1.0,1.0,1.0,0.5,1.0,,,0.18181818181818182,4.6,,,3.0,2.0,2.0,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,0.4236,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,0.6666666666666666,3.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629660,1610612739,Ty Jerome,Ty Jerome,1629660,CLE,123.0,2,-2.0,5,4,,,9,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628378,1610612739,Donovan Mitchell,Donovan Mitchell,1628378,CLE,15030.0,250,48.0,504,501,142.0,79.0,1005,21.0,63.0,4.0,19.0,24.0,71.0,231.0,579.0,4.0,22.0,62.0,39.0,61.0,21.0,19.0,34.0,4.0,87.0,13.0,9.0,62.0,140.0,0.5416666666666666,0.3380281690140845,0.18181818181818182,0.34782608695652173,0.5325443786982249,0.4166666666666667,0.5816326530612245,0.5,0.42011834319526625,35.36379018612521,0.3727810650887574,0.3333333333333333,0.3387096774193548,0.47619047619047616,0.3958333333333333,0.21052631578947367,0.6745562130177515,0.3442622950819672,0.546117365269461,0.5398423913043479,0.2683982683982684,26.947887323943664,0.28174603174603174,87.0,28.0,43.0,5.0,8.0,49.0,3.0,8.0,54.0,98.0,51.0,9.0,16.0,30.0,30.0,78.0,2.0,11.0,6.0,15.0,9.0,,24.0,9.0,33.0,4.0,3.0,8.0,15.0,,16.0,47.0,68.0,29.0,,0.2777777777777778,0.2830188679245283,0.5510204081632653,0.5625,0.5869565217391305,0.625,0.11224489795918367,0.10204081632653061,,0.08035714285714286,0.1388888888888889,0.0410958904109589,0.10909090909090909,0.032520325203252036,0.0423728813559322,0.1016949152542373,0.17567567567567569,0.058823529411764705,0.25443786982248523,0.6511627906976745,0.7567567567567568,0.21428571428571427,0.28994082840236685,0.047337278106508875,0.375,0.375,1.0,0.34782608695652173,0.625,0.15425531914893617,0.24786324786324787,0.12987012987012986,5.912244897959184,9.0,13.0,25.0,14.0,26.0,15.0,15.0,9.0,6.0,2.0,,7.0,5.0,2.0,7.0,2.0,1.0,2.0,0.5384615384615384,0.4666666666666667,0.02,0.03636363636363636,,0.5102040816326531,0.5681818181818182,0.2708333333333333,0.6923076923076923,0.5712300000000001,,,,3.0,3.0,7.0,22.0,1.0,,0.42857142857142855,0.07692307692307693,,,,,0.0625,,2.0,10.0,8.0,1.0,,5.0,,0.32,33.0,0.6,False,1.0,6.0,3.0,7.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,0.014084507042253521,0.13953488372093023,0.015873015873015872,0.03571428571428571,0.037037037037037035,0.07692307692307693,0.03550295857988166,0.16666666666666666,0.16666666666666666,1.0,0.30434782608695654,0.42857142857142855,0.3333333333333333,,,,,,,,,,,,,
1628386,1610612739,Jarrett Allen,Jarrett Allen,1628386,CLE,13879.0,231,76.0,464,460,81.0,69.0,924,,,,,,,112.0,521.0,,,12.0,,,,7.0,12.0,1.0,31.0,12.0,6.0,12.0,81.0,,,,,0.7272727272727273,0.5,0.7887323943661971,0.75,,16.01489757914339,,,,,,,0.6909090909090909,,0.6105909090909091,0.5051,0.10714285714285714,,0.17456896551724138,60.0,28.0,38.0,10.0,12.0,17.0,,,40.0,55.0,32.0,12.0,15.0,34.0,66.0,14.0,8.0,4.0,9.0,22.0,25.0,5.0,52.0,20.0,72.0,6.0,1.0,6.0,15.0,6.0,14.0,22.0,33.0,14.0,,0.825,0.9166666666666666,0.7272727272727273,0.8,0.8,0.85,0.07272727272727272,0.058823529411764705,0.35714285714285715,0.22321428571428573,0.21782178217821782,0.07758620689655173,0.22065727699530516,0.09433962264150944,0.08163265306122448,0.25,0.2318840579710145,0.1875,0.6909090909090909,0.7368421052631579,0.8,0.75,0.3090909090909091,,,,,0.8,0.8333333333333334,0.20588235294117646,0.20588235294117646,0.30357142857142855,3.621818181818181,1.0,2.0,12.0,2.0,4.0,5.0,6.0,3.0,2.0,11.0,2.0,9.0,6.0,3.0,8.0,8.0,3.0,8.0,0.5,0.6,0.11458333333333333,0.15384615384615385,0.18181818181818182,0.7058823529411765,0.75,0.5,0.5,0.6183615384615385,,,,,,,8.0,,1.0,,,0.07692307692307693,,,,,,1.0,1.0,3.0,5.0,5.0,3.0,0.625,1.0,,0.4,False,,,,,10.0,,,1.0,1.0,2.0,,1.0,,,0.07894736842105263,,0.05555555555555555,0.10344827586206896,0.2962962962962963,,,,,,,,1.0,1.0,,,,,,,,,,,
1629622,1610612739,Max Strus,Max Strus,1629622,CLE,13612.4,227,58.0,461,459,80.0,68.0,920,20.0,47.0,4.0,8.0,26.0,61.0,105.0,533.0,4.0,9.0,18.0,72.0,47.0,20.0,13.0,33.0,5.0,79.0,6.0,4.0,18.0,78.0,0.9230769230769231,0.4262295081967213,0.4444444444444444,0.4262295081967213,0.625,0.5333333333333333,0.6325301204819277,0.5625,0.7625,16.82242990654206,0.5875,0.425531914893617,0.4444444444444444,0.95,0.5333333333333333,0.5,0.975,0.425531914893617,0.5538100000000001,0.5245133333333334,0.17142857142857143,26.188524590163933,0.1735357917570499,46.0,10.0,17.0,2.0,4.0,2.0,6.0,14.0,11.0,19.0,5.0,3.0,5.0,8.0,12.0,10.0,2.0,2.0,5.0,14.0,17.0,,31.0,13.0,44.0,2.0,1.0,3.0,7.0,,19.0,14.0,6.0,2.0,,0.5454545454545454,0.6,0.5789473684210527,0.6,0.5,0.5714285714285714,0.10526315789473684,,,0.16346153846153846,0.1590909090909091,0.0423728813559322,0.16145833333333334,0.06074766355140187,0.053763440860215055,0.058823529411764705,0.125,0.21875,0.2125,0.5882352941176471,0.6666666666666666,0.5,0.025,0.175,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.6666666666666666,0.5,0.024390243902439025,0.09523809523809523,0.0761904761904762,2.7578947368421054,1.0,4.0,1.0,2.0,6.0,20.0,8.0,14.0,6.0,8.0,1.0,4.0,2.0,2.0,8.0,2.0,1.0,2.0,0.3333333333333333,0.5714285714285714,0.08333333333333333,0.08888888888888889,0.02564102564102564,0.5,0.5,0.26666666666666666,0.25,0.4375,,,,1.0,,1.0,2.0,,,,,0.075,,,,0.06666666666666667,,2.0,,1.0,1.0,1.0,1.0,0.5,1.0,6.0,0.5,False,,,,1.0,2.0,,2.0,,,4.0,,1.0,,0.03278688524590164,0.11764705882352941,0.0425531914893617,,0.3225806451612903,0.18181818181818182,,,,,0.16666666666666666,,,1.0,1.0,1.0,4.0,0.09090909090909091,,,,,,,,
