EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Transition Take Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3A,OffThreePtRebounds,SelfOReb,BlockedAtRim,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceFtPoints,PenaltyFtPoints,FTDefRebounds,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffCorner3ReboundPct,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3FGM,PenaltyArc3Accuracy,HeaveAttempts,FTOffRebounds,Travels,SecondChanceTurnovers,OffFTReboundPct,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,on,Charge Fouls Drawn,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct
1626181,1610612746,Norman Powell,Norman Powell,1626181,LAC,11283.0,188,-23.0,344,347,31.0,69.0,40.0,691,10.0,16.0,2.0,3.0,1.0,2.0,11.0,22.0,2.0,2.0,4.0,10.0,1.0,8.0,20.0,1.0,1.0,23.0,40.0,12.0,30.0,6.0,88,434,4.0,5.0,1.0,2.0,11.0,1.0,2.0,2.0,28.0,18.0,33.0,3.0,2.0,20.0,8.0,6.0,11.0,4.0,15.0,1.0,3.0,7.0,3.0,1.0,34.0,1.0,4.0,8.0,12.0,1.0,13.0,7.0,3.0,4.0,9.0,3.0,1.0,1.0,6.0,10.0,3.0,4.0,13.0,1.0,1.0,10.0,9.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,31.0,1.0,0.6086956521739131,0.6363636363636364,0.9166666666666666,0.4,0.5,0.4,0.575,0.8,0.5,0.5857142857142857,0.7857142857142857,0.5,0.5958904109589042,0.7857142857142857,0.5,0.42857142857142855,0.15,0.1875,0.13636363636363635,21.39175257731959,0.9,0.07920792079207921,0.011764705882352941,0.05714285714285714,0.07017543859649122,0.006493506493506494,0.018867924528301886,0.07407407407407407,0.07692307692307693,0.09090909090909091,0.05555555555555555,0.0625,1.0,0.22857142857142856,0.625,0.7692307692307693,0.4,0.3142857142857143,0.5,0.5789473684210527,0.7272727272727273,0.02857142857142857,1.0,1.0,1.0,0.14285714285714285,0.4,0.4,1.0,0.2857142857142857,0.4,0.4,0.875,0.42857142857142855,0.6666666666666666,1.0,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,0.5,0.6571428571428571,0.4,0.5370864285714285,0.5500166666666667,0.621,0.0547945205479452,0.09302325581395349,0.125,0.022727272727272728,5.8075,25.529999999999994,0.09011627906976744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1627739,1610612746,Kris Dunn,Kris Dunn,1627739,LAC,8222.0,137,-7.0,250,252,24.0,42.0,29.0,502,5.0,9.0,,,1.0,1.0,1.0,5.0,,,4.0,14.0,1.0,5.0,11.0,,1.0,6.0,14.0,9.0,25.0,,39,304,,,,2.0,,1.0,1.0,2.0,12.0,,27.0,,,11.0,5.0,2.0,4.0,4.0,8.0,4.0,,,4.0,,20.0,5.0,9.0,4.0,13.0,8.0,21.0,6.0,3.0,3.0,1.0,1.0,,,,1.0,,9.0,16.0,1.0,,,,,,,4.0,2.0,4.0,1.0,2.0,24.0,2.0,1.0,1.0,1.0,0.36,,0.36,0.42857142857142855,,1.0,0.5,,0.25,0.5,,0.25,0.6410256410256411,0.14285714285714285,,0.4,14.134275618374557,1.0,0.05128205128205128,0.08196721311475409,0.18,0.1015625,0.07017543859649122,0.10810810810810811,0.08695652173913043,,0.1111111111111111,0.2,0.13333333333333333,0.25,0.23076923076923078,0.5555555555555556,0.5555555555555556,1.0,0.1282051282051282,0.2,0.3333333333333333,1.0,,,,,0.358974358974359,0.2857142857142857,0.2857142857142857,1.0,0.28205128205128205,0.45454545454545453,0.45454545454545453,1.0,,,,0.5,0.5,,,0.25,1.0,0.8717948717948718,0.45454545454545453,0.5562371794871794,0.5982,0.54745,,,,0.05128205128205128,4.5,24.827999999999996,0.096,2.0,1.0,3.0,3.0,2.0,2.0,0.05660377358490566,0.05263157894736842,0.09375,0.09090909090909091,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1627826,1610612746,Ivica Zubac,Ivica Zubac,1627826,LAC,15372.5,256,-18.0,471,477,57.0,88.0,56.0,948,26.0,35.0,8.0,12.0,4.0,4.0,28.0,47.0,,,,,,,,,,54.0,82.0,,,14.0,122,587,11.0,17.0,,,24.0,7.0,11.0,16.0,90.0,18.0,,,18.0,,,3.0,10.0,6.0,16.0,2.0,4.0,6.0,3.0,1.0,38.0,16.0,16.0,25.0,44.0,27.0,71.0,5.0,3.0,2.0,9.0,7.0,2.0,,2.0,11.0,2.0,12.0,19.0,1.0,,25.0,26.0,2.0,,13.0,6.0,3.0,7.0,3.0,16.0,57.0,1.0,0.8333333333333334,1.0,,,,,0.6585365853658537,0.6470588235294118,0.6363636363636364,0.6585365853658537,0.6470588235294118,0.6363636363636364,0.648936170212766,0.631578947368421,0.6153846153846154,,0.036585365853658534,0.05714285714285714,0.02127659574468085,19.662921348314608,0.8181818181818182,0.18248175182481752,0.1391304347826087,0.17204301075268819,0.1782608695652174,0.1267605633802817,0.11594202898550725,0.125,0.15151515151515152,0.3225806451612903,0.2112676056338028,0.045454545454545456,0.42857142857142855,0.4268292682926829,0.7428571428571429,0.7878787878787878,0.6923076923076923,0.573170731707317,0.5957446808510638,0.6086956521739131,0.9642857142857143,,,,,,,,,,,,,0.7058823529411765,0.6666666666666666,,,,,,0.36363636363636365,1.0,0.4268292682926829,,0.5093939024390243,0.5297615384615385,0.47723636363636357,0.13978494623655913,0.13978494623655913,0.19672131147540983,0.13114754098360656,4.848780487804878,,0.12101910828025478,,,,11.0,6.0,3.0,0.11224489795918367,0.24242424242424243,0.15384615384615385,0.24,,,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.25,0.030303030303030304,,,,,,,,,,,,,,,,,True,,,,,,
1627884,1610612746,Derrick Jones Jr.,Derrick Jones Jr.,1627884,LAC,4627.5,77,-17.0,144,149,31.0,29.0,19.0,293,6.0,11.0,1.0,2.0,,,2.0,5.0,,1.0,4.0,10.0,,1.0,4.0,,1.0,8.0,17.0,5.0,14.0,2.0,33,184,1.0,2.0,,1.0,2.0,,1.0,3.0,12.0,4.0,15.0,,2.0,4.0,1.0,,,2.0,2.0,1.0,1.0,,,,6.0,2.0,,3.0,3.0,3.0,6.0,1.0,,1.0,2.0,2.0,,,,2.0,,1.0,2.0,,,4.0,4.0,,,2.0,6.0,3.0,7.0,5.0,3.0,31.0,,0.75,0.8571428571428571,1.0,0.35714285714285715,,0.35714285714285715,0.47058823529411764,0.5,,0.5,0.3333333333333333,0.75,0.5,0.3333333333333333,0.75,0.45161290322580644,,,,21.08433734939759,1.0,0.07894736842105263,0.058823529411764705,,0.047619047619047616,0.045454545454545456,,0.09090909090909091,0.10526315789473684,,,,0.7142857142857143,0.3548387096774194,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.16129032258064516,0.4,0.4,1.0,0.03225806451612903,,,,0.3225806451612903,0.4,0.4,1.0,0.12903225806451613,0.25,0.25,1.0,0.6666666666666666,0.5,,,0.3333333333333333,,,,,0.8064516129032258,0.25,0.571458064516129,0.468425,0.4934,0.06060606060606061,0.10526315789473684,0.06060606060606061,0.09090909090909091,4.711764705882352,24.692857142857147,0.2152777777777778,1.0,,1.0,1.0,2.0,3.0,0.03125,0.2222222222222222,0.045454545454545456,0.11764705882352941,0.5,,,,,,,2.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,
201587,1610612746,Nicolas Batum,Nicolas Batum,201587,LAC,6769.5,113,-5.0,209,211,33.0,48.0,25.0,420,,,,,,,,,,,2.0,9.0,1.0,8.0,15.0,1.0,2.0,,,10.0,24.0,,30,269,,,1.0,3.0,3.0,,,6.0,,,30.0,,,15.0,8.0,,6.0,6.0,12.0,2.0,4.0,2.0,4.0,,30.0,,3.0,12.0,17.0,3.0,20.0,3.0,2.0,1.0,,,,,,,,2.0,6.0,,,1.0,,,,,7.0,3.0,7.0,6.0,6.0,33.0,1.0,,,1.0,0.4166666666666667,0.3333333333333333,0.4166666666666667,,,,0.625,0.5,0.75,0.625,0.5,0.75,1.0,,,,10.084033613445378,,0.21052631578947367,,0.08108108108108109,0.1595744680851064,0.03260869565217391,,0.4,0.09090909090909091,0.13333333333333333,0.07142857142857142,0.1111111111111111,0.8571428571428571,,,,,,,,,,,,,0.375,0.2222222222222222,0.2222222222222222,1.0,0.625,0.5333333333333333,0.5333333333333333,1.0,,,,0.3333333333333333,0.6666666666666666,0.5,1.0,,,1.0,0.5333333333333333,0.5325125,0.5346,0.5131874999999999,,,0.1,0.2,,25.266666666666666,0.15789473684210525,1.0,3.0,4.0,3.0,1.0,4.0,0.06382978723404255,,0.08823529411764706,0.07142857142857142,0.25,0.75,,,2.0,,,,,,,,0.3333333333333333,,1.0,2.0,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,True,,,,,,
203992,1610612746,Bogdan Bogdanović,Bogdan Bogdanović,203992,LAC,4302.0,72,8.0,135,137,23.0,15.0,19.0,272,3.0,4.0,1.0,2.0,,1.0,3.0,6.0,1.0,3.0,,1.0,,3.0,9.0,,1.0,7.0,13.0,3.0,10.0,1.0,24,155,1.0,3.0,,1.0,2.0,3.0,4.0,6.0,10.0,4.0,6.0,3.0,2.0,8.0,3.0,,5.0,7.0,12.0,5.0,2.0,3.0,2.0,,31.0,,3.0,6.0,9.0,3.0,12.0,2.0,1.0,1.0,2.0,,5.0,1.0,2.0,7.0,3.0,5.0,14.0,,,2.0,1.0,1.0,,1.0,,,,,6.0,23.0,,0.7142857142857143,0.8333333333333334,0.6666666666666666,0.3,,0.3333333333333333,0.5384615384615384,0.3333333333333333,0.75,0.5,0.25,0.6,0.5217391304347826,0.25,0.6,0.43478260869565216,,,,19.108280254777068,0.2857142857142857,0.15384615384615385,,0.125,0.14285714285714285,0.034482758620689655,,0.3,0.1111111111111111,0.09090909090909091,0.10526315789473684,0.2,,0.17391304347826086,0.75,0.75,0.3333333333333333,0.2608695652173913,0.5,0.5,1.0,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.043478260869565216,,,,0.391304347826087,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,,,0.25,,,0.2,,0.6086956521739131,0.375,0.5176795454545455,0.4432,0.45014999999999994,0.043478260869565216,0.07692307692307693,0.08333333333333333,0.25,10.046153846153846,30.589999999999996,0.17037037037037037,,1.0,1.0,2.0,,,0.06896551724137931,,0.047619047619047616,,,0.2,,,,3.0,,1.0,,,,,,0.125,,,,,,,1.0,1.0,1.0,1.0,0.16666666666666666,,,,,,True,,,,,,
1641738,1610612746,Kobe Brown,Kobe Brown,1641738,LAC,80.0,1,2.0,3,4,,,,7,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,2,4,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,33.333333333333336,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.7823,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201935,1610612746,James Harden,James Harden,201935,LAC,13017.5,217,-30.0,399,405,53.0,83.0,45.0,804,12.0,16.0,2.0,2.0,,,11.0,24.0,,1.0,,2.0,1.0,8.0,24.0,1.0,2.0,23.0,41.0,8.0,26.0,22.0,92,503,2.0,4.0,1.0,3.0,11.0,2.0,2.0,15.0,8.0,38.0,12.0,12.0,,23.0,8.0,3.0,40.0,15.0,55.0,13.0,2.0,17.0,21.0,2.0,125.0,,10.0,13.0,25.0,2.0,27.0,5.0,2.0,3.0,15.0,12.0,3.0,2.0,3.0,18.0,1.0,4.0,12.0,1.0,,18.0,28.0,3.0,1.0,11.0,5.0,4.0,6.0,3.0,15.0,53.0,1.0,0.17391304347826086,0.17391304347826086,0.5,0.3076923076923077,0.3333333333333333,0.32,0.5609756097560976,0.5,1.0,0.5223880597014925,0.5,0.7142857142857143,0.5833333333333334,0.6111111111111112,0.75,0.3880597014925373,0.07317073170731707,0.125,0.041666666666666664,21.428571428571427,0.8333333333333334,0.11304347826086956,,0.12195121951219512,0.116751269035533,0.01098901098901099,,0.12903225806451613,0.1206896551724138,0.07692307692307693,0.09523809523809523,0.21052631578947367,0.5,0.23880597014925373,0.75,0.8571428571428571,0.16666666666666666,0.3582089552238806,0.4583333333333333,0.4782608695652174,0.18181818181818182,0.014925373134328358,,,,0.029850746268656716,,,,0.3582089552238806,0.3333333333333333,0.3333333333333333,0.5,0.2857142857142857,1.0,,0.14285714285714285,0.2857142857142857,0.5,1.0,,,0.6268656716417911,0.34782608695652173,0.5018825757575758,0.48260000000000003,0.43855000000000005,0.16883116883116883,0.22448979591836735,0.11956521739130435,0.16304347826086957,5.458536585365854,28.542307692307688,0.13283208020050125,,5.0,5.0,2.0,,1.0,0.024691358024691357,,,,,0.7142857142857143,4.0,5.0,2.0,,,,1.0,1.0,,,0.2,0.07142857142857142,,2.0,0.4,,2.0,0.4,1.0,,,1.0,,1.0,2.0,1.0,0.07142857142857142,,True,,,,,,
202695,1610612746,Kawhi Leonard,Kawhi Leonard,202695,LAC,13188.5,220,,400,403,33.0,66.0,47.0,803,17.0,21.0,4.0,4.0,1.0,1.0,16.0,32.0,6.0,15.0,6.0,7.0,,8.0,26.0,,2.0,39.0,68.0,14.0,33.0,19.0,139,495,5.0,7.0,,2.0,10.0,3.0,5.0,14.0,28.0,50.0,36.0,6.0,8.0,26.0,8.0,3.0,19.0,9.0,28.0,5.0,4.0,6.0,13.0,,65.0,4.0,14.0,17.0,35.0,7.0,42.0,7.0,5.0,2.0,5.0,3.0,5.0,2.0,2.0,10.0,2.0,2.0,10.0,2.0,,25.0,26.0,4.0,,14.0,2.0,,3.0,2.0,14.0,33.0,3.0,0.358974358974359,0.4,0.8571428571428571,0.42424242424242425,,0.42424242424242425,0.5735294117647058,0.7142857142857143,0.6,0.594059405940594,0.5555555555555556,0.6,0.6205357142857143,0.5555555555555556,0.5833333333333334,0.32673267326732675,0.04411764705882353,0.047619047619047616,0.0625,26.93156732891832,0.5,0.1440677966101695,0.0380952380952381,0.16666666666666666,0.15346534653465346,0.03763440860215054,0.0625,0.02631578947368421,0.14035087719298245,0.34782608695652173,0.16923076923076924,0.15789473684210525,0.6666666666666666,0.2079207920792079,0.8095238095238095,0.85,0.35294117647058826,0.31683168316831684,0.5,0.5333333333333333,0.4375,0.1485148514851485,0.4,0.4,0.16666666666666666,0.06930693069306931,0.8571428571428571,0.8571428571428571,1.0,0.25742574257425743,0.3076923076923077,0.3076923076923077,0.75,0.4444444444444444,1.0,,,0.2222222222222222,,,0.1,1.0,0.5346534653465347,0.3076923076923077,0.5158084158415842,0.5122,0.5224599999999999,0.12612612612612611,0.1794871794871795,0.07194244604316546,0.10071942446043165,8.826470588235294,25.742424242424242,0.0825,1.0,4.0,5.0,3.0,1.0,2.0,0.037037037037037035,,0.018867924528301886,0.022222222222222223,0.1,0.4,,2.0,4.0,1.0,,,1.0,1.0,1.0,1.0,0.36363636363636365,0.07142857142857142,1.0,2.0,0.4,1.0,1.0,0.25,,,,2.0,,1.0,,,,1.0,True,,,,,,
1626181,1610612746,Norman Powell,Norman Powell,1626181,LAC,2985.0,50,-6.0,108,100,45.0,32.0,15.0,208,4.0,5.0,1.0,1.0,3.0,3.0,,3.0,1.0,1.0,,2.0,,2.0,8.0,,2.0,5.0,9.0,2.0,10.0,8.0,24,111,1.0,1.0,,2.0,3.0,3.0,4.0,10.0,6.0,4.0,3.0,3.0,,8.0,2.0,,2.0,,2.0,,,2.0,,,4.0,,1.0,3.0,4.0,,4.0,1.0,1.0,,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,8.0,9.0,1.0,,4.0,,,,,10.0,44.0,1.0,0.6,0.6,0.5,0.2,,0.2,0.5555555555555556,1.0,0.75,0.42105263157894735,0.3333333333333333,0.5,0.5217391304347826,0.5,0.5,0.5263157894736842,,,,20.161290322580644,0.5,0.11538461538461539,,0.07692307692307693,0.10256410256410256,,,0.09090909090909091,0.2,,0.125,,,0.2631578947368421,0.8,0.8,0.75,0.15789473684210525,,,,0.05263157894736842,1.0,1.0,,0.10526315789473684,,,,0.42105263157894735,0.25,0.25,0.5,0.3333333333333333,1.0,1.0,,0.6666666666666666,,,0.3333333333333333,1.0,0.7894736842105263,0.25,0.5295184210526316,0.4338,0.5447500000000001,0.18181818181818182,0.3333333333333333,0.125,0.4166666666666667,6.166666666666666,25.97,0.4166666666666667,1.0,4.0,5.0,,,,,,,,0.1111111111111111,0.4444444444444444,1.0,1.0,,,,,1.0,,,1.0,,,,1.0,0.2,,1.0,0.25,,,,,,,,,,,False,,,,,,
