EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceFtPoints,PtsPutbacks,Corner3Assists,OffTwoPtRebounds,FTOffRebounds,Charge Fouls,LongMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,Fg3aBlocked,Blocked3s,BlockedCorner3,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockedShortMidRange,DefFTReboundPct,LostBallOutOfBoundsTurnovers,BlockedArc3,Transition Take Fouls Drawn,BlockedLongMidRange,on,Transition Take Fouls
1627832,1610612745,Fred VanVleet,Fred VanVleet,1627832,HOU,13734.0,229.0,28.0,436.0,430.0,125.0,91.0,58.0,866.0,4.0,9.0,3.0,7.0,3.0,8.0,1.0,2.0,2.0,2.0,21.0,46.0,2.0,6.0,14.0,7.0,16.0,24.0,54.0,16.0,102.0,480.0,1.0,2.0,1.0,4.0,5.0,1.0,5.0,8.0,16.0,6.0,32.0,2.0,12.0,54.0,18.0,2.0,44.0,21.0,3.0,21.0,2.0,23.0,2.0,10.0,9.0,2.0,48.0,1.0,14.0,6.0,20.0,1.0,21.0,1.0,6.0,3.0,3.0,7.0,1.0,4.0,3.0,3.0,10.0,3.0,5.0,13.0,1.0,1.0,2.0,17.0,1.0,1.0,16.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,32.0,125.0,1.0,2.0,0.14285714285714285,0.14285714285714285,0.75,0.4444444444444444,0.25,0.5,0.46153846153846156,0.4375,0.5,0.2,0.6142857142857143,0.4166666666666667,0.6190476190476191,0.6466666666666666,0.4166666666666667,0.6521739130434783,0.7714285714285715,0.1875,0.3333333333333333,16.40625,0.7,0.06521739130434782,0.10071942446043165,0.012658227848101266,0.08658008658008658,0.004672897196261682,0.018867924528301886,0.034482758620689655,0.061224489795918366,0.14285714285714285,0.08695652173913043,0.1276595744680851,0.030303030303030304,1.0,0.12857142857142856,0.4444444444444444,0.6666666666666666,0.25,0.1,0.42857142857142855,0.42857142857142855,0.11428571428571428,0.375,0.375,1.0,0.6571428571428571,0.45652173913043476,0.45652173913043476,0.7142857142857143,0.3333333333333333,0.5,1.0,0.3333333333333333,0.09523809523809523,1.0,0.6666666666666666,0.42857142857142855,0.7714285714285715,0.4772727272727273,0.5063671641791044,0.5264833333333333,0.47348,0.05555555555555555,0.16666666666666666,0.018518518518518517,0.049019607843137254,0.3137254901960784,14.03125,27.0537037037037,0.286697247706422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628415,1610612745,Dillon Brooks,Dillon Brooks,1628415,HOU,10336.0,172.0,28.0,320.0,318.0,68.0,58.0,36.0,638.0,9.0,15.0,5.0,7.0,2.0,9.0,,1.0,1.0,3.0,5.0,12.0,1.0,2.0,5.0,16.0,30.0,7.0,21.0,16.0,69.0,353.0,4.0,7.0,1.0,2.0,15.0,3.0,4.0,3.0,8.0,6.0,21.0,10.0,22.0,21.0,,,12.0,5.0,3.0,5.0,2.0,7.0,,2.0,3.0,,16.0,1.0,5.0,7.0,12.0,8.0,20.0,2.0,4.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,7.0,1.0,8.0,21.0,,1.0,1.0,10.0,,,18.0,,,,7.0,,2.0,1.0,1.0,1.0,1.0,21.0,68.0,,2.0,0.3125,0.35714285714285715,1.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.5333333333333333,0.5714285714285714,0.75,0.5196078431372549,0.6111111111111112,0.625,0.575,0.6818181818181818,0.65625,0.4117647058823529,0.1,0.13333333333333333,18.256130790190735,0.5714285714285714,0.1,0.04950495049504951,0.017857142857142856,0.07017543859649122,0.04697986577181208,,0.13043478260869565,0.08108108108108109,0.1,0.046153846153846156,0.05555555555555555,0.08,1.0,0.29411764705882354,0.6,0.6923076923076923,0.2222222222222222,0.13725490196078433,0.7142857142857143,0.8333333333333334,0.17647058823529413,0.2222222222222222,0.2222222222222222,1.0,0.23529411764705882,0.4166666666666667,0.4166666666666667,1.0,0.1111111111111111,,,0.1111111111111111,0.25,0.3333333333333333,0.4166666666666667,0.4,0.5686274509803921,0.4166666666666667,0.5066058823529411,0.4746642857142857,0.5343083333333334,0.1206896551724138,0.1891891891891892,,0.21739130434782608,0.30434782608695654,9.026666666666667,25.009523809523806,0.2125,2.0,8.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,6.0,1.0,1.0,0.14285714285714285,0.125,0.06451612903225806,0.15789473684210525,0.03333333333333333,0.07142857142857142,0.0625,0.1568627450980392,0.25,0.25,0.5,0.4,0.2222222222222222,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,True,
1630224,1610612745,Jalen Green,Jalen Green,1630224,HOU,11283.0,188.0,28.0,361.0,356.0,98.0,76.0,45.0,717.0,3.0,17.0,,1.0,1.0,7.0,,1.0,,2.0,11.0,31.0,3.0,4.0,8.0,15.0,36.0,12.0,38.0,10.0,76.0,394.0,2.0,4.0,,4.0,4.0,3.0,8.0,4.0,10.0,2.0,20.0,16.0,14.0,18.0,18.0,,31.0,11.0,6.0,10.0,5.0,15.0,3.0,4.0,5.0,1.0,35.0,1.0,19.0,11.0,30.0,3.0,33.0,1.0,3.0,2.0,1.0,5.0,1.0,3.0,2.0,2.0,7.0,,3.0,5.0,,,,12.0,1.0,,15.0,2.0,,1.0,5.0,,2.0,1.0,1.0,2.0,1.0,20.0,98.0,,2.0,0.5333333333333333,0.5714285714285714,0.5,0.3157894736842105,,0.4,0.3157894736842105,0.4166666666666667,0.5,0.375,0.44594594594594594,0.25,0.5,0.4810126582278481,0.25,0.5,0.5135135135135135,0.16666666666666666,0.17647058823529413,20.673076923076923,0.7142857142857143,0.1375,0.1623931623931624,0.015625,0.15228426395939088,0.017241379310344827,0.024390243902439025,0.125,0.06976744186046512,0.38461538461538464,0.18421052631578946,0.12195121951219512,0.02631578947368421,0.5,0.22972972972972974,0.17647058823529413,0.21428571428571427,0.6666666666666666,0.013513513513513514,,,0.0945945945945946,0.14285714285714285,0.14285714285714285,1.0,0.4189189189189189,0.3548387096774194,0.3793103448275862,0.45454545454545453,0.125,,,0.375,0.1111111111111111,,0.4444444444444444,0.5,0.7567567567567568,0.3548387096774194,0.5251256756756757,0.46386000000000005,0.5295194444444444,0.06493506493506493,0.1282051282051282,,0.05263157894736842,0.2631578947368421,6.113888888888889,25.92105263157895,0.27146814404432135,12.0,18.0,3.0,3.0,4.0,,,2.0,2.0,2.0,,1.0,,,0.01818181818181818,,0.014705882352941176,0.06666666666666667,,0.24324324324324326,0.6666666666666666,0.8,0.5,,0.375,,,0.2222222222222222,0.75,2.0,2.0,1.0,1.0,0.05263157894736842,0.16666666666666666,0.06451612903225806,0.6666666666666666,0.5,,,,,,,,,,,True,
1630578,1610612745,Alperen Sengun,Alperen Sengun,1630578,HOU,15379.0,256.0,33.0,486.0,481.0,140.0,98.0,66.0,967.0,30.0,74.0,2.0,12.0,1.0,2.0,,,1.0,1.0,2.0,6.0,1.0,1.0,2.0,56.0,123.0,3.0,8.0,25.0,146.0,521.0,9.0,18.0,,1.0,22.0,9.0,25.0,2.0,3.0,13.0,37.0,52.0,60.0,6.0,3.0,,6.0,2.0,5.0,16.0,21.0,37.0,18.0,9.0,5.0,2.0,95.0,4.0,36.0,24.0,62.0,20.0,82.0,6.0,13.0,9.0,4.0,10.0,,6.0,5.0,4.0,15.0,4.0,7.0,26.0,,5.0,1.0,35.0,2.0,,40.0,2.0,,,17.0,,4.0,2.0,1.0,3.0,2.0,37.0,140.0,2.0,4.0,0.4642857142857143,0.52,0.6666666666666666,0.375,,0.6666666666666666,0.375,0.45528455284552843,0.5,0.36,0.4618320610687023,0.47368421052631576,0.42857142857142855,0.4866666666666667,0.5,0.4868421052631579,0.061068702290076333,0.04065040650406504,0.02702702702702703,28.896672504378284,0.6666666666666666,0.23529411764705882,0.2236024844720497,0.047058823529411764,0.22813688212927757,0.0743801652892562,0.017543859649122806,0.23529411764705882,0.2777777777777778,0.07142857142857142,0.18018018018018017,0.32,0.09090909090909091,0.6666666666666666,0.5648854961832062,0.40540540540540543,0.4166666666666667,0.5333333333333333,0.0916030534351145,0.16666666666666666,0.16666666666666666,0.015267175572519083,0.5,0.5,1.0,0.04580152671755725,0.3333333333333333,0.3333333333333333,0.5,,,,0.05263157894736842,0.03571428571428571,1.0,0.07142857142857142,0.5,0.3435114503816794,0.3333333333333333,0.4809152671755724,0.5162833333333334,0.47631428571428563,0.11643835616438356,0.12318840579710146,,0.1506849315068493,0.2534246575342466,7.204878048780488,25.0375,0.2880658436213992,24.0,37.0,11.0,6.0,11.0,,4.0,12.0,3.0,14.0,2.0,2.0,,0.1,0.08917197452229299,0.15,0.061855670103092786,0.1,0.10714285714285714,0.2824427480916031,0.6486486486486487,0.7058823529411765,0.3333333333333333,1.0,0.5789473684210527,,,0.39285714285714285,0.5454545454545454,7.0,,1.0,1.0,,0.08108108108108109,,0.6363636363636364,,2.0,1.0,1.0,3.0,1.0,0.3333333333333333,,,,,True,
1631095,1610612745,Jabari Smith Jr.,Jabari Smith Jr.,1631095,HOU,5199.0,87.0,13.0,166.0,162.0,60.0,42.0,29.0,328.0,4.0,8.0,,,1.0,3.0,,,,1.0,3.0,7.0,1.0,,2.0,4.0,8.0,4.0,10.0,6.0,26.0,159.0,,,,1.0,3.0,,1.0,,3.0,3.0,3.0,8.0,,12.0,,,7.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,,,11.0,2.0,7.0,8.0,15.0,6.0,21.0,,1.0,1.0,,3.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,,,,6.0,1.0,,8.0,,,,3.0,,1.0,3.0,2.0,4.0,1.0,3.0,60.0,1.0,1.0,1.0,1.0,1.0,0.4,,,0.4,0.5,,,0.5555555555555556,,,0.5909090909090909,0.5,0.25,0.5555555555555556,0.125,0.125,13.106796116504855,0.6,0.2857142857142857,0.1346153846153846,0.07692307692307693,0.1875,0.06521739130434782,0.1,0.1,0.4,0.3333333333333333,0.13953488372093023,0.1111111111111111,,0.25,0.4444444444444444,0.5,0.5714285714285714,1.0,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3888888888888889,0.42857142857142855,0.42857142857142855,1.0,,,,1.0,0.25,,0.5,,0.5555555555555556,0.42857142857142855,0.502361111111111,0.5349,0.5114875,0.14285714285714285,0.2727272727272727,,0.11538461538461539,0.11538461538461539,10.625,24.81,0.3614457831325301,,,,,,,3.0,,1.0,4.0,,,,,0.06060606060606061,0.047619047619047616,0.07894736842105263,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,1.0,,1.0,1.0,,,True,
1631106,1610612745,Tari Eason,Tari Eason,1631106,HOU,4015.0,67.0,-5.0,127.0,129.0,50.0,45.0,19.0,256.0,,5.0,,,2.0,8.0,,,,4.0,3.0,4.0,,2.0,3.0,6.0,14.0,5.0,12.0,3.0,30.0,137.0,1.0,5.0,,,4.0,,1.0,2.0,7.0,3.0,9.0,6.0,6.0,15.0,,,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,5.0,2.0,4.0,1.0,8.0,5.0,13.0,,4.0,2.0,2.0,3.0,,2.0,2.0,1.0,5.0,2.0,2.0,5.0,,,,3.0,2.0,,4.0,,,,,,1.0,3.0,2.0,3.0,1.0,9.0,50.0,,1.0,0.5,0.6,1.0,0.4166666666666667,,0.2857142857142857,0.4166666666666667,0.42857142857142855,0.2,,0.5192307692307693,0.2,0.375,0.5555555555555556,0.3333333333333333,0.5,0.46153846153846156,0.14285714285714285,0.4,21.05263157894737,0.6,0.04,0.09090909090909091,0.06666666666666667,0.07246376811594203,0.07142857142857142,0.1111111111111111,,0.08333333333333333,,0.10526315789473684,,,0.3333333333333333,0.19230769230769232,,,,,,,0.3076923076923077,0.25,0.25,1.0,0.15384615384615385,0.75,1.0,1.0,,,,,0.5,,0.375,0.6666666666666666,0.8076923076923077,0.75,0.5822846153846155,0.5814666666666667,0.553275,,,,0.13333333333333333,0.3,3.5,24.008333333333336,0.3937007874015748,6.0,9.0,3.0,,,,2.0,2.0,,3.0,,2.0,,,0.075,0.16666666666666666,0.041666666666666664,,,0.34615384615384615,0.6666666666666666,0.6666666666666666,0.5,,0.6,,,,,1.0,1.0,,,0.08333333333333333,,0.25,0.3333333333333333,,3.0,,,2.0,1.0,0.75,,,,,True,
1641708,1610612745,Amen Thompson,Amen Thompson,1641708,HOU,10719.0,179.0,6.0,342.0,340.0,102.0,57.0,47.0,682.0,12.0,29.0,2.0,7.0,,1.0,,,,,,,,,,30.0,61.0,,1.0,15.0,75.0,382.0,5.0,10.0,,,11.0,10.0,20.0,,,7.0,27.0,26.0,34.0,,,,,,5.0,9.0,8.0,17.0,6.0,4.0,5.0,,42.0,2.0,17.0,5.0,23.0,13.0,36.0,3.0,7.0,2.0,5.0,5.0,1.0,3.0,3.0,2.0,8.0,2.0,3.0,15.0,,2.0,,15.0,1.0,,21.0,3.0,,,10.0,,2.0,5.0,3.0,6.0,2.0,27.0,102.0,2.0,2.0,0.43333333333333335,0.5,,,,,,0.4918032786885246,0.5,0.5,0.4838709677419355,0.5,0.5,0.528169014084507,0.55,0.5869565217391305,0.016129032258064516,0.08196721311475409,0.13793103448275862,19.799498746867165,0.625,0.0641025641025641,0.14912280701754385,0.03389830508474576,0.11458333333333333,0.07471264367816093,0.05128205128205128,0.03571428571428571,0.075,0.1,0.16216216216216217,0.125,0.11538461538461539,0.3333333333333333,0.46774193548387094,0.41379310344827586,0.48,0.16666666666666666,0.11290322580645161,0.2857142857142857,0.2857142857142857,0.016129032258064516,,,,,,,,,,,,,,,,0.41935483870967744,,0.5067798387096774,0.6015125,0.5390750000000001,0.14492753623188406,0.14705882352941177,,0.14666666666666667,0.36,6.272131147540983,23.5,0.2982456140350877,16.0,25.0,8.0,8.0,12.0,,1.0,8.0,2.0,11.0,,,,,0.09565217391304348,0.16666666666666666,0.07142857142857142,0.06666666666666667,,0.4032258064516129,0.64,0.6666666666666666,0.5625,1.0,0.8,,,0.6,0.6666666666666666,5.0,,1.0,,,0.04,,0.625,,1.0,,1.0,,2.0,0.5,1.0,1.0,1.0,,True,
203500,1610612745,Steven Adams,Steven Adams,203500,HOU,5567.0,93.0,32.0,170.0,167.0,50.0,20.0,29.0,337.0,,2.0,,,,,,,,,,,,,,8.0,13.0,,,11.0,27.0,159.0,4.0,6.0,,,9.0,1.0,1.0,,,8.0,10.0,8.0,8.0,,,,,,1.0,,,,,,,,,3.0,12.0,3.0,15.0,12.0,27.0,,3.0,2.0,1.0,,,,3.0,,3.0,1.0,2.0,5.0,,1.0,2.0,15.0,3.0,,20.0,,,,3.0,,7.0,6.0,1.0,6.0,1.0,10.0,50.0,,1.0,0.5,1.0,,,,,,0.6153846153846154,0.6666666666666666,1.0,0.6153846153846154,0.6666666666666666,1.0,0.5869565217391305,0.6428571428571429,0.625,,0.07692307692307693,,12.440191387559809,,0.08823529411764706,0.17142857142857143,0.125,0.14423076923076922,0.13636363636363635,0.0625,0.25,,,0.13725490196078433,0.2631578947368421,,0.16666666666666666,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,0.8461538461538461,,0.5545076923076924,0.5951600000000001,0.5287,0.1875,0.1875,,0.3333333333333333,0.37037037037037035,2.569230769230769,,0.29411764705882354,8.0,11.0,6.0,1.0,1.0,,1.0,8.0,,9.0,,,,,0.140625,0.058823529411764705,0.2,,0.25,0.8461538461538461,0.7272727272727273,0.8,0.5,,1.0,,,1.0,1.0,4.0,,,,,0.09090909090909091,,0.6666666666666666,,,,1.0,1.0,4.0,,,,,1.0,True,
1628988,1610612745,Aaron Holiday,Aaron Holiday,1628988,HOU,627.0,10.0,6.0,20.0,20.0,5.0,1.0,1.0,40.0,,1.0,,,,,,,,,1.0,2.0,1.0,,,,1.0,1.0,2.0,,3.0,16.0,,,1.0,1.0,3.0,,,,,,,,,,3.0,,2.0,1.0,,1.0,,1.0,,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,0.5,1.0,,0.5,,,,0.5,1.5,,0.5,1.5,,0.6666666666666666,,,14.285714285714286,,,,,,0.14285714285714285,,,,,,,,,0.3333333333333333,,,,,,,,,,,0.6666666666666666,0.5,0.5,,,,,1.0,,,,,0.6666666666666666,0.5,0.4973166666666667,0.4989,,,,,1.0,,10.5,28.55,0.25,,,,,,1.0,,,,1.0,,,,,0.2,,0.25,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,
1641715,1610612745,Cam Whitmore,Cam Whitmore,1641715,HOU,18.0,,-2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
