EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,NonShootingPenaltyNonTakeFouls,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,HeaveAttempts,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,BadPassTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,PenaltyCorner3FGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,FTOffRebounds,BadPassSteals,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,FTDefRebounds,PenaltyFg3Pct,PenaltyArc3Accuracy,Fg3aBlocked,BlockedAtRim,FG3APctBlocked,Corner3PctBlocked,DefFTReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,OffCorner3ReboundPct,on,Corner3FGM,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGM,BadPassOutOfBoundsTurnovers,Offensive Fouls,OffensiveGoaltends,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,Transition Take Fouls Drawn,SecondChanceFg3Pct,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,LongMidRangePctBlocked,Charge Fouls,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1628371,1610612753,Jonathan Isaac,Jonathan Isaac,1628371,ORL,1850.0,31,-2,55,51,15.0,22.0,11.0,106,3.0,3.0,1.0,1.0,3.0,3.0,2.0,6.0,58,6.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,0.6,0.6,0.4,9.859154929577466,0.5,0.18181818181818182,0.0625,0.14285714285714285,0.0625,0.16666666666666666,0.0625,0.2,0.07142857142857142,0.2,0.25,0.2,1.0,0.6,1.0,1.0,1.0,0.2,0.2,1.0,0.66261,1.3333333333333333,24.85,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629048,1610612753,Goga Bitadze,Goga Bitadze,1629048,ORL,217.0,4,-7,7,6,3.0,4.0,1.0,13,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42857142857142855,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630175,1610612753,Cole Anthony,Cole Anthony,1630175,ORL,3044.0,51,-13,94,85,27.0,34.0,16.0,179,1.0,1.0,,6.0,4.0,8.0,6.0,11.0,105,8.0,5.0,5.0,1.0,6.0,1.0,3.0,13.0,2.0,1.0,3.0,1.0,4.0,3.0,7.0,,,8.0,1.0,,1.0,9.0,6.0,12.0,,5.0,,,1.0,,27.0,1.0,1.0,0.5,0.2857142857142857,0.34375,0.42857142857142855,21.551724137931036,0.8888888888888888,0.05,0.043478260869565216,0.25,0.06896551724137931,0.125,0.057692307692307696,,0.08,0.1111111111111111,,0.2,,0.07142857142857142,1.0,1.0,1.0,,0.42857142857142855,0.5,0.4967416666666667,11.549999999999999,33.016666666666666,0.2872340425531915,2.0,2.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,0.5,0.3333333333333333,0.3333333333333333,0.07692307692307693,0.5,0.1111111111111111,0.14285714285714285,0.35714285714285715,0.6,0.6,1.0,1.0,0.3333333333333333,0.54645,0.38665,0.125,0.2,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630532,1610612753,Franz Wagner,Franz Wagner,1630532,ORL,2075.0,35,-15,61,57,13.0,23.0,12.0,118,2.0,2.0,1.0,6.0,8.0,15.0,7.0,27.0,76,4.0,6.0,6.0,1.0,7.0,1.0,4.0,15.0,,1.0,,3.0,3.0,2.0,5.0,1.0,,1.0,,,,1.0,,3.0,,5.0,1.0,1.0,1.0,,13.0,0.25,0.25,0.5333333333333333,0.4318181818181818,0.5,0.3181818181818182,35.064935064935064,1.0,0.23076923076923078,0.05263157894736842,,,0.13636363636363635,0.02702702702702703,0.16666666666666666,,0.125,0.3333333333333333,,,0.09090909090909091,1.0,1.0,0.5,0.045454545454545456,0.2727272727272727,0.4090909090909091,0.4742022727272727,9.233333333333333,26.25714285714286,0.21311475409836064,2.0,11.0,2.0,2.0,,1.0,8.0,,,2.0,2.0,4.0,,,2.0,,1.0,,,,9.0,3.0,,,4.0,,,0.3333333333333333,,,,0.5,0.09090909090909091,1.0,1.0,,,0.25,0.5947,0.43971250000000006,0.12,0.16666666666666666,0.14814814814814814,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,12.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.36363636363636365,0.36363636363636365,0.25,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,1.0,0.25,0.16666666666666666,0.14814814814814814,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203484,1610612753,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,ORL,265.0,4,-11,9,8,1.0,4.0,2.0,17,,,1.0,2.0,,,3.0,,16,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,27.272727272727273,,,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,1.0,0.5566,,25.46666666666667,0.1111111111111111,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631094,1610612753,Paolo Banchero,Paolo Banchero,1631094,ORL,1161.0,19,9,33,30,7.0,13.0,7.0,63,2.0,2.0,,2.0,4.0,7.0,2.0,17.0,29,2.0,2.0,2.0,,2.0,,,4.0,3.0,1.0,,1.0,2.0,4.0,6.0,,,2.0,,,,2.0,,1.0,,3.0,1.0,1.0,1.0,1.0,7.0,0.25,0.3333333333333333,0.5714285714285714,0.7777777777777778,0.7727272727272727,0.2222222222222222,30.952380952380953,1.0,0.14285714285714285,0.125,,0.25,0.07692307692307693,0.2,,0.3,0.5,,,1.0,0.2222222222222222,1.0,1.0,,,0.2222222222222222,0.4444444444444444,0.49365,9.671428571428573,25.0,0.21212121212121213,,3.0,1.0,2.0,,1.0,3.0,,,,1.0,3.0,,1.0,1.0,1.0,2.0,,,2.0,4.0,2.0,,,3.0,,1.5,1.5,0.16666666666666666,,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.5,0.5,1.0,,1.0,0.4595,0.5436,0.18181818181818182,0.2222222222222222,0.17647058823529413,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,2.0,,6.0,3.0,2.0,,,,,,,0.5,1.0,1.0,0.5,0.5,0.5,,,0.3333333333333333,0.3333333333333333,,1.0,1.0,0.5,0.5,1.0,,1.0,0.11764705882352941,,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203914,1610612753,Gary Harris,Gary Harris,203914,ORL,2482.0,41,-1,74,67,22.0,29.0,14.0,141,,,1.0,2.0,,,3.0,3.0,79,,2.0,1.0,,1.0,,1.0,2.0,,1.0,,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,1.0,3.0,,,1.0,,1.0,1.0,22.0,,,,0.5,0.5,1.0,3.191489361702128,,0.0625,0.045454545454545456,,,0.037037037037037035,0.023809523809523808,0.16666666666666666,,,,,1.0,,,,,0.3333333333333333,0.6666666666666666,1.0,0.39165,,25.2,0.2972972972972973,,,,,1.0,2.0,,1.0,,,2.0,3.0,,,,,,,,,,,,,3.0,,0.75,0.75,,,,,,,,,1.0,1.0,0.2847,0.315375,,,1.0,,,,,1.0,1.0,,,,,,3.0,1.0,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,,,0.5,0.5,1.0,,,,0.5,,,,1.0,1.0,,,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631216,1610612753,Caleb Houstan,Caleb Houstan,1631216,ORL,487.0,8,-10,18,15,9.0,6.0,1.0,33,,,,3.0,,,3.0,,23,,3.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,9.0,,,,,,1.0,20.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0.49915000000000004,,25.633333333333336,0.5,,,,,,2.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,0.486825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641710,1610612753,Anthony Black,Anthony Black,1641710,ORL,2195.0,37,-2,71,64,25.0,23.0,11.0,135,5.0,10.0,1.0,6.0,7.0,14.0,7.0,16.0,71,8.0,6.0,,,,,,,2.0,3.0,2.0,1.0,3.0,5.0,8.0,3.0,1.0,,,,,,3.0,4.0,,3.0,,,,,25.0,0.5714285714285714,0.5714285714285714,0.5,0.3333333333333333,0.36363636363636365,0.3333333333333333,25.28735632183908,,0.0625,0.1875,0.25,0.09523809523809523,0.125,0.13513513513513514,0.4,0.1111111111111111,0.14285714285714285,,0.16666666666666666,,0.47619047619047616,0.5,0.5,0.8,0.047619047619047616,0.2857142857142857,0.8095238095238095,0.5530357142857143,4.742857142857143,25.685714285714287,0.352112676056338,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,,,,2.0,,,,,4.0,1.0,,,4.0,0.6666666666666666,0.4,0.4,0.125,0.5,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.5,0.5,,0.16666666666666666,0.4,0.556275,0.61654,0.045454545454545456,0.06666666666666667,0.25,1.0,4.0,1.0,,,,1.0,5.0,3.0,,6.0,,,,2.0,,,,,,,,0.2,0.16666666666666666,0.21428571428571427,,,0.5,0.5,,,,,0.6666666666666666,0.25,,,0.1875,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,0.4,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628976,1610612753,Wendell Carter Jr.,Wendell Carter Jr.,1628976,ORL,855.0,14,-14,25,23,6.0,10.0,5.0,48,2.0,3.0,,1.0,3.0,5.0,1.0,6.0,37,2.0,1.0,,,,,,,1.0,2.0,,1.0,1.0,3.0,4.0,,,,,,,,1.0,1.0,,,,,,,6.0,0.3333333333333333,1.0,0.6,0.5,0.5,0.16666666666666666,19.35483870967742,,0.2,0.2857142857142857,,0.125,0.1111111111111111,0.2,,,,,,,0.5,0.6666666666666666,1.0,,,0.16666666666666666,0.6666666666666666,0.5265000000000001,4.72,28.1,0.24,,2.0,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,2.0,1.0,0.5,0.5,0.4,,,0.3333333333333333,,,,,,0.5,0.6054666666666666,0.57135,,,0.3333333333333333,2.0,3.0,1.0,,,,2.0,3.0,4.0,,4.0,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,1.0,0.5,0.5,1.0,,,,1.0,0.6666666666666666,,,0.6666666666666666,,,,,,4.0,,,,,,,,,1.0,1.0,,,0.5,1.0,1.0,0.2,0.3333333333333333,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
