EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceFtPoints,PtsPutbacks,OffTwoPtRebounds,FTOffRebounds,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,BlockedShortMidRange,LongMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FTDefRebounds,Loose Ball Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,BlockedLongMidRange,AtRimPctBlocked,SecondChanceAtRimPctAssisted,Travels,Blocked3s,BlockedCorner3,LostBallOutOfBoundsTurnovers,Transition Take Fouls Drawn,BlockedArc3,on,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Transition Take Fouls
1627832,1610612745,Fred VanVleet,Fred VanVleet,1627832,HOU,11942.0,199,8.0,368,370,74,69.0,44.0,738,2.0,3.0,1.0,1.0,1.0,1.0,5.0,10.0,3.0,7.0,2.0,5.0,1.0,1.0,1.0,1.0,18.0,39.0,3.0,6.0,9.0,10.0,20.0,20.0,44.0,15.0,95.0,427,3.0,4.0,1.0,4.0,9.0,2.0,4.0,7.0,10.0,6.0,31.0,4.0,16.0,42.0,18.0,39.0,18.0,2.0,21.0,3.0,24.0,2.0,1.0,11.0,8.0,2.0,51.0,2.0,9.0,6.0,15.0,2.0,17.0,1.0,6.0,3.0,3.0,6.0,1.0,3.0,1.0,3.0,7.0,1.0,5.0,11.0,1.0,1.0,15.0,1.0,15.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,31.0,74,1.0,1.0,0.2,0.2,0.7,0.45454545454545453,0.25,0.7,0.45454545454545453,0.5,0.75,0.5,0.625,0.5625,0.8928571428571429,0.6521739130434783,0.5625,0.90625,0.6875,0.1,0.2,17.605633802816904,0.8571428571428571,0.07407407407407407,0.08411214953271028,0.028985507246376812,0.0797872340425532,0.011560693641618497,0.02,0.05263157894736842,0.041666666666666664,0.09523809523809523,0.06666666666666667,0.10144927536231885,0.05263157894736842,0.03225806451612903,1.0,0.046875,0.6666666666666666,0.6666666666666666,0.5,0.15625,0.5,0.625,0.2,0.109375,0.42857142857142855,0.42857142857142855,0.078125,0.4,0.4,1.0,0.609375,0.46153846153846156,0.46153846153846156,0.6666666666666666,0.125,1.0,0.125,1.0,1.0,0.375,0.07142857142857142,1.0,0.07142857142857142,1.0,0.6428571428571429,0.6666666666666666,0.734375,0.46153846153846156,0.5072166666666665,0.48984000000000005,0.471825,0.05970149253731343,0.17391304347826086,0.09473684210526316,0.3263157894736842,11.389999999999999,26.684090909090912,0.20108695652173914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628415,1610612745,Dillon Brooks,Dillon Brooks,1628415,HOU,12332.0,206,10.0,383,383,78,70.0,45.0,766,2.0,9.0,,2.0,2.0,3.0,11.0,18.0,5.0,7.0,3.0,12.0,,1.0,2.0,4.0,7.0,17.0,3.0,2.0,6.0,18.0,34.0,10.0,29.0,20.0,86.0,439,4.0,7.0,2.0,4.0,18.0,3.0,5.0,4.0,10.0,7.0,25.0,12.0,24.0,27.0,3.0,17.0,7.0,3.0,6.0,3.0,9.0,1.0,2.0,3.0,3.0,,21.0,2.0,5.0,8.0,13.0,9.0,22.0,2.0,5.0,4.0,1.0,5.0,1.0,2.0,4.0,3.0,9.0,1.0,10.0,27.0,,2.0,13.0,,24.0,,,9.0,3.0,2.0,1.0,2.0,2.0,25.0,78,,3.0,0.3333333333333333,0.375,0.9,0.3448275862068966,0.5,0.4,0.3448275862068966,0.5294117647058824,0.5714285714285714,0.6,0.5238095238095238,0.6363636363636364,0.6,0.5733333333333334,0.6923076923076923,0.625,0.4603174603174603,0.08823529411764706,0.1111111111111111,19.004524886877828,0.5555555555555556,0.09302325581395349,0.044642857142857144,0.027777777777777776,0.06565656565656566,0.0449438202247191,0.019230769230769232,0.05,0.1111111111111111,0.09090909090909091,0.06666666666666667,0.04054054054054054,0.05263157894736842,0.0625,1.0,0.14285714285714285,0.2222222222222222,0.2222222222222222,0.5,0.2857142857142857,0.6111111111111112,0.6875,0.2727272727272727,0.1111111111111111,0.7142857142857143,0.8333333333333334,0.19047619047619047,0.25,0.25,1.0,0.2698412698412698,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.18181818181818182,,0.09090909090909091,,,0.2727272727272727,0.2,0.6666666666666666,0.26666666666666666,0.5,0.4,0.3333333333333333,0.6031746031746031,0.4117647058823529,0.5132333333333332,0.48086249999999997,0.5458999999999999,0.125,0.20930232558139536,0.20930232558139536,0.29069767441860467,8.985294117647058,25.26551724137931,0.20365535248041775,2.0,4.0,4.0,6.0,1.0,1.0,1.0,2.0,1.0,0.14285714285714285,0.09090909090909091,0.05660377358490566,0.13043478260869565,0.028985507246376812,0.07142857142857142,0.4,0.6666666666666666,0.5,,,,,,,,,,,,,,,,True,,,,,,
1628988,1610612745,Aaron Holiday,Aaron Holiday,1628988,HOU,99.0,2,2.0,3,3,3,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1631106,1610612745,Tari Eason,Tari Eason,1631106,HOU,2731.0,46,-16.0,86,93,24,32.0,7.0,179,6.0,6.0,,,,,1.0,1.0,,,1.0,3.0,,1.0,,1.0,1.0,4.0,,1.0,2.0,7.0,7.0,2.0,7.0,3.0,23.0,112,,,,1.0,2.0,,,1.0,3.0,3.0,6.0,8.0,6.0,6.0,,4.0,1.0,,1.0,,1.0,,,1.0,,,2.0,,3.0,4.0,9.0,1.0,10.0,,6.0,5.0,1.0,3.0,,1.0,1.0,2.0,4.0,1.0,2.0,4.0,,,4.0,,6.0,,,1.0,1.0,4.0,2.0,4.0,2.0,6.0,24,1.0,1.0,0.5714285714285714,0.5714285714285714,1.0,0.2857142857142857,,0.3333333333333333,0.2857142857142857,1.0,,,0.7142857142857143,,0.5,0.71875,0.3333333333333333,0.75,0.5,,,21.27659574468085,0.75,0.2,0.15789473684210525,,0.1794871794871795,0.03225806451612903,,,0.16666666666666666,0.375,,0.17647058823529413,,,0.5,0.42857142857142855,1.0,1.0,0.5,0.07142857142857142,1.0,1.0,1.0,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.25,0.3333333333333333,1.0,,,1.0,,,,,,0.3333333333333333,,0.6666666666666666,0.5,0.9285714285714286,0.25,0.6260535714285715,0.5049,0.5624,0.06666666666666667,0.125,0.08695652173913043,0.2608695652173913,2.4714285714285715,24.657142857142855,0.27906976744186046,,2.0,,1.0,,,1.0,,2.0,,,0.07692307692307693,0.3333333333333333,,,,,,1.0,2.0,2.0,0.14285714285714285,0.25,0.5,,,,,,,,,,True,,,,,,
203500,1610612745,Steven Adams,Steven Adams,203500,HOU,3753.0,63,5.0,114,111,19,11.0,17.0,225,5.0,8.0,3.0,4.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,6.0,12.0,,,4.0,16.0,127,3.0,5.0,,,7.0,1.0,1.0,,,1.0,3.0,6.0,6.0,,,,,1.0,1.0,,1.0,,,1.0,,,2.0,3.0,6.0,4.0,10.0,9.0,19.0,,2.0,1.0,1.0,,,,2.0,,2.0,,2.0,4.0,,,6.0,,6.0,,,2.0,1.0,3.0,1.0,3.0,,3.0,19,,1.0,0.5,1.0,,,,,,0.5,0.6,1.0,0.5,0.6,1.0,0.5333333333333333,0.5833333333333334,0.75,,0.08333333333333333,,12.40875912408759,,0.16,0.1935483870967742,0.13043478260869565,0.17857142857142858,0.16071428571428573,0.16666666666666666,,0.2222222222222222,,0.4,0.13636363636363635,0.3333333333333333,,,0.6666666666666666,0.625,0.7142857142857143,0.4,0.3333333333333333,0.25,0.25,1.0,,,,,,,,,,,,0.8,0.75,,,,,1.0,1.0,,,,,0.6666666666666666,,0.5128083333333334,0.5083666666666667,0.6191,0.14285714285714285,0.14285714285714285,0.4375,0.1875,3.608333333333333,,0.16666666666666666,,1.0,6.0,6.0,,1.0,,2.0,1.0,,,0.18181818181818182,0.125,0.21739130434782608,,,,,,,1.0,,,,1.0,0.125,,,,,,,,True,,,,,,
1630224,1610612745,Jalen Green,Jalen Green,1630224,HOU,8624.0,144,26.0,275,268,48,50.0,30.0,543,7.0,9.0,1.0,1.0,2.0,2.0,3.0,16.0,,1.0,1.0,7.0,,1.0,,1.0,7.0,22.0,2.0,2.0,4.0,10.0,26.0,8.0,29.0,8.0,52.0,308,1.0,1.0,,3.0,2.0,2.0,5.0,2.0,5.0,1.0,11.0,12.0,8.0,12.0,12.0,22.0,7.0,3.0,10.0,5.0,15.0,2.0,3.0,4.0,5.0,1.0,35.0,1.0,18.0,10.0,28.0,2.0,30.0,1.0,1.0,,1.0,6.0,,4.0,1.0,2.0,7.0,,2.0,4.0,,,9.0,,13.0,1.0,2.0,4.0,1.0,,,,,11.0,48,,1.0,0.6,0.6,0.5,0.27586206896551724,,0.4,0.27586206896551724,0.38461538461538464,1.0,0.4,0.4,0.25,0.5,0.4406779661016949,0.25,0.5,0.5272727272727272,0.11538461538461539,0.125,21.153846153846153,0.8571428571428571,0.15625,0.21951219512195122,0.02040816326530612,0.1917808219178082,0.016260162601626018,0.029411764705882353,,0.14285714285714285,0.09090909090909091,0.4,0.2692307692307692,0.13333333333333333,0.03125,,0.16363636363636364,0.7777777777777778,0.875,0.5714285714285714,0.2909090909090909,0.1875,0.21428571428571427,0.6666666666666666,0.01818181818181818,,,0.12727272727272726,0.14285714285714285,0.14285714285714285,1.0,0.4,0.3181818181818182,0.3333333333333333,0.42857142857142855,0.25,1.0,0.25,,,0.5,0.2,1.0,0.1,,0.4,0.5,0.6909090909090909,0.3181818181818182,0.52559,0.4953,0.543505,0.06896551724137931,0.13793103448275862,0.038461538461538464,0.21153846153846154,7.092307692307693,25.67241379310345,0.17454545454545456,,,,1.0,,,1.0,,,,,0.013513513513513514,,,0.08333333333333333,,,,1.0,,,0.034482758620689655,0.045454545454545456,,,0.1111111111111111,1.0,,,,,,,True,,,,,,
1630578,1610612745,Alperen Sengun,Alperen Sengun,1630578,HOU,10336.0,172,28.0,320,318,68,58.0,36.0,638,18.0,24.0,5.0,6.0,4.0,5.0,24.0,48.0,1.0,7.0,1.0,1.0,,,1.0,1.0,1.0,4.0,,,1.0,43.0,79.0,2.0,5.0,9.0,101.0,353,6.0,9.0,,,13.0,5.0,10.0,1.0,2.0,2.0,15.0,44.0,42.0,6.0,,4.0,1.0,1.0,9.0,16.0,25.0,14.0,2.0,5.0,2.0,2.0,66.0,3.0,26.0,16.0,44.0,11.0,55.0,4.0,7.0,5.0,2.0,6.0,,4.0,4.0,2.0,10.0,1.0,4.0,15.0,,2.0,20.0,,18.0,,,9.0,,2.0,1.0,3.0,2.0,15.0,68,,,0.5116279069767442,0.5789473684210527,1.0,0.4,,0.5,0.4,0.5443037974683544,0.6666666666666666,0.5,0.5476190476190477,0.6666666666666666,0.5416666666666666,0.543010752688172,0.65,0.5357142857142857,0.05952380952380952,0.012658227848101266,,28.065395095367847,0.6,0.22857142857142856,0.25742574257425743,0.05357142857142857,0.24561403508771928,0.0738255033557047,0.025,0.125,0.17391304347826086,0.32432432432432434,,0.2153846153846154,0.3333333333333333,0.10810810810810811,0.6666666666666666,0.2857142857142857,0.75,0.782608695652174,0.4444444444444444,0.5714285714285714,0.5,0.5,0.5416666666666666,0.08333333333333333,0.14285714285714285,0.14285714285714285,0.011904761904761904,1.0,1.0,1.0,0.047619047619047616,0.25,0.25,1.0,0.6666666666666666,0.8333333333333334,,,,,0.4166666666666667,0.8,0.08333333333333333,1.0,0.08333333333333333,,0.34523809523809523,0.25,0.4908636904761905,0.5523125,0.49724166666666664,0.0967741935483871,0.10227272727272728,0.12871287128712872,0.1485148514851485,7.073417721518989,25.419999999999998,0.2125,,1.0,10.0,8.0,,2.0,2.0,1.0,1.0,,,0.08602150537634409,0.10526315789473684,0.08333333333333333,0.07142857142857142,1.0,,,,2.0,1.0,,,0.5,,0.041666666666666664,,1.0,1.0,1.0,,,,True,,,,,,
1631095,1610612745,Jabari Smith Jr.,Jabari Smith Jr.,1631095,HOU,2831.0,47,-9.0,82,86,18,17.0,12.0,168,,,,,,,,3.0,,,1.0,1.0,,,,,1.0,3.0,,,1.0,,3.0,2.0,4.0,1.0,7.0,92,,,,,,,,,1.0,,,,,6.0,,3.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,5.0,,3.0,5.0,8.0,1.0,9.0,,1.0,1.0,,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,,,3.0,,2.0,,,1.0,,1.0,,1.0,1.0,,18,3.0,,,,1.0,0.5,,,0.5,,,,0.42857142857142855,,,0.4375,,,0.5714285714285714,0.3333333333333333,0.3333333333333333,11.76470588235294,0.75,0.35714285714285715,0.14285714285714285,,0.22857142857142856,0.024390243902439025,,,0.3333333333333333,0.375,0.3333333333333333,0.11764705882352941,0.25,,1.0,,,,,0.42857142857142855,,,,,,,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,1.0,,0.5714285714285714,0.3333333333333333,0.4966071428571429,,0.49185,0.125,0.25,,,9.866666666666667,25.174999999999997,0.21951219512195122,,,,1.0,,,,,1.0,,,0.037037037037037035,,0.058823529411764705,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,
1641708,1610612745,Amen Thompson,Amen Thompson,1641708,HOU,9012.0,150,-4.0,284,283,58,43.0,34.0,567,17.0,21.0,5.0,7.0,7.0,9.0,7.0,21.0,2.0,5.0,,,,,,,,,,,,26.0,47.0,,,17.0,69.0,331,5.0,9.0,,,11.0,8.0,12.0,,,7.0,23.0,26.0,26.0,,,,,4.0,7.0,5.0,12.0,5.0,,2.0,5.0,,29.0,3.0,13.0,4.0,17.0,14.0,31.0,3.0,7.0,4.0,3.0,5.0,1.0,4.0,3.0,1.0,8.0,,3.0,13.0,,2.0,18.0,,26.0,4.0,,13.0,2.0,5.0,3.0,6.0,2.0,23.0,58,,2.0,0.5,0.5909090909090909,,,,,,0.5531914893617021,0.5555555555555556,0.6666666666666666,0.5531914893617021,0.5555555555555556,0.6666666666666666,0.5948275862068966,0.6111111111111112,0.7666666666666667,,0.0851063829787234,0.14285714285714285,20.18348623853211,0.625,0.057971014492753624,0.14942528735632185,0.05084745762711865,0.10897435897435898,0.09352517985611511,0.07317073170731707,,0.045454545454545456,0.02702702702702703,0.2,0.12962962962962962,0.18181818181818182,0.17647058823529413,0.3333333333333333,0.44680851063829785,0.8095238095238095,0.85,0.5294117647058824,0.44680851063829785,0.3333333333333333,0.3888888888888889,0.2857142857142857,0.10638297872340426,0.4,0.4,,,,,,,,,0.7777777777777778,0.7142857142857143,,,,,0.75,0.7777777777777778,,,,,0.44680851063829785,,0.5152893617021275,0.5930142857142858,0.554625,0.23214285714285715,0.23214285714285715,0.15942028985507245,0.3333333333333333,6.276595744680851,,0.20422535211267606,,1.0,8.0,10.0,1.0,1.0,,,2.0,,0.125,0.125,0.29411764705882354,0.07547169811320754,0.1,1.0,,,,,1.0,,,,,0.047619047619047616,,1.0,1.0,,1.0,1.0,1.0,True,,,,,,
1627832,1610612745,Fred VanVleet,Fred VanVleet,1627832,HOU,4871.0,81,13.0,162,163,71,45.0,30.0,325,,,,,,,1.0,8.0,2.0,3.0,1.0,3.0,,1.0,1.0,1.0,6.0,15.0,1.0,2.0,7.0,3.0,11.0,7.0,18.0,9.0,36.0,179,,,,2.0,,2.0,5.0,3.0,8.0,2.0,15.0,,6.0,15.0,6.0,13.0,6.0,2.0,3.0,4.0,7.0,2.0,2.0,1.0,2.0,,18.0,1.0,7.0,4.0,11.0,1.0,12.0,1.0,1.0,,1.0,4.0,,3.0,2.0,1.0,6.0,2.0,,5.0,,1.0,9.0,1.0,9.0,,,3.0,1.0,1.0,,1.0,,15.0,71,,1.0,,,0.7142857142857143,0.3888888888888889,,0.375,0.4375,0.2727272727272727,,0.4,0.46551724137931033,,0.5,0.5454545454545454,,0.5357142857142857,0.6206896551724138,0.18181818181818182,0.25,19.40298507462687,0.6666666666666666,0.10256410256410256,0.14583333333333334,0.037037037037037035,0.12643678160919541,0.011904761904761904,0.06666666666666667,,,0.14285714285714285,0.16666666666666666,0.058823529411764705,0.35714285714285715,0.06666666666666667,,,,,,0.27586206896551724,0.125,0.16666666666666666,,0.10344827586206896,0.6666666666666666,0.6666666666666666,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.5172413793103449,0.4,0.4,0.6666666666666666,,,0.5,,,0.5,,,0.07692307692307693,1.0,0.5384615384615384,0.2857142857142857,0.6206896551724138,0.46153846153846156,0.48954999999999993,0.5847,0.47747083333333334,0.125,0.21428571428571427,,0.4166666666666667,11.363636363636363,28.044444444444444,0.4382716049382716,,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,False,2.0,1.0,1.0,0.05555555555555555,,
