EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Charge Fouls,LongMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,Fg3aBlocked,Travels,Loose Ball Fouls Drawn,Blocked3s,BlockedCorner3,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,FTDefRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,DefFTReboundPct,Transition Take Fouls,LostBallOutOfBoundsTurnovers,Transition Take Fouls Drawn,BlockedArc3,on,Offensive Fouls Drawn,BlockedLongMidRange
1627832,1610612745,Fred VanVleet,Fred VanVleet,1627832,HOU,11075.0,185,17,357,356,89,83.0,41.0,713,1.0,1.0,4.0,9.0,3.0,7.0,3.0,7.0,1.0,2.0,2.0,2.0,13.0,27.0,1.0,3.0,7.0,8.0,17.0,16.0,34.0,14.0,78.0,412,2.0,3.0,1.0,3.0,7.0,1.0,2.0,5.0,9.0,5.0,22.0,4.0,12.0,39.0,9.0,2.0,25.0,13.0,1.0,16.0,3.0,19.0,2.0,1.0,8.0,6.0,2.0,41.0,10.0,5.0,15.0,15.0,4.0,1.0,3.0,7.0,4.0,1.0,3.0,8.0,3.0,3.0,9.0,1.0,1.0,1.0,11.0,14.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,22.0,89,1.0,2.0,0.25,0.25,0.8125,0.47058823529411764,0.3333333333333333,0.5555555555555556,0.5,0.47058823529411764,0.6666666666666666,0.5,0.6274509803921569,0.5833333333333334,0.7727272727272727,0.6696428571428571,0.5833333333333334,0.8076923076923077,0.6666666666666666,0.058823529411764705,0.1111111111111111,15.403422982885086,0.875,0.06097560975609756,0.09259259259259259,0.07894736842105263,0.038461538461538464,0.047619047619047616,0.14285714285714285,0.07352941176470588,0.125,0.5,0.0196078431372549,1.0,1.0,1.0,0.17647058823529413,0.4444444444444444,0.5,0.25,0.13725490196078433,0.42857142857142855,0.42857142857142855,0.13725490196078433,0.42857142857142855,0.42857142857142855,1.0,0.5294117647058824,0.48148148148148145,0.48148148148148145,0.7692307692307693,0.3333333333333333,0.5,1.0,0.16666666666666666,0.18181818181818182,1.0,0.6363636363636364,0.42857142857142855,0.6862745098039216,0.52,0.5070260416666665,0.5126000000000001,0.48936999999999997,0.07547169811320754,0.15789473684210525,0.029411764705882353,0.08974358974358974,0.28205128205128205,12.299999999999997,27.36764705882353,0.24929971988795518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628415,1610612745,Dillon Brooks,Dillon Brooks,1628415,HOU,8624.0,144,26,275,268,48,50.0,30.0,543,2.0,6.0,9.0,14.0,5.0,7.0,2.0,8.0,,1.0,2.0,3.0,5.0,10.0,1.0,2.0,5.0,16.0,27.0,7.0,18.0,15.0,68.0,308,3.0,5.0,1.0,2.0,11.0,3.0,4.0,4.0,8.0,6.0,24.0,12.0,20.0,21.0,,,10.0,5.0,3.0,5.0,2.0,7.0,,2.0,2.0,3.0,,16.0,3.0,6.0,9.0,15.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,7.0,21.0,,1.0,1.0,9.0,16.0,,,,6.0,,2.0,1.0,1.0,,1.0,1.0,24.0,48,,2.0,0.375,0.42857142857142855,1.0,0.3888888888888889,0.5,0.5,0.3888888888888889,0.5925925925925926,0.6,0.75,0.5888888888888889,0.6428571428571429,0.75,0.6415094339622641,0.6875,0.8,0.4,0.1111111111111111,0.14285714285714285,18.589743589743588,0.4,0.09375,0.036585365853658534,0.06164383561643835,0.14285714285714285,0.09090909090909091,,0.019230769230769232,0.06666666666666667,1.0,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3111111111111111,0.6428571428571429,0.75,0.3333333333333333,0.15555555555555556,0.7142857142857143,0.8333333333333334,0.17777777777777778,0.25,0.25,1.0,0.2222222222222222,0.5,0.5,1.0,0.14285714285714285,,,0.14285714285714285,0.25,0.6666666666666666,0.4166666666666667,0.4,0.5333333333333333,0.5,0.5075533333333334,0.46708999999999995,0.5345458333333334,0.11764705882352941,0.18181818181818182,,0.16176470588235295,0.35294117647058826,9.462962962962964,24.944444444444443,0.17454545454545456,1.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,0.14285714285714285,0.2,0.05405405405405406,0.02040816326530612,0.04065040650406504,0.06666666666666667,0.0425531914893617,0.08333333333333333,0.06666666666666667,0.05263157894736842,0.4,0.14285714285714285,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,True,,
1630224,1610612745,Jalen Green,Jalen Green,1630224,HOU,13151.0,219,23,426,424,116,95.0,51.0,850,15.0,21.0,4.0,20.0,,1.0,1.0,8.0,,1.0,,2.0,12.0,36.0,3.0,4.0,10.0,19.0,42.0,13.0,44.0,16.0,93.0,476,2.0,4.0,,4.0,4.0,4.0,9.0,4.0,12.0,4.0,24.0,18.0,20.0,18.0,21.0,,36.0,12.0,6.0,13.0,7.0,20.0,3.0,4.0,6.0,6.0,1.0,47.0,22.0,13.0,35.0,38.0,4.0,3.0,1.0,7.0,4.0,3.0,3.0,10.0,1.0,4.0,6.0,,,,17.0,24.0,2.0,,2.0,9.0,,2.0,1.0,1.0,,2.0,1.0,24.0,116,,2.0,0.47368421052631576,0.5,0.46153846153846156,0.29545454545454547,,0.3333333333333333,0.29545454545454547,0.4523809523809524,0.5,0.4444444444444444,0.4476744186046512,0.25,0.47619047619047616,0.48947368421052634,0.25,0.5,0.5116279069767442,0.14285714285714285,0.15,21.516393442622952,0.7,0.12871287128712872,0.16666666666666666,0.15021459227467812,0.15625,0.05555555555555555,0.3333333333333333,0.1744186046511628,0.15217391304347827,0.5,0.2441860465116279,0.7142857142857143,0.8333333333333334,0.4666666666666667,0.23255813953488372,0.2,0.23529411764705882,0.5,0.011627906976744186,,,0.09302325581395349,0.125,0.125,1.0,0.4186046511627907,0.3333333333333333,0.35294117647058826,0.4166666666666667,0.125,,,0.375,0.09523809523809523,,0.47619047619047616,0.4,0.7558139534883721,0.3333333333333333,0.527118023255814,0.46386000000000005,0.5327190476190475,0.0967741935483871,0.1836734693877551,,0.043010752688172046,0.25806451612903225,6.15,25.922727272727272,0.27230046948356806,3.0,4.0,5.0,,,2.0,1.0,2.0,,3.0,1.0,1.0,1.0,,,0.016260162601626018,0.014084507042253521,0.015463917525773196,,0.012987012987012988,0.058823529411764705,,0.022222222222222223,,0.375,,,0.23809523809523808,0.8,2.0,2.0,1.0,1.0,1.0,1.0,0.045454545454545456,0.14285714285714285,0.05555555555555555,0.02127659574468085,0.6666666666666666,0.5,,,,,,,,,True,,
1630578,1610612745,Alperen Sengun,Alperen Sengun,1630578,HOU,11283.0,188,28,361,356,98,76.0,45.0,717,17.0,25.0,23.0,55.0,1.0,9.0,1.0,2.0,,,1.0,1.0,2.0,5.0,1.0,1.0,1.0,41.0,89.0,3.0,7.0,13.0,104.0,394,8.0,13.0,,1.0,19.0,3.0,13.0,2.0,2.0,6.0,18.0,42.0,40.0,6.0,3.0,,5.0,2.0,3.0,12.0,15.0,27.0,12.0,3.0,7.0,3.0,2.0,69.0,27.0,19.0,48.0,64.0,9.0,7.0,2.0,4.0,3.0,5.0,1.0,9.0,3.0,7.0,22.0,,3.0,1.0,24.0,23.0,1.0,,,10.0,,2.0,2.0,1.0,1.0,3.0,2.0,18.0,98,1.0,2.0,0.5121951219512195,0.6,0.6666666666666666,0.42857142857142855,,1.0,0.42857142857142855,0.4606741573033708,0.6153846153846154,0.23076923076923078,0.4739583333333333,0.5714285714285714,0.4,0.48598130841121495,0.59375,0.45,0.07291666666666667,0.033707865168539325,0.01818181818181818,27.884615384615383,0.4444444444444444,0.2375,0.23076923076923078,0.233502538071066,0.20833333333333334,0.3023255813953488,0.07692307692307693,0.17105263157894737,0.34146341463414637,0.6666666666666666,0.2604166666666667,0.68,0.7391304347826086,0.35294117647058826,0.5729166666666666,0.41818181818181815,0.42592592592592593,0.6086956521739131,0.09375,0.1111111111111111,0.1111111111111111,0.020833333333333332,0.5,0.5,1.0,0.052083333333333336,0.4,0.4,0.5,,,,0.07142857142857142,0.06666666666666667,1.0,0.06666666666666667,1.0,0.3333333333333333,0.4,0.4809270833333332,0.5141692307692307,0.45324666666666663,0.09523809523809523,0.10204081632653061,,0.18269230769230768,0.17307692307692307,7.286516853932584,25.071428571428573,0.27146814404432135,7.0,1.0,3.0,,3.0,12.0,4.0,10.0,2.0,16.0,4.0,,2.0,,0.15384615384615385,0.09090909090909091,0.0625,0.08045977011494253,0.14814814814814814,0.07352941176470588,0.06666666666666667,0.13043478260869565,0.08333333333333333,1.0,0.5,,,0.2,0.3333333333333333,6.0,,1.0,2.0,1.0,1.0,,0.08,,0.024390243902439025,0.8571428571428571,,2.0,1.0,3.0,0.3333333333333333,,,,,True,,
1631095,1610612745,Jabari Smith Jr.,Jabari Smith Jr.,1631095,HOU,3366.0,56,-16,116,119,46,42.0,15.0,235,,,1.0,2.0,1.0,1.0,1.0,2.0,,,,,1.0,3.0,1.0,,1.0,2.0,3.0,2.0,5.0,2.0,12.0,131,,,,1.0,,1.0,2.0,,1.0,,2.0,4.0,,6.0,,,3.0,1.0,,,1.0,1.0,1.0,,,,,3.0,2.0,3.0,6.0,9.0,1.0,1.0,,2.0,,1.0,2.0,3.0,1.0,3.0,4.0,,,,3.0,2.0,,,,1.0,,,2.0,2.0,,2.0,1.0,2.0,46,1.0,,1.0,1.0,1.0,0.4,,,0.4,0.6666666666666666,,0.5,0.625,,0.3333333333333333,0.6666666666666666,,0.3333333333333333,0.625,,,8.955223880597014,0.6666666666666666,0.10344827586206896,0.06896551724137931,0.08620689655172414,,0.125,0.25,0.1,,0.5,,,,,0.25,0.5,0.5,1.0,0.125,1.0,1.0,0.25,0.5,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,,,0.3333333333333333,,0.625,0.3333333333333333,0.511375,0.5349,0.46526666666666666,0.1111111111111111,0.25,,,0.16666666666666666,11.266666666666666,24.7,0.39655172413793105,,,,,,,,2.0,1.0,3.0,,,,,0.14285714285714285,0.05405405405405406,,0.03773584905660377,,0.1,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,0.25,,,,,True,,
1631106,1610612745,Tari Eason,Tari Eason,1631106,HOU,4205.0,70,-3,138,143,45,48.0,16.0,281,10.0,13.0,1.0,3.0,1.0,2.0,3.0,7.0,,,,3.0,2.0,5.0,,2.0,4.0,12.0,18.0,5.0,12.0,4.0,43.0,157,,3.0,,,2.0,2.0,3.0,2.0,7.0,4.0,14.0,12.0,12.0,15.0,,,5.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,5.0,6.0,15.0,19.0,3.0,2.0,1.0,1.0,,3.0,1.0,4.0,,3.0,8.0,,,,4.0,6.0,,,,,,2.0,3.0,1.0,2.0,3.0,1.0,14.0,45,,2.0,0.5,0.5,1.0,0.4166666666666667,,0.2857142857142857,0.4166666666666667,0.6666666666666666,,0.6666666666666666,0.65,,0.5,0.671875,0.25,0.5833333333333334,0.4,0.1111111111111111,0.6666666666666666,23.225806451612904,0.25,0.16666666666666666,0.11904761904761904,0.14102564102564102,,0.2631578947368421,0.2,0.14705882352941177,,0.3333333333333333,0.43333333333333335,0.7692307692307693,0.7692307692307693,0.5,0.1,0.3333333333333333,1.0,1.0,0.06666666666666667,0.5,0.5,0.23333333333333334,0.42857142857142855,0.42857142857142855,1.0,0.16666666666666666,0.4,0.5,1.0,,,,,0.3,,0.4,0.5,0.8333333333333334,0.4,0.5890883333333333,0.5547,0.5409999999999999,,,,0.046511627906976744,0.32558139534883723,3.9722222222222223,24.09166666666667,0.32608695652173914,2.0,1.0,1.0,,2.0,,1.0,3.0,,4.0,,,2.0,,,0.08823529411764706,0.041666666666666664,0.06896551724137931,0.125,0.08695652173913043,,,,,0.6666666666666666,,,0.1,1.0,,1.0,,3.0,,,0.08333333333333333,,0.2,0.06666666666666667,,,4.0,,1.0,0.6666666666666666,1.0,,,,True,,
1641708,1610612745,Amen Thompson,Amen Thompson,1641708,HOU,9920.0,165,17,320,320,90,56.0,40.0,640,14.0,19.0,16.0,32.0,2.0,4.0,,1.0,,,,,,,,,,32.0,55.0,,1.0,18.0,82.0,366,6.0,8.0,,,13.0,10.0,15.0,,,7.0,27.0,26.0,38.0,,,,,,4.0,10.0,6.0,16.0,5.0,1.0,4.0,6.0,,38.0,15.0,5.0,21.0,32.0,8.0,4.0,4.0,7.0,5.0,3.0,2.0,10.0,3.0,2.0,15.0,,3.0,,17.0,25.0,3.0,,,13.0,,1.0,5.0,3.0,2.0,6.0,2.0,27.0,90,3.0,1.0,0.40625,0.4642857142857143,,,,,,0.5818181818181818,0.75,0.6666666666666666,0.5714285714285714,0.75,0.6666666666666666,0.6119402985074627,0.8125,0.75,0.017857142857142856,0.07272727272727272,0.09375,20.92391304347826,0.7,0.06578947368421052,0.15151515151515152,0.11428571428571428,0.041666666666666664,0.06976744186046512,0.1111111111111111,0.1864406779661017,0.1,0.3333333333333333,0.3392857142857143,0.7368421052631579,0.7777777777777778,0.5714285714285714,0.5714285714285714,0.5,0.5517241379310345,0.1875,0.07142857142857142,0.5,0.5,0.017857142857142856,,,,,,,,,,,,,,,,0.35714285714285715,,0.4961473214285714,0.5817714285714286,0.5219533333333334,0.19696969696969696,0.2,,0.15853658536585366,0.32926829268292684,6.427272727272726,23.5,0.28125,6.0,6.0,8.0,,1.0,8.0,2.0,8.0,1.0,11.0,2.0,1.0,,,0.08333333333333333,0.0851063829787234,0.038461538461538464,0.0684931506849315,0.23809523809523808,0.03225806451612903,0.09090909090909091,,0.10526315789473684,1.0,0.75,,,0.5333333333333333,0.75,5.0,,1.0,1.0,1.0,,,0.05263157894736842,,0.058823529411764705,0.8333333333333334,,1.0,,1.0,0.16666666666666666,,1.0,1.0,1.0,True,,
203500,1610612745,Steven Adams,Steven Adams,203500,HOU,3969.0,66,19,132,128,44,19.0,17.0,260,4.0,7.0,,1.0,,,,,,,,,,,,,,4.0,8.0,,,11.0,19.0,134,2.0,4.0,,,4.0,1.0,1.0,,,9.0,11.0,4.0,4.0,,,,,,1.0,3.0,,3.0,,,2.0,1.0,,6.0,5.0,1.0,6.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,,,,12.0,20.0,,,,2.0,,8.0,5.0,3.0,2.0,5.0,1.0,11.0,44,,2.0,0.5,1.0,,,,,,0.5,0.5,1.0,0.5,0.5,1.0,0.5277777777777778,0.5,0.6111111111111112,,0.125,,13.071895424836601,0.5,0.029411764705882353,0.10416666666666667,0.07317073170731707,,0.05263157894736842,,0.0625,0.1875,0.2,0.875,0.5714285714285714,0.6666666666666666,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,0.875,,0.5378875000000001,0.521325,0.5287,0.2,0.2,,0.21052631578947367,0.5789473684210527,1.9374999999999998,,0.3333333333333333,3.0,1.0,1.0,,,4.0,2.0,5.0,,7.0,,,,,,0.1282051282051282,0.125,0.12727272727272726,0.1,0.16,,0.2,,,0.75,,,1.0,1.0,2.0,,1.0,2.0,,,,0.14285714285714285,,0.09090909090909091,0.6666666666666666,,,,1.0,,,,,,True,,
1628988,1610612745,Aaron Holiday,Aaron Holiday,1628988,HOU,162.0,3,4,5,6,4,6.0,,11,,,,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,2,,,,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,0.5,,,40.0,,0.3333333333333333,,0.16666666666666666,1.0,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,,,0.5,,0.5,,0.4241,,0.4241,,,,,,21.7,69.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627832,1610612745,Fred VanVleet,Fred VanVleet,1627832,HOU,5738.0,96,4,173,177,56,31.0,33.0,350,1.0,2.0,2.0,9.0,2.0,3.0,,1.0,,,,,11.0,27.0,3.0,5.0,9.0,5.0,14.0,11.0,28.0,10.0,53.0,194,1.0,1.0,,3.0,2.0,3.0,7.0,5.0,9.0,3.0,24.0,,10.0,18.0,15.0,,27.0,11.0,3.0,8.0,4.0,12.0,2.0,2.0,4.0,4.0,,28.0,6.0,5.0,11.0,14.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,,2.0,7.0,,1.0,1.0,13.0,10.0,,,2.0,4.0,,,,,,,,24.0,56,,,,,0.5454545454545454,0.39285714285714285,,0.5555555555555556,0.39285714285714285,0.35714285714285715,1.0,0.42857142857142855,0.5119047619047619,0.25,0.65625,0.5543478260869565,0.25,0.6764705882352942,0.6666666666666666,0.21428571428571427,0.3333333333333333,23.394495412844034,0.6,0.13157894736842105,0.1276595744680851,0.12941176470588237,,0.23809523809523808,,0.11428571428571428,0.16666666666666666,,0.047619047619047616,0.5,0.5,,0.21428571428571427,0.2222222222222222,0.3333333333333333,,0.07142857142857142,0.6666666666666666,0.6666666666666666,0.023809523809523808,,,,0.6428571428571429,0.4074074074074074,0.4074074074074074,0.5454545454545454,,,,0.75,,,0.5625,0.5555555555555556,0.7142857142857143,0.4074074074074074,0.4960773809523809,0.543,0.46509375000000003,0.08695652173913043,0.2222222222222222,,0.03773584905660377,0.4528301886792453,10.264285714285714,26.728571428571428,0.3236994219653179,1.0,1.0,1.0,,,,3.0,,,3.0,2.0,1.0,,,,,0.08823529411764706,0.03260869565217391,,,,0.1111111111111111,0.09090909090909091,,0.25,,,0.0625,1.0,1.0,,,1.0,,,,,,0.08,1.0,,,,,,,,,,False,2.0,
