EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,BadPassSteals,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsAssisted2s,LongMidRangeAssists,Assisted2sPct,NonPutbacksAssisted2sPct,DefAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3FGA,PtsPutbacks,Fg3aBlocked,OffTwoPtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Transition Take Fouls,Loose Ball Fouls Drawn,BlockedAtRim,RecoveredBlocks,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceCorner3Frequency,Travels,2pt And 1 Free Throw Trips,AtRimPctBlocked,FTOffRebounds,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceFg3Pct,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,on,SecondChanceCorner3FGM,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,SecondChanceAtRimPctAssisted,Transition Take Fouls Drawn,BlockedLongMidRange
1627832,1610612745,Fred VanVleet,Fred VanVleet,1627832,HOU,5468.0,91,-13,171,181,53,59.0,25.0,352,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,1.0,6.0,16.0,1.0,4.0,7.0,5.0,12.0,6.0,17.0,8.0,36.0,213,2.0,2.0,1.0,4.0,3.0,4.0,4.0,7.0,2.0,20.0,10.0,9.0,9.0,1.0,15.0,6.0,1.0,6.0,4.0,10.0,2.0,2.0,5.0,1.0,24.0,2.0,4.0,4.0,8.0,2.0,10.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,2.0,7.0,1.0,1.0,7.0,2.0,8.0,4.0,1.0,1.0,1.0,20.0,53,1.0,0.5,0.35294117647058826,0.5714285714285714,0.375,0.4166666666666667,1.0,0.75,0.4827586206896552,0.6666666666666666,0.8181818181818182,0.5454545454545454,0.6666666666666666,0.8333333333333334,0.5862068965517241,0.08333333333333333,0.16666666666666666,18.7192118226601,0.8,0.09302325581395349,0.10256410256410256,0.05263157894736842,0.0975609756097561,0.024691358024691357,0.043478260869565216,0.06666666666666667,0.21052631578947367,0.03225806451612903,0.375,0.0625,0.06896551724137931,0.5,0.5,0.20689655172413793,0.16666666666666666,0.2,0.13793103448275862,0.75,0.75,0.034482758620689655,0.5517241379310345,0.375,0.375,0.5,0.3333333333333333,1.0,0.3333333333333333,0.09090909090909091,1.0,0.6363636363636364,0.5714285714285714,0.6551724137931034,0.4,0.49399464285714284,0.50135,0.49942272727272724,0.12121212121212122,0.25,0.1111111111111111,0.5555555555555556,10.45,28.158823529411762,0.30994152046783624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1628415,1610612745,Dillon Brooks,Dillon Brooks,1628415,HOU,2731.0,46,-16,86,93,24,32.0,7.0,179,,1.0,,,,1.0,1.0,2.0,,,4.0,2.0,5.0,1.0,,1.0,1.0,3.0,3.0,9.0,10.0,21.0,112,,,1.0,2.0,1.0,2.0,1.0,3.0,5.0,10.0,2.0,9.0,,,5.0,2.0,,1.0,1.0,2.0,1.0,,1.0,,5.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,2.0,,2.0,4.0,7.0,1.0,1.0,7.0,,14.0,5.0,,,,10.0,24,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5,0.4583333333333333,,0.5,0.5526315789473685,0.5,0.5555555555555556,0.75,,,22.340425531914896,,0.05,,0.05555555555555555,0.02564102564102564,0.03225806451612903,,0.14285714285714285,0.125,,,,0.08333333333333333,,,0.16666666666666666,0.5,0.5,,,,0.3333333333333333,0.4166666666666667,0.4,0.4,1.0,,,1.0,0.2,,0.2,,0.8333333333333334,0.4,0.5629208333333333,0.52425,0.57618,0.29411764705882354,0.625,0.09523809523809523,0.47619047619047616,5.166666666666667,25.466666666666665,0.27906976744186046,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.25,0.25,1.0,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1628988,1610612745,Aaron Holiday,Aaron Holiday,1628988,HOU,834.0,14,-8,26,29,16,6.0,,55,,1.0,,,,,2.0,2.0,,1.0,,,2.0,,,2.0,2.0,4.0,,2.0,,4.0,37,,,,,2.0,3.0,,2.0,,4.0,2.0,,,2.0,,,,1.0,,1.0,,,,,2.0,,,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,4.0,16,,,,,,0.5,,0.6666666666666666,0.3333333333333333,,0.4,0.3333333333333333,,0.4,0.3333333333333333,,,26.923076923076923,1.0,0.125,,,0.06666666666666667,,,,,,,,0.16666666666666666,,,0.3333333333333333,1.0,1.0,0.16666666666666666,,,,0.3333333333333333,,,,,,,,,0.4,,0.5,,0.50845,,0.4312666666666667,,,,1.0,11.725000000000001,57.3,0.6153846153846154,,,,,,,,,,,,,,2.0,1.0,0.5,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1631106,1610612745,Tari Eason,Tari Eason,1631106,HOU,7925.0,132,-27,249,263,86,73.0,34.0,512,12.0,16.0,1.0,4.0,1.0,1.0,1.0,6.0,1.0,3.0,10.0,4.0,9.0,,2.0,5.0,14.0,25.0,7.0,19.0,4.0,53.0,301,1.0,7.0,1.0,4.0,2.0,4.0,2.0,9.0,4.0,14.0,14.0,21.0,,,9.0,4.0,2.0,4.0,1.0,5.0,1.0,,3.0,1.0,11.0,2.0,8.0,10.0,23.0,7.0,30.0,,8.0,2.0,6.0,3.0,4.0,3.0,10.0,7.0,13.0,,,5.0,,8.0,1.0,7.0,4.0,7.0,14.0,86,1.0,1.0,0.3684210526315789,0.2222222222222222,0.3684210526315789,0.56,0.14285714285714285,0.5,0.5568181818181818,0.125,0.38461538461538464,0.5638297872340425,0.2,0.4666666666666667,0.4318181818181818,0.08,0.3333333333333333,19.58762886597938,0.6,0.15625,0.12307692307692308,0.04081632653061224,0.13953488372093023,0.061946902654867256,0.06666666666666667,,0.24242424242424243,0.1509433962264151,,,0.36363636363636365,0.75,0.75,0.13636363636363635,0.16666666666666666,0.25,0.06818181818181818,0.3333333333333333,0.3333333333333333,0.22727272727272727,0.20454545454545456,0.4444444444444444,0.5,1.0,0.5,0.25,,0.07692307692307693,1.0,0.38461538461538464,0.4,0.7954545454545454,0.4444444444444444,0.5681250000000001,0.56132,0.5196923076923077,0.022222222222222223,0.038461538461538464,0.07547169811320754,0.2641509433962264,4.632,24.257894736842108,0.3453815261044177,3.0,,4.0,2.0,6.0,,2.0,2.0,0.3,0.3,1.0,0.3076923076923077,,14.0,,0.5,0.5384615384615384,0.05,1.0,1.0,2.0,1.0,5.0,5.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,5.0,0.05263157894736842,0.1111111111111111,0.5555555555555556,0.078125,0.15789473684210525,0.05555555555555555,0.09090909090909091,0.7142857142857143,0.5,0.125,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
203500,1610612745,Steven Adams,Steven Adams,203500,HOU,4835.0,81,10,148,153,52,30.0,23.0,301,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,3.0,5.0,,,6.0,12.0,170,1.0,2.0,,2.0,1.0,1.0,,,6.0,8.0,2.0,,,,,,,3.0,,3.0,,,1.0,2.0,6.0,6.0,3.0,6.0,9.0,13.0,22.0,1.0,,,2.0,2.0,1.0,,3.0,1.0,3.0,1.0,,7.0,,12.0,,2.0,,2.0,8.0,52,,,,,,0.6,0.5,1.0,0.6,0.5,1.0,0.5454545454545454,0.5,0.5714285714285714,,,,7.909604519774011,0.6666666666666666,0.14634146341463414,0.07317073170731707,0.2608695652173913,0.10975609756097561,0.203125,0.15384615384615385,0.4,0.125,0.09375,,0.5,0.8,0.5,0.5,0.2,1.0,1.0,,,,,,,,,1.0,0.5,,1.0,1.0,,,0.8,,0.5979,0.7032,0.6191,,,0.16666666666666666,0.6666666666666666,2.54,,0.35135135135135137,,,,,,,6.0,2.0,,,,,,4.0,,0.6666666666666666,1.0,0.1111111111111111,1.0,,2.0,,7.0,,,1.0,2.0,,,1.0,2.0,,,,,0.17073170731707318,0.16666666666666666,0.23809523809523808,0.25,,0.5,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1630224,1610612745,Jalen Green,Jalen Green,1630224,HOU,4205.0,70,-3,138,143,45,48.0,16.0,281,7.0,9.0,,,2.0,3.0,2.0,5.0,,,1.0,5.0,13.0,1.0,2.0,5.0,9.0,14.0,5.0,14.0,6.0,39.0,157,,,1.0,,2.0,5.0,2.0,5.0,2.0,12.0,12.0,3.0,12.0,,13.0,5.0,2.0,4.0,6.0,10.0,2.0,4.0,2.0,2.0,26.0,,8.0,2.0,10.0,,10.0,,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,8.0,,9.0,5.0,1.0,,1.0,12.0,45,,0.2,0.35714285714285715,0.4,0.35714285714285715,0.6428571428571429,,0.4,0.5892857142857143,,0.5,0.609375,,0.5454545454545454,0.5,0.14285714285714285,,21.93548387096774,0.5,0.05555555555555555,0.19047619047619047,,0.1282051282051282,,,,,0.14705882352941177,0.375,,0.32142857142857145,0.7777777777777778,1.0,0.17857142857142858,0.4,0.4,,,,0.03571428571428571,0.4642857142857143,0.38461538461538464,0.4166666666666667,0.2,,,1.0,0.3,0.6666666666666666,0.5,0.4,0.8214285714285714,0.38461538461538464,0.5282857142857144,,0.5046700000000001,0.15625,0.2777777777777778,,0.3076923076923077,5.464285714285714,26.542857142857144,0.32608695652173914,,,,,2.0,,,,,,,,,6.0,,0.3333333333333333,0.3333333333333333,0.08333333333333333,,,,1.0,,,,,1.0,,,,1.0,1.0,0.07142857142857142,0.07692307692307693,,,,,0.2,1.0,0.42857142857142855,,1.0,1.0,0.2222222222222222,,,,,,,,,,,,,,True,,,,,,,,,,,,
1630578,1610612745,Alperen Sengun,Alperen Sengun,1630578,HOU,4015.0,67,-5,127,129,50,45.0,19.0,256,7.0,13.0,2.0,5.0,3.0,6.0,3.0,18.0,,3.0,2.0,1.0,3.0,1.0,1.0,2.0,10.0,34.0,2.0,5.0,12.0,38.0,137,2.0,7.0,1.0,4.0,4.0,8.0,2.0,3.0,5.0,19.0,12.0,3.0,3.0,,3.0,1.0,3.0,5.0,4.0,9.0,3.0,1.0,2.0,3.0,22.0,1.0,7.0,6.0,14.0,7.0,21.0,2.0,7.0,3.0,5.0,2.0,,3.0,5.0,2.0,6.0,3.0,,13.0,,17.0,8.0,,,,19.0,50,1.0,0.5,0.4,0.6666666666666666,0.4,0.29411764705882354,0.2857142857142857,0.5,0.3333333333333333,0.25,0.6363636363636364,0.40425531914893614,0.25,0.6333333333333333,0.1282051282051282,0.08823529411764706,0.1111111111111111,34.21052631578947,1.0,0.24,0.1590909090909091,0.03333333333333333,0.18840579710144928,0.07142857142857142,,0.08333333333333333,0.16666666666666666,0.13157894736842105,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.5384615384615384,0.5833333333333334,0.46153846153846156,0.16666666666666666,0.1875,0.07692307692307693,,,0.05128205128205128,0.07692307692307693,0.3333333333333333,0.3333333333333333,,0.625,0.4,0.125,0.5454545454545454,0.5,0.18181818181818182,0.5,0.46153846153846156,0.3333333333333333,0.4831038461538461,0.4977125,0.5038545454545454,0.17391304347826086,0.1951219512195122,0.10526315789473684,0.5,6.605882352941175,24.360000000000003,0.3937007874015748,1.0,1.0,1.0,,4.0,,1.0,1.0,0.5,0.5,1.0,0.09090909090909091,1.0,8.0,,0.4,0.4,0.4,0.6666666666666666,,,,4.0,1.0,,,1.0,,,1.0,,,,,0.25,0.1,0.16666666666666666,0.041666666666666664,,,0.2857142857142857,,,1.0,0.07692307692307693,2.0,0.2857142857142857,0.25,,,,,,,,,,,True,,,,,,,,,,,,
1631095,1610612745,Jabari Smith Jr.,Jabari Smith Jr.,1631095,HOU,4891.0,82,-27,153,166,60,52.0,25.0,319,1.0,1.0,,,1.0,1.0,3.0,4.0,1.0,2.0,8.0,3.0,8.0,3.0,1.0,2.0,5.0,7.0,6.0,16.0,2.0,30.0,187,,,3.0,8.0,2.0,3.0,2.0,5.0,,10.0,,18.0,,,8.0,3.0,,,1.0,1.0,1.0,,,,3.0,1.0,5.0,5.0,10.0,3.0,13.0,,,,6.0,2.0,1.0,4.0,7.0,2.0,3.0,,,3.0,,2.0,1.0,2.0,,3.0,10.0,60,1.0,1.0,0.375,0.4,0.375,0.7142857142857143,,0.6666666666666666,0.6086956521739131,1.0,0.625,0.625,1.0,0.625,0.6956521739130435,,,16.666666666666664,0.8571428571428571,0.12195121951219512,0.13513513513513514,0.037037037037037035,0.1282051282051282,0.0273972602739726,0.05,,0.13043478260869565,0.13333333333333333,0.14285714285714285,,0.043478260869565216,1.0,1.0,0.17391304347826086,0.75,0.75,0.08695652173913043,0.5,0.5,0.34782608695652173,0.34782608695652173,0.375,0.375,1.0,,,1.0,0.125,1.0,0.25,0.5,0.7391304347826086,0.375,0.5348369565217391,0.540825,0.551425,0.041666666666666664,0.125,0.26666666666666666,0.3333333333333333,10.714285714285717,24.45,0.39215686274509803,3.0,1.0,3.0,2.0,,,,,0.375,0.375,1.0,0.375,0.3333333333333333,10.0,,1.0,1.0,0.07692307692307693,1.0,,,,1.0,,,3.0,1.0,,,1.0,2.0,1.0,,,,0.021739130434782608,,0.041666666666666664,0.2,0.3333333333333333,1.0,,,,,1.0,0.1111111111111111,,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,,True,,,,,,,,,,,,
1641708,1610612745,Amen Thompson,Amen Thompson,1641708,HOU,4139.0,69,-22,127,136,40,20.0,21.0,263,4.0,6.0,1.0,1.0,,1.0,8.0,14.0,,1.0,1.0,1.0,3.0,,1.0,3.0,12.0,21.0,1.0,4.0,12.0,39.0,159,2.0,2.0,,4.0,2.0,6.0,1.0,3.0,2.0,9.0,16.0,,3.0,1.0,2.0,1.0,2.0,3.0,4.0,7.0,3.0,1.0,1.0,2.0,18.0,,4.0,3.0,8.0,3.0,11.0,,4.0,,3.0,3.0,,,3.0,2.0,5.0,1.0,,10.0,,19.0,9.0,,,,9.0,40,2.0,,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,1.0,0.3333333333333333,0.54,1.0,0.3888888888888889,0.5735294117647058,1.0,0.4090909090909091,0.16,0.09523809523809523,0.07142857142857142,24.503311258278146,1.0,0.08333333333333333,0.14814814814814814,,0.1111111111111111,0.03333333333333333,,,0.045454545454545456,0.15,0.14285714285714285,,0.24,0.6666666666666666,0.8,0.56,0.5714285714285714,0.6153846153846154,0.04,,,0.04,0.12,0.3333333333333333,0.3333333333333333,,0.5,1.0,,0.1111111111111111,,0.3333333333333333,0.3333333333333333,0.4,0.5,0.49480833333333335,0.5664,0.46084375,0.2727272727272727,0.3103448275862069,0.10256410256410256,0.23076923076923078,6.909523809523809,39.0,0.31496062992125984,,,,,4.0,,1.0,1.0,,,,,,8.0,,0.3333333333333333,0.36363636363636365,,0.25,,2.0,,2.0,1.0,,1.0,1.0,,,,,,,,0.25,0.05714285714285714,,0.047619047619047616,0.4,,0.5,,,1.0,0.16666666666666666,1.0,0.125,0.2,,,,,,,,,,,True,,,,,,,,,,,,
1629111,1610612745,Jock Landale,Jock Landale,1629111,HOU,291.0,5,-12,10,11,2,,,21,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,2.0,,,,2.0,16,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0.5,,,0.5,,,0.5,,,,0.5,,20.0,,,,,,,,,,,,,,,,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,0.3942,,,,,,,11.2,,0.2,,,,,,,,,,,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,
