EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3FGA,SecondChanceCorner3FGA,Corner3Frequency,SecondChanceCorner3Frequency,Corner3FGM,PenaltyArc3FGM,PenaltyFG3M,LostBallTurnovers,SecondChanceTurnovers,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Accuracy,ShortMidRangeFGM,PtsUnassisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,LostBallSteals,PenaltyTurnovers,ShortMidRangePctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,BadPassOutOfBoundsTurnovers,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,PenaltyCorner3FGA,PtsPutbacks,SelfOReb,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,PenaltyCorner3Frequency,Loose Ball Fouls Drawn,on,SecondChanceArc3FGM,SecondChanceFG3M,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Transition Take Fouls,Technical Free Throw Trips,SecondChanceFg3Pct,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,OffCorner3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedCorner3,HeaveAttempts,FTOffRebounds,Travels,OffFTReboundPct,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers
1626181,1610612746,Norman Powell,Norman Powell,1626181,LAC,1625.0,27,-1,58,56,17.0,25.0,9,114,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,3.0,5.0,1.0,6.0,6.0,15,58,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,7.0,7.0,1.0,3.0,1.0,3.0,17.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,0.6,1.0,1.0,0.4090909090909091,0.3333333333333333,0.3333333333333333,0.5357142857142857,0.5,0.375,0.5454545454545454,21.21212121212121,0.13333333333333333,0.14285714285714285,0.13636363636363635,0.2857142857142857,0.2,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.09090909090909091,0.09090909090909091,1.0,1.0,0.5454545454545454,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.8181818181818182,0.16666666666666666,0.5271227272727272,0.4338,0.55165,0.23076923076923078,0.42857142857142855,0.2,0.2,6.519999999999999,26.58333333333333,0.29310344827586204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1627732,1610612746,Ben Simmons,Ben Simmons,1627732,LAC,2498.0,42,7,86,85,18.0,29.0,11,171,2.0,3.0,,1.0,,,3.0,,,,,,,2.0,6.0,,,,4,81,,1.0,,,,,,,,,2.0,2.0,,,,4.0,4.0,3.0,8.0,1.0,2.0,4.0,7.0,1.0,1.0,5.0,11.0,4.0,,,,,,18.0,,,0.5,0.5,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,8.333333333333334,0.07142857142857142,0.09090909090909091,0.07692307692307693,0.08333333333333333,,0.5,0.6666666666666666,1.0,0.5,0.5,,,,,,,,1.0,,,,,,,0.5,,0.6078666666666667,,,,,,,5.283333333333334,,0.20930232558139536,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,4.0,1.0,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.047619047619047616,0.09090909090909091,0.06976744186046512,0.3333333333333333,0.11764705882352941,0.1,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1627739,1610612746,Kris Dunn,Kris Dunn,1627739,LAC,381.0,6,-2,13,13,,,5,26,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,2,19,,,1.0,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,1.0,,,0.5,,,0.5,,,0.5,11.76470588235294,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,0.713675,0.59235,,,,,,0.9,24.2,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,0.25,0.16666666666666666,0.2,0.3333333333333333,0.2,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201587,1610612746,Nicolas Batum,Nicolas Batum,201587,LAC,2082.0,35,8,69,70,10.0,22.0,8,139,,,,,,,,,,2.0,4.0,,2.0,,,3.0,7.0,,9,62,,,,,,,,2.0,,3.0,,,9.0,4.0,2.0,,,,,,3.0,3.0,4.0,1.0,1.0,2.0,4.0,1.0,,,,,3.0,10.0,1.0,,,,1.0,0.42857142857142855,0.42857142857142855,,,,0.6428571428571429,,0.75,0.6428571428571429,,0.75,1.0,11.538461538461538,0.12,,0.09090909090909091,0.1111111111111111,,,,,,,,,,0.5714285714285714,0.5,0.5,1.0,,,,,,,1.0,1.0,0.5,0.5466428571428572,,0.514875,,,,0.3333333333333333,,25.157142857142855,0.14492753623188406,,,1.0,,,1.0,2.0,1.0,,2.0,,,,,,,,,,,,,1.0,,,0.058823529411764705,0.02857142857142857,,0.07692307692307693,0.2,,,3.0,,0.42857142857142855,,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201935,1610612746,James Harden,James Harden,201935,LAC,1842.0,31,6,65,63,16.0,27.0,9,128,,1.0,,,,,7.0,,,6.0,13.0,1.0,5.0,1.0,8.0,6.0,13.0,,20,64,,,1.0,,,1.0,2.0,5.0,,11.0,,2.0,,13.0,6.0,1.0,6.0,,17.0,2.0,1.0,4.0,4.0,3.0,,1.0,2.0,4.0,,,,,11.0,16.0,,,,,,0.46153846153846156,0.46153846153846156,0.125,,0.5,0.47619047619047616,,0.7857142857142857,0.47619047619047616,,0.7857142857142857,0.6190476190476191,31.944444444444446,0.058823529411764705,0.2222222222222222,0.11538461538461539,,0.2857142857142857,0.047619047619047616,,,,0.3333333333333333,,,,0.6190476190476191,0.46153846153846156,0.46153846153846156,,,,,1.0,,,0.7142857142857143,0.6666666666666666,0.46153846153846156,0.4926380952380952,,0.4578142857142857,,,,0.55,7.0125,26.900000000000002,0.24615384615384617,1.0,1.0,,,1.0,,2.0,1.0,,2.0,,,,,1.0,1.0,,,1.0,,0.125,,1.0,0.5,,,,,,0.125,,,,,,,,3.0,3.0,1.0,,0.6,,,,0.6,1.0,18.0,5.0,4.0,1.0,3.0,1.0,0.14285714285714285,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
202695,1610612746,Kawhi Leonard,Kawhi Leonard,202695,LAC,1060.0,18,-7,35,35,,4.0,4,70,3.0,3.0,,,,,5.0,1.0,3.0,1.0,1.0,,,8.0,11.0,1.0,1.0,4.0,23,41,1.0,1.0,,1.0,3.0,,,,,,6.0,10.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0,4.0,,,1.0,2.0,3.0,4.0,2.0,3.0,,,,,,0.375,0.375,1.0,1.0,1.0,0.7272727272727273,1.0,,0.7916666666666666,1.0,,0.8846153846153846,1.5,,0.08333333333333333,41.02564102564102,0.16666666666666666,0.3333333333333333,0.2,,0.5,0.25,1.0,1.0,0.6666666666666666,0.4166666666666667,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,1.0,1.0,1.0,,,,,,,,0.3333333333333333,1.0,0.5038874999999999,0.4297,,0.23076923076923078,0.25,0.13043478260869565,,9.454545454545455,28.8,,,1.0,,,1.0,,1.0,,2.0,3.0,,,,,,,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,4.0,,,,,,,,0.8,0.8,2.0,0.6666666666666666,0.25,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1627884,1610612746,Derrick Jones Jr.,Derrick Jones Jr.,1627884,LAC,1984.0,33,18,67,67,18.0,25.0,6,134,,,,,,,6.0,,,,,,,4.0,6.0,,2.0,,8,53,1.0,1.0,1.0,,2.0,,,1.0,,,6.0,2.0,,,,,,,,2.0,1.0,3.0,5.0,1.0,1.0,,,2.0,,,,,,18.0,,,0.75,1.0,,,,0.6666666666666666,1.0,,0.5,0.5,,0.5,0.5,,0.25,12.32876712328767,0.038461538461538464,0.2,0.08333333333333333,,0.14285714285714285,,,,,0.75,,,,,,,,,,,,,,,0.25,,0.46204999999999996,0.44815000000000005,0.5451,,,0.25,,7.733333333333333,23.75,0.26865671641791045,,,,2.0,,2.0,,,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,0.125,,0.06666666666666667,,,0.1111111111111111,0.3333333333333333,1.0,2.0,1.0,0.25,0.5,,,,,,,,,,,4.0,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,0.75,1.0,2.0,1.0,0.07692307692307693,0.3333333333333333,0.25,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
203992,1610612746,Bogdan Bogdanović,Bogdan Bogdanović,203992,LAC,1018.0,17,6,37,36,11.0,13.0,3,73,,,,,,,3.0,,1.0,1.0,4.0,,,1.0,4.0,1.0,4.0,2.0,7,27,,1.0,,,,,1.0,,2.0,2.0,,2.0,3.0,4.0,1.0,1.0,2.0,,5.0,1.0,5.0,6.0,6.0,,,3.0,5.0,1.0,2.0,,,1.0,2.0,11.0,,1.0,,,1.0,0.25,0.25,0.25,,,0.3125,,,0.3888888888888889,,0.5,0.5,30.769230769230766,0.3125,0.16666666666666666,0.2727272727272727,0.14285714285714285,0.25,,,,,0.375,0.125,,,0.5,0.25,0.25,1.0,,,,,,,,0.5,0.25,0.48006249999999995,0.3639,0.4542,,,,0.2857142857142857,9.75,26.299999999999997,0.2972972972972973,1.0,1.0,,,,,2.0,1.0,1.0,3.0,,1.0,,,,,,,,,0.25,,0.6666666666666666,,,,,,,0.2,,,,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,0.3333333333333333,0.3333333333333333,0.5,,0.75,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1626181,1610612746,Norman Powell,Norman Powell,1626181,LAC,12643.0,211,-28,394,391,59.0,76.0,46,785,12.0,18.0,2.0,3.0,3.0,4.0,24.0,2.0,2.0,9.0,22.0,1.0,2.0,25.0,44.0,13.0,34.0,8.0,97,487,4.0,5.0,2.0,,11.0,3.0,5.0,3.0,,9.0,32.0,18.0,33.0,22.0,9.0,12.0,16.0,8.0,36.0,4.0,9.0,13.0,14.0,7.0,3.0,4.0,13.0,11.0,11.0,1.0,5.0,,9.0,58.0,1.0,,0.64,0.6666666666666666,0.8461538461538461,0.38235294117647056,0.38235294117647056,0.5681818181818182,0.8,0.6,0.5705128205128205,0.7857142857142857,0.5625,0.5853658536585366,0.7857142857142857,0.5625,0.4358974358974359,21.076233183856502,0.08035714285714286,0.05263157894736842,0.06914893617021277,0.07272727272727272,0.05263157894736842,0.23076923076923078,0.6666666666666666,0.8,0.5,0.3076923076923077,0.02564102564102564,1.0,1.0,0.28205128205128205,0.4090909090909091,0.4090909090909091,0.7777777777777778,0.42857142857142855,0.6666666666666666,1.0,0.14285714285714285,0.5,0.75,0.25,0.6666666666666666,0.4090909090909091,0.5366480769230769,0.5500166666666667,0.561225,0.06097560975609756,0.10416666666666667,0.1134020618556701,0.09278350515463918,5.800000000000001,25.4735294117647,0.14974619289340102,6.0,3.0,,1.0,,1.0,10.0,3.0,2.0,12.0,1.0,,,,2.0,,,2.0,2.0,2.0,0.13636363636363635,0.16666666666666666,0.8333333333333334,,0.01020408163265306,,0.005555555555555556,,,0.09090909090909091,0.05263157894736842,1.0,12.0,1.0,0.15384615384615385,0.14285714285714285,4.0,1.0,1.0,7.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,11.0,6.0,4.0,1.0,3.0,4.0,5.0,0.125,0.4583333333333333,0.5238095238095238,,0.08333333333333333,0.7272727272727273,1.0,2.0,,0.01694915254237288,,,0.125,,False,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,
1627739,1610612746,Kris Dunn,Kris Dunn,1627739,LAC,8818.5,147,-6,270,273,37.0,44.0,31,543,5.0,10.0,,,1.0,1.0,5.0,,,6.0,13.0,1.0,2.0,6.0,15.0,10.0,27.0,,42,327,,,2.0,,,1.0,1.0,4.0,,5.0,12.0,,30.0,13.0,6.0,5.0,9.0,1.0,22.0,9.0,5.0,14.0,22.0,8.0,4.0,9.0,17.0,1.0,,,,,5.0,37.0,3.0,,1.0,1.0,1.0,0.37037037037037035,0.37037037037037035,0.4,,1.0,0.5,,0.5,0.5,,0.5,0.6428571428571429,14.098360655737705,0.06172839506172839,0.16363636363636364,0.10294117647058823,0.02564102564102564,0.18421052631578946,0.23809523809523808,0.5,0.5,1.0,0.11904761904761904,,,,0.30952380952380953,0.46153846153846156,0.46153846153846156,1.0,,,,0.5,0.2,1.0,0.4,0.8809523809523809,0.46153846153846156,0.5528345238095238,0.5982,0.54167,,,,0.11904761904761904,4.406666666666667,24.93703703703703,0.13703703703703704,2.0,4.0,3.0,5.0,,8.0,1.0,1.0,,1.0,2.0,,,,4.0,2.0,,2.0,4.0,1.0,0.13333333333333333,,1.0,,0.07575757575757576,0.05172413793103448,0.06451612903225806,0.047619047619047616,0.08333333333333333,0.08695652173913043,0.11764705882352941,0.25,14.0,1.0,0.3333333333333333,0.5,4.0,1.0,1.0,,,0.25,0.2857142857142857,0.2857142857142857,1.0,0.5,1.0,,4.0,4.0,,4.0,,0.4,0.2,0.3333333333333333,,0.10526315789473684,1.0,2.0,,2.0,0.1,,0.08333333333333333,0.4,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
