EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PtsUnassisted3s,Fg2aBlocked,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,PenaltyFg2Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,Loose Ball Fouls,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,ThreePtShootingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,Blocked3s,BlockedArc3,Travels,Transition Take Fouls Drawn,on,HeaveAttempts,OffensiveGoaltends,DefensiveGoaltends
1627736,1610612765,Malik Beasley,Malik Beasley,1627736,DET,5083.0,85,-34,171,168,42.0,54,17.0,339,4.0,5.0,1.0,2.0,1.0,4.0,11.0,1.0,3.0,1.0,3.0,6.0,22.0,3.0,1.0,2.0,4.0,8.0,10.0,33.0,4.0,42.0,209,1.0,6.0,3.0,1.0,2.0,5.0,2.0,8.0,6.0,2.0,30.0,22.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,6.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,8.0,40.0,1.0,1.0,0.75,0.75,1.0,0.30303030303030304,0.16666666666666666,0.4,0.30303030303030304,0.5,0.4634146341463415,0.25,0.5,0.4883720930232558,0.25,0.5714285714285714,0.8048780487804879,23.036649214659686,1.0,0.12,0.07407407407407407,0.1038961038961039,0.058823529411764705,0.13636363636363635,0.18181818181818182,0.05263157894736842,0.125,0.12195121951219512,0.8,0.8,0.75,0.04878048780487805,0.024390243902439025,0.2682926829268293,0.36363636363636365,0.36363636363636365,1.0,0.5365853658536586,0.2727272727272727,0.2727272727272727,1.0,0.5,0.3333333333333333,1.0,0.5,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.5,0.926829268292683,0.2727272727272727,0.5342817073170733,0.5304375,0.51415,0.023809523809523808,0.1111111111111111,0.07142857142857142,0.19047619047619047,6.225,25.20909090909091,0.24561403508771928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1630194,1610612765,Paul Reed,Paul Reed,1630194,DET,46.0,1,-1,1,2,,2,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1630595,1610612765,Cade Cunningham,Cade Cunningham,1630595,DET,10771.0,180,-19,360,357,96.0,103,50.0,717,11.0,25.0,11.0,37.0,9.0,,,,,,,2.0,24.0,1.0,1.0,6.0,35.0,71.0,2.0,24.0,25.0,101.0,407,,1.0,2.0,22.0,1.0,6.0,8.0,29.0,6.0,64.0,3.0,24.0,2.0,25.0,12.0,37.0,9.0,19.0,5.0,86.0,10.0,21.0,35.0,38.0,7.0,4.0,13.0,7.0,21.0,12.0,28.0,,29.0,15.0,,29.0,94.0,2.0,,0.08571428571428572,0.08571428571428572,0.5,0.08333333333333333,,0.16666666666666666,0.08333333333333333,0.49295774647887325,0.4,0.3333333333333333,0.375,0.46296296296296297,0.3333333333333333,0.4375,0.25263157894736843,30.86124401913876,0.6190476190476191,0.20192307692307693,0.16393442622950818,0.18787878787878787,0.225,0.10256410256410256,0.32,0.10526315789473684,0.2608695652173913,0.2631578947368421,0.44,0.5238095238095238,0.18181818181818182,0.3894736842105263,0.09473684210526316,,,,,0.25263157894736843,0.08333333333333333,0.08695652173913043,0.5,,,,0.3333333333333333,0.39285714285714285,,,0.21428571428571427,0.16666666666666666,0.5157894736842106,0.08333333333333333,0.509081052631579,0.49949999999999994,0.5158892857142857,0.1388888888888889,0.17857142857142858,0.019801980198019802,0.2871287128712871,7.222535211267605,26.275000000000002,0.26666666666666666,1.0,3.0,20.0,4.0,1.0,2.0,9.0,3.0,8.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,8.0,2.0,6.0,1.0,3.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,5.0,1.0,6.0,4.0,0.5,0.4090909090909091,0.041666666666666664,0.11267605633802817,0.16,0.10810810810810811,0.041666666666666664,0.36363636363636365,0.02,0.012658227848101266,0.01675977653631285,0.024390243902439025,0.022727272727272728,0.017857142857142856,0.04081632653061224,0.6666666666666666,0.5405405405405406,0.6060606060606061,0.4444444444444444,0.4444444444444444,0.25,0.3333333333333333,0.2727272727272727,,,,,,,,,,,,,,,,,,,,True,,,
1631105,1610612765,Jalen Duren,Jalen Duren,1631105,DET,12208.0,203,-28,398,401,98.0,107,55.0,799,22.0,32.0,8.0,8.0,,,,,,,,,,,,,26.0,40.0,,,19.0,71.0,462,,,22.0,10.0,,,9.0,17.0,32.0,20.0,,,,13.0,8.0,21.0,6.0,9.0,3.0,50.0,18.0,17.0,38.0,64.0,2.0,2.0,5.0,2.0,10.0,26.0,15.0,,23.0,10.0,3.0,15.0,96.0,2.0,2.0,0.6153846153846154,0.8888888888888888,,,,,,0.65,0.65,0.7692307692307693,0.4,0.71,0.7857142857142857,0.5666666666666667,,12.958963282937365,0.5,0.14049586776859505,0.25,0.18134715025906736,0.10869565217391304,0.20408163265306123,0.07692307692307693,0.2765957446808511,0.2,0.8,0.6875,0.7586206896551724,0.5909090909090909,0.2,,,,,,,,,,,,,,0.8,,,,,0.8,,0.60138,0.5890416666666667,0.59136,0.2127659574468085,0.2127659574468085,0.30985915492957744,0.23943661971830985,2.5574999999999997,,0.24623115577889448,11.0,4.0,4.0,,10.0,13.0,4.0,,5.0,,2.0,1.0,6.0,20.0,3.0,26.0,2.0,,2.0,5.0,,3.0,,3.0,2.0,11.0,,3.0,,1.0,3.0,,10.0,9.0,1.0,10.0,6.0,0.7692307692307693,0.4,,0.125,0.09375,0.25,,0.2727272727272727,0.18518518518518517,0.06593406593406594,0.1306532663316583,0.14634146341463414,0.1875,0.07692307692307693,0.2222222222222222,0.6,0.5,0.6666666666666666,,,,0.8461538461538461,0.5,9.0,2.0,16.0,5.0,4.0,0.2631578947368421,0.038461538461538464,0.75,0.8181818181818182,0.1111111111111111,,,,,,,,,,True,,,
203501,1610612765,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,DET,9212.0,154,-4,299,299,70.0,72,46.0,598,2.0,6.0,,5.0,5.0,1.0,12.0,,4.0,,1.0,13.0,32.0,6.0,1.0,4.0,6.0,16.0,14.0,44.0,5.0,59.0,342,2.0,10.0,9.0,2.0,1.0,5.0,,5.0,10.0,2.0,39.0,32.0,13.0,2.0,5.0,7.0,1.0,1.0,,19.0,4.0,7.0,12.0,14.0,1.0,1.0,3.0,3.0,8.0,9.0,8.0,,6.0,2.0,1.0,5.0,70.0,1.0,,0.8333333333333334,0.8333333333333334,0.9285714285714286,0.3181818181818182,0.2,0.2,0.3181818181818182,0.375,0.45,0.3333333333333333,0.35714285714285715,0.47580645161290325,0.375,0.35714285714285715,0.7333333333333333,19.54674220963173,0.375,0.07368421052631578,0.07407407407407407,0.0738255033557047,0.02702702702702703,0.05128205128205128,0.21052631578947367,0.11428571428571428,,0.1,0.3333333333333333,0.3333333333333333,1.0,0.08333333333333333,0.08333333333333333,0.2,0.08333333333333333,0.08333333333333333,1.0,0.5333333333333333,0.40625,0.40625,0.9230769230769231,0.3333333333333333,,,0.5,,0.14285714285714285,,0.5714285714285714,0.25,0.8333333333333334,0.40625,0.5386041666666667,0.5499444444444443,0.4996785714285714,0.03333333333333333,0.125,0.15254237288135594,0.0847457627118644,9.4,25.388636363636362,0.23411371237458195,2.0,,2.0,2.0,1.0,2.0,1.0,3.0,,,4.0,1.0,1.0,1.0,1.0,2.0,,,2.0,5.0,1.0,,,1.0,2.0,5.0,,2.0,,,2.0,,,,,,,0.5,0.5,,,,,,0.125,0.011764705882352941,0.014705882352941176,0.013071895424836602,,,,,,0.4,0.4,0.4,0.4,1.0,0.16666666666666666,,1.0,1.0,,,,0.07692307692307693,0.047619047619047616,0.5,0.5,1.0,2.0,1.0,0.3333333333333333,1.0,,,,,,True,,,
1641709,1610612765,Ausar Thompson,Ausar Thompson,1641709,DET,6585.0,110,11,212,216,52.0,43,35.0,428,20.0,27.0,8.0,9.0,1.0,,1.0,,,,,,,,,,22.0,37.0,,1.0,19.0,63.0,227,,,16.0,10.0,,,5.0,21.0,34.0,10.0,,,,2.0,3.0,5.0,3.0,2.0,,13.0,6.0,7.0,14.0,21.0,4.0,2.0,3.0,,7.0,19.0,18.0,,28.0,11.0,3.0,21.0,52.0,2.0,3.0,0.7727272727272727,0.85,,,,,,0.5945945945945946,0.5789473684210527,0.7777777777777778,0.8,0.63,0.8,0.75,0.02631578947368421,22.529644268774707,0.42857142857142855,0.10144927536231885,0.14285714285714285,0.11711711711711711,0.10344827586206896,0.12,0.06666666666666667,0.125,0.16666666666666666,0.7105263157894737,0.7407407407407407,0.8333333333333334,0.85,0.23684210526315788,0.02631578947368421,0.02631578947368421,,,,,,,,,,,,0.8,,,,,0.7368421052631579,,0.6418289473684211,0.6420833333333333,0.68567,0.23404255319148937,0.2391304347826087,0.25396825396825395,0.3333333333333333,2.92972972972973,23.0,0.24528301886792453,8.0,7.0,2.0,,7.0,9.0,8.0,,6.0,,,,3.0,4.0,1.0,7.0,,2.0,2.0,4.0,,3.0,,,,5.0,1.0,1.0,,2.0,2.0,,2.0,1.0,,2.0,1.0,0.7777777777777778,0.8,,0.16216216216216217,0.1111111111111111,0.3333333333333333,,0.16666666666666666,0.06153846153846154,0.07142857142857142,0.06542056074766354,0.03333333333333333,0.11538461538461539,0.06060606060606061,,0.5,0.2222222222222222,0.3333333333333333,,,,0.8888888888888888,0.875,6.0,2.0,4.0,1.0,,,0.1111111111111111,,0.75,0.8333333333333334,,,,,1.0,,,,,True,,,
202699,1610612765,Tobias Harris,Tobias Harris,202699,DET,10234.0,171,-39,332,339,73.0,85,49.0,671,5.0,10.0,1.0,16.0,7.0,5.0,10.0,,1.0,,3.0,2.0,7.0,1.0,1.0,1.0,13.0,33.0,7.0,17.0,7.0,54.0,396,,2.0,8.0,7.0,1.0,4.0,1.0,10.0,14.0,12.0,21.0,7.0,2.0,2.0,1.0,3.0,1.0,2.0,,7.0,12.0,15.0,27.0,32.0,3.0,1.0,1.0,,3.0,14.0,7.0,,7.0,4.0,,10.0,71.0,1.0,,0.5384615384615384,0.6363636363636364,1.0,0.4117647058823529,,0.25,0.4117647058823529,0.3939393939393939,0.47,0.6666666666666666,0.4090909090909091,0.5094339622641509,0.6666666666666666,0.45454545454545453,0.34,14.35897435897436,0.3333333333333333,0.15151515151515152,0.2,0.16981132075471697,0.13157894736842105,0.15,0.19047619047619047,0.21951219512195122,0.15789473684210525,0.2,0.5,0.625,0.4,0.32,0.14,0.2,0.5,0.5,1.0,0.14,0.2857142857142857,0.2857142857142857,1.0,0.16666666666666666,,,0.16666666666666666,0.09090909090909091,0.2727272727272727,,0.09090909090909091,1.0,0.54,0.2857142857142857,0.5203720000000001,0.6763833333333333,0.5070454545454545,0.07547169811320754,0.1111111111111111,0.14814814814814814,0.18518518518518517,8.472727272727273,24.34705882352941,0.21987951807228914,3.0,1.0,6.0,2.0,4.0,4.0,3.0,,3.0,,,,3.0,2.0,,5.0,,2.0,,2.0,1.0,1.0,1.0,,2.0,5.0,,,,1.0,1.0,,5.0,4.0,1.0,6.0,2.0,1.0,0.42857142857142855,,0.09090909090909091,0.2,0.0625,,,0.02127659574468085,0.0375,0.028735632183908046,0.05714285714285714,,0.05263157894736842,,0.3333333333333333,0.375,0.4,0.2857142857142857,0.2857142857142857,1.0,0.5,1.0,3.0,,4.0,2.0,,,,0.5,1.0,0.3333333333333333,,,,,,1.0,1.0,,,True,,,
203471,1610612765,Dennis Schröder,Dennis Schröder,203471,DET,5630.0,94,-33,177,183,56.0,65,16.0,360,4.0,4.0,1.0,10.0,6.0,,2.0,,1.0,,1.0,5.0,9.0,,1.0,2.0,11.0,20.0,5.0,11.0,5.0,42.0,226,,1.0,2.0,4.0,1.0,3.0,5.0,14.0,6.0,16.0,6.0,9.0,5.0,8.0,3.0,11.0,2.0,5.0,,25.0,3.0,4.0,7.0,9.0,2.0,1.0,1.0,1.0,3.0,7.0,5.0,2.0,6.0,,3.0,13.0,54.0,1.0,2.0,0.2727272727272727,0.2727272727272727,0.4,0.45454545454545453,,0.3333333333333333,0.45454545454545453,0.55,0.5967741935483871,0.25,0.6428571428571429,0.6176470588235294,0.25,0.7,0.3548387096774194,18.68686868686869,0.3333333333333333,0.0784313725490196,0.08571428571428572,0.08139534883720931,0.11764705882352941,0.04,0.1111111111111111,0.12,,0.12903225806451613,1.0,1.0,,0.3225806451612903,0.1935483870967742,0.06451612903225806,,,,0.2903225806451613,0.5555555555555556,0.5555555555555556,0.4,0.25,,,,0.14285714285714285,0.14285714285714285,,0.2857142857142857,0.5,0.4838709677419355,0.5555555555555556,0.49212258064516123,0.48176250000000004,0.49245714285714287,,,0.047619047619047616,0.3333333333333333,10.5,25.272727272727273,0.3163841807909605,,1.0,5.0,2.0,1.0,3.0,3.0,9.0,,,1.0,3.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,,,,,1.0,2.0,,1.0,,,,,,,,,,0.3333333333333333,0.75,,,,,,,0.025,0.024390243902439025,0.024691358024691357,,,0.03571428571428571,0.06666666666666667,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,,1.0,,,,1.0,,0.1111111111111111,,0.4,,,,,,,,,,,,True,,,
1641842,1610612765,Ronald Holland II,Ronald Holland II,1641842,DET,1271.0,21,7,40,40,3.0,4,7.0,80,,,,,,,,,,,,,,,,,,,,,2.0,2.0,38,,,2.0,,,,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,4.0,,,2.0,2.0,5.0,3.0,3.0,,2.0,,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,12.5,0.4,0.125,,0.08,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.075,,,,,,,,,,,,,2.0,,,2.0,,,2.0,3.0,,,,2.0,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,0.2222222222222222,0.1111111111111111,,,0.25,,1.0,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,1.0,1.0,True,,,
1627736,1610612765,Malik Beasley,Malik Beasley,1627736,DET,4703.0,78,20,169,166,81.0,76,19.0,335,2.0,3.0,2.0,5.0,,3.0,7.0,1.0,1.0,2.0,5.0,7.0,19.0,2.0,2.0,9.0,4.0,8.0,10.0,26.0,4.0,42.0,171,2.0,3.0,6.0,4.0,4.0,14.0,2.0,20.0,4.0,4.0,27.0,19.0,7.0,2.0,2.0,4.0,,1.0,1.0,10.0,2.0,3.0,6.0,7.0,2.0,,4.0,2.0,6.0,8.0,5.0,1.0,4.0,1.0,1.0,20.0,79.0,1.0,1.0,0.5,0.5,0.9,0.38461538461538464,0.6666666666666666,0.2857142857142857,0.38461538461538464,0.5,0.5588235294117647,1.0,0.5,0.5833333333333334,1.0,0.5263157894736842,0.7647058823529411,22.222222222222225,0.6666666666666666,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.047619047619047616,,0.2857142857142857,0.08333333333333333,,0.08823529411764706,0.6666666666666666,0.6666666666666666,0.5,0.14705882352941177,,0.20588235294117646,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5588235294117647,0.3684210526315789,0.3684210526315789,1.0,0.3333333333333333,1.0,,0.6666666666666666,0.1111111111111111,0.2777777777777778,0.4,0.5,0.2222222222222222,0.8529411764705882,0.3684210526315789,0.5411818181818182,0.5661,0.5588382352941177,0.02857142857142857,0.1111111111111111,0.14285714285714285,0.47619047619047616,7.9375,25.765384615384612,0.47928994082840237,,2.0,2.0,,,,3.0,3.0,1.0,,2.0,,,1.0,1.0,1.0,,2.0,,2.0,1.0,2.0,,,1.0,,1.0,,,,,,1.0,1.0,,1.0,,,0.75,,0.125,,0.2,,0.14285714285714285,0.02857142857142857,,0.015384615384615385,,0.0625,,,,0.4,0.5,,,,,1.0,,,,,,,,0.5,,,1.0,,0.5,1.0,,,,,,False,,,
