EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,FG2M,FG2A,PtsAssisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Avg2ptShotDistance,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,SecondChanceFG2A,PenaltyFG2A,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,FoulsDrawn,Loose Ball Fouls Drawn,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,LongMidRangeFGA,ShootingFouls,Fouls,LongMidRangeFrequency,on,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyArc3FGM,Fg3aBlocked,Travels,Transition Take Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,SecondChanceTurnovers,Charge Fouls Drawn,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,Clear Path Fouls,LongMidRangePctBlocked,Corner3PctBlocked
1628470,1610612738,Torrey Craig,Torrey Craig,1628470,BOS,303.0,5,-1.0,10,12,1.0,5,1.0,22,1.0,1.0,1.0,1.0,3.0,11.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,18.181818181818183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4833,25.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629674,1610612738,Neemias Queta,Neemias Queta,1629674,BOS,229.0,4,-1.0,8,9,1.0,2,1.0,17,,,,,4.0,11.0,,,,,,,,,1.0,,,,1.0,1.0,,22.22222222222222,,,,,,1.0,,0.57895,,0.125,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631120,1610612738,JD Davison,JD Davison,1631120,BOS,303.0,5,-1.0,10,12,1.0,5,1.0,22,,1.0,,1.0,,11.0,,1.0,,,,,,,1.0,,,,,,0.25,36.36363636363637,,0.25,,,,0.75,,0.5722499999999999,25.0,0.1,,2.0,,3.0,,,2.0,,4.0,,,,0.5,,,,3.3333333333333335,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.25,0.5,0.5,0.2,1.0,0.5,0.25,0.25,1.0,0.5,0.7821,0.57915,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631248,1610612738,Baylor Scheierman,Baylor Scheierman,1631248,BOS,229.0,4,-1.0,8,9,1.0,2,1.0,17,1.0,1.0,1.0,1.0,3.0,11.0,3.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,0.75,0.75,0.5,22.22222222222222,,0.5,1.0,1.0,1.0,0.5,1.0,0.489075,28.1,0.125,,,,1.0,,,,,,,,,,,,,14.5,,,,,,,,,1.0,1.0,,1.0,,,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,,,,,,1.0,1.0,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641775,1610612738,Jordan Walsh,Jordan Walsh,1641775,BOS,303.0,5,-1.0,10,12,1.0,5,1.0,22,,,,,,11.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.1,,,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,74.0,1,,2,3,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630573,1610612738,Sam Hauser,Sam Hauser,1630573,BOS,74.0,1,,2,3,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,18038.0,301,63.0,567,564,119.0,103,74.0,1131,10.0,32.0,13.0,41.0,177.0,586.0,30.0,32.0,10.0,9.0,4.0,17.0,5.0,26.0,118.0,0.7692307692307693,0.3170731707317073,0.3170731707317073,0.4823943661971831,0.5396341463414634,0.2887323943661972,29.051987767584098,0.6538461538461539,0.22535211267605634,0.3125,0.3125,0.7,0.5,0.3125,0.503869718309859,25.992682926829264,0.20987654320987653,21.0,30.0,49.0,101.0,28.0,10.0,23.0,8.0,56.0,0.2857142857142857,0.2916666666666667,0.48514851485148514,0.2112676056338028,0.7,0.7241379310344828,0.42857142857142855,7.513861386138614,7.0,4.0,51.0,10.0,17.0,13.0,11.0,7.0,21.0,47.0,10.0,57.0,5.0,39.0,,0.04964539007092199,0.16279069767441862,0.15120274914089346,0.0353356890459364,0.06756756756756757,0.1836734693877551,0.07246376811594203,0.3591549295774648,0.4666666666666667,0.16666666666666666,0.5578125,0.47674375,20.0,9.0,22.0,0.14084507042253522,False,5.0,3.0,20.0,8.0,3.0,9.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,40.0,6.0,2.0,5.0,1.0,19.0,9.0,1.0,7.0,11.0,32.0,70.0,9.0,2.0,8.0,2.0,1.0,1.0,3.0,23.0,3.0,5.0,3.0,9.0,3.0,12.0,6.0,1.0,1.0,2.0,2.0,50.0,4.0,23.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,32.0,2.0,3.0,0.4,0.14285714285714285,0.6,0.5294117647058824,0.6,0.4375,0.59375,0.5333333333333333,0.07920792079207921,0.03333333333333333,0.13725490196078433,0.1875,0.1419753086419753,0.02112676056338028,0.05714285714285714,0.017857142857142856,0.03333333333333333,0.11428571428571428,0.15853658536585366,0.13333333333333333,0.0967741935483871,1.0,0.39215686274509803,0.45454545454545453,0.2,0.4,0.4,0.125,0.06338028169014084,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.4,0.13333333333333333,0.5,1.0,0.2,0.3333333333333333,1.0,0.75,0.08333333333333333,0.5,0.20833333333333334,0.14285714285714285,0.19166666666666668,0.10734463276836158,0.1807909604519774,,,,,,,,,,,,,,,,,,,,,,,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,16922.0,282,86.0,536,535,118.0,112,63.0,1071,22.0,60.0,22.0,62.0,183.0,531.0,12.0,60.0,22.0,13.0,9.0,11.0,7.0,22.0,117.0,0.18181818181818182,0.3548387096774194,0.3548387096774194,0.46938775510204084,0.5446428571428571,0.4217687074829932,30.9328968903437,0.5,0.40816326530612246,0.36666666666666664,0.3728813559322034,0.18181818181818182,0.6326530612244898,0.36666666666666664,0.515969387755102,26.42258064516129,0.22014925373134328,22.0,31.0,36.0,85.0,28.0,20.0,39.0,17.0,98.0,0.3888888888888889,0.42424242424242425,0.4235294117647059,0.2108843537414966,0.7096774193548387,0.7096774193548387,0.5,8.890588235294116,3.0,11.0,30.0,7.0,21.0,19.0,14.0,5.0,32.0,75.0,9.0,84.0,3.0,34.0,1.0,0.03968253968253968,0.25396825396825395,0.2222222222222222,0.034482758620689655,0.04411764705882353,0.23232323232323232,0.036585365853658534,0.20408163265306123,0.3,0.3142857142857143,0.43375,0.52424,24.0,6.0,18.0,0.16326530612244897,False,3.0,9.0,6.0,8.0,,2.0,,,,,,3.0,14.0,45.0,5.0,,3.0,4.0,14.0,11.0,5.0,14.0,26.0,63.0,44.0,54.0,6.0,4.0,3.0,2.0,3.0,4.0,34.0,9.0,4.0,4.0,11.0,1.0,4.0,3.0,,2.0,2.0,,51.0,3.0,13.0,7.0,4.0,,,2.0,4.0,2.0,63.0,2.0,6.0,,0.35714285714285715,0.7142857142857143,0.5238095238095238,0.5,0.5285714285714286,0.5833333333333334,0.6702127659574468,0.047058823529411764,,0.13333333333333333,0.5,0.19883040935672514,0.02962962962962963,0.03333333333333333,0.027777777777777776,0.037037037037037035,0.16666666666666666,0.16853932584269662,0.3,0.3333333333333333,0.5,0.2,0.23076923076923078,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.013605442176870748,,,,1.0,,,,,0.3,,,0.8181818181818182,,,0.4,0.11180124223602485,0.1368421052631579,0.07650273224043716,0.3442622950819672,5.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,0.016129032258064516,0.016666666666666666,0.03571428571428571,0.35714285714285715,0.07575757575757576,,,,,,,,,,
1628401,1610612738,Derrick White,Derrick White,1628401,BOS,18100.0,302,50.0,565,566,92.0,97,72.0,1131,18.0,55.0,25.0,72.0,142.0,592.0,60.0,53.0,18.0,6.0,2.0,5.0,3.0,8.0,90.0,0.8,0.3472222222222222,0.35714285714285715,0.5787037037037037,0.6173913043478261,0.6666666666666666,19.01081916537867,0.625,0.5092592592592593,0.32727272727272727,0.3333333333333333,0.7222222222222222,0.8333333333333334,0.33962264150943394,0.5427424528301886,26.748611111111117,0.16283185840707964,16.0,18.0,25.0,36.0,22.0,11.0,33.0,10.0,77.0,0.44,0.5,0.6944444444444444,0.16666666666666666,0.8888888888888888,0.8888888888888888,0.4375,4.86388888888889,7.0,3.0,15.0,7.0,4.0,22.0,14.0,5.0,18.0,37.0,12.0,49.0,2.0,21.0,1.0,0.03496503496503497,0.13953488372093023,0.12203389830508475,0.04225352112676056,0.01282051282051282,0.15151515151515152,0.03773584905660377,0.1388888888888889,0.4117647058823529,0.2,0.5399318181818181,0.5262,3.0,10.0,17.0,0.027777777777777776,False,5.0,2.0,9.0,,7.0,17.0,2.0,3.0,,,3.0,7.0,11.0,17.0,5.0,5.0,10.0,4.0,29.0,3.0,2.0,11.0,2.0,14.0,28.0,15.0,6.0,1.0,1.0,4.0,4.0,7.0,18.0,1.0,4.0,3.0,3.0,,2.0,2.0,,2.0,,2.0,18.0,2.0,8.0,,8.0,1.0,,3.0,9.0,7.0,14.0,3.0,,0.5,0.18181818181818182,0.7142857142857143,0.75,0.7352941176470589,0.4,0.7631578947368421,0.4375,0.027777777777777776,,0.06666666666666667,0.05263157894736842,0.10843373493975904,0.04964539007092199,0.03225806451612903,0.0625,,,0.13095238095238096,0.1590909090909091,0.1,0.7777777777777778,0.6,0.6428571428571429,0.4444444444444444,,,,0.1574074074074074,0.4117647058823529,0.4117647058823529,1.0,0.7142857142857143,0.2,0.17647058823529413,0.6666666666666666,1.0,0.4117647058823529,0.42857142857142855,1.0,0.6666666666666666,,,0.7333333333333333,0.08695652173913043,0.19047619047619047,0.20422535211267606,0.09859154929577464,2.0,1.0,,,1.0,2.0,4.0,1.0,0.013888888888888888,0.01818181818181818,0.08823529411764706,0.18181818181818182,0.0273972602739726,2.0,1.0,4.0,1.0,1.0,,,,,
