EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Fouls,NonShootingPenaltyNonTakeFouls,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted2s,PtsUnassisted3s,ShortMidRangeAssists,LostBallSteals,BadPassTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,Fg2Pct,SecondChanceEfgPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyAtRimFGM,PenaltyFG2M,PtsUnassisted2s,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,BlockedAtRim,PenaltyFg2Pct,PenaltyEfgPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,PenaltyAtRimAccuracy,PenaltyArc3FGM,PenaltyFG3M,FTDefRebounds,PenaltyFg3Pct,DefFTReboundPct,DefCorner3ReboundPct,PenaltyArc3Accuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,OffAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,Technical Free Throw Trips,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,HeaveAttempts,Fg3aBlocked,Corner3Assists,SelfOReb,Travels,Offensive Fouls,Offensive Fouls Drawn,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceFg2Pct,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SelfORebPct,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,PtsPutbacks,BlockedLongMidRange,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,DefensiveGoaltends,OffensiveGoaltends,Corner3PctBlocked,Charge Fouls Drawn,Defensive 3 Seconds Violations,Charge Fouls
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,14.0,-2,1,1.0,1,2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630192,1610612743,Zeke Nnaji,Zeke Nnaji,1630192,DEN,2062.0,-19,74,30.0,147,81,6.0,1.0,34.0,73.0,27.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,6.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,7.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,27.0,1.0,0.16666666666666666,0.16666666666666666,0.1875,0.3181818181818182,0.25,0.3333333333333333,0.75,0.5,1.0,15.66265060240964,0.5,0.25,0.1111111111111111,0.25,0.13333333333333333,0.15384615384615385,0.06666666666666667,0.09090909090909091,0.25,0.2,0.1111111111111111,0.2857142857142857,0.5,0.125,0.125,0.25,0.5,0.25,0.25,1.0,0.5,0.5,0.875,0.25,0.48673125,0.39480000000000004,0.2727272727272727,0.5,0.14285714285714285,0.14285714285714285,0.2857142857142857,4.5,25.45,0.3698630136986301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631124,1610612743,Julian Strawther,Julian Strawther,1631124,DEN,1883.0,-12,64,29.0,129,71,,,31.0,65.0,23.0,7.0,2.0,1.0,5.0,,,2.0,4.0,9.0,2.0,4.0,2.0,16.0,2.0,,3.0,4.0,1.0,1.0,1.0,,4.0,2.0,,1.0,1.0,,,2.0,1.0,,1.0,,1.0,1.0,2.0,1.0,,2.0,,,,2.0,,,,3.0,3.0,1.0,,1.0,1.0,1.0,,1.0,23.0,,0.5,0.5,0.5384615384615384,0.5714285714285714,0.5,0.08333333333333333,0.3076923076923077,,,21.333333333333332,1.0,,,0.14285714285714285,0.06666666666666667,0.047619047619047616,0.037037037037037035,0.09090909090909091,,,,0.16666666666666666,,0.15384615384615385,0.38461538461538464,,0.3076923076923077,0.5,0.5,,0.2,,0.46153846153846156,0.5,0.4756769230769231,0.43566000000000005,0.07692307692307693,0.1111111111111111,,0.1875,0.0625,8.222222222222221,29.35,0.35384615384615387,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.5,0.5,0.5,1.0,0.4,0.4,1.0,0.15384615384615385,0.5,0.5,1.0,0.3333333333333333,1.0,0.2,0.3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631212,1610612743,Peyton Watson,Peyton Watson,1631212,DEN,1386.0,-9,48,24.0,96,48,1.0,1.0,23.0,48.0,12.0,6.0,4.0,2.0,3.0,,,,1.0,8.0,,1.0,2.0,12.0,,2.0,2.0,2.0,,,2.0,,1.0,,,,1.0,,,3.0,,,1.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,,2.0,4.0,,,1.0,2.0,2.0,1.0,,2.0,1.0,2.0,2.0,2.0,12.0,,,,0.5555555555555556,0.6,1.0,0.5,0.1111111111111111,,,24.56140350877193,0.75,,0.2,0.2,,0.2,0.043478260869565216,,,,0.16666666666666666,0.25,1.0,0.4444444444444444,0.3333333333333333,,0.1111111111111111,,,,1.0,,0.5555555555555556,,0.55645,0.78885,0.1,0.1111111111111111,,0.16666666666666666,0.16666666666666666,6.3875,28.3,0.25,2.0,3.0,,1.0,,,,5.0,,,2.0,,,,1.0,,,,0.2,0.2,,0.625,,0.5,0.5,,1.0,1.0,0.3333333333333333,0.1111111111111111,,,,,,,,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.1111111111111111,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201566,1610612743,Russell Westbrook,Russell Westbrook,201566,DEN,256.0,-14,13,4.0,23,17,1.0,,4.0,10.0,6.0,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,6.0,,,,,,,,,,,20.0,1.0,,0.25,,,0.2,,,,,0.5,,,1.0,,,,,,,1.0,,1.0,,0.7546,0.7546,,,,,,1.1,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628427,1610612743,Vlatko Čančar,Vlatko Čančar,1628427,DEN,520.0,-4,19,6.0,38,24,,,9.0,19.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,12.0,,,,,,,,,,,5.0,1.0,,0.4,,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629618,1610612743,Jalen Pickett,Jalen Pickett,1629618,DEN,1869.0,-10,63,28.0,128,69,,,31.0,65.0,23.0,7.0,,,,1.0,,3.0,7.0,1.0,3.0,8.0,,9.0,,,,,4.0,,9.0,3.0,7.0,3.0,,3.0,3.0,,1.0,6.0,,,1.0,3.0,5.0,,5.0,,,4.0,1.0,,1.0,5.0,,,,1.0,,,,1.0,1.0,1.0,1.0,9.0,23.0,0.3333333333333333,0.375,0.375,0.5,0.5,,1.125,0.8888888888888888,,,18.666666666666668,0.8,,0.21428571428571427,0.14285714285714285,,0.19047619047619047,,,,0.25,0.14285714285714285,,1.0,,,0.1111111111111111,0.7777777777777778,0.42857142857142855,0.42857142857142855,0.3333333333333333,,,0.8888888888888888,0.42857142857142855,0.4711222222222222,0.455025,,,,,1.0,16.4,25.8875,0.35384615384615387,,,,1.0,,1.0,4.0,,,1.0,,6.0,2.0,,3.0,,,,,,,,,,,,,,,0.1111111111111111,,,,1.0,,1.0,0.4791,,,,,,,1.0,1.0,,,,1.125,,,0.3333333333333333,,3.0,3.0,1.0,0.75,1.0,1.0,0.75,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641816,1610612743,Hunter Tyson,Hunter Tyson,1641816,DEN,1806.0,-5,61,26.0,124,64,3.0,,30.0,63.0,21.0,7.0,2.0,2.0,2.0,3.0,2.0,,2.0,5.0,1.0,5.0,4.0,15.0,1.0,,3.0,4.0,2.0,2.0,11.0,,2.0,,,1.0,2.0,1.0,,5.0,3.0,,1.0,3.0,4.0,4.0,8.0,1.0,1.0,,1.0,1.0,,1.0,,3.0,,3.0,4.0,1.0,,,,,,11.0,21.0,,0.2,0.2,0.55,0.625,0.75,0.7857142857142857,0.5,,,17.808219178082194,,,0.21428571428571427,0.14285714285714285,0.2,0.19047619047619047,0.15384615384615385,0.2727272727272727,,0.25,0.2857142857142857,0.16666666666666666,,0.2,0.2,0.3,0.2,,,,0.3333333333333333,0.3333333333333333,0.7,,0.50825,0.5043916666666667,0.09090909090909091,0.16666666666666666,,0.2,0.7333333333333333,7.42,24.419999999999998,0.3333333333333333,2.0,1.0,1.0,1.0,,,,4.0,1.0,1.0,4.0,3.0,,,,,1.0,1.0,0.5,0.5,1.0,0.8,0.75,1.0,1.0,0.5,0.5,0.5,,0.1,1.0,1.0,1.0,,,,0.52815,2.0,3.0,4.0,1.0,1.0,1.0,,,,,0.75,0.75,0.09090909090909091,,,1.0,,1.0,,0.5,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629008,1610612743,Michael Porter Jr.,Michael Porter Jr.,1629008,DEN,156.0,-6,7,,13,9,,,3.0,6.0,3.0,,,,1.0,,,,,1.0,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,3.0,,,,,0.5,,,,,,33.333333333333336,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.3648,0.3648,0.5,0.5,,,,5.6,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631128,1610612743,Christian Braun,Christian Braun,1631128,DEN,179.0,-7,10,1.0,18,10,1.0,,3.0,8.0,4.0,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,4.0,,,,,,,,,1.0,1.0,25.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,0.4775,0.4775,,,,,,4.4,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
