EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Corner3Frequency,PenaltyCorner3Frequency,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,LostBallOutOfBoundsTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,FtPoints,Offensive Fouls,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFGM,StepOutOfBoundsTurnovers,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,BlockedShortMidRange,on,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,HeaveMakes,HeaveAttempts,Charge Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,Corner3Assists,FTOffRebounds,FTDefRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,Travels,2pt And 1 Free Throw Trips,LongMidRangePctBlocked,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,Blocked3s,BlockedArc3,BlockedLongMidRange,OffLongMidRangeReboundPct,Charge Fouls,Arc3PctBlocked
1628379,1610612763,Luke Kennard,Luke Kennard,1628379,MEM,757.0,13,-2.0,29,29,13.0,2,1.0,58,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,19,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.6,23.333333333333336,0.5,0.16666666666666666,0.2,0.1875,0.5,0.16666666666666666,0.25,0.2,0.2,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6,0.3333333333333333,0.47234,0.3942,0.48819999999999997,0.6,12.85,26.633333333333336,0.4482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629723,1610612763,John Konchar,John Konchar,1629723,MEM,873.0,15,-8.0,32,33,12.0,4,1.0,65,,,,,,,,,,,1.0,,25,,,1.0,,,,,,2.0,,2.0,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,12.0,,,,,,,,,,1.0,6.0606060606060606,,,0.2,0.1,,0.2857142857142857,,,,,,,,,,,,1.0,,0.61635,,0.61635,,,23.2,0.375,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630205,1610612763,Lamar Stevens,Lamar Stevens,1630205,MEM,721.0,12,-3.0,28,28,12.0,1,1.0,56,3.0,,,,1.0,,,2.0,6.0,,3.0,4.0,20,,,,2.0,,,1.0,,2.0,2.0,4.0,4.0,,,,,,1.0,1.0,,1.0,,,,2.0,12.0,,,,,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,34.48275862068966,,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.5,0.3333333333333333,,0.3333333333333333,,,,0.1111111111111111,,,,,,0.6666666666666666,,0.53515,,0.5318999999999999,0.5,4.566666666666666,23.866666666666664,0.42857142857142855,2.0,,,1.0,,3.0,0.2222222222222222,,2.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.25,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630590,1610612763,Scotty Pippen Jr.,Scotty Pippen Jr.,1630590,MEM,493.0,8,-5.0,17,16,,5,1.0,33,1.0,,,,,,,,2.0,,,4.0,17,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,3.0,,2.0,,3.0,,,,,,,,,,,0.5,,,38.88888888888889,0.3333333333333333,0.14285714285714285,,0.1,0.25,,,0.5,,,,,,,,,,0.5,,0.63975,,,,7.0,,,,,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,4.0,1.0,1.0,4.0,2.0,0.5,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630643,1610612763,Jay Huff,Jay Huff,1630643,MEM,1077.0,18,-7.0,40,41,13.0,8,1.0,81,1.0,,,,1.0,,,2.0,3.0,,1.0,8.0,32,,,,4.0,2.0,,1.0,,2.0,,2.0,3.0,,,,,,1.0,1.0,,1.0,,3.0,,4.0,13.0,,,,,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,17.073170731707318,,,0.18181818181818182,0.09090909090909091,,,0.5,0.25,,,,0.25,,,,,,0.75,,0.50845,,0.5061333333333333,0.5,6.266666666666667,25.6,0.325,,,1.0,1.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,,,,1.0,0.5,0.5,0.6666666666666666,,,,,,0.5,1.0,1.0,0.5,0.6666666666666666,1.0,4.0,,,4.0,2.0,0.3333333333333333,0.4,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,0.125,0.058823529411764705,0.16666666666666666,0.6666666666666666,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631246,1610612763,Vince Williams Jr.,Vince Williams Jr.,1631246,MEM,584.0,10,-2.0,23,25,13.0,3,,48,,,,,,,,,,,,,15,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,2.0,,2.0,,2.0,,,,,,,13.0,,,,,,,,,,,8.695652173913043,1.0,,0.125,0.08333333333333333,,0.2,,,,,,,,,,,,,,,,,,,,0.5652173913043478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630217,1610612763,Desmond Bane,Desmond Bane,1630217,MEM,248.0,4,-4.0,9,10,1.0,6,,19,1.0,,,,,,,1.0,1.0,,,2.0,12,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,22.22222222222222,,1.0,,0.5,,,,1.0,,,,,,,,,,,,0.4148,,,,13.8,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630583,1610612763,Santi Aldama,Santi Aldama,1630583,MEM,313.0,5,,11,12,1.0,6,,23,1.0,,,,,,,1.0,1.0,,1.0,2.0,8,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,2.0,,1.0,,,1.0,,,,,1.0,0.5,,0.5,,0.5,18.181818181818183,,,0.5,0.14285714285714285,,1.0,,0.5,,,,,,,,,,0.5,,0.5161,,,,9.4,22.5,0.09090909090909091,1.0,,,,,,0.5,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628991,1610612763,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,MEM,179.0,3,-4.0,7,7,,4,,14,,,,,1.0,,,,,,1.0,,10,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.285714285714285,,,,,,,,,,,,1.0,,,,,,1.0,,0.54645,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641744,1610612763,Zach Edey,Zach Edey,1641744,MEM,140.0,2,,4,4,,1,,8,,,,,,,,,,,,,2,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
