EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FtPoints,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,FTDefRebounds,Steals,LostBallSteals,DeadBallTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,Arc3Frequency,PenaltyArc3Frequency,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG3M,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,DefTwoPtRebounds,BadPassTurnovers,Loose Ball Fouls Drawn,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyFG3M,ShortMidRangeAssists,PenaltyFg3Pct,PenaltyArc3Accuracy,OffThreePtRebounds,OffRebounds,BadPassSteals,SecondChanceTurnovers,RecoveredBlocks,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,LongMidRangePctAssisted,SecondChancePointsPct,BlockedShortMidRange,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,SelfOReb,SelfORebPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,OffTwoPtRebounds,OffTwoPtReboundPct,OffShortMidRangeReboundPct,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsPutbacks,Fg2aBlocked,Corner3Assists,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,Charge Fouls Drawn,OffAtRimReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,HeaveMakes,HeaveAttempts,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,Transition Take Fouls,BlockedLongMidRange,OffensiveGoaltends,Blocked3s,BlockedArc3,DefensiveGoaltends,Defensive 3 Seconds Violations
1627827,1610612747,Dorian Finney-Smith,Dorian Finney-Smith,1627827,LAL,812.0,14,7,26,26,6.0,7.0,2.0,52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,24,1.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,10.344827586206897,1.0,0.1,0.05555555555555555,0.25,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.584025,0.5946,1.0,2.7,22.3,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629020,1610612747,Jarred Vanderbilt,Jarred Vanderbilt,1629020,LAL,673.0,11,1,23,22,9.0,12.0,1.0,45,,,,,,,,1.0,1.0,20,,,1.0,,,,,,,,1.0,2.0,2.0,,,1.0,3.0,,1.0,9.0,,,,,,,0.25,0.25,1.0,12.5,,0.125,0.08333333333333333,0.25,,,,,,,,1.0,0.2493,0.2493,1.0,,30.0,0.391304347826087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629029,1610612747,Luka Dončić,Luka Dončić,1629029,LAL,1267.0,21,7,43,43,18.0,26.0,1.0,86,1.0,1.0,1.0,1.0,,4.0,5.0,7.0,17.0,47,2.0,3.0,5.0,2.0,2.0,,2.0,,1.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,,5.0,18.0,0.25,0.25,0.8,0.6666666666666666,0.5833333333333334,0.3333333333333333,0.6071428571428571,0.35714285714285715,0.5833333333333334,36.36363636363637,1.0,0.16666666666666666,0.13043478260869565,,0.08333333333333333,1.0,1.0,,,0.16666666666666666,1.0,0.6666666666666666,0.5045624999999999,0.5008,0.29411764705882354,9.64,26.857142857142858,0.4186046511627907,7.0,3.0,3.0,3.0,1.0,7.0,,,,,1.0,3.0,,3.0,,4.0,,,,,,,,0.5833333333333334,0.5,2.0,3.0,1.0,1.0,2.0,2.0,6.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.2857142857142857,0.2857142857142857,0.09090909090909091,1.0,0.2857142857142857,0.25,0.6666666666666666,0.6666666666666666,0.5,0.08333333333333333,1.0,1.0,0.2857142857142857,0.2857142857142857,0.5,0.2857142857142857,0.14285714285714285,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629216,1610612747,Gabe Vincent,Gabe Vincent,1629216,LAL,457.0,8,4,16,16,6.0,11.0,1.0,32,,,,,,,,1.0,3.0,17,,,3.0,,1.0,,1.0,,,2.0,,,,,,,1.0,,3.0,6.0,,,,,1.5,1.5,1.5,1.5,1.0,6.25,,,,,,,,,,,,1.0,0.46845,0.46845,1.0,,27.1,0.375,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,3.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630692,1610612747,Jordan Goodwin,Jordan Goodwin,1630692,LAL,1876.0,31,12,62,60,24.0,30.0,5.0,122,,1.0,,1.0,1.0,1.0,3.0,2.0,3.0,62,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,5.0,,3.0,5.0,1.0,,1.0,7.0,,1.0,24.0,1.0,1.0,0.3333333333333333,,0.2,,0.25,0.25,0.4,10.0,1.0,,0.08823529411764706,,0.2,,,,0.2,1.0,,0.6,0.52672,0.7967,0.3333333333333333,11.733333333333334,24.35,0.3870967741935484,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,2.0,,3.0,,2.0,1.0,1.0,1.0,1.0,,1.0,,0.2,,1.0,1.0,,1.0,,,,,,,,3.0,1.0,,,,,,0.2,,,0.2,1.0,1.0,1.0,0.2,,,,,,,,,,,1.0,,,2.0,2.0,1.0,1.0,1.0,0.125,0.08695652173913043,0.15384615384615385,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,1610612747,LeBron James,LeBron James,2544,LAL,1390.0,23,13,46,43,8.0,15.0,3.0,89,,,,,,4.0,4.0,5.0,32.0,50,,,2.0,4.0,2.0,,2.0,,1.0,4.0,2.0,5.0,6.0,2.0,,2.0,,,2.0,8.0,0.5,0.5,1.0,,1.1111111111111112,,1.0,1.0,0.5555555555555556,36.734693877551024,1.0,0.14285714285714285,0.2,0.2,,,,,,,,0.5555555555555556,0.4889777777777778,,0.0625,11.875,25.48,0.17391304347826086,5.0,,12.0,,2.0,5.0,,2.0,1.0,,,,,8.0,,15.0,1.0,1.0,1.0,1.0,,1.0,,0.5555555555555556,,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,9.0,4.0,,3.0,2.0,,7.0,0.25,0.8,0.8,0.2727272727272727,,0.1111111111111111,0.2222222222222222,1.0,1.0,,0.2222222222222222,1.0,1.0,0.8,0.8,0.25,0.8,0.4666666666666667,0.7,,,1.0,,,1.0,1.0,1.0,,1.0,0.125,0.07692307692307693,,0.3333333333333333,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,0.8333333333333334,0.5,0.2,1.0,0.15625,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630559,1610612747,Austin Reaves,Austin Reaves,1630559,LAL,799.0,13,1,27,25,10.0,11.0,2.0,52,,,,,,3.0,4.0,3.0,9.0,28,1.0,1.0,2.0,2.0,,,,,,,1.0,3.0,3.0,,,,,,2.0,10.0,0.3333333333333333,0.3333333333333333,0.75,1.0,0.6428571428571429,1.0,0.6428571428571429,1.0,0.42857142857142855,24.13793103448276,,0.1,0.125,0.25,,,,,,,,0.42857142857142855,0.4421428571428571,0.4551,0.2222222222222222,11.45,27.866666666666664,0.37037037037037035,3.0,,,,,3.0,1.0,,,,,,,,,,,1.0,,1.0,,,0.5,0.42857142857142855,,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,,1.0,,1.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,0.2857142857142857,0.5,0.5,,0.2857142857142857,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.25,0.5,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629060,1610612747,Rui Hachimura,Rui Hachimura,1629060,LAL,1112.0,19,8,39,39,15.0,22.0,2.0,78,,,,,,1.0,1.0,1.0,2.0,44,,,,2.0,,1.0,1.0,1.0,,3.0,1.0,2.0,2.0,2.0,2.0,3.0,,,,15.0,1.0,1.0,1.0,,0.5,,0.5,,0.5,12.195121951219512,0.6666666666666666,0.1,0.045454545454545456,0.2,,,,,,,,0.5,0.49045,,,8.3,26.0,0.38461538461538464,1.0,,,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,0.25,0.5,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629003,1610612747,Shake Milton,Shake Milton,1629003,LAL,220.0,4,1,6,6,6.0,4.0,2.0,12,,,,,,,1.0,,,4,,1.0,,,,,,,,,,,,,,,1.0,,,6.0,,,,,,,,,,9.090909090909092,,,,,,,,,,,,,0.4593,0.4593,,9.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642261,1610612747,Dalton Knecht,Dalton Knecht,1642261,LAL,220.0,4,1,6,6,6.0,4.0,2.0,12,,,,,1.0,1.0,1.0,4.0,5.0,4,1.0,1.0,5.0,,,,,,,,1.0,1.0,3.0,,,,,,5.0,6.0,,,1.0,1.0,0.5,0.5,0.5,0.5,0.8,45.45454545454545,,0.5,0.3333333333333333,,,,,,0.2,,,0.8,0.48251999999999995,0.48251999999999995,1.0,11.1,24.725,1.0,3.0,3.0,,4.0,,3.0,,,,,,,,,,,,,,,,,,0.6,0.6,1.0,1.0,,,1.0,1.0,2.0,3.0,,1.0,,,,,,1.0,0.25,0.25,,,0.5,0.2,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,1.0,1.0,,0.25,0.3333333333333333,2.0,2.0,,,,0.4,0.2857142857142857,0.5,,,1.0,1.0,,2.0,,1.0,0.5,0.5,,,,0.4,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.2,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
