EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceAtRimFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2M,PenaltyFtPoints,PtsUnassisted2s,Fg2aBlocked,AtRimAssists,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG2A,PtsUnassisted3s,Fg3aBlocked,BadPassTurnovers,Technical Free Throw Trips,PenaltyFg2Pct,FG3APctBlocked,Arc3PctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceTurnovers,BlockedShortMidRange,DefLongMidRangeReboundPct,LongMidRangePctAssisted,PtsPutbacks,2pt And 1 Free Throw Trips,DefensiveGoaltends,on,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,AtRimPctBlocked,OffLongMidRangeReboundPct,SecondChanceFtPoints,HeaveMakes,HeaveAttempts,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,OffCorner3ReboundPct,Transition Take Fouls,BlockedLongMidRange,OffensiveGoaltends,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations
1627827,1610612747,Dorian Finney-Smith,Dorian Finney-Smith,1627827,LAL,2358.0,39,75,76,17.0,29.0,11.0,151,2.0,3.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,8.0,16.0,85,1.0,1.0,1.0,3.0,2.0,4.0,6.0,4.0,12.0,6.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,17.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.6666666666666666,0.7272727272727273,0.75,0.75,0.7272727272727273,0.75,0.75,0.7272727272727273,12.790697674418604,0.058823529411764705,0.043478260869565216,0.023255813953488372,0.02857142857142857,0.125,0.0625,1.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.18181818181818182,0.5,0.5,1.0,0.5454545454545454,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5980136363636365,0.556725,0.5593125,0.1875,0.375,1.8666666666666665,25.2375,0.22666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629020,1610612747,Jarred Vanderbilt,Jarred Vanderbilt,1629020,LAL,3605.0,60,117,119,38.0,54.0,12.0,236,2.0,4.0,1.0,,,,1.0,,,,1.0,2.0,5.0,,1.0,7.0,131,1.0,,,2.0,,1.0,1.0,2.0,,1.0,,1.0,4.0,5.0,2.0,2.0,,14.0,2.0,11.0,15.0,4.0,19.0,4.0,9.0,1.0,1.0,1.0,1.0,,1.0,38.0,2.0,0.5,0.5,,,,,,0.4,0.3333333333333333,1.0,,0.4375,1.0,0.25,0.16666666666666666,8.461538461538462,0.08333333333333333,0.3055555555555556,0.21875,0.08163265306122448,,0.28,,0.6666666666666666,0.5,0.5,0.5,,,,,0.16666666666666666,,,,1.0,,,,1.0,,0.8333333333333334,,0.5402,,0.2493,0.2857142857142857,0.14285714285714285,2.6399999999999997,30.0,0.3247863247863248,-3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.2,1.0,0.3333333333333333,0.5,0.10714285714285714,0.08,0.3333333333333333,0.1,0.05555555555555555,0.2857142857142857,0.36363636363636365,0.5,0.16666666666666666,1.0,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629029,1610612747,Luka Dončić,Luka Dončić,1629029,LAL,2407.0,40,81,82,35.0,52.0,8.0,163,3.0,6.0,,1.0,1.0,3.0,9.0,,,,4.0,7.0,17.0,4.0,10.0,35.0,89,1.0,1.0,1.0,3.0,1.0,5.0,11.0,4.0,6.0,9.0,3.0,2.0,1.0,3.0,1.0,,,7.0,,1.0,3.0,,3.0,2.0,4.0,1.0,,,,,11.0,35.0,1.0,0.2857142857142857,0.2857142857142857,0.5,0.4,1.0,0.2,0.4,0.4117647058823529,0.48148148148148145,0.75,0.4090909090909091,0.515625,0.75,0.4230769230769231,0.37037037037037035,38.888888888888886,,0.043478260869565216,0.07142857142857142,,,0.06666666666666667,,0.2222222222222222,0.5,0.5,0.6666666666666666,0.037037037037037035,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.375,0.3333333333333333,,,,,0.36363636363636365,,0.5925925925925926,0.3333333333333333,0.5011666666666668,0.3926,0.5115454545454545,0.08571428571428572,0.3142857142857143,8.4,26.439999999999998,0.43209876543209874,6.0,,7.0,9.0,,2.0,10.0,1.0,2.0,,2.0,,,1.0,,1.0,3.0,,2.0,,3.0,2.0,,5.0,,,12.0,4.0,1.0,1.0,,0.058823529411764705,0.14285714285714285,1.0,,0.10526315789473684,,,,0.15384615384615385,,,,0.25925925925925924,,0.12903225806451613,0.19047619047619047,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,1.0,1.0,2.0,0.5,0.1,0.1111111111111111,0.2857142857142857,0.3333333333333333,0.14814814814814814,0.5,0.5,0.5,1.0,1.0,0.18181818181818182,0.5,0.09090909090909091,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629060,1610612747,Rui Hachimura,Rui Hachimura,1629060,LAL,1032.0,17,33,33,15.0,23.0,3.0,66,1.0,1.0,,,2.0,1.0,1.0,,,,,1.0,2.0,1.0,3.0,5.0,33,,,,,,,2.0,2.0,3.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,,1.0,,2.0,15.0,,1.0,1.0,1.0,0.3333333333333333,,,0.3333333333333333,0.5,0.5,,1.0,0.5,,1.0,0.6,18.91891891891892,,0.08333333333333333,0.09523809523809523,0.07692307692307693,,,,0.2,1.0,1.0,1.0,0.4,,,,0.2,1.0,1.0,1.0,,,,,,,0.8,1.0,0.5875299999999999,,0.8606,,0.4,6.25,24.46666666666667,0.45454545454545453,5.0,,1.0,,,,,,,1.0,1.0,,,,,,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,1.0,,0.1111111111111111,0.125,,0.16666666666666666,,0.25,0.2,,0.2,,,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629216,1610612747,Gabe Vincent,Gabe Vincent,1629216,LAL,2857.0,48,92,97,32.0,40.0,10.0,189,,,,1.0,2.0,1.0,5.0,,,1.0,2.0,,,2.0,7.0,6.0,108,,,,,1.0,3.0,3.0,,6.0,5.0,1.0,3.0,1.0,4.0,1.0,,,9.0,,1.0,3.0,,3.0,1.0,2.0,,1.0,1.0,1.0,,3.0,32.0,,,,1.0,0.2857142857142857,,0.3333333333333333,0.2857142857142857,,0.42857142857142855,,0.5,0.42857142857142855,,0.5,1.0,7.8431372549019605,,0.038461538461538464,0.0625,,,0.05263157894736842,,,,,,0.2857142857142857,0.5,0.5,1.0,0.7142857142857143,0.2,0.2,1.0,,,,,0.6666666666666666,0.5,1.0,0.2,0.5301857142857143,,0.4902,,0.5,,25.557142857142857,0.34782608695652173,-3.0,,,,,,,,3.0,,2.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,2.0,,1.0,,,,,,,,,,0.09090909090909091,,,,0.06666666666666667,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1630559,1610612747,Austin Reaves,Austin Reaves,1630559,LAL,2127.0,35,70,70,15.0,22.0,5.0,140,2.0,2.0,,,,5.0,9.0,,,1.0,2.0,5.0,7.0,5.0,9.0,28.0,76,,,,,1.0,2.0,8.0,4.0,6.0,9.0,5.0,2.0,,2.0,,,,4.0,,,3.0,,3.0,3.0,4.0,,1.0,,1.0,1.0,8.0,15.0,,0.4,0.4,0.4,0.5555555555555556,,0.5,0.5555555555555556,0.7142857142857143,0.78125,,0.8333333333333334,0.7941176470588235,,0.875,0.5625,26.31578947368421,,,0.07142857142857142,,,,1.0,0.125,1.0,1.0,0.5,,,,,0.5625,0.5555555555555556,0.5555555555555556,0.4,,,,,0.6666666666666666,0.5,0.6875,0.5555555555555556,0.49881875000000003,,0.5425333333333334,,0.2857142857142857,6.657142857142857,26.77777777777778,0.21428571428571427,-2.0,,4.0,3.0,,3.0,6.0,,2.0,,3.0,,,1.0,1.0,,3.0,,1.0,,3.0,,,5.0,,,3.0,1.0,,,,,,1.0,,0.16666666666666666,,,,0.18181818181818182,0.2,,,0.25,,0.058823529411764705,0.125,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,9.0,,2.0,1.0,1.0,,,0.5,0.5,0.0625,1.0,1.0,,,,0.3333333333333333,1.0,,,,1.0,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,
2544,1610612747,LeBron James,LeBron James,2544,LAL,2699.0,45,84,86,23.0,32.0,10.0,170,6.0,7.0,1.0,1.0,2.0,1.0,6.0,,,,1.0,8.0,15.0,2.0,8.0,29.0,102,4.0,1.0,1.0,7.0,,1.0,5.0,8.0,3.0,6.0,1.0,3.0,3.0,6.0,2.0,1.0,1.0,15.0,2.0,3.0,7.0,4.0,11.0,,,,2.0,2.0,2.0,2.0,5.0,23.0,,0.5,0.5714285714285714,0.5,0.25,1.0,,0.25,0.5333333333333333,0.4782608695652174,0.7,0.3333333333333333,0.5178571428571429,0.7,0.35714285714285715,0.34782608695652173,36.8421052631579,0.09523809523809523,0.125,0.13636363636363635,0.10810810810810811,0.08333333333333333,0.1111111111111111,1.0,0.30434782608695654,0.8571428571428571,0.8571428571428571,0.5,0.08695652173913043,0.5,0.5,1.0,0.2608695652173913,0.16666666666666666,0.16666666666666666,,0.2,,,,0.16666666666666666,,0.6521739130434783,0.16666666666666666,0.5174934782608696,0.4607,0.477025,0.2413793103448276,0.1724137931034483,7.140000000000001,25.124999999999996,0.27380952380952384,-16.0,1.0,6.0,7.0,2.0,1.0,8.0,,2.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,7.0,,1.0,,7.0,2.0,,9.0,,1.0,11.0,5.0,1.0,1.0,0.5,,,1.0,1.0,0.15,0.125,0.16666666666666666,0.14285714285714285,0.16666666666666666,,0.16666666666666666,0.23076923076923078,0.2608695652173913,1.0,0.18518518518518517,0.2631578947368421,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,2.0,5.0,3.0,,6.0,,0.4,,,0.16666666666666666,0.16666666666666666,0.08695652173913043,0.5,0.5,0.2,1.0,1.0,0.16666666666666666,1.0,,,,,0.3333333333333333,1.0,2.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,
1630692,1610612747,Jordan Goodwin,Jordan Goodwin,1630692,LAL,673.0,11,23,22,9.0,12.0,1.0,45,,,,,,,,,,,,,1.0,,,,20,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,,9.0,,,,,,,,,,,,,,,,,4.166666666666667,,,0.08333333333333333,0.16666666666666666,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3128,,,,,21.1,,0.391304347826087,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,0.25,0.25,,0.25,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628467,1610612747,Maxi Kleber,Maxi Kleber,1628467,LAL,150.0,2,6,7,6.0,6.0,,13,,,,,,,,,,,,,,,,2.0,6,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,6.0,,,,,,,,,,,,,1.0,,1.0,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,-2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629637,1610612747,Jaxson Hayes,Jaxson Hayes,1629637,LAL,117.0,2,4,3,,,,7,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,
