EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,PtsUnassisted3s,Fg3aBlocked,LongMidRangeAssists,BadPassSteals,LostBallTurnovers,Offensive Fouls Drawn,Transition Take Fouls Drawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,Corner3Assists,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,BlockedLongMidRange,LongMidRangePctBlocked,DefAtRimReboundPct,Technical Free Throw Trips,PenaltyTurnovers,Charge Fouls,Offensive Fouls,BlockedCorner3,on,LostBallOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,FTOffRebounds,Arc3PctBlocked,OffFTReboundPct,PenaltyArc3FGM,PenaltyArc3Accuracy,HeaveAttempts,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1628371,1610612753,Jonathan Isaac,Jonathan Isaac,1628371,ORL,840.0,14,25,25,3.0,5.0,1.0,50,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,26,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.875,1.0,0.8,1.0,0.25,19.23076923076923,0.125,0.14285714285714285,0.07692307692307693,0.1,0.5,0.25,0.5,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,0.75,0.6346875000000001,0.7702,0.2,0.25,0.25,4.7,23.5,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1628976,1610612753,Wendell Carter Jr.,Wendell Carter Jr.,1628976,ORL,6875.0,115,219,218,11.0,23.0,29.0,437,10.0,13.0,,,8.0,,3.0,13.0,23.0,1.0,7.0,5.0,34.0,235,1.0,1.0,3.0,18.0,3.0,2.0,14.0,30.0,16.0,46.0,8.0,8.0,4.0,3.0,11.0,0.6923076923076923,0.9,1.0,0.14285714285714285,0.14285714285714285,0.5652173913043478,1.0,0.48333333333333334,1.0,0.5151515151515151,0.75,0.23333333333333334,15.476190476190476,0.25925925925925924,0.038461538461538464,0.26605504587155965,0.13114754098360656,,0.3235294117647059,0.43333333333333335,0.7692307692307693,0.8333333333333334,0.7,0.26666666666666666,0.1,,,,,,0.6666666666666666,0.5667116666666666,0.4352,0.125,0.16,0.08823529411764706,5.352173913043478,24.528571428571432,0.0502283105022831,-10.0,3.0,4.0,3.0,2.0,1.0,4.0,3.0,5.0,3.0,9.0,1.0,8.0,6.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,14.0,15.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,6.0,2.0,5.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6,0.6,0.6428571428571429,0.08695652173913043,0.07692307692307693,0.125,0.8333333333333334,0.2,0.2,0.2727272727272727,0.4666666666666667,0.11764705882352941,0.14285714285714285,0.05405405405405406,0.21428571428571427,0.2619047619047619,0.3076923076923077,0.14285714285714285,0.5,0.375,0.42857142857142855,0.6666666666666666,0.06666666666666667,0.13333333333333333,0.25,0.25,1.0,0.8,0.75,0.25,0.5121,0.2647058823529412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1630532,1610612753,Franz Wagner,Franz Wagner,1630532,ORL,6600.0,110,210,209,15.0,23.0,28.0,419,7.0,14.0,,,21.0,,5.0,25.0,46.0,5.0,23.0,8.0,73.0,220,1.0,1.0,5.0,14.0,12.0,,7.0,14.0,1.0,15.0,10.0,12.0,6.0,5.0,15.0,0.28,0.2916666666666667,0.8,0.21739130434782608,0.21739130434782608,0.5434782608695652,1.0,0.47101449275362317,0.3333333333333333,0.49324324324324326,0.5,0.3333333333333333,32.365145228215766,0.14285714285714285,,0.13,0.008695652173913044,,0.16666666666666666,0.2028985507246377,0.5,0.5833333333333334,0.42857142857142855,0.30434782608695654,0.07246376811594203,,,,,,0.5362318840579711,0.49389927536231887,0.44921666666666665,0.0821917808219178,0.12,0.0684931506849315,8.652173913043478,25.713043478260868,0.07142857142857142,-9.0,1.0,1.0,13.0,11.0,5.0,18.0,3.0,5.0,1.0,13.0,3.0,36.0,2.0,18.0,5.0,4.0,13.0,3.0,16.0,3.0,9.0,3.0,35.0,1.0,6.0,1.0,,4.0,2.0,3.0,2.0,1.0,4.0,,3.0,9.0,,2.0,1.0,,,,1.0,,,1.0,0.6,0.5454545454545454,0.5909090909090909,0.08695652173913043,0.14285714285714285,0.09523809523809523,0.75,0.25,0.015625,0.11764705882352941,0.07692307692307693,,,,0.15384615384615385,0.10526315789473684,0.15384615384615385,,,0.6190476190476191,0.6842105263157895,0.23076923076923078,0.15942028985507245,0.2608695652173913,0.2777777777777778,0.2777777777777778,0.8,0.09090909090909091,1.0,0.2777777777777778,0.4962166666666667,0.1780821917808219,5.0,1.0,1.0,2.0,5.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.043478260869565216,0.2,0.45454545454545453,0.45454545454545453,0.2,0.09090909090909091,0.45454545454545453,0.4,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
202709,1610612753,Cory Joseph,Cory Joseph,202709,ORL,7461.0,124,237,235,15.0,25.0,30.0,472,2.0,2.0,,,4.0,1.0,5.0,5.0,8.0,5.0,16.0,,25.0,254,,,,8.0,15.0,,5.0,8.0,1.0,9.0,3.0,,,,15.0,0.8,0.8,1.0,0.3125,0.3125,0.625,,0.5208333333333334,,0.5208333333333334,,0.6666666666666666,9.59409594095941,0.0847457627118644,,0.05982905982905983,0.007874015748031496,,0.05555555555555555,0.08333333333333333,1.0,1.0,1.0,0.16666666666666666,0.20833333333333334,0.2,0.2,1.0,,,0.75,0.5118958333333333,,,,,9.9625,25.80625,0.06329113924050633,-8.0,,,2.0,2.0,4.0,11.0,,,,,,2.0,,11.0,4.0,2.0,8.0,7.0,15.0,6.0,4.0,2.0,37.0,1.0,2.0,1.0,,5.0,2.0,1.0,,1.0,2.0,,6.0,10.0,,,,2.0,,1.0,2.0,,,,,,,0.25,,0.25,0.5,0.2,0.014084507042253521,0.034482758620689655,,,0.047619047619047616,,0.07142857142857142,0.044444444444444446,,,,0.5,0.6666666666666666,0.5,0.08333333333333333,0.4583333333333333,0.36363636363636365,0.36363636363636365,1.0,,,0.36363636363636365,0.61305,,1.0,,,,1.0,,,1.0,,,,2.0,3.0,1.0,2.0,,,,,,,,0.5,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,0.5,0.2222222222222222,,,,,,True,,,,,,,,,,,,,,,,
203484,1610612753,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,ORL,7325.0,122,233,231,15.0,25.0,30.0,464,,1.0,,,1.0,2.0,5.0,1.0,5.0,6.0,16.0,2.0,22.0,247,,,,2.0,18.0,1.0,4.0,12.0,1.0,13.0,2.0,2.0,,,15.0,1.0,1.0,1.0,0.375,0.375,0.2,,0.47619047619047616,,0.4772727272727273,,0.7619047619047619,8.614232209737828,0.07017543859649122,0.01818181818181818,0.10434782608695652,0.007936507936507936,,0.11428571428571428,0.047619047619047616,,,,0.047619047619047616,0.23809523809523808,0.4,0.4,1.0,,,0.8095238095238095,0.5269547619047619,,,,,12.8,25.512500000000003,0.06437768240343347,-6.0,,,,3.0,4.0,11.0,1.0,1.0,,2.0,,,,11.0,4.0,,3.0,4.0,7.0,3.0,2.0,,18.0,,8.0,,,7.0,5.0,1.0,,1.0,2.0,,4.0,7.0,,,1.0,2.0,,2.0,3.0,1.0,,,1.0,1.0,1.0,,,,0.5,,,0.13793103448275862,,,,0.02564102564102564,,0.13333333333333333,0.15384615384615385,,0.3333333333333333,,,,0.14285714285714285,0.5238095238095238,0.36363636363636365,0.36363636363636365,1.0,,,0.36363636363636365,0.428,0.09090909090909091,1.0,,,,,,,,,,,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,
1631094,1610612753,Paolo Banchero,Paolo Banchero,1631094,ORL,7110.0,118,226,223,15.0,22.0,30.0,449,10.0,15.0,1.0,1.0,25.0,,,24.0,56.0,6.0,16.0,15.0,81.0,239,2.0,4.0,7.0,18.0,15.0,2.0,13.0,21.0,5.0,26.0,14.0,22.0,10.0,7.0,15.0,0.375,0.4090909090909091,0.8333333333333334,0.375,0.375,0.42857142857142855,0.5,0.4583333333333333,0.4,0.49390243902439024,0.5,0.2222222222222222,35.76923076923077,0.23214285714285715,0.03773584905660377,0.17272727272727273,0.04132231404958678,,0.11764705882352941,0.20833333333333334,0.6666666666666666,0.7692307692307693,0.5,0.3472222222222222,,,,,0.2,1.0,0.4305555555555556,0.4915541666666667,0.51391,0.125,0.15625,0.08641975308641975,9.526785714285714,26.15,0.06637168141592921,,2.0,3.0,8.0,16.0,6.0,16.0,3.0,6.0,2.0,11.0,3.0,30.0,4.0,16.0,6.0,7.0,6.0,7.0,13.0,5.0,3.0,3.0,33.0,3.0,6.0,2.0,3.0,3.0,,8.0,4.0,3.0,11.0,1.0,8.0,14.0,,2.0,2.0,1.0,,1.0,2.0,1.0,,2.0,0.5,0.5625,0.6111111111111112,0.125,0.13333333333333333,0.2,0.7272727272727273,0.4,0.04411764705882353,0.1111111111111111,,0.06060606060606061,0.05,0.05555555555555555,0.38461538461538464,0.09523809523809523,0.16666666666666666,0.08571428571428572,0.5,0.32,0.4,0.375,0.2222222222222222,0.2222222222222222,0.375,0.375,0.8333333333333334,0.375,0.6666666666666666,0.375,0.41769,0.13580246913580246,6.0,,,1.0,2.0,1.0,1.0,2.0,1.0,3.0,,,3.0,4.0,,,1.0,,,0.5,,,0.375,0.375,0.16666666666666666,,0.25,0.5,1.0,,0.2,2.0,,,,,0.4444444444444444,,1.0,2.0,1.0,1.0,True,,,,,,,,,,,,,,,,
203914,1610612753,Gary Harris,Gary Harris,203914,ORL,136.0,2,4,4,,,,8,,,,,,,1.0,,,,1.0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,,,,,,,,,,,,1.0,,,,,,1.0,0.5583,,,,,,22.8,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1631216,1610612753,Caleb Houstan,Caleb Houstan,1631216,ORL,901.0,15,29,29,1.0,2.0,2.0,58,,,,,1.0,,1.0,,1.0,1.0,2.0,,3.0,40,,,,,3.0,,,1.0,,1.0,,,,,1.0,,,1.0,0.5,0.5,,,0.5,,0.5,,0.6666666666666666,12.5,,,0.05263157894736842,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,0.6666666666666666,0.5220333333333333,,,,,13.9,24.6,0.034482758620689655,-4.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,2.0,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,,0.1111111111111111,,,,,,0.125,,,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,
1630175,1610612753,Cole Anthony,Cole Anthony,1630175,ORL,57.0,1,2,1,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1628371,1610612753,Jonathan Isaac,Jonathan Isaac,1628371,ORL,3302.0,55,99,97,26.0,42.0,20.0,196,4.0,5.0,,,,,1.0,4.0,5.0,,3.0,2.0,10.0,114,,,2.0,8.0,,2.0,3.0,4.0,4.0,8.0,4.0,3.0,1.0,2.0,26.0,1.0,1.0,,,,0.8,,0.5,,0.5555555555555556,1.0,0.375,8.661417322834646,0.125,0.08,0.1111111111111111,0.06666666666666667,0.2,0.07692307692307693,0.625,0.8,0.8,1.0,,0.125,,,,,,1.0,0.6184437500000001,,0.125,0.2,0.2,1.4,24.900000000000002,0.26262626262626265,-11.0,1.0,2.0,,,,2.0,1.0,2.0,2.0,4.0,2.0,,,2.0,,,1.0,1.0,2.0,1.0,1.0,,5.0,2.0,1.0,,,2.0,2.0,1.0,,1.0,2.0,,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,0.5,0.5,0.6666666666666666,,,,0.5,,0.05714285714285714,0.08333333333333333,0.2222222222222222,,,0.05,0.3333333333333333,0.1,,,1.0,,,,,0.25,,,,1.0,0.5,,0.55145,0.4,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,False,1.0,1.0,,,,,,,,,,,,,,
