EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,SelfOReb,LostBallTurnovers,SecondChanceTurnovers,DefFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,PenaltyCorner3FGA,Fg3aBlocked,Corner3Assists,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Frequency,LongMidRangeFGM,Travels,Charge Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,Corner3PctBlocked,RecoveredBlocks,OffLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceArc3PctAssisted,on,Technical Free Throw Trips,LongMidRangePctAssisted,Charge Fouls Drawn,DefensiveGoaltends,LongMidRangeAssists,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1628378,1610612739,Donovan Mitchell,Donovan Mitchell,1628378,CLE,4574.6,76,30.0,157,154,47,26.0,30,311,12.0,20.0,3.0,5.0,5.0,9.0,9.0,12.0,2.0,1.0,1.0,4.0,21.0,1.0,1.0,1.0,8.0,21.0,34.0,5.0,22.0,21.0,78.0,165.0,4.0,8.0,1.0,1.0,3.0,14.0,7.0,13.0,1.0,8.0,10.0,27.0,10.0,32.0,9.0,6.0,2.0,1.0,20.0,4.0,7.0,9.0,5.0,14.0,5.0,6.0,3.0,33.0,4.0,1.0,1.0,5.0,4.0,9.0,6.0,15.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,7.0,1.0,20.0,28.0,5.0,13.0,4.0,2.0,1.0,1.0,2.0,27.0,47,2.0,0.23809523809523808,0.25,0.6,0.22727272727272727,1.0,0.125,0.23809523809523808,0.6176470588235294,0.5,0.5384615384615384,0.5089285714285714,0.6111111111111112,0.40476190476190477,0.5735294117647058,0.7,0.48214285714285715,0.39285714285714285,0.20588235294117646,0.25,0.16666666666666666,37.03703703703704,0.5,0.2,0.12121212121212122,0.03571428571428571,0.15151515151515152,0.0784313725490196,0.13636363636363635,0.06329113924050633,0.1111111111111111,0.075,0.09090909090909091,0.1,0.14285714285714285,0.1111111111111111,0.23809523809523808,0.35714285714285715,0.6,0.8,0.3333333333333333,0.21428571428571427,0.75,0.9,0.1111111111111111,0.03571428571428571,0.017857142857142856,1.0,1.0,1.0,0.375,0.19047619047619047,0.19047619047619047,0.5,0.5555555555555556,0.6,1.0,0.1111111111111111,1.0,0.42857142857142855,0.5555555555555556,0.38095238095238093,0.125,0.75,0.2,0.5582463636363637,0.48727,0.5735275,0.203125,0.30952380952380953,0.1794871794871795,0.34615384615384615,4.741176470588236,27.70909090909091,0.29936305732484075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1628386,1610612739,Jarrett Allen,Jarrett Allen,1628386,CLE,2816.0,47,38.0,99,93,14,17.0,16,192,8.0,10.0,4.0,4.0,,,5.0,6.0,,,,,,,,,,13.0,16.0,,,10.0,36.0,100.0,4.0,5.0,,,4.0,12.0,,,,,,,22.0,4.0,,,2.0,,,,1.0,3.0,,3.0,,1.0,2.0,6.0,2.0,1.0,,4.0,4.0,9.0,3.0,12.0,3.0,1.0,2.0,2.0,,1.0,1.0,,3.0,1.0,2.0,3.0,,6.0,10.0,,5.0,,2.0,2.0,,2.0,,14,,0.8461538461538461,0.9166666666666666,,,,,,0.8125,0.8,,0.8125,0.8,,0.8571428571428571,0.8571428571428571,,,0.0625,0.1,,20.689655172413794,0.6666666666666666,,0.18181818181818182,0.05263157894736842,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.07317073170731707,,0.1111111111111111,,,0.3333333333333333,0.16666666666666666,0.2,0.625,0.8,0.8888888888888888,0.75,0.375,0.8333333333333334,0.8333333333333334,1.0,,,,,,,,,,0.8,1.0,0.5,,,,,,,0.625,,0.64115,0.67832,,0.23809523809523808,0.23809523809523808,0.3333333333333333,,3.7624999999999997,,0.1414141414141414,1.0,1.0,1.0,1.0,0.5,0.09090909090909091,0.14285714285714285,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1629622,1610612739,Max Strus,Max Strus,1629622,CLE,4083.0,68,6.0,132,133,15,12.0,19,265,3.0,6.0,,,,2.0,1.0,1.0,,,6.0,9.0,17.0,,1.0,1.0,2.0,4.0,7.0,9.0,23.0,,35.0,162.0,1.0,1.0,,1.0,,2.0,1.0,3.0,1.0,3.0,,5.0,6.0,2.0,27.0,,,,17.0,9.0,1.0,5.0,5.0,10.0,2.0,3.0,2.0,25.0,,3.0,,3.0,4.0,7.0,3.0,10.0,1.0,1.0,,1.0,,,1.0,,2.0,,2.0,6.0,,4.0,,,,,,,,,5.0,15,,0.75,0.75,1.0,0.391304347826087,,0.3333333333333333,0.391304347826087,0.5714285714285714,1.0,0.3333333333333333,0.5833333333333334,0.5,0.4166666666666667,0.5833333333333334,0.5,0.4166666666666667,0.7666666666666667,0.14285714285714285,0.16666666666666666,,20.51282051282051,0.5,,0.12903225806451613,0.10344827586206896,0.12,,0.125,0.046153846153846156,0.1,,,0.3,,0.125,0.05555555555555555,0.2,0.5,0.6,0.6666666666666666,0.03333333333333333,1.0,1.0,1.0,,0.2,,,,0.5666666666666667,0.5294117647058824,0.5625,1.0,,,,0.5,,0.3333333333333333,,0.3333333333333333,0.5,0.9666666666666667,0.5294117647058824,0.5562583333333334,0.318,0.5044083333333332,,,0.05714285714285714,0.14285714285714285,2.985714285714286,26.26086956521739,0.11363636363636363,,,1.0,,,0.14285714285714285,0.2857142857142857,,1.0,1.0,3.0,1.0,1.0,1.0,0.043478260869565216,0.058823529411764705,0.16666666666666666,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1629631,1610612739,De'Andre Hunter,De'Andre Hunter,1629631,CLE,3586.6,60,22.0,118,118,40,27.0,20,236,4.0,4.0,,,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,8.0,,,,1.0,6.0,10.0,3.0,9.0,4.0,25.0,133.0,1.0,2.0,,,2.0,4.0,1.0,3.0,,1.0,3.0,5.0,10.0,2.0,6.0,3.0,,,8.0,2.0,,4.0,,4.0,,3.0,1.0,8.0,1.0,,,1.0,3.0,6.0,1.0,7.0,1.0,1.0,,2.0,,,3.0,1.0,5.0,2.0,2.0,8.0,,10.0,5.0,1.0,2.0,1.0,,,,1.0,5.0,40,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.3333333333333333,,,0.3333333333333333,0.6,0.5,0.3333333333333333,0.5526315789473685,0.5,0.25,0.5952380952380952,0.6666666666666666,0.5,0.47368421052631576,,,,18.571428571428573,0.4,,0.11538461538461539,,0.047619047619047616,0.03225806451612903,0.0851063829787234,0.02,,0.041666666666666664,,,,0.42857142857142855,0.06666666666666667,0.21052631578947367,1.0,1.0,1.0,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.15789473684210525,0.05263157894736842,1.0,1.0,1.0,0.42105263157894735,0.25,0.25,0.5,,,,,,0.25,1.0,0.25,,0.6842105263157895,0.25,0.550663157894737,0.3953,0.57075,0.1,0.18181818181818182,0.16,0.2,9.18,25.744444444444447,0.3389830508474576,2.0,,2.0,,0.5,,,,,,,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,
1629731,1610612739,Dean Wade,Dean Wade,1629731,CLE,7378.6,123,29.0,245,249,73,56.0,39,494,1.0,1.0,,,,,,1.0,,1.0,5.0,2.0,8.0,,1.0,,3.0,1.0,2.0,3.0,13.0,,11.0,279.0,,1.0,,3.0,,,,,1.0,6.0,,3.0,2.0,,9.0,,,,8.0,2.0,,4.0,2.0,6.0,2.0,4.0,,14.0,7.0,1.0,,11.0,12.0,24.0,8.0,32.0,3.0,2.0,1.0,,,,2.0,,2.0,,3.0,6.0,,,,,,,1.0,,1.0,1.0,3.0,73,,1.0,1.0,1.0,0.23076923076923078,,0.16666666666666666,0.23076923076923078,0.5,,,0.36666666666666664,,0.25,0.36666666666666664,,0.25,0.8666666666666667,,,,5.862068965517242,,,0.23076923076923078,0.02127659574468085,0.22916666666666666,0.09859154929577464,0.23,0.06779661016949153,0.05263157894736842,0.12962962962962962,,0.26666666666666666,0.24,0.16666666666666666,0.16129032258064516,0.06666666666666667,1.0,1.0,1.0,0.06666666666666667,,,,,0.3333333333333333,0.2,0.2,1.0,0.5333333333333333,0.25,0.25,1.0,,,,0.25,,,,0.5,,0.9333333333333333,0.25,0.5732233333333333,0.48305,0.5550999999999999,,,,0.2727272727272727,4.15,24.584615384615383,0.2979591836734694,1.0,,,,0.14285714285714285,,0.35294117647058826,,3.0,,,,1.0,,,,0.5,,1.0,,,,,,,,2.0,1.0,0.5,0.3333333333333333,,,,,,,True,,,,,,,,,,,
1629660,1610612739,Ty Jerome,Ty Jerome,1629660,CLE,3866.6000000000004,64,24.0,130,132,35,26.0,19,262,4.0,8.0,,,1.0,2.0,4.0,11.0,2.0,,,3.0,10.0,,1.0,1.0,3.0,8.0,21.0,3.0,10.0,4.0,29.0,131.0,,,,1.0,,,1.0,4.0,1.0,3.0,2.0,7.0,6.0,10.0,,9.0,,,10.0,3.0,4.0,8.0,5.0,13.0,5.0,6.0,2.0,31.0,2.0,2.0,,2.0,3.0,5.0,4.0,9.0,2.0,,2.0,2.0,2.0,1.0,4.0,1.0,6.0,1.0,3.0,5.0,,2.0,4.0,,2.0,,1.0,1.0,,1.0,7.0,35,,0.375,0.375,,0.3,,0.3333333333333333,0.3,0.38095238095238093,,0.25,0.4032258064516129,,0.35714285714285715,0.4393939393939394,,0.4375,0.3225806451612903,0.19047619047619047,0.375,0.09090909090909091,25.324675324675326,0.3333333333333333,,0.09375,0.06666666666666667,0.07407407407407407,0.058823529411764705,0.0847457627118644,0.0625,0.15384615384615385,0.037037037037037035,0.14285714285714285,,0.17647058823529413,,0.05555555555555555,0.25806451612903225,0.5,0.8,0.25,0.3548387096774194,0.36363636363636365,0.4,0.5,0.06451612903225806,,,,,0.3225806451612903,0.3,0.3,,,,,1.0,,0.2857142857142857,0.5,0.42857142857142855,0.3333333333333333,0.5806451612903226,0.3,0.52425,0.56265,0.5002583333333334,0.06060606060606061,0.08695652173913043,,0.2413793103448276,7.647619047619047,27.940000000000005,0.2692307692307692,,1.0,1.0,1.0,,,0.1111111111111111,0.0625,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,,,
1630171,1610612739,Isaac Okoro,Isaac Okoro,1630171,CLE,2708.0,45,14.0,93,96,44,36.0,11,189,2.0,4.0,2.0,2.0,,1.0,,1.0,,2.0,4.0,,1.0,,,,1.0,2.0,5.0,2.0,5.0,5.0,15.0,115.0,2.0,2.0,,,,4.0,,1.0,1.0,2.0,5.0,8.0,,4.0,6.0,,4.0,,1.0,,2.0,,,,,,,,2.0,,,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,,,,,,,,2.0,3.0,,4.0,8.0,,2.0,2.0,,,,,8.0,44,2.0,,,1.0,0.4,,0.5,0.4,0.4,1.0,,0.5,1.0,0.5,0.5357142857142857,1.0,0.5714285714285714,0.5,0.4,0.25,1.0,13.461538461538462,,,0.058823529411764705,,0.06666666666666667,0.09090909090909091,0.0625,0.05405405405405406,,0.11764705882352941,,,,0.3333333333333333,0.1,0.4,0.5,0.6666666666666666,,0.1,,,,,0.4,0.5,0.5,1.0,0.1,,,,1.0,1.0,,,,0.3333333333333333,,0.3333333333333333,,0.9,,0.584655,,0.5589833333333334,0.16666666666666666,0.2857142857142857,0.26666666666666666,0.5333333333333333,2.32,24.080000000000002,0.4731182795698925,,,,,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,1.0,,1.0,,,,,,,True,,,,,,,,,,,
1629636,1610612739,Darius Garland,Darius Garland,1629636,CLE,1411.0,24,-9.0,46,46,13,15.0,7,92,,,,,,,4.0,5.0,1.0,,,3.0,5.0,,,,,5.0,6.0,3.0,5.0,8.0,27.0,74.0,,,,,2.0,2.0,3.0,3.0,,,2.0,8.0,2.0,8.0,,9.0,,,5.0,3.0,,3.0,4.0,7.0,3.0,2.0,1.0,18.0,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,1.0,,1.0,2.0,,6.0,8.0,,4.0,,,,,,8.0,13,,0.2,0.2,,0.6,,,0.6,0.8333333333333334,,1.0,0.8636363636363636,,1.0,0.9,1.0,1.0,0.45454545454545453,,,,30.188679245283016,1.0,,,,0.25,,0.09090909090909091,,,,,,,,0.3333333333333333,,,,,0.45454545454545453,0.8,0.8,0.25,0.09090909090909091,,,,,0.45454545454545453,0.6,0.6,,,,,,,,,,,0.45454545454545453,0.6,0.4850818181818182,,0.43839999999999996,0.26666666666666666,0.4,0.07407407407407407,0.2962962962962963,11.116666666666667,26.859999999999996,0.2826086956521739,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,
1630241,1610612739,Sam Merrill,Sam Merrill,1630241,CLE,1764.0,29,3.0,57,61,22,16.0,9,118,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,4.0,1.0,6.0,,,1.0,3.0,1.0,1.0,2.0,10.0,,8.0,68.0,1.0,1.0,,3.0,,2.0,1.0,1.0,2.0,4.0,,8.0,,2.0,6.0,,2.0,1.0,5.0,1.0,,,1.0,1.0,,,,3.0,2.0,,,1.0,1.0,2.0,2.0,4.0,2.0,,2.0,,,,1.0,,1.0,,,3.0,,,,,,,,,,,8.0,22,,,,1.0,0.2,,0.5,0.2222222222222222,1.0,1.0,1.0,0.36363636363636365,0.25,0.8,0.36363636363636365,0.25,0.8,0.9090909090909091,,,,17.142857142857142,,,0.1,,0.09090909090909091,0.08333333333333333,0.09523809523809523,0.06451612903225806,,0.125,,,0.16666666666666666,,0.14285714285714285,0.09090909090909091,1.0,1.0,,,,,,,0.36363636363636365,0.25,0.3333333333333333,1.0,0.5454545454545454,0.16666666666666666,0.16666666666666666,1.0,0.25,1.0,,,,0.2,1.0,0.6,0.3333333333333333,1.0,0.2,0.5912299999999999,0.64995,0.6052625,,,0.25,1.0,,26.78,0.38596491228070173,,,,,,,,,1.0,1.0,1.0,,,,0.1,,0.2,,1.0,,,,,2.0,,,3.0,1.0,0.75,1.0,,0.25,,,,,True,,,,,,,,,,,
1630596,1610612739,Evan Mobley,Evan Mobley,1630596,CLE,3179.6,53,-14.0,99,104,25,18.0,16,203,11.0,12.0,2.0,2.0,2.0,2.0,1.0,4.0,,,,4.0,7.0,1.0,1.0,,,12.0,16.0,4.0,7.0,2.0,38.0,131.0,2.0,3.0,1.0,1.0,,7.0,2.0,2.0,,,1.0,5.0,18.0,6.0,9.0,3.0,2.0,,7.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,,7.0,1.0,2.0,,4.0,2.0,6.0,3.0,9.0,4.0,1.0,3.0,2.0,,1.0,2.0,,4.0,2.0,,2.0,,3.0,3.0,1.0,2.0,,1.0,1.0,,1.0,5.0,25,,0.75,0.8181818181818182,0.75,0.5714285714285714,1.0,,0.5714285714285714,0.75,0.6666666666666666,1.0,0.782608695652174,0.875,1.0,0.7916666666666666,0.875,1.25,0.30434782608695654,0.0625,0.08333333333333333,,23.728813559322035,0.5,,0.08333333333333333,0.10526315789473684,0.23529411764705882,0.030303030303030304,0.14634146341463414,0.057692307692307696,,0.038461538461538464,,,0.09090909090909091,0.16666666666666666,0.36363636363636365,0.5217391304347826,0.9166666666666666,1.0,0.8181818181818182,0.17391304347826086,0.25,0.25,,,,,,,0.30434782608695654,0.5714285714285714,0.5714285714285714,0.75,0.5,1.0,0.5,0.25,1.0,1.0,1.0,,,0.8260869565217391,0.5714285714285714,0.6133456521739131,0.5648,0.68375,0.08333333333333333,0.11764705882352941,0.18421052631578946,0.13157894736842105,3.28125,25.74285714285714,0.25252525252525254,,1.0,1.0,1.0,,0.16666666666666666,,0.16666666666666666,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,0.25,1.0,1.0,True,,,,,,,,,,,
