EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChancePoints,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PtsPutbacks,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyFg2Pct,AtRimPctBlocked,OffAtRimReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,ShortMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Clear Path Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Offensive Fouls,DefAtRimReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,Blocked3s,BlockedAtRim,BlockedCorner3,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,Travels,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,on,SecondChanceTurnovers,Charge Fouls,BlockedArc3,OffCorner3ReboundPct,Transition Take Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,DefensiveGoaltends,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,FTOffRebounds,Corner3PctBlocked,OffFTReboundPct
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,2592.0,43,3.0,80,80,29.0,26,8.0,160,3.0,5.0,4.0,2.0,1.0,2.0,1.0,3.0,11.0,1.0,2.0,8.0,17.0,87.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,6.0,3.0,1.0,2.0,16.0,1.0,3.0,6.0,9.0,1.0,10.0,2.0,1.0,1.0,6.0,3.0,3.0,6.0,3.0,1.0,2.0,1.0,9.0,1.0,10.0,3.0,2.0,4.0,29.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.2727272727272727,0.34615384615384615,0.4722222222222222,0.4,0.15384615384615385,0.18181818181818182,0.5,27.272727272727273,1.0,0.23076923076923078,0.16666666666666666,0.06666666666666667,0.20454545454545456,0.03225806451612903,0.08333333333333333,0.3,0.3,0.23076923076923078,0.38461538461538464,0.6,0.6,0.3333333333333333,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.5,0.5,1.0,0.5,0.5384615384615384,0.5,0.4869884615384616,0.48915,0.1875,0.21428571428571427,0.23529411764705882,7.072727272727272,28.1,0.3625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,2697.0,45,36.0,84,85,25.0,26,5.0,169,3.0,3.0,6.0,5.0,7.0,15.0,4.0,10.0,14.0,7.0,15.0,10.0,51.0,82.0,1.0,2.0,4.0,8.0,14.0,10.0,10.0,,15.0,7.0,,3.0,5.0,8.0,3.0,2.0,2.0,21.0,,7.0,3.0,12.0,1.0,13.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,,1.0,,7.0,,10.0,2.0,3.0,14.0,25.0,3.0,0.5,0.5,,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.7068965517241379,0.75,0.7,0.5172413793103449,,,41.11111111111111,1.0,0.1,0.2916666666666667,,0.18518518518518517,0.037037037037037035,,0.14285714285714285,0.125,0.29411764705882354,0.10344827586206896,1.0,1.0,1.0,0.20689655172413793,0.1724137931034483,0.5172413793103449,0.4666666666666667,0.5,,0.6666666666666666,0.6206896551724138,0.4666666666666667,0.5108810344827586,0.4990583333333333,0.06451612903225806,0.125,0.27450980392156865,10.542857142857143,26.46,0.2976190476190476,4.0,3.0,2.0,1.0,2.0,2.0,21.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,1.0,0.06666666666666667,0.06666666666666667,1.0,0.125,0.2,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.25,0.6,0.6,0.3333333333333333,0.5,0.4213,0.0392156862745098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1628436,1610612738,Luke Kornet,Luke Kornet,1628436,BOS,3190.0,53,21.0,102,100,39.0,40,13.0,202,6.0,7.0,2.0,,,,,7.0,9.0,,,3.0,17.0,110.0,3.0,1.0,,2.0,4.0,10.0,4.0,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,2.0,5.0,4.0,9.0,5.0,14.0,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,3.0,,3.0,,3.0,1.0,1.0,4.0,39.0,1.0,0.7142857142857143,1.0,,,,0.7777777777777778,0.7777777777777778,0.85,1.0,,0.1111111111111111,,9.482758620689657,1.0,0.09523809523809523,0.21739130434782608,0.08333333333333333,0.13846153846153847,0.13157894736842105,0.09523809523809523,0.19047619047619047,,0.1875,0.7777777777777778,0.8571428571428571,1.0,0.6666666666666666,0.2222222222222222,,,,,,,0.7777777777777778,,0.6429222222222222,0.7485,0.1111111111111111,0.1111111111111111,0.23529411764705882,2.0555555555555554,,0.38235294117647056,1.0,,,2.0,4.0,,,,,3.0,,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,0.21428571428571427,0.1111111111111111,0.2857142857142857,0.5,0.5,1.0,,,,,0.53095,0.23529411764705882,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.14285714285714285,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,4981.0,83,14.0,155,162,49.0,50,14.0,317,2.0,3.0,4.0,1.0,9.0,20.0,7.0,2.0,8.0,10.0,21.0,2.0,36.0,175.0,1.0,3.0,7.0,1.0,6.0,4.0,,24.0,18.0,9.0,2.0,3.0,4.0,7.0,3.0,1.0,1.0,18.0,3.0,1.0,1.0,2.0,4.0,6.0,3.0,3.0,,4.0,2.0,2.0,5.0,2.0,2.0,7.0,2.0,2.0,,4.0,2.0,,6.0,49.0,,1.0,1.0,0.8,0.47619047619047616,0.5263157894736842,0.25,0.5862068965517241,0.5806451612903226,0.2727272727272727,0.7241379310344828,0.25,0.25,21.301775147928996,0.8,0.020833333333333332,0.030303030303030304,0.08108108108108109,0.024691358024691357,0.06557377049180328,0.1,,0.06666666666666667,0.04,0.10344827586206896,0.6666666666666666,1.0,1.0,0.13793103448275862,0.034482758620689655,0.6896551724137931,0.45,0.47368421052631576,0.7777777777777778,0.7,0.8275862068965517,0.5,0.5186269230769232,0.528992857142857,0.06451612903225806,0.2,0.16666666666666666,6.4625,30.404761904761905,0.3161290322580645,,,1.0,,9.0,1.0,6.0,1.0,1.0,1.0,,0.14285714285714285,,0.9,0.25,0.9,0.047619047619047616,0.05,,0.041666666666666664,,,,,,,,,0.14285714285714285,0.508425,0.25,,,1.0,2.0,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,0.2,0.5,1.0,1.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.75,0.16666666666666666,0.2,0.034482758620689655,1.0,1.0,1.0,0.8,0.75,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1630573,1610612738,Sam Hauser,Sam Hauser,1630573,BOS,5589.0,93,29.0,173,178,49.0,50,17.0,351,1.0,1.0,,1.0,3.0,9.0,3.0,2.0,2.0,6.0,16.0,,22.0,185.0,,1.0,3.0,,8.0,4.0,,18.0,9.0,3.0,,3.0,1.0,4.0,1.0,,3.0,9.0,,4.0,5.0,9.0,,9.0,1.0,1.0,,2.0,2.0,,3.0,1.0,6.0,9.0,,,,,,,8.0,49.0,,1.0,1.0,1.0,0.375,0.375,1.0,0.6111111111111112,0.6111111111111112,1.0,0.8888888888888888,,,10.99476439790576,0.6666666666666666,0.08064516129032258,0.10256410256410256,,0.0891089108910891,,,0.06896551724137931,0.1111111111111111,0.06896551724137931,0.05555555555555555,1.0,1.0,1.0,,0.05555555555555555,0.5,0.3333333333333333,0.3333333333333333,1.0,0.75,0.9444444444444444,0.3333333333333333,0.5618805555555555,0.51895,,,0.36363636363636365,7.95,25.493750000000002,0.2832369942196532,,1.0,2.0,,6.0,2.0,,,,,,0.6666666666666666,,1.5,1.0,1.5,,,,,,0.2,,,,1.0,1.0,1.0,0.6666666666666666,0.5241,0.2727272727272727,,,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,3.0,7.0,1.0,1.0,2.0,2.0,,,,,1.0,,,1.0,,,0.3888888888888889,0.42857142857142855,0.42857142857142855,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.5,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201143,1610612738,Al Horford,Al Horford,201143,BOS,2536.0,42,28.0,75,79,12.0,16,6.0,154,1.0,1.0,2.0,1.0,1.0,2.0,,4.0,4.0,3.0,5.0,,17.0,78.0,1.0,1.0,1.0,,5.0,2.0,6.0,9.0,2.0,1.0,,3.0,2.0,5.0,2.0,,2.0,12.0,1.0,4.0,7.0,11.0,1.0,12.0,2.0,1.0,1.0,,,,1.0,,2.0,6.0,,1.0,,,,,5.0,12.0,,0.25,0.3333333333333333,1.0,0.6,0.6,1.0,0.9444444444444444,0.9444444444444444,1.25,0.5555555555555556,,,12.195121951219512,,0.25,0.2222222222222222,0.05,0.2391304347826087,0.03571428571428571,0.0625,0.15384615384615385,0.42857142857142855,0.3076923076923077,0.1111111111111111,1.0,1.0,,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,,0.6666666666666666,0.5,0.5238388888888887,0.413175,,,0.29411764705882354,8.075,24.48,0.16,2.0,1.0,,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,1.25,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,0.11764705882352941,1.0,1.0,,,1.0,2.0,,,2.0,,3.0,1.0,,1.0,,,0.3333333333333333,1.0,1.0,,,2.0,3.0,,,,,,1.0,,,1.0,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,,,,1.0,0.25,,,,1.0,1.0,1.0,2.0,1.0,0.5,1.0,,,,,True,,,,,,,,,,,,,,,,
204001,1610612738,Kristaps Porziņģis,Kristaps Porziņģis,204001,BOS,2353.0,39,-5.0,74,75,20.0,13,5.0,149,2.0,2.0,4.0,3.0,2.0,5.0,1.0,5.0,9.0,2.0,5.0,8.0,24.0,87.0,2.0,,1.0,2.0,5.0,8.0,2.0,6.0,5.0,2.0,,2.0,,2.0,,,2.0,4.0,,,5.0,5.0,1.0,6.0,1.0,,1.0,,,,1.0,,3.0,4.0,1.0,13.0,,13.0,5.0,1.0,5.0,20.0,1.0,0.8,0.8,1.0,0.4,0.4,0.5555555555555556,0.5714285714285714,0.631578947368421,0.8333333333333334,0.35714285714285715,,,25.64102564102564,,0.21739130434782608,,,0.13157894736842105,0.037037037037037035,,0.25,0.3333333333333333,,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.21428571428571427,0.35714285714285715,0.4,0.4,1.0,1.0,0.5,0.4,0.5147678571428572,0.52935,0.2777777777777778,0.38461538461538464,0.20833333333333334,9.744444444444445,27.060000000000002,0.2702702702702703,2.0,1.0,1.0,1.0,4.0,1.0,,,,1.0,,1.0,0.5,0.5,1.5,0.6666666666666666,,,,0.08333333333333333,0.14285714285714285,,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,,1.0,0.6252500000000001,0.16666666666666666,1.0,1.0,,,,,,1.0,2.0,1.0,2.0,1.0,,,,,0.5,0.5,1.0,,,,,,,,,,,1.0,,1.0,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,1.0,,True,,,,,,,,,,,,,,,,
1628401,1610612738,Derrick White,Derrick White,1628401,BOS,2751.0,46,16.0,85,88,14.0,12,10.0,173,5.0,5.0,4.0,,2.0,10.0,3.0,7.0,9.0,2.0,12.0,3.0,23.0,89.0,1.0,1.0,3.0,2.0,4.0,4.0,10.0,6.0,10.0,2.0,1.0,5.0,3.0,8.0,3.0,,3.0,19.0,,4.0,3.0,9.0,,9.0,1.0,1.0,,,,,1.0,1.0,5.0,6.0,,2.0,,3.0,2.0,,4.0,14.0,,0.2857142857142857,0.2857142857142857,1.0,0.16666666666666666,0.16666666666666666,0.7777777777777778,0.47619047619047616,0.5227272727272727,0.4,0.5714285714285714,0.1111111111111111,0.25,23.711340206185568,,0.09375,0.23529411764705882,,0.14285714285714285,,,0.125,0.14285714285714285,0.23076923076923078,0.23809523809523808,1.0,1.0,0.4,0.19047619047619047,,0.47619047619047616,0.2,0.2,1.0,0.75,0.8095238095238095,0.2,0.5168595238095238,0.4626,0.09090909090909091,0.2,0.17391304347826086,4.422222222222222,26.599999999999994,0.16470588235294117,2.0,,,1.0,2.0,,,,1.0,,2.0,,1.0,0.3333333333333333,0.25,0.3333333333333333,,,0.6666666666666666,,,0.25,0.5,0.6666666666666666,,,,,,0.507725,0.08695652173913043,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,0.3333333333333333,1.0,,,,2.0,,1.0,,2.0,,1.0,,1.0,1.0,,,,,,0.09523809523809523,,,,0.3333333333333333,,,,1.0,,,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1628470,1610612738,Torrey Craig,Torrey Craig,1628470,BOS,183.0,3,3.0,5,6,,5,2.0,11,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201950,1610612738,Jrue Holiday,Jrue Holiday,201950,BOS,925.0,15,,28,31,8.0,6,5.0,59,1.0,1.0,3.0,,1.0,2.0,,2.0,4.0,1.0,2.0,,7.0,30.0,,1.0,,,2.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,,5.0,,,,,,,,,,,,,2.0,1.0,1.0,2.0,,,,,,,2.0,8.0,,0.5,0.5,,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,1.0,0.3333333333333333,0.25,0.3333333333333333,24.242424242424242,,,,,,,,,,,0.16666666666666666,1.0,1.0,1.0,0.5,,0.3333333333333333,0.5,0.5,,,0.5,0.5,0.5213333333333333,0.7064,,,0.2857142857142857,5.775,26.1,0.2857142857142857,1.0,,,,,,3.0,,,,,,,,1.0,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,
