EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Charge Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsPutbacks,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,LongMidRangeFGM,LongMidRangeFGA,Fg2aBlocked,Arc3Assists,SelfOReb,Travels,Offensive Fouls,Technical Free Throw Trips,BlockedShortMidRange,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,Loose Ball Fouls Drawn,LongMidRangeAssists,SecondChanceCorner3PctAssisted,on,Offensive Fouls Drawn,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,OffensiveGoaltends,Transition Take Fouls Drawn,Defensive 3 Seconds Violations
1627736,1610612765,Malik Beasley,Malik Beasley,1627736,DET,2872.0,48,7,100,97,37.0,43,12.0,197,1.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,11.0,1.0,2.0,1.0,5.0,3.0,6.0,6.0,16.0,4.0,28.0,95,2.0,3.0,6.0,2.0,3.0,2.0,8.0,2.0,12.0,4.0,2.0,15.0,3.0,11.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,3,3,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,4.0,1.0,1.0,12.0,37.0,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.375,0.6666666666666666,0.25,0.375,0.5,0.6666666666666666,0.5454545454545454,1.0,0.45454545454545453,0.5833333333333334,1.0,0.5,0.7272727272727273,24.107142857142854,0.6666666666666666,0.16666666666666666,0.08333333333333333,0.038461538461538464,0.11764705882352941,0.09090909090909091,0.5,0.5,1.0,0.18181818181818182,0.5,0.5,0.5,0.22727272727272727,0.4,0.4,0.5,0.5,0.36363636363636365,0.36363636363636365,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,1.0,0.09090909090909091,1.0,0.2727272727272727,0.3333333333333333,0.45454545454545453,0.2,0.8181818181818182,0.36363636363636365,0.535884090909091,0.5661,0.5445272727272727,0.043478260869565216,0.14285714285714285,0.21428571428571427,0.42857142857142855,8.033333333333333,25.35625,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1630194,1610612765,Paul Reed,Paul Reed,1630194,DET,3187.0,53,9,108,107,38.0,48,13.0,215,5.0,7.0,,,,1.0,,,,,,,,,,,,,5.0,8.0,,,4.0,14.0,105,,,7.0,,1.0,,,1.0,1.0,4.0,6.0,,,,,1.0,,1.0,,,2.0,4.0,,8,15,5.0,2.0,4.0,2.0,1.0,2.0,5.0,8.0,,3.0,6.0,3.0,,1.0,38.0,,0.4,1.0,,,,,,0.625,,0.625,1.0,,0.6363636363636364,0.875,0.25,,13.223140495867769,0.8,,0.14814814814814814,0.13793103448275862,0.10526315789473684,0.875,0.7142857142857143,0.7142857142857143,0.4,0.125,,,,,,,,,,,,,,,,,,,,,,,0.875,,0.6535500000000001,0.7028666666666666,0.4377,0.2727272727272727,0.2727272727272727,0.5,0.07142857142857142,1.6,,0.35185185185185186,3.0,3.0,3.0,3.0,1.0,6.0,1.0,2.0,5.0,4.0,7.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.12903225806451613,0.20833333333333334,0.1,0.1590909090909091,0.25,0.25,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.125,0.25,0.25,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1630595,1610612765,Cade Cunningham,Cade Cunningham,1630595,DET,2601.0,43,15,90,86,31.0,40,11.0,176,5.0,7.0,,2.0,4.0,9.0,,,,,,,2.0,2.0,,,,,10.0,18.0,2.0,2.0,4.0,30.0,85,,,,,5.0,,,2.0,2.0,6.0,14.0,,6.0,2.0,2.0,3.0,4.0,7.0,1.0,1.0,18.0,1.0,2.0,8,10,4.0,4.0,2.0,2.0,4.0,,6.0,5.0,1.0,3.0,5.0,2.0,,2.0,31.0,,0.3,0.3,,1.0,,,1.0,0.5555555555555556,,0.65,,,0.6818181818181818,,0.16666666666666666,0.1,27.722772277227723,0.3333333333333333,0.4,0.05263157894736842,0.13636363636363635,,0.35,0.7142857142857143,0.8333333333333334,0.4,0.45,0.4444444444444444,0.5714285714285714,,,,,,0.1,1.0,1.0,,,,,,,0.4,,,,,,0.45,1.0,0.5382825,0.3521,0.44786000000000004,0.09090909090909091,0.1,,0.06666666666666667,6.311111111111111,24.75,0.34444444444444444,,1.0,,2.0,,,2.0,,2.0,5.0,2.0,,,,3.0,1.0,,2.0,,,,2.0,1.0,,,,0.2,0.08695652173913043,,0.05405405405405406,0.125,,,,0.1,0.2727272727272727,0.25,0.16666666666666666,0.5,0.5,,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,0.16666666666666666,0.14285714285714285,0.2222222222222222,0.25,0.4,0.1,0.5,0.5,1.0,,,,,,,,True,,,,,,,,,,,
1631105,1610612765,Jalen Duren,Jalen Duren,1631105,DET,46.0,1,-1,1,2,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1.0,1,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
203501,1610612765,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,DET,1210.0,20,-1,37,39,11.0,20,5.0,76,,,,,,,,1.0,,,,,,3.0,,,,1.0,,,,4.0,,,44,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,2,2,,,,,,,,1.0,,1.0,,,,,11.0,,,,,,,,,,,,,,,,,1.0,9.523809523809524,,,,0.08695652173913043,,,,,,,,,,0.25,,,,0.75,,,,,,,,,,,,,1.0,,1.0,,0.52125,,0.50505,,,,,,26.1,0.2972972972972973,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,0.16666666666666666,,,,,,,,,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,0.3333333333333333,,,,,True,,,,,,,,,,,
1641709,1610612765,Ausar Thompson,Ausar Thompson,1641709,DET,475.0,8,-1,16,17,2.0,6,1.0,33,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,2.0,4.0,19,,,,,,,1.0,,,2.0,,,,,,,,,,,,1.0,,2,2,2.0,2.0,1.0,1.0,1.0,,2.0,4.0,,2.0,4.0,2.0,,,2.0,,1.0,1.0,,,,,,1.0,,0.5,,,0.5,,,0.5,35.29411764705882,0.5,,0.25,0.25,0.25,0.5,1.0,1.0,1.0,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,1.0,,0.5226,,,0.5,0.6666666666666666,,,3.3,53.1,0.125,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,0.25,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,
202699,1610612765,Tobias Harris,Tobias Harris,202699,DET,2125.0,35,10,73,71,20.0,22,7.0,144,1.0,1.0,,,2.0,5.0,,1.0,,,,1.0,,1.0,,,,1.0,4.0,7.0,,2.0,4.0,12.0,62,,,2.0,,,,2.0,2.0,2.0,4.0,4.0,,,1.0,,,,,,,,3.0,1.0,7,8,3.0,3.0,2.0,,,2.0,2.0,,,3.0,4.0,2.0,,2.0,20.0,,0.5,0.6666666666666666,,,,,,0.5714285714285714,,0.4444444444444444,1.0,,0.5454545454545454,1.0,0.3333333333333333,0.2222222222222222,16.25,1.0,0.2,0.17647058823529413,0.16216216216216217,0.23076923076923078,0.1111111111111111,1.0,1.0,,0.5555555555555556,0.4,0.5,0.5,0.1111111111111111,,,,0.1111111111111111,,,,,,,,,,,0.5,,0.5,,0.3333333333333333,,0.46695,,0.5162249999999999,0.18181818181818182,0.2222222222222222,0.16666666666666666,0.16666666666666666,8.214285714285714,24.55,0.273972602739726,1.0,1.0,1.0,1.0,,2.0,,1.0,,3.0,1.0,,,,,,,,,,,,,,,1.0,0.15,,0.0625,0.03225806451612903,,,,0.14285714285714285,0.2857142857142857,0.08333333333333333,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.14285714285714285,,0.2,,,0.1111111111111111,1.0,1.0,1.0,,,,,1.0,,,True,,,,,,,,,,,
203471,1610612765,Dennis Schröder,Dennis Schröder,203471,DET,2810.0,47,16,95,94,34.0,44,12.0,189,,2.0,,2.0,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,2.0,8.0,3.0,7.0,6.0,19.0,88,2.0,2.0,6.0,1.0,4.0,1.0,2.0,,5.0,,4.0,9.0,,2.0,1.0,5.0,3.0,8.0,1.0,,19.0,2.0,,3,5,4.0,2.0,2.0,1.0,,1.0,2.0,3.0,,4.0,6.0,3.0,,5.0,34.0,,,,1.0,0.42857142857142855,1.0,0.5,0.5,0.25,0.25,0.43333333333333335,1.5,0.4166666666666667,0.5277777777777778,1.5,0.4166666666666667,0.4666666666666667,18.69158878504673,1.0,,0.08333333333333333,0.06,,0.13333333333333333,,,,0.06666666666666667,,,,0.26666666666666666,0.5,0.5,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,1.0,0.3333333333333333,,0.16666666666666666,1.0,0.16666666666666666,,0.6,0.5,0.4918892857142857,0.5721750000000001,0.49232000000000004,0.16666666666666666,0.2727272727272727,0.3157894736842105,0.2631578947368421,12.000000000000002,32.24285714285714,0.35789473684210527,,,,,,,3.0,1.0,1.0,1.0,2.0,2.0,,,2.0,2.0,,,,,,,,,,,0.038461538461538464,0.045454545454545456,0.05263157894736842,0.04878048780487805,,0.08333333333333333,0.1,,,0.06666666666666667,,0.25,,,,2.0,5.0,,2.0,1.0,,,,,,,,,0.125,0.3333333333333333,0.4,0.4,,,,,1.0,,2.0,1.0,True,,,,,,,,,,,
1641842,1610612765,Ronald Holland II,Ronald Holland II,1641842,DET,609.0,10,-9,20,22,17.0,15,4.0,42,,2.0,,2.0,,,,2.0,,,,1.0,,,,,,,,2.0,,2.0,7.0,7.0,24,,,,,2.0,,1.0,7.0,7.0,,,,,,,,,,,,,,,1,1,,,,,1.0,,1.0,2.0,1.0,5.0,8.0,4.0,,7.0,17.0,,,,,,,,,,,,,,0.4375,,0.5,0.5,37.5,,,,0.05555555555555555,,0.5,,,,,,,,0.5,,,,,,,,,,,,,0.6666666666666666,,0.3333333333333333,,,,1.0,,0.5693250000000001,,0.5804,0.5,0.6666666666666666,,1.0,2.85,23.5,0.85,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,0.1111111111111111,,,,,,,,,0.25,,,,,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,
1627736,1610612765,Malik Beasley,Malik Beasley,1627736,DET,6914.0,115,-21,240,237,86.0,87,24.0,477,5.0,6.0,1.0,2.0,,3.0,5.0,13.0,1.0,3.0,2.0,5.0,9.0,30.0,,3.0,2.0,6.0,5.0,10.0,14.0,43.0,4.0,56.0,285,1.0,6.0,3.0,1.0,2.0,4.0,11.0,2.0,16.0,6.0,4.0,42.0,,30.0,9.0,3.0,2.0,5.0,1.0,1.0,12.0,2.0,,11,12,2.0,1.0,3.0,2.0,1.0,1.0,4.0,5.0,,7.0,4.0,1.0,1.0,16.0,82.0,1.0,0.6,0.6,1.0,0.32558139534883723,0.16666666666666666,0.36363636363636365,0.32558139534883723,0.5,0.5,0.49056603773584906,0.25,0.5384615384615384,0.509090909090909,0.25,0.5714285714285714,0.8113207547169812,22.01492537313433,0.75,,0.05405405405405406,0.1,0.038461538461538464,0.11320754716981132,0.8333333333333334,0.8333333333333334,0.6,0.05660377358490566,,,,0.24528301886792453,0.38461538461538464,0.38461538461538464,1.0,0.5660377358490566,0.3,0.3,1.0,0.5,0.3333333333333333,0.5,,,0.15384615384615385,0.5,0.38461538461538464,0.4,0.46153846153846156,0.3333333333333333,0.9245283018867925,0.3,0.5379826923076924,0.5304375,0.5496125,0.018518518518518517,0.09090909090909091,0.05357142857142857,0.2857142857142857,6.51,25.49069767441861,0.35833333333333334,,,,,,,2.0,,1.0,9.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,2.0,,0.1232876712328767,0.019230769230769232,,0.009259259259259259,,0.037037037037037035,,,0.07142857142857142,0.1,0.26666666666666666,0.09090909090909091,,,,,1.0,1.0,1.0,,,,,,0.1,,0.3333333333333333,,,0.018867924528301886,,,,,,,,,,1.0,False,2.0,,,,,,,,,,
