EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,FTDefRebounds,SelfOReb,BadPassTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedAtRim,RecoveredBlocks,DefFTReboundPct,OffAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,Fg3aBlocked,Corner3Assists,Charge Fouls Drawn,Offensive Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,LongMidRangeFGM,LongMidRangeFGA,Charge Fouls,Loose Ball Fouls,DefensiveGoaltends,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,NonShootingPenaltyNonTakeFouls,Corner3PctBlocked,OffLongMidRangeReboundPct,on,FTOffRebounds,Clear Path Fouls,OffFTReboundPct,Blocked3s,BlockedArc3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1628378,1610612739,Donovan Mitchell,Donovan Mitchell,1628378,CLE,5535.6,92,32,186,183,77.0,38.0,26.0,369,9.0,16.0,3.0,4.0,3.0,5.0,7.0,14.0,1.0,4.0,3.0,5.0,23.0,1.0,2.0,1.0,11.0,16.0,30.0,6.0,27.0,20.0,70.0,203,5.0,7.0,1.0,2.0,13.0,5.0,10.0,1.0,14.0,11.0,24.0,8.0,24.0,9.0,9.0,2.0,1.0,22.0,5.0,5.0,7.0,10.0,17.0,10.0,4.0,3.0,44.0,1.0,1.0,9.0,5.0,14.0,2.0,16.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,6.0,1.0,19.0,1.0,25.0,2.0,2.0,7.0,5.0,1.0,1.0,1.0,24.0,77.0,4.0,0.25,0.26666666666666666,0.5,0.2222222222222222,0.5,0.07142857142857142,0.23076923076923078,0.5333333333333333,0.7142857142857143,0.5,0.43859649122807015,0.7222222222222222,0.2708333333333333,0.5074626865671642,0.7222222222222222,0.3870967741935484,0.47368421052631576,0.16666666666666666,0.25,0.07142857142857142,32.87037037037037,0.25,0.13157894736842105,0.02564102564102564,0.2,0.019230769230769232,0.1686746987951807,0.02197802197802198,0.038461538461538464,0.023255813953488372,0.125,0.13043478260869565,0.14285714285714285,0.25806451612903225,0.07142857142857142,0.2807017543859649,0.5625,0.75,0.2222222222222222,0.24561403508771928,0.5,0.5384615384615384,0.2857142857142857,0.07017543859649122,0.25,0.25,1.0,0.40350877192982454,0.21739130434782608,0.21739130434782608,0.4,0.4444444444444444,0.75,0.3333333333333333,0.2222222222222222,0.5,0.20833333333333334,0.6,0.125,0.4583333333333333,0.09090909090909091,0.7543859649122807,0.22727272727272727,0.5383080357142856,0.5400875,0.5135369565217391,0.11290322580645161,0.2,0.18571428571428572,0.34285714285714286,4.243333333333334,27.18148148148148,0.41397849462365593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1628386,1610612739,Jarrett Allen,Jarrett Allen,1628386,CLE,5716.0,95,71,194,188,36.0,17.0,25.0,382,12.0,14.0,5.0,6.0,1.0,1.0,5.0,6.0,,,,,,,,,,17.0,20.0,,,18.0,52.0,194,5.0,7.0,,,14.0,1.0,1.0,,,6.0,8.0,30.0,4.0,,,4.0,,,,1.0,3.0,3.0,6.0,3.0,1.0,2.0,15.0,2.0,4.0,12.0,9.0,23.0,6.0,29.0,7.0,2.0,5.0,4.0,2.0,,1.0,6.0,,3.0,5.0,1.0,12.0,1.0,19.0,1.0,,7.0,3.0,3.0,1.0,3.0,8.0,36.0,3.0,0.8823529411764706,1.0,,,,,,0.85,0.7142857142857143,1.0,0.85,0.7142857142857143,1.0,0.896551724137931,0.7777777777777778,1.0,,0.05,0.07142857142857142,,15.909090909090908,0.6666666666666666,0.20930232558139536,0.0975609756097561,0.24,0.05,0.22580645161290322,0.07407407407407407,0.08695652173913043,0.05714285714285714,0.16666666666666666,0.19047619047619047,0.3,0.28125,0.16666666666666666,0.7,0.8571428571428571,0.9230769230769231,0.8333333333333334,0.3,0.8333333333333334,0.8333333333333334,1.0,,,,,,,,,0.8571428571428571,0.8333333333333334,0.6,,,1.0,1.0,,,,0.7,,0.6597200000000001,0.6573714285714286,0.7556,0.2692307692307692,0.2692307692307692,0.2692307692307692,0.15384615384615385,3.2599999999999993,,0.18556701030927836,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,0.5,0.11764705882352941,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1629622,1610612739,Max Strus,Max Strus,1629622,CLE,5041.0,84,48,175,172,26.0,15.0,24.0,347,4.0,8.0,,2.0,,1.0,,,3.0,5.0,,10.0,19.0,,,3.0,4.0,4.0,8.0,13.0,24.0,2.0,49.0,182,,2.0,,,2.0,,1.0,3.0,4.0,,9.0,4.0,4.0,33.0,6.0,,,19.0,10.0,,5.0,6.0,11.0,4.0,5.0,,28.0,3.0,6.0,5.0,4.0,9.0,9.0,18.0,2.0,2.0,,3.0,1.0,,1.0,4.0,2.0,3.0,7.0,1.0,5.0,,2.0,,,1.0,,,,,9.0,26.0,,0.5,0.5,0.8461538461538461,0.5416666666666666,,0.75,0.5416666666666666,0.5,,,0.734375,,0.9,0.7424242424242424,0.3333333333333333,0.9,0.75,,,,18.5,0.75,0.1111111111111111,0.15,0.13513513513513514,0.08571428571428572,0.1232876712328767,0.12,0.21052631578947367,0.10714285714285714,0.18181818181818182,,0.2857142857142857,0.13043478260869565,0.14285714285714285,0.25,0.5,0.5,0.5,,,,,0.15625,0.6,0.6,0.6666666666666666,0.59375,0.5263157894736842,0.5555555555555556,0.9,1.0,,,,,0.2,,,0.8,0.75,1.0,0.5263157894736842,0.564940625,0.5787,0.5464,0.030303030303030304,0.1111111111111111,0.04081632653061224,0.1836734693877551,1.7625,25.88333333333334,0.14857142857142858,2.0,,,2.0,,,,,,0.10526315789473684,,,1.0,2.0,1.0,1.0,0.041666666666666664,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1629631,1610612739,De'Andre Hunter,De'Andre Hunter,1629631,CLE,7027.6,117,67,236,235,84.0,53.0,28.0,471,5.0,7.0,,,2.0,2.0,3.0,14.0,,1.0,1.0,9.0,15.0,,,2.0,4.0,9.0,22.0,9.0,16.0,17.0,62.0,244,1.0,3.0,,,4.0,4.0,8.0,2.0,5.0,10.0,24.0,14.0,4.0,21.0,6.0,2.0,,15.0,9.0,1.0,3.0,,3.0,,2.0,1.0,6.0,2.0,2.0,6.0,10.0,17.0,4.0,21.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0,,21.0,1.0,19.0,1.0,,6.0,3.0,,,,24.0,84.0,3.0,0.7777777777777778,0.875,0.7777777777777778,0.5625,,0.4,0.5625,0.4090909090909091,0.3333333333333333,0.5,0.5921052631578947,0.3333333333333333,0.5384615384615384,0.6739130434782609,0.5,0.7058823529411765,0.42105263157894735,0.045454545454545456,0.14285714285714285,,18.726591760299627,0.5,0.17857142857142858,0.04,0.10526315789473684,0.03773584905660377,0.1415929203539823,0.038834951456310676,0.06060606060606061,0.044444444444444446,0.15384615384615385,0.13333333333333333,0.3076923076923077,0.07692307692307693,0.16666666666666666,0.18421052631578946,0.7142857142857143,0.8333333333333334,1.0,0.3684210526315789,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.02631578947368421,,,,0.39473684210526316,0.6,0.6,0.7777777777777778,,,,,,0.15384615384615385,1.0,0.07692307692307693,0.3076923076923077,0.5,0.6052631578947368,0.6,0.5489605263157894,0.3892,0.5298576923076923,0.13953488372093023,0.2222222222222222,0.06451612903225806,0.3870967741935484,6.718181818181819,25.912499999999998,0.3559322033898305,2.0,1.0,2.0,1.0,,,,,0.2,,0.10526315789473684,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.02631578947368421,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,
1629660,1610612739,Ty Jerome,Ty Jerome,1629660,CLE,10826.6,180,74,363,360,105.0,64.0,45.0,723,7.0,15.0,,,1.0,2.0,14.0,35.0,1.0,2.0,,11.0,31.0,3.0,4.0,4.0,10.0,22.0,54.0,12.0,33.0,17.0,97.0,383,2.0,3.0,3.0,4.0,16.0,3.0,9.0,4.0,10.0,6.0,24.0,12.0,32.0,12.0,24.0,,,31.0,11.0,8.0,15.0,15.0,30.0,13.0,10.0,4.0,75.0,3.0,2.0,8.0,9.0,17.0,5.0,22.0,4.0,,4.0,5.0,6.0,1.0,3.0,11.0,3.0,8.0,13.0,,14.0,1.0,20.0,3.0,,8.0,2.0,1.0,,1.0,24.0,105.0,2.0,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.36363636363636365,0.75,0.4,0.36363636363636365,0.4074074074074074,0.6666666666666666,0.3333333333333333,0.45977011494252873,0.9285714285714286,0.47368421052631576,0.5105263157894737,1.0,0.5454545454545454,0.3793103448275862,0.14814814814814814,0.26666666666666666,0.11428571428571428,25.60386473429952,0.45454545454545453,0.10975609756097561,0.02531645569620253,0.09411764705882353,0.033707865168539325,0.10179640718562874,0.02976190476190476,0.041666666666666664,0.013888888888888888,0.05263157894736842,0.16666666666666666,,0.10714285714285714,0.06896551724137931,0.1724137931034483,0.4666666666666667,0.6363636363636364,0.2857142857142857,0.40229885057471265,0.4,0.45161290322580644,0.2857142857142857,0.022988505747126436,0.5,0.5,1.0,0.3563218390804598,0.3548387096774194,0.36666666666666664,0.2727272727272727,,,,0.5714285714285714,0.75,0.10526315789473684,0.5,,0.5263157894736842,0.4,0.5517241379310345,0.3548387096774194,0.5120168604651161,0.4817875,0.4984916666666666,0.0967741935483871,0.13559322033898305,0.16494845360824742,0.24742268041237114,8.62777777777778,27.19393939393939,0.2892561983471074,3.0,,1.0,2.0,1.0,1.0,1.0,,,,0.023255813953488372,,1.0,2.0,,,0.030303030303030304,0.03225806451612903,1.0,4.0,,2.0,,0.04597701149425287,0.25,0.25,,1.0,3.0,1.0,1.0,0.11764705882352941,0.6666666666666666,0.029411764705882353,,,,,,True,,,,,,,,,,,
1629731,1610612739,Dean Wade,Dean Wade,1629731,CLE,3866.6000000000004,64,24,130,132,35.0,26.0,19.0,262,1.0,1.0,,,,,,1.0,,2.0,1.0,1.0,4.0,,1.0,,1.0,1.0,2.0,1.0,6.0,,5.0,131,,1.0,,1.0,,,,,2.0,,,2.0,,3.0,,,,4.0,1.0,,2.0,2.0,4.0,2.0,2.0,,10.0,1.0,1.0,10.0,7.0,17.0,2.0,19.0,,,,,1.0,,,1.0,,1.0,3.0,,,,,,,,,1.0,1.0,1.0,,35.0,,1.0,1.0,1.0,0.16666666666666666,,,0.16666666666666666,0.5,,,0.3125,,,0.3125,,,0.75,,,,5.844155844155844,,0.21875,0.03333333333333333,0.37037037037037035,0.029411764705882353,0.288135593220339,0.03125,0.07692307692307693,0.037037037037037035,0.375,0.17647058823529413,0.14285714285714285,0.2222222222222222,0.6666666666666666,0.125,1.0,1.0,1.0,0.125,,,,0.25,,,,0.5,0.25,0.25,1.0,,,,0.5,,,,0.5,0.5,,0.875,0.25,0.58275625,0.48305,0.557025,,,,,4.15,24.266666666666666,0.2692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,
1630171,1610612739,Isaac Okoro,Isaac Okoro,1630171,CLE,2475.0,41,4,80,83,15.0,11.0,10.0,163,1.0,2.0,,,,1.0,1.0,1.0,,4.0,,,,,,,,2.0,3.0,,4.0,1.0,5.0,90,,,,1.0,,,1.0,,,1.0,1.0,2.0,2.0,,,,,,,,2.0,1.0,3.0,1.0,,2.0,7.0,,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,,,,,,,,1.0,5.0,,1.0,,2.0,,,1.0,,1.0,1.0,1.0,1.0,15.0,,0.5,0.5,,,,,,0.6666666666666666,,,0.2857142857142857,,,0.3125,,0.25,0.5714285714285714,,,,8.79120879120879,,0.058823529411764705,0.10526315789473684,0.05,,0.05405405405405406,0.05,0.15384615384615385,,,0.08333333333333333,,0.07692307692307693,,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,,0.5714285714285714,,,,,,,,,,,,,1.0,,,,,0.8571428571428571,,0.5930642857142858,0.6177,0.5632,0.125,0.25,,0.2,4.066666666666666,23.4,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,True,,,,,,,,,,,
1630241,1610612739,Sam Merrill,Sam Merrill,1630241,CLE,4730.0,79,39,157,152,43.0,20.0,15.0,309,,,,,,,,,2.0,6.0,2.0,6.0,12.0,2.0,2.0,,2.0,,,8.0,18.0,2.0,26.0,162,,,2.0,4.0,6.0,,,,4.0,,,,,21.0,3.0,,,12.0,6.0,,2.0,2.0,4.0,1.0,1.0,1.0,10.0,2.0,,2.0,2.0,4.0,2.0,6.0,2.0,1.0,1.0,,1.0,,,1.0,,8.0,14.0,,4.0,1.0,3.0,,1.0,1.0,,2.0,2.0,2.0,,43.0,,,,0.875,0.4444444444444444,0.5,,0.4444444444444444,,,,0.6666666666666666,0.75,,0.6842105263157895,0.75,,1.0,,,,11.363636363636363,,0.05128205128205128,,0.05555555555555555,0.046511627906976744,0.05333333333333334,0.025974025974025976,,0.06666666666666667,,0.07692307692307693,,0.041666666666666664,0.08333333333333333,,,,,,,,,0.3333333333333333,0.3333333333333333,0.4,1.0,0.6666666666666666,0.5,0.5,0.8333333333333334,,,,0.5,1.0,,,0.5,0.5,,1.0,0.5,0.5625333333333333,0.5948249999999999,0.565125,0.05263157894736842,1.0,0.23076923076923078,,,25.572222222222226,0.27388535031847133,,,,,,,,1.0,,,,0.5,1.0,1.0,,1.0,0.05555555555555555,,,,,,,,,,,,,1.0,,,1.0,,2.0,0.5,1.0,0.16666666666666666,,True,,,,,,,,,,,
1630596,1610612739,Evan Mobley,Evan Mobley,1630596,CLE,5487.6,91,18,178,178,69.0,41.0,24.0,356,11.0,13.0,2.0,2.0,3.0,3.0,3.0,8.0,,,,6.0,11.0,1.0,1.0,,1.0,14.0,21.0,6.0,11.0,6.0,52.0,199,2.0,4.0,1.0,1.0,9.0,3.0,3.0,,1.0,3.0,9.0,20.0,8.0,18.0,,2.0,1.0,10.0,6.0,1.0,2.0,1.0,3.0,1.0,2.0,,7.0,3.0,3.0,7.0,6.0,13.0,6.0,19.0,6.0,1.0,5.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,4.0,,4.0,,6.0,2.0,,4.0,,2.0,1.0,2.0,9.0,69.0,,0.7142857142857143,0.7692307692307693,1.0,0.5454545454545454,1.0,,0.6,0.6666666666666666,0.5,1.0,0.71875,0.7,0.75,0.7647058823529411,0.75,0.9,0.34375,0.047619047619047616,0.07692307692307693,,19.02439024390244,0.4,0.15,0.07692307692307693,0.17073170731707318,0.057692307692307696,0.16049382716049382,0.06593406593406594,,0.045454545454545456,0.125,0.12,0.2857142857142857,0.18518518518518517,0.14285714285714285,0.40625,0.8461538461538461,0.9166666666666666,0.7272727272727273,0.25,0.375,0.375,0.6666666666666666,,,,,0.34375,0.5454545454545454,0.5454545454545454,1.0,0.4,1.0,0.5,0.2,1.0,0.75,1.0,,0.25,,0.75,0.6,0.5636887096774192,0.5648,0.6355666666666666,0.11764705882352941,0.17391304347826086,0.17307692307692307,0.17307692307692307,4.2333333333333325,29.29090909090909,0.38764044943820225,2.0,,1.0,1.0,,1.0,1.0,1.0,,0.2222222222222222,0.1,0.5,,,,,,,,,,,,,,,,,,2.0,,0.125,1.0,,,,2.0,,0.5,True,,,,,,,,,,,
1629636,1610612739,Darius Garland,Darius Garland,1629636,CLE,2112.0,35,10,68,68,16.0,16.0,8.0,136,,,,,,,4.0,7.0,,,,5.0,12.0,,,3.0,4.0,5.0,9.0,5.0,12.0,5.0,30.0,80,,,,,2.0,1.0,3.0,3.0,4.0,,11.0,,10.0,6.0,9.0,,,12.0,5.0,1.0,5.0,1.0,6.0,,4.0,1.0,13.0,,,3.0,,3.0,,3.0,1.0,1.0,,,2.0,,,2.0,,,5.0,1.0,6.0,,6.0,,,3.0,,,,,11.0,16.0,,,,0.4,0.4166666666666667,,0.75,0.4166666666666667,0.5555555555555556,,0.3333333333333333,0.5952380952380952,,0.7857142857142857,0.625,1.0,0.7857142857142857,0.5714285714285714,0.1111111111111111,,0.14285714285714285,33.76623376623377,,,,0.1875,,0.09375,,,,,,,0.2,0.16666666666666666,,,,,0.3333333333333333,0.5714285714285714,0.6666666666666666,,,,,,0.5714285714285714,0.4166666666666667,0.4166666666666667,0.4,,,,,,,,,0.5714285714285714,0.75,0.5714285714285714,0.4166666666666667,0.4662428571428571,,0.4463714285714286,0.125,0.25,0.06666666666666667,0.36666666666666664,10.022222222222222,28.625,0.23529411764705882,2.0,,,,,1.0,,,,,,,,1.0,,1.0,,,1.0,2.0,,1.0,,0.09523809523809523,0.5,0.5,,,,1.0,,,,,,,2.0,,,True,,,,,,,,,,,
