EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,PtsPutbacks,ShortMidRangeAssists,LongMidRangeAssists,Travels,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,SecondChanceTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,Clear Path Fouls,LongMidRangePctBlocked,Corner3PctBlocked,on,BlockedArc3,Transition Take Fouls,BlockedLongMidRange,FTOffRebounds,OffFTReboundPct
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,10229.0,170,24.0,325,320,77,43,47,645,10.0,16.0,2.0,4.0,1.0,3.0,11.0,27.0,6.0,9.0,2.0,6.0,1.0,1.0,2.0,4.0,15.0,2.0,5.0,27.0,52.0,6.0,21.0,21.0,93.0,347,2.0,4.0,3.0,1.0,5.0,6.0,11.0,1.0,7.0,5.0,20.0,14.0,40.0,9.0,9.0,15.0,4.0,6.0,5.0,7.0,12.0,3.0,4.0,5.0,31.0,3.0,3.0,18.0,14.0,3.0,35.0,6.0,41.0,1.0,4.0,3.0,1.0,11.0,5.0,4.0,10.0,2.0,7.0,21.0,5.0,6.0,14.0,1.0,1.0,2.0,22.0,1.0,27.0,1.0,13.0,20.0,77,0.25925925925925924,0.25925925925925924,0.5,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.5192307692307693,0.5,0.5454545454545454,0.4931506849315068,0.2857142857142857,0.4166666666666667,0.5470588235294118,0.3125,0.5,0.2876712328767123,0.11538461538461539,0.0625,0.18518518518518517,28.19148936170213,0.5238095238095238,0.21428571428571427,0.15217391304347827,0.039473684210526314,0.24324324324324326,0.038461538461538464,0.1927710843373494,0.03896103896103896,0.047619047619047616,0.047619047619047616,0.046153846153846156,0.14285714285714285,0.2127659574468085,0.041666666666666664,0.2727272727272727,0.15789473684210525,0.03125,0.2191780821917808,0.625,0.6666666666666666,0.3,0.3698630136986301,0.4074074074074074,0.5,0.2727272727272727,0.1232876712328767,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.0821917808219178,0.3333333333333333,0.3333333333333333,1.0,0.2054794520547945,0.26666666666666666,0.26666666666666666,0.25,0.5714285714285714,0.5,0.14285714285714285,0.2857142857142857,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.5,0.2777777777777778,0.5068493150684932,0.26666666666666666,0.4942130136986301,0.5174666666666666,0.48615555555555556,0.15294117647058825,0.203125,0.053763440860215055,0.21505376344086022,7.240384615384615,25.728571428571428,0.23692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,8230.0,137,26.0,264,259,67,33,34,523,13.0,16.0,2.0,2.0,5.0,6.0,1.0,10.0,9.0,15.0,,,,,,13.0,27.0,1.0,10.0,23.0,41.0,13.0,27.0,25.0,110.0,280,3.0,3.0,1.0,2.0,8.0,7.0,12.0,3.0,10.0,15.0,38.0,12.0,34.0,12.0,27.0,27.0,13.0,1.0,7.0,6.0,13.0,6.0,,4.0,32.0,2.0,3.0,13.0,14.0,4.0,31.0,5.0,36.0,2.0,5.0,3.0,2.0,4.0,2.0,3.0,5.0,,1.0,9.0,1.0,3.0,6.0,,2.0,1.0,18.0,,29.0,2.0,6.0,38.0,67,0.2608695652173913,0.2857142857142857,0.3076923076923077,0.48148148148148145,0.3,0.48148148148148145,0.5609756097560976,1.0,0.5833333333333334,0.625,0.75,0.5227272727272727,0.6875,0.8,0.6551724137931034,0.39705882352941174,0.024390243902439025,,0.1,29.042904290429046,0.4444444444444444,0.4444444444444444,0.18421052631578946,0.05172413793103448,0.22033898305084745,0.03225806451612903,0.2,0.041666666666666664,0.07142857142857142,0.06060606060606061,0.03773584905660377,0.15,0.18421052631578946,0.2222222222222222,0.2,0.3333333333333333,0.06451612903225806,0.23529411764705882,0.8125,0.8125,0.38461538461538464,0.14705882352941177,0.1,0.1111111111111111,,0.22058823529411764,0.6,0.6,0.1111111111111111,,,,,0.39705882352941174,0.48148148148148145,0.48148148148148145,0.3076923076923077,0.5,1.0,,0.25,0.2727272727272727,0.8333333333333334,,,0.45454545454545453,0.6323529411764706,0.48148148148148145,0.5128235294117647,0.45210000000000006,0.5398681818181817,0.13157894736842105,0.13333333333333333,0.07272727272727272,0.34545454545454546,9.43658536585366,27.048148148148154,0.2537878787878788,3.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,3.0,0.25,0.3,0.12903225806451613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628401,1610612738,Derrick White,Derrick White,1628401,BOS,10881.0,181,-2.0,336,337,61,38,45,673,6.0,6.0,1.0,1.0,1.0,1.0,5.0,8.0,,2.0,5.0,11.0,2.0,,1.0,11.0,34.0,4.0,9.0,11.0,16.0,16.0,45.0,11.0,81.0,386,1.0,1.0,6.0,5.0,19.0,2.0,2.0,2.0,10.0,2.0,12.0,10.0,12.0,33.0,15.0,33.0,11.0,,11.0,6.0,17.0,5.0,1.0,6.0,40.0,6.0,1.0,11.0,8.0,2.0,21.0,7.0,28.0,2.0,3.0,1.0,2.0,5.0,,4.0,,,1.0,5.0,,7.0,10.0,,2.0,,11.0,,13.0,1.0,4.0,12.0,60,0.45454545454545453,0.5,0.6875,0.35555555555555557,0.2,0.36363636363636365,0.6875,1.0,1.0,0.5737704918032787,1.0,0.4166666666666667,0.6136363636363636,0.95,0.46153846153846156,0.7377049180327869,,,,18.441558441558442,1.0,0.11764705882352941,0.08602150537634409,0.012658227848101266,0.14473684210526316,0.07228915662650602,0.11242603550295859,0.043209876543209874,,,0.08695652173913043,,0.10204081632653061,0.125,0.13793103448275862,0.16666666666666666,0.0625,0.09836065573770492,1.0,1.0,0.5,0.13114754098360656,0.625,0.625,0.4,0.03278688524590164,,,,0.18032786885245902,0.45454545454545453,0.45454545454545453,1.0,0.5573770491803278,0.3235294117647059,0.3333333333333333,0.5454545454545454,0.14285714285714285,1.0,0.2857142857142857,0.5714285714285714,0.08333333333333333,1.0,0.08333333333333333,,0.75,0.8360655737704918,0.3333333333333333,0.5331391666666667,0.55255,0.5033818181818183,0.09230769230769231,0.21052631578947367,0.2345679012345679,0.14814814814814814,5.6937500000000005,26.928888888888892,0.18154761904761904,2.0,2.0,3.0,2.0,,2.0,1.0,2.0,2.0,,3.0,2.0,1.0,0.6666666666666666,0.2222222222222222,0.043478260869565216,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.6666666666666666,0.022222222222222223,0.029411764705882353,0.058823529411764705,1.0,1.0,0.5,1.0,,,,,,,,True,,,,,
1628436,1610612738,Luke Kornet,Luke Kornet,1628436,BOS,1287.0,21,4.0,44,40,17,14,5,84,2.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,2.0,3.0,,,2.0,6.0,49,,1.0,,,,1.0,1.0,,,2.0,4.0,4.0,,,,,,,1.0,,1.0,,,1.0,2.0,1.0,1.0,,,,,2.0,2.0,,3.0,3.0,,,,,,,,,,1.0,4.0,,,,1.0,,2.0,,,4.0,17,1.0,1.0,,,,,0.6666666666666666,,1.0,0.6666666666666666,,1.0,0.75,,1.0,,,,,8.333333333333334,,,,0.14285714285714285,,0.16666666666666666,,0.15384615384615385,,0.5,0.16666666666666666,,,,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,0.6696,0.6138,0.8131,,,,0.6666666666666666,1.2666666666666666,,0.38636363636363635,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,
204001,1610612738,Kristaps Porziņģis,Kristaps Porziņģis,204001,BOS,13160.0,219,21.0,414,409,102,59,59,823,14.0,24.0,5.0,10.0,2.0,6.0,4.0,18.0,3.0,9.0,,1.0,,,,3.0,23.0,2.0,4.0,21.0,51.0,3.0,24.0,30.0,81.0,460,5.0,14.0,2.0,9.0,19.0,2.0,11.0,1.0,4.0,12.0,19.0,30.0,12.0,9.0,,23.0,3.0,1.0,5.0,3.0,8.0,1.0,2.0,4.0,19.0,9.0,11.0,6.0,17.0,3.0,26.0,20.0,46.0,6.0,10.0,9.0,1.0,4.0,,1.0,6.0,1.0,3.0,10.0,1.0,10.0,24.0,2.0,4.0,2.0,35.0,,43.0,5.0,18.0,19.0,101,0.7142857142857143,0.8823529411764706,1.0,0.125,0.25,0.125,0.4117647058823529,0.35714285714285715,0.18181818181818182,0.34,0.3125,0.23333333333333334,0.43548387096774194,0.4523809523809524,0.41304347826086957,0.32,0.0196078431372549,,0.05555555555555555,21.59329140461216,0.4,0.16666666666666666,0.1440677966101695,0.11827956989247312,0.06521739130434782,0.09090909090909091,0.10952380952380952,0.10416666666666667,0.21739130434782608,0.09615384615384616,0.09523809523809523,0.1724137931034483,0.11666666666666667,0.1724137931034483,0.08333333333333333,,0.12244897959183673,0.32,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.24,0.2222222222222222,0.23529411764705882,1.0,0.12,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.013333333333333334,,,,0.30666666666666664,0.13043478260869565,0.13043478260869565,1.0,0.625,0.5,,0.125,0.4,0.3333333333333333,,,0.26666666666666666,0.64,0.13043478260869565,0.5296333333333333,0.5303423076923077,0.49378000000000005,0.20454545454545456,0.28125,0.2345679012345679,0.2345679012345679,6.519607843137255,27.691666666666663,0.2463768115942029,1.0,8.0,1.0,,1.0,,5.0,8.0,2.0,6.0,8.0,5.0,5.0,0.625,0.25,,,,,,,2.0,,2.0,,,,,2.0,,,,0.05555555555555555,,,,,,0.06666666666666667,0.2,,,,,True,,,,,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,7108.0,118,24.0,221,217,68,48,30,438,6.0,9.0,,,3.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,10.0,19.0,4.0,6.0,8.0,13.0,12.0,21.0,6.0,58.0,248,,1.0,4.0,5.0,14.0,4.0,6.0,2.0,6.0,1.0,15.0,2.0,14.0,21.0,15.0,18.0,10.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,10.0,,1.0,2.0,2.0,,4.0,1.0,5.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,,2.0,7.0,4.0,3.0,7.0,,,,4.0,,8.0,1.0,3.0,15.0,67,0.125,0.125,0.5833333333333334,0.5714285714285714,0.3333333333333333,0.6,0.6153846153846154,,0.6666666666666666,0.7647058823529411,0.9,0.5833333333333334,0.7837837837837838,1.0,0.5769230769230769,0.6176470588235294,0.15384615384615385,0.1111111111111111,,17.39130434782609,0.5714285714285714,,0.030303030303030304,0.020833333333333332,0.044444444444444446,,0.036036036036036036,0.011111111111111112,0.07692307692307693,,,0.05263157894736842,,0.06666666666666667,0.02857142857142857,0.1,0.1,0.2647058823529412,0.6666666666666666,0.75,0.16666666666666666,0.058823529411764705,0.5,0.5,,0.058823529411764705,0.5,1.0,,0.058823529411764705,1.0,1.0,1.0,0.5588235294117647,0.5263157894736842,0.5263157894736842,0.5,,,,0.8,0.3333333333333333,0.75,,,0.5,0.8823529411764706,0.5555555555555556,0.5504378787878789,0.5340750000000001,0.5428727272727273,0.10810810810810811,0.2,0.2413793103448276,0.25862068965517243,5.276923076923077,28.123809523809523,0.3076923076923077,2.0,,,,,1.0,,,,,,,,,0.3333333333333333,0.045454545454545456,,3.0,3.0,1.0,,1.0,,,,,,,1.0,0.75,,,,,,0.75,1.0,,,,1.0,1.0,0.5,,True,,,,,
201143,1610612738,Al Horford,Al Horford,201143,BOS,7439.0,124,-14.0,231,230,65,33,41,461,3.0,3.0,3.0,3.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,,,,2.0,9.0,,3.0,6.0,12.0,3.0,10.0,,21.0,275,3.0,4.0,,,6.0,1.0,2.0,1.0,3.0,,5.0,4.0,8.0,9.0,,8.0,2.0,1.0,4.0,3.0,7.0,3.0,,3.0,17.0,6.0,2.0,10.0,7.0,1.0,18.0,8.0,26.0,,2.0,2.0,,2.0,,,1.0,1.0,2.0,3.0,1.0,8.0,11.0,,1.0,,4.0,,1.0,1.0,1.0,5.0,64,0.3333333333333333,0.5,1.0,0.3,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.4772727272727273,0.75,0.5,0.4772727272727273,0.75,0.5,0.45454545454545453,0.08333333333333333,,0.125,9.124087591240874,0.6666666666666666,0.07692307692307693,0.12280701754385964,0.034482758620689655,0.17857142857142858,0.0967741935483871,0.1504424778761062,0.06666666666666667,,,0.09090909090909091,,0.12121212121212122,0.23076923076923078,0.16279069767441862,0.23076923076923078,,0.13636363636363635,1.0,1.0,,0.36363636363636365,0.25,0.2857142857142857,0.5,0.045454545454545456,1.0,1.0,1.0,0.045454545454545456,1.0,1.0,1.0,0.4090909090909091,0.2222222222222222,0.2222222222222222,1.0,0.75,1.0,,,0.2,1.0,,,0.6,0.5909090909090909,0.25,0.5293761904761904,0.5226500000000001,0.5354625,0.045454545454545456,0.08333333333333333,0.2857142857142857,0.23809523809523808,6.683333333333334,30.159999999999997,0.2813852813852814,1.0,4.0,1.0,,,,,3.0,2.0,1.0,4.0,2.0,,0.5,0.3333333333333333,,,,,1.0,,,,1.0,,1.0,1.0,,1.0,,,,0.16666666666666666,,,,,,0.14285714285714285,,,,,,True,,,,,
201950,1610612738,Jrue Holiday,Jrue Holiday,201950,BOS,5113.0,85,27.0,161,158,33,14,29,319,4.0,4.0,,,1.0,1.0,2.0,5.0,,,,2.0,,,,4.0,9.0,1.0,1.0,6.0,9.0,4.0,11.0,2.0,26.0,168,,,1.0,,3.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,8.0,6.0,6.0,9.0,4.0,1.0,6.0,7.0,13.0,4.0,3.0,2.0,33.0,3.0,1.0,3.0,6.0,1.0,10.0,4.0,14.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,,6.0,,1.0,6.0,,1.0,,1.0,,2.0,,,5.0,32,0.3333333333333333,0.3333333333333333,0.5,0.36363636363636365,1.0,0.36363636363636365,0.6666666666666666,,1.0,0.6,1.5,1.25,0.6190476190476191,1.5,1.1666666666666667,0.55,0.1111111111111111,,0.2,14.136125654450263,0.5,0.5,0.12244897959183673,0.029411764705882353,0.07894736842105263,0.0625,0.10344827586206896,0.04878048780487805,,0.041666666666666664,0.05263157894736842,0.15384615384615385,0.10714285714285714,0.125,0.1,,0.125,0.2,1.0,1.0,0.5,0.25,0.4,0.5,,,,,,0.1,,,,0.45,0.4444444444444444,0.4444444444444444,0.5,,,,1.0,0.5,1.0,,,0.5,0.75,0.4444444444444444,0.5657,0.59445,0.6670750000000001,,,0.11538461538461539,0.2692307692307692,4.2555555555555555,25.19090909090909,0.20496894409937888,1.0,,4.0,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,1.0,2.0,,,,,,,,1.0,0.09090909090909091,,,,,1.0,1.0,,0.1,,,,,0.5,True,,,,,
1630573,1610612738,Sam Hauser,Sam Hauser,1630573,BOS,2353.0,39,-5.0,74,75,20,13,5,149,1.0,1.0,,,,,,,,,1.0,3.0,1.0,,,,2.0,,,1.0,1.0,1.0,5.0,,5.0,87,,,1.0,,3.0,,,,,,,2.0,,3.0,,2.0,,,,,,,,,,,,2.0,2.0,,4.0,,4.0,,1.0,1.0,,1.0,,1.0,1.0,,,2.0,1.0,1.0,2.0,,,1.0,,,,,,,20,1.0,1.0,1.0,0.2,,0.2,1.0,,,0.4166666666666667,1.5,,0.4166666666666667,1.5,,0.8333333333333334,,,,10.256410256410255,0.5,,0.08695652173913043,,0.13333333333333333,,0.10526315789473684,,,,,,,0.2222222222222222,0.07692307692307693,0.5,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,1.0,,,,,,,1.0,,0.5913,,,,,0.6,,0.5,25.8,0.2702702702702703,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,True,,,,,
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,12005.0,200,66.0,378,379,87,94,40,757,17.0,26.0,5.0,7.0,4.0,4.0,10.0,27.0,6.0,16.0,2.0,6.0,1.0,,1.0,10.0,27.0,1.0,5.0,33.0,69.0,12.0,33.0,28.0,130.0,396,6.0,11.0,2.0,,18.0,7.0,13.0,2.0,6.0,9.0,29.0,20.0,46.0,30.0,6.0,27.0,10.0,5.0,12.0,13.0,25.0,12.0,1.0,10.0,63.0,3.0,4.0,9.0,15.0,,24.0,7.0,31.0,4.0,6.0,1.0,5.0,8.0,,3.0,3.0,1.0,5.0,11.0,3.0,4.0,15.0,2.0,1.0,,30.0,3.0,37.0,3.0,15.0,29.0,86,0.30303030303030304,0.3125,0.8333333333333334,0.36363636363636365,0.3333333333333333,0.36363636363636365,0.4782608695652174,0.5454545454545454,0.5384615384615384,0.5,0.6923076923076923,0.5263157894736842,0.5462184873949579,0.6923076923076923,0.5576923076923077,0.3235294117647059,0.07246376811594203,0.07692307692307693,0.1111111111111111,30.303030303030305,0.7272727272727273,,0.13761467889908258,0.04819277108433735,0.10588235294117647,0.03125,0.12371134020618557,0.03910614525139665,0.047619047619047616,0.07692307692307693,0.02631578947368421,0.047619047619047616,0.14545454545454545,0.18181818181818182,0.13636363636363635,,0.08,0.2549019607843137,0.6538461538461539,0.7083333333333334,0.5294117647058824,0.2647058823529412,0.37037037037037035,0.4166666666666667,0.1,0.1568627450980392,0.375,0.375,,0.058823529411764705,0.3333333333333333,0.3333333333333333,1.0,0.2647058823529412,0.37037037037037035,0.37037037037037035,0.8,0.5384615384615384,0.7142857142857143,0.07692307692307693,0.07692307692307693,0.21052631578947367,1.0,0.05263157894736842,,0.2631578947368421,0.5784313725490197,0.37037037037037035,0.5251990196078431,0.5458285714285714,0.5105421052631578,0.13157894736842105,0.18518518518518517,0.13846153846153847,0.2230769230769231,7.475362318840579,25.82424242424242,0.23015873015873015,2.0,2.0,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,5.0,1.0,0.4,,1.0,1.0,2.0,,,1.0,,,,1.0,,,3.0,1.0,,,,1.0,1.0,1.0,1.0,,0.05,0.6,,,,,False,1.0,,,,
