EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,Charge Fouls Drawn,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls,on,3pt And 1 Free Throw Trips
1627936,1610612760,Alex Caruso,Alex Caruso,1627936,OKC,17410.0,290,97,599,587,237,240,71.0,1186,16.0,28.0,1.0,3.0,5.0,9.0,2.0,5.0,2.0,7.0,14.0,1.0,4.0,9.0,21.0,1.0,4.0,7.0,18.0,35.0,16.0,35.0,14.0,98.0,607,1.0,4.0,2.0,3.0,5.0,5.0,10.0,4.0,11.0,7.0,29.0,22.0,14.0,48.0,2.0,21.0,9.0,4.0,1.0,19.0,7.0,26.0,6.0,1.0,11.0,7.0,1.0,59.0,4.0,2.0,6.0,9.0,1.0,16.0,6.0,22.0,2.0,29.0,12.0,17.0,5.0,4.0,1.0,1.0,6.0,1.0,14.0,29.0,1.0,1.0,19.0,5.0,1.0,18.0,4.0,5.0,6.0,1.0,5.0,6.0,5.0,28.0,231,8.0,4.0,0.6111111111111112,0.6470588235294118,1.0,0.45714285714285713,0.36363636363636365,0.45714285714285713,0.5142857142857142,0.25,0.5,0.6,0.16666666666666666,0.5238095238095238,0.620253164556962,0.3125,0.5576923076923077,0.5,0.02857142857142857,0.11428571428571428,0.10714285714285714,0.2,0.047619047619047616,12.592592592592593,0.8333333333333334,0.07692307692307693,0.06382978723404255,0.013986013986013986,0.043795620437956206,0.03418803418803419,0.0539568345323741,0.023076923076923078,0.018867924528301886,0.02857142857142857,0.011904761904761904,0.09090909090909091,0.023809523809523808,0.08108108108108109,0.08,0.039603960396039604,0.05555555555555555,0.06896551724137931,0.8333333333333334,0.4,0.5714285714285714,0.64,0.6875,0.07142857142857142,0.4,0.5,0.02857142857142857,0.2,0.5,0.5,1.0,0.3,0.42857142857142855,0.45,1.0,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.42857142857142855,0.5555555555555556,0.19047619047619047,0.3333333333333333,0.5714285714285714,0.9,0.42857142857142855,0.5854357142857144,0.6047125,0.5921333333333333,0.05405405405405406,0.10256410256410256,0.05102040816326531,0.29591836734693877,3.6057142857142854,24.874285714285712,0.39565943238731216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628392,1610612760,Isaiah Hartenstein,Isaiah Hartenstein,1628392,OKC,14362.0,239,13,483,493,75,85,59.0,976,22.0,32.0,9.0,15.0,4.0,7.0,15.0,30.0,4.0,,,,,,,,,,39.0,66.0,,,7.0,85.0,525,11.0,17.0,,,22.0,4.0,10.0,,,1.0,9.0,58.0,20.0,,20.0,,,4.0,,25.0,3.0,28.0,2.0,1.0,19.0,5.0,1.0,59.0,6.0,21.0,21.0,22.0,4.0,47.0,27.0,74.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,1.0,10.0,,12.0,25.0,3.0,1.0,11.0,2.0,2.0,10.0,4.0,1.0,9.0,4.0,4.0,9.0,7.0,9.0,74,4.0,1.0,0.7435897435897436,1.0,,,,,0.5909090909090909,0.6470588235294118,0.4,0.5909090909090909,0.6470588235294118,0.4,0.6159420289855072,0.6470588235294118,0.4090909090909091,,,0.06060606060606061,0.09375,0.03333333333333333,,14.259927797833935,0.5,0.3076923076923077,0.16541353383458646,0.15,0.1590909090909091,0.05357142857142857,0.16226415094339622,0.10714285714285714,0.18421052631578946,0.125,0.06896551724137931,,0.13636363636363635,0.13114754098360656,0.2857142857142857,0.14772727272727273,0.18181818181818182,0.13636363636363635,0.7777777777777778,0.48484848484848486,0.6875,0.7586206896551724,0.5909090909090909,0.45454545454545453,0.5,0.5172413793103449,0.06060606060606061,,,,,,,,,0.8823529411764706,0.6,,,0.7,0.5714285714285714,,,,0.48484848484848486,,0.5505000000000001,0.5629000000000001,0.5822,0.058823529411764705,0.058823529411764705,0.25882352941176473,0.10588235294117647,5.910606060606061,,0.15527950310559005,2.0,4.0,4.0,2.0,1.0,1.0,0.14285714285714285,0.9333333333333333,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628983,1610612760,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,OKC,36903.0,615,165,1258,1241,354,393,148.0,2499,50.0,76.0,1.0,3.0,13.0,21.0,50.0,112.0,88.0,1.0,3.0,2.0,,22.0,72.0,6.0,7.0,30.0,142.0,276.0,23.0,75.0,132.0,485.0,1298,9.0,21.0,8.0,12.0,33.0,33.0,74.0,7.0,30.0,61.0,148.0,38.0,246.0,15.0,2.0,70.0,22.0,20.0,,46.0,60.0,106.0,42.0,18.0,27.0,15.0,4.0,272.0,6.0,10.0,36.0,31.0,4.0,71.0,17.0,88.0,8.0,22.0,13.0,9.0,32.0,13.0,16.0,19.0,48.0,10.0,18.0,48.0,6.0,5.0,108.0,3.0,4.0,147.0,58.0,15.0,14.0,7.0,7.0,17.0,5.0,143.0,348,8.0,10.0,0.13380281690140844,0.1347517730496454,0.21739130434782608,0.30666666666666664,0.23333333333333334,0.3150684931506849,0.5144927536231884,0.42857142857142855,0.44594594594594594,0.5028490028490028,0.3620689655172414,0.4182692307692308,0.5795180722891566,0.4583333333333333,0.5441176470588235,0.21367521367521367,,0.07246376811594203,0.10526315789473684,0.10714285714285714,,32.1927374301676,0.6666666666666666,0.11764705882352941,0.10333333333333333,0.030395136778115502,0.11464968152866242,0.02181818181818182,0.10912052117263844,0.026490066225165563,0.044642857142857144,,0.014285714285714285,0.046153846153846156,0.11458333333333333,0.07482993197278912,0.15789473684210525,0.11627906976744186,0.1111111111111111,0.04938271604938271,0.29411764705882354,0.21652421652421652,0.6578947368421053,0.7352941176470589,0.14,0.3190883190883191,0.44642857142857145,0.5,0.25071225071225073,0.008547008547008548,0.3333333333333333,0.3333333333333333,1.0,0.20512820512820512,0.3055555555555556,0.3055555555555556,0.18181818181818182,0.10344827586206896,0.3333333333333333,0.06896551724137931,0.20689655172413793,0.20192307692307693,0.6190476190476191,,0.28846153846153844,0.23333333333333334,0.4301994301994302,0.3142857142857143,0.5080477077363897,0.4441357142857144,0.4852955882352942,0.15,0.17956656346749225,0.06804123711340206,0.30515463917525776,9.772826086956524,26.184000000000005,0.28139904610492844,42.0,6.0,4.0,11.0,,,0.03571428571428571,0.2,0.4772727272727273,0.4772727272727273,0.047619047619047616,1.0,1.0,54.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,0.125,0.03333333333333333,0.16666666666666666,1.0,0.025974025974025976,,,,,,,,,,,,,True,
1629652,1610612760,Luguentz Dort,Luguentz Dort,1629652,OKC,29347.0,489,80,996,989,231,221,117.0,1985,8.0,9.0,1.0,2.0,1.0,2.0,1.0,6.0,3.0,15.0,37.0,,5.0,21.0,64.0,9.0,5.0,9.0,9.0,18.0,36.0,101.0,11.0,137.0,1081,1.0,5.0,9.0,1.0,15.0,1.0,3.0,6.0,14.0,7.0,27.0,18.0,,102.0,,64.0,21.0,1.0,,11.0,3.0,14.0,2.0,1.0,8.0,2.0,1.0,31.0,11.0,11.0,21.0,23.0,1.0,45.0,22.0,67.0,,23.0,11.0,12.0,7.0,3.0,4.0,4.0,11.0,3.0,13.0,52.0,4.0,,30.0,4.0,13.0,18.0,6.0,2.0,6.0,4.0,2.0,6.0,4.0,27.0,225,5.0,2.0,1.0,1.0,0.9444444444444444,0.3564356435643564,0.42857142857142855,0.3564356435643564,0.5,0.2,0.3333333333333333,0.5294117647058824,0.5,0.5882352941176471,0.5393700787401575,0.5,0.6428571428571429,0.8487394957983193,,0.05555555555555555,,,,12.126537785588752,0.6363636363636364,0.05555555555555555,0.09274193548387097,0.04059040590405904,0.08502024291497975,0.04954954954954955,0.08888888888888889,0.04462474645030426,0.04395604395604396,0.046875,0.05202312138728324,0.04081632653061224,0.07058823529411765,0.06722689075630252,0.20454545454545456,0.10588235294117647,0.03896103896103896,,0.6666666666666666,0.07563025210084033,0.8888888888888888,0.8888888888888888,1.0,0.05042016806722689,0.16666666666666666,0.16666666666666666,0.025210084033613446,0.31092436974789917,0.40540540540540543,0.40540540540540543,1.0,0.5378151260504201,0.328125,0.328125,0.9047619047619048,0.14285714285714285,0.5,,0.6428571428571429,0.11764705882352941,0.5,0.29411764705882354,0.5294117647058824,0.5555555555555556,0.9243697478991597,0.328125,0.558681512605042,0.5545,0.5462705882352941,0.048,0.25,0.10948905109489052,0.19708029197080293,6.65,25.066336633663365,0.2319277108433735,,1.0,2.0,,,,0.034482758620689655,1.0,,,,4.0,4.0,6.0,,,,1.0,2.0,,,,,,0.4444444444444444,,0.4444444444444444,0.75,,1.0,1.0,0.3333333333333333,1.0,0.2,,,,,,,,True,
1631096,1610612760,Chet Holmgren,Chet Holmgren,1631096,OKC,41136.0,686,169,1409,1398,394,436,168.0,2807,73.0,110.0,17.0,24.0,12.0,21.0,15.0,44.0,21.0,8.0,25.0,2.0,6.0,19.0,66.0,7.0,1.0,10.0,96.0,175.0,27.0,91.0,76.0,349.0,1470,18.0,32.0,9.0,19.0,61.0,14.0,33.0,2.0,16.0,29.0,63.0,138.0,54.0,81.0,24.0,66.0,19.0,21.0,6.0,15.0,7.0,22.0,4.0,3.0,11.0,1.0,3.0,51.0,18.0,23.0,69.0,77.0,11.0,157.0,42.0,199.0,6.0,17.0,8.0,9.0,16.0,4.0,12.0,12.0,28.0,9.0,30.0,47.0,8.0,2.0,74.0,17.0,2.0,97.0,38.0,13.0,42.0,23.0,18.0,43.0,26.0,63.0,387,2.0,13.0,0.71875,0.8214285714285714,1.0,0.2967032967032967,0.125,0.2967032967032967,0.5485714285714286,0.5625,0.42424242424242425,0.5131578947368421,0.5121951219512195,0.3469387755102041,0.5592948717948718,0.5754716981132075,0.45652173913043476,0.34210526315789475,0.06593406593406594,0.12,0.11818181818181818,0.13636363636363635,0.07575757575757576,21.210230817217717,0.5714285714285714,0.28205128205128205,0.22,0.06301369863013699,0.20116618075801748,0.0594059405940594,0.2106782106782107,0.061377245508982034,0.09090909090909091,0.03529411764705882,0.06086956521739131,0.0547945205479452,0.17094017094017094,0.25595238095238093,0.2153846153846154,0.19827586206896552,0.2072072072072072,0.05217391304347826,0.6046511627906976,0.41353383458646614,0.6636363636363637,0.7525773195876289,0.684931506849315,0.16541353383458646,0.3409090909090909,0.39473684210526316,0.07894736842105263,0.09398496240601503,0.32,0.3333333333333333,1.0,0.24812030075187969,0.2878787878787879,0.3114754098360656,1.0,0.5853658536585366,0.7083333333333334,0.04878048780487805,0.17073170731707318,0.42857142857142855,0.5714285714285714,0.12244897959183673,0.20408163265306123,0.1,0.7556390977443609,0.2878787878787879,0.5778911654135337,0.5141920000000001,0.5765122448979592,0.12709030100334448,0.18269230769230768,0.17478510028653296,0.18051575931232092,5.347999999999999,24.9021978021978,0.27963094393186655,8.0,2.0,6.0,5.0,1.0,,0.05660377358490566,0.8,0.38095238095238093,0.42105263157894735,0.875,1.0,2.0,,,1.0,4.0,,3.0,,,1.0,,,0.2222222222222222,0.03125,0.14285714285714285,1.0,,1.0,,0.09523809523809523,0.29411764705882354,0.16666666666666666,1.0,1.0,1.0,0.04,0.5,1.0,,True,
1630198,1610612760,Isaiah Joe,Isaiah Joe,1630198,OKC,5168.0,86,17,186,173,46,81,22.0,359,2.0,3.0,,,,,1.0,1.0,1.0,1.0,3.0,,1.0,5.0,16.0,2.0,,2.0,3.0,5.0,6.0,19.0,2.0,26.0,190,,,2.0,2.0,5.0,,,1.0,3.0,2.0,5.0,6.0,,12.0,,16.0,5.0,1.0,,4.0,3.0,7.0,1.0,2.0,3.0,,1.0,17.0,3.0,3.0,4.0,5.0,1.0,10.0,6.0,16.0,1.0,3.0,1.0,2.0,,,1.0,,1.0,,2.0,4.0,,,5.0,,2.0,2.0,1.0,,1.0,1.0,,1.0,1.0,5.0,46,,,1.0,1.0,0.6666666666666666,0.3157894736842105,0.3333333333333333,0.3157894736842105,0.6,,,0.5,0.75,0.5,0.52,0.8333333333333334,0.625,0.7916666666666666,,0.2,,,,12.5,,0.1111111111111111,0.10204081632653061,0.07317073170731707,0.11764705882352941,0.0625,0.10843373493975904,0.06741573033707865,0.15384615384615385,0.1111111111111111,0.07317073170731707,,0.07142857142857142,0.10714285714285714,0.14285714285714285,0.07407407407407407,0.2857142857142857,0.07142857142857142,1.0,0.125,0.6666666666666666,0.6666666666666666,1.0,0.041666666666666664,1.0,1.0,0.041666666666666664,0.125,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3125,0.3125,0.6,,,,1.0,,,0.3333333333333333,0.6666666666666666,,0.9166666666666666,0.3125,0.5716083333333332,0.53625,0.5185000000000001,0.04,0.16666666666666666,0.19230769230769232,0.19230769230769232,5.58,25.478947368421046,0.24731182795698925,,,1.0,,,,,1.0,,,,1.0,1.0,6.0,,,1.0,,,,,,,,0.5,,0.5,,,1.0,2.0,1.0,,1.0,,,,,,,,True,
1630598,1610612760,Aaron Wiggins,Aaron Wiggins,1630598,OKC,6810.0,114,60,244,236,91,89,30.0,480,3.0,6.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,4.0,6.0,2.0,2.0,7.0,18.0,,2.0,5.0,5.0,12.0,11.0,24.0,2.0,45.0,234,3.0,3.0,2.0,,9.0,1.0,5.0,3.0,7.0,,11.0,6.0,4.0,33.0,4.0,17.0,7.0,,,5.0,3.0,8.0,2.0,1.0,5.0,,,19.0,7.0,,6.0,9.0,3.0,18.0,7.0,25.0,,3.0,3.0,,2.0,,2.0,2.0,4.0,1.0,7.0,8.0,,,1.0,,,2.0,1.0,,3.0,2.0,1.0,3.0,1.0,11.0,91,,,0.6,1.0,1.0,0.4583333333333333,0.42857142857142855,0.4782608695652174,0.4166666666666667,1.0,0.2,0.5972222222222222,0.9,0.4583333333333333,0.6081081081081081,0.9,0.4583333333333333,0.6666666666666666,,,,,,14.855072463768117,0.5,0.3,0.15254237288135594,,0.10909090909090909,0.15555555555555556,0.13157894736842105,0.06542056074766354,,,0.12903225806451613,0.21428571428571427,0.20833333333333334,0.10714285714285714,0.14285714285714285,0.09375,0.13043478260869565,,0.3333333333333333,0.16666666666666666,0.5,0.5,0.6666666666666666,0.1388888888888889,0.4,0.4,0.027777777777777776,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,0.3888888888888889,0.3888888888888889,1.0,0.2,1.0,0.4,,0.16666666666666666,0.5,0.16666666666666666,0.4166666666666667,0.4,0.8333333333333334,0.4117647058823529,0.5580457142857141,0.55485,0.5574045454545454,0.02702702702702703,0.07692307692307693,0.2,0.24444444444444444,5.375,26.287499999999994,0.3729508196721312,,,1.0,,,,,0.5,,,,,1.0,,1.0,,1.0,,1.0,,,,,,0.5,,,,,1.0,,,,0.5,1.0,,,,0.5,1.0,,True,
1631114,1610612760,Jalen Williams,Jalen Williams,1631114,OKC,31849.0,531,123,1096,1091,298,296,128.0,2187,47.0,75.0,6.0,10.0,15.0,26.0,29.0,61.0,31.0,5.0,12.0,,1.0,23.0,70.0,7.0,10.0,25.0,89.0,167.0,28.0,82.0,59.0,321.0,1177,8.0,14.0,7.0,3.0,25.0,24.0,48.0,11.0,26.0,26.0,107.0,58.0,120.0,63.0,8.0,68.0,23.0,16.0,2.0,39.0,34.0,73.0,23.0,11.0,20.0,14.0,5.0,180.0,4.0,12.0,41.0,25.0,2.0,68.0,17.0,85.0,3.0,21.0,9.0,12.0,21.0,9.0,9.0,12.0,30.0,7.0,15.0,27.0,1.0,2.0,55.0,,2.0,75.0,31.0,9.0,4.0,4.0,,5.0,1.0,103.0,291,1.0,6.0,0.3258426966292135,0.3411764705882353,0.75,0.34146341463414637,0.4230769230769231,0.35,0.5329341317365269,0.5714285714285714,0.5,0.5261044176706827,0.5238095238095238,0.5472972972972973,0.5651408450704225,0.5681818181818182,0.5879120879120879,0.3293172690763052,0.024390243902439025,0.09580838323353294,0.10666666666666667,0.13114754098360656,0.02857142857142857,25.16025641025641,0.7,0.07692307692307693,0.09090909090909091,0.04152249134948097,0.16205533596837945,0.017467248908296942,0.125,0.03088803088803089,0.0449438202247191,0.014084507042253521,0.017341040462427744,0.017857142857142856,0.053763440860215055,0.0859375,0.16666666666666666,0.16470588235294117,0.1566265060240964,0.027777777777777776,0.2,0.30120481927710846,0.6266666666666667,0.7014925373134329,0.3829787234042553,0.24497991967871485,0.47540983606557374,0.5471698113207547,0.12449799196787148,0.04819277108433735,0.4166666666666667,0.4166666666666667,1.0,0.28112449799196787,0.32857142857142857,0.3382352941176471,0.6956521739130435,0.47619047619047616,0.6,,0.3333333333333333,0.35135135135135137,0.5769230769230769,0.013513513513513514,0.33783783783783783,0.4,0.6305220883534136,0.3382352941176471,0.5419455465587043,0.5308666666666667,0.5420638888888889,0.11272727272727273,0.16062176165803108,0.0778816199376947,0.3333333333333333,7.391616766467064,26.20731707317073,0.2718978102189781,13.0,3.0,3.0,5.0,,,0.05426356589147287,0.2413793103448276,0.41935483870967744,0.41935483870967744,0.3076923076923077,2.0,2.0,21.0,2.0,1.0,3.0,,1.0,,,1.0,1.0,,0.2857142857142857,0.047619047619047616,0.2857142857142857,1.0,,1.0,,,0.16666666666666666,1.0,,,,,,,,True,
1641717,1610612760,Cason Wallace,Cason Wallace,1641717,OKC,16757.0,279,113,573,575,175,237,69.0,1148,14.0,18.0,2.0,2.0,2.0,4.0,5.0,14.0,1.0,3.0,15.0,1.0,7.0,6.0,18.0,1.0,2.0,7.0,19.0,33.0,9.0,33.0,3.0,68.0,564,3.0,4.0,2.0,1.0,7.0,2.0,6.0,3.0,14.0,3.0,16.0,20.0,18.0,27.0,2.0,18.0,6.0,4.0,,19.0,7.0,26.0,3.0,4.0,13.0,5.0,1.0,59.0,8.0,2.0,16.0,8.0,1.0,25.0,10.0,35.0,,15.0,4.0,11.0,7.0,6.0,3.0,1.0,10.0,4.0,13.0,23.0,1.0,,8.0,1.0,1.0,6.0,3.0,1.0,4.0,3.0,1.0,6.0,2.0,16.0,173,7.0,1.0,0.5263157894736842,0.5555555555555556,1.0,0.2727272727272727,0.21428571428571427,0.2727272727272727,0.5757575757575758,0.75,0.3333333333333333,0.49242424242424243,0.5,0.325,0.5,0.5,0.36363636363636365,0.5,,0.12121212121212122,0.1111111111111111,0.14285714285714285,,12.01848998459168,0.7,0.038461538461538464,0.0547945205479452,0.014814814814814815,0.11267605633802817,0.06611570247933884,0.08333333333333333,0.0390625,,0.03333333333333333,0.09195402298850575,,0.07142857142857142,0.046153846153846156,0.04,0.0898876404494382,0.1509433962264151,,0.3333333333333333,0.2727272727272727,0.7777777777777778,0.875,0.5,0.21212121212121213,0.35714285714285715,0.4166666666666667,0.015151515151515152,0.22727272727272727,0.2,0.2,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,0.2,0.5,0.35,0.35,0.2857142857142857,0.7727272727272727,0.3333333333333333,0.5686977272727273,0.5335083333333333,0.5809649999999998,0.04477611940298507,0.08823529411764706,0.10294117647058823,0.23529411764705882,4.542424242424243,24.645454545454545,0.3054101221640489,,2.0,1.0,2.0,,,0.017241379310344827,0.6,,,,,,,,,,,1.0,,,2.0,,,,,,,,1.0,1.0,,,0.14285714285714285,,2.0,,,,,,True,
1629026,1610612760,Kenrich Williams,Kenrich Williams,1629026,OKC,2741.0,46,22,89,89,24,30,11.0,178,,1.0,,,,1.0,1.0,1.0,2.0,,2.0,,,1.0,6.0,,1.0,2.0,2.0,4.0,1.0,8.0,,7.0,88,,,,,,1.0,2.0,1.0,2.0,,5.0,4.0,,3.0,,6.0,1.0,1.0,,2.0,1.0,3.0,1.0,,2.0,,,7.0,1.0,1.0,4.0,2.0,,6.0,2.0,8.0,1.0,,,,2.0,2.0,1.0,,3.0,1.0,,2.0,,1.0,,,,,,,,,,1.0,1.0,5.0,24,,,1.0,1.0,1.0,0.125,0.5,0.125,0.5,,0.5,0.2916666666666667,,0.625,0.2916666666666667,,0.625,0.6666666666666666,,0.25,1.0,,,14.851485148514852,0.6666666666666666,,0.08695652173913043,0.05263157894736842,0.15384615384615385,0.06666666666666667,0.12244897959183673,0.058823529411764705,,0.2,0.09090909090909091,,0.25,,,0.2,0.09090909090909091,0.14285714285714285,1.0,0.08333333333333333,,,,0.08333333333333333,1.0,1.0,0.16666666666666666,0.16666666666666666,,,,0.5,0.16666666666666666,0.16666666666666666,1.0,,,,,0.25,,,0.5,0.5,0.75,0.16666666666666666,0.5081416666666666,,0.5055375,,,,0.7142857142857143,11.325,25.737499999999997,0.2696629213483146,1.0,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,True,
