EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsPutbacks,Loose Ball Fouls Drawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,StepOutOfBoundsTurnovers,DefensiveGoaltends,OffensiveGoaltends,Corner3PctBlocked,OffFTReboundPct,Charge Fouls Drawn,Defensive 3 Seconds Violations,Charge Fouls,on
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,29023.0,484,50,952,951,267.0,216.0,118.0,1903,29.0,41.0,1.0,2.0,8.0,12.0,14.0,40.0,23.0,48.0,2.0,9.0,1.0,27.0,71.0,3.0,5.0,3.0,14.0,66.0,129.0,29.0,80.0,43.0,262.0,1068,3.0,8.0,3.0,6.0,2.0,17.0,16.0,38.0,3.0,14.0,10.0,51.0,44.0,88.0,45.0,42.0,2.0,69.0,27.0,15.0,1.0,40.0,22.0,62.0,13.0,9.0,19.0,16.0,5.0,146.0,5.0,3.0,29.0,17.0,1.0,47.0,8.0,55.0,4.0,15.0,11.0,4.0,27.0,3.0,17.0,8.0,1.0,10.0,1.0,35.0,3.0,11.0,17.0,24.0,1.0,1.0,46.0,4.0,1.0,48.0,4.0,1.0,1.0,23.0,1.0,3.0,8.0,1.0,1.0,3.0,5.0,9.0,5.0,51.0,264.0,1.0,0.3333333333333333,0.3333333333333333,0.5172413793103449,0.3625,0.5,0.21428571428571427,0.3717948717948718,0.5116279069767442,0.375,0.42105263157894735,0.5239234449760766,0.5357142857142857,0.3942307692307692,0.564935064935065,0.5666666666666667,0.4322033898305085,0.3827751196172249,0.0125,0.11627906976744186,0.14634146341463414,0.2,0.020833333333333332,0.014084507042253521,24.175824175824175,0.7714285714285715,0.03225806451612903,0.07083333333333333,0.013100436681222707,0.11934156378600823,0.024271844660194174,0.09523809523809523,0.01839080459770115,0.018518518518518517,0.02040816326530612,0.02877697841726619,0.014925373134328358,0.04054054054054054,0.05925925925925926,0.1935483870967742,0.12280701754385964,0.1111111111111111,0.042105263157894736,0.5555555555555556,0.19617224880382775,0.7073170731707317,0.8285714285714286,0.4482758620689655,0.19138755980861244,0.35,0.4375,0.21428571428571427,0.22966507177033493,0.4791666666666667,0.48936170212765956,0.2608695652173913,0.0430622009569378,0.2222222222222222,0.2222222222222222,1.0,0.3397129186602871,0.38028169014084506,0.38571428571428573,0.48148148148148145,0.14285714285714285,0.5,1.0,0.07142857142857142,0.35714285714285715,0.6,0.3333333333333333,0.23076923076923078,0.6666666666666666,0.2692307692307692,0.21428571428571427,0.5789473684210527,0.391304347826087,0.5118724637681159,0.469475,0.48145399999999994,0.10526315789473684,0.1554054054054054,0.0125,0.0648854961832061,0.1946564885496183,9.908527131782945,26.46125,0.2804621848739496,,,,,,,,,,,,,,,,,,,,,,True
1628427,1610612743,Vlatko Čančar,Vlatko Čančar,1628427,DEN,123.0,2,-5,3,4,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.333333333333336,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1631128,1610612743,Christian Braun,Christian Braun,1631128,DEN,32649.0,544,-13,1079,1090,314.0,266.0,136.0,2169,38.0,52.0,8.0,10.0,9.0,13.0,5.0,21.0,3.0,4.0,7.0,27.0,2.0,14.0,44.0,1.0,8.0,6.0,14.0,46.0,77.0,21.0,71.0,22.0,177.0,1238,8.0,10.0,2.0,10.0,6.0,28.0,9.0,17.0,8.0,23.0,7.0,49.0,70.0,22.0,48.0,15.0,1.0,43.0,14.0,13.0,,23.0,11.0,34.0,7.0,4.0,13.0,7.0,3.0,79.0,15.0,10.0,32.0,23.0,10.0,65.0,25.0,90.0,2.0,17.0,12.0,5.0,5.0,2.0,2.0,9.0,2.0,3.0,1.0,14.0,1.0,4.0,25.0,47.0,,4.0,20.0,,,31.0,1.0,,,14.0,,2.0,10.0,,,6.0,3.0,10.0,3.0,47.0,311.0,1.0,0.7608695652173914,0.8536585365853658,0.7619047619047619,0.29577464788732394,0.2,0.34782608695652173,0.3,0.5974025974025974,0.8,0.5294117647058824,0.5236486486486487,0.55,0.525,0.5429447852760736,0.6086956521739131,0.5568181818181818,0.4797297297297297,,0.16883116883116883,0.11538461538461539,0.3333333333333333,,,14.285714285714285,0.35714285714285715,0.30303030303030304,0.08394160583941605,0.03676470588235294,0.11895910780669144,0.06437768240343347,0.10128913443830571,0.04950495049504951,0.0546875,,0.07142857142857142,0.05063291139240506,0.03529411764705882,0.09395973154362416,0.15,0.10309278350515463,0.16,0.03125,0.3,0.35135135135135137,0.7307692307692307,0.8260869565217391,0.7368421052631579,0.14189189189189189,0.23809523809523808,0.35714285714285715,1.0,0.02702702702702703,0.75,0.75,0.6666666666666666,0.18243243243243243,0.25925925925925924,0.25925925925925924,1.0,0.2972972972972973,0.3181818181818182,0.3181818181818182,0.6428571428571429,0.5,0.8,0.25,0.1,0.4,0.125,1.0,0.325,0.6923076923076923,0.35,0.42857142857142855,0.831081081081081,0.32558139534883723,0.5730575342465755,0.5975766666666666,0.5643513157894736,0.08695652173913043,0.15555555555555556,,0.15819209039548024,0.2768361581920904,4.0012987012987,26.02112676056338,0.29101019462465244,1.0,2.0,9.0,10.0,1.0,1.0,4.0,0.03409090909090909,0.5,1.0,0.225,0.2222222222222222,,,,,,,,,,True
203932,1610612743,Aaron Gordon,Aaron Gordon,203932,DEN,26780.0,446,44,880,882,207.0,193.0,109.0,1762,39.0,64.0,12.0,22.0,7.0,13.0,13.0,22.0,1.0,3.0,6.0,20.0,4.0,13.0,29.0,,1.0,4.0,6.0,53.0,89.0,19.0,49.0,37.0,200.0,1005,12.0,22.0,,5.0,15.0,39.0,7.0,15.0,6.0,13.0,13.0,45.0,62.0,44.0,48.0,9.0,,29.0,13.0,16.0,1.0,18.0,14.0,32.0,9.0,5.0,14.0,2.0,2.0,78.0,19.0,23.0,23.0,21.0,1.0,45.0,43.0,88.0,4.0,6.0,3.0,3.0,13.0,1.0,5.0,9.0,3.0,8.0,1.0,22.0,3.0,3.0,14.0,28.0,2.0,1.0,38.0,1.0,,44.0,6.0,,,17.0,1.0,7.0,5.0,,,2.0,2.0,5.0,4.0,43.0,205.0,6.0,0.5849056603773585,0.7380952380952381,0.8421052631578947,0.3877551020408163,,0.46153846153846156,0.3877551020408163,0.5955056179775281,0.5454545454545454,0.4666666666666667,0.5905797101449275,0.4444444444444444,0.5714285714285714,0.6369426751592356,0.5735294117647058,0.6081081081081081,0.35507246376811596,0.02040816326530612,0.1797752808988764,0.203125,0.13636363636363635,,,17.757936507936506,0.5909090909090909,0.034482758620689655,0.0967741935483871,0.1111111111111111,0.10550458715596331,0.10160427807486631,0.10114942528735632,0.1065989847715736,0.1262135922330097,0.05,0.1076923076923077,0.08771929824561403,0.14492753623188406,0.059322033898305086,0.13333333333333333,0.10457516339869281,0.1076923076923077,0.08163265306122448,0.8,0.463768115942029,0.609375,0.7647058823529411,0.5384615384615384,0.15942028985507245,0.5909090909090909,0.6842105263157895,0.6923076923076923,0.021739130434782608,0.3333333333333333,0.3333333333333333,1.0,0.14492753623188406,0.3,0.3157894736842105,1.0,0.21014492753623187,0.4482758620689655,0.4482758620689655,0.7692307692307693,0.8148148148148148,0.5454545454545454,0.08333333333333333,0.14814814814814814,0.037037037037037035,,,0.4642857142857143,0.5384615384615384,0.21428571428571427,0.6666666666666666,0.8188405797101449,0.4482758620689655,0.5723442028985508,0.596384375,0.5507089285714286,0.12,0.17,0.02,0.195,0.225,3.875280898876404,24.9265306122449,0.23522727272727273,,2.0,7.0,22.0,5.0,1.0,1.0,0.125,,,0.25,0.2857142857142857,1.0,1.0,1.0,1.0,0.05,0.043478260869565216,,,,True
203999,1610612743,Nikola Jokić,Nikola Jokić,203999,DEN,31381.0,523,15,1038,1039,311.0,248.0,133.0,2077,38.0,50.0,13.0,18.0,10.0,14.0,49.0,109.0,11.0,27.0,1.0,4.0,2.0,22.0,59.0,2.0,4.0,7.0,24.0,98.0,186.0,23.0,63.0,77.0,342.0,1169,19.0,31.0,3.0,6.0,5.0,52.0,28.0,51.0,7.0,26.0,45.0,122.0,84.0,112.0,48.0,21.0,6.0,53.0,22.0,15.0,,60.0,46.0,106.0,30.0,16.0,44.0,12.0,4.0,258.0,7.0,19.0,53.0,80.0,10.0,143.0,26.0,169.0,10.0,26.0,16.0,10.0,35.0,3.0,19.0,17.0,1.0,16.0,1.0,52.0,3.0,15.0,19.0,42.0,2.0,9.0,92.0,4.0,,99.0,5.0,,2.0,27.0,2.0,21.0,12.0,,,7.0,5.0,12.0,7.0,120.0,308.0,20.0,0.42857142857142855,0.49411764705882355,0.6956521739130435,0.36507936507936506,0.5,0.2692307692307692,0.40350877192982454,0.5268817204301075,0.6129032258064516,0.5490196078431373,0.5321285140562249,0.6351351351351351,0.5,0.5799319727891157,0.6341463414634146,0.580952380952381,0.25301204819277107,,0.08064516129032258,0.08,0.10091743119266056,,,28.978224455611393,0.6730769230769231,0.3225806451612903,0.29850746268656714,0.07169811320754717,0.2054263565891473,0.030973451327433628,0.25285171102661597,0.05295315682281059,0.10483870967741936,0.01818181818181818,0.03333333333333333,0.02631578947368421,0.24390243902439024,0.3333333333333333,0.28205128205128205,0.20967741935483872,0.19444444444444445,0.09615384615384616,0.5833333333333334,0.20080321285140562,0.76,0.8260869565217391,0.39473684210526316,0.43775100401606426,0.44954128440366975,0.5,0.4489795918367347,0.10843373493975904,0.4074074074074074,0.4074074074074074,0.45454545454545453,0.01606425702811245,0.25,0.25,1.0,0.23694779116465864,0.3728813559322034,0.3728813559322034,0.6818181818181818,0.4864864864864865,0.7222222222222222,,0.05405405405405406,0.10810810810810811,0.5,1.0,0.18181818181818182,0.7142857142857143,0.3116883116883117,0.2916666666666667,0.4538152610441767,0.41509433962264153,0.48257386831275717,0.48418928571428566,0.47567464788732405,0.10622710622710622,0.12980769230769232,0.03076923076923077,0.15204678362573099,0.3567251461988304,7.694086021505376,30.6079365079365,0.2996146435452794,1.0,,2.0,26.0,4.0,,2.0,0.05813953488372093,0.5,1.0,0.025974025974025976,,,,,1.0,,,1.0,2.0,,True
1629008,1610612743,Michael Porter Jr.,Michael Porter Jr.,1629008,DEN,21202.0,353,18,701,694,150.0,115.0,91.0,1395,12.0,19.0,2.0,4.0,,2.0,1.0,8.0,3.0,9.0,5.0,17.0,3.0,14.0,39.0,1.0,5.0,1.0,7.0,16.0,36.0,19.0,56.0,9.0,98.0,799,3.0,6.0,1.0,8.0,1.0,10.0,2.0,8.0,1.0,9.0,1.0,8.0,24.0,8.0,57.0,,,39.0,14.0,4.0,3.0,2.0,5.0,7.0,5.0,,1.0,,1.0,19.0,4.0,4.0,24.0,28.0,3.0,55.0,8.0,63.0,2.0,8.0,6.0,2.0,7.0,,2.0,4.0,,5.0,,11.0,2.0,1.0,13.0,23.0,2.0,1.0,8.0,,,12.0,,,,6.0,,,5.0,1.0,1.0,2.0,3.0,6.0,3.0,8.0,150.0,,0.75,0.9230769230769231,1.0,0.3392857142857143,0.125,0.1111111111111111,0.3392857142857143,0.4444444444444444,0.5,0.25,0.483695652173913,0.32142857142857145,0.20588235294117646,0.5,0.3333333333333333,0.2222222222222222,0.6086956521739131,0.05357142857142857,0.1111111111111111,0.21052631578947367,,,0.05128205128205128,13.574097135740972,0.6363636363636364,0.15789473684210525,0.15053763440860216,0.022598870056497175,0.14545454545454545,0.026143790849673203,0.14814814814814814,0.024242424242424242,0.023255813953488372,0.058823529411764705,0.009174311926605505,0.06818181818181818,0.15517241379310345,0.15306122448979592,0.13333333333333333,0.14634146341463414,0.14285714285714285,0.04,0.5,0.20652173913043478,0.631578947368421,0.8,0.75,0.08695652173913043,0.125,0.125,,0.09782608695652174,0.3333333333333333,0.3333333333333333,1.0,0.18478260869565216,0.29411764705882354,0.3125,1.0,0.42391304347826086,0.358974358974359,0.3783783783783784,1.0,0.2857142857142857,0.5,,0.21428571428571427,0.35714285714285715,0.2,1.0,0.11764705882352941,,0.4117647058823529,0.14285714285714285,0.8152173913043478,0.358974358974359,0.5548217391304349,0.5369833333333334,0.4885735294117646,0.061224489795918366,0.14285714285714285,,0.10204081632653061,0.08163265306122448,7.713888888888889,25.241071428571427,0.21398002853067047,,,2.0,6.0,,,2.0,,,,0.11764705882352941,,,1.0,1.0,,0.058823529411764705,,,,,True
1631124,1610612743,Julian Strawther,Julian Strawther,1631124,DEN,1871.0,31,-9,65,64,37.0,19.0,6.0,129,1.0,1.0,,,1.0,1.0,,1.0,,1.0,2.0,3.0,,2.0,2.0,,,1.0,1.0,1.0,3.0,4.0,5.0,2.0,16.0,71,,,,,,,1.0,2.0,3.0,4.0,2.0,13.0,2.0,,12.0,,,2.0,2.0,,,1.0,,1.0,,,1.0,,,2.0,1.0,,1.0,2.0,,3.0,1.0,4.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,2.0,6.0,1.0,,1.0,,,2.0,,,,,,1.0,,,,,,,,13.0,36.0,1.0,1.0,1.0,1.0,0.8,,0.75,0.8,0.3333333333333333,,0.5,0.875,,0.9166666666666666,0.8888888888888888,,0.9285714285714286,0.625,,,,,,,13.88888888888889,1.0,,0.13333333333333333,,0.05263157894736842,0.1,0.08823529411764706,0.037037037037037035,,,0.2,,0.25,,,,0.16666666666666666,,,0.125,1.0,1.0,1.0,0.125,,,,0.125,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,0.25,1.0,1.0,1.0,,,,,,,,0.16666666666666666,1.0,0.16666666666666666,1.0,0.75,1.0,0.525625,,0.5404583333333334,,,,,0.8125,9.166666666666666,25.08,0.5692307692307692,,2.0,3.0,,,,1.0,,,,0.5,0.6666666666666666,,,,,,,,,,True
1631212,1610612743,Peyton Watson,Peyton Watson,1631212,DEN,5993.0,100,-71,201,222,98.0,83.0,28.0,423,5.0,11.0,1.0,3.0,3.0,8.0,2.0,6.0,,1.0,4.0,9.0,,,1.0,,,,,7.0,18.0,4.0,10.0,6.0,32.0,251,1.0,3.0,,,,2.0,3.0,10.0,1.0,3.0,2.0,11.0,12.0,2.0,12.0,,,1.0,,2.0,,1.0,,1.0,,,,,1.0,2.0,3.0,4.0,6.0,6.0,,12.0,7.0,19.0,2.0,5.0,2.0,3.0,2.0,,1.0,,,1.0,,2.0,,2.0,6.0,9.0,1.0,,10.0,1.0,,12.0,,,,5.0,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,11.0,97.0,1.0,0.8571428571428571,1.0,1.0,0.4,,0.3333333333333333,0.4,0.3888888888888889,0.3333333333333333,0.3,0.4642857142857143,0.3333333333333333,0.34615384615384615,0.47058823529411764,0.25,0.34375,0.35714285714285715,,0.1111111111111111,0.18181818181818182,,,,15.319148936170212,1.0,,0.10344827586206896,0.06349206349206349,0.12244897959183673,0.06382978723404255,0.11214953271028037,0.06363636363636363,0.11538461538461539,0.0625,,0.13636363636363635,,0.16129032258064516,0.1,0.1282051282051282,0.1,0.13333333333333333,1.0,0.39285714285714285,0.45454545454545453,0.5555555555555556,0.8,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.03571428571428571,,,,0.32142857142857145,0.4444444444444444,0.4444444444444444,1.0,0.03571428571428571,,,,1.0,0.3333333333333333,,,,,,0.6153846153846154,0.375,,,0.75,,0.5747178571428572,0.59825,0.6020692307692308,0.15151515151515152,0.21739130434782608,,0.0625,0.34375,4.4944444444444445,23.630000000000003,0.48756218905472637,,1.0,3.0,2.0,1.0,,,,,,0.23076923076923078,0.3333333333333333,,,,,,,,,,True
201566,1610612743,Russell Westbrook,Russell Westbrook,201566,DEN,13067.0,218,-68,436,457,175.0,172.0,57.0,893,17.0,29.0,4.0,4.0,9.0,15.0,2.0,7.0,2.0,8.0,7.0,26.0,3.0,7.0,21.0,2.0,3.0,3.0,11.0,21.0,44.0,14.0,47.0,12.0,96.0,527,4.0,6.0,4.0,6.0,3.0,23.0,11.0,23.0,7.0,21.0,7.0,50.0,20.0,22.0,39.0,3.0,,21.0,7.0,6.0,,14.0,5.0,19.0,5.0,,8.0,5.0,1.0,43.0,6.0,5.0,15.0,8.0,1.0,24.0,12.0,36.0,1.0,7.0,2.0,5.0,14.0,3.0,8.0,6.0,1.0,6.0,,20.0,1.0,6.0,8.0,30.0,2.0,,13.0,,,17.0,3.0,,,9.0,,1.0,,,,,,,,50.0,173.0,1.0,0.47619047619047616,0.5882352941176471,0.9285714285714286,0.2978723404255319,0.6666666666666666,0.3333333333333333,0.2978723404255319,0.4772727272727273,0.6666666666666666,0.4782608695652174,0.46153846153846156,0.8333333333333334,0.48863636363636365,0.4897959183673469,0.8214285714285714,0.5208333333333334,0.5164835164835165,,0.13636363636363635,0.10344827586206896,0.42857142857142855,,,23.274161735700197,0.7,0.06666666666666667,0.0784313725490196,0.0423728813559322,0.12931034482758622,0.061224489795918366,0.10550458715596331,0.05092592592592592,0.05660377358490566,,0.05454545454545454,0.06976744186046512,0.1,0.07142857142857142,0.0625,0.1511627906976744,0.06666666666666667,0.02,,0.31868131868131866,0.5862068965517241,0.6538461538461539,0.5294117647058824,0.07692307692307693,0.2857142857142857,0.5,0.5,0.08791208791208792,0.25,0.25,,0.2857142857142857,0.2692307692307692,0.2692307692307692,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.3333333333333333,1.0,,0.25,0.25,0.6666666666666666,1.0,0.3409090909090909,0.6,0.25,0.2727272727272727,0.8351648351648352,0.3333333333333333,0.5513478021978023,0.5045,0.5543829545454546,0.09278350515463918,0.18,,0.23958333333333334,0.5208333333333334,5.697727272727272,24.48085106382979,0.4013761467889908,2.0,4.0,10.0,8.0,,,5.0,0.047619047619047616,0.6666666666666666,1.0,0.22727272727272727,0.4,1.0,,,,,0.0625,,,2.0,True
201599,1610612743,DeAndre Jordan,DeAndre Jordan,201599,DEN,388.0,6,-7,12,15,,7.0,1.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.692307692307692,,1.0,,1.0,0.3333333333333333,,0.3333333333333333,0.25,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
