EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,FTDefRebounds,SelfOReb,SecondChanceTurnovers,RecoveredBlocks,DefFTReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,OffLongMidRangeReboundPct,PenaltyCorner3Frequency,LongMidRangeAssists,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Travels,SecondChanceCorner3FGA,Corner3PctBlocked,SecondChanceCorner3Frequency,on,Clear Path Fouls,Charge Fouls,Blocked3s,BlockedArc3,DefensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations
1628378,1610612739,Donovan Mitchell,Donovan Mitchell,1628378,CLE,9420.4,157,16.0,321,316,67.0,39.0,53.0,637,19.0,30.0,2.0,3.0,5.0,6.0,14.0,29.0,1.0,6.0,3.0,5.0,14.0,35.0,2.0,5.0,3.0,6.0,34.0,65.0,17.0,40.0,29.0,148.0,381,5.0,8.0,2.0,5.0,16.0,8.0,13.0,3.0,6.0,9.0,34.0,20.0,48.0,27.0,24.0,2.0,1.0,34.0,14.0,8.0,1.0,9.0,12.0,21.0,8.0,4.0,4.0,5.0,54.0,5.0,1.0,1.0,4.0,5.0,9.0,7.0,16.0,7.0,5.0,2.0,4.0,2.0,3.0,6.0,1.0,1.0,1.0,10.0,3.0,6.0,12.0,2.0,28.0,1.0,40.0,8.0,3.0,19.0,4.0,2.0,1.0,1.0,2.0,34.0,65.0,2.0,0.29411764705882354,0.30303030303030304,0.5294117647058824,0.425,0.4,0.5,0.4358974358974359,0.5230769230769231,0.625,0.6153846153846154,0.5666666666666667,0.6153846153846154,0.6578947368421053,0.6083333333333333,0.6153846153846154,0.68,0.38095238095238093,0.025,0.12307692307692308,0.13333333333333333,0.13793103448275862,0.02857142857142857,33.68421052631579,0.4,0.09090909090909091,0.06944444444444445,0.014925373134328358,0.06779661016949153,0.054945054945054944,0.06870229007633588,0.0379746835443038,0.03333333333333333,0.0547945205479452,0.05555555555555555,0.1111111111111111,0.06666666666666667,0.08108108108108109,0.045454545454545456,0.2857142857142857,0.6333333333333333,0.7307692307692307,0.15789473684210525,0.2761904761904762,0.4827586206896552,0.56,0.42857142857142855,0.05714285714285714,0.16666666666666666,0.16666666666666666,1.0,0.047619047619047616,0.6,0.6,1.0,0.3333333333333333,0.4,0.4117647058823529,0.42857142857142855,0.23076923076923078,0.6666666666666666,0.38461538461538464,0.4,0.5,0.3157894736842105,0.8333333333333334,0.3157894736842105,0.5,0.6666666666666666,0.4117647058823529,0.5539418269230769,0.5822583333333334,0.5599694444444444,0.16379310344827586,0.25,0.10810810810810811,0.22972972972972974,6.3015384615384615,26.520000000000003,0.2087227414330218,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1628386,1610612739,Jarrett Allen,Jarrett Allen,1628386,CLE,11163.0,186,68.0,378,374,59.0,32.0,57.0,752,22.0,31.0,8.0,9.0,,1.0,11.0,16.0,,,,,,,,,,,33.0,47.0,,,21.0,87.0,423,10.0,12.0,,,26.0,1.0,3.0,,,4.0,6.0,56.0,10.0,,,6.0,,,,3.0,,5.0,6.0,11.0,5.0,1.0,3.0,2.0,28.0,7.0,7.0,,17.0,21.0,41.0,14.0,55.0,8.0,4.0,4.0,7.0,1.0,5.0,5.0,1.0,2.0,1.0,12.0,2.0,7.0,12.0,1.0,16.0,,22.0,,,10.0,1.0,7.0,3.0,4.0,7.0,6.0,59.0,1.0,0.8484848484848485,0.9333333333333333,,,,,,0.7021276595744681,0.8333333333333334,0.3333333333333333,0.7021276595744681,0.8333333333333334,0.3333333333333333,0.75,0.8666666666666667,0.6,,,0.06382978723404255,0.06451612903225806,0.0625,,15.981735159817353,0.5833333333333334,,0.23595505617977527,0.0875,0.22972972972972974,0.07692307692307693,0.2331288343558282,0.08187134502923976,0.1,0.08,0.0625,0.2727272727272727,0.3,0.22448979591836735,0.24,0.6595744680851063,0.7096774193548387,0.7586206896551724,0.7727272727272727,0.3404255319148936,0.6875,0.7333333333333333,1.0,,,,,,,,,,,,,0.75,0.8888888888888888,,,,0.3333333333333333,,,,0.6595744680851063,,0.5940936170212766,0.6148,0.4216,0.17543859649122806,0.17543859649122806,0.2988505747126437,0.06896551724137931,3.9680851063829783,,0.15608465608465608,6.0,3.0,2.0,5.0,5.0,0.3,0.08333333333333333,0.12,0.18181818181818182,0.7142857142857143,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,
1629622,1610612739,Max Strus,Max Strus,1629622,CLE,13612.4,227,58.0,461,459,80.0,46.0,68.0,920,10.0,17.0,2.0,4.0,1.0,4.0,1.0,2.0,,,6.0,14.0,20.0,47.0,,1.0,4.0,8.0,11.0,19.0,26.0,61.0,5.0,105.0,533,3.0,5.0,,1.0,8.0,2.0,6.0,4.0,9.0,2.0,18.0,12.0,10.0,72.0,6.0,2.0,,47.0,20.0,2.0,2.0,20.0,13.0,33.0,8.0,5.0,14.0,6.0,79.0,5.0,8.0,,14.0,17.0,31.0,13.0,44.0,6.0,4.0,2.0,4.0,1.0,2.0,3.0,,2.0,,7.0,4.0,8.0,19.0,2.0,14.0,1.0,6.0,,,2.0,1.0,2.0,1.0,1.0,2.0,18.0,78.0,1.0,0.5454545454545454,0.6,0.9230769230769231,0.4262295081967213,,0.4444444444444444,0.4262295081967213,0.5789473684210527,0.6,0.3333333333333333,0.625,0.5,0.5333333333333333,0.6325301204819277,0.5714285714285714,0.5625,0.7625,0.03278688524590164,0.10526315789473684,0.11764705882352941,,0.0425531914893617,16.82242990654206,0.5714285714285714,,0.16346153846153846,0.08333333333333333,0.1590909090909091,0.0423728813559322,0.16145833333333334,0.06074766355140187,0.08888888888888889,0.053763440860215055,,0.058823529411764705,0.18181818181818182,0.125,0.21875,0.2125,0.5882352941176471,0.6666666666666666,0.5,0.025,0.5,0.5,1.0,,,,,0.175,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.5875,0.425531914893617,0.4444444444444444,0.95,0.6666666666666666,0.5,0.16666666666666666,,,0.26666666666666666,0.25,0.5333333333333333,0.5,0.975,0.425531914893617,0.5538100000000001,0.4375,0.5245133333333334,0.024390243902439025,0.09523809523809523,0.0761904761904762,0.17142857142857143,2.7578947368421054,26.188524590163933,0.1735357917570499,2.0,,1.0,,1.0,,0.075,0.3225806451612903,0.02564102564102564,0.5,0.5,1.0,1.0,1.0,4.0,1.0,0.09090909090909091,0.06666666666666667,,,,,,,,True,,,,,,,,,,,
1629631,1610612739,De'Andre Hunter,De'Andre Hunter,1629631,CLE,3216.3999999999996,54,39.0,116,116,28.0,21.0,14.0,232,1.0,2.0,,,,,2.0,4.0,2.0,4.0,1.0,2.0,4.0,8.0,,,1.0,2.0,5.0,10.0,5.0,10.0,9.0,34.0,117,2.0,2.0,,,4.0,1.0,1.0,1.0,3.0,4.0,9.0,6.0,4.0,15.0,,2.0,,8.0,4.0,1.0,,2.0,,2.0,,,2.0,,4.0,1.0,,,4.0,5.0,9.0,1.0,10.0,2.0,2.0,,2.0,,,1.0,1.0,2.0,,3.0,1.0,1.0,4.0,,9.0,,10.0,,,4.0,1.0,,,,,9.0,26.0,1.0,0.6,0.75,1.0,0.5,,0.3333333333333333,0.5,0.5,1.0,1.0,0.625,1.0,0.625,0.68,1.0,0.75,0.5,,0.1,0.5,,,21.538461538461537,0.6666666666666666,,0.20833333333333334,,0.16,0.05555555555555555,0.1836734693877551,0.023809523809523808,,0.07692307692307693,,0.375,0.16666666666666666,0.13333333333333333,0.2,0.1,0.5,1.0,1.0,0.2,0.5,0.5,0.5,0.2,0.5,0.5,0.5,0.1,0.5,0.5,1.0,0.4,0.5,0.5,1.0,,,,,,,,0.5,0.5,0.6,0.5,0.5305025000000001,0.3953,0.53645,0.16666666666666666,0.2857142857142857,0.11764705882352941,0.2647058823529412,11.42,25.490000000000002,0.2413793103448276,,,,,,,,0.1,,,,1.0,,,2.0,1.0,,0.25,,,,,,,,True,,,,,,,,,,,
1629660,1610612739,Ty Jerome,Ty Jerome,1629660,CLE,5041.0,84,48.0,175,172,26.0,15.0,24.0,347,5.0,11.0,,,,,8.0,19.0,,2.0,,1.0,5.0,11.0,2.0,2.0,2.0,2.0,13.0,32.0,5.0,12.0,6.0,47.0,182,1.0,2.0,2.0,2.0,11.0,1.0,1.0,2.0,2.0,1.0,9.0,8.0,18.0,9.0,6.0,,,11.0,5.0,5.0,,11.0,13.0,24.0,11.0,2.0,6.0,4.0,61.0,1.0,1.0,,4.0,3.0,7.0,2.0,9.0,2.0,,2.0,4.0,2.0,2.0,3.0,,2.0,1.0,7.0,1.0,5.0,8.0,,7.0,,9.0,2.0,,3.0,1.0,,,,,9.0,26.0,1.0,0.3076923076923077,0.3076923076923077,0.6,0.4166666666666667,1.0,1.0,0.4166666666666667,0.40625,0.5,1.0,0.4659090909090909,1.0,1.3333333333333333,0.5,1.1,1.125,0.2727272727272727,,0.15625,0.2727272727272727,0.10526315789473684,,27.0,0.5714285714285714,,0.08333333333333333,0.025,0.10810810810810811,0.02857142857142857,0.0958904109589041,0.02666666666666667,0.05263157894736842,,0.14285714285714285,0.1111111111111111,,0.13043478260869565,0.07142857142857142,0.25,0.45454545454545453,0.625,0.2,0.4318181818181818,0.42105263157894735,0.47058823529411764,0.375,0.045454545454545456,,,,0.022727272727272728,,,,0.25,0.45454545454545453,0.45454545454545453,0.6,,,0.5,1.0,1.0,,,0.6666666666666666,1.0,0.5227272727272727,0.45454545454545453,0.5186886363636364,0.44430000000000003,0.5469,0.08695652173913043,0.09090909090909091,0.23404255319148937,0.19148936170212766,8.059375,26.95,0.14857142857142858,3.0,,1.0,1.0,,,,0.09090909090909091,0.047619047619047616,,,,1.0,,,,,,1.0,1.0,0.07692307692307693,,,,,True,,,,,,,,,,,
1629731,1610612739,Dean Wade,Dean Wade,1629731,CLE,4083.0,68,6.0,132,133,15.0,12.0,19.0,265,,,,,,,,1.0,,,,,2.0,6.0,,,,1.0,,1.0,2.0,6.0,,6.0,162,,1.0,,,,,,,1.0,,,,,6.0,,,,6.0,2.0,,,1.0,,1.0,,,1.0,,2.0,2.0,,,6.0,9.0,16.0,2.0,18.0,2.0,1.0,1.0,,,,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,15.0,,,,1.0,0.3333333333333333,,,0.3333333333333333,,,,0.42857142857142855,,,0.42857142857142855,,,0.8571428571428571,,,,,,5.128205128205128,,,0.2903225806451613,,0.24,0.05555555555555555,0.26785714285714285,0.03076923076923077,,0.08333333333333333,,0.38461538461538464,0.25,0.2222222222222222,0.2857142857142857,,,,,0.14285714285714285,,,,,,,,,,,,0.8571428571428571,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,1.0,,0.8571428571428571,0.3333333333333333,0.5423071428571429,0.4381,0.5226,,,,,7.3,24.916666666666668,0.11363636363636363,,1.0,,,,1.0,,0.2,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,
1630171,1610612739,Isaac Okoro,Isaac Okoro,1630171,CLE,3060.0,51,,102,104,19.0,15.0,12.0,206,3.0,4.0,2.0,2.0,,,,2.0,,,1.0,4.0,,,,,,,3.0,6.0,1.0,4.0,2.0,11.0,133,2.0,2.0,,,4.0,,1.0,,,2.0,2.0,2.0,4.0,3.0,,4.0,,,,2.0,,3.0,,3.0,,,1.0,2.0,6.0,2.0,1.0,,2.0,1.0,3.0,3.0,6.0,3.0,2.0,1.0,,,,1.0,,,,1.0,1.0,1.0,6.0,1.0,1.0,,2.0,,,,1.0,,,,,2.0,19.0,1.0,0.3333333333333333,1.0,1.0,0.25,,,0.25,0.5,1.0,,0.45,1.0,,0.5,1.0,0.5,0.4,,0.3333333333333333,0.25,0.5,,10.619469026548673,,,0.038461538461538464,0.041666666666666664,0.10526315789473684,0.09090909090909091,0.06666666666666667,0.06521739130434782,0.07692307692307693,0.11764705882352941,,,0.25,0.16666666666666666,,0.4,0.75,1.0,0.3333333333333333,0.2,,,,,,,,0.4,0.25,0.25,1.0,,,,,1.0,1.0,,,,,,,,0.8,,0.5945750000000001,,0.3764,,,0.36363636363636365,0.18181818181818182,3.6999999999999997,23.625,0.18627450980392157,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1630241,1610612739,Sam Merrill,Sam Merrill,1630241,CLE,5022.0,84,36.0,172,174,27.0,10.0,26.0,346,,,,,,,,,,,4.0,11.0,5.0,15.0,1.0,1.0,1.0,3.0,,,9.0,26.0,,27.0,185,,,1.0,5.0,3.0,,,1.0,4.0,,3.0,,,27.0,,,1.0,14.0,5.0,,1.0,3.0,4.0,7.0,4.0,,,3.0,18.0,2.0,1.0,,4.0,3.0,7.0,3.0,10.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,,2.0,,4.0,5.0,,4.0,1.0,,,,,,1.0,,1.0,1.0,3.0,27.0,,,,1.0,0.34615384615384615,0.2,0.25,0.36,,,,0.5192307692307693,0.3,0.375,0.5192307692307693,0.3,0.375,1.0,0.038461538461538464,,,,,14.0,0.5,,0.07317073170731707,0.03125,0.1111111111111111,0.037037037037037035,0.09090909090909091,0.03488372093023256,0.08333333333333333,0.05128205128205128,,0.09090909090909091,,0.13636363636363635,0.07142857142857142,,,,,,,,,,,,,0.4230769230769231,0.36363636363636365,0.4,1.0,0.5769230769230769,0.3333333333333333,0.3333333333333333,1.0,,,0.2,1.0,1.0,,,0.75,0.3333333333333333,1.0,0.35714285714285715,0.56688,0.64235,0.5565,,,0.1111111111111111,0.1111111111111111,,25.861538461538462,0.1569767441860465,,,,,1.0,,,0.07692307692307693,,1.0,,1.0,,,2.0,,,0.25,,,,1.0,4.0,0.09090909090909091,0.8,True,,,,,,,,,,,
1629636,1610612739,Darius Garland,Darius Garland,1629636,CLE,4921.4,82,12.0,163,162,30.0,13.0,21.0,325,1.0,1.0,1.0,1.0,1.0,1.0,7.0,11.0,1.0,3.0,,1.0,7.0,19.0,1.0,2.0,1.0,3.0,9.0,15.0,7.0,20.0,11.0,50.0,207,1.0,1.0,1.0,2.0,7.0,2.0,4.0,1.0,4.0,6.0,13.0,4.0,14.0,3.0,18.0,2.0,1.0,18.0,7.0,,,8.0,10.0,18.0,7.0,3.0,5.0,3.0,46.0,,1.0,,2.0,2.0,4.0,1.0,5.0,2.0,2.0,,4.0,2.0,2.0,5.0,,2.0,,9.0,,2.0,7.0,2.0,8.0,,12.0,,,4.0,2.0,,,,,9.0,28.0,,0.2222222222222222,0.25,0.14285714285714285,0.35,0.5,0.25,0.3684210526315789,0.6,1.0,0.5,0.5571428571428572,0.8333333333333334,0.4375,0.6097560975609756,0.875,0.5909090909090909,0.5714285714285714,,,,,,26.881720430107524,0.4444444444444444,,0.05714285714285714,0.03571428571428571,0.07692307692307693,,0.06557377049180328,0.015151515151515152,0.058823529411764705,,,0.10526315789473684,,0.05555555555555555,0.125,0.02857142857142857,1.0,1.0,,0.3142857142857143,0.6363636363636364,0.6363636363636364,0.2857142857142857,0.08571428571428572,0.3333333333333333,0.3333333333333333,,0.02857142857142857,,,,0.5428571428571428,0.3684210526315789,0.3684210526315789,0.14285714285714285,0.3333333333333333,1.0,0.6666666666666666,0.5,1.0,0.125,1.0,0.375,0.3333333333333333,0.6,0.3888888888888889,0.48513970588235295,0.4366,0.4645142857142857,0.10256410256410256,0.21052631578947367,0.14,0.26,10.040000000000001,29.309999999999995,0.18404907975460122,2.0,,,1.0,,,,,,,,1.0,1.0,,,1.0,,0.125,,,,1.0,,,,True,,,,,,,,,,,
1630596,1610612739,Evan Mobley,Evan Mobley,1630596,CLE,8009.4,133,22.0,269,268,49.0,27.0,44.0,537,13.0,18.0,3.0,4.0,1.0,1.0,4.0,9.0,,,2.0,3.0,8.0,19.0,,2.0,,1.0,17.0,27.0,10.0,22.0,10.0,74.0,317,4.0,5.0,,2.0,13.0,1.0,1.0,,1.0,6.0,8.0,26.0,8.0,21.0,9.0,2.0,,19.0,8.0,3.0,,5.0,3.0,8.0,2.0,1.0,3.0,1.0,19.0,6.0,5.0,1.0,12.0,10.0,24.0,12.0,36.0,4.0,2.0,2.0,3.0,,2.0,4.0,1.0,1.0,1.0,7.0,1.0,6.0,9.0,1.0,10.0,,12.0,,,4.0,2.0,4.0,3.0,1.0,4.0,8.0,47.0,2.0,0.7647058823529411,0.8125,0.7,0.45454545454545453,,,0.45454545454545453,0.6296296296296297,0.8,1.0,0.6530612244897959,0.5714285714285714,0.5,0.6727272727272727,0.65,0.8,0.4489795918367347,,0.1111111111111111,0.1111111111111111,0.1111111111111111,,19.558359621451103,0.42857142857142855,0.16666666666666666,0.1694915254237288,0.09090909090909091,0.24489795918367346,0.07792207792207792,0.2037037037037037,0.08333333333333333,0.1111111111111111,0.09523809523809523,,0.0967741935483871,0.25,0.3,0.15789473684210525,0.3673469387755102,0.7222222222222222,0.8125,0.8461538461538461,0.1836734693877551,0.4444444444444444,0.5,0.5,,,,,0.061224489795918366,0.6666666666666666,0.6666666666666666,1.0,0.3877551020408163,0.42105263157894735,0.42105263157894735,0.625,0.5714285714285714,0.75,0.2857142857142857,,,0.5,1.0,0.5,,0.8163265306122449,0.42105263157894735,0.5950193877551021,0.5442750000000001,0.596275,0.07547169811320754,0.12903225806451613,0.17567567567567569,0.10810810810810811,3.5111111111111106,25.463636363636365,0.1821561338289963,5.0,2.0,3.0,,4.0,0.4,0.10526315789473684,0.25,0.15789473684210525,1.0,0.6666666666666666,,,,,2.0,,,1.0,,,1.0,,,,True,,,,,,,,,,,
