EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,LongMidRangeAssists,SecondChanceTurnovers,PenaltyFg3Pct,SecondChanceAtRimAccuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,DefensiveGoaltends,OffCorner3ReboundPct,PtsPutbacks,OffAtRimReboundPct,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,Charge Fouls Drawn,StepOutOfBoundsTurnovers,on,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,10304.2,172,-24,333,332,45.0,36.0,47.0,665,12.0,20.0,4.0,1.0,1.0,9.0,25.0,11.0,25.0,1.0,5.0,1.0,2.0,2.0,10.0,22.0,1.0,1.0,2.0,32.0,70.0,11.0,27.0,22.0,119.0,369,3.0,11.0,2.0,3.0,3.0,15.0,3.0,6.0,4.0,6.0,12.0,32.0,32.0,15.0,18.0,22.0,10.0,7.0,1.0,4.0,13.0,17.0,11.0,2.0,3.0,1.0,47.0,6.0,2.0,1.0,8.0,6.0,2.0,16.0,9.0,25.0,2.0,5.0,3.0,2.0,7.0,2.0,3.0,11.0,1.0,4.0,18.0,1.0,1.0,15.0,2.0,1.0,6.0,29.0,1.0,2.0,32.0,3.0,14.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,12.0,44.0,1.0,2.0,0.5,0.5,0.45454545454545453,0.4074074074074074,0.6666666666666666,0.4074074074074074,0.45714285714285713,0.2727272727272727,0.5,0.5,0.42857142857142855,0.3,0.536036036036036,0.46875,0.46153846153846156,0.27835051546391754,0.037037037037037035,0.1,0.1,0.12,0.08,0.045454545454545456,33.41968911917098,0.3888888888888889,0.2222222222222222,0.07692307692307693,0.0625,0.02531645569620253,0.10126582278481013,0.06315789473684211,0.08,0.04597701149425287,0.02702702702702703,0.045454545454545456,0.08333333333333333,0.05714285714285714,0.058823529411764705,0.07407407407407407,0.09230769230769231,0.14285714285714285,0.044444444444444446,0.3333333333333333,0.20618556701030927,0.6,0.6666666666666666,0.75,0.25773195876288657,0.36,0.4090909090909091,0.3333333333333333,0.25773195876288657,0.44,0.4782608695652174,0.36363636363636365,0.05154639175257732,0.2,0.2,1.0,0.2268041237113402,0.45454545454545453,0.47619047619047616,0.4,0.2857142857142857,0.14285714285714285,0.5,1.0,0.07142857142857142,1.0,0.1,1.0,0.2,0.2,0.4845360824742268,0.45454545454545453,0.5114695876288661,0.5008111111111111,0.47507,0.13761467889908258,0.1728395061728395,0.03571428571428571,0.12605042016806722,0.10084033613445378,9.347142857142858,26.24074074074074,0.13513513513513514,,,,,,,,,,,,,,,,,,,,True,,,,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,10831.599999999999,181,3,351,350,52.0,55.0,49.0,701,19.0,23.0,1.0,4.0,5.0,1.0,8.0,6.0,11.0,2.0,5.0,,,1.0,10.0,30.0,3.0,4.0,5.0,26.0,42.0,12.0,35.0,20.0,108.0,402,2.0,2.0,3.0,4.0,,13.0,6.0,8.0,6.0,11.0,29.0,16.0,36.0,27.0,9.0,30.0,10.0,3.0,,18.0,16.0,34.0,14.0,2.0,10.0,5.0,84.0,4.0,1.0,,25.0,22.0,2.0,49.0,5.0,54.0,,6.0,5.0,1.0,7.0,1.0,5.0,6.0,1.0,2.0,13.0,2.0,4.0,11.0,,,3.0,18.0,,,24.0,2.0,9.0,1.0,2.0,,,,,,,29.0,51.0,2.0,2.0,0.3076923076923077,0.3076923076923077,0.75,0.34285714285714286,0.75,0.34285714285714286,0.6190476190476191,1.0,0.75,0.5714285714285714,1.0833333333333333,0.6428571428571429,0.6206896551724138,0.9285714285714286,0.7631578947368421,0.45454545454545453,,0.07142857142857142,0.043478260869565216,0.25,,,24.691358024691358,0.5384615384615384,0.25,,0.22916666666666666,0.0136986301369863,0.2976190476190476,0.04040404040404041,0.2611111111111111,0.029069767441860465,0.02857142857142857,,0.05194805194805195,0.21875,0.21621621621621623,0.25925925925925924,0.3088235294117647,0.25,,,0.2987012987012987,0.8260869565217391,0.8636363636363636,0.3157894736842105,0.1038961038961039,0.125,0.16666666666666666,,0.14285714285714285,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.06493506493506493,0.4,0.4,1.0,0.38961038961038963,0.3333333333333333,0.3333333333333333,0.7,0.16666666666666666,,,,0.6666666666666666,0.75,0.35714285714285715,0.8,0.07142857142857142,0.35714285714285715,0.7532467532467533,0.3333333333333333,0.5567694805194804,0.5178833333333334,0.5852607142857142,0.11764705882352941,0.1836734693877551,0.027777777777777776,0.12037037037037036,0.26851851851851855,7.107142857142857,25.95714285714286,0.14814814814814814,1.0,1.0,1.0,2.0,3.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.2,,,,,,,,,True,,,,
1628401,1610612738,Derrick White,Derrick White,1628401,BOS,12333.900000000001,206,-18,398,398,66.0,57.0,57.0,796,3.0,5.0,1.0,1.0,1.0,3.0,9.0,1.0,2.0,,6.0,,1.0,1.0,10.0,33.0,2.0,4.0,7.0,7.0,16.0,10.0,39.0,8.0,52.0,456,,2.0,2.0,5.0,,6.0,2.0,2.0,8.0,4.0,11.0,8.0,6.0,30.0,,33.0,10.0,,,14.0,4.0,18.0,3.0,1.0,11.0,3.0,40.0,8.0,,,4.0,5.0,,9.0,8.0,17.0,1.0,6.0,5.0,1.0,7.0,2.0,3.0,4.0,,4.0,11.0,,8.0,9.0,,,,11.0,1.0,3.0,9.0,1.0,3.0,,2.0,7.0,6.0,,1.0,7.0,3.0,9.0,65.0,,1.0,0.5714285714285714,0.5714285714285714,1.0,0.2564102564102564,0.4,0.2564102564102564,0.4375,,1.0,0.4,0.42857142857142855,0.35,0.4406779661016949,0.42857142857142855,0.4583333333333333,0.7090909090909091,,,,,,,15.184381778741864,0.6363636363636364,,,0.045871559633027525,,0.04395604395604396,0.06896551724137931,0.045,0.03980099502487562,,,0.06521739130434782,,0.07142857142857142,0.06666666666666667,0.05333333333333334,,0.02702702702702703,0.42857142857142855,0.09090909090909091,0.6,0.6,1.0,0.16363636363636364,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.03636363636363636,0.5,0.5,,0.10909090909090909,,,,0.6,0.30303030303030304,0.30303030303030304,1.0,0.14285714285714285,0.14285714285714285,,,0.5714285714285714,0.5,0.1,1.0,0.1,0.7,0.8,0.30303030303030304,0.5193836363636363,0.4959,0.48938000000000004,0.05263157894736842,0.16666666666666666,,0.11538461538461539,0.21153846153846154,6.54375,26.205128205128204,0.1658291457286432,,,1.0,1.0,,2.0,0.125,,1.0,,0.14285714285714285,1.0,0.08333333333333333,,,,,,,True,,,,
1629674,1610612738,Neemias Queta,Neemias Queta,1629674,BOS,5942.6,99,-16,189,193,5.0,9.0,30.0,382,9.0,12.0,4.0,,,6.0,9.0,,,,,,,,,,,,,15.0,21.0,,,6.0,36.0,213,4.0,5.0,,,2.0,10.0,,,,,,26.0,4.0,,,,,1.0,,1.0,1.0,2.0,,1.0,1.0,,5.0,3.0,5.0,,17.0,15.0,,32.0,8.0,40.0,2.0,,,,1.0,,,3.0,,1.0,4.0,,14.0,21.0,,,3.0,11.0,2.0,,10.0,2.0,6.0,,,3.0,2.0,,1.0,3.0,1.0,,5.0,2.0,,0.8666666666666667,1.0,,,,,0.7142857142857143,0.8,,0.7142857142857143,0.8,,0.72,0.8333333333333334,,,,0.047619047619047616,0.08333333333333333,,,,13.004484304932735,0.25,,,0.2727272727272727,0.10869565217391304,0.3090909090909091,0.05555555555555555,0.2909090909090909,0.08,0.15,,0.046511627906976744,0.2222222222222222,0.22727272727272727,0.4,0.30612244897959184,0.3333333333333333,0.4,0.3333333333333333,0.5714285714285714,0.75,0.8181818181818182,0.7777777777777778,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,0.8,,,,,,,,,,0.5714285714285714,,0.5848619047619048,0.64295,,0.24,0.24,,0.2777777777777778,,4.157142857142857,,0.026455026455026454,3.0,,,,,1.0,,0.75,,,,,0.09090909090909091,4.0,0.15384615384615385,0.3333333333333333,,,,True,,,,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,7062.6,118,8,226,226,51.0,43.0,35.0,452,8.0,9.0,2.0,,,2.0,5.0,,3.0,,3.0,,,,7.0,21.0,1.0,2.0,7.0,10.0,17.0,7.0,24.0,2.0,43.0,260,3.0,4.0,1.0,2.0,,9.0,1.0,3.0,7.0,,14.0,12.0,8.0,15.0,6.0,21.0,7.0,1.0,,7.0,7.0,14.0,7.0,,2.0,3.0,35.0,2.0,2.0,,3.0,5.0,,8.0,4.0,12.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,,1.0,,3.0,,1.0,2.0,1.0,1.0,,,,,,,,,14.0,50.0,1.0,,0.6,0.6666666666666666,0.7142857142857143,0.2916666666666667,0.5,0.2916666666666667,0.5882352941176471,0.75,0.3333333333333333,0.5,0.75,0.7,0.5121951219512195,0.75,0.7,0.5853658536585366,,0.058823529411764705,0.1111111111111111,,,,16.475095785440615,0.5,,,0.078125,0.046511627906976744,0.06666666666666667,0.029411764705882353,0.07339449541284404,0.036036036036036036,,0.14285714285714285,0.018518518518518517,0.125,0.045454545454545456,0.05555555555555555,0.07692307692307693,,,,0.21951219512195122,0.8888888888888888,1.0,0.75,0.12195121951219512,0.4,0.4,,0.07317073170731707,,,,0.07317073170731707,,,,0.5121951219512195,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.3333333333333333,,,,0.3333333333333333,0.5,,,,0.7,0.8048780487804879,0.3333333333333333,0.5277756097560975,0.5508,0.472255,0.024390243902439025,0.058823529411764705,,0.20930232558139536,0.32558139534883723,7.347058823529412,26.65416666666667,0.22566371681415928,2.0,,4.0,4.0,2.0,1.0,0.5714285714285714,1.0,1.0,,0.5714285714285714,,0.07142857142857142,2.0,,0.5,1.0,,,True,,,,
1630573,1610612738,Sam Hauser,Sam Hauser,1630573,BOS,6171.700000000001,103,-36,201,204,33.0,24.0,26.0,405,1.0,3.0,1.0,,,1.0,2.0,,2.0,2.0,7.0,,,1.0,7.0,17.0,2.0,6.0,4.0,2.0,7.0,9.0,24.0,,31.0,235,,1.0,2.0,6.0,,6.0,,,5.0,,3.0,4.0,,27.0,,17.0,7.0,3.0,,4.0,,4.0,,,2.0,1.0,8.0,5.0,1.0,,7.0,5.0,2.0,14.0,6.0,20.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,2.0,,2.0,5.0,,1.0,1.0,2.0,,,,,,,,1.0,,,1.0,1.0,,3.0,33.0,,,1.0,1.0,1.0,0.375,0.3333333333333333,0.375,0.2857142857142857,,,0.5,0.42857142857142855,0.3,0.5,0.42857142857142855,0.3,0.7741935483870968,,0.42857142857142855,0.6666666666666666,0.5,,,14.163090128755364,0.5,0.5,,0.09433962264150944,0.021739130434782608,0.14285714285714285,0.08064516129032258,0.11764705882352941,0.05555555555555555,0.041666666666666664,,0.08,0.07692307692307693,0.11538461538461539,0.07142857142857142,0.1282051282051282,0.2,0.058823529411764705,,0.0967741935483871,0.3333333333333333,1.0,1.0,0.06451612903225806,0.5,1.0,1.0,0.06451612903225806,,,,0.22580645161290322,0.2857142857142857,0.2857142857142857,1.0,0.5483870967741935,0.4117647058823529,0.4117647058823529,1.0,0.14285714285714285,,,,0.8571428571428571,0.3333333333333333,,,0.2,0.8,0.8709677419354839,0.4117647058823529,0.554258064516129,0.56445,0.5602499999999999,,,,0.1935483870967742,0.0967741935483871,7.585714285714286,25.316666666666666,0.16417910447761194,,,1.0,1.0,1.0,1.0,0.2,,1.0,,0.25,,0.08333333333333333,,,,,1.0,,True,,,,
1631248,1610612738,Baylor Scheierman,Baylor Scheierman,1631248,BOS,1421.3,24,-10,45,46,1.0,3.0,7.0,91,,,,,,,,,,,,,,,3.0,4.0,1.0,1.0,,,,3.0,4.0,,9.0,61,,,1.0,1.0,,3.0,,,,,,,,9.0,,4.0,3.0,,,,1.0,1.0,1.0,,,,3.0,1.0,1.0,,2.0,1.0,,3.0,2.0,5.0,,3.0,2.0,1.0,,1.0,,2.0,,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.75,1.0,0.75,,,,1.125,1.5,,1.125,1.5,,1.0,,,,,,,11.538461538461538,,,,0.1,0.1111111111111111,0.18181818181818182,0.1111111111111111,0.14285714285714285,0.1111111111111111,,0.25,0.1111111111111111,,,0.5,0.2,,,,,,,,,,,,,,,,,,,,1.0,0.75,0.75,1.0,,,,,1.0,1.0,,,,,1.0,0.75,0.537825,0.52425,,,,,0.3333333333333333,,,26.625,0.022222222222222223,,,,,,,,,1.0,,,,,,,,,,1.0,True,,,,
1630568,1610612738,Luka Garza,Luka Garza,1630568,BOS,1194.6999999999998,20,11,38,35,10.0,7.0,5.0,73,,1.0,,,,,,1.0,1.0,,,,,,2.0,6.0,,1.0,1.0,1.0,2.0,2.0,6.0,1.0,9.0,43,,,,1.0,,,,,1.0,,,2.0,,6.0,,6.0,2.0,1.0,,2.0,2.0,4.0,2.0,,1.0,,10.0,1.0,1.0,,1.0,,,1.0,2.0,3.0,1.0,,,,,,,,,,,,3.0,5.0,,1.0,,1.0,,,2.0,,1.0,,,,,,,,,,10.0,,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.5,,,0.5,,,0.5,,,0.75,,0.5,1.0,,,,20.454545454545453,,,,,0.16666666666666666,0.14285714285714285,0.08333333333333333,0.1111111111111111,0.1111111111111111,,0.3333333333333333,0.1111111111111111,,,,,0.5,0.25,,0.125,,,,,,,,0.125,1.0,1.0,1.0,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,,,,,1.0,0.875,0.3333333333333333,0.5105375,0.4941,0.38925,0.1111111111111111,0.3333333333333333,,,,8.5,26.583333333333332,0.2631578947368421,,,,,1.0,,,,,,,,,,,,,,,True,,,,
1641775,1610612738,Jordan Walsh,Jordan Walsh,1641775,BOS,1361.2,23,4,43,44,18.0,14.0,8.0,87,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,2.0,1.0,3.0,48,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,1.0,,,1.0,,2.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,1.0,2.0,,,,4.0,1.0,1.0,4.0,,2.0,,,1.0,,1.0,,1.0,,,18.0,,,1.0,1.0,,,,,1.0,,,0.3333333333333333,,,0.3,,,0.6666666666666666,,,,,,,9.615384615384615,,,,,,0.125,,0.05263157894736842,,,,,,,,0.14285714285714285,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,,,1.0,,0.46281666666666665,,,0.4,0.6666666666666666,,,,3.5,24.35,0.4186046511627907,,,,,,,,,,,,,,,,,,,,True,,,,
202696,1610612738,Nikola Vučević,Nikola Vučević,202696,BOS,5045.700000000001,84,-12,166,162,49.0,37.0,21.0,328,1.0,2.0,2.0,,1.0,3.0,6.0,1.0,2.0,1.0,5.0,,1.0,,5.0,14.0,,,3.0,5.0,10.0,6.0,19.0,,28.0,193,2.0,3.0,,1.0,,4.0,2.0,4.0,3.0,,4.0,6.0,4.0,18.0,,14.0,5.0,2.0,,3.0,5.0,8.0,5.0,,2.0,,21.0,2.0,3.0,,5.0,7.0,1.0,13.0,5.0,18.0,2.0,1.0,1.0,,3.0,,1.0,4.0,,2.0,7.0,2.0,7.0,12.0,,1.0,4.0,5.0,1.0,,,,,,,1.0,1.0,,,1.0,,4.0,49.0,,,0.6,1.0,1.0,0.3157894736842105,,0.3157894736842105,0.5,0.6666666666666666,0.5,0.4827586206896552,0.5,0.2857142857142857,0.4827586206896552,0.5,0.2857142857142857,0.6551724137931034,,0.2,0.5,0.16666666666666666,,,19.148936170212767,0.42857142857142855,0.125,,0.14285714285714285,0.09090909090909091,0.19230769230769232,0.04081632653061224,0.16,0.06097560975609756,0.1111111111111111,0.125,0.05128205128205128,0.05555555555555555,0.15789473684210525,0.25,0.16666666666666666,0.25,0.125,,0.06896551724137931,0.5,1.0,,0.20689655172413793,0.5,0.6,0.6666666666666666,0.06896551724137931,0.5,0.5,1.0,0.1724137931034483,0.2,0.2,1.0,0.4827586206896552,0.35714285714285715,0.35714285714285715,1.0,0.5,0.25,,,,,0.14285714285714285,,,0.42857142857142855,0.7241379310344828,0.35714285714285715,0.516503448275862,0.60565,0.5121428571428571,,,,0.14285714285714285,0.14285714285714285,7.289999999999999,26.04736842105263,0.29518072289156627,1.0,,,,1.0,,,0.5,,,,,,4.0,,,,,,True,,,,
