EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,ShootingFouls,Fouls,SecondChanceFg2Pct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,Steals,BadPassSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,on,PtsUnassisted3s,Fg2aBlocked,Fg3aBlocked,ShortMidRangeAssists,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,DefFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,ShortMidRangeFGM,SecondChanceFtPoints,Offensive Fouls,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,SelfOReb,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,ShortMidRangePctBlocked,Arc3PctBlocked,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Corner3Assists,LongMidRangeAssists,FTOffRebounds,Travels,Blocked3s,BlockedArc3,BlockedShortMidRange,LongMidRangePctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Charge Fouls Drawn,Technical Free Throw Trips,Defensive 3 Seconds Violations
1626204,1610612739,Larry Nance Jr.,Larry Nance Jr.,1626204,CLE,158.0,3,4,5,4.0,1.0,1.0,9,5,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628418,1610612739,Thomas Bryant,Thomas Bryant,1628418,CLE,769.3,13,25,29,22.0,18.0,3.0,54,30,22.0,0.88,-6.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0,3.0,4.0,2.0,6.0,1.0,13.0,1.0,1.0,3.0,3.0,4.0,2.0,6.0,1.0,13.0,6.0,6.0,5.0,2.0,3.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.6,1.5,0.6,0.65,1.5,0.65,0.6,35.71428571428571,0.2222222222222222,0.5,0.3333333333333333,0.25,0.3333333333333333,0.6,1.0,0.3,1.0,1.0,1.0,0.1,0.1,0.5,0.4,0.4,1.0,1.0,1.0,1.0,0.3,1.0,0.1,0.5,0.4,0.9,0.4,0.57867,0.57867,0.1,0.25,0.23076923076923078,1.0,4.3,24.900000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641772,1610612739,Nae'Qwan Tomlin,Nae'Qwan Tomlin,1641772,CLE,665.3,11,22,26,22.0,18.0,3.0,48,28,22.0,1.0,-4.0,2.0,4.0,2.0,4.0,,,,,,,,,,2.0,4.0,,,,4.0,,,2.0,2.0,4.0,,,,4.0,2.0,,,,,,,3.0,,,,,,,,,4.0,0.5,1.0,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,16.0,,,,,,,,1.0,0.5,0.5,0.5,,,,,,,,,,1.0,0.5,,,,1.0,,0.674725,0.674725,,,0.5,1.0,1.5,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,0.5,0.3333333333333333,0.2857142857142857,0.3,1.0,0.3333333333333333,1.0,0.5,0.6727,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641854,1610612739,Craig Porter Jr.,Craig Porter Jr.,1641854,CLE,769.3,13,25,29,22.0,18.0,3.0,54,30,22.0,0.88,-6.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.857142857142854,0.1111111111111111,,0.06666666666666667,,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,0.4662,0.4662,,,,,,24.4,,,,,,,2.0,1.0,3.0,1.0,2.0,7.0,,,,,1.0,,,,,,,,,,3.0,1.0,2.0,1.0,1.0,4.0,3.0,0.75,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642878,1610612739,Tyrese Proctor,Tyrese Proctor,1642878,CLE,769.3,13,25,29,22.0,18.0,3.0,54,30,22.0,0.88,-6.0,,,,,,,,,2.0,,,,1.0,,,,2.0,2.0,2.0,,,,,,,1.0,2.0,2.0,,,2.0,,1.0,,1.0,1.0,2.0,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,0.3333333333333333,,0.5,1.0,17.857142857142854,,0.16666666666666666,0.06666666666666667,,,0.2,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,0.51,0.55185,0.3333333333333333,1.0,,1.0,,25.5,,,,,,,1.0,1.0,2.0,1.0,1.0,5.0,,,,,1.0,,,,,,,,,,2.0,,1.0,,1.0,2.0,2.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631165,1610612739,Keon Ellis,Keon Ellis,1631165,CLE,611.3,10,21,24,18.0,17.0,2.0,45,25,18.0,0.8571428571428571,-6.0,,,,,,,,1.0,2.0,,,1.0,2.0,,,1.0,2.0,2.0,5.0,,,,,,1.0,2.0,2.0,5.0,,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,5.0,,,1.0,0.5,,0.5,0.5,,,0.75,,0.75,0.8333333333333334,,0.8333333333333334,1.0,13.043478260869565,0.16666666666666666,,0.08333333333333333,0.5,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,1.0,0.5,1.0,0.5,0.5313,0.5313,,,,1.0,,25.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642281,1610612739,Jaylon Tyson,Jaylon Tyson,1642281,CLE,104.0,2,3,3,,,,6,2,,,-2.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,33.333333333333336,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.5169,,,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626204,1610612739,Larry Nance Jr.,Larry Nance Jr.,1626204,CLE,121.0,2,4,5,,4.0,,9,4,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631165,1610612739,Keon Ellis,Keon Ellis,1631165,CLE,4749.2,79,151,158,30.0,50.0,11.0,309,184,30.0,0.1986754966887417,-25.0,,1.0,,1.0,,4.0,,4.0,8.0,,1.0,2.0,3.0,,1.0,4.0,12.0,2.0,14.0,,1.0,,,1.0,2.0,3.0,,6.0,,9.0,8.0,4.0,3.0,6.0,10.0,13.0,4.0,3.0,,1.0,1.0,1.0,1.0,1.0,6.0,,,0.75,0.3333333333333333,,0.6666666666666666,0.3333333333333333,,,0.46153846153846156,,0.75,0.5,,0.75,0.9230769230769231,12.121212121212121,0.13043478260869565,0.10344827586206896,0.12,0.2857142857142857,,0.05,1.0,0.07692307692307693,,,,,0.3076923076923077,0.6153846153846154,0.5,0.5,0.75,1.0,,,0.25,,,0.75,0.6666666666666666,1.0,0.5,0.5485461538461538,0.562975,0.14285714285714285,0.5,,0.42857142857142855,1.8,25.041666666666668,,,,,,,2.0,1.0,3.0,1.0,,7.0,2.0,1.0,3.0,3.0,9.0,,0.047619047619047616,0.05263157894736842,0.05084745762711865,0.08333333333333333,0.041666666666666664,,,0.5481,1.0,,1.0,5.0,,6.0,2.0,0.16666666666666666,6.0,5.0,,,False,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,0.08333333333333333,1.0,1.0,0.25,0.09090909090909091,0.07142857142857142,0.2222222222222222,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641772,1610612739,Nae'Qwan Tomlin,Nae'Qwan Tomlin,1641772,CLE,503.0,8,17,19,13.0,16.0,2.0,36,13,13.0,0.7647058823529411,-1.0,1.0,1.0,,,1.0,,,,,,,,,2.0,2.0,,,1.0,5.0,,,1.0,1.0,1.0,,,1.0,3.0,2.0,,,,1.0,,1.0,2.0,1.0,2.0,,1.0,,,,,3.0,0.5,0.5,,,,,,1.0,1.0,1.0,,1.0,0.8333333333333334,0.5,0.75,,20.0,,0.14285714285714285,0.125,,,0.2,,0.5,1.0,1.0,,0.5,,,,,,,,,,,,,,0.5,,0.6613,0.5263,0.3333333333333333,0.3333333333333333,0.2,0.6,2.6,,,,,,2.0,,,,,,,,,1.0,1.0,1.0,2.0,,0.2,,0.1111111111111111,0.25,,,,,,,,1.0,,1.0,,,1.0,1.0,,,False,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
