EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls Drawn,Corner3PctBlocked,PenaltyCorner3FGM,FTOffRebounds,OffFTReboundPct,PenaltyCorner3Accuracy,Charge Fouls Drawn,StepOutOfBoundsTurnovers,DefensiveGoaltends,on,BlockedLongMidRange,SecondChanceCorner3FGM,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,LongMidRangePctBlocked
1626157,1610612752,Karl-Anthony Towns,Karl-Anthony Towns,1626157,NYK,7329.1,122,79.0,234,234,27,38.0,33,468,17.0,26.0,8.0,9.0,2.0,3.0,4.0,11.0,1.0,1.0,2.0,4.0,1.0,4.0,11.0,1.0,3.0,22.0,38.0,6.0,15.0,15.0,77.0,220,8.0,10.0,1.0,17.0,2.0,3.0,1.0,4.0,1.0,8.0,18.0,26.0,18.0,12.0,11.0,4.0,3.0,1.0,15.0,4.0,19.0,3.0,1.0,12.0,2.0,1.0,42.0,1.0,7.0,16.0,18.0,2.0,36.0,8.0,44.0,2.0,7.0,2.0,5.0,4.0,4.0,3.0,10.0,1.0,1.0,1.0,14.0,1.0,2.0,3.0,14.0,1.0,1.0,3.0,20.0,5.0,17.0,2.0,2.0,8.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,8.0,27,0.4090909090909091,0.5625,1.0,0.4,0.25,0.4,0.5789473684210527,0.8,0.6666666666666666,0.5849056603773585,0.8,0.5,0.625,0.85,0.5,0.2830188679245283,0.06666666666666667,0.07894736842105263,0.038461538461538464,0.18181818181818182,0.09090909090909091,26.937269372693727,0.2857142857142857,0.25,0.29508196721311475,0.12962962962962962,0.26666666666666666,0.018867924528301886,0.2809917355371901,0.07476635514018691,0.15384615384615385,0.08333333333333333,0.25,0.02857142857142857,0.2727272727272727,0.3,0.3333333333333333,0.25,0.3125,0.09523809523809523,0.75,0.49056603773584906,0.6538461538461539,0.68,0.47058823529411764,0.20754716981132076,0.36363636363636365,0.4444444444444444,0.25,0.018867924528301886,1.0,1.0,0.07547169811320754,0.5,0.5,1.0,0.20754716981132076,0.36363636363636365,0.4,1.0,0.9,0.8888888888888888,0.125,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.7735849056603774,0.36363636363636365,0.5674622641509436,0.6105625000000001,0.6050714285714286,0.13559322033898305,0.18181818181818182,0.22077922077922077,0.1038961038961039,3.8526315789473684,25.84666666666667,0.11538461538461539,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1628384,1610612752,OG Anunoby,OG Anunoby,1628384,NYK,4686.6,78,48.0,152,154,23,35.0,17,306,6.0,9.0,1.0,1.0,,,,2.0,1.0,1.0,6.0,7.0,,3.0,6.0,,,7.0,12.0,9.0,13.0,9.0,50.0,144,1.0,1.0,5.0,7.0,,,,,3.0,3.0,10.0,4.0,24.0,,6.0,3.0,1.0,,1.0,1.0,2.0,,1.0,1.0,,,5.0,2.0,,7.0,5.0,4.0,16.0,2.0,18.0,,5.0,4.0,1.0,1.0,,1.0,,,,,1.0,,,5.0,8.0,,,,6.0,1.0,11.0,,,3.0,1.0,4.0,,,2.0,2.0,4.0,3.0,3.0,23,0.7142857142857143,0.7142857142857143,0.8888888888888888,0.6923076923076923,,0.6923076923076923,0.5833333333333334,1.0,,0.82,1.0,,0.8333333333333334,1.1666666666666667,0.75,0.52,,0.08333333333333333,0.1111111111111111,,,18.235294117647058,1.0,0.5,0.1388888888888889,,0.16666666666666666,0.07692307692307693,0.15384615384615385,0.03278688524590164,,,,0.1111111111111111,0.14285714285714285,0.16666666666666666,,0.2,0.08333333333333333,,0.75,0.36,0.6666666666666666,0.75,0.6666666666666666,0.08,,,,0.04,1.0,1.0,0.28,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.24,0.5,0.5,1.0,1.0,1.0,,,,,,,0.88,0.5,0.595684,0.503,,0.13793103448275862,0.2,0.14,0.06,4.458333333333334,24.515384615384612,0.1513157894736842,3.0,1.0,1.0,1.0,1.0,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1628404,1610612752,Josh Hart,Josh Hart,1628404,NYK,4426.3,74,52.0,140,141,7,20.0,20,281,6.0,10.0,,1.0,1.0,1.0,1.0,3.0,,,1.0,3.0,,3.0,7.0,1.0,1.0,7.0,13.0,4.0,10.0,2.0,28.0,123,1.0,2.0,1.0,9.0,1.0,1.0,1.0,1.0,,5.0,8.0,6.0,12.0,,7.0,3.0,1.0,,8.0,1.0,9.0,,1.0,6.0,1.0,1.0,19.0,2.0,1.0,7.0,11.0,,18.0,3.0,21.0,,6.0,5.0,1.0,1.0,,,2.0,1.0,1.0,,3.0,,,3.0,6.0,,1.0,1.0,8.0,3.0,6.0,2.0,,4.0,,,,,,,,,5.0,7,0.5714285714285714,0.5714285714285714,1.0,0.4,1.0,0.4,0.5384615384615384,0.5,1.0,0.5652173913043478,0.6666666666666666,1.25,0.56,0.75,1.25,0.43478260869565216,,0.07692307692307693,0.1,,,17.28395061728395,0.3333333333333333,,0.275,0.03333333333333333,0.1891891891891892,0.06060606060606061,0.23376623376623376,0.047619047619047616,0.0625,,,0.041666666666666664,0.2,0.3333333333333333,0.3,0.17857142857142858,0.2222222222222222,,,0.43478260869565216,0.6,0.6666666666666666,0.5,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,,,,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.30434782608695654,0.42857142857142855,0.42857142857142855,1.0,0.16666666666666666,,,0.5,1.0,,0.5,1.0,0.8695652173913043,0.42857142857142855,0.5960586956521738,0.521375,0.700275,0.16,0.26666666666666666,0.32142857142857145,0.17857142857142858,2.861538461538461,24.86,0.05,,,,,,,1.0,2.0,3.0,2.0,4.0,0.5,0.1111111111111111,0.16666666666666666,0.5,0.6666666666666666,1.0,,,,,,,,,,True,,,,,,,
1628969,1610612752,Mikal Bridges,Mikal Bridges,1628969,NYK,4524.0,75,39.0,138,143,15,21.0,20,281,6.0,8.0,2.0,2.0,1.0,1.0,4.0,5.0,3.0,5.0,1.0,2.0,,,1.0,,,13.0,18.0,1.0,3.0,4.0,33.0,133,2.0,2.0,,4.0,2.0,4.0,,,2.0,6.0,12.0,14.0,3.0,4.0,1.0,,,,3.0,10.0,13.0,8.0,2.0,2.0,,1.0,36.0,1.0,1.0,1.0,5.0,,6.0,2.0,8.0,1.0,2.0,2.0,,,,,,,,,,,,1.0,5.0,,1.0,,7.0,1.0,4.0,,,2.0,,1.0,,,,1.0,1.0,1.0,6.0,15,0.46153846153846156,0.5454545454545454,1.0,0.3333333333333333,,0.3333333333333333,0.7222222222222222,1.0,0.5,0.6904761904761905,0.6666666666666666,0.5,0.717391304347826,0.6666666666666666,0.6,0.14285714285714285,,,,,,14.110429447852761,,,0.12195121951219512,0.02857142857142857,0.02857142857142857,0.037037037037037035,0.07894736842105263,0.03225806451612903,,,0.2,0.05,0.08333333333333333,0.15,0.1111111111111111,0.04,,0.14285714285714285,1.0,0.38095238095238093,0.75,0.75,0.5,0.23809523809523808,0.8,0.8,0.5,0.23809523809523808,0.6,0.6,0.09523809523809523,0.5,0.5,1.0,0.047619047619047616,,,,0.6666666666666666,1.0,,0.25,1.0,,,,0.5238095238095238,,0.5802595238095238,0.6373,0.519675,0.08695652173913043,0.1,0.12121212121212122,0.18181818181818182,8.65,24.3,0.10869565217391304,,,,,0.3333333333333333,,,,1.0,,1.0,,,,0.3333333333333333,,,,,,,,,,,,True,,,,,,,
1630631,1610612752,Jose Alvarado,Jose Alvarado,1630631,NYK,10208.599999999999,170,85.0,319,326,55,68.0,55,645,9.0,18.0,,,,2.0,8.0,15.0,,,2.0,5.0,,10.0,29.0,2.0,5.0,17.0,33.0,12.0,34.0,5.0,75.0,305,1.0,2.0,,8.0,1.0,5.0,2.0,5.0,2.0,10.0,16.0,18.0,33.0,,29.0,10.0,4.0,1.0,8.0,13.0,21.0,7.0,6.0,6.0,2.0,,55.0,2.0,,16.0,7.0,,23.0,2.0,25.0,1.0,10.0,4.0,6.0,8.0,1.0,4.0,2.0,1.0,4.0,,10.0,1.0,2.0,10.0,21.0,,3.0,,9.0,3.0,6.0,1.0,,2.0,,2.0,,,,2.0,2.0,1.0,10.0,55,0.47058823529411764,0.47058823529411764,0.9166666666666666,0.35294117647058826,0.4,0.35294117647058826,0.5151515151515151,0.5,0.2,0.5223880597014925,0.8,0.4,0.5434782608695652,0.8,0.45454545454545453,0.5074626865671642,0.029411764705882353,0.12121212121212122,0.1111111111111111,0.13333333333333333,,20.73490813648294,0.8,,0.07954545454545454,,0.18823529411764706,0.0273972602739726,0.1329479768786127,0.012903225806451613,,,,0.03773584905660377,0.06451612903225806,0.07142857142857142,0.13333333333333333,0.1875,0.19047619047619047,0.030303030303030304,0.5,0.26865671641791045,0.5,0.5625,0.6666666666666666,0.22388059701492538,0.5333333333333333,0.6153846153846154,0.25,,,,0.07462686567164178,0.4,0.5,1.0,0.43283582089552236,0.3448275862068966,0.3448275862068966,0.9,,,,0.2,,,0.5,0.4,0.7761194029850746,0.3448275862068966,0.5389932835820896,0.4383333333333333,0.4532999999999999,0.043478260869565216,0.058823529411764705,0.10666666666666667,0.13333333333333333,4.433333333333333,25.36470588235294,0.1724137931034483,3.0,1.0,2.0,,,0.02857142857142857,,2.0,3.0,2.0,3.0,0.6666666666666666,,,0.6,0.6666666666666666,1.0,1.0,0.2,,,,,,,,True,,,,,,,
1628973,1610612752,Jalen Brunson,Jalen Brunson,1628973,NYK,1017.8,17,16.0,31,31,3,15.0,5,62,1.0,1.0,,,,,2.0,5.0,2.0,2.0,,,,2.0,2.0,1.0,1.0,5.0,8.0,2.0,2.0,3.0,19.0,27,,,,,,,1.0,1.0,,3.0,2.0,8.0,3.0,,2.0,2.0,,,,3.0,3.0,2.0,1.0,,,,9.0,,,,1.0,,1.0,,1.0,,,,,4.0,,,,,4.0,,4.0,1.0,1.0,,1.0,,,,2.0,,3.0,1.0,,2.0,,,,,,,,,3.0,3,0.2,0.2,0.5,1.0,1.0,1.0,0.625,,,0.8,,1.5,0.8636363636363636,,1.5,0.2,,,,,,42.85714285714286,1.0,,0.16666666666666666,,,,0.07142857142857142,,,,,,,,0.5,,,,,0.1,1.0,1.0,1.0,0.5,0.4,0.4,,0.2,1.0,1.0,,,,,0.2,1.0,1.0,0.5,,,,,,,1.0,1.0,0.3,1.0,0.43117,,0.50955,0.18181818181818182,0.2222222222222222,,0.15789473684210525,10.475,26.95,0.0967741935483871,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
203903,1610612752,Jordan Clarkson,Jordan Clarkson,203903,NYK,3949.3,66,43.0,124,127,23,25.0,26,251,6.0,11.0,3.0,4.0,3.0,3.0,3.0,10.0,1.0,2.0,1.0,1.0,,1.0,4.0,1.0,1.0,10.0,23.0,2.0,5.0,6.0,32.0,117,4.0,7.0,,8.0,3.0,6.0,1.0,1.0,3.0,12.0,12.0,8.0,3.0,2.0,4.0,1.0,,,1.0,4.0,5.0,3.0,1.0,1.0,,,14.0,2.0,4.0,1.0,1.0,1.0,3.0,6.0,9.0,3.0,3.0,,3.0,3.0,,1.0,,,2.0,,3.0,,,1.0,4.0,,,,3.0,,7.0,1.0,2.0,3.0,,,,,,,,,12.0,23,0.6,0.6666666666666666,0.5,0.4,1.0,0.4,0.43478260869565216,0.5714285714285714,0.5,0.4642857142857143,0.5714285714285714,0.6428571428571429,0.5,0.5714285714285714,0.6875,0.17857142857142858,,,,,,21.428571428571427,1.0,0.16666666666666666,0.03571428571428571,0.10810810810810811,0.03125,0.07407407407407407,0.03333333333333333,0.09375,0.0625,0.15789473684210525,,0.09090909090909091,,0.06666666666666667,,0.04,,0.1875,,0.39285714285714285,0.5454545454545454,0.5454545454545454,0.5,0.35714285714285715,0.3,0.3,0.6666666666666666,0.07142857142857142,0.5,0.5,0.03571428571428571,1.0,1.0,1.0,0.14285714285714285,0.25,0.25,,0.5714285714285714,0.75,0.3333333333333333,0.42857142857142855,1.0,,0.14285714285714285,1.0,0.5714285714285714,0.25,0.5437571428571429,0.6227,0.5259928571428572,0.1,0.12,0.25,0.375,6.160869565217391,24.919999999999998,0.18548387096774194,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1629011,1610612752,Mitchell Robinson,Mitchell Robinson,1629011,NYK,2304.5,38,19.0,69,73,11,12.0,17,142,4.0,4.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,4.0,4.0,,,2.0,10.0,61,2.0,2.0,,4.0,1.0,1.0,,,,2.0,4.0,4.0,,2.0,,,,,,,,,,,,,,2.0,6.0,2.0,3.0,1.0,6.0,8.0,14.0,,2.0,1.0,1.0,2.0,,,,,2.0,,2.0,2.0,,3.0,4.0,,,,5.0,,8.0,,,4.0,,3.0,,,1.0,2.0,3.0,3.0,2.0,11,0.5,0.6666666666666666,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.6666666666666666,1.0,,,,,,,11.363636363636363,1.0,1.0,0.21428571428571427,0.2857142857142857,0.08695652173913043,0.14285714285714285,0.13513513513513514,0.22857142857142856,0.5714285714285714,0.2222222222222222,,0.08333333333333333,0.5,0.125,0.25,0.13333333333333333,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,1.0,,,,1.0,,0.82445,0.8224,0.8471,0.5,0.5,0.4,0.2,0.75,,0.15942028985507245,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,True,,,,,,,
1629013,1610612752,Landry Shamet,Landry Shamet,1629013,NYK,5603.5,93,17.0,169,174,44,44.0,36,343,3.0,4.0,1.0,1.0,,,,2.0,,2.0,3.0,9.0,2.0,4.0,9.0,2.0,3.0,3.0,8.0,7.0,18.0,1.0,28.0,185,1.0,2.0,,8.0,,,3.0,5.0,,9.0,4.0,2.0,21.0,,9.0,4.0,1.0,1.0,3.0,3.0,6.0,1.0,2.0,1.0,2.0,,15.0,1.0,,3.0,1.0,1.0,5.0,2.0,7.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,2.0,7.0,,1.0,,3.0,,2.0,,,1.0,,1.0,,,,1.0,1.0,1.0,9.0,44,0.6666666666666666,0.6666666666666666,1.0,0.3888888888888889,0.6,0.3888888888888889,0.375,0.5,,0.5192307692307693,1.0,0.9,0.5185185185185185,1.0,0.9,0.6923076923076923,0.05555555555555555,0.125,0.25,,0.1111111111111111,13.52657004830918,1.0,0.25,0.0196078431372549,,0.06818181818181818,0.02127659574468085,0.042105263157894736,0.011235955056179775,,,,,,0.037037037037037035,,0.05555555555555555,0.125,,1.0,0.15384615384615385,0.75,1.0,0.6666666666666666,0.07692307692307693,,,,0.07692307692307693,,,0.34615384615384615,0.3333333333333333,0.3333333333333333,1.0,0.34615384615384615,0.4444444444444444,0.5,1.0,0.25,1.0,1.0,,,0.4,0.6,0.6666666666666666,0.8461538461538461,0.4444444444444444,0.5396442307692307,0.6143500000000001,0.5316,0.037037037037037035,0.1111111111111111,0.2857142857142857,0.32142857142857145,8.7,24.450000000000003,0.2603550295857988,,,2.0,,,,,2.0,2.0,2.0,2.0,1.0,0.0625,,0.5,1.0,1.0,1.0,,1.0,1.0,0.14285714285714285,0.5,,,,True,,,,,,,
1630540,1610612752,Miles McBride,Miles McBride,1630540,NYK,4533.4,76,26.0,140,143,22,28.0,23,283,,2.0,,1.0,,,3.0,5.0,,2.0,1.0,6.0,,4.0,14.0,,1.0,3.0,9.0,5.0,20.0,2.0,23.0,130,,1.0,,6.0,,,,1.0,2.0,2.0,2.0,4.0,12.0,,14.0,4.0,,2.0,5.0,3.0,8.0,2.0,1.0,4.0,1.0,,19.0,2.0,1.0,2.0,1.0,,3.0,3.0,6.0,1.0,2.0,,2.0,2.0,,1.0,,,1.0,,2.0,,,6.0,11.0,,,,4.0,,2.0,,,,1.0,,,,,,,,2.0,22,0.3333333333333333,0.3333333333333333,0.8,0.25,,0.25,0.3333333333333333,,,0.3620689655172414,1.0,,0.38333333333333336,1.0,0.5,0.6896551724137931,0.1,,,,0.14285714285714285,18.93491124260355,1.0,,0.024390243902439025,0.03225806451612903,0.05714285714285714,0.043478260869565216,0.039473684210526314,0.03896103896103896,,0.07692307692307693,,0.06060606060606061,0.06666666666666667,,,,0.18181818181818182,0.05263157894736842,,0.06896551724137931,,,,0.1724137931034483,0.6,0.6,0.3333333333333333,0.06896551724137931,,,0.20689655172413793,0.16666666666666666,0.16666666666666666,1.0,0.4827586206896552,0.2857142857142857,0.3333333333333333,0.75,0.3333333333333333,,,,,,1.0,,0.7586206896551724,0.2857142857142857,0.5260103448275861,0.50145,0.5499,,,0.2608695652173913,0.08695652173913043,9.88888888888889,25.28,0.15714285714285714,3.0,,,1.0,,,,2.0,2.0,2.0,2.0,1.0,,,0.6666666666666666,1.0,0.5,1.0,,,,,,1.0,,,True,,,,,,,
