EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChancePoints,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,SecondChanceFtPoints,PenaltyFtPoints,SelfOReb,StepOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangeAssists,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,Fg3aBlocked,Charge Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3PctAssisted,on,Charge Fouls,LongMidRangePctBlocked
1628978,1610612750,Donte DiVincenzo,Donte DiVincenzo,1628978,MIN,4356.299999999999,73,41.0,154,155,34,31,12.0,309,3.0,4.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,6.0,13.0,1.0,1.0,1.0,3.0,6.0,9.0,18.0,33.0,145,1.0,1.0,2.0,2.0,3.0,4.0,13.0,4.0,2.0,27.0,13.0,6.0,10.0,4.0,14.0,2.0,2.0,9.0,1.0,32.0,8.0,4.0,12.0,12.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,13.0,33,0.6666666666666666,0.6666666666666666,1.0,0.5,0.75,0.5,0.5,1.0,0.6875,1.0833333333333333,0.6875,1.0833333333333333,0.75,16.071428571428573,0.3333333333333333,0.10810810810810811,0.1702127659574468,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.1,0.21212121212121213,0.07142857142857142,0.16666666666666666,0.75,0.75,0.6666666666666666,0.08333333333333333,0.20833333333333334,0.6,0.6,1.0,0.5416666666666666,0.46153846153846156,0.46153846153846156,1.0,0.5,0.3333333333333333,1.0,0.5,0.6666666666666666,0.16666666666666666,1.0,0.9166666666666666,0.46153846153846156,0.5828770833333333,0.413,0.639775,0.3939393939393939,3.9666666666666663,25.72222222222222,0.22077922077922077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1629675,1610612750,Naz Reid,Naz Reid,1629675,MIN,10967.699999999999,183,-52.0,387,387,136,187,51.0,774,7.0,13.0,2.0,3.0,15.0,9.0,14.0,4.0,5.0,6.0,17.0,2.0,5.0,7.0,13.0,28.0,15.0,31.0,75.0,469,4.0,3.0,4.0,7.0,9.0,12.0,35.0,10.0,16.0,36.0,17.0,6.0,8.0,5.0,13.0,3.0,2.0,5.0,3.0,31.0,16.0,22.0,45.0,50.0,2.0,2.0,,4.0,2.0,3.0,1.0,7.0,14.0,24.0,1.0,10.0,1.0,35.0,136,0.38461538461538464,0.45454545454545453,0.8,0.4838709677419355,0.75,0.4838709677419355,0.4642857142857143,0.5714285714285714,0.6016949152542372,0.9210526315789473,0.6048387096774194,0.875,0.5254237288135594,15.436241610738255,0.5714285714285714,0.24175824175824176,0.1927710843373494,0.21839080459770116,0.25,0.15384615384615385,0.4375,0.15517241379310345,0.28,0.22033898305084745,0.5384615384615384,0.7,0.5714285714285714,0.2542372881355932,0.23728813559322035,0.6428571428571429,0.6428571428571429,0.8888888888888888,0.288135593220339,0.35294117647058826,0.35294117647058826,0.6666666666666666,0.2857142857142857,0.15789473684210525,0.6666666666666666,0.2631578947368421,0.8,0.3684210526315789,0.7142857142857143,0.7457627118644068,0.35294117647058826,0.538507627118644,0.46398,0.5214473684210527,0.4666666666666667,5.285714285714286,24.56129032258064,0.35142118863049093,1.0,1.0,6.0,1.0,1.0,4.0,3.0,1.0,9.0,9.0,4.0,4.0,2.0,2.0,1.0,7.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,8.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.3333333333333333,0.75,0.6428571428571429,0.6428571428571429,0.14285714285714285,0.23076923076923078,0.06666666666666667,0.5833333333333334,0.07692307692307693,0.015873015873015872,0.0273972602739726,0.020100502512562814,0.15384615384615385,0.0196078431372549,0.045454545454545456,1.0,0.4,0.42857142857142855,0.16666666666666666,0.14285714285714285,1.0,0.14285714285714285,1.0,0.08064516129032258,0.16129032258064516,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1630162,1610612750,Anthony Edwards,Anthony Edwards,1630162,MIN,19462.5,324,-80.0,683,681,210,242,84.0,1364,30.0,49.0,15.0,20.0,37.0,1.0,4.0,,,19.0,59.0,2.0,8.0,21.0,57.0,117.0,20.0,63.0,216.0,792,12.0,2.0,23.0,41.0,8.0,21.0,82.0,36.0,78.0,48.0,59.0,19.0,10.0,17.0,27.0,7.0,10.0,8.0,2.0,71.0,28.0,23.0,52.0,57.0,5.0,4.0,1.0,15.0,10.0,10.0,3.0,25.0,15.0,29.0,1.0,36.0,,82.0,209,0.3157894736842105,0.3333333333333333,0.8,0.31746031746031744,0.38095238095238093,0.31746031746031744,0.48717948717948717,0.5609756097560976,0.48333333333333334,0.5645161290322581,0.5321782178217822,0.5857142857142857,0.35,29.102564102564102,0.6,0.13450292397660818,0.18421052631578946,0.15789473684210525,0.15789473684210525,0.1111111111111111,0.15151515151515152,0.17592592592592593,0.20454545454545456,0.2722222222222222,0.6122448979591837,0.6976744186046512,0.36666666666666664,0.20555555555555555,0.022222222222222223,0.25,0.25,1.0,0.3277777777777778,0.3220338983050847,0.3220338983050847,0.7894736842105263,0.14285714285714285,0.3225806451612903,0.75,,,0.3387096774193548,0.38095238095238093,0.6222222222222222,0.3220338983050847,0.5336191666666666,0.5302954545454547,0.5332016129032258,0.37962962962962965,8.756410256410254,26.046031746031748,0.3074670571010249,5.0,5.0,17.0,,,42.0,8.0,2.0,25.0,12.0,6.0,10.0,1.0,4.0,,1.0,5.0,2.0,5.0,1.0,11.0,3.0,1.0,51.0,5.0,24.0,7.0,,4.0,,7.0,3.0,3.0,1.0,0.6666666666666666,0.7857142857142857,0.78125,0.08547008547008547,0.12244897959183673,0.10810810810810811,0.05,,0.018691588785046728,0.007352941176470588,0.014285714285714285,0.030303030303030304,0.009708737864077669,,0.42857142857142855,0.4594594594594595,0.5151515151515151,0.23529411764705882,0.35714285714285715,1.0,,,0.125,0.17647058823529413,0.11574074074074074,10.0,31.0,2.0,3.0,12.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,0.02531645569620253,0.00980392156862745,0.02197802197802198,0.17222222222222222,0.3225806451612903,0.3225806451612903,0.3,0.2,1.0,1.0,0.015625,,,,,,,,,,,,True,,
1630183,1610612750,Jaden McDaniels,Jaden McDaniels,1630183,MIN,14063.3,234,-47.0,490,490,121,124,59.0,980,15.0,24.0,3.0,6.0,34.0,3.0,11.0,1.0,6.0,5.0,17.0,2.0,1.0,4.0,31.0,67.0,8.0,28.0,102.0,552,7.0,4.0,5.0,12.0,2.0,10.0,18.0,34.0,28.0,18.0,17.0,5.0,15.0,4.0,19.0,3.0,1.0,10.0,4.0,42.0,9.0,10.0,20.0,34.0,3.0,2.0,1.0,6.0,4.0,2.0,1.0,8.0,17.0,33.0,,16.0,2.0,18.0,120,0.5483870967741935,0.6071428571428571,0.75,0.2857142857142857,0.2,0.2857142857142857,0.4626865671641791,0.4166666666666667,0.45263157894736844,0.36363636363636365,0.5,0.391304347826087,0.29473684210526313,19.6078431372549,0.75,0.08064516129032258,0.07692307692307693,0.07883817427385892,0.08108108108108109,0.04918032786885246,0.15384615384615385,0.08641975308641975,0.05555555555555555,0.25263157894736843,0.625,0.625,0.7333333333333333,0.35789473684210527,0.11578947368421053,0.2727272727272727,0.2727272727272727,1.0,0.17894736842105263,0.29411764705882354,0.29411764705882354,0.6,0.18181818181818182,0.2727272727272727,0.5,0.2727272727272727,0.16666666666666666,0.18181818181818182,0.25,0.5473684210526316,0.29411764705882354,0.5271926315789474,0.5108944444444444,0.5600727272727273,0.17647058823529413,7.258208955223881,24.407142857142848,0.24693877551020407,2.0,3.0,12.0,,2.0,16.0,4.0,,8.0,6.0,6.0,4.0,4.0,9.0,1.0,1.0,14.0,1.0,2.0,,2.0,2.0,,17.0,3.0,10.0,3.0,,2.0,,3.0,3.0,2.0,,0.5714285714285714,0.36363636363636365,0.36363636363636365,0.05970149253731343,,0.11764705882352941,0.08333333333333333,0.0625,0.056962025316455694,0.04081632653061224,0.05078125,,0.04054054054054054,0.041666666666666664,1.0,0.35294117647058826,0.4,0.3333333333333333,0.2727272727272727,0.6666666666666666,0.18181818181818182,,0.09803921568627451,0.13513513513513514,0.0784313725490196,4.0,9.0,,,2.0,3.0,,,,,,,,0.03636363636363636,0.09210526315789473,0.057692307692307696,0.09473684210526316,0.4444444444444444,0.4444444444444444,0.5,,,,,1.0,1.0,1.0,,,,,,,,,True,,
203497,1610612750,Rudy Gobert,Rudy Gobert,203497,MIN,12754.099999999999,213,-49.0,440,437,134,148,55.0,877,17.0,31.0,5.0,11.0,8.0,,,,,,1.0,,,,21.0,39.0,,1.0,48.0,493,18.0,,7.0,15.0,,,15.0,22.0,20.0,,1.0,,4.0,7.0,11.0,7.0,,2.0,,29.0,18.0,15.0,35.0,58.0,8.0,5.0,3.0,2.0,2.0,6.0,,8.0,4.0,19.0,4.0,18.0,1.0,15.0,134,0.5238095238095238,0.8461538461538461,,,,,0.5384615384615384,0.4666666666666667,0.525,0.4666666666666667,0.5106382978723404,0.4166666666666667,0.025,10.693069306930694,0.25,0.13274336283185842,0.17307692307692307,0.15207373271889402,0.10344827586206896,0.15,0.125,0.16216216216216217,0.2,0.775,0.5483870967741935,0.68,0.47058823529411764,0.2,,,,,0.025,,,,,0.7333333333333333,0.45454545454545453,,,,,0.8,,0.5967662499999999,0.5533416666666667,0.5697933333333333,0.3125,2.548717948717949,25.2,0.30454545454545456,8.0,16.0,4.0,,,6.0,9.0,,20.0,,16.0,7.0,7.0,15.0,1.0,2.0,23.0,,,1.0,4.0,3.0,6.0,16.0,3.0,8.0,8.0,,4.0,,8.0,5.0,2.0,,0.5,0.5,0.5263157894736842,0.1794871794871795,0.1935483870967742,0.125,0.18181818181818182,0.0625,0.1,0.08974358974358974,0.09649122807017543,0.038461538461538464,0.09375,0.07142857142857142,0.625,0.5,0.5714285714285714,0.75,0.8888888888888888,0.5,,,0.17777777777777778,0.18181818181818182,0.4166666666666667,,,,2.0,1.0,1.0,1.0,,,,2.0,4.0,1.0,0.09090909090909091,0.125,0.08333333333333333,,,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,True,,
203944,1610612750,Julius Randle,Julius Randle,203944,MIN,14287.499999999998,238,-73.0,500,498,140,131,63.0,998,20.0,34.0,5.0,9.0,31.0,2.0,6.0,,3.0,3.0,16.0,1.0,,3.0,32.0,74.0,5.0,22.0,101.0,569,15.0,2.0,8.0,16.0,,6.0,29.0,24.0,40.0,15.0,16.0,3.0,9.0,6.0,15.0,2.0,4.0,8.0,1.0,36.0,17.0,21.0,42.0,62.0,1.0,1.0,,11.0,3.0,7.0,1.0,18.0,11.0,26.0,2.0,22.0,,27.0,139,0.375,0.4444444444444444,1.0,0.22727272727272727,,0.22727272727272727,0.43243243243243246,0.5,0.4114583333333333,0.36363636363636365,0.45495495495495497,0.5,0.22916666666666666,22.591943957968475,0.6111111111111112,0.16030534351145037,0.15178571428571427,0.15637860082304528,0.13043478260869565,0.1875,0.14285714285714285,0.1728395061728395,0.0967741935483871,0.3541666666666667,0.5882352941176471,0.7142857142857143,0.45,0.3229166666666667,0.0625,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.1875,0.1875,1.0,0.058823529411764705,0.4090909090909091,0.5555555555555556,0.13636363636363635,,0.13636363636363635,,0.5833333333333334,0.1875,0.5441901041666666,0.6296433333333334,0.5377159090909092,0.2871287128712871,6.302702702702704,24.95454545454546,0.28,8.0,14.0,9.0,,1.0,22.0,8.0,,19.0,,10.0,9.0,4.0,16.0,,4.0,20.0,,8.0,3.0,7.0,1.0,1.0,31.0,1.0,13.0,,,,,,,2.0,,0.5333333333333333,0.47058823529411764,0.475,0.12162162162162163,0.17647058823529413,0.0967741935483871,0.3076923076923077,,0.10596026490066225,0.034482758620689655,0.0749063670411985,0.03571428571428571,0.03488372093023256,0.03333333333333333,,0.2903225806451613,0.32142857142857145,0.2222222222222222,0.8235294117647058,0.5714285714285714,0.058823529411764705,,0.12037037037037036,0.1511627906976744,0.18811881188118812,3.0,9.0,,3.0,13.0,5.0,,1.0,,,3.0,,2.0,0.17857142857142858,0.07462686567164178,0.10204081632653061,0.09375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.125,,,,,,,,,,,,,,,True,,
1630245,1610612750,Ayo Dosunmu,Ayo Dosunmu,1630245,MIN,9712.199999999999,162,-70.0,335,334,106,104,44.0,669,15.0,22.0,2.0,3.0,19.0,5.0,9.0,,1.0,4.0,13.0,2.0,2.0,4.0,19.0,41.0,9.0,22.0,73.0,420,2.0,2.0,3.0,7.0,2.0,5.0,16.0,26.0,12.0,24.0,13.0,4.0,15.0,8.0,23.0,4.0,4.0,8.0,5.0,54.0,7.0,13.0,21.0,25.0,5.0,3.0,2.0,5.0,2.0,4.0,1.0,9.0,6.0,16.0,,7.0,,16.0,105,0.6842105263157895,0.6842105263157895,0.8888888888888888,0.4090909090909091,0.4,0.4090909090909091,0.4634146341463415,0.42857142857142855,0.5158730158730159,0.5,0.5447761194029851,0.5714285714285714,0.3492063492063492,19.94750656167979,0.5555555555555556,0.14606741573033707,0.10144927536231885,0.12658227848101267,0.07142857142857142,0.20930232558139536,0.1111111111111111,0.12244897959183673,0.05,0.3492063492063492,0.6818181818181818,0.7142857142857143,0.8,0.30158730158730157,0.14285714285714285,0.5555555555555556,0.5555555555555556,1.0,0.20634920634920634,0.3076923076923077,0.3076923076923077,0.75,0.5,0.25,0.6666666666666666,0.08333333333333333,,0.3333333333333333,0.5,0.6984126984126984,0.3076923076923077,0.5626341269841271,0.6127875,0.5212249999999999,0.2191780821917808,4.692682926829267,25.40909090909091,0.3164179104477612,1.0,2.0,4.0,,,8.0,1.0,,2.0,3.0,,3.0,1.0,3.0,,1.0,4.0,1.0,3.0,1.0,4.0,1.0,,9.0,1.0,4.0,3.0,,,,3.0,3.0,3.0,,0.5,0.25,0.25,0.07317073170731707,0.045454545454545456,0.10526315789473684,0.09090909090909091,,0.030612244897959183,0.013888888888888888,0.023529411764705882,0.06666666666666667,0.018867924528301886,,1.0,0.21052631578947367,0.23529411764705882,0.25,0.5,0.5,,,0.06060606060606061,0.09090909090909091,0.0273972602739726,,,,,4.0,,1.0,,,,1.0,3.0,1.0,0.06451612903225806,,,,,,,1.0,,,,2.0,,,,,,,,,,,True,,
1630545,1610612750,Terrence Shannon Jr.,Terrence Shannon Jr.,1630545,MIN,5668.5,94,-18.0,206,202,82,105,28.0,408,10.0,17.0,1.0,4.0,9.0,2.0,7.0,,1.0,1.0,4.0,2.0,,,12.0,26.0,3.0,11.0,46.0,251,,2.0,1.0,9.0,,1.0,9.0,12.0,12.0,9.0,4.0,1.0,4.0,3.0,7.0,,3.0,4.0,,17.0,3.0,5.0,8.0,11.0,2.0,1.0,1.0,3.0,2.0,1.0,,4.0,10.0,15.0,,19.0,5.0,9.0,82,0.5,0.5,1.0,0.2727272727272727,,0.2727272727272727,0.46153846153846156,0.1111111111111111,0.44594594594594594,0.1,0.5348837209302325,0.32142857142857145,0.2972972972972973,19.583333333333336,0.75,0.09615384615384616,0.08823529411764706,0.09302325581395349,0.08695652173913043,0.09090909090909091,0.14285714285714285,0.043478260869565216,0.18181818181818182,0.4594594594594595,0.5882352941176471,0.6666666666666666,0.5,0.24324324324324326,0.1891891891891892,0.2857142857142857,0.3333333333333333,1.0,0.10810810810810811,0.25,0.25,1.0,1.0,0.4,0.25,0.1,,,,0.7567567567567568,0.25,0.6101094594594595,0.533625,0.53732,0.1956521739130435,3.503846153846154,23.91818181818182,0.39805825242718446,,,2.0,,,13.0,,,3.0,,,4.0,,3.0,,,3.0,1.0,1.0,,2.0,,3.0,14.0,2.0,4.0,,,,,,,2.0,,,,0.375,0.15384615384615385,0.11764705882352941,0.2222222222222222,,,0.041666666666666664,,0.02857142857142857,,,,,0.2222222222222222,0.2857142857142857,0.5,,,,,0.10256410256410256,0.14285714285714285,0.06521739130434782,,,,3.0,7.0,,,,,,4.0,,4.0,0.03125,0.058823529411764705,,,,,,,,,,,,,,,1.0,3.0,0.09090909090909091,0.14285714285714285,,,True,,
1630538,1610612750,Bones Hyland,Bones Hyland,1630538,MIN,1897.4,32,-27.0,68,67,34,44,10.0,135,,2.0,,1.0,1.0,1.0,1.0,,,,4.0,2.0,,1.0,1.0,5.0,1.0,5.0,5.0,87,,2.0,,3.0,,1.0,,,2.0,3.0,4.0,,4.0,3.0,7.0,2.0,1.0,4.0,,17.0,1.0,2.0,3.0,3.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,,34,,,1.0,0.2,,0.2,0.2,,0.25,,0.25,,0.5,14.814814814814813,0.5,0.125,0.0625,0.09375,,0.5,,0.07692307692307693,,0.2,,,,0.1,0.1,1.0,1.0,1.0,0.4,,,,1.0,0.25,,,,0.25,,0.7,,0.53132,0.47025,0.5280125,,9.12,27.540000000000003,0.5,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,0.2,0.5,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,1.0,,0.2,,0.25,,True,,
201144,1610612750,Mike Conley,Mike Conley,201144,MIN,3270.8,55,-10.0,118,118,35,69,11.0,236,,,,,1.0,3.0,5.0,,,,3.0,,,,1.0,1.0,3.0,8.0,13.0,139,,1.0,,,,,,,2.0,9.0,3.0,,5.0,6.0,11.0,5.0,1.0,4.0,,28.0,2.0,2.0,4.0,4.0,2.0,,2.0,3.0,1.0,,,3.0,,,,3.0,1.0,,35,,,1.0,0.375,,0.375,1.0,,0.6111111111111112,,0.65,,0.8888888888888888,10.077519379844961,1.0,0.08333333333333333,0.1,0.09090909090909091,0.1,,0.25,0.13333333333333333,,,,,,0.1111111111111111,0.5555555555555556,0.6,0.6,1.0,0.3333333333333333,,,,,,,,,,,0.8888888888888888,,0.55055,0.5748,,,6.0,23.949999999999996,0.2966101694915254,,,1.0,1.0,1.0,2.0,,1.0,5.0,,,,,,,,,,2.0,,,,1.0,2.0,,1.0,,,,,,,,1.0,,1.5,1.25,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,0.1,0.5,0.38461538461538464,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,True,,
