EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Fg3aBlocked,Travels,Offensive Fouls,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3PctAssisted,DefensiveGoaltends,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedCorner3,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,FTOffRebounds,Corner3PctBlocked,OffFTReboundPct,BlockedLongMidRange,OffensiveGoaltends,on,Defensive 3 Seconds Violations
1628368,1610612759,De'Aaron Fox,De'Aaron Fox,1628368,SAS,42246.8,704.0,119,1419.0,1414,542.0,435.0,170.0,2833,36.0,64.0,1.0,3.0,18.0,29.0,49.0,111.0,10.0,25.0,8.0,32.0,2.0,3.0,9.0,22.0,70.0,2.0,8.0,9.0,24.0,95.0,200.0,30.0,102.0,47.0,327.0,1518,3.0,13.0,4.0,11.0,1.0,19.0,42.0,88.0,9.0,33.0,22.0,133.0,46.0,144.0,54.0,36.0,4.0,70.0,22.0,21.0,69.0,56.0,125.0,42.0,14.0,54.0,11.0,4.0,306.0,4.0,8.0,26.0,40.0,1.0,67.0,12.0,79.0,3.0,27.0,9.0,18.0,28.0,9.0,15.0,15.0,3.0,13.0,1.0,43.0,1.0,17.0,20.0,54.0,1.0,5.0,55.0,4.0,5.0,62.0,7.0,27.0,1.0,6.0,8.0,1.0,1.0,6.0,2.0,9.0,4.0,133.0,539.0,6.0,6.0,0.24210526315789474,0.24731182795698925,0.6,0.29411764705882354,0.36363636363636365,0.2727272727272727,0.29411764705882354,0.475,0.23076923076923078,0.4772727272727273,0.46357615894039733,0.375,0.45867768595041325,0.4969604863221885,0.3958333333333333,0.4925925925925926,0.33774834437086093,0.105,0.15625,0.0990990990990991,22.991347342398022,0.6511627906976745,0.03125,0.09302325581395349,0.02247191011235955,0.08333333333333333,0.012084592145015106,0.0889487870619946,0.017467248908296942,0.0364963503649635,0.012578616352201259,0.016666666666666666,0.013333333333333334,0.009433962264150943,0.10909090909090909,0.06451612903225806,0.12658227848101267,0.05092592592592592,0.15625,0.01935483870967742,0.4444444444444444,0.2119205298013245,0.5625,0.6666666666666666,0.3055555555555556,0.3675496688741722,0.44144144144144143,0.49,0.1836734693877551,0.08278145695364239,0.4,0.4,0.3,0.10596026490066225,0.25,0.25,0.875,0.23178807947019867,0.3142857142857143,0.3142857142857143,0.5,0.125,0.3333333333333333,0.125,0.6666666666666666,1.0,0.3333333333333333,0.25,0.2396694214876033,0.6206896551724138,0.0743801652892562,0.19834710743801653,0.375,0.5496688741721855,0.3142857142857143,0.5296572847682117,0.4939,0.5254475206611571,0.08668730650154799,0.12272727272727273,0.009708737864077669,0.0581039755351682,0.40672782874617736,7.367499999999999,25.265686274509793,0.38195912614517263,,,,,,,,,,,,,,,,,,,,True,
1628436,1610612759,Luke Kornet,Luke Kornet,1628436,SAS,10388.0,173.0,-15,352.0,360,168.0,128.0,48.0,712,17.0,30.0,4.0,13.0,7.0,12.0,,3.0,,,1.0,1.0,,,1.0,,,,,,,17.0,33.0,1.0,1.0,14.0,51.0,399,4.0,14.0,,,5.0,13.0,7.0,13.0,1.0,1.0,7.0,24.0,26.0,8.0,3.0,,8.0,,,4.0,7.0,4.0,11.0,3.0,1.0,1.0,5.0,1.0,26.0,9.0,17.0,4.0,23.0,4.0,31.0,26.0,57.0,2.0,5.0,5.0,,5.0,1.0,4.0,1.0,,1.0,,6.0,1.0,1.0,16.0,21.0,,3.0,16.0,5.0,,16.0,2.0,7.0,,2.0,10.0,,,6.0,4.0,10.0,5.0,24.0,168.0,2.0,2.0,0.7647058823529411,1.0,1.0,1.0,,1.0,1.0,0.5151515151515151,0.2857142857142857,0.5384615384615384,0.5441176470588235,0.2857142857142857,0.6071428571428571,0.6219512195121951,0.38235294117647056,0.7058823529411765,0.029411764705882353,0.12121212121212122,0.1,0.3333333333333333,11.352657004830919,0.8333333333333334,0.3333333333333333,0.19166666666666668,0.14655172413793102,0.06779661016949153,0.1323529411764706,0.15083798882681565,0.14130434782608695,0.24324324324324326,0.06896551724137931,0.19047619047619047,0.14893617021276595,0.09523809523809523,0.21153846153846154,0.16666666666666666,0.21428571428571427,0.06521739130434782,0.07692307692307693,0.16666666666666666,0.5,0.8823529411764706,0.5666666666666667,0.6296296296296297,0.7647058823529411,0.08823529411764706,,,,,,,,0.029411764705882353,1.0,1.0,1.0,,,,,0.9285714285714286,0.3076923076923077,,,,,,0.8571428571428571,0.5833333333333334,0.07142857142857142,,,0.9117647058823529,,0.6570382352941178,0.5707181818181818,0.6717142857142857,0.1794871794871795,0.18421052631578946,,0.2549019607843137,0.47058823529411764,1.5090909090909095,23.4,0.4772727272727273,1.0,1.0,,,,,,,,,,,,,,,,,,True,
1629162,1610612759,Jordan McLaughlin,Jordan McLaughlin,1629162,SAS,13.0,,-2,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1629640,1610612759,Keldon Johnson,Keldon Johnson,1629640,SAS,12225.0,204.0,12,413.0,409,230.0,194.0,65.0,822,13.0,31.0,2.0,5.0,8.0,16.0,5.0,13.0,,1.0,5.0,11.0,1.0,1.0,4.0,7.0,19.0,2.0,3.0,3.0,12.0,18.0,45.0,12.0,30.0,20.0,92.0,455,2.0,7.0,3.0,4.0,1.0,14.0,10.0,22.0,5.0,16.0,16.0,51.0,26.0,10.0,36.0,,4.0,19.0,7.0,6.0,5.0,4.0,9.0,2.0,2.0,4.0,1.0,,22.0,7.0,5.0,9.0,11.0,,20.0,12.0,32.0,2.0,6.0,4.0,2.0,4.0,,1.0,7.0,2.0,3.0,,11.0,1.0,5.0,11.0,26.0,2.0,2.0,16.0,1.0,,26.0,,11.0,,2.0,2.0,,,1.0,1.0,2.0,,51.0,230.0,5.0,2.0,0.7222222222222222,0.8125,1.0,0.4,0.75,0.3125,0.4,0.4,0.2857142857142857,0.45454545454545453,0.48,0.5909090909090909,0.4605263157894737,0.5227272727272727,0.5833333333333334,0.53125,0.4,0.13333333333333333,0.1935483870967742,,20.20408163265306,0.36363636363636365,,0.08870967741935484,0.04132231404958678,0.1111111111111111,0.07446808510638298,0.0975609756097561,0.05581395348837209,0.05084745762711865,0.043478260869565216,,0.08955223880597014,0.037037037037037035,0.06818181818181818,0.08064516129032258,0.16666666666666666,0.09259259259259259,0.14814814814814814,0.05263157894736842,,0.41333333333333333,0.41935483870967744,0.52,0.6153846153846154,0.17333333333333334,0.38461538461538464,0.38461538461538464,1.0,0.013333333333333334,,,,0.14666666666666667,0.45454545454545453,0.45454545454545453,1.0,0.25333333333333335,0.3684210526315789,0.3888888888888889,1.0,0.45454545454545453,0.4,0.09090909090909091,1.0,1.0,0.2727272727272727,0.6666666666666666,0.42105263157894735,0.5,0.10526315789473684,0.3157894736842105,0.25,0.8133333333333334,0.3684210526315789,0.5799906666666667,0.5559333333333333,0.5653986842105263,0.12790697674418605,0.19642857142857142,,0.15217391304347827,0.5543478260869565,3.542222222222222,24.723333333333336,0.5569007263922519,2.0,0.5,1.0,1.0,1.0,0.03333333333333333,0.05263157894736842,1.0,,,,,,,,,,,,True,
1642868,1610612759,Carter Bryant,Carter Bryant,1642868,SAS,5967.799999999999,99.0,5,194.0,208,83.0,72.0,17.0,402,5.0,7.0,,1.0,2.0,3.0,,,,1.0,4.0,11.0,,,5.0,4.0,6.0,,,1.0,1.0,5.0,8.0,8.0,17.0,2.0,36.0,235,,1.0,,,,,2.0,3.0,1.0,6.0,1.0,8.0,10.0,,24.0,,,6.0,4.0,1.0,1.0,6.0,7.0,2.0,4.0,,1.0,,20.0,1.0,4.0,5.0,5.0,1.0,11.0,5.0,16.0,,1.0,1.0,,3.0,,1.0,5.0,1.0,2.0,,8.0,1.0,4.0,8.0,27.0,1.0,4.0,3.0,1.0,,4.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,8.0,83.0,6.0,1.0,1.0,1.0,1.0,0.47058823529411764,,0.16666666666666666,0.47058823529411764,0.625,,0.6666666666666666,0.68,,0.3888888888888889,0.6666666666666666,,0.4,0.68,0.125,0.14285714285714285,,16.355140186915886,0.375,0.125,0.07575757575757576,0.10256410256410256,0.10204081632653061,0.023255813953488372,0.08695652173913043,0.06097560975609756,0.07142857142857142,0.047619047619047616,0.5,0.04,,0.06060606060606061,0.09090909090909091,0.09090909090909091,0.12121212121212122,0.0625,,0.5,0.28,0.7142857142857143,0.8333333333333334,1.0,,,,,0.04,,,,0.44,0.36363636363636365,0.36363636363636365,1.0,0.24,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,,,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.1111111111111111,1.0,0.96,0.6666666666666666,0.605264,0.4182,0.6864388888888889,0.038461538461538464,0.1111111111111111,,,0.2222222222222222,3.4,24.441176470588236,0.42783505154639173,,,,1.0,2.0,,,,1.0,,,,,,,,,,,True,
1630170,1610612759,Devin Vassell,Devin Vassell,1630170,SAS,31327.699999999997,522.0,113,1060.0,1055,391.0,318.0,128.0,2115,17.0,24.0,4.0,4.0,7.0,9.0,7.0,17.0,10.0,24.0,8.0,31.0,1.0,2.0,14.0,20.0,55.0,2.0,6.0,3.0,15.0,34.0,65.0,28.0,86.0,18.0,170.0,1107,7.0,7.0,3.0,8.0,1.0,24.0,16.0,29.0,5.0,29.0,10.0,57.0,42.0,26.0,81.0,3.0,6.0,55.0,20.0,1.0,26.0,18.0,44.0,14.0,4.0,15.0,6.0,5.0,106.0,10.0,3.0,27.0,28.0,4.0,59.0,13.0,72.0,2.0,23.0,17.0,6.0,8.0,1.0,4.0,5.0,1.0,4.0,,13.0,,7.0,14.0,31.0,,,16.0,2.0,1.0,23.0,1.0,7.0,1.0,3.0,6.0,2.0,1.0,4.0,2.0,8.0,3.0,57.0,388.0,5.0,3.0,0.6176470588235294,0.6774193548387096,0.9642857142857143,0.32558139534883723,0.375,0.1724137931034483,0.32558139534883723,0.5230769230769231,1.0,0.5517241379310345,0.5033112582781457,0.7666666666666667,0.4051724137931034,0.53125,0.8,0.4523809523809524,0.5695364238410596,0.015384615384615385,,,14.321192052980132,0.6153846153846154,0.14814814814814814,0.08536585365853659,0.010714285714285714,0.11842105263157894,0.04081632653061224,0.09892086330935251,0.024761904761904763,0.00980392156862745,0.008130081300813009,0.01818181818181818,0.05847953216374269,,0.05555555555555555,0.10948905109489052,0.09230769230769231,0.12179487179487179,0.1111111111111111,0.022988505747126436,0.375,0.15894039735099338,0.7083333333333334,0.7083333333333334,0.6470588235294118,0.11258278145695365,0.4117647058823529,0.4117647058823529,0.7142857142857143,0.15894039735099338,0.4166666666666667,0.43478260869565216,0.5,0.2052980132450331,0.25806451612903225,0.25806451612903225,1.0,0.36423841059602646,0.36363636363636365,0.36363636363636365,0.95,0.26666666666666666,1.0,0.13333333333333333,0.5,1.0,0.4,0.3333333333333333,0.15517241379310345,0.7777777777777778,0.2413793103448276,0.25862068965517243,0.2,0.7284768211920529,0.36363636363636365,0.5564798013245031,0.5482318181818182,0.5329431034482759,0.050955414012738856,0.09859154929577464,0.011627906976744186,0.1411764705882353,0.3352941176470588,9.484615384615383,24.848837209302324,0.36886792452830186,2.0,0.14285714285714285,,,3.0,,,1.0,1.0,1.0,2.0,1.0,0.041666666666666664,0.5,,,,,,True,
1630577,1610612759,Julian Champagnie,Julian Champagnie,1630577,SAS,29634.799999999996,494.0,104,996.0,985,342.0,259.0,110.0,1981,19.0,26.0,3.0,5.0,6.0,9.0,2.0,8.0,1.0,2.0,16.0,37.0,1.0,2.0,10.0,26.0,67.0,,,7.0,19.0,22.0,36.0,42.0,104.0,18.0,188.0,1055,3.0,6.0,1.0,2.0,3.0,12.0,7.0,12.0,13.0,29.0,11.0,64.0,28.0,16.0,120.0,6.0,4.0,67.0,26.0,5.0,10.0,11.0,21.0,7.0,4.0,7.0,3.0,,53.0,4.0,11.0,41.0,31.0,3.0,75.0,16.0,91.0,1.0,23.0,16.0,7.0,6.0,1.0,2.0,5.0,,4.0,,11.0,2.0,1.0,17.0,33.0,,1.0,17.0,1.0,,24.0,1.0,4.0,2.0,5.0,6.0,2.0,2.0,5.0,1.0,8.0,2.0,64.0,342.0,2.0,4.0,0.6363636363636364,0.7,0.9523809523809523,0.40384615384615385,0.5,0.4482758620689655,0.40384615384615385,0.6111111111111112,0.5,0.5833333333333334,0.6071428571428571,0.5625,0.6463414634146342,0.6233333333333333,0.6,0.6702127659574468,0.7428571428571429,0.1388888888888889,0.11538461538461539,0.25,14.273049645390072,0.5454545454545454,0.15789473684210525,0.10508474576271186,0.04680851063829787,0.18552036199095023,0.01639344262295082,0.13953488372093023,0.031315240083507306,0.06896551724137931,0.038461538461538464,0.022727272727272728,0.005988023952095809,0.03896103896103896,0.08256880733944955,0.10687022900763359,0.14545454545454545,0.16981132075471697,0.22580645161290322,0.014492753623188406,0.25,0.18571428571428572,0.7307692307692307,0.8260869565217391,0.5789473684210527,0.05714285714285714,0.25,0.3333333333333333,1.0,0.014285714285714285,0.5,0.5,1.0,0.2642857142857143,0.43243243243243246,0.4444444444444444,0.875,0.4785714285714286,0.3880597014925373,0.3880597014925373,1.0,0.625,0.6,0.25,0.5,1.0,,,0.21951219512195122,0.6666666666666666,0.24390243902439024,0.4634146341463415,0.3684210526315789,0.9285714285714286,0.3880597014925373,0.578642857142857,0.5644600000000001,0.556380487804878,0.034722222222222224,0.10256410256410256,0.009523809523809525,0.06382978723404255,0.3404255319148936,3.922222222222222,24.949999999999996,0.3433734939759036,6.0,0.6,1.0,1.0,3.0,0.009615384615384616,,,,,1.0,,,,1.0,0.02702702702702703,0.045454545454545456,,,True,
1642844,1610612759,Dylan Harper,Dylan Harper,1642844,SAS,17647.0,294.0,64,598.0,591,356.0,273.0,75.0,1189,40.0,56.0,5.0,8.0,23.0,32.0,9.0,23.0,2.0,6.0,5.0,11.0,,1.0,5.0,10.0,24.0,1.0,4.0,6.0,13.0,51.0,85.0,15.0,35.0,25.0,172.0,620,7.0,10.0,1.0,5.0,2.0,19.0,29.0,47.0,9.0,18.0,18.0,103.0,38.0,64.0,39.0,6.0,8.0,24.0,10.0,10.0,9.0,15.0,24.0,12.0,3.0,6.0,2.0,1.0,63.0,7.0,9.0,30.0,19.0,6.0,55.0,16.0,71.0,1.0,8.0,4.0,4.0,5.0,2.0,1.0,4.0,,4.0,,9.0,2.0,4.0,9.0,23.0,,1.0,19.0,1.0,,33.0,1.0,11.0,,6.0,5.0,,,1.0,3.0,5.0,1.0,101.0,353.0,4.0,4.0,0.37254901960784315,0.40425531914893614,0.8666666666666667,0.42857142857142855,0.2,0.5,0.42857142857142855,0.6,0.7,0.6170212765957447,0.6125,0.5666666666666667,0.6538461538461539,0.6323529411764706,0.59375,0.6776315789473685,0.2916666666666667,0.11764705882352941,0.125,0.13043478260869565,20.953757225433527,0.5555555555555556,0.42857142857142855,0.09947643979057591,0.055900621118012424,0.24793388429752067,0.0546875,0.15705128205128205,0.05536332179930796,0.04285714285714286,0.09090909090909091,,0.05747126436781609,0.04878048780487805,0.1,0.0875,0.12903225806451613,0.23595505617977527,0.28125,0.023809523809523808,0.2,0.4666666666666667,0.7142857142857143,0.8163265306122449,0.35,0.19166666666666668,0.391304347826087,0.45,0.4444444444444444,0.05,0.3333333333333333,0.3333333333333333,0.5,0.09166666666666666,0.45454545454545453,0.45454545454545453,1.0,0.2,0.4166666666666667,0.4166666666666667,0.8,0.5333333333333333,0.625,0.06666666666666667,,,0.26666666666666666,0.25,0.49230769230769234,0.71875,0.07692307692307693,0.2,0.46153846153846156,0.7583333333333333,0.4166666666666667,0.5916773109243698,0.5624750000000001,0.5938429687500001,0.08461538461538462,0.11578947368421053,,0.11046511627906977,0.5988372093023255,4.616470588235295,25.362857142857145,0.5953177257525084,3.0,0.6,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,True,
1642264,1610612759,Stephon Castle,Stephon Castle,1642264,SAS,25087.699999999997,418.0,35,836.0,840,207.0,174.0,89.0,1676,35.0,51.0,6.0,8.0,2.0,6.0,11.0,37.0,2.0,9.0,2.0,11.0,,,3.0,18.0,40.0,1.0,2.0,2.0,5.0,48.0,97.0,20.0,51.0,55.0,211.0,922,9.0,18.0,1.0,2.0,14.0,35.0,3.0,17.0,2.0,8.0,25.0,37.0,36.0,60.0,57.0,3.0,14.0,40.0,18.0,10.0,43.0,28.0,71.0,18.0,10.0,32.0,7.0,4.0,170.0,10.0,12.0,16.0,24.0,,40.0,22.0,62.0,2.0,12.0,5.0,7.0,18.0,3.0,11.0,15.0,3.0,7.0,1.0,33.0,2.0,4.0,16.0,53.0,2.0,11.0,62.0,4.0,5.0,69.0,5.0,33.0,,4.0,3.0,1.0,,1.0,,4.0,2.0,35.0,204.0,9.0,2.0,0.375,0.43902439024390244,0.95,0.39215686274509803,0.5,0.25,0.39215686274509803,0.4948453608247423,0.5,0.17647058823529413,0.527027027027027,0.525,0.24,0.5861111111111111,0.6730769230769231,0.45121951219512196,0.34459459459459457,0.10309278350515463,0.09803921568627451,0.13513513513513514,22.70788912579957,0.5454545454545454,,0.09795918367346938,0.06030150753768844,0.08333333333333333,0.05,0.09153318077803203,0.05513784461152882,0.045454545454545456,0.05102040816326531,0.11428571428571428,0.04316546762589928,0.06557377049180328,0.1,0.06666666666666667,0.16,0.08461538461538462,0.08064516129032258,0.028985507246376812,0.5,0.34459459459459457,0.6862745098039216,0.7608695652173914,0.37142857142857144,0.25,0.2972972972972973,0.34375,0.2727272727272727,0.060810810810810814,0.2222222222222222,0.2222222222222222,1.0,0.07432432432432433,0.18181818181818182,0.2,1.0,0.2702702702702703,0.45,0.45,0.9444444444444444,0.4,0.75,,,,0.1,0.5,0.24,0.3333333333333333,0.12,0.2,0.4,0.6891891891891891,0.45,0.555056418918919,0.5112583333333333,0.5043099999999999,0.1875,0.264,,0.16587677725118483,0.17535545023696683,5.564948453608248,25.601960784313732,0.24760765550239233,,,1.0,,5.0,0.0196078431372549,,1.0,,,,1.0,,,,0.09090909090909091,,2.0,,True,
203084,1610612759,Harrison Barnes,Harrison Barnes,203084,SAS,6063.3,101.0,26,198.0,194,47.0,42.0,33.0,392,2.0,4.0,2.0,2.0,1.0,2.0,3.0,5.0,,,,6.0,,,1.0,1.0,3.0,,,,,5.0,9.0,1.0,9.0,4.0,17.0,212,4.0,4.0,,,2.0,10.0,1.0,2.0,,1.0,1.0,3.0,4.0,6.0,3.0,,4.0,3.0,1.0,,3.0,,3.0,,,2.0,1.0,,6.0,7.0,2.0,1.0,3.0,,4.0,9.0,13.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,3.0,5.0,,1.0,7.0,1.0,,7.0,,2.0,,2.0,,,,,,,,3.0,47.0,,1.0,0.4,0.6666666666666666,1.0,0.1111111111111111,,,0.1111111111111111,0.5555555555555556,1.0,0.5,0.3611111111111111,1.0,0.3333333333333333,0.38636363636363635,1.0,0.3,0.5,,,,9.401709401709402,1.0,,0.057692307692307696,0.04081632653061224,0.02127659574468085,0.15217391304347827,0.04040404040404041,0.09473684210526316,0.10526315789473684,,,0.13043478260869565,0.17391304347826086,0.1,,0.1111111111111111,,0.0625,,,0.2222222222222222,0.5,0.5,,0.2777777777777778,0.6,0.6,0.6666666666666666,,,,,0.3333333333333333,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,,,,,,0.6666666666666666,0.5,0.3333333333333333,,,0.7222222222222222,0.3333333333333333,0.5470472222222222,,0.6965499999999999,0.1,0.18181818181818182,,0.5882352941176471,0.17647058823529413,6.322222222222222,24.12222222222222,0.23737373737373738,,,,,,,,,,,,,,,,,,,,True,
