EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,Points,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,FoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,PtsUnassisted3s,LongMidRangeAssists,LostBallSteals,SecondChanceFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangeFGM,FTOffRebounds,OffFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,LongMidRangePctBlocked,SecondChanceArc3FGM,Fg3aBlocked,Technical Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1627827,1610612745,Dorian Finney-Smith,Dorian Finney-Smith,1627827,HOU,1159.1,19,-11,35,36,11.0,10,2,71,1.0,1.0,44,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,11.0,1.0,8.108108108108109,0.09090909090909091,0.3333333333333333,0.17647058823529413,0.2,0.25,0.5,1.0,1.0,0.54195,24.6,0.3142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1628988,1610612745,Aaron Holiday,Aaron Holiday,1628988,HOU,1843.6,31,13,59,60,30.0,30,10,119,5.0,5.0,57,5.0,2.0,2.0,1.0,4.0,,,,,,3.0,2.0,2.0,,,,30.0,0.7142857142857143,14.285714285714286,,,,,,,0.7142857142857143,0.7142857142857143,0.5146714285714286,25.560000000000002,0.5084745762711864,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,0.2,0.3333333333333333,0.2,0.21428571428571427,0.375,0.21428571428571427,0.375,1.0,0.2857142857142857,0.2,0.2,1.0,1.0,0.75,0.3333333333333333,0.2,0.5409,0.525425,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1630578,1610612745,Alperen Sengun,Alperen Sengun,1630578,HOU,9418.8,157,6,307,305,87.0,82,43,612,7.0,7.0,327,7.0,10.0,16.0,7.0,38.0,9.0,15.0,27.0,44.0,8.0,13.0,4.0,15.0,1.0,4.0,,85.0,0.09722222222222222,26.38888888888889,0.18518518518518517,0.1956521739130435,0.1889763779527559,0.125,0.21052631578947367,0.125,0.09722222222222222,0.5555555555555556,0.51603125,26.957142857142856,0.28338762214983715,31.0,1.0,,1.0,4.0,65.0,1.0,93.0,,16.0,1.0,4.0,31.0,3.0,1.0,3.0,5.0,3.0,2.0,1.0,7.0,30.0,31.0,1.0,0.14285714285714285,0.25,0.14285714285714285,0.5347222222222222,0.525,0.5602409638554217,0.5961538461538461,0.38461538461538464,0.4305555555555556,0.14285714285714285,0.14285714285714285,1.0,,0.2,0.25,0.14285714285714285,0.51337,0.5274675,0.3333333333333333,5.358461538461539,25.0,33.0,6.0,8.0,7.0,8.0,12.0,1.0,37.0,16.0,7.0,13.0,6.0,20.0,9.0,10.0,30.0,44.0,8.0,5.0,6.0,4.0,2.0,6.0,11.0,3.0,17.0,5.0,6.0,6.0,3.0,1.0,1.0,2.0,3.0,26.0,5.0,12.0,4.0,6.0,3.0,3.0,6.0,4.0,1.0,2.0,4.0,0.40540540540540543,0.45454545454545453,0.5692307692307692,0.5384615384615384,0.5625,0.5384615384615384,0.5882352941176471,0.07692307692307693,0.030303030303030304,0.12903225806451613,0.21428571428571427,0.1375,0.0759493670886076,0.1069182389937107,0.20833333333333334,0.11627906976744186,0.07692307692307693,0.07142857142857142,0.08695652173913043,0.25,0.11764705882352941,0.17857142857142858,0.6666666666666666,0.4583333333333333,0.7575757575757576,0.78125,0.44,0.3870967741935484,0.4444444444444444,0.3333333333333333,0.013888888888888888,0.6153846153846154,0.75,0.3333333333333333,0.4,0.875,0.1518987341772152,0.16666666666666666,0.21505376344086022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1631106,1610612745,Tari Eason,Tari Eason,1631106,HOU,11707.900000000001,195,10,374,374,107.0,101,52,748,18.0,30.0,400,18.0,6.0,10.0,5.0,24.0,4.0,18.0,28.0,40.0,2.0,5.0,2.0,21.0,1.0,,1.0,105.0,0.46153846153846156,17.084282460136677,0.17142857142857143,0.06779661016949153,0.13414634146341464,0.2222222222222222,0.0625,0.09090909090909091,0.27692307692307694,0.8,0.5595876923076923,24.793333333333337,0.28609625668449196,12.0,4.0,1.0,,5.0,35.0,10.0,83.0,2.0,12.0,2.0,9.0,24.0,27.0,4.0,,3.0,1.0,2.0,1.0,12.0,12.0,24.0,0.9,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5538461538461539,0.47619047619047616,0.5845070422535211,0.5217391304347826,0.6,0.18461538461538463,0.2222222222222222,0.2222222222222222,1.0,0.08333333333333333,0.23809523809523808,,0.2222222222222222,0.5629000000000001,0.5552857142857143,0.2891566265060241,3.9,18.0,22.0,2.0,5.0,5.0,6.0,3.0,1.0,21.0,11.0,3.0,10.0,,9.0,7.0,4.0,26.0,16.0,6.0,3.0,4.0,4.0,,4.0,8.0,6.0,12.0,3.0,15.0,10.0,,,,2.0,,13.0,2.0,5.0,3.0,4.0,2.0,2.0,4.0,1.0,,2.0,2.0,0.6190476190476191,0.7222222222222222,0.6,0.3,0.5833333333333334,0.375,0.375,0.08571428571428572,0.045454545454545456,0.16666666666666666,0.42857142857142855,0.07920792079207921,0.044444444444444446,0.06282722513089005,0.14285714285714285,0.057692307692307696,,0.015384615384615385,0.12,0.16363636363636364,0.13043478260869565,0.0967741935483871,0.25,0.3384615384615385,0.8181818181818182,0.8571428571428571,0.6666666666666666,0.25,0.3,0.3333333333333333,0.015384615384615385,0.4166666666666667,0.4,,0.2857142857142857,0.8333333333333334,0.07352941176470588,0.13157894736842105,0.10843373493975904,6.0,12.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,5.0,0.5,0.18461538461538463,0.5,0.5,0.8333333333333334,0.08333333333333333,1.0,0.19047619047619047,0.5,,,,,,,,,,,,,,,,True,,,
1641708,1610612745,Amen Thompson,Amen Thompson,1641708,HOU,10424.0,174,29,332,333,91.0,96,45,665,1.0,5.0,343,1.0,12.0,22.0,8.0,54.0,6.0,11.0,18.0,25.0,4.0,7.0,2.0,14.0,,2.0,,89.0,0.09259259259259259,19.22077922077922,0.1134020618556701,0.11320754716981132,0.11333333333333333,0.20833333333333334,0.08888888888888889,0.25,0.018518518518518517,0.5740740740740741,0.5203342592592592,25.640000000000004,0.2740963855421687,16.0,,,,1.0,49.0,1.0,77.0,1.0,14.0,1.0,2.0,27.0,3.0,,3.0,3.0,1.0,2.0,,6.0,21.0,26.0,1.0,0.2,0.5,0.2,0.5277777777777778,0.53125,0.5746268656716418,0.6136363636363636,0.42857142857142855,0.2962962962962963,,,,,0.0625,,,0.55744,0.46498437499999995,0.35064935064935066,6.936734693877551,16.0,26.0,3.0,4.0,2.0,5.0,6.0,7.0,27.0,20.0,5.0,6.0,3.0,13.0,7.0,10.0,28.0,26.0,4.0,6.0,10.0,6.0,4.0,2.0,4.0,1.0,7.0,1.0,9.0,4.0,2.0,2.0,,2.0,1.0,29.0,3.0,14.0,2.0,4.0,2.0,2.0,4.0,1.0,,2.0,1.0,0.5185185185185185,0.56,0.5510204081632653,0.8333333333333334,0.5,0.7142857142857143,0.7222222222222222,0.12244897959183673,0.11538461538461539,0.1875,0.07692307692307693,0.05,0.024390243902439025,0.037037037037037035,0.043478260869565216,0.044444444444444446,0.08333333333333333,,0.08333333333333333,0.05660377358490566,0.15,0.05,0.25,0.48148148148148145,0.6153846153846154,0.6956521739130435,0.5,0.375,0.46153846153846156,0.6666666666666666,0.12962962962962962,0.5714285714285714,0.75,0.3333333333333333,0.3125,0.4,0.2153846153846154,0.23333333333333334,0.16883116883116883,1.0,4.0,,1.0,1.0,1.0,,,1.0,5.0,,0.07407407407407407,0.25,0.25,1.0,0.14285714285714285,,0.0625,1.0,5.0,1.0,0.07142857142857142,0.7142857142857143,0.7142857142857143,0.4,,,,,,,,,,True,,,
1631095,1610612745,Jabari Smith Jr.,Jabari Smith Jr.,1631095,HOU,9759.7,163,6,309,308,81.0,77,40,617,27.0,35.0,329,27.0,5.0,8.0,3.0,19.0,7.0,12.0,22.0,32.0,3.0,5.0,1.0,11.0,,1.0,,79.0,0.603448275862069,18.784530386740332,0.12631578947368421,0.13725490196078433,0.13013698630136986,0.045454545454545456,0.12195121951219512,0.2,0.46551724137931033,0.7586206896551724,0.5178198275862068,25.768571428571427,0.2621359223300971,9.0,9.0,1.0,1.0,6.0,23.0,11.0,64.0,3.0,3.0,1.0,7.0,10.0,33.0,9.0,2.0,2.0,2.0,,,7.0,6.0,8.0,1.0,0.3142857142857143,0.14285714285714285,0.3142857142857143,0.49137931034482757,0.35,0.5079365079365079,0.4166666666666667,0.4,0.15517241379310345,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.6,0.16666666666666666,0.3333333333333333,0.5771166666666666,0.5280400000000001,0.15625,7.708695652173914,7.0,9.0,3.0,3.0,1.0,2.0,3.0,5.0,12.0,7.0,3.0,4.0,1.0,7.0,2.0,3.0,12.0,12.0,6.0,3.0,3.0,2.0,1.0,7.0,2.0,3.0,10.0,2.0,3.0,2.0,1.0,,,1.0,,10.0,,3.0,2.0,2.0,,2.0,2.0,,,1.0,1.0,0.5,0.6666666666666666,0.5217391304347826,0.75,0.6666666666666666,0.42857142857142855,0.4375,0.13043478260869565,0.2222222222222222,,0.23076923076923078,0.023529411764705882,0.09210526315789473,0.055900621118012424,,0.045454545454545456,,0.10714285714285714,0.05,0.11764705882352941,0.22727272727272727,0.06451612903225806,,0.15517241379310345,0.7777777777777778,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.08620689655172414,0.42857142857142855,1.0,,0.2,0.5,0.04918032786885246,0.11538461538461539,0.109375,2.0,8.0,,2.0,,1.0,,,,1.0,,0.13793103448275862,0.25,0.25,1.0,0.2857142857142857,,0.1,,2.0,1.0,0.08333333333333333,0.4,0.5,0.5,0.2,,,,,,,,,True,,,
1629006,1610612745,Josh Okogie,Josh Okogie,1629006,HOU,2199.1,37,23,67,70,22.0,22,9,137,2.0,4.0,64,2.0,4.0,4.0,3.0,8.0,2.0,2.0,4.0,6.0,,,,3.0,,,,22.0,0.6666666666666666,7.692307692307692,0.10526315789473684,0.125,0.11428571428571428,,0.13333333333333333,,0.3333333333333333,1.0,0.5758666666666667,24.625,0.3283582089552239,,1.0,1.0,,1.0,2.0,3.0,13.0,1.0,1.0,,1.0,2.0,9.0,1.0,1.0,,,,,1.0,2.0,2.0,1.0,0.75,,0.75,1.0833333333333333,0.5,1.0833333333333333,0.5,,,0.5,0.5,1.0,1.0,0.5,,0.5,0.5055,0.5943,0.15384615384615385,2.45,2.0,2.0,,,1.0,1.0,,,2.0,,,,,,1.0,,2.0,2.0,,,,,,2.0,,,2.0,,3.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,0.5,0.5,1.0,,1.0,,,,,,,,0.14285714285714285,0.07142857142857142,,,,0.18181818181818182,,,0.4,,,0.3333333333333333,1.0,1.0,0.5,,,,,,,,0.5,1.0,,,,2.0,2.0,,,,,,,,1.0,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,
1642263,1610612745,Reed Sheppard,Reed Sheppard,1642263,HOU,8600.6,143,-1,276,272,64.0,50,38,548,32.0,42.0,299,32.0,11.0,21.0,7.0,52.0,1.0,3.0,4.0,5.0,2.0,8.0,,11.0,,,,62.0,0.6268656716417911,23.291925465838506,0.04,0.025,0.034782608695652174,0.058823529411764705,0.030303030303030304,,0.47761194029850745,0.7611940298507462,0.5186962686567164,26.326190476190476,0.2318840579710145,9.0,13.0,4.0,3.0,9.0,25.0,13.0,60.0,7.0,5.0,3.0,10.0,13.0,27.0,13.0,3.0,6.0,3.0,3.0,,5.0,2.0,13.0,0.6923076923076923,0.30952380952380953,0.3,0.30952380952380953,0.4253731343283582,0.43333333333333335,0.43283582089552236,0.43333333333333335,0.75,0.13432835820895522,0.40625,0.41935483870967744,0.6923076923076923,0.5714285714285714,0.6,0.3333333333333333,0.40625,0.52635,0.5242433333333333,0.21666666666666667,8.54,4.0,9.0,,,1.0,2.0,3.0,7.0,9.0,3.0,,,,6.0,2.0,,4.0,14.0,,3.0,10.0,8.0,2.0,,1.0,,1.0,1.0,8.0,5.0,2.0,,,,,4.0,1.0,1.0,,4.0,1.0,2.0,4.0,3.0,,1.0,,0.2222222222222222,0.2222222222222222,0.36,,0.4,0.42857142857142855,0.42857142857142855,0.12,0.2222222222222222,0.1111111111111111,,0.01282051282051282,,0.006578947368421052,,0.02631578947368421,,,,0.04878048780487805,,0.025,0.75,0.13432835820895522,0.4444444444444444,0.5714285714285714,0.25,0.3333333333333333,0.375,0.3333333333333333,0.1044776119402985,,,,0.13333333333333333,0.5,0.014925373134328358,0.04,0.1,,10.0,,3.0,,1.0,2.0,12.0,1.0,3.0,0.2857142857142857,0.14925373134328357,,,,0.42857142857142855,,0.06666666666666667,,2.0,,,0.2857142857142857,0.2857142857142857,,,2.0,1.0,3.0,1.0,0.023809523809523808,0.03125,0.5,1.0,True,,,
1630256,1610612745,Jae'Sean Tate,Jae'Sean Tate,1630256,HOU,1006.1,17,-6,34,36,13.0,10,9,70,,1.0,38,,,,,,,2.0,2.0,6.0,,,,4.0,,1.0,,13.0,0.2,15.909090909090908,0.18181818181818182,,0.13333333333333333,0.5,,,,1.0,0.54931,23.6,0.38235294117647056,,,,,,4.0,,5.0,,,,,1.0,,,,,,,,1.0,2.0,1.0,,,,,0.2,,0.35714285714285715,0.5,,,,,,,,,,0.62215,,0.2,1.75,1.0,4.0,,2.0,,,,,1.0,3.0,,2.0,3.0,3.0,,1.0,2.0,,,,,,,,4.0,,4.0,2.0,1.0,1.0,,,,,,4.0,,2.0,,,,,,,,1.0,,1.0,1.0,0.25,,,,0.375,,,,,0.3076923076923077,,0.2222222222222222,0.5714285714285714,,,,,0.125,,0.5,,0.8,0.25,0.25,1.0,,,,,1.0,,,,,0.2857142857142857,0.3333333333333333,0.6,,1.0,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,True,,,
201142,1610612745,Kevin Durant,Kevin Durant,201142,HOU,1503.3,25,-3,46,46,14.0,18,6,92,1.0,1.0,56,1.0,3.0,4.0,2.0,9.0,,3.0,3.0,3.0,1.0,7.0,2.0,3.0,,,,14.0,0.2,25.862068965517242,0.23076923076923078,,0.15789473684210525,1.0,,,0.2,0.2,0.43068999999999996,26.7,0.30434782608695654,2.0,,,,,4.0,,10.0,,1.0,,,4.0,,,1.0,6.0,4.0,2.0,,3.0,7.0,4.0,,,,,0.4,,0.625,0.6666666666666666,0.8571428571428571,0.4,,,,,,,,,0.3766,0.4,13.525,,,,,,,2.0,2.0,2.0,6.0,,,,,,4.0,4.0,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,6.0,,2.0,1.0,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,0.25,,,,,,,,1.0,1.0,1.0,0.4,,,,,,0.2857142857142857,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
