EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Steals,LostBallSteals,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg2aBlocked,FTDefRebounds,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefAtRimReboundPct,Arc3Assists,NonShootingPenaltyNonTakeFouls,PtsUnassisted3s,Loose Ball Fouls,on,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFtPoints,ShortMidRangeAssists,LongMidRangeAssists,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,SelfOReb,StepOutOfBoundsTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,Fg3aBlocked,Charge Fouls,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,3pt And 1 Free Throw Trips,Travels,Corner3PctBlocked,Defensive 3 Seconds Violations
1628983,1610612760,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,OKC,51.3,1,-2,1,3,1,3,4,2,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629026,1610612760,Kenrich Williams,Kenrich Williams,1629026,OKC,1319.8999999999999,22,-9,42,52,17,45,94,48,17,0.40476190476190477,6.0,5.0,6.0,3.0,3.0,3.0,3.0,1.0,1.0,8.0,1.0,1.0,4.0,5.0,7.0,1.0,8.0,2.0,15.0,3.0,3.0,1.0,2.0,8.0,3.0,3.0,1.0,4.0,9.0,2.0,8.0,3.0,6.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,4.0,2.0,6.0,5.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,0.2,0.5,1.0,0.125,0.25,0.125,0.7142857142857143,1.0,1.0,0.43333333333333335,0.75,0.6428571428571429,0.46875,0.8,0.6428571428571429,0.5333333333333333,34.69387755102041,1.0,0.2857142857142857,0.2,0.4444444444444444,0.23529411764705882,0.375,0.22727272727272727,0.3333333333333333,0.23076923076923078,0.25,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4,0.8333333333333334,0.8333333333333334,0.2,0.06666666666666667,0.5333333333333333,0.125,0.125,1.0,0.75,1.0,0.25,0.42857142857142855,1.0,0.5714285714285714,0.25,0.9333333333333333,0.125,0.5705399999999999,0.8328,0.5899214285714286,0.0625,0.125,0.5333333333333333,0.6,3.8428571428571425,26.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630598,1610612760,Aaron Wiggins,Aaron Wiggins,1630598,OKC,1319.8999999999999,22,-9,42,52,17,45,94,48,17,0.40476190476190477,6.0,1.0,1.0,,,,,,,,,,,3.0,4.0,1.0,2.0,,9.0,,,,,,,1.0,1.0,1.0,3.0,,6.0,3.0,,,,,,,,,,,,1.0,1.0,2.0,,2.0,3.0,2.0,3.0,1.0,1.0,,,,3.0,,,1.0,0.5,1.0,0.5,0.75,,,0.75,,0.75,0.75,,0.75,0.3333333333333333,18.367346938775512,1.0,0.14285714285714285,,0.1111111111111111,,0.125,,,,,0.3333333333333333,0.16666666666666666,,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,0.5,,0.4921333333333333,,0.485375,,,,0.3333333333333333,8.475,23.65,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642260,1610612760,Nikola Topić,Nikola Topić,1642260,OKC,1319.8999999999999,22,-9,42,52,17,45,94,48,17,0.40476190476190477,6.0,2.0,4.0,,,1.0,2.0,,,1.0,,,1.0,2.0,4.0,,2.0,,4.0,,,,,,1.0,2.0,,1.0,2.0,4.0,,,,1.0,,2.0,1.0,3.0,1.0,2.0,7.0,,,,1.0,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,0.5,,0.5,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,16.3265306122449,1.0,0.14285714285714285,,,,0.0625,,,,,,,,0.6666666666666666,0.5,1.0,1.0,,0.16666666666666666,,,,,,,0.6666666666666666,0.5,0.3333333333333333,,1.0,,0.6667833333333334,,0.6726833333333334,,,,0.5,1.675,25.0,,,,1.0,,,2.0,2.0,1.0,,,,,,0.16666666666666666,,,,,,2.0,1.0,0.5,0.5,1.0,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642272,1610612760,Jared McCain,Jared McCain,1642272,OKC,689.9,11,-9,21,27,6,20,48,27,6,0.2857142857142857,4.0,,,,,,,,,2.0,1.0,,1.0,,,1.0,4.0,,3.0,,,1.0,,,,,,1.0,,,,3.0,,2.0,,,1.0,1.0,,,3.0,,,,,,,,,,,,2.0,,,,,,,1.0,0.25,,0.25,,,,0.375,,,0.375,,,1.0,15.384615384615383,,,,,,,,,,,,,,,,,,,0.5,,,,,,1.0,,,1.0,,1.0,,0.5518125,,0.43185,,,,,,24.375,,,1.0,2.0,,,,,,,,,,,0.5,0.5,0.5,1.0,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629652,1610612760,Luguentz Dort,Luguentz Dort,1629652,OKC,351.5,6,-3,13,14,11,14,27,10,11,0.8461538461538461,1.0,,,,,,,,,2.0,,,2.0,,,,2.0,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.285714285714285,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,0.525975,,0.525975,,,,,,26.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630198,1610612760,Isaiah Joe,Isaiah Joe,1630198,OKC,1232.1,21,-5,39,48,14,41,87,44,14,0.358974358974359,6.0,1.0,1.0,,,,,,1.0,2.0,,,,1.0,1.0,2.0,4.0,,8.0,,,,,,,,,1.0,,2.0,,3.0,,2.0,1.0,1.0,1.0,2.0,,1.0,5.0,2.0,,,1.0,1.0,2.0,3.0,,,,2.0,3.0,,,,,1.0,1.0,0.5,0.5,,0.5,1.0,,,0.8,,,0.8,,,0.8,10.869565217391305,,0.14285714285714285,,,0.125,0.0625,0.09523809523809523,,0.16666666666666666,,,,,0.2,1.0,1.0,1.0,,0.4,0.5,0.5,1.0,,,,,,,,1.0,0.5,0.56591,,0.53535,,,,,1.8,24.425,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,0.4,0.5,0.5,,1.0,,,,,,,0.3333333333333333,1.0,1.0,3.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631119,1610612760,Jaylin Williams,Jaylin Williams,1631119,OKC,315.0,5,1,10,12,2,12,22,13,2,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.4,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627936,1610612760,Alex Caruso,Alex Caruso,1627936,OKC,18838.700000000004,314,126,626,634,216,214,1260,659,214,0.3450479233226837,78.0,14.0,24.0,,1.0,6.0,9.0,2.0,16.0,35.0,4.0,5.0,10.0,20.0,33.0,32.0,68.0,17.0,153.0,2.0,3.0,6.0,4.0,20.0,7.0,10.0,11.0,24.0,52.0,18.0,22.0,93.0,2.0,35.0,16.0,19.0,8.0,27.0,3.0,13.0,62.0,3.0,3.0,13.0,19.0,34.0,6.0,40.0,7.0,1.0,11.0,17.0,30.0,19.0,21.0,7.0,52.0,0.45,0.47368421052631576,0.96875,0.47058823529411764,0.4583333333333333,0.47058823529411764,0.6060606060606061,0.6666666666666666,0.7,0.6732673267326733,0.8888888888888888,0.6911764705882353,0.6891891891891891,0.9090909090909091,0.7027027027027027,0.6732673267326733,16.991643454038996,0.6363636363636364,0.1357142857142857,0.020689655172413793,0.087248322147651,0.01948051948051948,0.11072664359861592,0.020066889632107024,0.0425531914893617,0.018518518518518517,0.021739130434782608,0.13793103448275862,0.09433962264150944,0.06976744186046512,0.2376237623762376,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.019801980198019802,0.3465346534653465,0.45714285714285713,0.45714285714285713,0.9375,0.1111111111111111,,0.4444444444444444,0.2647058823529412,0.6666666666666666,0.29411764705882354,0.5,0.9108910891089109,0.45714285714285713,0.5753391089108912,0.5059416666666666,0.6038161764705883,0.07339449541284404,0.175,0.13071895424836602,0.33986928104575165,4.36060606060606,24.71029411764706,5.0,7.0,16.0,33.0,6.0,14.0,21.0,6.0,6.0,3.0,6.0,0.06930693069306931,0.7142857142857143,0.7142857142857143,0.32673267326732675,0.48484848484848486,0.48484848484848486,1.0,0.4117647058823529,0.42857142857142855,2.0,2.0,0.06060606060606061,0.08333333333333333,0.13333333333333333,0.08928571428571429,5.0,3.0,3.0,3.0,False,1.0,1.0,2.0,3.0,4.0,5.0,5.0,1.0,15.0,2.0,4.0,2.0,1.0,1.0,6.0,1.0,2.0,6.0,4.0,2.0,6.0,2.0,2.0,0.6666666666666666,0.015384615384615385,0.23076923076923078,0.3333333333333333,0.2,0.5,0.5,0.2222222222222222,0.5,1.0,0.75,0.6666666666666666,0.014492753623188406,,,,,,,,,,,,,,,,,,,,,,,,,
1628392,1610612760,Isaiah Hartenstein,Isaiah Hartenstein,1628392,OKC,19786.600000000002,330,67,654,654,127,106,1308,730,126,0.19418960244648317,103.0,27.0,40.0,7.0,15.0,4.0,8.0,4.0,,1.0,,,1.0,54.0,82.0,,1.0,22.0,130.0,9.0,17.0,,11.0,29.0,8.0,13.0,,1.0,25.0,90.0,18.0,,16.0,1.0,,25.0,14.0,39.0,4.0,15.0,92.0,17.0,29.0,40.0,30.0,72.0,48.0,120.0,13.0,2.0,24.0,16.0,46.0,27.0,29.0,12.0,25.0,0.8333333333333334,0.9782608695652174,,,,,0.6585365853658537,0.5294117647058824,0.6153846153846154,0.6506024096385542,0.5294117647058824,0.5714285714285714,0.6701030927835051,0.58,0.625,0.012048192771084338,15.714285714285714,0.5416666666666666,0.20270270270270271,0.17261904761904762,0.25157232704402516,0.12318840579710146,0.2280130293159609,0.1503267973856209,0.2391304347826087,0.11224489795918367,0.15,0.27419354838709675,0.2711864406779661,0.1951219512195122,0.4819277108433735,0.675,0.7941176470588235,0.7037037037037037,0.04819277108433735,0.012048192771084338,,,,0.8823529411764706,0.4666666666666667,,0.5714285714285714,0.5,0.07142857142857142,,0.4939759036144578,,0.5390650602409638,0.55615,0.5324428571428571,0.1276595744680851,0.12903225806451613,0.2230769230769231,0.19230769230769232,5.971951219512194,26.6,26.0,38.0,,,,,11.0,3.0,11.0,6.0,2.0,0.4578313253012048,0.6842105263157895,0.7027027027027027,,,,,,,8.0,2.0,0.0975609756097561,0.15,0.16666666666666666,0.15873015873015872,10.0,4.0,,13.0,False,1.0,,,,,9.0,8.0,2.0,8.0,1.0,11.0,2.0,,10.0,1.0,,3.0,10.0,7.0,3.0,10.0,6.0,3.0,,0.17333333333333334,0.13043478260869565,0.6,0.9615384615384616,0.25,0.3333333333333333,,,,,,,2.0,4.0,1.0,5.0,1.0,0.02631578947368421,0.25,0.18181818181818182,0.10638297872340426,0.19047619047619047,1.0,,,,,,,,,,,,,,
