EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassSteals,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Frequency,PenaltyCorner3Frequency,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Fg2aBlocked,Corner3Assists,FTDefRebounds,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PtsUnassisted3s,BadPassTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,on,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsPutbacks,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceArc3PctAssisted,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedCorner3,BlockedLongMidRange,LongMidRangePctBlocked,OffensiveGoaltends
1629162,1610612759,Jordan McLaughlin,Jordan McLaughlin,1629162,SAS,1103.0,18,-2,39,42,20,35,2.0,81,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3,1.0,2.0,8,41,1.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,3.0,2.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,20,0.3333333333333333,0.3333333333333333,1.0,1.0,0.75,0.5,0.8,0.6666666666666666,0.25,14.634146341463415,0.2222222222222222,0.2727272727272727,0.25,0.2,0.3333333333333333,0.3333333333333333,0.25,1.0,1.0,0.5,1.0,1.0,0.5,0.25,0.5,0.5,0.4423625,0.46772499999999995,0.2,0.25,0.5,8.933333333333332,27.1,0.5128205128205128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630322,1610612759,Lindy Waters III,Lindy Waters III,1630322,SAS,970.0,16,-3,34,36,19,29,1.0,70,1.0,1.0,1.0,2.0,,,2.0,3,1.0,,4,34,1.0,1.0,1.0,,2.0,2.0,2.0,,2.0,,2.0,,1.0,4.0,1.0,1.0,2.0,3,1.0,,,,,,,,,2.0,19,0.5,0.5,0.6666666666666666,1.0,0.5,0.5,0.5,0.5,0.25,11.428571428571429,0.125,0.1,0.1111111111111111,0.25,,0.125,0.25,1.0,1.0,0.5,0.5,0.5,,,,0.5,0.536025,0.45305,,,0.5,6.733333333333333,24.6,0.5588235294117647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.1,0.3333333333333333,0.5,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642868,1610612759,Carter Bryant,Carter Bryant,1642868,SAS,224.0,4,4,8,9,4,9,1.0,17,1.0,1.0,,,2.0,1.0,1.0,1,2.0,,5,9,,,1.0,,3.0,,2.0,2.0,1.0,,1.0,,,2.0,,1.0,1.0,1,,,,,,,,,,3.0,4,,,1.0,,0.8333333333333334,1.5,0.8333333333333334,1.5,0.6666666666666666,33.333333333333336,1.0,,0.5,1.0,,,0.3333333333333333,1.0,1.0,,,,,0.6666666666666666,1.0,1.0,0.5205333333333333,0.51855,,,0.6,3.1,24.75,0.5,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202687,1610612759,Bismack Biyombo,Bismack Biyombo,202687,SAS,1103.0,18,-2,39,42,20,35,2.0,81,,2.0,1.0,2.0,,,1.0,4,,,2,41,,1.0,,,,2.0,,,,,,,,,,,,1,,,,1.0,2.0,,,,,,20,1.0,1.0,0.25,,0.25,,0.25,,,14.634146341463415,,,,,,,0.5,,,0.5,0.5,0.5,1.0,,,0.5,0.4804,0.4099,,,,5.5,,0.5128205128205128,,,,,1.0,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203486,1610612759,Mason Plumlee,Mason Plumlee,203486,SAS,1103.0,18,-2,39,42,20,35,2.0,81,2.0,3.0,,,,,2.0,3,,,4,41,1.0,1.0,,,2.0,4.0,,,1.0,1.0,2.0,,1.0,5.0,2.0,1.0,4.0,4,,,,,1.0,,1.0,,,2.0,20,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,,9.75609756097561,0.1111111111111111,0.18181818181818182,0.15,,,0.1111111111111111,1.0,0.6666666666666666,1.0,,,,,,,1.0,0.7286333333333334,0.6261,,,0.5,1.5666666666666667,,0.5128205128205128,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,4.0,3.0,2.0,1.0,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.936,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203482,1610612759,Kelly Olynyk,Kelly Olynyk,203482,SAS,1012.0,17,-5,36,39,17,32,2.0,75,2.0,2.0,1.0,2.0,2.0,,3.0,5,3.0,4.0,16,39,2.0,3.0,1.0,2.0,9.0,4.0,2.0,2.0,1.0,,1.0,,,2.0,2.0,1.0,3.0,3,,,,1.0,4.0,2.0,4.0,5.0,2.0,9.0,17,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.75,0.875,0.8,0.9,0.375,36.8421052631579,0.1111111111111111,0.18181818181818182,0.15,,0.3333333333333333,0.1111111111111111,0.25,1.0,1.0,0.25,0.5,0.5,1.0,0.25,,0.625,0.49086875,0.5190625,0.2222222222222222,0.3333333333333333,0.5625,6.9799999999999995,25.53333333333333,0.4722222222222222,1.0,1.0,1.0,,,,,,,,,0.5,0.125,0.25,1.0,,2.0,1.0,3.0,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.5,0.5,,,0.5,,3.0,2.0,,,1.0,2.0,,,,,0.75,,,,,1.0,1.0,,,,,,,,,,,,,,,,0.5,,,,,0.25,1.0,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628368,1610612759,De'Aaron Fox,De'Aaron Fox,1628368,SAS,40040.700000000004,667,118,1352,1350,522,417,159.0,2702,36.0,63.0,47.0,107.0,66.0,23.0,93.0,193,94.0,47.0,320,1449,41.0,86.0,30.0,22.0,131.0,46.0,140.0,66.0,67.0,53.0,120.0,39.0,53.0,293.0,26.0,40.0,67.0,79,25.0,17.0,8.0,14.0,42.0,17.0,55.0,62.0,27.0,131.0,520,0.24731182795698925,0.25274725274725274,0.48186528497409326,0.47674418604651164,0.47560975609756095,0.4698275862068966,0.5095541401273885,0.5038461538461538,0.32752613240418116,23.116883116883116,0.09803921568627451,0.08873720136518772,0.09415121255349501,0.11538461538461539,0.06779661016949153,0.054187192118226604,0.21951219512195122,0.5714285714285714,0.6792452830188679,0.37282229965156793,0.4392523364485981,0.4895833333333333,0.19148936170212766,0.22996515679442509,0.19827586206896552,0.5470383275261324,0.5308973867595816,0.526009051724138,0.09090909090909091,0.1267605633802817,0.409375,7.245077720207252,25.273404255319143,0.386094674556213,28.0,7.0,10.0,8.0,12.0,3.0,8.0,0.023668639053254437,0.01848998459167951,0.013245033112582781,0.02097902097902098,0.3055555555555556,0.0975609756097561,0.0603448275862069,22.0,9.0,29.0,9.0,51.0,22.0,0.5862068965517241,0.30851063829787234,0.3,0.30851063829787234,0.3333333333333333,0.3333333333333333,0.5,0.391304347826087,0.3333333333333333,4.0,28.0,13.0,,1.0,20.0,52.0,8.0,6.0,2.0,9.0,0.6666666666666666,0.012861736334405145,0.014150943396226415,1.0,3.0,18.0,29.0,3.0,13.0,16.0,21.0,14.0,1.0,4.0,6.0,0.23076923076923078,0.3409090909090909,0.36363636363636365,0.10880829015544041,0.15873015873015872,0.03225806451612903,0.13333333333333333,0.16666666666666666,0.4444444444444444,0.13636363636363635,0.3333333333333333,,0.25,0.6206896551724138,0.4876433333333333,0.05,23.0,7.0,,36.0,15.0,,4.0,7.0,6.0,6.0,0.08013937282229965,0.25,0.25,0.8571428571428571,,False,10.0,1.0,2.0,2.0,7.0,3.0,9.0,1.0,4.0,4.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,0.3333333333333333,0.102803738317757,0.03816793893129771,0.017857142857142856,0.010101010101010102,0.43478260869565216,0.43478260869565216,0.3,0.09090909090909091,0.5,1.0,0.3181818181818182,0.2857142857142857,0.010526315789473684,,,,,,,,,,,,,,,
1628436,1610612759,Luke Kornet,Luke Kornet,1628436,SAS,17134.6,286,-32,594,609,241,184,79.0,1203,30.0,49.0,2.0,7.0,,,32.0,56,1.0,17.0,84,683,9.0,16.0,1.0,8.0,29.0,46.0,18.0,,10.0,6.0,16.0,5.0,2.0,38.0,13.0,30.0,49.0,88,14.0,3.0,1.0,4.0,11.0,3.0,24.0,22.0,9.0,29.0,241,0.71875,0.9583333333333334,0.5714285714285714,0.5625,0.5877192982456141,0.6176470588235294,0.6268656716417911,0.6904761904761905,0.017543859649122806,11.287988422575976,0.16574585635359115,0.104,0.14052287581699346,0.1728395061728395,0.15384615384615385,0.1111111111111111,0.8596491228070176,0.6122448979591837,0.6976744186046512,0.12280701754385964,0.2857142857142857,0.2857142857142857,1.0,,,0.8771929824561403,0.647722807017544,0.6672823529411763,0.140625,0.14285714285714285,0.34523809523809523,1.9732142857142858,23.4,0.4057239057239057,1.0,1.0,6.0,28.0,39.0,2.0,11.0,0.15384615384615385,0.13131313131313133,0.13095238095238096,0.1111111111111111,0.7,0.017543859649122806,0.058823529411764705,,,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,,,,11.0,7.0,1.0,,3.0,27.0,40.0,16.0,11.0,5.0,16.0,0.6363636363636364,0.09565217391304348,0.11392405063291139,9.0,22.0,9.0,15.0,10.0,24.0,27.0,6.0,1.0,6.0,9.0,2.0,0.4166666666666667,0.4166666666666667,0.46551724137931033,0.10714285714285714,0.12244897959183673,0.3157894736842105,0.18181818181818182,0.07692307692307693,0.5625,0.9166666666666666,0.4090909090909091,,0.8823529411764706,0.6,0.5515947368421052,0.32142857142857145,,1.0,1.0,,6.0,2.0,7.0,2.0,3.0,3.0,,1.0,1.0,1.0,1.0,False,,,,,,,,7.0,16.0,2.0,,,,5.0,,,,,,,0.18840579710144928,0.13793103448275862,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,
1629162,1610612759,Jordan McLaughlin,Jordan McLaughlin,1629162,SAS,1661.6000000000001,28,-1,59,62,34,18,9.0,121,1.0,2.0,,,2.0,2.0,1.0,3,4.0,,11,70,,2.0,4.0,,9.0,,2.0,2.0,4.0,3.0,7.0,2.0,2.0,17.0,1.0,,1.0,3,1.0,1.0,,,1.0,1.0,1.0,,,9.0,34,,,0.3333333333333333,,0.7857142857142857,0.75,0.7857142857142857,0.75,0.5714285714285714,11.76470588235294,,0.0625,0.037037037037037035,,,0.09090909090909091,0.2857142857142857,0.5,0.5,,,,,0.2857142857142857,0.3333333333333333,0.8571428571428571,0.5481214285714285,0.5008916666666666,,,0.8181818181818182,9.166666666666666,25.2,0.576271186440678,2.0,2.0,2.0,2.0,2.0,,,0.25,0.08333333333333333,,,,0.2857142857142857,0.3333333333333333,1.0,1.0,3.0,3.0,9.0,1.0,1.0,0.75,0.75,0.75,0.5,0.5,1.0,0.5,0.5,,1.0,,,,1.0,3.0,,,,,1.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,0.16666666666666666,,,,1.0,2.0,2.0,,1.0,,,,,,0.14285714285714285,1.0,1.0,1.0,1.0,False,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
1629640,1610612759,Keldon Johnson,Keldon Johnson,1629640,SAS,23664.500000000004,394,16,803,809,363,279,122.0,1612,35.0,76.0,10.0,25.0,29.0,17.0,45.0,102,55.0,24.0,171,891,18.0,47.0,23.0,16.0,76.0,58.0,32.0,29.0,12.0,8.0,20.0,6.0,7.0,48.0,23.0,18.0,44.0,71,15.0,8.0,2.0,16.0,24.0,12.0,28.0,41.0,19.0,76.0,363,0.6444444444444445,0.7631578947368421,0.4411764705882353,0.3829787234042553,0.4681528662420382,0.42857142857142855,0.48579545454545453,0.4691358024691358,0.3503184713375796,21.09704641350211,0.07758620689655173,0.13142857142857142,0.10073710073710074,0.0975609756097561,0.06363636363636363,0.1206896551724138,0.4840764331210191,0.4605263157894737,0.5303030303030303,0.1592356687898089,0.4,0.4166666666666667,0.9,0.18471337579617833,0.24285714285714285,0.8343949044585988,0.5983331210191082,0.5923642857142857,0.10982658959537572,0.16101694915254236,0.4444444444444444,2.8813725490196083,24.50545454545454,0.4520547945205479,26.0,6.0,4.0,14.0,27.0,12.0,7.0,0.0625,0.0661764705882353,0.0379746835443038,0.15,0.5714285714285714,0.16560509554140126,0.08571428571428572,11.0,5.0,19.0,8.0,57.0,11.0,1.0,0.34545454545454546,0.34782608695652173,0.34545454545454546,0.3793103448275862,0.39285714285714285,1.0,0.29411764705882354,0.3793103448275862,13.0,8.0,6.0,2.0,4.0,21.0,50.0,3.0,2.0,1.0,3.0,0.3333333333333333,0.07065217391304347,0.06349206349206349,7.0,16.0,15.0,38.0,8.0,19.0,26.0,11.0,2.0,3.0,1.0,8.0,0.42105263157894735,0.5208333333333334,0.52,0.10784313725490197,0.13157894736842105,0.14285714285714285,0.075,0.15254237288135594,0.3333333333333333,0.6666666666666666,0.4375,,0.5428571428571428,0.39473684210526316,0.5768599999999999,0.15204678362573099,1.0,8.0,3.0,,2.0,4.0,3.0,3.0,3.0,3.0,0.006369426751592357,0.3076923076923077,0.32,1.0,0.5,False,,1.0,1.0,2.0,4.0,3.0,5.0,1.0,14.0,1.0,3.0,1.0,2.0,7.0,,,,,0.6,0.04,0.09401709401709402,,0.08620689655172414,,,,0.041666666666666664,1.0,1.0,0.16666666666666666,0.5,,2.0,1.0,0.03636363636363636,0.038461538461538464,0.034482758620689655,1.0,,,,,,,,,
