EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Usage,SecondChanceOffPoss,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,FG3APct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,Arc3FGM,PenaltyArc3FGM,FG3M,Points,PenaltyFG3M,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,ThreePtAssists,Arc3Assists,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,Avg2ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChancePoints,DefTwoPtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,FtPoints,PenaltyFtPoints,AtRimAssists,OffTwoPtRebounds,OffRebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,on,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,Offensive Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceFtPoints,Charge Fouls,DefensiveGoaltends,Defensive 3 Seconds Violations,OffAtRimReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,LongMidRangeAssists,SelfOReb,Travels,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,BlockedLongMidRange,BlockedArc3,Arc3PctBlocked,OffensiveGoaltends,3pt And 1 Free Throw Trips
1627747,1610612765,Caris LeVert,Caris LeVert,1627747,DET,38.7,1.0,-1,1.0,1,1.0,1,2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630194,1610612765,Paul Reed,Paul Reed,1630194,DET,63.0,1.0,-1,2.0,1,2.0,1,3,1.0,2.0,1.0,1.0,1.0,1.0,1.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631204,1610612765,Marcus Sasser,Marcus Sasser,1631204,DET,450.0,8.0,5,15.0,16,15.0,16,31,10.0,15.0,1.0,,,,,11.76470588235294,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.476475,0.476475,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641842,1610612765,Ronald Holland II,Ronald Holland II,1641842,DET,450.0,8.0,5,15.0,16,15.0,16,31,10.0,15.0,1.0,,,,,11.76470588235294,1.0,2.0,2.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,0.48525,0.48525,27.3,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.25,0.6666666666666666,0.5,0.5,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642404,1610612765,Chaz Lanier,Chaz Lanier,1642404,DET,450.0,8.0,5,15.0,16,15.0,16,31,10.0,15.0,1.0,,,,,17.64705882352941,1.0,,,1.0,1.0,,,1.0,,3.0,0.3333333333333333,,,0.3333333333333333,0.41905,0.41905,23.4,,,,2.0,,2.0,,,,,,,,2.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.398,14.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629750,1610612765,Javonte Green,Javonte Green,1629750,DET,63.0,1.0,2,1.0,2,1.0,2,3,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642449,1610612765,Tolu Smith,Tolu Smith,1642449,DET,411.3,7.0,6,14.0,15,14.0,15,29,9.0,14.0,1.0,,,1.0,1.0,18.75,1.0,,,,,,,,,,,,,1.0,0.5058,0.5058,,,,,4.0,,4.0,,,1.0,2.0,2.0,,,4.0,,,,,1.0,1.0,1.0,1.0,0.25,0.2857142857142857,0.3333333333333333,,,,,,1.0,,,,,,2.0,2.0,1.0,2.0,2.0,4.0,,,1.0,1.0,1.0,1.0,,,,,,,,0.5073,3.5,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642450,1610612765,Daniss Jenkins,Daniss Jenkins,1642450,DET,324.0,5.0,4,12.0,13,12.0,13,25,9.0,12.0,1.0,,,,,35.71428571428571,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,1.0,1.0,1.0,1.0,0.478125,0.478125,26.75,,,,6.0,,6.0,,,1.0,1.0,2.0,,,6.0,,,,,,,0.6,0.6,0.25,0.14285714285714285,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,2.0,1.0,1.0,3.0,6.0,1.0,2.0,1.0,1.0,0.14285714285714285,1.0,1.0,0.3333333333333333,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627747,1610612765,Caris LeVert,Caris LeVert,1627747,DET,12905.3,215.0,16,424.0,422,159.0,204,846,477.0,159.0,0.375,4.0,,8.0,3.0,15.4,69.0,20.0,6.0,27.0,8.0,20.0,5.0,16.0,3.0,43.0,0.4153846153846154,0.3076923076923077,0.25,0.676923076923077,0.5339530769230768,0.53136875,25.64444444444444,8.0,1.0,10.0,77.0,2.0,18.0,24.0,8.0,9.0,23.0,29.0,10.0,20.0,18.0,0.8,0.37037037037037035,0.25,0.37037037037037035,0.5230769230769231,0.3333333333333333,0.5579710144927537,0.36,0.09090909090909091,0.10714285714285714,0.09090909090909091,0.4,0.4,0.75,0.16666666666666666,0.4,0.23376623376623376,8.0,16.0,5.0,7.0,2.0,19.0,38.0,6.0,5.0,16.0,20.0,11.0,7.0,0.5263157894736842,0.5555555555555556,0.5,0.3125,0.24615384615384617,0.5,0.5333333333333333,0.5,0.07692307692307693,0.1076923076923077,0.08333333333333333,0.5416857142857142,7.005263157894737,9.0,17.0,2.0,4.0,4.0,9.0,3.0,12.0,12.0,8.0,4.0,4.0,1.0,0.5,0.5454545454545454,0.5454545454545454,0.5,0.12371134020618557,0.16326530612244897,0.26153846153846155,0.5294117647058824,0.5625,0.6666666666666666,0.36363636363636365,0.5,0.5,0.375,0.4444444444444444,0.15584415584415584,9.0,2.0,2.0,3.0,6.0,10.0,10.0,6.0,,,0.02459016393442623,0.02403846153846154,,0.09090909090909091,0.08695652173913043,0.14285714285714285,False,2.0,2.0,1.0,2.0,5.0,2.0,5.0,18.0,6.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,5.0,6.0,3.0,5.0,0.4,0.05263157894736842,0.058823529411764705,0.0625,0.08695652173913043,0.1111111111111111,0.023255813953488372,0.04838709677419355,0.03225806451612903,0.05555555555555555,0.16666666666666666,0.5,0.4,0.4,0.2857142857142857,0.2857142857142857,1.0,0.45454545454545453,0.4,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628989,1610612765,Kevin Huerter,Kevin Huerter,1628989,DET,2743.3,46.0,4,94.0,95,42.0,58,189,90.0,42.0,0.44680851063829785,,,2.0,1.0,8.181818181818182,16.0,5.0,3.0,5.0,3.0,5.0,3.0,7.0,,18.0,0.7142857142857143,0.7142857142857143,0.75,0.8571428571428571,0.5356928571428571,0.5591999999999999,26.26,2.0,1.0,2.0,6.0,1.0,3.0,3.0,2.0,4.0,5.0,5.0,2.0,2.0,3.0,0.5,0.4,0.3333333333333333,0.4,0.42857142857142855,0.375,0.42857142857142855,0.375,0.13793103448275862,0.09090909090909091,0.15789473684210525,0.4,0.4,0.5,0.3333333333333333,0.4,0.5,,,1.0,,,,2.0,,,1.0,,4.0,1.0,,,,,,,,,0.14285714285714285,,,,10.35,,1.0,,,,1.0,,,1.0,2.0,1.0,2.0,,,,,1.0,0.038461538461538464,0.07692307692307693,0.14285714285714285,,,,,,,0.25,,,,,3.0,,,2.0,,,,,,,,0.1,,,False,,,,,,,,,3.0,,,3.0,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
