EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,BlockedAtRim,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGM,PtsPutbacks,Fg3aBlocked,PenaltyTurnovers,Charge Fouls,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Accuracy,Charge Fouls Drawn,DefensiveGoaltends,OffShortMidRangeReboundPct,Blocked3s,BlockedArc3,Corner3Assists,Travels,SecondChanceAtRimPctAssisted,SelfOReb,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SelfORebPct,ThreePtShootingFoulsDrawnPct,on,LongMidRangePctBlocked
1627741,1610612737,Buddy Hield,Buddy Hield,1627741,ATL,534.0,9,-10,19,19,3.0,7.0,2.0,38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,26,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,0.5,14.285714285714286,1.0,0.4,0.4,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.49895,3.6,25.5,0.15789473684210525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1629216,1610612737,Gabe Vincent,Gabe Vincent,1629216,ATL,4167.799999999999,69,-40,145,138,33.0,60.0,19.0,283,2.0,2.0,2.0,8.0,2.0,4.0,4.0,12.0,20.0,182,,9.0,8.0,2.0,,,2.0,,,2.0,33.0,,,0.75,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5555555555555556,0.75,12.121212121212121,,,,,0.125,1.0,1.0,,0.5,0.25,0.25,0.5,0.875,0.25,0.5575733333333335,5.2,25.45,0.22758620689655173,1.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,1.0,6.0,1.0,3.0,1.0,1.0,13.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,9.0,2.0,1.0,6.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.5,0.25,0.4,0.05405405405405406,0.028169014084507043,0.043478260869565216,0.07142857142857142,1.0,0.125,0.25,0.5,0.5,1.0,0.25,1.0,0.5,0.5107333333333334,0.058823529411764705,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1629638,1610612737,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,ATL,6012.9,100,-31,197,197,49.0,59.0,25.0,394,1.0,3.0,3.0,10.0,3.0,11.0,5.0,15.0,26.0,238,6.0,15.0,10.0,3.0,3.0,9.0,12.0,5.0,1.0,8.0,48.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.40384615384615385,0.42857142857142855,0.5769230769230769,16.143497757847534,0.625,0.07894736842105263,0.09090909090909091,0.07142857142857142,0.11538461538461539,0.3333333333333333,0.5,1.0,0.38461538461538464,0.3,0.3,1.0,0.6923076923076923,0.3,0.5068057692307693,9.609090909090908,24.74,0.24873096446700507,,1.0,4.0,2.0,5.0,3.0,5.0,,2.0,4.0,1.0,4.0,,,9.0,,9.0,,9.0,,,18.0,2.0,3.0,1.0,,2.0,3.0,3.0,3.0,,,11.0,,4.0,7.0,2.0,3.0,,4.0,3.0,4.0,3.0,4.0,,,,0.25,0.25,0.04081632653061224,0.03260869565217391,0.06060606060606061,,0.75,0.15384615384615385,0.19230769230769232,0.4,0.4,1.0,0.16666666666666666,,0.5,0.5522166666666667,0.10714285714285714,0.23076923076923078,0.15384615384615385,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,1.0,0.625,0.75,0.18181818181818182,0.3333333333333333,0.25,0.1111111111111111,0.1,0.023255813953488372,0.07692307692307693,0.08333333333333333,0.05263157894736842,0.2857142857142857,0.1,0.25,0.3333333333333333,1.0,0.15384615384615385,0.25,0.25,1.0,0.25,0.5,0.5,1.0,0.16666666666666666,0.3333333333333333,0.383575,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1630228,1610612737,Jonathan Kuminga,Jonathan Kuminga,1630228,ATL,9349.8,156,-56,317,314,88.0,116.0,40.0,631,16.0,18.0,3.0,12.0,24.0,36.0,5.0,24.0,82.0,381,24.0,15.0,12.0,3.0,7.0,14.0,20.0,3.0,2.0,6.0,87.0,0.5,0.5454545454545454,1.0,0.20833333333333334,0.20833333333333334,0.6666666666666666,0.525,0.5774647887323944,0.4,21.568627450980394,0.5,0.11475409836065574,0.08695652173913043,0.1111111111111111,0.3,0.8888888888888888,0.8888888888888888,0.5625,0.2,0.25,0.2727272727272727,1.0,0.7,0.25,0.57004,5.652777777777777,24.870833333333334,0.277602523659306,2.0,2.0,15.0,2.0,12.0,6.0,19.0,3.0,6.0,12.0,5.0,20.0,24.0,,4.0,2.0,6.0,2.0,2.0,2.0,,14.0,4.0,6.0,3.0,3.0,1.0,3.0,7.0,16.0,,1.0,24.0,3.0,,26.0,,14.0,1.0,3.0,,3.0,1.0,20.0,2.0,1.0,0.5,0.4166666666666667,0.47619047619047616,0.05194805194805195,0.0410958904109589,0.0392156862745098,0.07692307692307693,0.3333333333333333,0.25,0.2,0.16666666666666666,0.18181818181818182,1.0,0.1111111111111111,1.0,0.3333333333333333,0.5116944444444445,0.2,0.30434782608695654,0.24390243902439024,7.0,1.0,3.0,,6.0,,,2.0,2.0,3.0,,,,4.0,3.0,1.0,2.0,5.0,2.0,,1.0,,1.0,4.0,3.0,,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.027777777777777776,,0.06666666666666667,0.15384615384615385,0.06493506493506493,0.028985507246376812,0.045454545454545456,0.05128205128205128,0.07407407407407407,0.09090909090909091,0.125,0.4666666666666667,0.5,0.2857142857142857,0.05,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,0.3333333333333333,0.619,0.04878048780487805,2.0,2.0,1.0,4.0,2.0,1.0,1.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.1,0.6666666666666666,1.0,0.16666666666666666,,,,,,,,,,,,,,,True,
1631243,1610612737,Mouhamed Gueye,Mouhamed Gueye,1631243,ATL,2324.5,39,-17,77,76,29.0,40.0,14.0,153,3.0,4.0,1.0,3.0,3.0,4.0,1.0,6.0,10.0,95,2.0,3.0,3.0,1.0,3.0,4.0,8.0,1.0,1.0,1.0,29.0,0.3333333333333333,1.0,1.0,0.16666666666666666,0.16666666666666666,0.75,0.45,0.45454545454545453,0.6,13.043478260869565,1.0,0.1875,0.125,0.16666666666666666,0.4,0.75,0.75,0.3333333333333333,0.3,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.59137,0.55,24.400000000000002,0.37662337662337664,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,,3.0,1.0,4.0,1.0,2.0,,1.0,9.0,1.0,4.0,1.0,,,,4.0,5.0,,,4.0,,,2.0,,,1.0,,,,,6.0,1.0,1.0,1.0,1.25,1.0,0.041666666666666664,0.08695652173913043,0.058823529411764705,,,,0.3,,,,0.5,1.0,0.5,0.5579000000000001,,,0.6,,,,,,,,1.0,2.0,2.0,,,,4.0,1.0,,3.0,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,0.0625,0.13636363636363635,0.14285714285714285,0.1111111111111111,,,0.25,,,,,,,,,,,,,1.0,0.56335,0.4,2.0,2.0,,4.0,,,,,,,0.25,1.0,1.0,,1.0,1.0,0.09090909090909091,,,,,,,,,,,,True,
1630168,1610612737,Onyeka Okongwu,Onyeka Okongwu,1630168,ATL,5342.700000000001,89,-31,184,183,40.0,57.0,17.0,367,11.0,12.0,2.0,4.0,12.0,14.0,3.0,6.0,39.0,225,14.0,9.0,4.0,2.0,5.0,15.0,19.0,2.0,1.0,4.0,39.0,0.5833333333333334,0.7777777777777778,1.0,0.5,0.5,0.8571428571428571,0.825,0.8125,0.3,14.07035175879397,0.5,0.13157894736842105,0.14942528735632185,0.14285714285714285,0.6,0.9166666666666666,0.9166666666666666,0.5454545454545454,0.2,0.5,0.5,1.0,0.9,0.5,0.6380524999999999,1.95,24.8,0.21739130434782608,,1.0,2.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,7.0,10.0,,5.0,2.0,7.0,2.0,4.0,1.0,,16.0,2.0,4.0,3.0,2.0,1.0,2.0,6.0,7.0,,1.0,7.0,2.0,,8.0,,3.0,1.0,3.0,,4.0,4.0,7.0,,1.0,0.5,0.625,0.5833333333333334,0.05405405405405406,0.05555555555555555,0.041666666666666664,0.07692307692307693,1.0,0.1,0.1,0.5,0.5,1.0,0.25,,0.5,0.536925,0.13043478260869565,0.17647058823529413,0.1794871794871795,1.0,,,,,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,11.0,1.0,,2.0,8.0,2.0,1.0,1.0,,,,3.0,1.0,0.5,1.0,1.125,0.9166666666666666,,,,0.3333333333333333,0.16326530612244897,0.05714285714285714,,0.1111111111111111,0.3333333333333333,,0.1,0.5,0.5,1.0,,,,,,0.25,1.0,1.0,,0.5,0.6777500000000001,0.28205128205128205,3.0,3.0,,6.0,,3.0,,,,,,0.75,1.0,,,,0.1,1.0,1.0,,,,,,,,,,True,
1630552,1610612737,Jalen Johnson,Jalen Johnson,1630552,ATL,5826.0,97,-38,202,199,53.0,87.0,21.0,401,11.0,17.0,4.0,11.0,16.0,29.0,4.0,13.0,59.0,250,22.0,6.0,11.0,4.0,7.0,17.0,19.0,4.0,,7.0,52.0,0.6875,0.7333333333333333,0.5,0.3076923076923077,0.3076923076923077,0.5517241379310345,0.5238095238095238,0.59,0.30952380952380953,26.146788990825687,0.5714285714285714,0.20588235294117646,0.18604651162790697,0.20833333333333334,0.40476190476190477,0.6470588235294118,0.6875,0.6363636363636364,0.2619047619047619,0.36363636363636365,0.36363636363636365,0.5,0.7142857142857143,0.36363636363636365,0.5795869047619048,4.734482758620689,25.16153846153846,0.2623762376237624,3.0,5.0,11.0,,2.0,3.0,15.0,4.0,8.0,3.0,4.0,15.0,10.0,6.0,5.0,6.0,11.0,5.0,3.0,1.0,1.0,28.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,11.0,1.0,,13.0,1.0,1.0,19.0,,10.0,1.0,1.0,,1.0,,15.0,2.0,1.0,0.5,0.5,0.5769230769230769,0.023809523809523808,0.024096385542168676,0.04,,,0.2619047619047619,0.047619047619047616,,,,0.45454545454545453,0.6,0.2727272727272727,0.5919,0.20408163265306123,0.2777777777777778,0.2542372881355932,4.0,1.0,1.0,,,1.0,1.0,1.0,3.0,4.0,1.0,1.0,,9.0,1.0,1.0,1.0,9.0,1.0,1.0,4.0,,,3.0,1.0,1.0,0.3333333333333333,0.75,0.9,0.9,0.034482758620689655,0.058823529411764705,,0.14285714285714285,0.17307692307692307,0.024390243902439025,0.07142857142857142,0.14814814814814814,0.2222222222222222,0.14285714285714285,0.2,0.36363636363636365,0.36363636363636365,0.75,0.023809523809523808,1.0,1.0,1.0,,0.2,1.0,1.0,,0.3333333333333333,0.85385,0.15254237288135594,3.0,4.0,,2.0,,,,,,,,0.8,0.75,,,,,,,1.0,1.0,0.6666666666666666,,,,,,,True,
203468,1610612737,CJ McCollum,CJ McCollum,203468,ATL,5412.299999999999,90,-19,185,181,64.0,67.0,26.0,366,5.0,9.0,4.0,14.0,19.0,38.0,4.0,16.0,60.0,204,6.0,6.0,14.0,4.0,2.0,7.0,8.0,9.0,5.0,14.0,63.0,0.15789473684210525,0.15789473684210525,0.5,0.25,0.25,0.5,0.46296296296296297,0.4918032786885246,0.2962962962962963,35.54502369668246,0.6428571428571429,0.05714285714285714,0.08333333333333333,0.07407407407407407,0.16666666666666666,0.5555555555555556,0.625,0.2,0.25925925925925924,0.2857142857142857,0.3076923076923077,0.5,0.46296296296296297,0.2857142857142857,0.5047509259259259,9.013157894736842,25.88125,0.34594594594594597,1.0,4.0,18.0,,2.0,7.0,10.0,7.0,16.0,9.0,2.0,25.0,32.0,6.0,,6.0,6.0,3.0,,,,18.0,1.0,1.0,3.0,,,5.0,4.0,6.0,1.0,,16.0,1.0,,17.0,,5.0,3.0,3.0,,4.0,2.0,25.0,,2.0,0.4375,0.46,0.44642857142857145,0.02127659574468085,0.011494252873563218,0.030303030303030304,,0.5,0.3333333333333333,0.037037037037037035,,,,0.16,0.25,0.28,0.494376,0.10344827586206896,0.12195121951219512,0.4166666666666667,8.0,6.0,11.0,2.0,2.0,,1.0,3.0,,,,3.0,2.0,2.0,3.0,4.0,,5.0,,3.0,4.0,4.0,2.0,2.0,2.0,,0.3333333333333333,,,0.2,0.10526315789473684,0.1111111111111111,0.16666666666666666,,0.10204081632653061,,,0.08695652173913043,0.16666666666666666,,,0.4444444444444444,0.5333333333333333,0.125,0.2037037037037037,0.5454545454545454,0.5454545454545454,0.16666666666666666,0.6666666666666666,0.3333333333333333,,,0.08,0.42857142857142855,,0.03333333333333333,,,,,1.0,2.0,,0.0625,,0.07142857142857142,,,,,,,,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,0.04,0.058823529411764705,True,
1628396,1610612737,Tony Bradley,Tony Bradley,1628396,ATL,1547.0,26,-7,50,50,16.0,14.0,8.0,100,1.0,1.0,,,1.0,2.0,,,2.0,54,2.0,,,,,4.0,4.0,,,1.0,16.0,1.0,1.0,,,,0.5,0.5,0.3333333333333333,,6.666666666666667,,,0.10526315789473684,,0.5,1.0,1.0,1.0,,,,,0.5,,0.6524,2.85,,0.32,,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,1.0,,,2.0,,,2.0,1.0,,1.0,3.0,6.0,,1.0,3.0,,2.0,2.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,0.5,,,,,,,,0.4355,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,1.0,,,,,1.0,,,,,,0.5,,1.0,0.3333333333333333,0.16666666666666666,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,
1630557,1610612737,Corey Kispert,Corey Kispert,1630557,ATL,1865.3,31,10,60,60,10.0,5.0,8.0,120,3.0,4.0,1.0,5.0,3.0,4.0,1.0,6.0,10.0,61,4.0,3.0,5.0,1.0,3.0,4.0,5.0,,,1.0,10.0,0.6666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,0.75,0.45,0.45454545454545453,0.6,17.64705882352941,,0.23076923076923078,0.15384615384615385,0.09090909090909091,0.4,0.75,0.75,0.6666666666666666,0.5,0.2,0.2,1.0,1.0,0.2,0.568615,2.2750000000000004,25.400000000000002,0.16666666666666666,,,,,1.0,1.0,1.0,,,1.0,1.0,4.0,2.0,,3.0,1.0,4.0,,1.0,1.0,1.0,9.0,1.0,1.0,1.0,,1.0,1.0,4.0,6.0,,,1.0,,,2.0,,,1.0,,,,,4.0,,1.0,,1.5,1.0,0.058823529411764705,0.04,0.07692307692307693,,,,0.1,,,,,,1.0,0.5325,,,0.4,,,,,,,,1.0,1.0,1.0,,,,2.0,1.0,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,0.07692307692307693,,,0.16666666666666666,,,1.0,,,,,,,,,,,,,1.0,,0.2,1.0,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,True,
