EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,FoulsDrawn,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,AtRimFrequency,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,FtPoints,SecondChanceFG3A,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,Steals,LostBallSteals,FTA,TwoPtShootingFoulsDrawn,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,TwoPtAssists,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,ShootingFouls,PenaltyPointsExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Accuracy,SecondChancePointsPct,PenaltyPointsPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,LiveBallTurnoverPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,ShortMidRangeFGM,LongMidRangeFGA,AtRimAssists,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,2pt And 1 Free Throw Trips,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,PtsUnassisted3s,BadPassSteals,on,Offensive Fouls,NonShootingPenaltyNonTakeFouls,DefShortMidRangeReboundPct,SecondChanceCorner3FGM,FTOffRebounds,FTDefRebounds,Travels,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedCorner3,DefFTReboundPct,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangeAssists,Charge Fouls,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,Corner3PctBlocked
1630538,1610612750,Bones Hyland,Bones Hyland,1630538,MIN,669.0,11,-4.0,23,24,6.0,10.0,4.0,47,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,3.0,22.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.2,0.2,0.21428571428571427,0.21428571428571427,0.7142857142857143,1.0,1.0,1.0,29.629629629629626,0.14285714285714285,0.125,0.1,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.25,0.25,1.0,1.0,0.8571428571428571,0.25,0.52205,0.498,7.75,25.16,0.2608695652173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641740,1610612750,Jaylen Clark,Jaylen Clark,1641740,MIN,1347.0,22,1.0,47,49,25.0,18.0,7.0,96,,1.0,2.0,,1.0,1.0,1.0,,3.0,2.0,50.0,2.0,,1.0,,,,2.0,3.0,,3.0,,,,,1.0,,25.0,,,,,0.2,0.75,,,,9.25925925925926,0.25,,0.16666666666666666,,,,,0.25,0.5,0.25,,,,0.5,0.75,,0.5076875000000001,0.522225,12.5,24.03333333333333,0.5319148936170213,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,0.1,0.6666666666666666,0.1111111111111111,1.0,0.5,0.5346,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641763,1610612750,Julian Phillips,Julian Phillips,1641763,MIN,1389.1,23,1.0,48,50,26.0,19.0,8.0,98,2.0,,1.0,2.0,3.0,3.0,2.0,2.0,4.0,6.0,50.0,4.0,6.0,3.0,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,26.0,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.5,0.5,,12.280701754385966,,,,,,,0.3333333333333333,,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.0,0.6,1.0,0.6666666666666666,0.5197916666666668,0.51321,2.15,24.775000000000002,0.5416666666666666,,1.0,,1.0,,2.0,,,4.0,,1.0,1.0,,,,,,,0.2,0.4761,,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0,1.0,0.5,1.5,0.6,1.5,0.6,1.0,1.0,1.0,0.2,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642866,1610612750,Joan Beringer,Joan Beringer,1642866,MIN,1389.1,23,1.0,48,50,26.0,19.0,8.0,98,7.0,2.0,,,,,9.0,,,16.0,50.0,,,,,1.0,3.0,3.0,6.0,5.0,11.0,,,3.0,,4.0,,26.0,,,,0.5555555555555556,0.6153846153846154,,0.1111111111111111,,0.5,28.070175438596493,0.375,0.21428571428571427,0.3333333333333333,0.2,0.25,0.5,0.7777777777777778,0.2222222222222222,,,,,,,0.7777777777777778,,0.6402333333333332,0.6636200000000001,2.311111111111111,,0.5416666666666666,,,6.0,,,,,,,3.0,2.0,2.0,8.0,2.0,0.3,0.3333333333333333,0.3333333333333333,,,0.59165,0.18181818181818182,0.18181818181818182,4.0,,,,,6.0,5.0,,10.0,,,,,10.0,,,0.6666666666666666,0.6,0.75,0.625,,,,0.8,,0.375,0.625,5.0,2.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.6,1.0,0.5555555555555556,0.6666666666666666,0.6,1.0,0.18181818181818182,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.25,0.3333333333333333,1.0,0.7142857142857143,0.7142857142857143,0.6,1.0,0.6666666666666666,0.75,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203937,1610612750,Kyle Anderson,Kyle Anderson,203937,MIN,1214.1,20,-5.0,42,44,20.0,13.0,8.0,86,1.0,3.0,,,,,7.0,,,9.0,46.0,,,,,,,,1.0,,1.0,,,,1.0,4.0,,20.0,,,,0.42857142857142855,0.4090909090909091,,,,,21.56862745098039,,,0.0625,,,,0.14285714285714285,0.42857142857142855,,,,,,,0.14285714285714285,,0.4297571428571429,0.42305,9.728571428571428,,0.47619047619047616,,,3.0,,3.0,6.0,3.0,,15.0,1.0,,,8.0,4.0,0.125,,,,,0.4422,0.36363636363636365,0.36363636363636365,,,,,,,2.0,,4.0,3.0,,,,4.0,,,,0.5,,0.4,,,,,,,0.4444444444444444,,,,,3.0,,2.0,,1.0,2.0,4.0,2.0,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.5,,,,,,,,,,,,,,,3.0,3.0,3.0,1.0,1.0,1.0,0.6666666666666666,0.42857142857142855,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630545,1610612750,Terrence Shannon Jr.,Terrence Shannon Jr.,1630545,MIN,175.0,3,6.0,6,6,6.0,6.0,,12,1.0,1.0,1.0,,,,3.0,1.0,1.0,8.0,4.0,1.0,3.0,,,,,,1.0,,1.0,,,,,1.0,,6.0,1.0,1.0,1.0,0.875,1.0,0.25,,,,66.66666666666667,,,0.5,,,,0.25,0.25,0.25,,,,,,0.5,,0.481475,0.481475,10.666666666666666,23.3,1.0,,1.0,1.0,,,,,,,1.0,,,1.0,1.0,0.5,,0.5,,0.25,,0.25,0.3333333333333333,1.0,,,,,,3.0,1.0,8.0,,,,,8.0,,1.0,,0.875,,1.0,,,,0.25,,,1.0,,,,,2.0,,,,2.0,1.0,,4.0,,,,,,,,,,,,,,,,0.6666666666666666,,0.6666666666666666,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204060,1610612750,Joe Ingles,Joe Ingles,204060,MIN,720.0999999999999,12,5.0,25,26,20.0,9.0,4.0,51,,,,2.0,3.0,3.0,,2.0,3.0,7.0,28.0,3.0,3.0,3.0,2.0,,,,1.0,1.0,2.0,,,1.0,,1.0,,20.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.875,1.0,,,,16.666666666666668,,,0.125,0.1,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,0.5052,0.5052,,25.233333333333334,0.8,,,1.0,,,,,,,1.0,2.0,1.0,2.0,,0.14285714285714285,,0.16666666666666666,,,,,,,,,2.0,,1.0,,2.0,7.0,,,,,7.0,,0.6666666666666666,,1.0,0.5,0.875,,,,,0.6666666666666666,0.14285714285714285,1.0,,,,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,,1.0,0.25,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201144,1610612750,Mike Conley,Mike Conley,201144,MIN,42.1,1,,1,1,1.0,1.0,1.0,2,,,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,33.333333333333336,,,,,,,,,,1.0,,,,1.0,1.0,,0.47625,0.47625,,24.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628978,1610612750,Donte DiVincenzo,Donte DiVincenzo,1628978,MIN,5771.2,96,45.0,206,209,49.0,69.0,17.0,415,6.0,3.0,7.0,7.0,16.0,2.0,9.0,11.0,23.0,43.0,201.0,5.0,33.0,16.0,7.0,1.0,,4.0,15.0,,15.0,,2.0,4.0,10.0,4.0,1.0,48.0,1.0,0.4782608695652174,0.4782608695652174,0.671875,0.6515151515151515,0.71875,0.1111111111111111,,0.3333333333333333,16.444444444444443,0.08,,0.1388888888888889,,,0.06666666666666667,0.1875,0.09375,0.21875,0.5,0.4375,0.4375,1.0,0.2222222222222222,0.90625,0.4375,0.5881218749999999,0.6706166666666667,4.277777777777778,25.58695652173913,0.23786407766990292,,3.0,,1.0,5.0,16.0,3.0,2.0,37.0,11.0,7.0,1.0,2.0,1.0,0.1896551724137931,0.08333333333333333,0.21428571428571427,,0.3333333333333333,0.413,0.030303030303030304,0.1,4.0,,1.0,2.0,,,4.0,4.0,20.0,11.0,1.0,1.0,7.0,20.0,,0.8,,1.1111111111111112,,1.0,0.5,,,0.4444444444444444,1.0,,0.46511627906976744,5.0,,,4.0,5.0,,1.0,,4.0,,8.0,2.0,,,,2.0,2.0,,,,,,,,,0.8,0.8,0.5555555555555556,,1.0,0.5,,,,,,,,0.8333333333333334,0.8333333333333334,0.8,,,1.0,,,10.0,0.125,,,,,,4.0,2.0,,,,0.5714285714285714,0.5714285714285714,1.0,0.6666666666666666,,6.0,False,1.0,1.0,0.08695652173913043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629675,1610612750,Naz Reid,Naz Reid,1629675,MIN,19401.399999999994,323,-15.0,674,677,256.0,312.0,99.0,1351,33.0,33.0,23.0,8.0,32.0,11.0,67.0,22.0,55.0,151.0,785.0,18.0,54.0,32.0,8.0,8.0,9.0,39.0,74.0,14.0,88.0,1.0,5.0,16.0,38.0,22.0,1.0,255.0,0.8181818181818182,0.4,0.4,0.5737704918032787,0.58984375,0.45081967213114754,0.11940298507462686,0.21212121212121213,0.030303030303030304,18.20480404551201,0.24528301886792453,0.04390243902439024,0.20860927152317882,0.03488372093023256,0.019417475728155338,0.24193548387096775,0.27049180327868855,0.27049180327868855,0.1885245901639344,0.26229508196721313,0.25,0.25,0.625,0.2894736842105263,0.7213114754098361,0.25,0.5475860655737704,0.5366986842105264,4.989552238805971,24.720000000000006,0.3798219584569733,1.0,7.0,11.0,3.0,12.0,25.0,7.0,5.0,62.0,24.0,5.0,1.0,17.0,9.0,0.16783216783216784,0.4074074074074074,0.14285714285714285,0.06666666666666667,0.18421052631578946,0.5312727272727273,0.07142857142857142,0.1267605633802817,11.0,,2.0,6.0,1.0,23.0,20.0,11.0,59.0,13.0,5.0,1.0,27.0,59.0,0.3333333333333333,0.6111111111111112,0.7,0.75,0.71875,0.7375,0.13333333333333333,,,0.2894736842105263,0.5454545454545454,0.152317880794702,0.39072847682119205,22.0,5.0,5.0,8.0,37.0,9.0,12.0,2.0,12.0,2.0,38.0,36.0,12.0,3.0,1.0,11.0,6.0,5.0,8.0,2.0,3.0,3.0,4.0,3.0,1.0,0.5135135135135135,0.6129032258064516,0.5522388059701493,0.75,0.6,0.6875,0.02158273381294964,0.060240963855421686,0.10526315789473684,0.01904761904761905,0.029411764705882353,0.01818181818181818,0.75,0.6666666666666666,0.8461538461538461,0.5,0.3333333333333333,1.0,0.7272727272727273,15.0,1.0,8.0,0.25806451612903225,0.45454545454545453,0.46875,0.5333333333333333,0.00819672131147541,,14.0,5.0,5.0,,,0.6086956521739131,0.6086956521739131,0.9285714285714286,0.7142857142857143,12.0,4.0,False,1.0,4.0,0.18571428571428572,1.0,2.0,11.0,1.0,1.0,2.0,4.0,1.0,1.0,0.5238095238095238,0.1111111111111111,0.2,1.0,,,,,,,,,,,,,,,,,,,
