EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SelfOReb,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,Offensive Fouls,Technical Free Throw Trips,LongMidRangePctBlocked,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,BlockedLongMidRange,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,Travels,DefensiveGoaltends,OffFTReboundPct,Defensive 3 Seconds Violations,on,Charge Fouls,Corner3PctBlocked
1627936,1610612760,Alex Caruso,Alex Caruso,1627936,OKC,17571.0,293,130.0,580,591,205,203,72,1171,12.0,21.0,1.0,6.0,9.0,5.0,6.0,1.0,2.0,16.0,32.0,1.0,2.0,6.0,14.0,15.0,33.0,2.0,2.0,5.0,9.0,18.0,29.0,31.0,65.0,17.0,146,609,2.0,3.0,3.0,4.0,4.0,17.0,7.0,10.0,11.0,23.0,5.0,52.0,16.0,20.0,90.0,3.0,2.0,33.0,15.0,1.0,19.0,8.0,27.0,5.0,3.0,13.0,5.0,1.0,62.0,3.0,3.0,13.0,19,2.0,34,6.0,40,20.0,14.0,6.0,7.0,2.0,6.0,4.0,2.0,1.0,11.0,3.0,6.0,17.0,29.0,3.0,19.0,1.0,1.0,6.0,21.0,7.0,1.0,2.0,6.0,4.0,2.0,6.0,2.0,52.0,203,3.0,2.0,0.4444444444444444,0.47058823529411764,0.967741935483871,0.47692307692307695,0.75,0.4782608695652174,0.47692307692307695,0.6206896551724138,0.6666666666666666,0.7,0.6861702127659575,0.9285714285714286,0.7121212121212122,0.7019230769230769,0.9444444444444444,0.7222222222222222,0.6914893617021277,0.034482758620689655,0.047619047619047616,17.26726726726727,0.6363636363636364,0.14285714285714285,0.14393939393939395,0.022900763358778626,0.09352517985611511,0.02097902097902098,0.11808118081180811,0.021897810218978103,0.04878048780487805,0.01694915254237288,0.019801980198019802,0.023809523809523808,0.09433962264150944,0.14814814814814814,0.24,0.10309278350515463,0.07142857142857142,0.3333333333333333,0.22340425531914893,0.5714285714285714,0.6,0.5833333333333334,0.06382978723404255,0.8333333333333334,0.8333333333333334,0.2,0.02127659574468085,0.5,0.5,0.3404255319148936,0.5,0.5,1.0,0.35106382978723405,0.45454545454545453,0.45454545454545453,0.9333333333333333,0.14285714285714285,0.2857142857142857,0.5,1.0,0.2857142857142857,1.0,0.5,0.2727272727272727,0.6666666666666666,0.42424242424242425,0.42857142857142855,0.2727272727272727,0.5555555555555556,0.9148936170212766,0.45454545454545453,0.5770132978723405,0.5061625,0.6067045454545456,0.0784313725490196,0.19444444444444445,0.015151515151515152,0.11643835616438356,0.3561643835616438,4.289655172413793,24.692307692307693,0.35344827586206895,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628392,1610612760,Isaiah Hartenstein,Isaiah Hartenstein,1628392,OKC,6465.1,108,79.0,214,215,58,58,33,429,4.0,8.0,5.0,1.0,2.0,5.0,10.0,,1.0,,,,,,,,,,,,,9.0,19.0,,,5.0,23,202,1.0,5.0,,,2.0,4.0,2.0,4.0,,,2.0,6.0,16.0,2.0,,,2.0,,,4.0,6.0,9.0,15.0,7.0,2.0,2.0,3.0,1.0,39.0,6.0,9.0,20.0,7,1.0,28,15.0,43,3.0,2.0,1.0,5.0,1.0,3.0,3.0,1.0,2.0,8.0,2.0,,7.0,10.0,1.0,7.0,,3.0,,5.0,3.0,,,,,,,,6.0,57,1.0,,0.8888888888888888,1.0,,,,,,0.47368421052631576,0.2,0.5,0.47368421052631576,0.2,0.5,0.5476190476190477,0.3333333333333333,0.6,,0.21052631578947367,0.375,11.55378486055777,0.625,0.14285714285714285,0.1590909090909091,0.16363636363636364,0.39215686274509803,0.13636363636363635,0.28421052631578947,0.15151515151515152,0.23529411764705882,0.13043478260869565,0.13333333333333333,0.14285714285714285,0.15789473684210525,0.2,,0.45454545454545453,0.2777777777777778,,0.42105263157894735,0.5,0.8,0.75,0.5263157894736842,0.5,0.5555555555555556,1.0,0.05263157894736842,,,,,,,,,,,1.0,,,,,,,0.5,0.5,,,,,0.42105263157894735,,0.5179473684210526,0.56618,0.527575,0.14285714285714285,0.14285714285714285,,0.17391304347826086,0.2608695652173913,6.1157894736842096,,0.27102803738317754,1.0,2.0,1.0,1.0,0.1,0.13333333333333333,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,True,,
1628983,1610612760,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,OKC,13342.000000000002,222,99.0,449,449,193,168,55,898,16.0,26.0,2.0,6.0,10.0,15.0,37.0,14.0,32.0,,1.0,,1.0,,1.0,7.0,23.0,1.0,2.0,5.0,16.0,45.0,95.0,7.0,24.0,75.0,186,474,4.0,7.0,1.0,3.0,10.0,21.0,21.0,37.0,5.0,17.0,42.0,99.0,22.0,68.0,12.0,9.0,2.0,23.0,7.0,3.0,17.0,38.0,55.0,25.0,13.0,12.0,5.0,,148.0,2.0,2.0,6.0,7,1.0,14,4.0,18,5.0,2.0,3.0,12.0,1.0,5.0,4.0,1.0,7.0,16.0,,4.0,10.0,16.0,1.0,55.0,,2.0,2.0,81.0,24.0,1.0,15.0,5.0,5.0,,5.0,3.0,97.0,191,,14.0,0.24444444444444444,0.25,0.5714285714285714,0.2916666666666667,0.3333333333333333,0.29411764705882354,0.2916666666666667,0.47368421052631576,0.5714285714285714,0.5675675675675675,0.46638655462184875,0.55,0.5277777777777778,0.5903225806451613,0.7,0.6554054054054054,0.20168067226890757,0.031578947368421054,0.038461538461538464,33.268482490272376,0.75,0.09090909090909091,0.06862745098039216,0.020202020202020204,0.05405405405405406,0.017391304347826087,0.06103286384976526,0.018691588785046728,,0.023255813953488372,0.024691358024691357,,0.02702702702702703,0.1111111111111111,0.05,0.0379746835443038,0.09375,0.6,0.2184873949579832,0.6153846153846154,0.64,0.375,0.31092436974789917,0.40540540540540543,0.4166666666666667,0.13333333333333333,0.2689075630252101,0.4375,0.45161290322580644,0.008403361344537815,,,,0.19327731092436976,0.30434782608695654,0.30434782608695654,0.5714285714285714,0.2,0.1,,,0.2,0.5,1.0,0.18518518518518517,0.6,0.018518518518518517,,0.2962962962962963,0.3125,0.42016806722689076,0.30434782608695654,0.5147357142857143,0.7507,0.5192175925925926,0.17857142857142858,0.20869565217391303,0.04,0.11290322580645161,0.532258064516129,9.92,26.27916666666667,0.4298440979955457,2.0,1.0,,4.0,0.02702702702702703,0.04,0.015625,1.0,1.0,3.0,0.03125,0.21428571428571427,0.5,,,,,,,,,,,,,True,,
1629026,1610612760,Kenrich Williams,Kenrich Williams,1629026,OKC,363.3,6,2.0,14,13,6,1,4,27,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,,,2.0,2.0,,6,13,,,2.0,2.0,,6.0,,,1.0,1.0,,3.0,,,6.0,,,2.0,2.0,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,3.0,6,,,,,1.0,1.0,1.0,1.0,1.0,,,,1.5,1.5,1.5,1.5,1.5,1.5,1.0,,,11.11111111111111,,,0.5,,,,0.2,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.5508,0.5508,0.53925,,,,1.0,0.5,,26.45,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1641717,1610612760,Cason Wallace,Cason Wallace,1641717,OKC,9972.9,166,69.0,329,351,130,110,46,680,4.0,9.0,3.0,2.0,3.0,2.0,6.0,,,8.0,12.0,1.0,1.0,1.0,3.0,8.0,16.0,2.0,3.0,2.0,2.0,6.0,15.0,16.0,28.0,3.0,63,344,1.0,3.0,3.0,4.0,,11.0,3.0,5.0,3.0,5.0,2.0,17.0,10.0,2.0,48.0,,,16.0,8.0,3.0,9.0,7.0,16.0,5.0,2.0,3.0,5.0,1.0,39.0,8.0,3.0,9.0,5,1.0,15,11.0,26,17.0,7.0,10.0,2.0,1.0,2.0,5.0,1.0,,7.0,,1.0,6.0,17.0,,6.0,1.0,1.0,1.0,4.0,2.0,,,2.0,,1.0,3.0,2.0,17.0,130,3.0,,0.8333333333333334,0.8333333333333334,1.0,0.5714285714285714,0.75,0.6,0.5714285714285714,0.4,0.3333333333333333,0.6,0.6976744186046512,0.7857142857142857,0.75,0.7,0.7857142857142857,0.7727272727272727,0.6511627906976745,0.2,0.1111111111111111,13.541666666666668,0.2857142857142857,0.1111111111111111,0.06578947368421052,0.04,0.09782608695652174,0.08791208791208792,0.08333333333333333,0.06626506024096386,0.043478260869565216,0.029411764705882353,0.1111111111111111,0.03571428571428571,0.09090909090909091,0.06060606060606061,,0.1076923076923077,0.07407407407407407,0.6666666666666666,0.20930232558139536,0.4444444444444444,0.5,1.0,0.13953488372093023,0.3333333333333333,0.5,0.5,,,,0.27906976744186046,0.6666666666666666,0.6666666666666666,1.0,0.37209302325581395,0.5,0.5,1.0,0.42857142857142855,0.14285714285714285,1.0,1.0,0.42857142857142855,0.6666666666666666,1.0,0.3,0.6666666666666666,0.3,0.3333333333333333,0.2,1.0,0.8604651162790697,0.5,0.5533046511627907,0.5464833333333333,0.5723,0.044444444444444446,0.11764705882352941,,0.1746031746031746,0.2698412698412698,4.5,24.814285714285713,0.3951367781155015,1.0,2.0,,,0.3333333333333333,0.05555555555555555,0.11764705882352941,0.3333333333333333,3.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,True,,
1629652,1610612760,Luguentz Dort,Luguentz Dort,1629652,OKC,3964.4000000000005,66,27.0,125,133,47,71,13,258,,1.0,,,1.0,1.0,2.0,,,1.0,1.0,,,,,3.0,9.0,2.0,3.0,3.0,5.0,1.0,3.0,4.0,10.0,1.0,15,145,,,2.0,3.0,,6.0,,2.0,3.0,5.0,1.0,10.0,2.0,,12.0,,,9.0,3.0,,3.0,3.0,6.0,2.0,1.0,,2.0,1.0,15.0,1.0,,3.0,7,,10,1.0,11,2.0,1.0,1.0,,,,,,,,,,4.0,7.0,,2.0,,,,2.0,,,1.0,,,,,,10.0,46,1.0,1.0,1.0,1.0,1.0,0.4,0.6666666666666666,0.6,0.4,0.3333333333333333,,,0.5384615384615384,1.0,0.6428571428571429,0.5357142857142857,1.0,0.625,0.7692307692307693,,,9.929078014184398,,,0.19444444444444445,,0.09090909090909091,0.038461538461538464,0.14492753623188406,0.02,,,0.045454545454545456,,,0.25,0.2727272727272727,0.04,0.25,,0.07692307692307693,,,,0.15384615384615385,0.5,0.5,1.0,,,,0.07692307692307693,1.0,1.0,1.0,0.6923076923076923,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,0.6666666666666666,1.0,0.14285714285714285,,,,0.7142857142857143,0.6,0.8461538461538461,0.3333333333333333,0.555226923076923,0.56535,0.56865,,,,0.4,0.6666666666666666,5.833333333333333,25.720000000000006,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1642272,1610612760,Jared McCain,Jared McCain,1642272,OKC,6128.9,102,61.0,200,199,30,57,25,399,2.0,5.0,,,,5.0,13.0,1.0,3.0,4.0,9.0,1.0,1.0,,,12.0,27.0,2.0,2.0,2.0,2.0,8.0,21.0,16.0,36.0,4.0,68,202,,,3.0,3.0,1.0,10.0,1.0,3.0,2.0,2.0,3.0,11.0,12.0,4.0,42.0,6.0,,27.0,12.0,1.0,3.0,1.0,4.0,1.0,,2.0,,1.0,9.0,8.0,,5.0,2,1.0,8,8.0,16,,,,2.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,7.0,,3.0,,,,6.0,1.0,,2.0,,,,,,11.0,29,2.0,1.0,0.75,0.75,0.875,0.4444444444444444,1.0,1.0,0.4444444444444444,0.38095238095238093,,0.3333333333333333,0.5614035087719298,1.5,0.8,0.5666666666666667,1.25,0.7857142857142857,0.631578947368421,0.047619047619047616,0.2,27.272727272727273,0.6666666666666666,0.25,0.05263157894736842,,0.10204081632653061,0.16,0.08045977011494253,0.08247422680412371,,,0.21875,0.05555555555555555,0.08333333333333333,,,0.0967741935483871,0.1111111111111111,,0.08771929824561403,0.4,0.5,0.5,0.22807017543859648,0.38461538461538464,0.38461538461538464,0.8,0.05263157894736842,0.3333333333333333,0.3333333333333333,0.15789473684210525,0.4444444444444444,0.4444444444444444,1.0,0.47368421052631576,0.4444444444444444,0.4444444444444444,0.8333333333333334,,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,,,,,0.4,1.0,0.7192982456140351,0.4444444444444444,0.5326736842105263,,0.50268,0.017241379310344827,0.045454545454545456,,0.14705882352941177,0.16176470588235295,7.980952380952381,25.52777777777778,0.15,,4.0,,,,,0.125,,,,,1.0,,,,,,,,,,,,,,True,,
1642349,1610612760,Ajay Mitchell,Ajay Mitchell,1642349,OKC,8662.099999999999,144,110.0,282,282,121,108,35,564,11.0,15.0,2.0,3.0,4.0,7.0,20.0,3.0,7.0,3.0,4.0,,,2.0,3.0,3.0,9.0,,1.0,2.0,5.0,21.0,42.0,6.0,13.0,13.0,73,274,2.0,4.0,,1.0,,4.0,5.0,12.0,4.0,8.0,9.0,31.0,12.0,30.0,15.0,3.0,,9.0,3.0,5.0,6.0,12.0,18.0,8.0,4.0,3.0,1.0,2.0,48.0,4.0,4.0,8.0,5,,13,8.0,21,10.0,5.0,5.0,5.0,,2.0,1.0,1.0,3.0,6.0,,2.0,6.0,12.0,1.0,16.0,2.0,1.0,3.0,14.0,4.0,1.0,3.0,,,,,,29.0,119,1.0,2.0,0.2857142857142857,0.2857142857142857,0.8333333333333334,0.46153846153846156,,0.5,0.46153846153846156,0.5,0.5,0.4166666666666667,0.5454545454545454,0.4,0.55,0.5983606557377049,0.4,0.62,0.23636363636363636,0.11904761904761904,0.06666666666666667,20.615384615384617,0.8333333333333334,,0.07936507936507936,0.06557377049180328,0.14545454545454545,0.06779661016949153,0.11016949152542373,0.06666666666666667,,0.07142857142857142,0.09523809523809523,,0.09523809523809523,0.037037037037037035,0.13333333333333333,0.18421052631578946,0.058823529411764705,,0.2727272727272727,0.7333333333333333,0.7857142857142857,0.2727272727272727,0.36363636363636365,0.35,0.4117647058823529,0.42857142857142855,0.12727272727272726,0.42857142857142855,0.5,0.07272727272727272,0.75,0.75,1.0,0.16363636363636364,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4,,,,0.2,,,0.2,0.75,0.15,0.6666666666666666,0.25,0.4,0.509090909090909,0.3333333333333333,0.5070972727272728,0.45545,0.5053725,0.08620689655172414,0.08888888888888889,0.07692307692307693,0.0547945205479452,0.4246575342465753,7.404761904761905,25.13076923076923,0.42907801418439717,2.0,1.0,,1.0,0.15,0.14285714285714285,0.043478260869565216,1.0,,,0.14285714285714285,,,,,,1.0,,,,,,,,,True,,
1630198,1610612760,Isaiah Joe,Isaiah Joe,1630198,OKC,3440.5,57,-15.0,115,119,41,33,15,234,2.0,2.0,,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,,1.0,,,4.0,14.0,1.0,2.0,2.0,6.0,5.0,7.0,5.0,17.0,1.0,26,133,,1.0,1.0,3.0,,3.0,3.0,4.0,2.0,6.0,,12.0,10.0,,15.0,,,14.0,4.0,,3.0,4.0,7.0,2.0,2.0,2.0,1.0,,18.0,,1.0,2.0,3,1.0,6,1.0,7,2.0,1.0,1.0,,,,1.0,,,1.0,,,2.0,6.0,,3.0,,,1.0,1.0,1.0,,,,,,,,12.0,41,1.0,,1.0,1.0,1.0,0.29411764705882354,0.3333333333333333,0.3333333333333333,0.29411764705882354,0.7142857142857143,,0.75,0.5208333333333334,0.375,0.6,0.5416666666666666,0.375,0.6,0.7083333333333334,,,18.656716417910445,,0.2,0.10714285714285714,0.02631578947368421,0.1,,0.10416666666666667,0.014492753623188406,,0.05555555555555555,,,0.09090909090909091,0.08333333333333333,0.2,0.07692307692307693,0.14285714285714285,,0.08333333333333333,1.0,1.0,1.0,0.125,0.6666666666666666,0.6666666666666666,1.0,0.08333333333333333,0.5,0.5,0.125,0.3333333333333333,0.3333333333333333,1.0,0.5833333333333334,0.2857142857142857,0.3076923076923077,1.0,,0.25,,,0.5,0.5,1.0,0.1,1.0,,,0.6,0.3333333333333333,0.7916666666666666,0.2857142857142857,0.54604375,0.518225,0.5175050000000001,0.041666666666666664,0.14285714285714285,,0.11538461538461539,0.46153846153846156,10.485714285714284,25.28235294117647,0.3565217391304348,,,,1.0,,,,,1.0,,,1.0,,,,,,1.0,0.058823529411764705,0.07142857142857142,,,,,,True,,
1630598,1610612760,Aaron Wiggins,Aaron Wiggins,1630598,OKC,1682.7,28,-5.0,56,56,17,20,3,112,,,,,,1.0,1.0,,1.0,,4.0,,,,,,,,,,,1.0,2.0,,4.0,,2,69,,,,,,,,,,,,,,2.0,,,,,,,,4.0,4.0,2.0,2.0,,,,12.0,,,,1,,1,,1,,,,,,,,,,,,,1.0,2.0,,1.0,,,1.0,,,,,1.0,,1.0,1.0,1.0,,17,,,,,,,,,,0.5,,,0.16666666666666666,,,0.16666666666666666,,,0.6666666666666666,,,10.16949152542373,,,0.08333333333333333,,,,0.038461538461538464,,,,,,0.5,,,,,1.0,,,,,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.5125833333333333,,,,,,,,11.95,23.200000000000003,0.30357142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
