EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,ShortMidRangeAssists,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,PenaltyFg3Pct,LongMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,BlockedCorner3,SecondChanceArc3FGM,Charge Fouls Drawn,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls,DefensiveGoaltends,Travels,OffensiveGoaltends,FTOffRebounds,OffFTReboundPct,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
1626162,1610612755,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,PHI,17534.2,292,-57,577,582,113,131,63,1159,24.0,35.0,5.0,7.0,3.0,5.0,4.0,14.0,1.0,2.0,4.0,18.0,1.0,3.0,16.0,2.0,29.0,51.0,7.0,34.0,15.0,94.0,709,7.0,14.0,1.0,2.0,16.0,4.0,7.0,2.0,2.0,10.0,40.0,18.0,21.0,12.0,16.0,3.0,6.0,5.0,5.0,10.0,2.0,3.0,5.0,25.0,4.0,6.0,16.0,21.0,4.0,41,10.0,51,1.0,3.0,2.0,1.0,5.0,2.0,1.0,3.0,6.0,2.0,9.0,22.0,2.0,1.0,22.0,11.0,19.0,2.0,9.0,2.0,4.0,3.0,1.0,4.0,4.0,10.0,110,1.0,1.0,0.6896551724137931,0.8695652173913043,1.0,0.20588235294117646,0.20588235294117646,0.5686274509803921,0.5,0.5714285714285714,0.4647058823529412,0.4666666666666667,0.4444444444444444,0.5,0.5,0.5,0.4,0.11764705882352941,0.05714285714285714,0.21428571428571427,0.5,15.325077399380804,0.8333333333333334,0.2857142857142857,0.19626168224299065,0.04195804195804196,0.10526315789473684,0.029197080291970802,0.14285714285714285,0.03571428571428571,0.05,0.03389830508474576,0.045454545454545456,0.02857142857142857,0.03125,0.15384615384615385,0.17391304347826086,0.3181818181818182,0.10810810810810811,0.0975609756097561,0.023255813953488372,1.0,0.4117647058823529,0.6857142857142857,0.7272727272727273,0.75,0.16470588235294117,0.2857142857142857,0.36363636363636365,0.5,0.023529411764705882,0.5,1.0,0.21176470588235294,0.2222222222222222,0.2222222222222222,1.0,0.18823529411764706,0.1875,0.1875,1.0,0.4666666666666667,0.7142857142857143,0.2,0.06666666666666667,0.5555555555555556,0.6,0.2222222222222222,0.8117647058823529,0.1875,0.5775088235294118,0.5157461538461539,0.618,0.09782608695652174,0.15517241379310345,0.1702127659574468,0.10638297872340426,3.980392156862745,24.711764705882352,0.19584055459272098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1629656,1610612755,Quentin Grimes,Quentin Grimes,1629656,PHI,9352.0,156,-29,300,298,56,91,31,598,4.0,8.0,1.0,2.0,2.0,2.0,,3.0,1.0,2.0,3.0,7.0,1.0,8.0,16.0,4.0,5.0,13.0,11.0,23.0,9.0,52.0,371,1.0,2.0,1.0,,2.0,2.0,4.0,6.0,,13.0,8.0,2.0,33.0,,16.0,8.0,2.0,10.0,5.0,15.0,2.0,3.0,6.0,35.0,1.0,1.0,15.0,5.0,1.0,21,2.0,23,,2.0,1.0,1.0,,,3.0,,3.0,1.0,4.0,15.0,1.0,,8.0,1.0,10.0,,3.0,,2.0,,1.0,3.0,1.0,13.0,56,3.0,,0.8,0.8,1.0,0.4782608695652174,0.4782608695652174,0.38461538461538464,0.5,0.5,0.5972222222222222,0.3333333333333333,0.65,0.65,0.3333333333333333,0.65,0.6388888888888888,0.15384615384615385,0.125,0.3333333333333333,,12.912912912912912,,0.08333333333333333,0.0847457627118644,0.011494252873563218,0.19230769230769232,0.017857142857142856,0.145985401459854,0.013986013986013986,,,0.034482758620689655,0.023255813953488372,,0.13333333333333333,0.0967741935483871,,0.2033898305084746,0.15789473684210525,,0.3333333333333333,0.2222222222222222,0.5,0.5714285714285714,0.75,0.08333333333333333,,,,0.05555555555555555,0.5,0.5,0.19444444444444445,0.42857142857142855,0.42857142857142855,1.0,0.4444444444444444,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,0.3333333333333333,0.2,1.0,0.4,0.8611111111111112,0.5,0.5680194444444444,0.58875,0.54891,0.125,0.1875,0.038461538461538464,0.25,5.223076923076923,25.382608695652177,0.18666666666666668,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.2,1.0,0.25,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,21561.1,359,-49,700,699,128,170,77,1399,31.0,48.0,1.0,6.0,7.0,12.0,16.0,41.0,11.0,26.0,1.0,3.0,2.0,20.0,59.0,11.0,58.0,115.0,21.0,62.0,31.0,210.0,838,2.0,11.0,5.0,1.0,8.0,12.0,26.0,11.0,16.0,49.0,36.0,80.0,24.0,,59.0,20.0,10.0,32.0,21.0,53.0,14.0,7.0,17.0,127.0,1.0,3.0,21.0,16.0,,37,4.0,41,2.0,7.0,3.0,4.0,13.0,8.0,7.0,5.0,20.0,6.0,8.0,17.0,1.0,1.0,25.0,1.0,34.0,4.0,14.0,4.0,3.0,1.0,2.0,4.0,2.0,45.0,125,1.0,2.0,0.3103448275862069,0.3103448275862069,0.38095238095238093,0.3387096774193548,0.3387096774193548,0.5043478260869565,0.18181818181818182,0.46153846153846156,0.5056497175141242,0.21875,0.44594594594594594,0.5445026178010471,0.23529411764705882,0.5333333333333333,0.3502824858757062,0.08695652173913043,0.125,0.07317073170731707,0.038461538461538464,26.94763729246488,0.65,,0.11188811188811189,0.016304347826086956,0.11170212765957446,0.006211180124223602,0.11178247734138973,0.011594202898550725,,0.024691358024691357,0.018518518518518517,0.007936507936507936,,0.13043478260869565,0.10294117647058823,0.10344827586206896,0.10294117647058823,0.1346153846153846,0.022988505747126436,0.5,0.2711864406779661,0.6458333333333334,0.7380952380952381,0.3870967741935484,0.23163841807909605,0.3902439024390244,0.42105263157894735,0.3125,0.14689265536723164,0.4230769230769231,0.44,0.01694915254237288,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3389830508474576,0.3389830508474576,0.4,0.375,0.16666666666666666,1.0,0.125,0.32432432432432434,0.5833333333333334,0.2972972972972973,0.6214689265536724,0.3389830508474576,0.5300344632768361,0.4892875,0.5215351351351352,0.0748663101604278,0.112,0.0380952380952381,0.23333333333333334,7.791304347826085,26.574193548387097,0.18285714285714286,,,3.0,3.0,6.0,9.0,1.0,,2.0,1.0,,,1.0,1.0,,0.2727272727272727,0.09090909090909091,,,0.2727272727272727,,1.0,3.0,1.0,39.0,1.0,2.0,0.2,0.5,0.1875,,,,,,,,,,,,,True,,,
1631230,1610612755,Dominick Barlow,Dominick Barlow,1631230,PHI,1816.3,30,-13,54,57,5,10,3,111,3.0,4.0,,,,,,,,,,,,,,,3.0,4.0,,,2.0,8.0,59,,,,2.0,2.0,,,,2.0,2.0,4.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,2,1.0,3,,1.0,,1.0,,,2.0,,2.0,,1.0,3.0,1.0,1.0,1.0,,2.0,,1.0,,2.0,1.0,,3.0,3.0,2.0,3,,,0.6666666666666666,0.6666666666666666,,,,0.75,,,0.75,,,0.8,1.0,1.0,,,,,,12.280701754385966,,,0.0625,0.058823529411764705,0.06666666666666667,,0.06451612903225806,0.034482758620689655,,0.14285714285714285,,,,,0.125,,,0.16666666666666666,,1.0,1.0,0.75,0.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6907,,,0.2,0.2,0.25,0.25,2.1,,0.09259259259259259,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,True,,,
202331,1610612755,Paul George,Paul George,202331,PHI,23636.2,394,-67,765,768,133,173,84,1533,11.0,14.0,2.0,2.0,2.0,3.0,10.0,26.0,9.0,31.0,7.0,12.0,1.0,28.0,59.0,3.0,30.0,71.0,35.0,71.0,15.0,180.0,932,4.0,5.0,6.0,,17.0,4.0,10.0,5.0,,17.0,28.0,32.0,69.0,4.0,59.0,28.0,6.0,23.0,10.0,33.0,8.0,2.0,19.0,76.0,1.0,5.0,20.0,11.0,6.0,37,6.0,43,,14.0,6.0,8.0,15.0,10.0,7.0,5.0,22.0,2.0,8.0,27.0,1.0,4.0,29.0,4.0,20.0,4.0,9.0,1.0,5.0,4.0,,5.0,1.0,17.0,130,6.0,1.0,0.4666666666666667,0.5,0.6571428571428571,0.49295774647887325,0.49295774647887325,0.4225352112676056,0.8,0.4,0.5809859154929577,0.7727272727272727,0.5666666666666667,0.6006711409395973,0.7727272727272727,0.53125,0.5,0.08450704225352113,0.14285714285714285,0.11538461538461539,0.03225806451612903,19.97663551401869,0.6818181818181818,0.2857142857142857,0.07006369426751592,0.024875621890547265,0.0970873786407767,0.005813953488372093,0.08539944903581267,0.0160857908847185,0.038461538461538464,0.022727272727272728,0.01639344262295082,0.007692307692307693,,0.04,0.05405405405405406,0.15151515151515152,0.06622516556291391,0.18181818181818182,,0.2,0.09859154929577464,0.7857142857142857,0.9166666666666666,0.45454545454545453,0.18309859154929578,0.38461538461538464,0.43478260869565216,0.2,0.21830985915492956,0.2903225806451613,0.3,0.08450704225352113,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.4154929577464789,0.4745762711864407,0.4745762711864407,0.6428571428571429,0.18181818181818182,1.0,,0.09090909090909091,0.2,0.6666666666666666,0.2,0.5985915492957746,0.4745762711864407,0.5021771126760564,0.48008749999999994,0.46825999999999995,0.06756756756756757,0.11842105263157894,0.09444444444444444,0.09444444444444444,11.867605633802816,25.799999999999997,0.1738562091503268,1.0,2.0,2.0,3.0,3.0,1.0,2.0,,4.0,2.0,,1.0,,,1.0,0.6,0.7777777777777778,0.13333333333333333,0.5,0.6666666666666666,0.013888888888888888,1.0,5.0,3.0,36.0,,1.0,0.5,1.0,0.45454545454545453,,2.0,2.0,1.0,0.4,1.0,,,,,,,True,,,
1641737,1610612755,Adem Bona,Adem Bona,1641737,PHI,3686.0,61,-3,118,119,23,32,20,237,5.0,7.0,1.0,1.0,,,,2.0,,,,,,,,,5.0,9.0,,,7.0,17.0,137,1.0,1.0,,4.0,6.0,,,,1.0,1.0,8.0,2.0,,2.0,,,2.0,1.0,,1.0,,,1.0,2.0,3.0,5.0,3.0,3.0,,6,8.0,14,,1.0,,1.0,3.0,1.0,4.0,2.0,7.0,2.0,4.0,15.0,2.0,2.0,9.0,,12.0,,5.0,1.0,6.0,5.0,1.0,6.0,4.0,1.0,23,2.0,1.0,0.8,1.0,,,,0.5555555555555556,1.0,,0.5555555555555556,1.0,,0.5666666666666667,0.75,0.5,,0.2222222222222222,0.14285714285714285,0.5,,15.714285714285715,0.42857142857142855,,0.12,0.14285714285714285,0.08571428571428572,0.10714285714285714,0.1,0.12698412698412698,0.2222222222222222,0.06666666666666667,0.18181818181818182,0.1,0.125,0.07692307692307693,0.4,,0.09375,,,0.6666666666666666,0.7777777777777778,0.7142857142857143,0.8333333333333334,0.8,0.2222222222222222,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.7777777777777778,,0.6293333333333333,0.7594,,0.35714285714285715,0.35714285714285715,0.35294117647058826,0.058823529411764705,2.5888888888888886,,0.19491525423728814,,,,,,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,True,,,
1642348,1610612755,Justin Edwards,Justin Edwards,1642348,PHI,2248.4,37,-33,71,71,4,11,9,142,2.0,3.0,1.0,2.0,,1.0,,3.0,1.0,1.0,,,,2.0,3.0,,3.0,7.0,2.0,3.0,2.0,14.0,102,1.0,2.0,,,2.0,,1.0,,,,2.0,4.0,6.0,2.0,3.0,2.0,,1.0,,1.0,,,,2.0,1.0,3.0,3.0,2.0,,5,4.0,9,1.0,,,,2.0,2.0,1.0,,3.0,,1.0,7.0,,,2.0,,3.0,1.0,2.0,,1.0,,,1.0,1.0,,4,,,0.3333333333333333,0.5,1.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.5,,0.6,0.5,,0.6363636363636364,0.5,,0.3,,,,,17.28395061728395,0.6666666666666666,,0.18181818181818182,0.10714285714285714,0.13043478260869565,0.07692307692307693,0.14705882352941177,0.0975609756097561,0.14285714285714285,0.15384615384615385,,0.125,,0.5,0.25,,0.13636363636363635,,0.2,1.0,0.3,0.6666666666666666,0.6666666666666666,,0.3,,,,0.1,1.0,1.0,,,,,0.3,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,,,1.0,,,0.6,0.6666666666666666,0.536435,0.5952999999999999,0.5895,0.18181818181818182,0.25,0.14285714285714285,,5.642857142857143,25.066666666666663,0.056338028169014086,,,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1642845,1610612755,VJ Edgecombe,VJ Edgecombe,1642845,PHI,19856.6,331,-25,640,645,105,120,73,1285,17.0,23.0,5.0,7.0,2.0,3.0,8.0,23.0,5.0,10.0,6.0,19.0,2.0,9.0,34.0,8.0,30.0,56.0,15.0,53.0,10.0,115.0,762,5.0,8.0,3.0,1.0,14.0,4.0,6.0,10.0,4.0,18.0,32.0,28.0,39.0,4.0,34.0,9.0,5.0,15.0,13.0,28.0,11.0,2.0,4.0,69.0,9.0,7.0,16.0,16.0,1.0,33,16.0,49,3.0,8.0,5.0,3.0,6.0,3.0,7.0,3.0,13.0,3.0,15.0,24.0,,1.0,13.0,4.0,12.0,2.0,6.0,1.0,4.0,3.0,1.0,4.0,2.0,16.0,102,1.0,,0.5333333333333333,0.5714285714285714,0.8666666666666667,0.2830188679245283,0.2830188679245283,0.5357142857142857,0.625,0.6666666666666666,0.481651376146789,0.5909090909090909,0.4375,0.5043859649122807,0.6363636363636364,0.5,0.48623853211009177,0.08928571428571429,0.08695652173913043,0.13043478260869565,,17.63888888888889,0.46153846153846156,0.0625,0.1111111111111111,0.0440251572327044,0.09302325581395349,0.06040268456375839,0.10126582278481013,0.05194805194805195,0.024390243902439025,0.05555555555555555,0.043478260869565216,0.045871559633027525,0.1,0.06382978723404255,0.10294117647058823,0.20689655172413793,0.08130081300813008,0.12244897959183673,0.05454545454545454,0.5,0.21100917431192662,0.7391304347826086,0.8095238095238095,0.6470588235294118,0.21100917431192662,0.34782608695652173,0.4,0.5,0.09174311926605505,0.5,0.5,0.1743119266055046,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.3119266055045872,0.2647058823529412,0.2647058823529412,0.8888888888888888,0.6363636363636364,0.7142857142857143,0.4,0.18181818181818182,0.1875,0.6666666666666666,0.5,0.6972477064220184,0.2647058823529412,0.5299266055045871,0.6217071428571428,0.47654687500000004,0.05309734513274336,0.1,0.12173913043478261,0.1565217391304348,7.207142857142857,25.23962264150943,0.1640625,,2.0,2.0,2.0,4.0,7.0,,,1.0,,,,,,,0.2,0.2,0.125,,0.25,,1.0,1.0,1.0,6.0,1.0,,0.3333333333333333,0.5,0.09090909090909091,,,,1.0,,,1.0,1.0,3.0,1.0,,,True,,,
203083,1610612755,Andre Drummond,Andre Drummond,203083,PHI,6979.9,116,-30,223,224,29,45,30,447,9.0,9.0,5.0,5.0,2.0,2.0,2.0,4.0,,,3.0,6.0,,,,,11.0,13.0,3.0,6.0,7.0,38.0,297,7.0,7.0,,,14.0,2.0,2.0,,6.0,10.0,10.0,12.0,9.0,12.0,,,2.0,2.0,4.0,6.0,2.0,2.0,,16.0,3.0,6.0,10.0,15.0,3.0,28,10.0,38,,4.0,2.0,2.0,3.0,3.0,3.0,,6.0,1.0,11.0,22.0,3.0,2.0,10.0,,10.0,,2.0,3.0,1.0,,1.0,1.0,1.0,10.0,29,,3.0,0.45454545454545453,1.0,1.0,0.5,0.5,0.8461538461538461,1.0,1.0,0.8157894736842105,1.0,1.0,0.7916666666666666,1.0,1.0,0.3157894736842105,0.15384615384615385,,0.5,,11.71875,0.5,0.75,0.375,0.1,0.1724137931034483,0.07142857142857142,0.25510204081632654,0.08823529411764706,0.23076923076923078,0.07142857142857142,0.05263157894736842,0.0967741935483871,,0.45454545454545453,0.35,0.3333333333333333,0.1794871794871795,0.15789473684210525,,1.0,0.47368421052631576,1.0,1.0,0.4444444444444444,0.21052631578947367,0.5,1.0,0.5,,,,0.3157894736842105,0.5,0.5,1.0,,,,,0.7142857142857143,1.0,,,1.0,1.0,,0.7894736842105263,,0.5777973684210527,0.5609333333333334,0.7382,0.09523809523809523,0.13333333333333333,0.3684210526315789,0.2631578947368421,2.1153846153846154,23.916666666666668,0.13004484304932734,,,,,1.0,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,0.2,True,,,
203954,1610612755,Joel Embiid,Joel Embiid,203954,PHI,11510.3,192,-29,377,377,69,82,30,754,13.0,20.0,1.0,1.0,3.0,4.0,10.0,22.0,19.0,37.0,,1.0,,4.0,22.0,3.0,42.0,79.0,4.0,23.0,41.0,137.0,453,3.0,6.0,,5.0,11.0,7.0,15.0,4.0,15.0,29.0,52.0,32.0,12.0,6.0,22.0,4.0,3.0,21.0,13.0,34.0,12.0,1.0,16.0,81.0,,4.0,21.0,16.0,2.0,39,4.0,43,2.0,1.0,,1.0,6.0,3.0,,3.0,6.0,1.0,5.0,12.0,3.0,,42.0,,48.0,3.0,17.0,7.0,4.0,,4.0,4.0,2.0,29.0,68,3.0,7.0,0.6190476190476191,0.6666666666666666,1.0,0.17391304347826086,0.17391304347826086,0.5316455696202531,0.5,0.4666666666666667,0.47058823529411764,0.5,0.3684210526315789,0.5524193548387096,0.6875,0.5178571428571429,0.22549019607843138,0.0379746835443038,0.1,0.045454545454545456,,31.862745098039216,1.0,0.13333333333333333,0.1927710843373494,0.04395604395604396,0.20388349514563106,,0.1989247311827957,0.022099447513812154,0.12,,0.037037037037037035,,,0.09523809523809523,0.2391304347826087,0.1875,0.2602739726027397,0.06666666666666667,0.03773584905660377,0.5,0.19607843137254902,0.65,0.7222222222222222,0.6923076923076923,0.21568627450980393,0.45454545454545453,0.47619047619047616,0.5,0.3627450980392157,0.5135135135135135,0.5135135135135135,0.00980392156862745,,,,0.21568627450980393,0.18181818181818182,0.18181818181818182,1.0,0.16666666666666666,1.0,,,0.21052631578947367,0.75,0.15789473684210525,0.4215686274509804,0.18181818181818182,0.4944237623762376,0.44684,0.5117342105263157,0.15384615384615385,0.1827956989247312,0.08029197080291971,0.2116788321167883,11.443037974683545,26.856521739130432,0.1830238726790451,,1.0,,,4.0,1.0,,,,8.0,,1.0,,,,,0.631578947368421,0.05263157894736842,,,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,True,,,
