EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PtsUnassisted3s,Fg3aBlocked,Charge Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,3pt And 1 Free Throw Trips,Travels,Corner3PctBlocked,on,Charge Fouls Drawn,Defensive 3 Seconds Violations
1627936,1610612760,Alex Caruso,Alex Caruso,1627936,OKC,7852.6,131,64,261,262,66,67,40,523,6.0,9.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,12.0,1.0,2.0,5.0,4.0,12.0,1.0,2.0,2.0,3.0,10.0,14.0,8.0,24,15.0,59,266,1.0,1.0,1.0,3.0,4.0,9.0,2.0,2.0,4.0,8.0,7.0,23.0,8.0,12.0,24.0,12.0,4.0,6.0,4.0,10.0,2.0,2.0,3.0,2.0,1.0,24.0,2.0,2.0,6.0,2.0,10.0,2.0,12.0,7.0,5.0,2.0,5.0,2.0,3.0,2.0,2.0,7.0,1.0,3.0,4.0,9.0,2.0,11.0,1.0,3.0,16.0,5.0,3.0,2.0,2.0,2.0,1.0,23.0,65,2.0,3.0,0.4,0.4,1.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.7142857142857143,1.0,1.0,0.5789473684210527,0.625,0.8,0.6413043478260869,0.75,0.8214285714285714,0.631578947368421,17.37704918032787,0.7142857142857143,0.2857142857142857,0.10344827586206896,0.029850746268656716,0.031746031746031744,0.06611570247933884,0.01639344262295082,0.043478260869565216,0.037037037037037035,0.038461538461538464,0.11538461538461539,0.3333333333333333,0.046511627906976744,0.5,0.23684210526315788,0.6666666666666666,0.6666666666666666,0.5,0.10526315789473684,0.75,0.75,0.3333333333333333,0.02631578947368421,1.0,1.0,0.3157894736842105,0.3333333333333333,0.3333333333333333,1.0,0.3157894736842105,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,0.5,1.0,0.1,1.0,0.5,0.4,0.3,0.6666666666666666,0.868421052631579,0.3333333333333333,0.5667723684210526,0.5031833333333333,0.5691400000000001,0.11627906976744186,0.2631578947368421,0.15254237288135594,0.3898305084745763,4.942857142857143,24.75,0.25287356321839083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628392,1610612760,Isaiah Hartenstein,Isaiah Hartenstein,1628392,OKC,21023.600000000002,350,53,693,695,130,112,109,1388,28.0,43.0,4.0,8.0,28.0,42.0,1.0,4.0,,,,,,,1.0,,,,1.0,57.0,89.0,,1,23.0,137,789,10.0,19.0,,,11.0,31.0,8.0,13.0,,1.0,9.0,25.0,96.0,18.0,,1.0,,25.0,14.0,39.0,10.0,4.0,15.0,8.0,2.0,92.0,30.0,41.0,32.0,2.0,75.0,50.0,125.0,12.0,9.0,3.0,15.0,1.0,12.0,11.0,3.0,26.0,6.0,2.0,16.0,48.0,15.0,31.0,12.0,2.0,30.0,13.0,3.0,10.0,7.0,10.0,6.0,25.0,129,4.0,3.0,0.8421052631578947,0.9795918367346939,,,,,,0.6404494382022472,0.5263157894736842,0.6153846153846154,0.6333333333333333,0.5263157894736842,0.5714285714285714,0.6586538461538461,0.5740740740740741,0.625,0.011111111111111112,15.91187270501836,0.5769230769230769,0.16666666666666666,0.20253164556962025,0.1694915254237288,0.23837209302325582,0.22121212121212122,0.14814814814814814,0.24,0.16455696202531644,0.15942028985507245,0.27692307692307694,0.125,0.25984251968503935,0.6,0.4777777777777778,0.6511627906976745,0.7777777777777778,0.7142857142857143,0.4666666666666667,0.6666666666666666,0.6829268292682927,0.9642857142857143,0.044444444444444446,0.25,0.3333333333333333,,,,,0.011111111111111112,,,,,,,,0.5714285714285714,0.5,,,0.07142857142857142,,0.4888888888888889,,0.5403222222222223,0.5499687500000001,0.5324428571428571,0.12871287128712872,0.13,0.22627737226277372,0.18248175182481752,5.9955056179775275,26.6,0.18759018759018758,7.0,16.0,16.0,9.0,18.0,2.0,4.0,2.0,1.0,5.0,2.0,3.0,0.10112359550561797,0.16279069767441862,0.023809523809523808,0.25,0.18181818181818182,0.12244897959183673,0.10416666666666667,0.11428571428571428,0.14285714285714285,0.17777777777777778,0.16666666666666666,1.0,0.8421052631578947,0.4375,,,,,,,,,,,,,,,,,,,,True,,
1628983,1610612760,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,OKC,14889.2,248,4,500,499,117,92,76,999,11.0,20.0,2.0,4.0,24.0,36.0,13.0,44.0,,2.0,,,,7.0,22.0,1.0,5.0,3.0,11.0,48.0,100.0,7.0,24,50.0,167,598,4.0,8.0,1.0,5.0,5.0,16.0,8.0,22.0,3.0,11.0,24.0,49.0,30.0,66.0,12.0,22.0,7.0,31.0,21.0,52.0,12.0,9.0,17.0,14.0,,125.0,1.0,9.0,7.0,1.0,17.0,2.0,19.0,11.0,5.0,6.0,12.0,3.0,7.0,10.0,5.0,22.0,,7.0,8.0,18.0,,48.0,2.0,2.0,54.0,17.0,10.0,4.0,3.0,4.0,3.0,47.0,116,,9.0,0.3125,0.3191489361702128,0.5714285714285714,0.2916666666666667,0.2,0.2727272727272727,0.2916666666666667,0.48,0.5,0.36363636363636365,0.4717741935483871,0.4230769230769231,0.3787878787878788,0.5612244897959183,0.5333333333333333,0.5333333333333333,0.1935483870967742,29.037800687285223,0.5454545454545454,0.125,0.0603448275862069,0.00819672131147541,0.06976744186046512,0.0653061224489796,0.008968609865470852,,0.02127659574468085,0.08333333333333333,0.04081632653061224,0.05263157894736842,0.05154639175257732,0.75,0.16129032258064516,0.55,0.6111111111111112,0.6363636363636364,0.2903225806451613,0.6666666666666666,0.6857142857142857,0.20833333333333334,0.3548387096774194,0.29545454545454547,0.3170731707317073,0.016129032258064516,,,,0.1774193548387097,0.3181818181818182,0.3333333333333333,0.5714285714285714,,0.38461538461538464,0.2,1.0,0.12121212121212122,0.5,,,0.3333333333333333,0.2727272727272727,0.3548387096774194,0.3181818181818182,0.5034270161290323,0.566375,0.5007787878787878,0.13138686131386862,0.15178571428571427,0.09580838323353294,0.2934131736526946,11.817,26.012500000000003,0.234,3.0,3.0,2.0,6.0,1.0,,1.0,2.0,,3.0,5.0,1.0,0.06,0.1,0.027777777777777776,0.06818181818181818,,0.009900990099009901,,0.014925373134328358,,0.125,0.016129032258064516,0.23076923076923078,0.23076923076923078,1.0,9.0,1.0,1.0,2.0,1.0,0.041666666666666664,0.045454545454545456,1.0,0.04,,,,,,,,,,,True,,
1629026,1610612760,Kenrich Williams,Kenrich Williams,1629026,OKC,791.5,13,5,27,26,13,7,7,53,1.0,1.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2,,8,28,1.0,1.0,2.0,2.0,,8.0,,,1.0,1.0,,3.0,,2.0,6.0,2.0,2.0,,,,,,,,,,,1.0,2.0,,3.0,1.0,4.0,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,3.0,13,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.3333333333333333,1.3333333333333333,1.5,1.3333333333333333,1.3333333333333333,1.5,0.6666666666666666,8.571428571428571,,,0.3333333333333333,,0.14285714285714285,0.23076923076923078,0.06666666666666667,,,0.5,0.3333333333333333,,0.25,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,1.0,,0.6666666666666666,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.6187999999999999,0.5508,0.53925,,,1.0,0.375,,26.45,0.48148148148148145,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,0.14285714285714285,,0.16666666666666666,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,True,,
1641717,1610612760,Cason Wallace,Cason Wallace,1641717,OKC,9584.5,160,19,319,319,87,74,60,638,2.0,8.0,1.0,2.0,,3.0,,,5.0,11.0,3.0,1.0,1.0,4.0,15.0,1.0,3.0,1.0,3.0,2.0,11.0,9.0,26,6.0,37,348,1.0,2.0,3.0,6.0,,11.0,1.0,3.0,2.0,4.0,4.0,12.0,4.0,,27.0,15.0,4.0,12.0,8.0,20.0,6.0,2.0,3.0,9.0,,48.0,3.0,11.0,2.0,,13.0,9.0,22.0,15.0,4.0,11.0,1.0,2.0,1.0,4.0,,5.0,,,4.0,7.0,,6.0,1.0,1.0,6.0,2.0,1.0,2.0,,3.0,3.0,12.0,87,,1.0,1.0,1.0,1.0,0.34615384615384615,0.5,0.5,0.34615384615384615,0.18181818181818182,0.5,0.3333333333333333,0.4189189189189189,0.6875,0.5714285714285714,0.4625,0.6875,0.6666666666666666,0.7027027027027027,11.597938144329897,0.2,,0.02564102564102564,0.03333333333333333,0.12790697674418605,0.07926829268292683,0.05389221556886228,,0.044444444444444446,,0.03125,0.09090909090909091,0.13636363636363635,1.0,0.21621621621621623,0.25,0.2857142857142857,1.0,0.08108108108108109,,,,,,,0.2972972972972973,0.45454545454545453,0.45454545454545453,1.0,0.40540540540540543,0.26666666666666666,0.26666666666666666,1.0,0.375,0.375,0.3333333333333333,1.0,0.2857142857142857,0.5,0.14285714285714285,1.0,0.42857142857142855,0.3333333333333333,0.918918918918919,0.26666666666666666,0.5725067567567568,0.5482750000000001,0.5963428571428572,0.05128205128205128,0.15384615384615385,0.2972972972972973,0.32432432432432434,3.1545454545454543,24.861538461538462,0.2727272727272727,1.0,2.0,,3.0,6.0,,1.0,1.0,,1.0,,1.0,0.2727272727272727,0.125,0.6666666666666666,,,0.07792207792207792,0.047619047619047616,0.08333333333333333,0.058823529411764705,0.1,0.043478260869565216,,0.25,0.5,,,,,,,,1.0,,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,True,,
1642272,1610612760,Jared McCain,Jared McCain,1642272,OKC,7612.799999999999,127,48,250,247,38,39,43,497,8.0,16.0,1.0,1.0,7.0,12.0,2.0,6.0,5.0,8.0,1.0,,,13.0,31.0,3.0,4.0,2.0,3.0,17.0,34.0,18.0,39,4.0,92,257,1.0,1.0,4.0,5.0,,14.0,1.0,1.0,2.0,3.0,3.0,11.0,12.0,22.0,48.0,31.0,13.0,6.0,,6.0,,,2.0,3.0,1.0,12.0,,5.0,5.0,1.0,11.0,5.0,16.0,1.0,,1.0,4.0,,3.0,3.0,1.0,7.0,2.0,,3.0,12.0,,7.0,1.0,,6.0,2.0,2.0,,,,,11.0,38,,1.0,0.35294117647058826,0.35294117647058826,0.8888888888888888,0.46153846153846156,0.8,0.6666666666666666,0.46153846153846156,0.5,1.0,1.0,0.6027397260273972,1.1666666666666667,1.0,0.6133333333333333,1.1666666666666667,0.9166666666666666,0.5342465753424658,27.333333333333332,0.5714285714285714,0.2,0.10416666666666667,,0.07575757575757576,0.08771929824561403,0.03875968992248062,,,0.13043478260869565,0.047619047619047616,0.25,0.0851063829787234,,0.2191780821917808,0.5,0.6666666666666666,0.375,0.1643835616438356,0.5833333333333334,0.5833333333333334,0.42857142857142855,0.0821917808219178,0.3333333333333333,0.3333333333333333,0.1095890410958904,0.625,0.625,1.0,0.4246575342465753,0.41935483870967744,0.41935483870967744,0.8461538461538461,0.16666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.25,1.0,,,0.75,0.6666666666666666,0.7534246575342466,0.41935483870967744,0.5338335616438357,0.48414999999999997,0.5561375,0.0273972602739726,0.058823529411764705,0.15217391304347827,0.11956521739130435,7.123529411764705,25.60512820512821,0.152,,,,4.0,5.0,,2.0,,1.0,2.0,2.0,,0.11764705882352941,0.25,,,,0.08333333333333333,,0.08888888888888889,0.06666666666666667,0.05263157894736842,0.058823529411764705,,,,6.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,True,,
1629652,1610612760,Luguentz Dort,Luguentz Dort,1629652,OKC,11257.1,188,-8,362,373,53,46,52,735,2.0,3.0,1.0,1.0,5.0,6.0,,,3.0,11.0,1.0,,1.0,10.0,25.0,3.0,5.0,2.0,3.0,7.0,9.0,13.0,36,1.0,54,456,1.0,1.0,3.0,6.0,,11.0,1.0,2.0,2.0,4.0,,8.0,10.0,4.0,39.0,25.0,10.0,8.0,1.0,9.0,1.0,,3.0,5.0,,19.0,3.0,10.0,4.0,,14.0,7.0,21.0,2.0,2.0,,3.0,2.0,,3.0,3.0,6.0,2.0,,12.0,24.0,1.0,7.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,8.0,52,1.0,,0.7142857142857143,0.8333333333333334,1.0,0.3611111111111111,0.5,0.5,0.3611111111111111,0.7777777777777778,1.0,0.5,0.5888888888888889,0.7857142857142857,0.6666666666666666,0.5869565217391305,0.7857142857142857,0.6666666666666666,0.8,12.351543942992874,0.5,,0.05063291139240506,0.03529411764705882,0.10416666666666667,0.08,0.045454545454545456,0.08695652173913043,0.02702702702702703,,0.06666666666666667,0.11764705882352941,0.10810810810810811,1.0,0.06666666666666667,0.6666666666666666,0.6666666666666666,0.5,0.13333333333333333,0.8333333333333334,0.8333333333333334,0.8,,,,0.24444444444444444,0.2727272727272727,0.2727272727272727,1.0,0.5555555555555556,0.4,0.4,1.0,0.14285714285714285,0.7142857142857143,0.6,1.0,0.16666666666666666,1.0,0.16666666666666666,,0.5,0.6666666666666666,0.8666666666666667,0.4,0.5553600000000001,0.58768,0.5873166666666666,0.021739130434782608,0.1,0.2037037037037037,0.14814814814814814,7.8999999999999995,25.397222222222226,0.1464088397790055,1.0,1.0,2.0,,4.0,,,,,1.0,,,,,,,,0.057971014492753624,,0.0851063829787234,,0.09090909090909091,,,0.14285714285714285,1.0,,,,,,,,,,,,,,,,1.0,,,,True,,
1642349,1610612760,Ajay Mitchell,Ajay Mitchell,1642349,OKC,11051.6,184,81,357,355,51,47,44,712,15.0,20.0,,2.0,17.0,41.0,5.0,10.0,2.0,7.0,,1.0,2.0,7.0,21.0,1.0,4.0,2.0,3.0,37.0,71.0,9.0,28,15.0,116,386,5.0,5.0,1.0,4.0,,13.0,2.0,8.0,3.0,5.0,6.0,19.0,18.0,56.0,18.0,21.0,7.0,19.0,15.0,34.0,11.0,4.0,13.0,5.0,1.0,83.0,2.0,8.0,7.0,,15.0,6.0,21.0,11.0,8.0,3.0,7.0,1.0,2.0,2.0,5.0,9.0,1.0,2.0,6.0,9.0,,22.0,1.0,4.0,16.0,9.0,,1.0,1.0,1.0,1.0,19.0,50,1.0,,0.24324324324324326,0.24324324324324326,0.6666666666666666,0.32142857142857145,0.25,0.6,0.32142857142857145,0.5211267605633803,1.0,0.25,0.51010101010101,0.7222222222222222,0.5,0.5523809523809524,0.7222222222222222,0.59375,0.2828282828282828,27.66990291262136,0.7777777777777778,,0.08641975308641975,0.02631578947368421,0.10256410256410256,0.09433962264150944,0.034013605442176874,,0.02631578947368421,0.08571428571428572,0.06060606060606061,0.15384615384615385,0.10344827586206896,1.0,0.20202020202020202,0.75,0.75,0.2,0.41414141414141414,0.4146341463414634,0.4358974358974359,0.35294117647058826,0.10101010101010101,0.5,0.5555555555555556,0.0707070707070707,0.2857142857142857,0.2857142857142857,1.0,0.21212121212121213,0.3333333333333333,0.3333333333333333,0.5714285714285714,,0.4444444444444444,0.25,1.0,0.15384615384615385,,0.15384615384615385,0.5,0.23076923076923078,0.6666666666666666,0.48484848484848486,0.3333333333333333,0.5049484848484846,0.5444916666666666,0.467076923076923,0.09523809523809523,0.11688311688311688,0.11206896551724138,0.16379310344827586,7.621126760563381,25.80714285714286,0.14285714285714285,3.0,3.0,,3.0,3.0,1.0,,1.0,,,3.0,,0.04225352112676056,,0.04878048780487805,0.1,0.14285714285714285,0.04225352112676056,0.045454545454545456,0.058823529411764705,,0.1,,,0.3333333333333333,1.0,9.0,,,,1.0,,,,0.03571428571428571,,,,,,,,1.0,,,True,,
1630198,1610612760,Isaiah Joe,Isaiah Joe,1630198,OKC,3137.0,52,-11,106,106,19,28,21,212,,,,,,1.0,1.0,2.0,1.0,3.0,1.0,,,5.0,16.0,1.0,4.0,2.0,3.0,1.0,3.0,6.0,19,,20,130,,1.0,1.0,5.0,,3.0,1.0,2.0,2.0,3.0,,8.0,2.0,,18.0,16.0,5.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,14.0,1.0,3.0,1.0,1.0,5.0,1.0,6.0,3.0,1.0,2.0,2.0,,,1.0,2.0,3.0,,,4.0,8.0,,1.0,,,,,,,,,,8.0,19,1.0,,1.0,1.0,1.0,0.3157894736842105,0.2,0.6666666666666666,0.3157894736842105,0.3333333333333333,,0.5,0.45454545454545453,0.25,0.8,0.45454545454545453,0.25,0.8,0.8636363636363636,18.939393939393938,0.6666666666666666,0.25,0.037037037037037035,0.02857142857142857,0.17647058823529413,0.09090909090909091,0.015384615384615385,,0.047619047619047616,0.08333333333333333,,,0.2,,,,,,0.045454545454545456,,,,0.09090909090909091,0.5,0.5,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.7272727272727273,0.3125,0.3125,1.0,0.16666666666666666,0.6666666666666666,0.25,1.0,,,,,0.6,0.6666666666666666,0.8636363636363636,0.3125,0.5391522727272727,0.4582,0.51307,,,0.15,0.4,16.766666666666666,25.926315789473684,0.1792452830188679,,,,,,,,,,1.0,,,,,,,,,,,,0.14285714285714285,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,
1630598,1610612760,Aaron Wiggins,Aaron Wiggins,1630598,OKC,820.0999999999999,14,-5,28,27,2,3,4,55,,,,,,,2.0,4.0,,1.0,,,,,1.0,,,,,2.0,4.0,,2,,4,30,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,2,,,0.5,0.5,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,22.580645161290324,1.0,,0.2,,,0.09090909090909091,,,,,0.3333333333333333,,,1.0,,,,,,,,,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,,,,,,0.3333333333333333,,0.4849833333333333,,,,,,,16.450000000000003,24.3,0.07142857142857142,,,,1.0,,,,,,,,1.0,0.25,,,0.25,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,True,,
