EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,Usage,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,OffThreePtRebounds,OffRebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,TsPct,SecondChanceTsPct,PenaltyTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,FTDefRebounds,ShootingFouls,Fouls,DefFTReboundPct,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,on,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyArc3FGM,PtsUnassisted3s,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,LongMidRangePctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Charge Fouls Drawn,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,BlockedCorner3,OffFTReboundPct,Charge Fouls,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Travels,OffensiveGoaltends,SecondChanceCorner3PctAssisted
1630570,1610612755,Trendon Watford,Trendon Watford,1630570,PHI,166.0,3,-3,5,5,5,5,1.0,10,5,1.0,1.0,1.0,5,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631133,1610612755,Jabari Walker,Jabari Walker,1631133,PHI,93.0,2,1,3,2,3,2,1.0,5,1,,,,3,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,50.0,1.0,1.0,1.0,0.492075,0.492075,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631207,1610612755,Dalen Terry,Dalen Terry,1631207,PHI,166.0,3,-3,5,5,5,5,1.0,10,5,,,,5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631230,1610612755,Dominick Barlow,Dominick Barlow,1631230,PHI,93.0,2,1,3,2,3,2,1.0,5,1,,,1.0,3,,,,1.0,,,,,,,25.0,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200768,1610612755,Kyle Lowry,Kyle Lowry,200768,PHI,166.0,3,-3,5,5,5,5,1.0,10,5,,1.0,1.0,5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641737,1610612755,Adem Bona,Adem Bona,1641737,PHI,73.0,1,-4,2,3,2,3,,5,4,,,,2,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642348,1610612755,Justin Edwards,Justin Edwards,1642348,PHI,73.0,1,-4,2,3,2,3,,5,4,,,,2,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,0.3447,0.3447,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626162,1610612755,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,PHI,21828.0,364,-81,714,722,145,175,81.0,1436,886,19.0,52.0,64.0,142,0.09844559585492228,0.12727272727272726,0.10344827586206896,0.2030812324929972,18.0,2.0,39.0,3.0,18.0,0.36792452830188677,15.527950310559005,0.16981132075471697,0.13333333333333333,0.7735849056603774,0.5669240566037735,0.5933133333333334,24.676923076923078,22.0,128.0,2.0,18.0,4.0,23.0,5.0,12.0,30.0,27.0,13.0,23.0,0.5423728813559322,0.5,0.6764705882352942,0.03067484662576687,0.034782608695652174,0.031007751937984496,0.11304347826086956,0.17105263157894737,0.140625,0.1796875,10.0,13.0,28.0,0.45454545454545453,5.0,3.0,8.0,3.0,0.625,False,28.0,43.0,6.0,8.0,7.0,10.0,9.0,22.0,1.0,2.0,7.0,21.0,1.0,1.0,1.0,3.0,1.0,38.0,67.0,10.0,8.0,15.0,2.0,8.0,12.0,1.0,50.0,26.0,30.0,14.0,3.0,8.0,6.0,6.0,12.0,2.0,4.0,5.0,1.0,30.0,7.0,23.0,1.0,5.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,14.0,4.0,3.0,5.0,4.0,1.0,5.0,5.0,1.0,2.0,0.6578947368421053,0.8064516129032258,1.0,0.2564102564102564,0.3333333333333333,0.2564102564102564,0.5671641791044776,0.5333333333333333,0.6666666666666666,0.5,0.47058823529411764,0.6333333333333333,0.11940298507462686,0.06976744186046512,0.18181818181818182,0.5,0.1678832116788321,0.038461538461538464,0.03389830508474576,0.04225352112676056,0.038461538461538464,0.029411764705882353,0.14583333333333334,0.140625,0.28,0.08333333333333333,0.02,1.0,0.4056603773584906,0.6511627906976745,0.7,0.7142857142857143,0.20754716981132076,0.4090909090909091,0.5,0.5555555555555556,0.018867924528301886,0.5,1.0,0.19811320754716982,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,1.0,0.47058823529411764,0.75,0.16666666666666666,0.058823529411764705,0.058823529411764705,0.6666666666666666,0.7,0.06666666666666667,1.0,0.16666666666666666,0.5295066666666667,4.199999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629656,1610612755,Quentin Grimes,Quentin Grimes,1629656,PHI,14577.500000000002,243,-69,469,469,97,149,47.0,938,584,20.0,28.0,30.0,97,0.15625,0.12272727272727273,0.1523809523809524,0.2068230277185501,27.0,7.0,35.0,9.0,27.0,0.603448275862069,13.62763915547025,0.46551724137931033,0.4375,0.8275862068965517,0.5540948275862069,0.55509375,25.634285714285713,14.0,74.0,,2.0,2.0,18.0,1.0,2.0,11.0,16.0,5.0,18.0,0.5692307692307692,0.3333333333333333,0.5294117647058824,0.011235955056179775,0.0091324200913242,0.0136986301369863,0.109375,0.17857142857142858,0.02702702702702703,0.24324324324324326,1.0,5.0,21.0,0.05263157894736842,2.0,,6.0,1.0,0.3333333333333333,False,7.0,13.0,1.0,2.0,2.0,4.0,,7.0,2.0,3.0,4.0,8.0,1.0,2.0,2.0,10.0,,9.0,23.0,14.0,1.0,2.0,1.0,2.0,7.0,4.0,14.0,4.0,39.0,,10.0,3.0,16.0,9.0,25.0,5.0,4.0,9.0,4.0,59.0,1.0,7.0,,3.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,,1.0,,1.0,4.0,,3.0,5.0,1.0,5.0,1.0,0.7777777777777778,0.7777777777777778,0.9285714285714286,0.4,0.4444444444444444,0.4,0.391304347826087,0.5,0.2857142857142857,0.5172413793103449,0.3333333333333333,0.5,0.13043478260869565,0.15384615384615385,0.14285714285714285,,0.07608695652173914,0.007692307692307693,,,0.027777777777777776,,0.1111111111111111,0.0625,0.058823529411764705,0.17391304347826086,,0.2,0.22413793103448276,0.5384615384615384,0.6363636363636364,0.7142857142857143,0.1206896551724138,,,,0.05172413793103448,0.6666666666666666,0.6666666666666666,0.13793103448275862,0.5,0.5,1.0,0.37037037037037035,0.37037037037037035,0.9,0.6666666666666666,0.5,1.0,0.3333333333333333,,0.25,0.5,0.125,1.0,0.37037037037037035,0.58875,6.082608695652173,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.05555555555555555,,,,,,,,,,,,,,,,,,,,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,26229.3,437,-86,847,850,157,216,96.0,1697,1037,23.0,40.0,44.0,154,0.09913793103448276,0.09900990099009901,0.09248554913294797,0.18536009445100354,71.0,13.0,74.0,13.0,71.0,0.35071090047393366,26.65267576075551,0.33649289099526064,0.29545454545454547,0.6113744075829384,0.5265800947867298,0.5071284090909091,26.670270270270272,43.0,261.0,2.0,12.0,24.0,61.0,1.0,4.0,40.0,48.0,20.0,57.0,0.5584415584415584,0.3157894736842105,0.5267857142857143,0.005235602094240838,0.00966183574879227,0.006493506493506494,0.08849557522123894,0.13157894736842105,0.04597701149425287,0.23371647509578544,,10.0,22.0,,13.0,5.0,23.0,7.0,0.5652173913043478,False,36.0,55.0,1.0,6.0,7.0,12.0,21.0,50.0,13.0,32.0,1.0,3.0,2.0,,,25.0,4.0,70.0,137.0,26.0,2.0,11.0,6.0,14.0,31.0,3.0,42.0,98.0,33.0,,25.0,11.0,40.0,25.0,65.0,17.0,8.0,20.0,9.0,155.0,3.0,17.0,2.0,9.0,4.0,5.0,8.0,10.0,1.0,2.0,1.0,2.0,1.0,5.0,5.0,3.0,1.0,2.0,4.0,2.0,1.0,3.0,0.3,0.3,0.4230769230769231,0.35135135135135137,0.23076923076923078,0.35135135135135137,0.5109489051094891,0.18181818181818182,0.45161290322580644,0.5165876777251185,0.29411764705882354,0.42045454545454547,0.08029197080291971,0.12727272727272726,0.06,0.03125,0.09883720930232558,0.013452914798206279,,0.020833333333333332,0.01639344262295082,,0.125,0.08333333333333333,0.09375,0.11864406779661017,0.019801980198019802,0.5,0.26066350710900477,0.6545454545454545,0.75,0.3611111111111111,0.23696682464454977,0.42,0.44680851063829785,0.2857142857142857,0.15165876777251186,0.40625,0.41935483870967744,0.014218009478672985,0.3333333333333333,0.3333333333333333,,0.352112676056338,0.352112676056338,0.44,0.35294117647058826,0.16666666666666666,1.0,0.11764705882352941,0.23529411764705882,0.2727272727272727,0.5833333333333334,,,0.352112676056338,0.4892875,7.932116788321168,3.0,45.0,11.0,3.0,,1.0,,,1.0,1.0,,0.15384615384615385,0.23076923076923078,,1.0,1.0,2.0,1.0,3.0,0.3333333333333333,0.5,0.25,1.0,,,,,,,,,,,
