EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,Corner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,Travels,SecondChanceTurnovers,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,on,Blocked3s,BlockedCorner3
109,1610612747,Robert Horry,Robert Horry,109,LAL,18441.0,307,594,586,173,151,73,1180,11.0,18.0,3.0,5.0,2.0,4.0,8.0,12.0,8.0,20.0,6.0,2.0,1.0,2.0,28.0,4.0,2.0,9.0,27.0,50.0,2.0,34.0,5.0,65.0,618,4.0,6.0,6.0,8.0,5.0,12.0,2.0,10.0,5.0,21.0,36.0,18.0,3.0,3.0,8.0,28.0,2.0,1.0,18.0,8.0,26.0,6.0,2.0,7.0,6.0,5.0,60.0,2.0,17.0,1.0,5.0,42.0,1.0,48.0,20.0,68.0,2.0,10.0,7.0,3.0,8.0,3.0,5.0,5.0,3.0,13.0,4.0,12.0,27,2.0,2.0,9.0,1.0,2.0,3.0,6.0,6.0,6.0,5.0,21.0,173,3.0,0.6666666666666666,0.782608695652174,0.5,0.058823529411764705,0.2,0.058823529411764705,0.54,0.6666666666666666,0.4166666666666667,0.35714285714285715,0.3333333333333333,0.36363636363636365,0.3693181818181818,0.3333333333333333,0.40384615384615385,0.40476190476190477,0.02,0.05555555555555555,14.831130690161528,0.6153846153846154,0.07692307692307693,0.038461538461538464,0.1875,0.08095238095238096,0.10638297872340426,0.0273972602739726,0.17343173431734318,0.06713780918727916,0.05263157894736842,0.08235294117647059,0.10294117647058823,0.03773584905660377,0.19607843137254902,0.1566265060240964,0.2111111111111111,0.11428571428571428,0.08333333333333333,0.03773584905660377,0.8333333333333334,0.21428571428571427,0.6111111111111112,0.6470588235294118,0.7272727272727273,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,0.23809523809523808,0.4,0.4,0.75,0.07142857142857142,0.3333333333333333,0.07142857142857142,0.07142857142857142,0.5,0.4166666666666667,0.6,0.16666666666666666,0.3333333333333333,0.18181818181818182,0.5,0.045454545454545456,0.4090909090909091,0.2222222222222222,0.6190476190476191,0.07142857142857142,0.49556726190476186,0.579715,0.48007727272727263,0.023529411764705882,0.0392156862745098,0.12307692307692308,0.3230769230769231,9.73,25.097058823529412,0.29124579124579125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1904,1610612747,Devean George,Devean George,1904,LAL,15068.0,251,475,472,132,109,59,947,6.0,10.0,2.0,4.0,4.0,5.0,2.0,8.0,8.0,16.0,7.0,,4.0,4.0,13.0,,,2.0,16.0,34.0,7.0,20.0,6.0,59.0,496,3.0,7.0,,8.0,5.0,9.0,3.0,6.0,,19.0,26.0,6.0,21.0,,4.0,13.0,4.0,3.0,10.0,8.0,18.0,5.0,3.0,4.0,2.0,4.0,44.0,1.0,6.0,,6.0,22.0,2.0,30.0,7.0,37.0,1.0,8.0,4.0,4.0,4.0,2.0,2.0,6.0,2.0,10.0,5.0,5.0,19,,2.0,6.0,,3.0,,,,,,19.0,132,4.0,0.8125,0.9285714285714286,1.0,0.35,0.5,0.35,0.47058823529411764,0.42857142857142855,0.5555555555555556,0.49074074074074076,0.42857142857142855,0.6333333333333333,0.5175438596491229,0.5,0.6333333333333333,0.37037037037037035,0.08823529411764706,,12.248628884826326,0.4,0.16666666666666666,,0.11398963730569948,0.03488372093023256,0.15789473684210525,0.02127659574468085,0.12121212121212122,0.0319634703196347,0.02702702702702703,0.02702702702702703,0.04918032786885246,0.02702702702702703,0.13636363636363635,0.09090909090909091,0.12048192771084337,0.15384615384615385,0.16666666666666666,0.037037037037037035,,0.18518518518518517,0.6,0.6,0.6666666666666666,0.14814814814814814,0.25,0.3333333333333333,0.5,0.2962962962962963,0.5,0.5333333333333333,1.0,0.12962962962962962,0.24074074074074073,0.3076923076923077,0.3076923076923077,1.0,0.5714285714285714,0.5,,,0.3333333333333333,0.8,0.26666666666666666,0.13333333333333333,,0.5555555555555556,0.3076923076923077,0.48371320754716984,0.48810000000000003,0.4967071428571429,0.05263157894736842,0.08108108108108109,0.13559322033898305,0.3220338983050847,10.632352941176473,25.185000000000002,0.27789473684210525,20.0,3.0,3.0,2.0,1.0,3.0,0.25,0.0625,0.42857142857142855,0.42857142857142855,1.0,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,6176.0,103,208,203,81,64,26,411,7.0,12.0,3.0,3.0,2.0,6.0,,4.0,1.0,4.0,,,,,1.0,,,1.0,8.0,20.0,,1.0,3.0,19.0,236,3.0,4.0,,7.0,2.0,7.0,,1.0,,4.0,10.0,6.0,,,4.0,1.0,,3.0,7.0,2.0,9.0,,2.0,3.0,1.0,3.0,20.0,3.0,7.0,1.0,2.0,2.0,2.0,6.0,11.0,17.0,1.0,3.0,2.0,1.0,5.0,,4.0,2.0,1.0,7.0,4.0,6.0,20,2.0,2.0,11.0,1.0,4.0,2.0,,,,,4.0,81,4.0,0.625,0.8333333333333334,,,,,0.4,0.75,0.2857142857142857,0.38095238095238093,0.75,0.25,0.36538461538461536,0.5833333333333334,0.2222222222222222,0.047619047619047616,0.15,0.25,13.865546218487395,0.7142857142857143,0.25,0.07142857142857142,0.030303030303030304,0.08641975308641975,0.16666666666666666,0.16666666666666666,0.05128205128205128,0.10101010101010101,0.11764705882352941,0.11538461538461539,0.05263157894736842,0.07142857142857142,0.07142857142857142,0.041666666666666664,,0.1111111111111111,0.3333333333333333,0.1111111111111111,,0.5714285714285714,0.5833333333333334,0.7777777777777778,0.5714285714285714,0.19047619047619047,,,,0.19047619047619047,0.25,0.25,1.0,,0.047619047619047616,,,,0.75,1.0,,,0.75,0.3333333333333333,,0.125,,0.6190476190476191,,0.490005,0.4844,0.5153000000000001,0.16666666666666666,0.17391304347826086,0.3684210526315789,0.21052631578947367,5.195,39.1,0.3894230769230769,-40.0,,,1.0,,,,,,,,0.3333333333333333,,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,25509.0,425,826,815,259,226,106,1641,4.0,11.0,,1.0,1.0,4.0,6.0,11.0,14.0,33.0,17.0,3.0,7.0,18.0,30.0,4.0,2.0,6.0,24.0,55.0,29.0,47.0,18.0,153.0,889,2.0,3.0,7.0,21.0,9.0,17.0,5.0,13.0,11.0,44.0,18.0,30.0,72.0,15.0,,29.0,18.0,2.0,18.0,4.0,22.0,2.0,2.0,8.0,7.0,3.0,48.0,3.0,2.0,,5.0,25.0,1.0,31.0,5.0,36.0,2.0,18.0,8.0,10.0,8.0,3.0,6.0,10.0,2.0,18.0,5.0,15.0,39,,5.0,22.0,2.0,8.0,3.0,1.0,,1.0,1.0,44.0,259,7.0,0.375,0.375,0.8275862068965517,0.6170212765957447,0.38461538461538464,0.6304347826086957,0.43636363636363634,0.6666666666666666,0.5294117647058824,0.6617647058823529,0.95,0.55,0.6891891891891891,0.9545454545454546,0.6111111111111112,0.46078431372549017,0.03636363636363636,0.18181818181818182,13.593256059009484,0.4444444444444444,0.043478260869565216,,0.08223684210526316,0.006825938566552901,0.08196721311475409,0.03260869565217391,0.0821917808219178,0.012987012987012988,,,0.019801980198019802,0.043478260869565216,0.05714285714285714,0.08849557522123894,0.09090909090909091,0.06521739130434782,0.13333333333333333,0.044444444444444446,1.0,0.10784313725490197,0.36363636363636365,0.4444444444444444,0.25,0.10784313725490197,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.3235294117647059,0.42424242424242425,0.42424242424242425,0.42857142857142855,0.16666666666666666,0.29411764705882354,0.6,0.6,0.8333333333333334,0.1,,0.3,0.4,0.13333333333333333,0.25,0.23333333333333334,0.2,0.3333333333333333,0.5686274509803921,0.6206896551724138,0.49340000000000006,0.56735,0.47956071428571434,0.08333333333333333,0.13114754098360656,0.13725490196078433,0.2875816993464052,12.901818181818182,25.03191489361702,0.3135593220338983,-12.0,11.0,3.0,2.0,,2.0,,,0.6470588235294118,0.6470588235294118,0.8181818181818182,,0.42857142857142855,,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.6666666666666666,0.5,1.0,0.02127659574468085,,,,,,,,,True,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,23904.0,398,771,762,241,206,98,1533,34.0,57.0,3.0,7.0,8.0,19.0,19.0,52.0,29.0,83.0,7.0,1.0,4.0,8.0,27.0,2.0,,6.0,82.0,192.0,12.0,34.0,65.0,265.0,838,8.0,19.0,3.0,26.0,19.0,57.0,1.0,10.0,27.0,68.0,54.0,110.0,21.0,15.0,2.0,26.0,8.0,17.0,38.0,12.0,50.0,9.0,3.0,25.0,10.0,3.0,112.0,3.0,9.0,,5.0,29.0,1.0,35.0,12.0,47.0,4.0,11.0,8.0,3.0,18.0,2.0,14.0,16.0,4.0,34.0,11.0,6.0,22,3.0,6.0,77.0,7.0,32.0,7.0,1.0,1.0,1.0,1.0,68.0,241,3.0,0.32926829268292684,0.3333333333333333,0.5833333333333334,0.35294117647058826,0.1,0.36363636363636365,0.4270833333333333,0.42105263157894735,0.3333333333333333,0.4424778761061947,0.4318181818181818,0.30597014925373134,0.5057915057915058,0.5208333333333334,0.41358024691358025,0.1504424778761062,0.08854166666666667,0.17543859649122806,33.10734463276836,0.5294117647058824,0.047619047619047616,,0.10320284697508897,0.03296703296703297,0.09090909090909091,0.03488372093023256,0.10119047619047619,0.033426183844011144,0.04225352112676056,0.04672897196261682,0.010526315789473684,0.047619047619047616,0.1111111111111111,0.07547169811320754,0.125,0.0975609756097561,0.07142857142857142,0.03669724770642202,1.0,0.252212389380531,0.5964912280701754,0.723404255319149,0.35294117647058826,0.23008849557522124,0.36538461538461536,0.41304347826086957,0.3157894736842105,0.3672566371681416,0.3493975903614458,0.35365853658536583,0.3103448275862069,0.030973451327433628,0.11946902654867257,0.2962962962962963,0.32,0.5,0.3181818181818182,0.42857142857142855,0.045454545454545456,0.09090909090909091,0.2835820895522388,0.42105263157894735,0.05970149253731343,0.08955223880597014,,0.4026548672566372,0.3076923076923077,0.4622399999999999,0.44814666666666664,0.4754818181818183,0.13095238095238096,0.14746543778801843,0.09811320754716982,0.25660377358490566,10.450520833333334,26.082352941176474,0.3125810635538262,-10.0,4.0,1.0,7.0,1.0,,0.11538461538461539,0.012048192771084338,0.5714285714285714,0.6666666666666666,0.75,1.0,0.25,,1.0,,1.0,1.0,4.0,,3.0,1.0,,0.3333333333333333,1.0,,,,0.02857142857142857,3.0,0.08823529411764706,0.14285714285714285,0.07407407407407407,,,,,True,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,1145.0,19,37,36,19,29,5,73,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,3.0,4.0,,,,,,,,,5.0,8.0,,,1.0,11.0,36,2.0,2.0,,4.0,3.0,6.0,,,,6.0,6.0,4.0,,,2.0,,,,,,,,,,,,,1.0,1.0,,2.0,1.0,,3.0,2.0,5.0,,,,,,,,,,,,2.0,3,,,2.0,,1.0,,,,,,6.0,19,1.0,0.6,0.75,,,,,0.625,1.0,0.5,0.625,1.0,0.5,0.6111111111111112,1.0,0.5,,,,20.930232558139537,,,,0.06666666666666667,0.125,0.5,0.3333333333333333,0.15789473684210525,0.18181818181818182,0.3333333333333333,,,,,0.16666666666666666,,0.5,,,,0.25,1.0,1.0,0.5,0.25,,,,0.5,0.75,0.75,0.6666666666666666,,,,,,1.0,1.0,,,0.3333333333333333,1.0,,,,0.25,,0.439,0.6404,0.4577,0.1111111111111111,0.1111111111111111,0.36363636363636365,0.5454545454545454,11.149999999999999,,0.5135135135135135,12.0,,,,,,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,6586.0,110,218,213,68,64,26,431,4.0,4.0,,,1.0,1.0,1.0,6.0,,,1.0,,,3.0,11.0,,3.0,7.0,5.0,10.0,3.0,12.0,,19.0,241,,,,,1.0,2.0,3.0,7.0,,11.0,,10.0,9.0,,,11.0,3.0,,10.0,2.0,12.0,2.0,,3.0,3.0,4.0,26.0,,1.0,,3.0,16.0,1.0,20.0,1.0,21.0,,2.0,,2.0,5.0,,3.0,,2.0,5.0,3.0,7.0,10,1.0,,,,,,1.0,,1.0,1.0,11.0,68,,,,1.0,0.25,0.42857142857142855,0.25,0.5,,0.5,0.4318181818181818,,0.6111111111111112,0.4318181818181818,,0.6111111111111112,0.5454545454545454,,,11.065573770491804,1.0,0.16666666666666666,,0.21052631578947367,0.014285714285714285,0.23076923076923078,,0.21348314606741572,0.010416666666666666,,,0.041666666666666664,,,0.3125,0.21428571428571427,0.3,,,1.0,0.18181818181818182,1.0,1.0,,0.2727272727272727,0.16666666666666666,0.16666666666666666,,,,,,0.045454545454545456,0.5,0.2727272727272727,0.2727272727272727,1.0,,,,,0.1111111111111111,1.0,,0.7777777777777778,0.42857142857142855,0.7272727272727273,0.2727272727272727,0.4819159090909091,,0.4459055555555556,,,,0.5789473684210527,4.86,25.766666666666666,0.3119266055045872,-26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,23066.0,384,743,732,220,184,99,1475,58.0,83.0,23.0,33.0,13.0,21.0,38.0,94.0,,2.0,,,,,,,,,96.0,179.0,,,56.0,248.0,799,23.0,36.0,,54.0,21.0,43.0,,,21.0,63.0,106.0,86.0,,,34.0,,,5.0,26.0,7.0,33.0,5.0,2.0,12.0,4.0,10.0,73.0,7.0,39.0,2.0,12.0,65.0,12.0,89.0,48.0,137.0,14.0,4.0,4.0,,10.0,,3.0,21.0,7.0,31.0,6.0,15.0,30,4.0,8.0,94.0,12.0,46.0,7.0,26.0,11.0,26.0,16.0,63.0,220,2.0,0.5520833333333334,0.6708860759493671,,,,,0.5363128491620112,0.6388888888888888,0.4883720930232558,0.5363128491620112,0.6388888888888888,0.4883720930232558,0.5636363636363636,0.627906976744186,0.5080645161290323,,0.027932960893854747,0.060240963855421686,29.322429906542055,0.3225806451612903,0.6666666666666666,0.05714285714285714,0.2313167259786477,0.1471698113207547,0.21818181818181817,0.08536585365853659,0.22916666666666666,0.13256484149855907,0.17647058823529413,0.17592592592592593,0.0898876404494382,0.11475409836065574,0.15873015873015872,0.3106796116504854,0.2,0.1951219512195122,0.2857142857142857,0.18181818181818182,0.6153846153846154,0.46368715083798884,0.6987951807228916,0.7435897435897436,0.5517241379310345,0.5251396648044693,0.40425531914893614,0.40425531914893614,0.5526315789473685,0.0111731843575419,,,,,,,,,0.9166666666666666,0.696969696969697,,,0.4883720930232558,0.6190476190476191,,,,0.46368715083798884,,0.4732620111731844,0.5458,0.4690023255813952,0.215962441314554,0.215962441314554,0.21774193548387097,0.2540322580645161,4.501675977653631,,0.2960969044414536,10.0,,,8.0,3.0,3.0,,,,,,0.17391304347826086,,,,,,,2.0,,,,13.0,,,,,,,,,,,2.0,2.0,6.0,1.0,True,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,4398.0,73,148,148,51,40,22,296,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,2.0,5.0,,3.0,3.0,4.0,,1.0,2.0,3.0,8.0,5.0,9.0,3.0,24.0,170,1.0,1.0,,4.0,1.0,2.0,2.0,5.0,3.0,11.0,2.0,4.0,15.0,,2.0,4.0,3.0,1.0,3.0,3.0,6.0,,3.0,1.0,1.0,1.0,15.0,1.0,1.0,,1.0,2.0,1.0,4.0,2.0,6.0,,1.0,,1.0,4.0,,4.0,,,4.0,,5.0,12,1.0,,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,11.0,51,3.0,0.3333333333333333,0.5,1.0,0.5555555555555556,0.4,0.5555555555555556,0.375,1.0,0.5,0.6176470588235294,1.0,0.5714285714285714,0.631578947368421,1.0,0.6111111111111112,0.5294117647058824,0.125,0.3333333333333333,13.372093023255815,1.0,0.25,,0.044444444444444446,0.016129032258064516,0.1111111111111111,0.0625,0.05555555555555555,0.02564102564102564,,0.043478260869565216,,,0.1111111111111111,,0.05555555555555555,0.1111111111111111,,,1.0,0.17647058823529413,0.6666666666666666,1.0,0.5,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.11764705882352941,,,,0.29411764705882354,0.23529411764705882,0.75,0.75,1.0,1.0,1.0,,,0.14285714285714285,1.0,0.42857142857142855,0.2857142857142857,0.5,0.7058823529411765,0.75,0.5183676470588235,,0.5258785714285714,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.4583333333333333,7.725,23.566666666666666,0.34459459459459457,-23.0,2.0,1.0,2.0,,,,,0.4,0.4,1.0,,0.3333333333333333,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,True,,
2416,1610612747,Kareem Rush,Kareem Rush,2416,LAL,1367.0,23,46,44,24,28,6,90,1.0,2.0,,,,,,1.0,1.0,3.0,,,,1.0,3.0,,1.0,2.0,2.0,6.0,1.0,3.0,2.0,9.0,44,,,,,1.0,1.0,1.0,2.0,2.0,7.0,4.0,,3.0,,,3.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,2.0,,,,,,2.0,2.0,1.0,,,,2.0,,2.0,,,2.0,,,1,,,2.0,,,1.0,,,,,7.0,24,,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,,1.0,0.3888888888888889,,0.8333333333333334,0.45,,0.875,0.3333333333333333,,,22.22222222222222,1.0,,,,0.14285714285714285,,,,0.1,0.4,,,,,,,,,0.2,,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.6666666666666666,0.5,0.5555555555555556,0.3333333333333333,0.4484722222222222,,0.4551166666666666,,,,0.7777777777777778,9.816666666666665,25.0,0.5217391304347826,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
