EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,BadPassSteals,LostBallTurnovers,2pt And 1 Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Corner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,ShortMidRangeAssists,SecondChanceTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,SelfOReb,BlockedLongMidRange,SelfORebPct,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceArc3Accuracy,LongMidRangePctBlocked,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,3SecondViolations,on,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,DefensiveGoaltends,Travels
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,5656.0,94,-22,179,179,60,51,16.0,358,4.0,9.0,2.0,5.0,2.0,2.0,1.0,7.0,4.0,1.0,1.0,4.0,11.0,1.0,4.0,7.0,18.0,4.0,15.0,9.0,35.0,201,2.0,4.0,9.0,5.0,5.0,13.0,6.0,8.0,12.0,1.0,10.0,4.0,2.0,1.0,5.0,2.0,7.0,2.0,3.0,2.0,16.0,1.0,1.0,3.0,4.0,1.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,13.0,1.0,10.0,4.0,1.0,13.0,60,3.0,0.42857142857142855,0.42857142857142855,1.0,0.26666666666666666,0.2857142857142857,0.3888888888888889,0.4444444444444444,0.3939393939393939,0.2857142857142857,0.4605263157894737,0.38235294117647056,0.45454545454545453,0.06666666666666667,0.1111111111111111,0.2222222222222222,0.09090909090909091,21.93877551020408,0.4,0.14285714285714285,0.05172413793103448,0.0625,0.05405405405405406,0.07692307692307693,0.05555555555555555,0.07692307692307693,0.2727272727272727,0.4444444444444444,0.5714285714285714,0.5,0.06060606060606061,1.0,1.0,0.21212121212121213,0.14285714285714285,0.14285714285714285,1.0,0.12121212121212122,0.3333333333333333,0.36363636363636365,0.4,1.0,0.5,0.5,0.35714285714285715,0.4,0.07142857142857142,0.2857142857142857,0.7272727272727273,0.4,0.47529374999999996,0.571125,0.46072692307692314,0.10810810810810811,0.18181818181818182,0.37142857142857144,8.505555555555556,26.653333333333332,0.33519553072625696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,6266.0,104,-17,193,197,61,53,19.0,390,5.0,5.0,2.0,2.0,2.0,3.0,,1.0,,,,,,,,7.0,9.0,,,8.0,22.0,206,,3.0,4.0,,3.0,9.0,8.0,6.0,,,,,,,1.0,1.0,2.0,,1.0,,5.0,,8.0,19.0,28.0,10.0,38.0,6.0,3.0,3.0,,,,3.0,1.0,6.0,7.0,,23.0,7.0,5.0,9.0,61,,0.5714285714285714,0.8,,,,0.7777777777777778,0.75,0.7777777777777778,0.75,0.55,0.4090909090909091,,,,,,10.7981220657277,1.0,,0.25,0.27586206896551724,0.2571428571428571,0.375,0.21951219512195122,0.2692307692307692,0.5555555555555556,1.0,1.0,0.6,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1111111111111111,,,,,,,,,,,0.5,1.0,,,0.5555555555555556,,0.5131000000000001,0.607,0.4917,0.4666666666666667,0.4666666666666667,0.4090909090909091,4.199999999999999,,0.3160621761658031,2.0,2.0,2.0,2.0,3.0,7.0,4.0,1.0,2.0,8.0,1.0,3.0,3.0,1.0,7.0,1.0,1.0,6.0,1.0,8.0,4.0,1.0,1.0,1.0,0.875,0.3333333333333333,0.14814814814814814,0.05714285714285714,0.11235955056179775,0.2857142857142857,0.125,0.0625,0.08333333333333333,0.09090909090909091,0.3333333333333333,0.5,0.5,1.0,1.0,0.3181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,3429.0,57,1,111,112,47,39,13.0,223,3.0,8.0,3.0,6.0,,3.0,3.0,4.0,2.0,1.0,,3.0,10.0,,5.0,6.0,15.0,4.0,12.0,18.0,42.0,119,1.0,5.0,8.0,5.0,12.0,25.0,2.0,10.0,,,10.0,3.0,4.0,,3.0,,3.0,,1.0,,6.0,,1.0,1.0,2.0,1.0,3.0,,,2.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,19.0,3.0,4.0,25.0,47,,0.16666666666666666,0.16666666666666666,,0.3333333333333333,0.3333333333333333,0.4,0.625,0.4444444444444444,0.5,0.5714285714285714,0.6578947368421053,0.4444444444444444,,0.26666666666666666,0.375,,30.952380952380953,0.5,,0.03225806451612903,0.05,0.0392156862745098,,0.0625,0.058823529411764705,0.2962962962962963,0.375,0.6,0.3333333333333333,0.1111111111111111,,,0.14814814814814814,0.75,0.75,,0.07407407407407407,0.37037037037037035,0.3,0.3,,0.5,,0.46153846153846156,0.5,,0.38461538461538464,0.7407407407407407,0.3,0.4810425925925926,0.678,0.486396153846154,0.12903225806451613,0.16666666666666666,0.5952380952380952,7.1466666666666665,25.616666666666664,0.42342342342342343,1.0,1.0,1.0,1.0,2.0,4.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,,1.0,0.5,0.6666666666666666,,0.034482758620689655,,0.02040816326530612,,0.0625,,,,,,,0.5,1.0,0.09523809523809523,1.0,1.0,1.0,12.0,2.0,1.0,2.0,1.0,0.2,0.3333333333333333,0.5,0.5,0.2,0.07692307692307693,,,,,,,,,,,,,,,,,,,True,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,6251.0,104,22,197,198,95,55,14.0,395,4.0,7.0,2.0,4.0,4.0,10.0,1.0,2.0,7.0,,2.0,4.0,11.0,,6.0,9.0,19.0,8.0,18.0,11.0,53.0,195,,4.0,8.0,8.0,6.0,23.0,8.0,10.0,24.0,,11.0,4.0,1.0,1.0,7.0,1.0,8.0,,5.0,1.0,17.0,,1.0,7.0,9.0,1.0,10.0,4.0,1.0,3.0,,2.0,1.0,4.0,1.0,4.0,7.0,,14.0,4.0,3.0,23.0,95,1.0,0.4444444444444444,0.5,1.0,0.4444444444444444,0.4444444444444444,0.47368421052631576,0.5,0.5675675675675675,0.53125,0.6022727272727273,0.575,0.4864864864864865,0.05555555555555555,0.05263157894736842,0.14285714285714285,0.09090909090909091,22.429906542056074,0.75,,0.0958904109589041,0.038461538461538464,0.08080808080808081,0.07692307692307693,0.1111111111111111,0.05,0.1891891891891892,0.5714285714285714,0.6666666666666666,0.5,0.2702702702702703,0.4,0.4,0.05405405405405406,0.5,0.5,1.0,0.1891891891891892,0.2972972972972973,0.36363636363636365,0.4,1.0,,,0.25,0.5,0.125,0.375,0.6756756756756757,0.36363636363636365,0.4731648648648649,0.6569,0.47729062499999997,0.0975609756097561,0.17391304347826086,0.4339622641509434,6.126315789473685,25.194444444444443,0.48223350253807107,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,,1.0,1.0,3.0,1.0,,3.0,,,1.0,,3.0,2.0,,1.0,1.0,1.0,0.5,0.0196078431372549,,0.011764705882352941,0.05263157894736842,,,,0.09090909090909091,,0.6666666666666666,0.25,1.0,1.0,0.03773584905660377,4.0,2.0,3.0,,1.0,,,,0.375,,0.5714285714285714,0.5714285714285714,0.3333333333333333,,1.0,1.0,2.0,0.05555555555555555,1.0,0.5,,,,,,,,,,,,,True,,,,
468,1610612765,Jon Barry,Jon Barry,468,DET,10319.0,172,-18,326,328,124,101,32.0,654,2.0,6.0,1.0,1.0,2.0,3.0,4.0,12.0,11.0,3.0,1.0,9.0,22.0,1.0,8.0,8.0,21.0,15.0,33.0,9.0,70.0,357,4.0,3.0,5.0,9.0,6.0,24.0,8.0,8.0,27.0,,22.0,9.0,,,14.0,6.0,20.0,3.0,11.0,1.0,46.0,,5.0,13.0,19.0,5.0,24.0,8.0,3.0,4.0,2.0,3.0,2.0,6.0,1.0,5.0,14.0,,9.0,3.0,1.0,24.0,124,2.0,0.5,0.5,0.6,0.45454545454545453,0.45454545454545453,0.38095238095238093,0.6,0.5648148148148148,0.6428571428571429,0.5948275862068966,0.7058823529411765,0.6111111111111112,,,,,17.72853185595568,0.6666666666666666,,0.12264150943396226,0.13513513513513514,0.1258741258741259,0.06451612903225806,0.1694915254237288,0.12903225806451613,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5,0.05555555555555555,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.75,0.2037037037037037,0.4074074074074074,0.4090909090909091,0.4090909090909091,0.5555555555555556,0.5,0.16666666666666666,0.07142857142857142,1.0,0.07142857142857142,0.5714285714285714,0.7222222222222222,0.4090909090909091,0.48504056603773577,0.5423600000000001,0.46587307692307695,0.05263157894736842,0.125,0.34285714285714286,12.052380952380954,25.575757575757574,0.3803680981595092,1.0,1.0,2.0,2.0,,13.0,,3.0,2.0,3.0,1.0,5.0,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,1.0833333333333333,1.0833333333333333,0.2,0.03,0.04,0.03333333333333333,,0.04878048780487805,0.03333333333333333,0.027777777777777776,0.0625,0.16666666666666666,1.0,,0.16666666666666666,1.0,0.18571428571428572,6.0,4.0,4.0,18.0,2.0,,1.0,,0.4444444444444444,,0.5454545454545454,0.5454545454545454,0.5,,,,,,0.6666666666666666,,2.0,1.0,3.0,0.75,0.07142857142857142,1.0,0.6666666666666666,1.0,,,,,True,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,1994.0,33,-2,73,68,51,31,5.0,141,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,,,,,2.0,,,3.0,9.0,,2.0,6.0,12.0,77,,3.0,7.0,,4.0,10.0,4.0,2.0,,,2.0,,2.0,,2.0,1.0,3.0,1.0,1.0,,7.0,,,3.0,3.0,,3.0,2.0,1.0,2.0,,2.0,1.0,3.0,3.0,,6.0,1.0,6.0,2.0,1.0,10.0,51,2.0,0.6666666666666666,0.6666666666666666,,,,0.3333333333333333,0.42857142857142855,0.2727272727272727,0.42857142857142855,0.42857142857142855,0.5555555555555556,0.18181818181818182,,0.2222222222222222,0.5,,21.794871794871796,0.6666666666666666,,0.2,,0.125,0.16666666666666666,0.125,,0.18181818181818182,0.5,1.0,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.25,0.3333333333333333,,,0.18181818181818182,,,,,,0.2857142857142857,0.5,,,0.36363636363636365,,0.44375000000000003,,0.44678571428571434,0.15384615384615385,0.18181818181818182,0.8333333333333334,10.81111111111111,24.5,0.6986301369863014,,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,0.16666666666666666,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,True,,,,
2246,1610612765,Mehmet Okur,Mehmet Okur,2246,DET,7029.0,117,3,218,219,73,69,22.0,437,14.0,17.0,4.0,5.0,2.0,6.0,,4.0,1.0,,1.0,1.0,2.0,,1.0,16.0,27.0,1.0,3.0,1.0,36.0,238,,5.0,8.0,2.0,,13.0,18.0,14.0,,,2.0,1.0,,,3.0,5.0,8.0,3.0,,2.0,21.0,,3.0,13.0,16.0,10.0,26.0,5.0,2.0,1.0,,,2.0,3.0,,9.0,11.0,,4.0,2.0,,13.0,73,1.0,0.5625,0.6923076923076923,,0.3333333333333333,0.3333333333333333,0.5925925925925926,0.625,0.5833333333333334,0.65,0.5625,0.65,0.1,,,,,14.462809917355372,0.3333333333333333,,0.17333333333333334,0.15,0.16842105263157894,0.17391304347826086,0.15789473684210525,0.2,0.5666666666666667,0.8235294117647058,0.8235294117647058,0.5,0.2,0.3333333333333333,0.3333333333333333,0.13333333333333333,,,,0.03333333333333333,0.06666666666666667,0.5,0.5,,,,0.5,0.8,0.1,0.1,0.6666666666666666,0.5,0.48414,0.54698,0.47825500000000004,0.0625,0.06896551724137931,0.3611111111111111,4.703703703703703,24.766666666666666,0.3348623853211009,5.0,6.0,5.0,6.0,,10.0,6.0,2.0,3.0,7.0,,3.0,1.0,,4.0,,,2.0,2.0,4.0,2.0,,0.8333333333333334,0.8333333333333334,0.8333333333333334,,0.1,0.08571428571428572,0.09523809523809523,0.09523809523809523,0.037037037037037035,0.18181818181818182,0.08333333333333333,0.21428571428571427,,0.5,1.0,1.0,0.8333333333333334,0.2777777777777778,,1.0,1.0,3.0,1.0,,,,0.5,,,,1.0,,,,,,,,,,,,0.09090909090909091,0.2,,,,1.0,1.0,1.0,True,,,,
361,1610612765,Clifford Robinson,Clifford Robinson,361,DET,3602.0,60,-23,117,113,37,24,15.0,230,,1.0,,,1.0,6.0,2.0,6.0,,,,1.0,4.0,,1.0,3.0,13.0,1.0,4.0,2.0,11.0,136,,1.0,4.0,1.0,,2.0,,6.0,3.0,,4.0,1.0,1.0,,2.0,3.0,5.0,3.0,1.0,1.0,13.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,,1.0,,2.0,,2.0,10.0,,6.0,3.0,,2.0,37,4.0,,,1.0,0.25,0.25,0.23076923076923078,0.25,0.2647058823529412,0.2,0.275,0.2,0.23529411764705882,,0.07692307692307693,,,16.417910447761194,1.0,0.16666666666666666,0.0625,0.1111111111111111,0.07317073170731707,,0.09523809523809523,0.125,0.058823529411764705,,,,0.35294117647058826,0.16666666666666666,0.16666666666666666,0.35294117647058826,0.3333333333333333,0.4,,,0.23529411764705882,0.25,0.25,1.0,,,,,,0.2,0.29411764705882354,0.25,0.42793823529411773,0.4459,0.40878,0.15,0.1875,0.18181818181818182,11.284615384615385,26.374999999999996,0.3162393162393162,,,1.0,3.0,,2.0,,,,,,2.0,1.0,,1.0,,,1.0,,1.0,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,1.0,,,,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,True,,,,
722,1610612765,Corliss Williamson,Corliss Williamson,722,DET,4563.0,76,-24,136,142,25,36,17.0,278,7.0,12.0,2.0,2.0,5.0,16.0,1.0,3.0,,,,,,,,13.0,31.0,,,14.0,40.0,159,,4.0,5.0,,3.0,11.0,18.0,8.0,,,,,2.0,,4.0,3.0,7.0,2.0,2.0,,17.0,,2.0,5.0,7.0,1.0,8.0,1.0,,3.0,1.0,1.0,5.0,8.0,,4.0,12.0,4.0,18.0,9.0,1.0,11.0,25,,0.6923076923076923,0.6923076923076923,,,,0.41935483870967744,0.8,0.41935483870967744,0.8,0.5128205128205128,0.7857142857142857,,,0.06451612903225806,0.16666666666666666,,30.51948051948052,0.375,,0.09803921568627451,0.16666666666666666,0.1111111111111111,,0.16129032258064516,0.18181818181818182,0.3870967741935484,0.5833333333333334,0.7,0.8571428571428571,0.5161290322580645,0.3125,0.3125,0.0967741935483871,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.4,1.0,,,0.3870967741935484,,0.4540451612903226,0.3982,0.44324,0.23684210526315788,0.23684210526315788,0.275,6.174193548387096,,0.18382352941176472,,,1.0,3.0,4.0,6.0,,1.0,1.0,,,1.0,2.0,2.0,1.0,,,1.0,,1.0,,,0.3333333333333333,0.3333333333333333,0.6,,,0.058823529411764705,0.014705882352941176,,,,0.07692307692307693,,,,0.4,,,0.15,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,True,,,,
688,1610612765,Michael Curry,Michael Curry,688,DET,340.0,6,-10,10,12,4,8,1.0,22,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
