EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGA,PenaltyTurnovers,AtRimPctBlocked,PenaltyArc3Frequency,FTOffRebounds,BadPassOutOfBoundsTurnovers,OffFTReboundPct,SecondChanceTurnovers,Technical Free Throw Trips,BlockedLongMidRange,ShortMidRangePctBlocked,BlockedShortMidRange,3SecondViolations,SecondChanceAtRimPctAssisted,HeaveAttempts,ThreePtAssists,Corner3Assists,SelfOReb,SelfORebPct,on,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,PtsUnassisted3s,Arc3Assists,DefensiveGoaltends,Arc3FGM,PenaltyArc3FGM,NonHeaveArc3FGM,OffCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,6916.0,115,-15.0,217,217,49.0,54.0,33.0,434,9.0,12.0,1.0,3.0,3.0,4.0,5.0,5.0,10.0,28.0,1.0,3.0,1.0,2.0,2.0,24.0,45.0,1.0,5.0,8.0,59.0,227,2.0,6.0,3.0,7.0,4.0,7.0,1.0,2.0,6.0,17.0,38.0,10.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,8.0,6.0,3.0,9.0,2.0,14.0,6.0,20.0,3.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,8.0,3.0,19.0,1.0,4.0,11.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,17.0,49.0,5.0,0.7916666666666666,0.8260869565217391,1.0,0.2,0.5,0.2,0.5333333333333333,0.3333333333333333,0.5714285714285714,0.51,0.3333333333333333,0.6111111111111112,0.5363636363636364,0.5,0.6538461538461539,0.1,0.022222222222222223,0.03571428571428571,24.513618677042803,0.375,0.25,0.10344827586206896,0.061855670103092786,0.14285714285714285,0.1111111111111111,0.057692307692307696,0.07692307692307693,0.09090909090909091,0.04838709677419355,0.05,0.07142857142857142,0.1320754716981132,0.16666666666666666,0.1111111111111111,1.0,0.24,0.75,0.75,0.7777777777777778,0.1,1.0,1.0,0.8,0.56,0.35714285714285715,0.37037037037037035,0.8,0.06,0.3333333333333333,0.3333333333333333,1.0,0.04,0.5,0.3333333333333333,0.4444444444444444,0.75,0.2222222222222222,0.5,0.34,0.450064,0.46215,0.5292944444444445,0.09259259259259259,0.10204081632653061,0.11864406779661017,0.288135593220339,11.964444444444444,25.54,0.22580645161290322,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,3892.0,65,-21.0,125,122,56.0,57.0,25.0,247,4.0,7.0,2.0,3.0,3.0,5.0,,2.0,,4.0,,,,,1.0,4.0,13.0,,1.0,9.0,17.0,151,2.0,4.0,2.0,6.0,3.0,7.0,,1.0,3.0,9.0,2.0,6.0,,4.0,1.0,1.0,1.0,1.0,,,1.0,2.0,4.0,1.0,2.0,,3.0,4.0,7.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,4.0,1.0,,10.0,,5.0,,4.0,4.0,4.0,2.0,9.0,56.0,2.0,0.25,0.5,,,,,0.3076923076923077,0.5,0.42857142857142855,0.2857142857142857,0.5,0.375,0.4473684210526316,0.6,0.45,0.07142857142857142,0.07692307692307693,,12.903225806451612,1.0,,0.04081632653061224,0.07017543859649122,0.08333333333333333,0.04918032786885246,0.06666666666666667,,,0.12121212121212122,0.11764705882352941,,,,0.16666666666666666,0.5,0.5,0.5714285714285714,0.6666666666666666,0.25,0.14285714285714285,,,,0.2857142857142857,,,,,,,,0.07142857142857142,0.75,0.6666666666666666,0.625,0.6,,,0.5714285714285714,0.5036357142857143,0.5277499999999999,0.5466625,0.2631578947368421,0.2777777777777778,0.35294117647058826,0.5294117647058824,6.946153846153845,24.3,0.448,1.0,1.0,0.14285714285714285,0.125,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,1610612762,Scott Padgett,Scott Padgett,1909,UTA,680.0,11,2.0,23,22,14.0,2.0,3.0,45,2.0,2.0,1.0,1.0,2.0,2.0,,,1.0,1.0,,,,,1.0,3.0,3.0,,1.0,1.0,7.0,29,1.0,1.0,,2.0,2.0,2.0,,1.0,,4.0,2.0,4.0,,2.0,1.0,,1.0,1.0,,,1.0,2.0,,1.0,,,1.0,1.0,2.0,1.0,,1.0,,,1.0,,,1.0,,1.0,,,2.0,,1.0,,,,,,4.0,14.0,1.0,0.3333333333333333,0.5,,,,,1.0,1.0,1.0,0.75,1.0,0.6666666666666666,0.7,1.0,0.6666666666666666,0.25,,,22.22222222222222,,,,,0.5,0.16666666666666666,,,,,,,,,0.5,,0.5,1.0,1.0,0.5,,,,,0.25,1.0,1.0,,,,,,0.25,1.0,1.0,0.6666666666666666,1.0,,,0.75,0.5310125,0.4818,0.5821833333333334,0.2,0.25,0.2857142857142857,0.5714285714285714,5.133333333333334,24.4,0.6086956521739131,1.0,1.0,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
304,1610612762,John Stockton,John Stockton,304,UTA,8906.0,148,-42.0,279,276,73.0,71.0,43.0,555,7.0,11.0,2.0,2.0,3.0,3.0,3.0,9.0,8.0,18.0,,,,,1.0,18.0,38.0,,1.0,20.0,56.0,314,4.0,5.0,2.0,10.0,4.0,7.0,,1.0,6.0,14.0,14.0,22.0,,2.0,1.0,6.0,26.0,26.0,9.0,4.0,13.0,52.0,5.0,1.0,10.0,,11.0,5.0,16.0,8.0,5.0,3.0,11.0,8.0,3.0,1.0,3.0,14.0,2.0,13.0,,,20.0,,4.0,3.0,1.0,,1.0,1.0,14.0,73.0,4.0,0.3888888888888889,0.4117647058823529,,,,,0.47368421052631576,0.8,0.5714285714285714,0.46153846153846156,0.8,0.5,0.5434782608695652,0.8333333333333334,0.6363636363636364,0.02564102564102564,0.15789473684210525,0.1111111111111111,18.181818181818183,0.7857142857142857,,0.09523809523809523,0.03968253968253968,0.03571428571428571,0.08270676691729323,0.03759398496240601,0.045454545454545456,,0.05263157894736842,0.07407407407407407,0.058823529411764705,0.11475409836065574,,0.07692307692307693,1.0,0.28205128205128205,0.6363636363636364,0.7777777777777778,0.42857142857142855,0.23076923076923078,0.3333333333333333,0.42857142857142855,,0.46153846153846156,0.4444444444444444,0.5,0.5,,,,,0.02564102564102564,0.4,1.0,0.375,1.0,,,0.3076923076923077,0.4578307692307692,0.46152000000000004,0.5102625000000001,0.09302325581395349,0.09523809523809523,0.17857142857142858,0.25,10.450000000000001,25.5,0.2616487455197133,1.0,3.0,0.18181818181818182,0.125,,2.0,,1.0,6.0,1.0,0.2222222222222222,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,6204.0,103,-28.0,192,188,47.0,47.0,30.0,380,8.0,15.0,3.0,7.0,3.0,5.0,1.0,8.0,,2.0,,,,,,9.0,25.0,,,11.0,29.0,208,3.0,8.0,3.0,9.0,3.0,6.0,,,7.0,13.0,12.0,6.0,,4.0,,8.0,8.0,8.0,4.0,,4.0,16.0,10.0,1.0,13.0,4.0,18.0,11.0,29.0,2.0,2.0,,3.0,2.0,3.0,1.0,1.0,6.0,8.0,13.0,,,13.0,1.0,5.0,2.0,7.0,3.0,7.0,6.0,13.0,47.0,2.0,0.6666666666666666,0.8571428571428571,,,,,0.36,0.375,0.5,0.36,0.375,0.5,0.46774193548387094,0.45,0.65,,0.32,,16.29955947136564,0.5,0.4444444444444444,0.16883116883116883,0.11764705882352941,0.05555555555555555,0.14736842105263157,0.1111111111111111,0.1111111111111111,0.0625,0.13725490196078433,0.15,0.4,0.1276595744680851,,0.125,0.8571428571428571,0.6,0.5333333333333333,0.8,0.75,0.32,0.125,0.2,,0.08,,,,,,,,,0.875,0.42857142857142855,0.8333333333333334,0.6,,,0.6,0.482464,0.5519125,0.5313499999999999,0.1724137931034483,0.1724137931034483,0.3103448275862069,0.4482758620689655,3.38,,0.24479166666666666,,2.0,0.3333333333333333,,1.0,,0.125,1.0,,2.0,0.375,2.0,2.0,0.3333333333333333,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,1158.0,19,-9.0,41,41,29.0,11.0,5.0,82,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,,,,,1.0,5.0,9.0,,1.0,2.0,12.0,52,1.0,3.0,,2.0,4.0,6.0,,1.0,2.0,10.0,6.0,4.0,,2.0,,,3.0,3.0,2.0,1.0,,6.0,2.0,1.0,4.0,,5.0,2.0,7.0,1.0,,1.0,,,,,,,,2.0,,,2.0,,1.0,,,,,,10.0,29.0,2.0,0.6,0.75,,,,,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.5714285714285714,0.5454545454545454,0.3333333333333333,0.625,0.1,,,22.916666666666668,,,0.6666666666666666,0.125,0.2,0.45454545454545453,0.11764705882352941,0.5,,,1.0,1.0,0.3333333333333333,,0.2,,0.2,0.5,0.5,,0.1,1.0,1.0,,0.6,0.5,0.5,1.0,,,,,0.1,0.6666666666666666,0.5,0.14285714285714285,1.0,,,0.3,0.4335222222222222,0.5173,0.41968333333333335,0.09090909090909091,0.1,0.16666666666666666,0.8333333333333334,13.944444444444445,71.8,0.7073170731707317,1.0,,,0.14285714285714285,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1610612762,Karl Malone,Karl Malone,252,UTA,8599.0,143,-37.0,267,265,71.0,68.0,41.0,532,6.0,8.0,1.0,2.0,,,5.0,11.0,13.0,43.0,,,,,1.0,24.0,62.0,,1.0,19.0,67.0,299,2.0,8.0,5.0,9.0,5.0,13.0,,,6.0,16.0,36.0,12.0,,2.0,1.0,2.0,12.0,13.0,5.0,3.0,4.0,27.0,5.0,4.0,13.0,2.0,19.0,5.0,24.0,6.0,2.0,4.0,8.0,6.0,4.0,,2.0,12.0,5.0,10.0,,1.0,28.0,,12.0,2.0,1.0,1.0,1.0,1.0,16.0,71.0,,0.75,0.782608695652174,,,,,0.3870967741935484,0.25,0.38461538461538464,0.38095238095238093,0.25,0.38461538461538464,0.43506493506493504,0.4090909090909091,0.47058823529411764,0.015873015873015872,0.03225806451612903,0.023255813953488372,28.253968253968253,0.6666666666666666,0.2222222222222222,0.12871287128712872,0.040983606557377046,0.14285714285714285,0.13178294573643412,0.03875968992248062,0.05,0.037037037037037035,0.04,0.11538461538461539,0.125,0.13559322033898305,0.2,0.07692307692307693,1.0,0.12698412698412698,0.75,0.8571428571428571,0.8333333333333334,0.1746031746031746,0.45454545454545453,0.45454545454545453,0.6,0.6825396825396826,0.3023255813953488,0.30952380952380953,0.7692307692307693,,,,,0.015873015873015872,0.25,0.5,,,,,0.14285714285714285,0.4281571428571429,0.4441125,0.39491538461538467,0.16,0.16216216216216217,0.13432835820895522,0.23880597014925373,14.024193548387094,25.2,0.26591760299625467,,2.0,0.125,,,3.0,,,,,,,,,,1.0,1.0,3.0,0.08108108108108109,True,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1610612762,Calbert Cheaney,Calbert Cheaney,384,UTA,5776.0,96,-44.0,176,173,17.0,25.0,23.0,349,3.0,4.0,,1.0,,,2.0,6.0,2.0,11.0,,,,,,7.0,21.0,,,1.0,15.0,205,,2.0,,,1.0,3.0,,,,2.0,10.0,4.0,,,,1.0,7.0,7.0,4.0,1.0,2.0,14.0,3.0,2.0,2.0,,4.0,3.0,7.0,2.0,1.0,1.0,1.0,,4.0,,1.0,5.0,5.0,12.0,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,17.0,2.0,0.7142857142857143,0.7142857142857143,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3409090909090909,,0.25,,0.047619047619047616,,13.432835820895523,0.2,,0.030303030303030304,0.03614457831325301,0.11764705882352941,0.04819277108433735,0.03529411764705882,,0.05263157894736842,0.04,,,0.04878048780487805,0.18181818181818182,,,0.19047619047619047,0.75,1.0,1.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.5,0.5238095238095238,0.18181818181818182,0.18181818181818182,0.5,,,,,,0.5,,,,,,0.19047619047619047,0.42070476190476197,0.47255,0.3022666666666667,0.047619047619047616,0.047619047619047616,,0.13333333333333333,12.342857142857142,,0.09659090909090909,,,0.25,,,1.0,,,,,,,,,,,,1.0,0.08333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,
763,1610612762,Tony Massenburg,Tony Massenburg,763,UTA,1891.0,32,-17.0,58,59,7.0,14.0,10.0,117,1.0,2.0,1.0,1.0,,1.0,4.0,7.0,,1.0,,,,,,5.0,10.0,,,,10.0,66,2.0,2.0,,4.0,,2.0,,,,,4.0,6.0,,4.0,,,,,,,,,3.0,1.0,6.0,,7.0,3.0,10.0,,,,2.0,,1.0,1.0,2.0,3.0,3.0,5.0,,,2.0,,1.0,,1.0,,1.0,,,7.0,,0.4,0.6666666666666666,,,,,0.5,1.0,,0.5,1.0,,0.45454545454545453,0.6666666666666666,,,,,20.0,0.6666666666666666,,0.24,0.0967741935483871,0.16666666666666666,0.22580645161290322,0.09375,0.5,,0.10526315789473684,0.14285714285714285,0.2,0.3076923076923077,,0.5,,0.2,0.5,0.5,,0.7,0.5714285714285714,0.5714285714285714,0.5,0.1,,,,,,,,,0.5,1.0,0.5,,,,0.2,0.39584,0.45485,0.44895,0.09090909090909091,0.09090909090909091,0.4,,7.3,,0.1206896551724138,,1.0,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1610612762,John Amaechi,John Amaechi,680,UTA,351.0,6,-3.0,11,11,,4.0,2.0,22,,,,,,,,,,1.0,,,,,,,1.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,7.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3507,,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
