EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,Fg3aBlocked,Corner3Assists,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGM,3SecondViolations,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,HeaveAttempts,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,3634.0,61,-15,107,112,14.0,33,10.0,219,1.0,1.0,1.0,7.0,3.0,9.0,1.0,2.0,1.0,9.0,3.0,9.0,5.0,16.0,120,1.0,2.0,3.0,1.0,3.0,3.0,2.0,6.0,3.0,9.0,3.0,5.0,3.0,8.0,3.0,2.0,3.0,19.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,8.0,2.0,2.0,3.0,14.0,2.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.1111111111111111,0.3055555555555556,0.75,0.36363636363636365,0.75,0.5,0.5,20.512820512820515,1.0,0.0625,0.1111111111111111,0.07017543859649122,0.07142857142857142,0.10526315789473684,0.2,0.05555555555555555,0.05555555555555555,0.3888888888888889,0.14285714285714285,0.14285714285714285,1.0,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.5,1.0,0.5555555555555556,0.3333333333333333,0.4819555555555556,0.662625,0.3727,0.1,0.18181818181818182,0.1875,0.1875,15.877777777777778,26.233333333333334,0.1308411214953271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,16430.0,274,19,491,498,108.0,99,62.0,989,34.0,6.0,1.0,10.0,,,,,25.0,50.0,,,19.0,69.0,499,,,24.0,12.0,12.0,20.0,32.0,,,,,10.0,4.0,14.0,4.0,2.0,7.0,32.0,13.0,50.0,66.0,98.0,18.0,9.0,9.0,,,,2.0,10.0,20.0,31.0,11.0,6.0,20.0,108.0,2.0,0.64,0.8888888888888888,,,,,0.5,0.5,0.7333333333333333,0.5307692307692308,0.631578947368421,0.5,,11.785714285714286,,0.25,0.3611111111111111,0.2669491525423729,0.3958333333333333,0.2087912087912088,0.32,0.68,0.12,0.2,0.1,0.1111111111111111,1.0,,,,,,,,0.68,,0.5076959999999999,0.53965,0.47741666666666666,0.1864406779661017,0.1864406779661017,0.34782608695652173,0.2898550724637681,4.582,,0.219959266802444,23.0,10.0,13.0,4.0,6.0,1.0,11.0,15.0,2.0,4.0,18.0,14.0,4.0,1.0,6.0,26.0,3.0,32.0,3.0,1.0,2.0,1.0,1.0,2.0,18.0,12.0,1.0,5.0,18.0,8.0,1.0,0.7333333333333333,0.3333333333333333,0.3333333333333333,0.08,0.058823529411764705,0.16666666666666666,0.1,0.3,0.143646408839779,0.10909090909090909,0.13559322033898305,0.2558139534883721,0.15555555555555556,0.08602150537634409,0.11627906976744186,0.08333333333333333,0.19672131147540983,0.45454545454545453,0.15,0.4444444444444444,0.6764705882352942,0.71875,0.6086956521739131,0.16666666666666666,0.2,1.0,0.8666666666666667,0.7692307692307693,0.1,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,12962.0,216,32,391,390,96.0,66,52.0,781,13.0,10.0,13.0,26.0,15.0,36.0,1.0,2.0,23.0,49.0,15.0,40.0,41.0,132.0,383,1.0,4.0,5.0,15.0,22.0,49.0,8.0,21.0,24.0,36.0,15.0,22.0,8.0,30.0,6.0,9.0,10.0,68.0,5.0,22.0,27.0,29.0,6.0,5.0,1.0,7.0,3.0,4.0,19.0,4.0,14.0,46.0,11.0,8.0,49.0,96.0,,0.17391304347826086,0.17391304347826086,0.4666666666666667,0.375,0.25,0.375,0.46938775510204084,0.5112359550561798,0.25,0.5925925925925926,0.35714285714285715,0.6153846153846154,0.449438202247191,28.22222222222222,0.3684210526315789,0.1437908496732026,0.18518518518518517,0.15,0.11428571428571428,0.16666666666666666,0.2,0.14606741573033707,0.11235955056179775,0.29213483146067415,0.5,0.5,0.23076923076923078,0.4044943820224719,0.4166666666666667,0.42857142857142855,0.4666666666666667,0.3333333333333333,0.5,1.0,0.5955056179775281,0.4166666666666667,0.48212022471910115,0.5087,0.47132777777777773,0.13,0.1896551724137931,0.03787878787878788,0.3712121212121212,11.579591836734693,25.3775,0.24552429667519182,9.0,,1.0,3.0,4.0,1.0,,2.0,2.0,6.0,38.0,,2.0,3.0,1.0,1.0,,2.0,1.0,6.0,12.0,5.0,,2.0,1.0,1.0,,,1.0,1.0,,,0.4,0.5,0.04081632653061224,,0.2,,,0.006993006993006993,0.022222222222222223,0.010638297872340425,0.02702702702702703,,,0.02857142857142857,,0.13043478260869565,0.14285714285714285,0.02127659574468085,1.0,0.6923076923076923,0.6923076923076923,0.1111111111111111,0.1,0.125,,0.16666666666666666,,,0.14814814814814814,0.75,4.0,2.0,1.0,5.0,11.0,5.0,12.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,2.0,0.4166666666666667,0.025,0.027777777777777776,0.0449438202247191,0.3333333333333333,0.037037037037037035,0.4074074074074074,0.45454545454545453,0.047619047619047616,,,,,,,,,,,True,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,16223.0,270,28,486,487,104.0,92,61.0,973,25.0,30.0,28.0,70.0,3.0,4.0,2.0,2.0,60.0,125.0,4.0,9.0,37.0,169.0,485,2.0,2.0,20.0,20.0,13.0,34.0,78.0,9.0,3.0,4.0,3.0,14.0,5.0,19.0,5.0,7.0,5.0,43.0,2.0,14.0,18.0,28.0,5.0,5.0,,13.0,8.0,5.0,28.0,2.0,22.0,39.0,15.0,4.0,34.0,104.0,1.0,0.65,0.6724137931034483,0.75,0.4444444444444444,1.0,0.4444444444444444,0.48,0.4925373134328358,0.5625,0.5529801324503312,0.5882352941176471,0.6071428571428571,0.06716417910447761,32.31046931407942,0.4642857142857143,0.0707070707070707,0.05714285714285714,0.06866952789699571,0.0625,0.1,0.041666666666666664,0.1865671641791045,0.22388059701492538,0.5223880597014925,0.4,0.417910447761194,0.75,0.029850746268656716,0.75,0.75,0.6666666666666666,0.125,1.0,0.5,0.2537313432835821,0.75,0.43765447761194026,0.43764166666666665,0.4542136363636363,0.10204081632653061,0.10869565217391304,0.11834319526627218,0.20118343195266272,12.0984,25.27777777777778,0.2139917695473251,15.0,2.0,4.0,3.0,5.0,17.0,6.0,14.0,2.0,9.0,42.0,4.0,6.0,2.0,3.0,7.0,2.0,10.0,4.0,1.0,15.0,6.0,,2.0,,,,,,,,0.42857142857142855,0.45,0.4772727272727273,0.048,0.08,0.03333333333333333,0.04285714285714286,0.2,0.03888888888888889,0.05555555555555555,0.042735042735042736,0.023255813953488372,0.022222222222222223,0.05434782608695652,0.07142857142857142,,0.03333333333333333,0.09090909090909091,0.06349206349206349,,0.6,0.6521739130434783,0.8666666666666667,0.5666666666666667,0.5862068965517241,0.29411764705882354,0.25,0.5,1.0,0.22727272727272727,0.6,5.0,,2.0,,,1.0,2.0,,,2.0,,1.0,10.0,3.0,,0.5,,,0.03731343283582089,,0.09090909090909091,,,,1.0,1.0,1.0,0.2,0.2,1.0,0.5,,,,True,,,,,,
688,1610612765,Michael Curry,Michael Curry,688,DET,16590.0,276,18,497,502,109.0,101,62.0,999,10.0,3.0,6.0,22.0,2.0,7.0,,1.0,13.0,35.0,3.0,9.0,6.0,41.0,503,,1.0,4.0,4.0,1.0,3.0,20.0,9.0,,7.0,2.0,12.0,5.0,17.0,1.0,4.0,8.0,39.0,,12.0,13.0,16.0,7.0,4.0,3.0,2.0,2.0,,5.0,9.0,35.0,7.0,3.0,,3.0,109.0,3.0,0.7692307692307693,0.8333333333333334,1.0,0.3333333333333333,,0.3333333333333333,0.37142857142857144,0.3977272727272727,0.2,0.44565217391304346,0.3333333333333333,0.375,0.20454545454545456,9.010600706713781,0.4,0.05970149253731343,,0.05063291139240506,0.04081632653061224,0.08791208791208792,,0.22727272727272727,0.06818181818181818,0.5,0.2727272727272727,0.2727272727272727,0.8333333333333334,0.1590909090909091,0.2857142857142857,0.2857142857142857,1.0,0.2,,,0.4318181818181818,0.2857142857142857,0.46634090909090914,0.4954625,0.425525,0.08695652173913043,0.08333333333333333,0.0975609756097561,0.07317073170731707,12.971428571428573,25.144444444444446,0.2193158953722334,6.0,1.0,1.0,,1.0,1.0,1.0,4.0,2.0,1.0,6.0,2.0,2.0,,,3.0,1.0,3.0,1.0,,3.0,,4.0,2.0,2.0,1.0,,1.0,2.0,1.0,,0.25,0.25,0.25,0.05714285714285714,0.1,0.3333333333333333,,0.1,0.01639344262295082,,0.012605042016806723,,,0.03225806451612903,,,0.03278688524590164,,0.038461538461538464,0.5,0.6,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.5,,0.2,1.0,,0.25,,2.0,,,,,,,,4.0,1.0,,,2.0,,1.0,,,,0.045454545454545456,,,,,0.1,1.0,,,0.5,0.5,1.0,,,,,True,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,116.0,2,-2,4,10,4.0,7,,14,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,0.25,,0.16666666666666666,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2246,1610612765,Mehmet Okur,Mehmet Okur,2246,DET,1486.0,25,-4,50,50,19.0,34,7.0,100,1.0,1.0,,,,,,,,2.0,1.0,1.0,2.0,5.0,52,,,2.0,1.0,,3.0,,3.0,,,,1.0,,1.0,,,1.0,2.0,,2.0,2.0,2.0,,,,1.0,,1.0,1.0,4.0,5.0,2.0,1.0,,3.0,19.0,,,,1.0,1.0,,1.0,,0.5,,0.625,1.0,0.75,0.3333333333333333,8.620689655172415,1.0,0.16666666666666666,,0.14285714285714285,,0.2857142857142857,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,0.6666666666666666,,0.46449999999999997,,0.5087,0.25,0.3333333333333333,0.4,0.6,3.1,23.2,0.38,,,,,1.0,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,0.75,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.5,,1.0,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,0.3333333333333333,,0.5,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,True,,,,,,
361,1610612765,Clifford Robinson,Clifford Robinson,361,DET,14571.0,243,8,430,429,83.0,56,51.0,859,17.0,18.0,11.0,20.0,8.0,21.0,1.0,1.0,21.0,55.0,11.0,28.0,7.0,82.0,436,2.0,3.0,13.0,7.0,2.0,11.0,28.0,33.0,,21.0,8.0,20.0,2.0,22.0,2.0,11.0,7.0,46.0,3.0,17.0,21.0,28.0,5.0,1.0,4.0,11.0,7.0,4.0,16.0,9.0,24.0,11.0,6.0,,11.0,83.0,3.0,0.6666666666666666,0.7,1.0,0.39285714285714285,0.6666666666666666,0.39285714285714285,0.38181818181818183,0.45180722891566266,0.75,0.4659090909090909,0.7222222222222222,0.5,0.3373493975903614,21.39917695473251,0.6875,0.09340659340659341,0.1,0.09433962264150944,0.08695652173913043,0.1125,0.047619047619047616,0.20481927710843373,0.21686746987951808,0.24096385542168675,0.55,0.5789473684210527,0.9090909090909091,0.25301204819277107,0.38095238095238093,0.38095238095238093,1.0,0.125,1.0,1.0,0.5421686746987951,0.38095238095238093,0.4665337349397591,0.48375625,0.43406,0.06818181818181818,0.1,0.15853658536585366,0.13414634146341464,9.216363636363637,25.228571428571428,0.1930232558139535,5.0,1.0,1.0,,1.0,5.0,3.0,5.0,1.0,3.0,14.0,2.0,4.0,2.0,1.0,6.0,1.0,7.0,1.0,2.0,5.0,,3.0,1.0,2.0,1.0,,1.0,2.0,2.0,,0.6,0.42857142857142855,0.45,0.07272727272727272,0.17647058823529413,,0.05,0.16666666666666666,0.0375,0.02127659574468085,0.033816425120772944,0.02564102564102564,0.025,0.04938271604938271,0.027777777777777776,,0.07142857142857142,0.2222222222222222,0.022222222222222223,1.0,0.29411764705882354,0.35714285714285715,0.4,0.2777777777777778,0.2777777777777778,0.4,0.125,1.0,,0.1,,7.0,2.0,1.0,1.0,2.0,1.0,3.0,,,1.0,,,1.0,,,0.3333333333333333,,,0.08433734939759036,0.25,0.1,0.2,0.5,,3.0,,1.0,0.42857142857142855,0.42857142857142855,1.0,,1.0,0.5,1.0,True,,,,,,
468,1610612765,Jon Barry,Jon Barry,468,DET,340.0,6,-10,10,12,4.0,8,1.0,22,,,,,,,,,,,,,2.0,2.0,18,,,,,2.0,2.0,,,,,,1.0,,1.0,,1.0,,2.0,,,,1.0,,,,,,,,,,2.0,,1.0,2.0,4.0,,,,,,,,,,,1.0,,1.0,,9.090909090909092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.4,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1442,1610612765,Zeljko Rebraca,Zeljko Rebraca,1442,DET,371.0,6,10,13,13,4.0,2,2.0,26,1.0,1.0,,,,,,,,2.0,,,1.0,1.0,9,,,,1.0,1.0,1.0,,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,,1.0,2.0,2.0,,1.0,1.0,4.0,1.0,,,,,,,,,,0.16666666666666666,,0.25,,18.75,,0.6666666666666666,,0.4,,1.0,,0.5,0.5,,,,,,,,,,,,0.5,,0.453,,0.4905,,,,1.0,5.15,,0.3076923076923077,,,1.0,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,0.2,,,,0.5,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
