EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls,AtRimPctBlocked,HeaveAttempts,Corner3Assists,PenaltyAtRimFGM,PenaltyFtPoints,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,Travels,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,11731.0,196,9,371,368,66,109,54,739,8.0,13.0,4.0,7.0,1.0,9.0,25.0,3.0,13.0,3.0,9.0,1.0,2.0,2.0,6.0,13.0,1.0,2.0,2.0,6.0,20.0,51,9.0,22.0,13.0,80.0,342,5.0,11.0,2.0,4.0,2.0,18.0,3.0,7.0,2.0,8.0,12.0,22.0,18.0,24.0,3.0,10.0,13.0,6.0,4.0,1.0,10.0,1.0,11.0,1.0,4.0,3.0,3.0,23.0,2.0,14.0,1.0,7.0,21.0,6.0,34.0,17.0,51.0,4.0,10.0,6.0,4.0,4.0,3.0,3.0,8.0,4.0,1.0,12.0,2.0,1.0,7.0,14,1.0,16.0,1.0,1.0,8.0,9.0,5.0,2.0,2.0,9.0,2.0,12.0,66,2.0,0.55,0.7333333333333333,0.8888888888888888,0.4090909090909091,0.5,0.25,0.4090909090909091,0.39215686274509803,0.45454545454545453,0.42857142857142855,0.4589041095890411,0.5333333333333333,0.4,0.5,0.5625,0.4,0.3013698630136986,0.045454545454545456,0.0784313725490196,0.08,0.15384615384615385,0.07692307692307693,21.296296296296294,0.3333333333333333,0.375,0.058823529411764705,0.1590909090909091,0.08974358974358974,0.14,0.04878048780487805,0.15384615384615385,0.08121827411167512,0.09803921568627451,0.10909090909090909,0.06,0.07142857142857142,0.23076923076923078,0.07317073170731707,0.15384615384615385,0.10714285714285714,0.18181818181818182,0.10256410256410256,0.2222222222222222,0.1780821917808219,0.6153846153846154,0.6153846153846154,0.5,0.3424657534246575,0.36,0.391304347826087,0.5555555555555556,0.1780821917808219,0.23076923076923078,0.2727272727272727,0.6666666666666666,0.1232876712328767,0.3333333333333333,0.3333333333333333,1.0,0.1780821917808219,0.46153846153846156,0.5,0.8333333333333334,0.4666666666666667,0.5714285714285714,0.13333333333333333,0.5,1.0,0.13333333333333333,0.5,0.06666666666666667,0.13333333333333333,0.4,0.3333333333333333,0.4794520547945205,0.46153846153846156,0.4762595890410959,0.5263928571428571,0.43513999999999997,0.1,0.13793103448275862,0.225,0.15,9.323529411764707,24.386363636363637,0.1778975741239892,,,,,,,,,,,,,,,True
2063,1610612756,Jake Voskuhl,Jake Voskuhl,2063,PHX,1597.0,27,-33,47,50,20,30,10,97,,3.0,,1.0,,,,,,,,,,,,,,,,,,3,,,,,59,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,3.0,,4.0,1.0,5.0,,2.0,2.0,,,,,1.0,,,1.0,,,1.0,5,1.0,,,,,1.0,,,1.0,1.0,1.0,,20,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,6.666666666666667,,,,0.16666666666666666,0.037037037037037035,0.25,,0.18181818181818182,0.02857142857142857,,,0.09090909090909091,,0.2222222222222222,,0.3333333333333333,,0.5,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,0.5905333333333334,0.5803,,,,,,0.3666666666666667,,0.425531914893617,1.0,0.3333333333333333,,,,,,,,,,,,,True
2207,1610612756,Joe Johnson,Joe Johnson,2207,PHX,5731.0,96,-26,192,188,33,80,25,380,4.0,7.0,,2.0,,1.0,3.0,2.0,11.0,1.0,1.0,,,,,8.0,,,,3.0,7.0,21,1.0,9.0,1.0,18.0,178,,2.0,,,,,,5.0,,3.0,,2.0,12.0,3.0,,,7.0,,4.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,,10.0,,3.0,,2.0,9.0,1.0,12.0,3.0,15.0,,3.0,1.0,2.0,5.0,2.0,2.0,4.0,1.0,3.0,9.0,1.0,1.0,4.0,8,1.0,3.0,1.0,,2.0,,,,,,,,33,2.0,0.14285714285714285,0.14285714285714285,1.0,0.1111111111111111,,,0.125,0.3333333333333333,,,0.2833333333333333,,,0.2903225806451613,,,0.3,0.1111111111111111,0.19047619047619047,,0.09090909090909091,0.125,18.34862385321101,0.5555555555555556,0.09090909090909091,,0.16666666666666666,0.041666666666666664,0.08,,0.13924050632911392,0.028846153846153848,0.034482758620689655,0.1,,,0.05555555555555555,0.2631578947368421,0.17647058823529413,0.058823529411764705,0.125,,,0.23333333333333334,0.5714285714285714,1.0,,0.1,0.3333333333333333,0.3333333333333333,,0.36666666666666664,0.18181818181818182,0.2,0.5,0.03333333333333333,1.0,1.0,1.0,0.26666666666666666,,,,1.0,,,,,,,,,0.375,,0.5333333333333333,,0.46117413793103446,0.62575,0.40157499999999996,0.06451612903225806,0.09090909090909091,,,10.047619047619047,27.56666666666667,0.171875,1.0,0.42857142857142855,1.0,1.0,,,,,,,,,,,True
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,12227.0,204,-9,388,386,67,115,57,774,26.0,38.0,7.0,9.0,8.0,7.0,23.0,,3.0,,,,,,1.0,1.0,,,1.0,1.0,33.0,64,1.0,1.0,16.0,85.0,364,8.0,13.0,,,3.0,19.0,7.0,11.0,1.0,1.0,20.0,34.0,32.0,3.0,,12.0,1.0,1.0,6.0,,6.0,1.0,7.0,1.0,,3.0,3.0,15.0,1.0,15.0,,8.0,21.0,2.0,31.0,16.0,47.0,,10.0,3.0,7.0,7.0,1.0,1.0,12.0,2.0,6.0,19.0,5.0,1.0,8.0,28,8.0,28.0,2.0,,12.0,9.0,6.0,,3.0,9.0,6.0,20.0,67,5.0,0.5151515151515151,0.6296296296296297,1.0,1.0,,1.0,1.0,0.515625,0.6153846153846154,0.6363636363636364,0.5307692307692308,0.6153846153846154,0.7083333333333334,0.5448717948717948,0.5588235294117647,0.625,0.015384615384615385,,0.09375,0.08695652173913043,,,21.460176991150444,0.3684210526315789,0.11764705882352941,,0.15555555555555556,0.09090909090909091,0.1509433962264151,0.023255813953488372,0.15425531914893617,0.07692307692307693,0.125,0.07017543859649122,0.07692307692307693,,0.12962962962962962,0.1951219512195122,0.15,0.1724137931034483,0.125,,0.6666666666666666,0.5846153846153846,0.6842105263157895,0.7647058823529411,0.5,0.35384615384615387,0.30434782608695654,0.3333333333333333,0.5714285714285714,0.046153846153846156,,,,,,,,0.015384615384615385,1.0,1.0,1.0,0.6923076923076923,0.7777777777777778,,,,,,0.6666666666666666,,0.08333333333333333,1.0,0.6,1.0,0.48609230769230777,0.5130727272727272,0.510175,0.16,0.16216216216216217,0.2235294117647059,0.23529411764705882,4.0734375,25.9,0.17268041237113402,1.0,0.10526315789473684,,,6.0,3.0,3.0,1.0,0.07692307692307693,0.14285714285714285,0.75,,,,True
358,1610612756,Anfernee Hardaway,Anfernee Hardaway,358,PHX,11012.0,184,8,348,345,54,93,49,693,3.0,8.0,,1.0,1.0,3.0,9.0,6.0,15.0,3.0,7.0,,,1.0,4.0,13.0,,1.0,2.0,4.0,12.0,32,7.0,20.0,5.0,50.0,316,2.0,4.0,,1.0,,4.0,1.0,4.0,2.0,5.0,10.0,12.0,12.0,21.0,,,13.0,4.0,2.0,,12.0,6.0,18.0,4.0,8.0,2.0,2.0,42.0,3.0,5.0,,10.0,9.0,1.0,20.0,8.0,28.0,1.0,8.0,4.0,4.0,7.0,1.0,6.0,2.0,,1.0,9.0,,1.0,9.0,20,1.0,8.0,2.0,,4.0,3.0,2.0,,1.0,3.0,2.0,10.0,54,3.0,0.5,0.5,1.0,0.35,,0.4,0.35,0.375,0.5,0.25,0.4326923076923077,0.4,0.4444444444444444,0.45454545454545453,0.4,0.5,0.38461538461538464,,0.0625,,,,15.841584158415841,0.7777777777777778,0.07142857142857142,,0.07377049180327869,0.034722222222222224,0.19230769230769232,0.07894736842105263,0.10919540229885058,0.04395604395604396,0.02040816326530612,0.0784313725490196,,0.10714285714285714,0.0784313725490196,0.05128205128205128,0.09375,0.07142857142857142,0.3333333333333333,0.03333333333333333,0.6666666666666666,0.15384615384615385,0.375,0.5,0.3333333333333333,0.17307692307692307,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.28846153846153844,0.4,0.4,0.6666666666666666,0.1346153846153846,0.42857142857142855,0.42857142857142855,1.0,0.25,0.3076923076923077,0.3076923076923077,1.0,0.2,,,,,0.2,,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.5,0.5384615384615384,0.3076923076923077,0.46928431372549023,0.385925,0.4768625,0.07407407407407407,0.11764705882352941,0.08,0.2,11.456249999999999,25.125,0.15517241379310345,1.0,0.25,,2.0,,2.0,1.0,,,,,,,,True
950,1610612756,Stephon Marbury,Stephon Marbury,950,PHX,11276.0,188,-18,355,355,65,104,51,710,14.0,33.0,,1.0,4.0,5.0,14.0,10.0,27.0,,2.0,,1.0,1.0,5.0,13.0,,,1.0,5.0,29.0,74,5.0,15.0,19.0,92.0,343,1.0,4.0,,1.0,3.0,5.0,2.0,9.0,1.0,6.0,14.0,16.0,42.0,3.0,12.0,,13.0,5.0,5.0,,16.0,8.0,24.0,3.0,10.0,2.0,4.0,56.0,1.0,3.0,,6.0,4.0,1.0,11.0,4.0,15.0,1.0,5.0,2.0,3.0,10.0,1.0,4.0,8.0,1.0,6.0,18.0,3.0,3.0,7.0,20,3.0,22.0,4.0,,11.0,,,,,,,14.0,65,7.0,0.27586206896551724,0.27586206896551724,0.2,0.3333333333333333,,0.16666666666666666,0.3333333333333333,0.3918918918918919,0.25,0.2222222222222222,0.4101123595505618,0.2,0.23333333333333334,0.46938775510204084,0.35714285714285715,0.3684210526315789,0.16853932584269662,,0.06756756756756757,0.07142857142857142,,,28.08716707021792,0.5555555555555556,0.06666666666666667,,0.03389830508474576,0.01948051948051948,0.11538461538461539,0.025,0.058823529411764705,0.020618556701030927,0.018867924528301886,,0.041666666666666664,,0.041666666666666664,0.030303030303030304,0.02702702702702703,0.13793103448275862,0.08695652173913043,0.02,,0.3707865168539326,0.42424242424242425,0.4827586206896552,0.2857142857142857,0.15730337078651685,0.35714285714285715,0.38461538461538464,0.2,0.30337078651685395,0.37037037037037035,0.37037037037037035,0.3,0.02247191011235955,,,,0.14606741573033707,0.38461538461538464,0.38461538461538464,0.2,0.2,,0.2,,,,,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.2,0.5393258426966292,0.38461538461538464,0.48970056179775284,0.38992499999999997,0.46549999999999997,0.11458333333333333,0.13580246913580246,0.05434782608695652,0.15217391304347827,8.781081081081082,24.753333333333334,0.18309859154929578,1.0,0.12121212121212122,,5.0,1.0,7.0,2.0,1.0,0.08333333333333333,,0.25,1.0,,,True
2418,1610612756,Casey Jacobsen,Casey Jacobsen,2418,PHX,1655.0,28,11,58,56,13,16,9,114,,1.0,,,,,2.0,,,2.0,3.0,,,1.0,,,,,,,,3,2.0,3.0,,6.0,52,,,,,,,,1.0,1.0,1.0,3.0,,,6.0,,,,,1.0,,1.0,1.0,2.0,,1.0,,,5.0,,1.0,,1.0,1.0,,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,,1.0,,,,1.0,,,,3,,2.0,,,,,,,,,,3.0,13,1.0,,,1.0,0.6666666666666666,,1.0,0.6666666666666666,,,,0.5,,0.75,0.42857142857142855,,0.5,0.5,,0.3333333333333333,0.5,,,11.76470588235294,1.0,,,0.043478260869565216,0.058823529411764705,0.2,,0.07142857142857142,0.037037037037037035,,0.125,,,,,0.16666666666666666,,0.25,0.3333333333333333,,0.16666666666666666,,,,0.3333333333333333,,,,,,,,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,0.5,,,0.6666666666666666,,0.5223249999999999,,0.441975,,,,0.5,6.533333333333334,23.0,0.22413793103448276,,,,1.0,,,1.0,,,,,,1.0,1.0,True
281,1610612756,Scott Williams,Scott Williams,281,PHX,4110.0,68,-8,127,128,7,11,22,255,4.0,8.0,2.0,2.0,,2.0,7.0,3.0,7.0,,,,,,,,,,,,9.0,22,,,2.0,20.0,122,2.0,2.0,,,2.0,6.0,,1.0,,,,14.0,4.0,,,4.0,,,2.0,,,1.0,1.0,1.0,,,,3.0,,3.0,,,9.0,,9.0,3.0,12.0,,3.0,1.0,2.0,,1.0,,1.0,,,1.0,,,5.0,14,,2.0,,,1.0,2.0,1.0,,1.0,2.0,2.0,,7,1.0,0.7777777777777778,1.0,,,,,,0.4090909090909091,1.0,,0.4090909090909091,1.0,,0.43478260869565216,1.0,,,,0.09090909090909091,0.14285714285714285,,,15.894039735099337,,,,0.1836734693877551,0.04411764705882353,,,0.13846153846153847,0.04225352112676056,0.09523809523809523,,0.047619047619047616,,0.21052631578947367,0.08333333333333333,0.2222222222222222,,,,1.0,0.36363636363636365,0.5,0.5714285714285714,0.5,0.3181818181818182,0.2857142857142857,0.3333333333333333,1.0,0.3181818181818182,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,0.36363636363636365,,0.442240909090909,0.551,0.4004,0.043478260869565216,0.043478260869565216,0.3,,9.127272727272727,,0.05511811023622047,1.0,0.125,,,,,,,,,,,,,True
448,1610612756,Bo Outlaw,Bo Outlaw,448,PHX,1796.0,30,21,54,54,10,17,8,108,1.0,5.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,1.0,6,,,2.0,4.0,44,1.0,2.0,,,,2.0,,,,,2.0,,2.0,,,2.0,,,1.0,,3.0,,3.0,,,2.0,1.0,6.0,,2.0,,,2.0,,2.0,2.0,4.0,,,,,,,,2.0,,,2.0,1.0,1.0,2.0,12,2.0,2.0,,,1.0,1.0,,,1.0,1.0,,2.0,10,2.0,,,,,,,,0.16666666666666666,0.5,,0.16666666666666666,0.5,,0.2857142857142857,0.5,1.0,,,0.16666666666666666,,,,14.516129032258064,,,,0.08333333333333333,0.09090909090909091,,,0.0625,0.09090909090909091,0.16666666666666666,0.125,,,,0.14285714285714285,0.125,,,,,0.8333333333333334,0.2,0.25,,0.16666666666666666,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,0.8333333333333334,,0.47606666666666664,0.52725,,0.14285714285714285,0.14285714285714285,0.5,0.5,1.8333333333333333,,0.18518518518518517,,0.2,,,,2.0,,,,,,,,,True
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,5240.0,87,-26,163,167,68,86,21,330,4.0,12.0,,3.0,7.0,5.0,9.0,2.0,7.0,,3.0,,,1.0,,3.0,,,,1.0,11.0,28,,6.0,9.0,31.0,178,1.0,4.0,,,3.0,5.0,5.0,11.0,,2.0,12.0,14.0,8.0,,,2.0,3.0,,,,,1.0,1.0,,,,,3.0,1.0,2.0,1.0,1.0,13.0,1.0,15.0,4.0,19.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,2.0,3,,10.0,1.0,1.0,4.0,2.0,2.0,,,2.0,1.0,12.0,68,1.0,0.6363636363636364,0.7,,,,,,0.39285714285714285,0.25,0.45454545454545453,0.3235294117647059,0.25,0.38461538461538464,0.39473684210526316,0.5,0.39285714285714285,0.17647058823529413,,,,,,20.418848167539267,1.0,0.14285714285714285,0.2,0.22807017543859648,0.02702702702702703,0.047619047619047616,0.058823529411764705,0.1794871794871795,0.03296703296703297,0.034482758620689655,,0.03571428571428571,,0.25,0.08333333333333333,0.28,0.1,,0.043478260869565216,0.5,0.35294117647058826,0.3333333333333333,0.3333333333333333,1.0,0.2647058823529412,0.5555555555555556,0.5555555555555556,0.6,0.20588235294117646,0.2857142857142857,0.2857142857142857,,0.08823529411764706,,,,0.08823529411764706,,,,0.75,,,,,,,0.5384615384615384,0.07692307692307693,0.07692307692307693,,0.5294117647058824,,0.49899705882352946,0.505225,0.5108653846153847,0.10810810810810811,0.12903225806451613,0.16129032258064516,0.3870967741935484,7.59642857142857,24.116666666666664,0.4171779141104294,,,,1.0,2.0,2.0,1.0,,0.14285714285714285,,0.2857142857142857,,,,False
