EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3Assists,ShortMidRangePctBlocked,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,HeaveAttempts,Technical Free Throw Trips,Travels,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,OffensiveGoaltends,SecondChanceArc3FGM,PtsUnassisted3s,Clear Path Fouls,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends
120,1610612759,Steven Smith,Steven Smith,120,SAS,971.0,16.0,-3.0,35,35.0,19,35.0,6.0,70,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,33.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,19,0.25,0.5,0.16666666666666666,0.25,0.2857142857142857,0.25,0.3333333333333333,17.073170731707318,0.15384615384615385,0.11764705882352941,0.4,0.3333333333333333,0.5,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.5,0.25,0.25,0.6666666666666666,0.505925,0.5613375,0.14285714285714285,0.2,0.5,6.925,24.700000000000003,0.5428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,3241.0,54.0,24.0,100,104.0,51,70.0,16.0,204,1.0,1.0,,,1.0,5.0,1.0,4.0,2.0,1.0,3.0,9.0,,20.0,92.0,,2.0,3.0,9.0,2.0,4.0,1.0,1.0,1.0,,2.0,2.0,3.0,4.0,2.0,2.0,,,9.0,51,0.3333333333333333,,0.8333333333333334,0.9,0.8333333333333334,0.9,0.75,10.92436974789916,0.04878048780487805,0.03636363636363636,,0.08333333333333333,1.0,1.0,0.08333333333333333,0.4166666666666667,0.3333333333333333,,,0.2,0.4,0.8333333333333334,0.5433041666666667,0.45752,,,0.45,8.233333333333334,24.0,0.51,1.0,4.0,1.0,2.0,2.0,6.0,3.0,18.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.1111111111111111,0.2,1.0,0.2,0.02564102564102564,0.02,0.05263157894736842,0.125,0.8,0.08333333333333333,0.8,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,3464.0,58.0,40.0,109,108.0,55,65.0,19.0,217,4.0,9.0,1.0,2.0,9.0,1.0,1.0,,,10.0,23.0,1.0,7.0,27.0,91.0,4.0,10.0,1.0,11.0,12.0,,6.0,7.0,3.0,2.0,15.0,11.0,18.0,23.0,2.0,1.0,9.0,4.0,11.0,55,0.43478260869565216,0.4,0.4166666666666667,0.36363636363636365,0.48214285714285715,0.4230769230769231,0.041666666666666664,24.615384615384613,0.2619047619047619,0.2711864406779661,0.07692307692307693,0.375,0.4444444444444444,0.5,0.375,0.041666666666666664,,0.18181818181818182,0.5,0.09090909090909091,,0.4166666666666667,0.4434187499999999,0.40230454545454547,0.14814814814814814,0.15384615384615385,0.4074074074074074,6.560869565217391,24.6,0.5045871559633027,5.0,,,,,,,,,,3.0,2.0,5.0,2.0,1.0,4.0,5.0,7.0,5.0,,,,,,5.0,3.0,1.0,,,,,,,0.5,0.3333333333333333,0.07692307692307693,0.09803921568627451,0.06666666666666667,0.4,0.6,0.20833333333333334,,,,,,,,,,1.0,2.0,4.0,2.0,3.0,4.0,1.0,7.0,3.0,8.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.4,0.5,0.75,0.75,0.875,0.043478260869565216,0.1111111111111111,0.29411764705882354,0.16666666666666666,0.13333333333333333,0.14285714285714285,0.2,0.2857142857142857,0.26666666666666666,0.5,0.5,0.4444444444444444,0.4444444444444444,0.25,0.4,0.4,0.5,0.5,0.5,0.4955333333333334,0.25925925925925924,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2049,1610612759,Speedy Claxton,Speedy Claxton,2049,SAS,2326.0,39.0,14.0,77,80.0,34,44.0,11.0,157,3.0,7.0,2.0,5.0,3.0,,,,,6.0,13.0,,8.0,20.0,63.0,4.0,7.0,,14.0,6.0,,3.0,5.0,2.0,1.0,12.0,6.0,7.0,8.0,4.0,3.0,9.0,2.0,14.0,34,0.46153846153846156,0.5714285714285714,0.46153846153846156,0.5714285714285714,0.5882352941176471,0.7,,18.88888888888889,0.1875,0.14893617021276595,0.09090909090909091,0.5384615384615384,0.42857142857142855,0.5,0.23076923076923078,,,0.7142857142857143,0.4,,,0.5384615384615384,0.49653846153846154,0.5335285714285714,0.14285714285714285,0.14285714285714285,0.7,5.8538461538461535,,0.44155844155844154,3.0,,,,,,,,,,1.0,,1.0,,,,1.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,0.02857142857142857,0.023809523809523808,0.058823529411764705,0.15384615384615385,,0.23076923076923078,,,,,,,,,,,,1.0,2.0,,1.0,,,6.0,6.0,,2.0,2.0,1.0,,,1.0,1.0,,,,,,,1.0,3.0,,0.5,0.5,,,,0.15384615384615385,0.14285714285714285,0.06666666666666667,,,,,0.375,0.07692307692307693,,0.3333333333333333,0.3333333333333333,0.5,,0.6666666666666666,0.6666666666666666,1.0,,,0.2974,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
788,1610612759,Kevin Willis,Kevin Willis,788,SAS,5412.0,90.0,12.0,178,179.0,93,122.0,29.0,357,16.0,23.0,5.0,9.0,13.0,,,1.0,1.0,20.0,39.0,1.0,3.0,46.0,171.0,8.0,19.0,1.0,20.0,22.0,1.0,1.0,2.0,,,5.0,8.0,12.0,31.0,1.0,,3.0,2.0,20.0,93,0.5128205128205128,0.42105263157894735,0.5375,0.475,0.5609756097560976,0.5,0.025,22.748815165876778,0.11267605633802817,0.10416666666666667,0.3333333333333333,0.575,0.6956521739130435,0.8,0.325,,0.025,0.45,0.5555555555555556,,0.05,0.6,0.4989897435897436,0.476678947368421,0.04878048780487805,0.05,0.43478260869565216,4.684615384615385,36.3,0.5224719101123596,3.0,,,1.0,1.0,1.0,1.0,3.0,1.0,,13.0,2.0,19.0,2.0,2.0,7.0,7.0,16.0,1.0,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,0.2857142857142857,0.3333333333333333,0.18309859154929578,0.1956521739130435,0.13333333333333333,,1.0,0.075,,,,1.0,1.0,1.0,,1.0,1.0,10.0,15.0,3.0,1.0,10.0,16.0,2.0,22.0,1.0,18.0,16.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,,5.0,3.0,1.0,1.0,1.0,,1.0,0.45,0.75,0.625,0.625,0.6470588235294118,0.07692307692307693,0.13043478260869565,0.08,0.23809523809523808,0.21428571428571427,0.07692307692307693,0.5,,0.045454545454545456,0.3333333333333333,0.4375,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.9375,0.6666666666666666,0.5548714285714286,0.4782608695652174,,,1.0,2.0,1.0,2.0,2.0,1.0,0.14285714285714285,0.23076923076923078,0.125,0.1,,,,,,,True,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,2990.0,50.0,-3.0,96,96.0,54,75.0,16.0,192,1.0,3.0,,2.0,6.0,3.0,2.0,3.0,2.0,6.0,14.0,6.0,6.0,21.0,105.0,4.0,10.0,4.0,13.0,8.0,3.0,4.0,6.0,2.0,1.0,14.0,1.0,1.0,1.0,1.0,,8.0,3.0,13.0,54,0.42857142857142855,0.4,0.375,0.39285714285714285,0.4375,0.43333333333333335,0.3,22.80701754385965,0.02702702702702703,0.02127659574468085,,0.15,0.3333333333333333,0.5,0.3,0.15,0.15,0.14285714285714285,,0.14285714285714285,0.14285714285714285,0.45,0.47453,0.47992142857142855,0.13043478260869565,0.17647058823529413,0.6190476190476191,8.928571428571429,24.583333333333332,0.5625,5.0,1.0,1.0,,,1.0,1.0,3.0,,,,,,1.0,,2.0,1.0,4.0,,,,,,,,,2.0,1.0,0.16666666666666666,0.25,0.16666666666666666,,,0.5,,,,,,,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,0.5,,,,,2.0,3.0,,,,,2.0,4.0,,2.0,2.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,0.3333333333333333,0.3333333333333333,,,,0.14285714285714285,0.3333333333333333,,,,,,0.07692307692307693,,,,0.3333333333333333,0.4,0.5,0.6,0.6,0.3333333333333333,,,0.43545,,,0.16666666666666666,,,,,,,,,,,2.0,2.0,1.0,,,,True,,,,,,,,,,,,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,1210.0,20.0,-23.0,40,42.0,21,36.0,9.0,82,2.0,3.0,1.0,2.0,5.0,,,1.0,1.0,3.0,8.0,1.0,,6.0,52.0,1.0,4.0,1.0,2.0,,,,1.0,,,3.0,3.0,3.0,4.0,1.0,1.0,2.0,,2.0,21,0.375,0.25,0.3333333333333333,0.2,0.3,0.16666666666666666,0.1111111111111111,19.607843137254903,0.17647058823529413,0.15789473684210525,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5555555555555556,,0.1111111111111111,0.4,0.5,,0.2,0.4444444444444444,0.46406250000000004,0.490575,,,0.3333333333333333,7.625,58.5,0.525,,,,,,,,,,,1.0,,1.0,,,,2.0,3.0,,,,,,,,,1.0,,,,,,,,,0.041666666666666664,0.034482758620689655,0.08333333333333333,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,6.0,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,0.2,0.2,1.0,,,,0.5,,0.44405,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,3854.0,64.0,23.0,126,128.0,70,87.0,20.0,254,2.0,6.0,1.0,3.0,1.0,1.0,,8.0,6.0,3.0,8.0,9.0,11.0,29.0,116.0,2.0,4.0,6.0,18.0,4.0,8.0,4.0,9.0,3.0,1.0,23.0,5.0,7.0,9.0,4.0,1.0,15.0,4.0,18.0,70,0.375,0.5,0.5294117647058824,0.5,0.6041666666666666,0.6,0.5294117647058824,16.778523489932887,0.09090909090909091,0.09333333333333334,0.1111111111111111,0.35294117647058826,0.3333333333333333,0.4,0.058823529411764705,0.058823529411764705,0.47058823529411764,0.3,0.3333333333333333,,0.6,0.8823529411764706,0.49742647058823525,0.49448,0.19047619047619047,0.3333333333333333,0.6206896551724138,3.675,25.1,0.5555555555555556,1.0,,,4.0,2.0,4.0,2.0,12.0,4.0,,1.0,,2.0,1.0,,1.0,2.0,7.0,1.0,,,,,,1.0,,1.0,1.0,0.4444444444444444,0.3333333333333333,0.4444444444444444,,,1.0,,0.02040816326530612,0.03076923076923077,0.05263157894736842,0.05263157894736842,,0.058823529411764705,,,,0.5,0.5,1.0,,0.3333333333333333,0.5,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,8.0,2.0,,1.0,5.0,2.0,,1.0,2.0,3.0,,1.0,,,1.0,,,3.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.75,0.125,0.16666666666666666,0.1,0.0625,,,0.14285714285714285,0.1111111111111111,0.1111111111111111,,0.5,,,,1.0,1.0,,1.0,1.0,0.6384,0.10344827586206896,3.0,,,,,,,,,,,1.0,,,,,1.0,,True,,,,,,,,,,,,,,,,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,834.0,14.0,-4.0,34,32.0,22,24.0,3.0,66,,,,,,,,1.0,1.0,1.0,2.0,1.0,,2.0,31.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,2.0,3.0,4.0,4.0,1.0,1.0,,,2.0,22,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,10.81081081081081,0.21428571428571427,0.2,,,,,,,0.3333333333333333,,,,0.5,0.3333333333333333,0.4321,0.4543,,,1.0,20.799999999999997,24.6,0.6470588235294118,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.6666666666666666,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,0.16666666666666666,,,,,,0.2,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
70,1610612759,Steve Kerr,Steve Kerr,70,SAS,508.0,8.0,,24,20.0,22,19.0,6.0,44,,,,,1.0,,,,,,2.0,,,,21.0,,2.0,,,,,2.0,2.0,1.0,1.0,4.0,,,,,,,,,22,,,,,,,,10.0,,,,,,,0.5,,,,,,,,0.39525,0.39525,,,,15.0,,0.9166666666666666,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,3.0,,,,,,,,,2.0,,,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
