EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls,Offensive Fouls,AtRimPctBlocked,PenaltyCorner3FGM,PenaltyFG3M,HeaveAttempts,Defensive 3 Seconds Violations,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3FGM,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,PtsUnassisted3s,Travels,on,SecondChanceArc3FGM,SecondChanceArc3Accuracy
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,15718.0,262.0,-22.0,493.0,493,132.0,180.0,68.0,986,9.0,22.0,3.0,9.0,2.0,8.0,13.0,31.0,3.0,17.0,3.0,11.0,1.0,2.0,3.0,4.0,13.0,1.0,4.0,25.0,70.0,7.0,24.0,22.0,93.0,487,5.0,13.0,1.0,3.0,5.0,18.0,8.0,18.0,7.0,2.0,18.0,28.0,22.0,21.0,10.0,13.0,4.0,4.0,1.0,8.0,2.0,10.0,1.0,1.0,3.0,2.0,3.0,22.0,2.0,15.0,2.0,7.0,30.0,6.0,43.0,19.0,62.0,4.0,11.0,7.0,4.0,5.0,3.0,4.0,4.0,1.0,1.0,9.0,1.0,1.0,9.0,15.0,26.0,2.0,2.0,12.0,1.0,10.0,7.0,1.0,2.0,10.0,3.0,18.0,132.0,2.0,0.56,0.7,1.0,0.2916666666666667,0.3333333333333333,0.2916666666666667,0.35714285714285715,0.38461538461538464,0.4444444444444444,0.3776595744680851,0.40625,0.32,0.4380952380952381,0.5,0.3269230769230769,0.2553191489361702,0.041666666666666664,0.05714285714285714,0.06451612903225806,0.11764705882352941,0.07692307692307693,19.82608695652174,0.5555555555555556,0.2857142857142857,0.09090909090909091,0.17964071856287425,0.06912442396313365,0.10294117647058823,0.037037037037037035,0.1574468085106383,0.06273062730627306,0.07792207792207792,0.08955223880597014,0.0410958904109589,0.02857142857142857,0.05263157894736842,0.234375,0.044444444444444446,0.22413793103448276,0.10810810810810811,0.0967741935483871,0.07017543859649122,0.3,0.23404255319148937,0.4090909090909091,0.4090909090909091,0.6666666666666666,0.32978723404255317,0.41935483870967744,0.4482758620689655,0.5384615384615384,0.18085106382978725,0.17647058823529413,0.2,0.3333333333333333,0.11702127659574468,0.2727272727272727,0.2727272727272727,1.0,0.13829787234042554,0.3076923076923077,0.3333333333333333,1.0,0.5625,0.3333333333333333,0.125,0.5,1.0,0.0625,0.32,0.25,0.12,0.16,0.48936170212765956,0.3076923076923077,0.4842180851063829,0.5295125,0.489486,0.11538461538461539,0.15,0.1935483870967742,0.1935483870967742,8.517142857142856,24.15416666666667,0.26774847870182555,,,,,,,,,,,,,,,True,,
2063,1610612756,Jake Voskuhl,Jake Voskuhl,2063,PHX,5410.0,90.0,-56.0,171.0,173,82.0,101.0,23.0,344,9.0,14.0,4.0,7.0,4.0,5.0,2.0,2.0,,,,,,,,,,,,11.0,16.0,,,12.0,34.0,196,4.0,7.0,,,2.0,10.0,5.0,6.0,,11.0,21.0,14.0,8.0,,8.0,,,1.0,,2.0,,2.0,,,,1.0,1.0,4.0,,8.0,,4.0,8.0,1.0,13.0,8.0,21.0,,4.0,2.0,2.0,,1.0,,6.0,2.0,,6.0,,2.0,6.0,20.0,13.0,1.0,,5.0,2.0,3.0,2.0,,1.0,3.0,1.0,21.0,82.0,4.0,0.6363636363636364,1.0,,,,,0.6875,0.5714285714285714,0.8333333333333334,0.6875,0.5714285714285714,0.8333333333333334,0.7727272727272727,0.625,0.9545454545454546,,,0.0625,,,,13.861386138613861,,0.14285714285714285,,0.13114754098360656,0.0975609756097561,0.23529411764705882,,0.15384615384615385,0.07920792079207921,0.14705882352941177,,0.0967741935483871,,,0.16,0.07142857142857142,0.13636363636363635,0.14285714285714285,0.3,,0.3333333333333333,0.875,0.6428571428571429,0.6923076923076923,0.5555555555555556,0.125,1.0,1.0,1.0,,,,,,,,,,,,,1.0,0.5714285714285714,,,,,0.8333333333333334,0.8,,,0.875,,0.5455875,0.5643,0.48536666666666667,0.25,0.25,0.29411764705882354,0.6176470588235294,1.4,,0.47953216374269003,3.0,3.0,0.07142857142857142,,,,,,,,,,,,True,,
2207,1610612756,Joe Johnson,Joe Johnson,2207,PHX,8562.0,143.0,-46.0,283.0,280,86.0,140.0,34.0,563,4.0,8.0,,4.0,,1.0,4.0,10.0,2.0,14.0,2.0,4.0,,1.0,2.0,,9.0,,4.0,10.0,32.0,2.0,13.0,2.0,28.0,285,1.0,6.0,,1.0,,2.0,1.0,11.0,6.0,,5.0,4.0,16.0,6.0,2.0,8.0,,5.0,1.0,3.0,3.0,6.0,2.0,1.0,2.0,,1.0,15.0,2.0,2.0,,4.0,9.0,2.0,15.0,4.0,19.0,,4.0,2.0,2.0,5.0,2.0,2.0,6.0,1.0,3.0,11.0,1.0,2.0,4.0,13.0,5.0,1.0,,3.0,,2.0,1.0,,1.0,2.0,2.0,5.0,86.0,5.0,0.2,0.2222222222222222,1.0,0.15384615384615385,,0.16666666666666666,0.3125,0.16666666666666666,0.09090909090909091,0.28888888888888886,0.14285714285714285,0.14705882352941177,0.2978723404255319,0.14285714285714285,0.14705882352941177,0.28888888888888886,0.07692307692307693,0.15625,0.2,0.07142857142857142,0.1111111111111111,17.846153846153847,0.45454545454545453,0.125,,0.11538461538461539,0.017241379310344827,0.10526315789473684,0.045454545454545456,0.11206896551724138,0.025,0.038461538461538464,,,0.03225806451612903,0.07692307692307693,,0.2,0.16666666666666666,0.125,0.07142857142857142,,1.0,0.17777777777777778,0.5,0.6666666666666666,,0.2222222222222222,0.4,0.5,0.5,0.3111111111111111,0.14285714285714285,0.15384615384615385,,0.08888888888888889,0.5,0.5,1.0,0.2,,,,0.5714285714285714,,0.14285714285714285,,,,0.058823529411764705,,0.11764705882352941,0.23529411764705882,0.4666666666666667,,0.4527806818181819,0.55206,0.4275647058823529,0.06382978723404255,0.08823529411764706,0.07142857142857142,0.17857142857142858,10.609375,26.515384615384615,0.303886925795053,1.0,3.0,0.25,1.0,1.0,1.0,1.0,0.16666666666666666,0.5,,,,,,True,,
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,11276.0,188.0,-18.0,355.0,355,65.0,104.0,51.0,710,24.0,35.0,7.0,9.0,6.0,8.0,7.0,21.0,,2.0,,,,,,1.0,1.0,,1.0,31.0,58.0,1.0,1.0,16.0,81.0,343,8.0,12.0,,,3.0,19.0,7.0,11.0,1.0,3.0,20.0,30.0,32.0,3.0,12.0,1.0,1.0,6.0,,5.0,,5.0,,,,3.0,2.0,10.0,1.0,14.0,,8.0,18.0,2.0,28.0,15.0,43.0,,9.0,3.0,6.0,7.0,1.0,1.0,7.0,2.0,6.0,14.0,4.0,1.0,8.0,23.0,28.0,2.0,,12.0,3.0,9.0,6.0,,3.0,9.0,6.0,20.0,65.0,5.0,0.4838709677419355,0.6,1.0,1.0,,1.0,0.5344827586206896,0.6666666666666666,0.6363636363636364,0.5508474576271186,0.6666666666666666,0.7083333333333334,0.5625,0.59375,0.625,0.01694915254237288,,0.10344827586206896,0.09523809523809523,,,20.82324455205811,0.5,0.13333333333333333,,0.15254237288135594,0.09090909090909091,0.15384615384615385,0.025,0.15294117647058825,0.07731958762886598,0.11320754716981132,0.07547169811320754,0.08333333333333333,,0.08333333333333333,0.10416666666666667,0.21212121212121213,0.16216216216216217,0.1724137931034483,0.13043478260869565,,0.6666666666666666,0.5932203389830508,0.6857142857142857,0.7741935483870968,0.4583333333333333,0.3559322033898305,0.3333333333333333,0.3684210526315789,0.5714285714285714,0.03389830508474576,,,,,,,,0.01694915254237288,1.0,1.0,1.0,0.75,0.7777777777777778,,,,,0.6666666666666666,0.75,,0.08333333333333333,0.6101694915254238,1.0,0.48708135593220336,0.52538,0.510175,0.17391304347826086,0.17647058823529413,0.2345679012345679,0.24691358024691357,3.868965517241379,25.9,0.18309859154929578,1.0,4.0,0.11428571428571428,,1.0,,1.0,1.0,,1.0,0.14285714285714285,1.0,,,True,,
950,1610612756,Stephon Marbury,Stephon Marbury,950,PHX,16327.0,272.0,-37.0,515.0,515,136.0,188.0,71.0,1030,24.0,54.0,2.0,5.0,5.0,15.0,6.0,18.0,16.0,42.0,,2.0,,1.0,1.0,5.0,20.0,1.0,8.0,46.0,114.0,5.0,22.0,25.0,132.0,510,4.0,9.0,,2.0,3.0,11.0,9.0,27.0,9.0,10.0,31.0,20.0,72.0,3.0,,19.0,5.0,11.0,,25.0,9.0,34.0,4.0,5.0,13.0,6.0,6.0,77.0,2.0,4.0,,8.0,9.0,1.0,18.0,6.0,24.0,1.0,7.0,3.0,4.0,14.0,1.0,5.0,9.0,1.0,9.0,23.0,3.0,5.0,7.0,26.0,33.0,5.0,,14.0,5.0,,,,,,,31.0,136.0,9.0,0.21739130434782608,0.21739130434782608,0.2,0.22727272727272727,,0.23809523809523808,0.40350877192982454,0.4444444444444444,0.3333333333333333,0.39338235294117646,0.36363636363636365,0.2916666666666667,0.44,0.4230769230769231,0.36046511627906974,0.16176470588235295,,0.09649122807017543,0.1111111111111111,,,28.737541528239205,0.6086956521739131,0.043478260869565216,,0.05232558139534884,0.017543859649122806,0.11267605633802817,0.03508771929824561,0.06995884773662552,0.021052631578947368,0.023809523809523808,,0.02666666666666667,0.02631578947368421,0.05263157894736842,0.05970149253731343,0.044444444444444446,0.05,0.10526315789473684,0.12121212121212122,0.014084507042253521,,0.39705882352941174,0.4444444444444444,0.5333333333333333,0.16666666666666666,0.1323529411764706,0.3333333333333333,0.375,0.16666666666666666,0.3088235294117647,0.38095238095238093,0.38095238095238093,0.3125,0.014705882352941176,,,,0.14705882352941177,0.25,0.25,0.2,0.45454545454545453,0.4,0.09090909090909091,,,0.09090909090909091,0.4166666666666667,0.3333333333333333,0.027777777777777776,0.2222222222222222,0.5588235294117647,0.2631578947368421,0.4893354477611939,0.43832499999999996,0.46973714285714285,0.09655172413793103,0.11382113821138211,0.08333333333333333,0.23484848484848486,8.419298245614035,27.495454545454546,0.26407766990291265,1.0,4.0,0.16666666666666666,,1.0,1.0,1.0,0.1111111111111111,,1.0,,0.125,12.0,1.0,True,,
2418,1610612756,Casey Jacobsen,Casey Jacobsen,2418,PHX,1471.0,25.0,1.0,51.0,49,20.0,18.0,7.0,100,,2.0,,,,,,2.0,,1.0,2.0,4.0,,,2.0,,1.0,,1.0,,5.0,2.0,5.0,,6.0,51,,,,,,,,1.0,3.0,,3.0,,,6.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,2.0,,1.0,,1.0,1.0,,2.0,1.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,4.0,2.0,,,,1.0,,,,,,,3.0,20.0,1.0,,,1.0,0.4,,0.4,,,,0.3,,0.375,0.2727272727272727,,0.3,0.5,,0.2,0.5,,,20.0,1.0,,,0.0625,0.07142857142857142,0.16666666666666666,,0.09090909090909091,0.041666666666666664,,0.16666666666666666,,,,,,0.16666666666666666,,0.25,0.16666666666666666,,0.2,,,,0.2,,,,0.1,,,,0.4,0.5,0.5,1.0,0.1,,,,,,,,,,,,0.5,0.25,0.7,,0.49695999999999996,,0.43327499999999997,,,,0.5,7.08,23.44,0.39215686274509803,,,,1.0,1.0,,,0.3333333333333333,0.5,,,,,,True,,
358,1610612756,Anfernee Hardaway,Anfernee Hardaway,358,PHX,13394.0,223.0,,421.0,420,105.0,136.0,56.0,841,5.0,11.0,,2.0,,2.0,3.0,11.0,8.0,19.0,2.0,8.0,,,2.0,6.0,14.0,1.0,6.0,16.0,41.0,8.0,22.0,12.0,68.0,404,3.0,6.0,,1.0,,6.0,3.0,10.0,8.0,7.0,25.0,14.0,18.0,24.0,2.0,14.0,6.0,3.0,,16.0,6.0,22.0,4.0,2.0,9.0,5.0,2.0,50.0,3.0,5.0,,12.0,11.0,2.0,25.0,8.0,33.0,1.0,11.0,6.0,5.0,7.0,,6.0,3.0,,1.0,10.0,,2.0,12.0,25.0,16.0,2.0,,5.0,4.0,5.0,4.0,,1.0,5.0,4.0,25.0,105.0,4.0,0.4375,0.4666666666666667,1.0,0.36363636363636365,,0.36363636363636365,0.3902439024390244,0.5,0.3,0.4444444444444444,0.42857142857142855,0.5,0.4857142857142857,0.42857142857142855,0.5681818181818182,0.3492063492063492,,0.07317073170731707,0.09090909090909091,,,16.39344262295082,0.7,0.1111111111111111,,0.07692307692307693,0.028409090909090908,0.19047619047619047,0.06382978723404255,0.11165048543689321,0.03587443946188341,0.01694915254237288,0.05263157894736842,0.016666666666666666,0.09090909090909091,,0.05357142857142857,0.0975609756097561,0.08695652173913043,0.08823529411764706,0.3103448275862069,0.02857142857142857,0.8,0.1746031746031746,0.45454545454545453,0.5555555555555556,0.2,0.1746031746031746,0.2727272727272727,0.3,0.6666666666666666,0.30158730158730157,0.42105263157894735,0.42105263157894735,0.5,0.12698412698412698,0.25,0.25,1.0,0.2222222222222222,0.42857142857142855,0.42857142857142855,1.0,0.2857142857142857,,,,,0.14285714285714285,0.1111111111111111,,0.1111111111111111,0.3333333333333333,0.5238095238095238,0.42857142857142855,0.4641024193548387,0.39742,0.4437000000000001,0.07575757575757576,0.11363636363636363,0.08823529411764706,0.36764705882352944,10.921951219512193,25.022727272727273,0.2494061757719715,1.0,3.0,0.18181818181818182,,4.0,,,0.5,,4.0,,0.6666666666666666,,,True,,
448,1610612756,Bo Outlaw,Bo Outlaw,448,PHX,4171.0,70.0,3.0,127.0,130,34.0,50.0,17.0,257,1.0,8.0,1.0,2.0,,1.0,,2.0,,,,,,,,,,,,1.0,10.0,,,2.0,4.0,116,1.0,2.0,,,,2.0,,1.0,,2.0,2.0,,2.0,,2.0,,,4.0,,5.0,,5.0,,,1.0,3.0,1.0,10.0,1.0,5.0,,1.0,6.0,,7.0,6.0,13.0,,1.0,1.0,,3.0,,1.0,3.0,1.0,2.0,6.0,2.0,4.0,5.0,19.0,4.0,,,2.0,,1.0,,,1.0,1.0,,2.0,34.0,4.0,,,,,,,0.1,0.5,,0.1,0.5,,0.16666666666666666,0.5,0.5,,,0.4,0.5,,,11.76470588235294,0.5,,,0.12244897959183673,0.07575757575757576,0.05555555555555555,0.14285714285714285,0.1044776119402985,0.0821917808219178,0.03571428571428571,0.11764705882352941,0.09523809523809523,0.3333333333333333,,,0.16666666666666666,0.21052631578947367,,0.09090909090909091,,,0.8,0.125,0.2,,0.2,,,,,,,,,,,,,,,,1.0,0.5,,,,,1.0,,,,0.8,,0.47664,0.52725,0.4856,0.16666666666666666,0.16666666666666666,0.5,0.5,2.12,,0.2677165354330709,1.0,2.0,0.375,,,,1.0,,,,,,,,True,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,567.0,9.0,-7.0,17.0,15,7.0,10.0,3.0,32,,,,,,,1.0,1.0,1.0,3.0,,,,,,,,,,2.0,4.0,,,1.0,5.0,22,,,,,1.0,1.0,2.0,3.0,,1.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,,,,1.0,,,,,,,5.0,7.0,,1.0,1.0,,,,,0.5,,0.6666666666666666,0.5,,0.6666666666666666,0.5,0.5,0.625,,,,,,,27.77777777777778,,,,0.4,,,,0.2857142857142857,,,,,,,0.5,1.0,,,,,,,,,,0.25,1.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,0.3738,,0.3678333333333333,,,0.2,1.0,15.875,,0.4117647058823529,,,,,,,,,,,,,,,True,,
281,1610612756,Scott Williams,Scott Williams,281,PHX,4739.0,79.0,-3.0,142.0,145,13.0,13.0,25.0,287,4.0,10.0,2.0,3.0,,,1.0,8.0,5.0,13.0,,,,,,,,,,10.0,31.0,,,2.0,22.0,136,2.0,4.0,,,2.0,6.0,,3.0,,,,16.0,4.0,,4.0,,,3.0,,,1.0,1.0,1.0,,,,,3.0,,6.0,,,8.0,,8.0,6.0,14.0,,4.0,1.0,3.0,,1.0,,1.0,,,1.0,,,6.0,15.0,2.0,,,1.0,,2.0,1.0,,1.0,2.0,1.0,,13.0,1.0,0.8,1.0,,,,,0.3225806451612903,0.5,,0.3225806451612903,0.5,,0.34375,0.6,,,,0.0967741935483871,0.125,,,18.96551724137931,,,,0.1568627450980392,0.07317073170731707,,,0.11267605633802817,0.06818181818181818,0.11538461538461539,0.03333333333333333,0.07692307692307693,,,0.15789473684210525,0.08333333333333333,0.2,,,,0.5,0.3225806451612903,0.4,0.5,0.5,0.25806451612903225,0.125,0.14285714285714285,1.0,0.41935483870967744,0.38461538461538464,0.38461538461538464,1.0,,,,,,,,,0.75,0.6666666666666666,,,,,,,,,0.3225806451612903,,0.44337741935483865,0.5206500000000001,0.412,0.03125,0.03125,0.2727272727272727,,10.254838709677419,,0.09154929577464789,1.0,,0.2,,,,,,,,,,,,True,,
