EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,SelfOReb,SecondChanceTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg2Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3SecondViolations,FTOffRebounds,OffFTReboundPct,on,Defensive 3 Seconds Violations
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,12340.0,206,-16,373,376,136,162,40.0,749,2.0,8.0,1.0,4.0,2.0,3.0,6.0,17.0,4.0,8.0,3.0,3.0,1.0,1.0,10.0,26.0,3.0,5.0,2.0,6.0,10.0,28.0,14.0,34.0,11.0,73.0,382,6.0,8.0,18.0,4.0,11.0,3.0,7.0,9.0,26.0,10.0,10.0,36.0,6.0,1.0,25.0,10.0,2.0,11.0,6.0,17.0,6.0,5.0,6.0,40.0,1.0,3.0,10.0,1.0,14.0,1.0,15.0,14.0,9.0,5.0,9.0,1.0,4.0,2.0,5.0,11.0,4.0,11.0,27.0,1.0,16.0,4.0,4.0,26.0,136,7.0,0.5,0.5,0.8571428571428571,0.4117647058823529,0.75,0.42857142857142855,0.42424242424242425,0.35714285714285715,0.36363636363636365,0.5,1.125,0.4722222222222222,0.5214285714285715,1.125,0.5416666666666666,0.5483870967741935,0.07142857142857142,0.25,19.194312796208532,0.8181818181818182,0.07692307692307693,0.06172839506172839,0.007407407407407408,0.10714285714285714,0.06842105263157895,0.005555555555555556,0.02564102564102564,0.03278688524590164,0.05263157894736842,0.09523809523809523,0.13636363636363635,0.12903225806451613,0.25,0.3333333333333333,0.5,0.04838709677419355,0.6666666666666666,0.6666666666666666,0.27419354838709675,0.35294117647058826,0.35294117647058826,0.6666666666666666,0.12903225806451613,0.5,0.5,1.0,0.41935483870967744,0.38461538461538464,0.38461538461538464,0.8,0.375,1.0,1.0,0.625,0.6,1.0,0.2222222222222222,0.25,0.05555555555555555,1.0,0.3333333333333333,0.3333333333333333,0.6774193548387096,0.4,0.47545250000000006,0.60918,0.43816470588235296,0.06060606060606061,0.125,0.2465753424657534,0.3561643835616438,12.24642857142857,27.0264705882353,0.3646112600536193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,36879.0,615,21,1115,1114,383,343,147.0,2229,36.0,61.0,9.0,18.0,4.0,18.0,3.0,18.0,,,,,,,,1.0,,,,1.0,43.0,97.0,,1.0,42.0,128.0,1090,,,42.0,10.0,34.0,,1.0,25.0,45.0,50.0,36.0,,,1.0,,,7.0,21.0,7.0,28.0,6.0,6.0,12.0,63.0,58.0,28.0,123.0,14.0,165.0,76.0,241.0,35.0,23.0,12.0,6.0,5.0,4.0,6.0,2.0,12.0,5.0,21.0,40.0,,88.0,26.0,21.0,45.0,383,5.0,0.5813953488372093,0.8333333333333334,,,,,,0.44329896907216493,0.29411764705882354,0.4387755102040816,0.6,0.2857142857142857,0.45714285714285713,0.5675675675675675,0.35714285714285715,0.01020408163265306,0.07216494845360824,0.08196721311475409,11.7601246105919,0.5,0.4666666666666667,0.2673913043478261,0.14320987654320988,0.2978723404255319,0.27256317689530685,0.13893967093235832,0.14035087719298245,0.2037037037037037,0.36607142857142855,0.26344086021505375,0.2857142857142857,0.6224489795918368,0.5901639344262295,0.6428571428571429,0.5555555555555556,0.1836734693877551,0.2222222222222222,0.23529411764705882,0.1836734693877551,0.16666666666666666,0.17647058823529413,0.6666666666666666,,,,,0.01020408163265306,,,,,,,,,,0.5142857142857142,0.5,,,0.02857142857142857,,0.6326530612244898,,0.4943886597938144,0.5359892857142856,0.47964117647058824,0.2184873949579832,0.22033898305084745,0.328125,0.3515625,4.788659793814433,41.0,0.3434977578475336,17.0,25.0,18.0,30.0,6.0,26.0,1.0,3.0,18.0,7.0,2.0,3.0,5.0,44.0,1.0,1.0,34.0,3.0,7.0,45.0,25.0,1.0,0.6,0.05555555555555555,0.05555555555555555,0.1267605633802817,0.19230769230769232,0.11764705882352941,0.14678899082568808,0.06060606060606061,0.3333333333333333,0.14893617021276595,0.5555555555555556,0.75,0.8333333333333334,0.68,0.058823529411764705,,,,,,,,,,,,True,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,26037.0,434,38,790,787,272,218,107.0,1577,16.0,30.0,5.0,10.0,1.0,11.0,24.0,52.0,,8.0,,3.0,,3.0,23.0,69.0,3.0,7.0,8.0,25.0,41.0,93.0,23.0,77.0,69.0,220.0,772,3.0,10.0,11.0,14.0,31.0,8.0,28.0,43.0,95.0,12.0,70.0,30.0,39.0,,69.0,23.0,9.0,49.0,15.0,64.0,11.0,18.0,20.0,143.0,2.0,6.0,34.0,1.0,41.0,4.0,45.0,9.0,7.0,2.0,12.0,8.0,6.0,19.0,6.0,31.0,12.0,12.0,38.0,9.0,75.0,23.0,11.0,95.0,272,5.0,0.14634146341463414,0.14634146341463414,0.43478260869565216,0.2987012987012987,0.3,0.2857142857142857,0.2987012987012987,0.44086021505376344,0.45161290322580644,0.4441176470588235,0.3,0.4406779661016949,0.5318627450980392,0.34375,0.573170731707317,0.45294117647058824,0.0967741935483871,0.13333333333333333,25.852585258525853,0.3870967741935484,0.045454545454545456,0.10862619808306709,0.007168458781362007,0.09090909090909091,0.10554089709762533,0.010498687664041995,0.013333333333333334,0.12037037037037036,0.05263157894736842,0.13178294573643412,0.10638297872340426,0.17647058823529413,0.5333333333333333,0.6153846153846154,0.125,0.06470588235294118,0.09090909090909091,0.1111111111111111,0.3058823529411765,0.46153846153846156,0.4897959183673469,0.16666666666666666,0.047058823529411764,,,,0.40588235294117647,0.3333333333333333,0.3382352941176471,0.43478260869565216,0.2,,,0.4666666666666667,0.42857142857142855,0.6666666666666666,0.1694915254237288,0.5,0.05084745762711865,,0.423728813559322,0.32,0.6294117647058823,0.3333333333333333,0.4683482352941177,0.47545416666666673,0.4448338983050847,0.12953367875647667,0.20175438596491227,0.05,0.4318181818181818,11.112903225806452,25.792207792207794,0.34430379746835443,,2.0,,5.0,2.0,,4.0,11.0,2.0,2.0,6.0,,2.0,1.0,,,1.0,,,1.0,1.0,,,0.18181818181818182,0.057692307692307696,0.0196078431372549,0.013888888888888888,,0.024691358024691357,,0.05263157894736842,0.02127659574468085,1.0,,0.13333333333333333,,,1.0,1.0,1.0,3.0,2.0,0.012987012987012988,0.014492753623188406,0.02531645569620253,,,,True,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,39474.0,658,26,1197,1193,427,390,152.0,2390,35.0,62.0,11.0,22.0,34.0,63.0,56.0,151.0,3.0,11.0,1.0,4.0,2.0,5.0,6.0,16.0,2.0,2.0,,4.0,125.0,276.0,9.0,27.0,106.0,383.0,1185,3.0,6.0,46.0,33.0,78.0,2.0,9.0,66.0,138.0,156.0,94.0,21.0,6.0,2.0,14.0,6.0,14.0,30.0,15.0,45.0,12.0,11.0,13.0,105.0,12.0,9.0,36.0,3.0,48.0,18.0,66.0,13.0,9.0,4.0,27.0,3.0,20.0,30.0,7.0,57.0,21.0,11.0,51.0,15.0,117.0,38.0,21.0,138.0,427,8.0,0.624,0.6446280991735537,0.7777777777777778,0.3333333333333333,0.5,0.2222222222222222,0.36,0.4528985507246377,0.4230769230769231,0.4570957095709571,0.5285714285714286,0.41379310344827586,0.5322128851540616,0.575,0.5661157024793388,0.0891089108910891,0.050724637681159424,0.11290322580645161,30.10204081632653,0.47368421052631576,0.08823529411764706,0.07422680412371134,0.02810304449648712,0.09473684210526316,0.07758620689655173,0.031141868512110725,0.01680672268907563,0.06432748538011696,0.07017543859649122,0.085,0.1,0.20462046204620463,0.5645161290322581,0.6363636363636364,0.6285714285714286,0.2079207920792079,0.5396825396825397,0.5483870967741935,0.49834983498349833,0.3708609271523179,0.38620689655172413,0.75,0.036303630363036306,0.2727272727272727,0.2727272727272727,1.0,0.052805280528052806,0.375,0.375,0.6666666666666666,0.11428571428571428,0.25,1.0,0.05714285714285714,1.0,0.5,0.25287356321839083,0.5,0.05747126436781609,0.4,0.04597701149425287,,0.29372937293729373,0.42857142857142855,0.4400310631229235,0.45383199999999996,0.4445023529411765,0.1130952380952381,0.12297734627831715,0.12010443864229765,0.360313315926893,11.722101449275362,26.70740740740741,0.3567251461988304,4.0,6.0,14.0,29.0,9.0,8.0,3.0,6.0,6.0,7.0,4.0,,5.0,1.0,,,,,1.0,1.0,,,0.4827586206896552,0.015873015873015872,0.039735099337748346,0.039735099337748346,0.018018018018018018,0.04060913705583756,0.04310344827586207,0.02857142857142857,0.08,0.046357615894039736,,0.4117647058823529,0.17142857142857143,0.6666666666666666,0.5,,6.0,2.0,4.0,,,,,2.0,,,True,
688,1610612765,Michael Curry,Michael Curry,688,DET,16223.0,270,28,486,487,104,92,61.0,973,6.0,10.0,,1.0,1.0,3.0,6.0,22.0,1.0,2.0,,,,,2.0,7.0,,1.0,,,13.0,35.0,3.0,9.0,6.0,41.0,485,,1.0,4.0,1.0,4.0,,,1.0,3.0,20.0,6.0,9.0,,,7.0,2.0,2.0,12.0,5.0,17.0,1.0,4.0,8.0,39.0,3.0,,12.0,1.0,13.0,3.0,16.0,7.0,4.0,3.0,2.0,,2.0,3.0,,5.0,,9.0,34.0,2.0,7.0,3.0,,3.0,104,2.0,0.7692307692307693,0.8333333333333334,1.0,0.3333333333333333,,,0.3333333333333333,0.37142857142857144,0.25,0.3977272727272727,0.2,0.25,0.44565217391304346,0.3333333333333333,0.375,0.20454545454545456,0.05714285714285714,0.1,9.205776173285198,0.4,0.1,0.06060606060606061,0.016666666666666666,,0.05150214592274678,0.01282051282051282,,0.03333333333333333,0.041666666666666664,0.08888888888888889,,0.22727272727272727,0.6,0.6666666666666666,0.8333333333333334,0.06818181818181818,0.3333333333333333,0.5,0.5,0.2727272727272727,0.2727272727272727,0.8333333333333334,0.045454545454545456,0.5,0.5,1.0,0.1590909090909091,0.2857142857142857,0.2857142857142857,1.0,,,,0.2,,,0.25,,,,,,0.4318181818181818,0.2857142857142857,0.46634090909090914,0.4954625,0.425525,0.08695652173913043,0.08333333333333333,0.0975609756097561,0.07317073170731707,12.971428571428573,25.144444444444446,0.2139917695473251,1.0,1.0,1.0,4.0,2.0,2.0,4.0,,,1.0,,4.0,2.0,2.0,,,1.0,,1.0,2.0,1.0,,0.25,0.3333333333333333,,,,0.03260869565217391,,,,0.038461538461538464,0.5,,0.2,1.0,,,1.0,,,1.0,,,0.1,,,,True,
2246,1610612765,Mehmet Okur,Mehmet Okur,2246,DET,11764.0,196,-11,362,351,142,168,46.0,713,6.0,18.0,1.0,4.0,5.0,18.0,1.0,5.0,1.0,2.0,,1.0,1.0,2.0,5.0,5.0,,,2.0,2.0,12.0,41.0,6.0,7.0,14.0,56.0,371,,1.0,12.0,3.0,12.0,3.0,4.0,3.0,18.0,18.0,6.0,18.0,,,5.0,5.0,5.0,6.0,2.0,8.0,1.0,,3.0,18.0,11.0,5.0,23.0,1.0,29.0,14.0,43.0,6.0,5.0,1.0,6.0,,2.0,5.0,4.0,11.0,4.0,17.0,29.0,1.0,26.0,11.0,2.0,18.0,142,1.0,0.75,0.75,1.0,0.8571428571428571,,0.75,0.8571428571428571,0.2926829268292683,0.25,0.4375,0.4,0.46875,0.45901639344262296,0.46153846153846156,0.45,0.14583333333333334,0.12195121951219512,0.2222222222222222,17.26618705035971,0.5454545454545454,0.07142857142857142,0.18253968253968253,0.08270676691729323,0.15625,0.17721518987341772,0.07428571428571429,0.10256410256410256,0.125,0.2727272727272727,0.19642857142857142,0.19047619047619047,0.375,0.3333333333333333,0.42857142857142855,0.8333333333333334,0.375,0.2777777777777778,0.29411764705882354,0.10416666666666667,0.2,0.2,1.0,0.041666666666666664,0.5,0.5,1.0,0.10416666666666667,1.0,1.0,1.0,0.1,,,,,,0.25,0.25,0.125,0.5,0.125,1.0,0.5208333333333334,1.0,0.4501354166666666,0.533865,0.425140625,0.1864406779661017,0.21153846153846154,0.21428571428571427,0.32142857142857145,6.214634146341464,25.357142857142858,0.39226519337016574,4.0,9.0,4.0,9.0,4.0,,1.0,3.0,2.0,3.0,1.0,3.0,,8.0,,,7.0,,1.0,8.0,3.0,,0.4444444444444444,0.05555555555555555,,0.047619047619047616,0.13157894736842105,0.03571428571428571,0.03225806451612903,0.09090909090909091,0.09090909090909091,0.125,0.375,0.6,0.9,0.4444444444444444,0.75,,,3.0,,,,,,,1.0,0.07692307692307693,True,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,15939.0,266,26,476,477,192,176,59.0,953,15.0,19.0,6.0,7.0,6.0,19.0,4.0,10.0,3.0,10.0,,,1.0,5.0,2.0,17.0,,,1.0,10.0,25.0,48.0,5.0,27.0,19.0,84.0,453,,,10.0,10.0,15.0,2.0,15.0,12.0,38.0,18.0,32.0,15.0,,,17.0,2.0,4.0,8.0,6.0,14.0,4.0,2.0,2.0,34.0,5.0,6.0,26.0,3.0,35.0,10.0,45.0,4.0,4.0,,7.0,1.0,3.0,5.0,4.0,12.0,4.0,8.0,13.0,1.0,26.0,7.0,7.0,38.0,192,1.0,0.36,0.391304347826087,1.0,0.18518518518518517,,0.13333333333333333,0.18518518518518517,0.5208333333333334,0.6666666666666666,0.43333333333333335,0.8,0.43333333333333335,0.4827586206896552,0.8333333333333334,0.48717948717948717,0.36,0.08333333333333333,0.05263157894736842,18.198529411764703,0.5833333333333334,0.2727272727272727,0.12935323383084577,0.03205128205128205,0.13636363636363635,0.1306122448979592,0.044444444444444446,0.04081632653061224,0.07407407407407407,0.19148936170212766,0.1506849315068493,0.09090909090909091,0.25333333333333335,0.7894736842105263,0.8333333333333334,0.3333333333333333,0.25333333333333335,0.3157894736842105,0.35294117647058826,0.13333333333333333,0.4,0.4444444444444444,0.75,0.13333333333333333,0.3,0.3,1.0,0.22666666666666666,0.11764705882352941,0.11764705882352941,1.0,,,,,,,0.23333333333333334,0.8571428571428571,0.16666666666666666,0.2,0.3333333333333333,0.1,0.6133333333333333,0.11764705882352941,0.46393513513513496,0.5397333333333333,0.47921896551724136,0.0875,0.1320754716981132,0.11904761904761904,0.4523809523809524,6.981249999999999,25.700000000000003,0.40336134453781514,3.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,1.0,,2.0,9.0,1.0,1.0,7.0,1.0,1.0,10.0,6.0,,0.8,0.10526315789473684,0.1,0.07246376811594203,0.05555555555555555,0.014084507042253521,0.09803921568627451,,0.2727272727272727,0.1,0.6,0.16666666666666666,0.6,1.0,,,,2.0,,,,,,,,,True,
361,1610612765,Clifford Robinson,Clifford Robinson,361,DET,27969.0,466,14,842,843,280,235,105.0,1685,6.0,20.0,1.0,4.0,8.0,28.0,18.0,39.0,5.0,11.0,1.0,3.0,1.0,3.0,15.0,44.0,1.0,7.0,2.0,12.0,32.0,87.0,20.0,55.0,20.0,144.0,831,2.0,10.0,14.0,6.0,19.0,3.0,15.0,11.0,32.0,42.0,22.0,60.0,,,44.0,15.0,4.0,37.0,7.0,44.0,5.0,19.0,12.0,95.0,10.0,6.0,22.0,2.0,30.0,13.0,43.0,12.0,6.0,6.0,14.0,5.0,8.0,12.0,6.0,26.0,2.0,19.0,54.0,3.0,29.0,11.0,4.0,32.0,280,9.0,0.65625,0.6774193548387096,1.0,0.36363636363636365,0.2,0.2,0.36363636363636365,0.367816091954023,0.3157894736842105,0.43661971830985913,0.35294117647058826,0.3088235294117647,0.46153846153846156,0.3684210526315789,0.3902439024390244,0.3873239436619718,0.04597701149425287,0.15,18.978102189781023,0.5384615384615384,0.1,0.06027397260273973,0.032679738562091505,0.10526315789473684,0.06635071090047394,0.026829268292682926,0.02666666666666667,0.05426356589147287,0.05747126436781609,0.06711409395973154,0.09302325581395349,0.14084507042253522,0.3,0.35294117647058826,0.5,0.19718309859154928,0.2857142857142857,0.2857142857142857,0.2746478873239437,0.46153846153846156,0.47368421052631576,0.7777777777777778,0.07746478873239436,0.45454545454545453,0.45454545454545453,1.0,0.30985915492957744,0.3409090909090909,0.3488372093023256,1.0,0.17647058823529413,0.3333333333333333,1.0,0.4117647058823529,0.14285714285714285,1.0,0.11764705882352941,0.25,0.08823529411764706,0.3333333333333333,0.35294117647058826,0.16666666666666666,0.528169014084507,0.3409090909090909,0.4636933098591549,0.5031766666666666,0.4602235294117647,0.07236842105263158,0.1134020618556701,0.09722222222222222,0.2222222222222222,10.593103448275862,25.196363636363635,0.332541567695962,1.0,3.0,3.0,7.0,2.0,2.0,2.0,6.0,1.0,4.0,2.0,4.0,1.0,11.0,1.0,1.0,8.0,2.0,1.0,12.0,8.0,,0.42857142857142855,,0.02564102564102564,0.009615384615384616,0.0379746835443038,0.03289473684210526,0.012987012987012988,,0.14285714285714285,0.04878048780487805,0.6666666666666666,0.5,0.17647058823529413,0.3333333333333333,,1.0,1.0,1.0,,,0.01818181818181818,0.022727272727272728,,2.0,2.0,0.06896551724137931,True,
468,1610612765,Jon Barry,Jon Barry,468,DET,1994.0,33,-2,73,68,51,31,5.0,141,,,,,,,1.0,1.0,2.0,3.0,,,,,1.0,3.0,,,,1.0,1.0,1.0,3.0,6.0,2.0,13.0,77,,,2.0,1.0,1.0,,1.0,2.0,4.0,2.0,,6.0,3.0,,3.0,1.0,,1.0,1.0,2.0,,1.0,,5.0,,2.0,2.0,,4.0,,4.0,3.0,2.0,1.0,1.0,,1.0,,,1.0,,1.0,2.0,,2.0,1.0,,4.0,51,1.0,1.0,1.0,0.6666666666666666,0.5,,,0.5,1.0,1.0,0.7857142857142857,1.0,0.5,0.8125,1.0,0.6666666666666666,0.8571428571428571,,,11.538461538461538,1.0,,0.13333333333333333,,0.2222222222222222,0.16666666666666666,,,0.16666666666666666,,0.125,0.2222222222222222,,,,,,,,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,0.5,,0.8571428571428571,0.3333333333333333,0.5244357142857143,0.4114,0.447125,0.125,0.5,0.15384615384615385,0.3076923076923077,18.9,24.266666666666666,0.6986301369863014,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,
722,1610612765,Corliss Williamson,Corliss Williamson,722,DET,8013.0,134,-4,246,245,131,126,35.0,491,8.0,14.0,4.0,8.0,12.0,27.0,2.0,7.0,,,,,,,,,,,,,22.0,48.0,,,22.0,66.0,258,,,9.0,11.0,23.0,,,17.0,39.0,26.0,18.0,,,,,,3.0,3.0,1.0,4.0,,2.0,1.0,9.0,8.0,1.0,12.0,,13.0,9.0,22.0,2.0,1.0,1.0,4.0,2.0,1.0,7.0,3.0,11.0,5.0,10.0,22.0,4.0,32.0,11.0,6.0,39.0,131,3.0,0.5909090909090909,0.6842105263157895,,,,,,0.4583333333333333,0.4782608695652174,0.4583333333333333,0.4,0.4782608695652174,0.5238095238095238,0.4090909090909091,0.5735294117647058,,0.0625,0.07142857142857142,25.34246575342466,0.36363636363636365,,0.1276595744680851,0.09090909090909091,0.08333333333333333,0.12264150943396226,0.07563025210084033,0.034482758620689655,0.14814814814814814,0.125,0.11627906976744186,0.125,0.2916666666666667,0.5714285714285714,0.6153846153846154,0.625,0.5625,0.4444444444444444,0.48,0.14583333333333334,0.2857142857142857,0.2857142857142857,0.5,,,,,,,,,,,,,,,0.34782608695652173,0.5,,,,,0.2916666666666667,,0.4161854166666667,0.47215,0.41130869565217393,0.19298245614035087,0.19298245614035087,0.13636363636363635,0.5909090909090909,6.927083333333335,,0.532520325203252,2.0,5.0,4.0,10.0,1.0,6.0,1.0,,1.0,2.0,,1.0,2.0,1.0,,,1.0,,,1.0,1.0,1.0,0.4,0.07407407407407407,,0.03225806451612903,0.07142857142857142,0.16129032258064516,0.03571428571428571,,,0.09090909090909091,1.0,0.5833333333333334,0.5,0.4,,,,1.0,,,,,,,,,True,
