EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,ShortMidRangeAssists,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,3SecondViolations,ShortMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,on,Clear Path Fouls,Blocked3s,BlockedCorner3,3pt And 1 Free Throw Trips
1499,1610612738,Tony Battie,Tony Battie,1499,BOS,8505.0,142,36.0,264,261,34,54,24.0,525,14.0,18.0,2.0,3.0,1.0,4.0,6.0,4.0,10.0,1.0,1.0,2.0,1.0,22.0,34.0,3.0,4.0,48.0,266,2.0,5.0,4.0,2.0,3.0,2.0,2.0,6.0,42.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,4.0,17.0,4.0,25.0,3.0,28.0,2.0,2.0,3.0,1.0,4.0,2.0,7.0,1.0,14.0,27.0,1.0,4.0,8.0,1.0,3.0,10.0,7.0,3.0,10.0,6.0,1.0,6.0,34,2.0,0.9545454545454546,1.0,0.6470588235294118,0.4,0.6666666666666666,0.5945945945945946,0.4,0.4,0.5853658536585366,0.3333333333333333,0.5,0.08108108108108109,0.08823529411764706,0.16666666666666666,16.551724137931036,0.42857142857142855,0.5714285714285714,0.12878787878787878,0.02666666666666667,0.16666666666666666,0.025,0.1346153846153846,0.02608695652173913,0.047619047619047616,0.029411764705882353,0.03571428571428571,0.08108108108108109,0.14285714285714285,0.14864864864864866,0.18181818181818182,0.6,0.4864864864864865,0.7777777777777778,0.9333333333333333,0.9285714285714286,0.16216216216216217,0.6666666666666666,0.6666666666666666,1.0,0.2702702702702703,0.4,0.4,1.0,0.02702702702702703,0.05405405405405406,0.6,0.6666666666666666,0.5,0.2,0.2,0.2,0.5675675675675675,0.49010270270270273,0.47796000000000005,0.4389,0.02631578947368421,0.02857142857142857,0.08333333333333333,0.125,7.250000000000002,24.566666666666666,0.12878787878787878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,18855.0,314,23.0,599,603,193,230,53.0,1202,25.0,41.0,1.0,1.0,10.0,2.0,9.0,22.0,59.0,,,28.0,12.0,49.0,109.0,28.0,81.0,206.0,604,3.0,4.0,17.0,10.0,28.0,12.0,41.0,76.0,50.0,48.0,2.0,28.0,5.0,27.0,25.0,52.0,11.0,14.0,6.0,129.0,3.0,3.0,12.0,38.0,3.0,53.0,6.0,59.0,17.0,13.0,21.0,5.0,14.0,16.0,35.0,10.0,14.0,31.0,3.0,5.0,93.0,35.0,13.0,5.0,2.0,1.0,5.0,3.0,,76.0,193,5.0,0.5102040816326531,0.5208333333333334,0.44954128440366975,0.75,0.35714285714285715,0.4562043795620438,0.75,0.4375,0.5714285714285714,0.8,0.6065573770491803,0.20437956204379562,0.045871559633027525,0.0975609756097561,32.20858895705522,0.6,0.15,0.16521739130434782,0.01818181818181818,0.2033898305084746,0.030303030303030304,0.17301038062283736,0.022727272727272728,0.017241379310344827,0.016129032258064516,0.04411764705882353,0.1323529411764706,0.1951219512195122,0.17355371900826447,0.1702127659574468,0.6,0.29927007299270075,0.6097560975609756,0.6756756756756757,0.4,0.06569343065693431,0.2222222222222222,0.2222222222222222,,0.4306569343065693,0.3728813559322034,0.3793103448275862,0.6818181818181818,,0.20437956204379562,0.125,1.0,,0.25,,0.3,0.5036496350364964,0.46700693430656925,0.46299999999999997,0.45009125,0.21604938271604937,0.26119402985074625,0.0825242718446602,0.36893203883495146,11.228440366972478,25.089285714285715,0.32220367278797996,3.0,9.0,2.0,4.0,5.0,9.0,2.0,4.0,5.0,5.0,15.0,12.0,9.0,16.0,5.0,1.0,4.0,7.0,1.0,1.0,1.0,10.0,7.0,2.0,0.5555555555555556,0.32142857142857145,0.5,0.4166666666666667,0.32142857142857145,0.01694915254237288,0.022222222222222223,0.3333333333333333,0.013888888888888888,0.32142857142857145,0.32142857142857145,0.5555555555555556,0.5,0.5,0.5,0.3,0.4166666666666667,0.32142857142857145,,,,,,,,,,,,,,,,,,,,,True,,,,
2452,1610612738,J.R. Bremer,J.R. Bremer,2452,BOS,5649.0,94,-6.0,177,180,68,90,17.0,357,4.0,9.0,,,3.0,,1.0,3.0,9.0,5.0,1.0,15.0,5.0,7.0,19.0,20.0,1.0,30.0,181,,,,4.0,9.0,6.0,,14.0,4.0,10.0,,15.0,2.0,6.0,2.0,8.0,1.0,1.0,2.0,18.0,,,2.0,8.0,,10.0,,10.0,3.0,1.0,4.0,3.0,,1.0,4.0,,3.0,8.0,,,1.0,,,,,,,,,14.0,68,3.0,0.2857142857142857,0.2857142857142857,0.3684210526315789,,0.4444444444444444,0.3717948717948718,,0.4666666666666667,0.3717948717948718,,0.4666666666666667,0.5128205128205128,0.10526315789473684,0.2222222222222222,22.05128205128205,1.0,,0.11940298507462686,,0.11764705882352941,,0.11904761904761904,,,,,0.11764705882352941,0.07142857142857142,0.1388888888888889,0.14285714285714285,,0.23076923076923078,0.4444444444444444,0.5714285714285714,0.5,0.02564102564102564,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,,0.1282051282051282,0.38461538461538464,,,,0.2,0.06666666666666667,0.3333333333333333,0.7435897435897436,0.48263076923076925,0.54645,0.43898999999999994,,,,0.4666666666666667,9.868421052631579,24.44,0.384180790960452,2.0,2.0,,1.0,1.0,5.0,,1.0,,2.0,15.0,,2.0,4.0,,,2.0,,,,,,1.0,,1.0,0.25,,0.3333333333333333,0.25,,,,,0.13333333333333333,0.13333333333333333,1.0,1.0,,,0.6666666666666666,0.2,0.13333333333333333,3.0,1.0,0.6,0.6,1.0,1.0,,,,,,,,,,,,,,,True,,,,
3,1610612738,Grant Long,Grant Long,3,BOS,1129.0,19,-15.0,33,33,10,21,3.0,66,,,,,,1.0,1.0,,1.0,,,,,1.0,2.0,,,2.0,41,,,,,1.0,,,,2.0,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,10,,1.0,1.0,0.5,,,0.5,,,0.5,,,,,,8.333333333333334,,,,,0.2,,0.07142857142857142,,,,,,,,0.25,,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,0.3489,,0.2904,,,,,11.950000000000001,,0.30303030303030304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
962,1610612738,Walter McCarty,Walter McCarty,962,BOS,21087.0,351,32.0,665,669,215,257,59.0,1334,9.0,12.0,4.0,4.0,7.0,3.0,6.0,3.0,5.0,32.0,10.0,20.0,4.0,15.0,23.0,52.0,6.0,99.0,675,6.0,9.0,13.0,6.0,9.0,14.0,3.0,27.0,16.0,14.0,8.0,19.0,2.0,14.0,8.0,22.0,7.0,1.0,4.0,52.0,2.0,8.0,5.0,27.0,1.0,33.0,10.0,43.0,8.0,6.0,6.0,3.0,5.0,3.0,11.0,2.0,19.0,35.0,1.0,2.0,7.0,2.0,2.0,5.0,2.0,2.0,5.0,3.0,,27.0,215,5.0,0.5333333333333333,0.7272727272727273,0.6521739130434783,0.6666666666666666,0.6666666666666666,0.62,0.5454545454545454,0.5217391304347826,0.6346153846153846,0.5909090909090909,0.54,0.6933333333333334,0.08695652173913043,0.16666666666666666,12.275862068965518,0.5454545454545454,0.045454545454545456,0.10112359550561797,0.04371584699453552,0.07352941176470588,0.01818181818181818,0.0955223880597015,0.034129692832764506,0.09523809523809523,0.014705882352941176,0.02631578947368421,0.07317073170731707,0.08163265306122448,0.125,0.05454545454545454,0.6,0.16,0.75,0.9,0.4444444444444444,0.08,0.5,0.5,0.3333333333333333,0.06666666666666667,0.6,0.6,1.0,0.4266666666666667,0.26666666666666666,0.36363636363636365,1.0,0.25,0.30434782608695654,0.43478260869565216,0.17391304347826086,0.8533333333333334,0.5195162162162161,0.4523111111111111,0.49176363636363635,0.02631578947368421,0.08333333333333333,0.13131313131313133,0.2727272727272727,6.943478260869565,24.90192307692308,0.3233082706766917,5.0,9.0,,1.0,2.0,21.0,,2.0,1.0,4.0,63.0,,9.0,6.0,4.0,,2.0,,,3.0,1.0,1.0,,1.0,1.0,0.40384615384615385,,0.2857142857142857,0.4117647058823529,,0.019230769230769232,0.15384615384615385,,0.45,0.45,1.0,0.09090909090909091,,,0.7142857142857143,0.5,0.47368421052631576,12.0,2.0,0.375,0.4,1.0,0.2,1.0,1.0,2.0,0.038461538461538464,0.0625,0.09090909090909091,,,,,,,,,True,,,,
952,1610612738,Antoine Walker,Antoine Walker,952,BOS,18477.0,308,42.0,586,586,174,206,53.0,1172,21.0,40.0,7.0,10.0,4.0,17.0,45.0,1.0,4.0,4.0,2.0,28.0,7.0,39.0,89.0,32.0,8.0,125.0,591,9.0,14.0,18.0,11.0,20.0,9.0,3.0,34.0,26.0,52.0,12.0,28.0,11.0,24.0,8.0,32.0,6.0,2.0,7.0,72.0,1.0,12.0,10.0,32.0,10.0,52.0,13.0,65.0,13.0,5.0,13.0,5.0,11.0,8.0,24.0,6.0,8.0,31.0,6.0,2.0,17.0,6.0,3.0,2.0,2.0,,2.0,1.0,,34.0,174,7.0,0.3333333333333333,0.3939393939393939,0.43820224719101125,0.6428571428571429,0.55,0.4834710743801653,0.6428571428571429,0.5344827586206896,0.4844961240310077,0.6428571428571429,0.53125,0.2644628099173554,0.12359550561797752,0.15,23.90625,0.5416666666666666,0.5882352941176471,0.13617021276595745,0.07453416149068323,0.17543859649122806,0.01,0.14383561643835616,0.04980842911877394,0.10714285714285714,0.06896551724137931,,0.13333333333333333,0.07692307692307693,0.15702479338842976,0.17777777777777778,0.5,0.3305785123966942,0.525,0.6176470588235294,0.38095238095238093,0.371900826446281,0.37777777777777777,0.4146341463414634,0.29411764705882354,0.03305785123966942,0.25,0.3333333333333333,,0.03305785123966942,0.23140495867768596,0.7142857142857143,0.7,0.14285714285714285,0.13793103448275862,0.06896551724137931,0.2413793103448276,0.5950413223140496,0.46714173553719,0.5077461538461538,0.4212655172413793,0.047619047619047616,0.06382978723404255,0.144,0.272,5.542696629213484,25.234375,0.29692832764505117,3.0,12.0,,,3.0,13.0,,,,3.0,33.0,6.0,12.0,14.0,3.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,,,0.8461538461538461,0.40625,,0.3333333333333333,0.40625,0.25,0.0425531914893617,0.16666666666666666,0.03508771929824561,0.42857142857142855,0.4444444444444444,0.8333333333333334,,,,0.75,0.42857142857142855,0.42857142857142855,1.0,,0.25,0.25,1.0,,,,1.0,0.03125,,,1.0,0.08888888888888889,0.03571428571428571,0.03333333333333333,,,,,True,,,,
960,1610612738,Tony Delk,Tony Delk,960,BOS,16215.0,270,38.0,512,516,159,184,42.0,1028,10.0,14.0,2.0,2.0,3.0,2.0,6.0,12.0,24.0,10.0,3.0,28.0,11.0,24.0,44.0,38.0,25.0,127.0,527,4.0,4.0,14.0,4.0,9.0,14.0,7.0,33.0,28.0,20.0,4.0,28.0,2.0,22.0,10.0,32.0,7.0,3.0,9.0,74.0,,3.0,7.0,26.0,,33.0,3.0,36.0,9.0,6.0,7.0,5.0,1.0,2.0,8.0,1.0,8.0,18.0,,,29.0,8.0,4.0,4.0,4.0,,4.0,2.0,,33.0,159,4.0,0.5833333333333334,0.6363636363636364,0.5454545454545454,1.0,0.4444444444444444,0.6219512195121951,1.0,0.5652173913043478,0.6595744680851063,1.0,0.6111111111111112,0.4634146341463415,0.045454545454545456,0.07142857142857142,18.411552346570396,0.875,,0.12440191387559808,0.02097902097902098,0.12727272727272726,,0.125,0.013761467889908258,0.044444444444444446,,,0.11764705882352941,0.02702702702702703,0.16346153846153846,0.13636363636363635,0.5,0.17073170731707318,0.7142857142857143,0.7692307692307693,0.4,0.07317073170731707,0.3333333333333333,0.4,0.5,0.2926829268292683,0.5,0.5,0.75,0.12195121951219512,0.34146341463414637,0.2857142857142857,1.0,,0.13043478260869565,0.13043478260869565,0.4782608695652174,0.6341463414634146,0.49961036585365853,0.5391333333333334,0.484345652173913,0.1,0.1568627450980392,0.11023622047244094,0.25984251968503935,11.384090909090908,24.597368421052625,0.310546875,1.0,12.0,2.0,2.0,4.0,18.0,2.0,3.0,,6.0,45.0,9.0,12.0,9.0,4.0,1.0,3.0,1.0,,,,1.0,3.0,,0.8333333333333334,0.47368421052631576,0.6666666666666666,0.42857142857142855,0.47368421052631576,,0.02631578947368421,0.09090909090909091,0.02631578947368421,0.42857142857142855,0.42857142857142855,0.75,0.2857142857142857,1.0,1.0,0.3333333333333333,0.36363636363636365,0.42857142857142855,6.0,2.0,0.6,0.6,1.0,0.6666666666666666,1.0,,,,,0.14285714285714285,,0.16666666666666666,,,1.0,0.02564102564102564,,,True,,,,
677,1610612738,Eric Williams,Eric Williams,677,BOS,10501.0,175,23.0,332,336,154,163,25.0,668,12.0,22.0,2.0,3.0,7.0,5.0,12.0,1.0,2.0,5.0,3.0,1.0,1.0,18.0,36.0,6.0,16.0,55.0,330,2.0,3.0,5.0,7.0,15.0,4.0,14.0,28.0,22.0,14.0,2.0,1.0,3.0,6.0,1.0,7.0,,1.0,2.0,15.0,2.0,4.0,2.0,10.0,,12.0,6.0,18.0,5.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,11.0,23.0,5.0,,21.0,7.0,5.0,,,,,,1.0,28.0,154,2.0,0.6111111111111112,0.6470588235294118,0.5,0.6666666666666666,0.4666666666666667,0.4642857142857143,0.6666666666666666,0.3684210526315789,0.5392156862745098,0.625,0.5185185185185185,0.14285714285714285,0.08333333333333333,0.09090909090909091,15.406162464985995,0.75,,0.07874015748031496,0.04597701149425287,0.05263157894736842,0.037037037037037035,0.07272727272727272,0.0425531914893617,0.08823529411764706,0.041666666666666664,0.02857142857142857,0.11627906976744186,0.07692307692307693,0.05172413793103448,0.06666666666666667,,0.5238095238095238,0.5454545454545454,0.6,0.6666666666666666,0.2857142857142857,0.4166666666666667,0.45454545454545453,0.6,0.047619047619047616,0.5,0.5,,0.11904761904761904,0.023809523809523808,1.0,0.6666666666666666,,0.3684210526315789,0.15789473684210525,0.05263157894736842,0.6666666666666666,0.4925023809523809,0.5101666666666667,0.4687842105263158,0.15217391304347827,0.175,0.09090909090909091,0.509090909090909,4.686111111111111,23.566666666666666,0.463855421686747,4.0,,,,,1.0,,,1.0,,3.0,,,4.0,,,4.0,,,1.0,1.0,3.0,,,1.0,0.16666666666666666,,,0.16666666666666666,,,,,,,,,,,0.5714285714285714,,,1.0,,0.2,0.2,1.0,,,,,,,,,0.08333333333333333,,0.05263157894736842,,,,,True,,,,
2208,1610612738,Kedrick Brown,Kedrick Brown,2208,BOS,137.0,2,,6,5,6,5,,11,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,4625.0,77,-11.0,143,148,56,67,17.0,291,6.0,9.0,2.0,3.0,4.0,1.0,2.0,,1.0,,,,,7.0,12.0,,1.0,15.0,148,2.0,3.0,4.0,2.0,5.0,,,4.0,10.0,4.0,4.0,,2.0,,1.0,1.0,1.0,,,3.0,3.0,1.0,4.0,4.0,1.0,9.0,5.0,14.0,7.0,5.0,2.0,1.0,4.0,1.0,6.0,3.0,8.0,14.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,,1.0,4.0,56,1.0,0.7142857142857143,1.0,0.5833333333333334,0.6666666666666666,0.4,0.5833333333333334,0.6666666666666666,0.4,0.5357142857142857,0.6666666666666666,0.4,,0.16666666666666666,0.2222222222222222,11.875,0.3333333333333333,0.25,0.07407407407407407,0.024390243902439025,0.2857142857142857,0.12,0.11764705882352941,0.06060606060606061,,,0.05263157894736842,0.11764705882352941,0.07692307692307693,0.041666666666666664,0.2727272727272727,,0.75,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.16666666666666666,0.5,0.5,1.0,0.08333333333333333,,,,,,1.0,0.6666666666666666,,0.8,,,0.75,0.4791166666666667,0.52135,0.48685999999999996,0.07692307692307693,0.07692307692307693,0.26666666666666666,0.26666666666666666,3.7083333333333335,,0.3916083916083916,2.0,,,,,,,,,,,,,,,,2.0,2.0,,1.0,1.0,,,,,,,,,,0.07142857142857142,0.3333333333333333,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.3333333333333333,,,1.0,0.3333333333333333,True,,,,
