EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2A,FG3A,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,LongMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,PenaltyFG2A,TwoPtAssists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimFrequency,ShortMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyShotQualityAvg,AtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,FG2M,FG3M,Points,PtsAssisted2s,PtsAssisted3s,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,LongMidRangeAssists,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,AtRimPctBlocked,OffAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChancePointsPct,PenaltyPointsPct,PenaltyArc3FGA,FtPoints,SecondChanceFtPoints,PenaltyFG3A,PenaltyFtPoints,Arc3Assists,ShortMidRangeAssists,DefThreePtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveMakes,HeaveAttempts,NonHeaveArc3FGM,2pt And 1 Free Throw Trips,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangePctBlocked,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,FTOffRebounds,BlockedLongMidRange,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,LostBallSteals,LostBallTurnovers,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips
1005,1610612742,Walt Williams,Walt Williams,1005,DAL,589.0,10,-7,19,19,5,13,2,38,2.0,2.0,1.0,2,2.0,21,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5,0.5,0.5,0.5,25.0,0.5,0.5,0.5,0.5,0.5,0.4486875,0.53895,17.75,24.7,0.2631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1505,1610612742,Tariq Abdul-Wahad,Tariq Abdul-Wahad,1505,DAL,569.0,9,-12,18,17,6,13,3,35,2.0,1.0,,5,1.0,20,2.0,,1.0,,,1.0,,2.0,,,,,,,,,1.0,6,0.16666666666666666,,,25.0,,0.3333333333333333,0.16666666666666666,,0.3333333333333333,0.44275,,11.559999999999999,24.8,0.3333333333333333,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.2,0.2,0.4,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,0.44705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1559,1610612742,Adrian Griffin,Adrian Griffin,1559,DAL,680.0,11,-5,22,23,7,14,1,45,,,,1,2.0,27,,1.0,,,,,,,,,2.0,,2.0,,2.0,1.0,2.0,7,0.6666666666666666,,,20.833333333333336,1.0,,,,1.0,0.6394833333333333,0.65475,,22.6,0.3181818181818182,1.0,,,,,,,,,1.0,1.0,,1.0,,0.125,,,0.1,,,,,,0.3333333333333333,,,,,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,0.5,0.5,1.0,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1952,1610612742,Raja Bell,Raja Bell,1952,DAL,2081.0,35,-11,63,69,18,35,8,132,4.0,,,9,,72,2.0,,,1.0,,1.0,,2.0,,,,,,,,1.0,2.0,18,,0.1111111111111111,,11.538461538461538,,0.4444444444444444,,,0.3333333333333333,0.47703333333333336,0.60945,10.966666666666665,,0.2857142857142857,3.0,2.0,1.0,2.0,3.0,1.0,,1.0,2.0,3.0,3.0,3.0,6.0,,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.09090909090909091,0.09090909090909091,,0.125,0.14285714285714285,,0.3333333333333333,0.2222222222222222,1.0,0.3333333333333333,0.4748666666666666,2.0,,,,5.0,,10.0,8.0,,0.8,1.0,,,,0.5555555555555556,0.5555555555555556,0.5555555555555556,,0.6666666666666666,1.0,0.5,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.18181818181818182,1.0,1.0,1.0,0.25,0.25,1.0,0.5,1.0,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
762,1610612742,Shawn Bradley,Shawn Bradley,762,DAL,14665.0,244,-38,450,457,93,149,56,907,16.0,1.0,,49,1.0,516,11.0,,1.0,4.0,2.0,5.0,1.0,12.0,3.0,3.0,9.0,,9.0,6.0,15.0,29.0,48.0,93,0.02,0.08163265306122448,,13.78640776699029,0.6,0.32,0.02,,0.46,0.473072,0.5287181818181819,7.39795918367347,24.8,0.20666666666666667,22.0,8.0,5.0,11.0,9.0,3.0,,5.0,18.0,24.0,42.0,23.0,65.0,2.0,0.15584415584415584,0.10843373493975904,0.08196721311475409,0.16591928251121077,0.1013215859030837,0.08450704225352113,0.0851063829787234,0.12962962962962962,0.07692307692307693,0.44,0.22,0.7272727272727273,0.5,0.47752,12.0,,,,20.0,,49.0,30.0,,0.75,0.9375,,,,0.40816326530612246,0.4,0.4375,0.21818181818181817,0.5454545454545454,0.6666666666666666,0.5833333333333334,,,,,,4.0,4.0,3.0,5.0,4.0,10.0,6.0,17.0,10.0,8.0,2.0,17.0,6.0,0.36363636363636365,0.6666666666666666,0.36363636363636365,0.6,0.4166666666666667,0.6538461538461539,0.18181818181818182,0.10810810810810811,0.1111111111111111,0.2727272727272727,0.2727272727272727,1.0,0.3125,0.3125,1.0,0.5,0.8,0.20408163265306123,0.3469387755102041,1.0,9.0,2.0,1.0,5.0,1.0,1.0,13.0,5.0,1.0,1.0,2.0,3.0,6.0,3.0,12.0,4.0,2.0,14.0,9.0,5.0,14.0,6.0,3.0,1.0,2.0,0.45454545454545453,0.18840579710144928,0.13793103448275862,0.07142857142857142,0.16,0.2631578947368421,0.42857142857142855,0.1,0.07407407407407407,0.07547169811320754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1915,1610612742,Evan Eschmeyer,Evan Eschmeyer,1915,DAL,232.0,4,-7,7,6,5,5,1,13,,,,1,,10,,,,,,,,,,,,,,,,,,5,,,,10.0,,,,,1.0,0.623,,,,0.7142857142857143,1.0,,,,,,,1.0,,,,1.0,1.0,,,,0.3333333333333333,,0.125,,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
89,1610612742,Nick Van Exel,Nick Van Exel,89,DAL,8677.0,145,-37,268,272,82,104,27,540,9.0,28.0,2.0,43,33.0,336,2.0,3.0,25.0,,6.0,21.0,2.0,48.0,4.0,4.0,6.0,,6.0,1.0,7.0,4.0,10.0,82,0.4342105263157895,,,29.491525423728813,0.8571428571428571,0.11842105263157894,0.3684210526315789,0.4,0.6052631578947368,0.4830986486486486,0.492475,8.26046511627907,25.75151515151515,0.30597014925373134,13.0,1.0,4.0,21.0,11.0,15.0,8.0,2.0,1.0,5.0,7.0,3.0,10.0,3.0,0.06097560975609756,0.012345679012345678,0.05714285714285714,0.05303030303030303,0.02586206896551724,,0.034482758620689655,0.1111111111111111,0.08108108108108109,0.17105263157894737,0.27631578947368424,0.2,0.21052631578947367,0.4816027777777778,9.0,1.0,5.0,1.0,25.0,13.0,95.0,2.0,18.0,0.04,0.04,0.46153846153846156,0.3939393939393939,0.3870967741935484,0.5813953488372093,0.5855263157894737,0.59375,0.03333333333333333,0.6923076923076923,0.6923076923076923,0.1111111111111111,0.06578947368421052,0.2,0.2,,0.2,,1.0,11.0,5.0,,,3.0,21.0,48.0,,3.0,21.0,,,0.2727272727272727,,0.47368421052631576,,0.5,,0.05263157894736842,,0.5238095238095238,0.5238095238095238,,0.5555555555555556,0.5555555555555556,,,0.25,,0.22105263157894736,7.0,6.0,,8.0,3.0,4.0,4.0,2.0,,,,1.0,1.0,,1.0,9.0,4.0,1.0,,,,,,,,,,0.04,,0.16666666666666666,0.029411764705882353,0.0625,,0.3684210526315789,0.05063291139240506,0.08695652173913043,1.0,12.0,4.0,4.0,21.0,1.0,2.0,11.0,1.0,0.5,0.42857142857142855,0.42857142857142855,0.5,0.05263157894736842,0.5714285714285714,0.44,,,,,,,,,,,,,,,,,,,,True,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,3407.0,57,-45,102,102,22,44,10,204,1.0,,,8,,139,2.0,,,1.0,,3.0,,6.0,,,1.0,,1.0,,1.0,,7.0,22,,0.125,,9.734513274336283,1.0,0.125,,,0.625,0.506775,0.56725,4.675000000000001,,0.21568627450980393,5.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,7.0,,0.06666666666666667,0.06521739130434782,0.18181818181818182,0.041666666666666664,0.08771929824561403,0.05555555555555555,0.25,0.07142857142857142,,0.625,0.25,1.0,0.5,0.48275,4.0,,,,4.0,,12.0,6.0,,0.75,1.0,,,,0.5,0.5,0.6,0.14285714285714285,0.8,0.8,0.75,,,,,,1.0,,,,1.0,2.0,,,2.0,2.0,,,3.0,0.5,,0.5,,0.5,,,,,,,,,,,0.5,,0.16666666666666666,,,4.0,,,,,1.0,,,,,,,3.0,,5.0,3.0,,,,,,,,,,,,0.1111111111111111,,,,,,0.3,0.3,,,,,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,True,,,,,
1711,1610612742,Raef LaFrentz,Raef LaFrentz,1711,DAL,5476.0,91,15,168,170,18,27,24,338,1.0,5.0,,6,9.0,168,2.0,2.0,5.0,1.0,1.0,1.0,,3.0,,,1.0,,1.0,,1.0,5.0,11.0,18,0.6,0.16666666666666666,,9.326424870466322,1.0,0.06666666666666667,0.3333333333333333,,0.8666666666666667,0.51641,0.63115,3.8333333333333335,23.61111111111111,0.10714285714285714,4.0,2.0,,1.0,1.0,,,,4.0,7.0,9.0,5.0,14.0,,0.10294117647058823,0.06451612903225806,,0.09090909090909091,0.046511627906976744,0.03125,,0.041666666666666664,,0.26666666666666666,0.06666666666666667,0.5,,0.48345,3.0,2.0,4.0,2.0,4.0,2.0,18.0,2.0,6.0,0.25,0.3333333333333333,1.0,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.4666666666666667,0.5294117647058824,0.13636363636363635,0.75,0.75,0.3333333333333333,0.26666666666666666,0.5,0.5,1.0,0.5,2.0,,,1.0,2.0,11.0,1.0,5.0,6.0,2.0,,5.0,,1.0,1.0,1.25,0.625,1.1,0.625,,,0.13636363636363635,,,,1.0,1.0,,1.0,,0.6111111111111112,0.2777777777777778,2.0,4.0,1.0,3.0,,1.0,,1.0,1.0,,,,,1.0,,5.0,3.0,,5.0,3.0,,5.0,2.0,,,,0.2,0.05,0.15,,0.0625,,0.4,0.5,0.17647058823529413,0.375,1.0,,,1.0,,,,,1.0,0.3333333333333333,,,,0.25,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,True,,,,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,11535.0,192,-4,358,363,60,112,50,721,19.0,17.0,4.0,42,21.0,384,4.0,4.0,17.0,3.0,7.0,9.0,2.0,25.0,3.0,2.0,5.0,1.0,3.0,1.0,6.0,5.0,6.0,60,0.3333333333333333,0.07142857142857142,,17.39130434782609,0.8333333333333334,0.30158730158730157,0.2698412698412698,0.5,0.4603174603174603,0.4788365079365079,0.585325,10.802380952380952,24.26666666666667,0.16759776536312848,8.0,1.0,1.0,15.0,6.0,2.0,1.0,4.0,2.0,10.0,14.0,6.0,20.0,2.0,0.07936507936507936,0.014814814814814815,0.0851063829787234,0.07734806629834254,0.03296703296703297,0.017241379310344827,0.1111111111111111,0.05128205128205128,0.06451612903225806,0.12698412698412698,0.23809523809523808,0.125,0.1111111111111111,0.4793166666666667,5.0,,4.0,,22.0,6.0,67.0,18.0,18.0,0.4090909090909091,0.47368421052631576,1.0,0.2857142857142857,0.2857142857142857,0.5238095238095238,0.49206349206349204,0.5075757575757576,0.06,0.625,0.7142857142857143,0.8,0.06349206349206349,,,,,1.0,,8.0,9.0,3.0,9.0,4.0,12.0,26.0,6.0,,12.0,,0.75,0.6666666666666666,0.5625,0.4444444444444444,0.5625,0.5454545454545454,0.125,0.030303030303030304,0.13513513513513514,0.5333333333333333,0.6153846153846154,0.25,0.47368421052631576,0.47368421052631576,0.3333333333333333,1.0,,0.13432835820895522,0.1791044776119403,3.0,5.0,,3.0,4.0,5.0,1.0,4.0,,,,1.0,,,,6.0,2.0,1.0,2.0,2.0,,2.0,2.0,,,,,0.07272727272727272,,,0.05405405405405406,0.1111111111111111,1.0,0.3333333333333333,0.03076923076923077,0.045454545454545456,,6.0,,,,,,6.0,,,0.35294117647058826,0.35294117647058826,1.0,,,0.35294117647058826,0.13333333333333333,,,1.0,,,0.25,,,,,1.0,1.0,2.0,0.25,1.0,,,,True,,,,,
