EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,SecondChanceTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceArc3FGM,Corner3Assists,LostBallOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,3SecondViolations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Defensive 3 Seconds Violations
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,9280.0,155,-25,282,282,107.0,104.0,31,564,4.0,2.0,1.0,2.0,14.0,4.0,9.0,3.0,4.0,1.0,3.0,8.0,17.0,2.0,2.0,3.0,2,19,12.0,26.0,6.0,46,294,3.0,6.0,9.0,1.0,7.0,3.0,6.0,6.0,17.0,2,2.0,30.0,6.0,17.0,8.0,9.0,6.0,15.0,6.0,4.0,5.0,36.0,1.0,1.0,2.0,7.0,9,2.0,11,8.0,6.0,2.0,7.0,1.0,3.0,3.0,4.0,10.0,4.0,6.0,19,2.0,8.0,1.0,3.0,17.0,107.0,4.0,0.5,0.5,0.8333333333333334,0.46153846153846156,0.5,0.5,0.46153846153846156,0.10526315789473684,0.14285714285714285,0.4444444444444444,0.75,0.4230769230769231,0.46938775510204084,0.75,0.5,0.5777777777777777,18.670886075949365,0.7,0.09090909090909091,0.0546875,0.009900990099009901,0.11764705882352941,0.06206896551724138,0.0072992700729927005,0.038461538461538464,0.022222222222222223,0.06060606060606061,0.08,0.15384615384615385,0.08888888888888889,0.022222222222222223,0.3111111111111111,0.14285714285714285,0.14285714285714285,0.5,0.2,0.4444444444444444,0.4444444444444444,1.0,0.37777777777777777,0.47058823529411764,0.47058823529411764,0.75,0.6666666666666666,0.75,1.0,0.3333333333333333,0.15384615384615385,0.23076923076923078,0.3333333333333333,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.47058823529411764,0.4810931818181819,0.6291375,0.47762499999999997,0.021739130434782608,0.05,0.1956521739130435,0.3695652173913043,14.336842105263157,25.75,0.37943262411347517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,27425.0,457,-6,824,827,275.0,220.0,107,1651,46.0,13.0,14.0,1.0,13.0,,,,,,,,1.0,,,1.0,34,73,,1.0,27.0,95,812,,,29.0,8.0,26.0,,1.0,19.0,35.0,44,24.0,,,,,15.0,5.0,20.0,5.0,4.0,8.0,45.0,36.0,,23.0,101.0,131,51.0,182,22.0,14.0,8.0,5.0,3.0,3.0,4.0,2.0,9.0,4.0,16.0,29,,58.0,18.0,14.0,35.0,275.0,3.0,0.6470588235294118,0.8461538461538461,,,,,,0.4657534246575342,0.3076923076923077,0.4594594594594595,0.5714285714285714,0.2962962962962963,0.47029702970297027,0.5576923076923077,0.3723404255319149,0.013513513513513514,11.558854718981973,0.5555555555555556,,0.28133704735376047,0.1180327868852459,0.3898305084745763,0.2966507177033493,0.1234866828087167,0.10256410256410256,0.2,0.38372093023255816,0.2905405405405405,0.3695652173913043,0.6216216216216216,0.1891891891891892,0.17567567567567569,0.07692307692307693,0.08333333333333333,,,,,,0.013513513513513514,,,,,,,,0.48148148148148145,,,0.037037037037037035,,0.6351351351351351,,0.5011767123287671,0.5455052631578947,0.4891461538461538,0.20689655172413793,0.20930232558139536,0.30526315789473685,0.3684210526315789,4.634246575342466,41.0,0.3337378640776699,30.0,12.0,17.0,7.0,3.0,12.0,21.0,5.0,16.0,1.0,6.0,3.0,15.0,7.0,5.0,1.0,3.0,5.0,32.0,26.0,2.0,4.0,32.0,16.0,1.0,0.5714285714285714,0.0821917808219178,0.08695652173913043,0.07142857142857142,0.07692307692307693,0.3888888888888889,0.1388888888888889,0.17105263157894737,0.09933774834437085,0.1625,0.07142857142857142,0.46153846153846156,0.14705882352941177,0.5,0.6521739130434783,0.7142857142857143,0.6333333333333333,0.21428571428571427,0.23076923076923078,1.0,0.8095238095238095,0.7058823529411765,0.08333333333333333,0.5384615384615384,,,,,,,,,,,,,,,,True,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,27969.0,466,14,842,843,280.0,235.0,105,1685,52.0,17.0,48.0,45.0,114.0,1.0,5.0,,1.0,1.0,3.0,5.0,12.0,2.0,,4.0,98,214,6.0,17.0,73.0,287,831,2.0,3.0,31.0,23.0,56.0,1.0,7.0,42.0,91.0,124,72.0,15.0,3.0,10.0,5.0,20.0,9.0,29.0,7.0,7.0,9.0,67.0,10.0,,5.0,24.0,32,15.0,47,11.0,8.0,3.0,22.0,2.0,15.0,23.0,7.0,45.0,16.0,6.0,38,12.0,80.0,26.0,13.0,91.0,280.0,6.0,0.6326530612244898,0.6526315789473685,0.8333333333333334,0.35294117647058826,0.6666666666666666,0.14285714285714285,0.4,0.45794392523364486,0.4107142857142857,0.46320346320346323,0.48,0.3888888888888889,0.5298507462686567,0.5344827586206896,0.5294117647058824,0.0735930735930736,32.53388946819604,0.4888888888888889,,0.06575342465753424,0.032679738562091505,0.08771929824561403,0.06872037914691943,0.036585365853658534,0.013333333333333334,0.05426356589147287,0.06896551724137931,0.0738255033557047,0.09302325581395349,0.22510822510822512,0.2077922077922078,0.4935064935064935,0.39473684210526316,0.4090909090909091,0.7777777777777778,0.021645021645021644,0.2,0.2,1.0,0.05194805194805195,0.4166666666666667,0.4166666666666667,0.8,0.04,,,0.08,0.2698412698412698,0.047619047619047616,0.3333333333333333,0.06349206349206349,,0.2987012987012987,0.5,0.44264563318777295,0.4361205882352941,0.4446516393442623,0.10196078431372549,0.1092436974789916,0.10801393728222997,0.3170731707317073,11.40373831775701,28.135294117647057,0.332541567695962,28.0,2.0,4.0,7.0,25.0,9.0,22.0,7.0,6.0,2.0,11.0,4.0,5.0,3.0,6.0,4.0,,2.0,1.0,,,1.0,1.0,,,0.4090909090909091,0.0514018691588785,0.11538461538461539,0.020833333333333332,0.03508771929824561,0.15,0.04807692307692308,0.02531645569620253,0.046052631578947366,0.05194805194805195,0.037037037037037035,0.07142857142857142,0.05309734513274336,,0.5384615384615384,0.6086956521739131,0.6785714285714286,0.5208333333333334,0.5319148936170213,0.32,0.16,0.5,0.5,0.4117647058823529,2.0,2.0,5.0,1.0,4.0,2.0,1.0,0.5,,,,,,,,True,
2246,1610612765,Mehmet Okur,Mehmet Okur,2246,DET,4245.0,71,-7,128,125,45.0,44.0,15,253,8.0,1.0,3.0,1.0,3.0,,1.0,,1.0,,1.0,1.0,2.0,,1.0,2.0,9,14,1.0,3.0,1.0,22,141,,1.0,8.0,1.0,2.0,1.0,3.0,1.0,6.0,12,6.0,3.0,,2.0,1.0,1.0,1.0,2.0,,,1.0,5.0,4.0,,2.0,11.0,13,6.0,19,3.0,1.0,2.0,,,,4.0,,4.0,2.0,1.0,3,1.0,8.0,3.0,1.0,6.0,45.0,,0.6666666666666666,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.6428571428571429,0.5,0.6176470588235294,0.8,0.5,0.5238095238095238,0.8,0.5,0.17647058823529413,17.24137931034483,,,0.22916666666666666,0.09523809523809523,0.2222222222222222,0.22807017543859648,0.10344827586206896,,0.125,0.5,0.23076923076923078,0.16666666666666666,0.47058823529411764,0.17647058823529413,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.058823529411764705,,,,0.11764705882352941,0.5,0.5,1.0,0.2,,,,0.2,0.2,,0.4,0.5,0.6470588235294118,0.5,0.49530588235294115,0.56957,0.53176,0.15,0.17647058823529413,0.36363636363636365,0.2727272727272727,5.035714285714286,24.96666666666667,0.3515625,6.0,4.0,4.0,1.0,2.0,4.0,4.0,,6.0,,,,2.0,,,,,,3.0,3.0,,,3.0,1.0,,1.0,,,,,,0.125,0.18181818181818182,0.09523809523809523,0.09090909090909091,0.2,0.3333333333333333,,0.3333333333333333,0.75,0.75,0.5,0.6666666666666666,0.6666666666666666,1.0,0.8,1.0,0.25,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,True,
361,1610612765,Clifford Robinson,Clifford Robinson,361,DET,31410.0,524,-11,944,945,308.0,254.0,119,1889,21.0,4.0,34.0,20.0,45.0,5.0,11.0,1.0,3.0,1.0,3.0,17.0,48.0,7.0,3.0,13.0,35,100,22.0,59.0,22.0,158,955,2.0,10.0,16.0,6.0,22.0,4.0,16.0,11.0,35.0,44,26.0,66.0,,48.0,17.0,39.0,10.0,49.0,8.0,20.0,13.0,108.0,10.0,3.0,6.0,24.0,32,14.0,46,16.0,9.0,7.0,16.0,5.0,9.0,12.0,7.0,28.0,2.0,21.0,62,3.0,37.0,15.0,4.0,35.0,308.0,11.0,0.6285714285714286,0.6470588235294118,1.0,0.3728813559322034,0.2,0.25,0.3728813559322034,0.35,0.2727272727272727,0.4276729559748428,0.35,0.3157894736842105,0.4463276836158192,0.36363636363636365,0.3888888888888889,0.3710691823899371,19.03435468895079,0.5714285714285714,0.08823529411764706,0.06,0.02932551319648094,0.09375,0.06465517241379311,0.023809523809523808,0.02247191011235955,0.051094890510948905,0.05434782608695652,0.07017543859649122,0.08163265306122448,0.1320754716981132,0.2138364779874214,0.2830188679245283,0.4444444444444444,0.46511627906976744,0.75,0.06918238993710692,0.45454545454545453,0.45454545454545453,1.0,0.3018867924528302,0.3541666666666667,0.3617021276595745,1.0,0.15,0.3333333333333333,1.0,0.35,0.10526315789473684,0.07894736842105263,0.3333333333333333,0.34210526315789475,0.23076923076923078,0.5031446540880503,0.3541666666666667,0.4593584905660378,0.49643823529411757,0.4527552631578948,0.08670520231213873,0.13157894736842105,0.10126582278481013,0.22151898734177214,10.682,25.252542372881358,0.326271186440678,6.0,1.0,3.0,1.0,9.0,4.0,10.0,2.0,2.0,,5.0,6.0,1.0,2.0,4.0,2.0,4.0,1.0,12.0,9.0,2.0,1.0,13.0,9.0,,0.4,0.05,0.14285714285714285,,0.044444444444444446,0.09523809523809523,0.008264462809917356,0.03529411764705882,0.029940119760479042,0.011235955056179775,,0.13333333333333333,0.043010752688172046,0.6923076923076923,0.2857142857142857,0.3333333333333333,0.5,0.2647058823529412,0.2647058823529412,0.4444444444444444,0.15,0.3333333333333333,,0.25,1.0,2.0,1.0,1.0,,2.0,0.14285714285714285,1.0,1.0,1.0,1.0,0.01694915254237288,0.020833333333333332,,,True,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,9954.0,166,12,298,298,124.0,109.0,35,596,10.0,5.0,12.0,2.0,6.0,2.0,9.0,,,,4.0,1.0,7.0,,,5.0,15,28,3.0,16.0,15.0,54,288,,,6.0,9.0,14.0,,9.0,10.0,28.0,10,20.0,9.0,,7.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,14.0,2.0,,3.0,17.0,23,5.0,28,2.0,2.0,,2.0,,,2.0,2.0,4.0,1.0,5.0,7,1.0,20.0,5.0,5.0,28.0,124.0,,0.3333333333333333,0.35714285714285715,1.0,0.1875,,,0.1875,0.5357142857142857,0.6428571428571429,0.4431818181818182,1.0,0.391304347826087,0.5,1.0,0.4666666666666667,0.36363636363636365,17.159763313609467,0.5,,0.12408759124087591,0.0196078431372549,0.1875,0.13071895424836602,0.03333333333333333,,0.05555555555555555,0.1875,0.1568627450980392,0.16666666666666666,0.22727272727272727,0.2727272727272727,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.20454545454545456,0.2222222222222222,0.2222222222222222,1.0,0.1590909090909091,0.14285714285714285,0.14285714285714285,1.0,,,,,0.21739130434782608,0.17391304347826086,,0.21739130434782608,,0.5909090909090909,0.14285714285714285,0.4692022727272727,0.424,0.47599782608695645,0.10204081632653061,0.15151515151515152,0.1111111111111111,0.5185185185185185,7.235714285714286,24.512500000000003,0.4161073825503356,7.0,1.0,1.0,4.0,6.0,2.0,2.0,2.0,2.0,,4.0,1.0,3.0,3.0,,1.0,,,4.0,3.0,,1.0,5.0,3.0,,1.0,0.14285714285714285,0.2,0.16666666666666666,,0.42857142857142855,0.0625,0.043478260869565216,0.018518518518518517,0.09375,,0.25,,0.6,0.7,0.875,0.2857142857142857,0.5,0.6,0.16666666666666666,0.5,1.0,,0.8,,,,1.0,,,,,,1.0,1.0,,,,,True,
468,1610612765,Jon Barry,Jon Barry,468,DET,3602.0,60,-23,117,113,37.0,24.0,15,230,1.0,,,2.0,6.0,2.0,2.0,1.0,1.0,,,3.0,7.0,,1.0,2.0,3,7,5.0,9.0,4.0,25,136,1.0,1.0,5.0,1.0,1.0,1.0,2.0,4.0,9.0,4,2.0,9.0,6.0,7.0,3.0,6.0,3.0,9.0,2.0,4.0,,21.0,2.0,,1.0,4.0,5,4.0,9,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,1.0,3,,4.0,1.0,1.0,9.0,37.0,,0.6666666666666666,0.6666666666666666,0.6,0.5555555555555556,1.0,0.5,0.5555555555555556,0.42857142857142855,1.0,0.65625,1.25,0.8333333333333334,0.6944444444444444,1.25,0.9,0.5625,15.671641791044776,0.6666666666666666,,0.125,0.04878048780487805,0.1111111111111111,0.12195121951219512,0.07017543859649122,0.07142857142857142,0.14285714285714285,,0.14285714285714285,0.125,0.0625,,0.375,0.3333333333333333,0.3333333333333333,0.5,0.125,1.0,1.0,0.5,0.4375,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5,1.0,,,,,,0.6666666666666666,0.5,0.625,0.42857142857142855,0.46308124999999994,0.57435,0.42591666666666667,0.058823529411764705,0.125,0.2,0.36,16.02857142857143,25.500000000000004,0.3162393162393162,1.0,1.0,1.0,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,0.125,,0.058823529411764705,0.08333333333333333,0.25,,,,1.0,1.0,1.0,,,,0.5,1.0,1.0,,,1.0,,,,,,,,,,,,,,True,
688,1610612765,Michael Curry,Michael Curry,688,DET,14571.0,243,8,430,429,83.0,56.0,51,859,10.0,1.0,2.0,5.0,17.0,1.0,2.0,,,,,2.0,7.0,1.0,,,11,29,3.0,9.0,3.0,34,436,,1.0,4.0,,3.0,,,,,18,4.0,9.0,,7.0,2.0,12.0,4.0,16.0,1.0,4.0,8.0,36.0,2.0,,,12.0,12,2.0,14,6.0,4.0,2.0,2.0,,2.0,2.0,,4.0,,8.0,31,1.0,4.0,1.0,,,83.0,2.0,0.8181818181818182,0.9,1.0,0.3333333333333333,,,0.3333333333333333,0.3793103448275862,,0.40789473684210525,0.25,,0.4358974358974359,0.4,,0.23684210526315788,8.847736625514402,0.5,,0.06593406593406594,0.0125,,0.05660377358490566,0.00966183574879227,,0.03571428571428571,0.043478260869565216,0.1,,0.2631578947368421,0.05263157894736842,0.4473684210526316,0.29411764705882354,0.29411764705882354,0.8,0.05263157894736842,0.5,0.5,1.0,0.18421052631578946,0.2857142857142857,0.2857142857142857,1.0,,,,0.25,0.3333333333333333,,,,,0.5,0.2857142857142857,0.4752368421052632,0.4954625,0.4275,0.05128205128205128,0.034482758620689655,0.11764705882352941,,11.472413793103449,25.144444444444446,0.1930232558139535,6.0,1.0,1.0,,,1.0,3.0,2.0,2.0,,2.0,,,,,,4.0,1.0,2.0,1.0,,1.0,2.0,1.0,,0.3333333333333333,0.06896551724137931,0.1,0.5,,,,,0.024691358024691357,,,,,0.5,0.6,0.6666666666666666,0.8333333333333334,,,,0.25,1.0,,,,3.0,1.0,,,,,,,,,,,1.0,0.1,True,
722,1610612765,Corliss Williamson,Corliss Williamson,722,DET,6558.0,109,-24,198,202,91.0,80.0,30,400,12.0,4.0,20.0,,6.0,,,,,,,,,,,,18,38,,,16.0,52,218,,,6.0,6.0,15.0,,,12.0,24.0,22,14.0,,,,,3.0,1.0,4.0,,1.0,,9.0,5.0,,2.0,9.0,11,7.0,18,2.0,2.0,,4.0,1.0,,4.0,4.0,8.0,2.0,8.0,16,3.0,24.0,8.0,4.0,24.0,91.0,3.0,0.6111111111111112,0.6875,,,,,,0.47368421052631576,0.4,0.47368421052631576,0.42857142857142855,0.4,0.52,0.42857142857142855,0.5,,24.892703862660944,0.5,,0.1125,0.07142857142857142,0.18181818181818182,0.12087912087912088,0.07291666666666667,0.041666666666666664,0.12,0.13333333333333333,0.1,0.2,0.3157894736842105,0.5263157894736842,0.15789473684210525,,,,,,,,,,,,,,,,0.26666666666666666,,,,,0.3157894736842105,,0.4372026315789474,0.5176,0.40845999999999993,0.17391304347826086,0.17391304347826086,0.11538461538461539,0.46153846153846156,6.644736842105263,,0.4595959595959596,7.0,2.0,3.0,2.0,11.0,3.0,7.0,,4.0,,2.0,2.0,2.0,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,0.42857142857142855,0.05263157894736842,0.08333333333333333,0.05,,,0.07692307692307693,0.05263157894736842,0.1111111111111111,0.09523809523809523,,,0.058823529411764705,1.0,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.55,0.5789473684210527,0.6363636363636364,0.42857142857142855,0.6666666666666666,,0.5,,1.0,,,,,,,,,,,,,,True,
1442,1610612765,Zeljko Rebraca,Zeljko Rebraca,1442,DET,558.0,9,-1,17,16,,,2,33,2.0,,3.0,,,,,,,,,,,,,,3,5,,,1.0,7,20,,,2.0,,,,,,,4,2.0,,,,,,,,,,,,1.0,,,1.0,1,1.0,2,,,,,,,1.0,,1.0,,3.0,4,1.0,1.0,1.0,,,,,0.6666666666666666,1.0,,,,,,0.6,,0.6,1.0,,0.7,1.0,,,31.57894736842105,,,0.3333333333333333,0.2,,0.2,0.2,,,,0.3333333333333333,,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,0.4,,0.45511999999999997,0.5949,,0.2,0.2,0.2857142857142857,,5.32,,,2.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,0.5,,,,,,,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,
