EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFG2M,SecondChancePoints,ThreePtAssists,Arc3Assists,FTDefRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChancePointsPct,Corner3Assists,OffThreePtRebounds,LostBallTurnovers,BlockedLongMidRange,OffThreePtReboundPct,OffArc3ReboundPct,LostBallSteals,Defensive 3 Seconds Violations,SecondChanceAtRimFGM,PtsPutbacks,Fg2aBlocked,Offensive Fouls,FG2APctBlocked,AtRimPctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BadPassOutOfBoundsTurnovers,on,SecondChanceFtPoints,Fg3aBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedShortMidRange,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,HeaveAttempts,FTOffRebounds,3SecondViolations,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3FGM,PtsUnassisted3s,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Clear Path Fouls,OffensiveGoaltends,DefensiveGoaltends
120,1610612759,Steven Smith,Steven Smith,120,SAS,3998.0,67,-2,134,134,61,81,19,268,1.0,4.0,2.0,1.0,3.0,1.0,6.0,1.0,2.0,1.0,7.0,1.0,4.0,1.0,5.0,1.0,4.0,3.0,12.0,2.0,12.0,4.0,16.0,124,2.0,1.0,3.0,2.0,8.0,1.0,9.0,4.0,2.0,6.0,5.0,1.0,6.0,6.0,2.0,1.0,3.0,12.0,1.0,1.0,5.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,9.0,61,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,0.25,0.16666666666666666,0.25,0.3333333333333333,0.25,0.36363636363636365,0.28,0.36363636363636365,0.5,17.532467532467532,0.5,0.08928571428571429,0.020833333333333332,0.07142857142857142,0.08571428571428572,0.015625,0.05555555555555555,0.038461538461538464,0.2857142857142857,0.125,0.05555555555555555,0.16666666666666666,0.25,0.25,0.25,0.16666666666666666,0.16666666666666666,1.0,0.08333333333333333,0.5,0.5,1.0,0.2916666666666667,0.14285714285714285,0.14285714285714285,1.0,0.20833333333333334,0.2,0.2,1.0,1.0,0.2727272727272727,0.3333333333333333,0.36363636363636365,0.25,0.36363636363636365,0.25,0.6666666666666666,0.2,0.49026041666666664,0.5631999999999999,0.5447954545454546,0.04,0.07692307692307693,0.5625,8.616666666666665,24.04166666666667,0.4552238805970149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,643.0,11,-16,20,19,2,10,3,39,,,,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,2.0,,3.0,31,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,1.0,,2,,,1.0,0.5,,0.5,,,0.75,,0.5,,1.0,13.043478260869565,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,1.0,,0.531825,,,0.3333333333333333,1.0,,,23.75,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,2319.0,39,3,72,72,27,32,11,144,1.0,3.0,,,,,3.0,1.0,3.0,,,,,,,,,2.0,9.0,,,6.0,10.0,64,2.0,,1.0,,,4.0,4.0,4.0,,,,,5.0,8.0,3.0,,2.0,19.0,2.0,2.0,13.0,19.0,2.0,21.0,,,,1.0,1.0,2.0,1.0,3.0,4.0,5.0,7.0,,3.0,4.0,27,1.0,1.0,,,,,0.2222222222222222,,0.2222222222222222,,0.4166666666666667,0.6666666666666666,,17.441860465116278,0.3333333333333333,0.37142857142857144,0.06896551724137931,0.3333333333333333,0.36585365853658536,0.05,,0.42105263157894735,0.42857142857142855,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,0.46384444444444445,0.4526,0.432,0.2727272727272727,0.2727272727272727,0.4,8.988888888888887,,0.375,1.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,0.5,0.5,0.5,0.6666666666666666,0.08333333333333333,0.125,0.2222222222222222,0.6666666666666666,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2049,1610612759,Speedy Claxton,Speedy Claxton,2049,SAS,2380.0,40,23,82,80,38,52,11,162,3.0,4.0,,1.0,2.0,3.0,6.0,4.0,6.0,,,,,,,,,10.0,16.0,,,5.0,25.0,57,,4.0,7.0,,,4.0,12.0,8.0,12.0,,,,4.0,7.0,,1.0,3.0,17.0,,1.0,4.0,5.0,1.0,6.0,,2.0,2.0,2.0,1.0,1.0,,3.0,2.0,6.0,8.0,,3.0,12.0,38,0.4,0.4,,,,,0.625,0.5714285714285714,0.625,0.5714285714285714,0.6578947368421053,0.6666666666666666,,24.175824175824175,0.6666666666666666,0.10256410256410256,,0.16666666666666666,0.1111111111111111,0.02564102564102564,,,0.1,0.2,,0.25,0.75,0.75,0.375,0.5,0.5,,0.375,0.6666666666666666,0.6666666666666666,0.75,,,,,,,,,,0.2857142857142857,0.5,,,,,0.25,,0.45640625,,0.44220000000000004,0.17647058823529413,0.17647058823529413,0.48,10.393749999999999,,0.4634146341463415,,,3.0,,,1.0,,1.0,2.0,2.0,1.0,,1.0,,,,,,,,0.2727272727272727,,0.3333333333333333,,3.0,1.0,1.0,1.0,0.1,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
764,1610612759,David Robinson,David Robinson,764,SAS,1160.0,19,-8,38,38,11,11,5,76,1.0,4.0,1.0,,1.0,,,,,,,,,,,,,1.0,4.0,,,2.0,4.0,34,1.0,,1.0,,,2.0,2.0,2.0,,,,,,,,,,,2.0,1.0,3.0,4.0,2.0,6.0,1.0,1.0,,1.0,,1.0,1.0,2.0,,,2.0,,,2.0,11,1.0,1.0,,,,,0.25,,0.25,,0.4,0.5,,16.666666666666668,0.5,0.25,0.15384615384615385,0.3333333333333333,0.26666666666666666,0.125,,,,0.5,0.3333333333333333,1.0,0.25,0.25,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,0.6153500000000001,0.6121,0.5991,,,0.5,1.325,,0.2894736842105263,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,0.3333333333333333,0.14285714285714285,0.5,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
788,1610612759,Kevin Willis,Kevin Willis,788,SAS,971.0,16,-3,35,35,19,35,6,70,4.0,6.0,4.0,1.0,1.0,,3.0,,1.0,,,,,,,,,4.0,10.0,,,,8.0,33,4.0,1.0,4.0,,,,2.0,4.0,4.0,,,,1.0,1.0,,1.0,,2.0,4.0,1.0,,1.0,5.0,6.0,,1.0,,,,1.0,,1.0,,1.0,,,,2.0,19,0.5,1.0,,,,,0.4,0.25,0.4,0.25,0.4,0.25,,26.82926829268293,,,0.2857142857142857,0.25,0.058823529411764705,0.2777777777777778,0.42857142857142855,,,,,0.6,0.6666666666666666,0.8,0.3,,,,0.1,,,,,,,,,,,,1.0,0.25,1.0,,,,,0.6,,0.49280999999999997,0.5882499999999999,0.4327,,,0.25,4.59,,0.5428571428571428,2.0,4.0,,,,,,,,,,,,,0.5,0.5,0.5,,0.16666666666666666,,,,0.5,0.5,,1.0,,,0.25,,1.0,,2.0,4.0,1.0,1.0,0.1,0.16666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,1294.0,22,-11,40,42,17,17,7,82,1.0,2.0,,,1.0,2.0,2.0,2.0,5.0,,,,,1.0,1.0,1.0,1.0,5.0,9.0,1.0,1.0,1.0,14.0,47,,2.0,3.0,1.0,1.0,1.0,8.0,6.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,,1.0,7.0,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,,,8.0,17,0.6,0.6,1.0,1.0,1.0,1.0,0.5555555555555556,0.6666666666666666,0.65,0.875,0.6363636363636364,0.8,0.1,30.0,0.75,,,,,,,,,,,0.2,0.5,0.5,0.2,1.0,1.0,,0.5,0.4,0.4,1.0,,,,,0.1,1.0,1.0,1.0,,0.25,,,,0.25,1.0,0.3,1.0,0.456825,,0.4861875,,,0.5714285714285714,11.366666666666667,23.7,0.425,,,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,2639.0,44,16,88,89,43,53,14,177,3.0,7.0,4.0,,3.0,2.0,2.0,1.0,4.0,,,,,,,,,6.0,13.0,,,5.0,17.0,77,7.0,2.0,5.0,,,5.0,9.0,10.0,2.0,,,,1.0,2.0,,,1.0,5.0,2.0,1.0,5.0,8.0,4.0,12.0,,2.0,1.0,1.0,,3.0,,4.0,1.0,6.0,8.0,,2.0,9.0,43,0.8333333333333334,0.8333333333333334,,,,,0.46153846153846156,0.4,0.46153846153846156,0.4,0.5,0.5,,20.388349514563107,0.25,0.11904761904761904,0.06666666666666667,0.1111111111111111,0.11764705882352941,0.10256410256410256,0.16666666666666666,0.047619047619047616,0.3,,,0.5384615384615384,0.42857142857142855,0.42857142857142855,0.15384615384615385,1.0,1.0,1.0,0.3076923076923077,0.25,0.25,1.0,,,,,,,,,0.5714285714285714,0.6,,,,,,0.5384615384615384,,0.4897538461538461,0.4304,0.47230000000000005,0.13333333333333333,0.13333333333333333,0.5294117647058824,7.3538461538461535,,0.48863636363636365,2.0,4.0,1.0,,2.0,,,1.0,,2.0,1.0,1.0,1.0,,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3333333333333333,,,0.09090909090909091,,0.6666666666666666,0.23529411764705882,1.0,2.0,1.0,,0.2222222222222222,0.25,1.0,,1.0,,,3.0,,,0.2,0.25,0.25,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1536,1610612759,Stephen Jackson,Stephen Jackson,1536,SAS,674.0,11,-8,22,22,2,10,2,44,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,5.0,7.0,26,,,,,,,,2.0,,,1.0,,1.0,1.0,1.0,,,2.0,,,,1.0,,1.0,,2.0,2.0,,,,,,,1.0,5.0,,3.0,,2,1.0,1.0,,,,,1.0,,0.5,,0.875,,0.5,16.666666666666668,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,,0.617575,,,0.75,1.0,,,24.1,0.09090909090909091,,,,,1.0,,,,1.0,,,,,,,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,2154.0,36,18,69,74,36,42,10,143,,,,,,,2.0,,,3.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,,2.0,4.0,6.0,,12.0,49,,,1.0,3.0,4.0,,9.0,,,12.0,2.0,1.0,2.0,2.0,2.0,,,4.0,,1.0,2.0,3.0,1.0,4.0,,1.0,1.0,1.0,1.0,,,1.0,4.0,4.0,2.0,,,9.0,36,,,1.0,0.6666666666666666,0.75,0.6666666666666666,,,0.75,0.9,0.6666666666666666,0.75,0.75,12.345679012345679,1.0,0.06451612903225806,,0.09090909090909091,0.07142857142857142,0.030303030303030304,,0.0625,,0.16666666666666666,,,,,0.25,,,,,,,,0.5,0.75,0.75,1.0,0.25,0.5,0.5,1.0,,,,0.4,1.0,0.4,0.5,0.75,0.5,0.5045875,0.5197499999999999,0.49982999999999994,,,0.75,7.699999999999999,23.833333333333332,0.5217391304347826,,6.0,,,,,,1.0,,1.0,,,,,,1.5,1.5,,,,0.14285714285714285,,,0.5,,1.0,,,0.09090909090909091,,,,,,,,,,0.16666666666666666,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,
